id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,status,active,endDate,secondNationality,secondNationalityId,knownName
3pmxeo3dvepq6a1s6dxvjeoh6,Abdoulie Bamba,Sanyang,Abdoulie,Sanyang,Male,A. Sanyang,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Attacker,player,1999-05-08,Serekunda,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,173.0,69.0,left,24.0,2024-07-19Z,active,yes,NaN,NaN,NaN,NaN
3podnemdvn8t99b0y5jzwozkk,Ron,Raçi,Ron,Raçi,Male,R. Raçi,Kosovo,86u6edbqifdjsn49mbp2anw7p,Defender,player,2002-09-18,NaN,Kosovo,86u6edbqifdjsn49mbp2anw7p,NaN,NaN,NaN,14.0,2025-07-26Z,active,yes,NaN,NaN,NaN,NaN
47cjl0i2130tlp7g5eaqjqqz8,Roko,Brajković,Roko,Brajkovic,Male,R. Brajković,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,2005-07-03,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,28.0,2022-04-23Z,active,yes,NaN,NaN,NaN,NaN
4gwn6uusz1t8p21kwhkm0bhn8,Toni,Silić,Toni,Silic,Male,T. Silić,Croatia,37hlakrwxyuzovaeoo4sezusp,Goalkeeper,player,2004-05-07,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,33.0,2025-02-07Z,active,yes,NaN,NaN,NaN,NaN
4hhuyat3grozmgba4f55zyajt,Edgar,González Estrada,Edgar,González,Male,Edgar González,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,1997-04-01,Sant Joan Despí,Spain,49ih1pwv3ahshdf8uzrimi54c,193.0,78.0,right,3.0,2025-08-26Z,active,yes,2026-06-30Z,NaN,NaN,NaN
4qlsf99qrs3u0te0tgw6q6fis,Bruno,Durdov,Bruno,Durdov,Male,B. Durdov,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,2007-12-11,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,34.0,2024-05-04Z,active,yes,NaN,NaN,NaN,NaN
4u5r1xxpted2mw8dyu1ryesk4,Noa,Skoko,Noa,Skoko,Male,N. Skoko,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,2006-01-12,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,37.0,2024-02-16Z,active,yes,NaN,Australia,u5ieemi69z72c3bgczyy68lo,NaN
54viwsztohpobklzawf11j21g,Ivan,Krstanović,NaN,NaN,Male,I. Krstanović,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,2006-04-05,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,NaN,2025-08-01Z,active,no,2025-08-02Z,NaN,NaN,NaN
5dbc4z6crdygjznxmw76od33d,Yassine Otmane,Benrahou,Yassine,Benrahou,Male,Y. Benrahou,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,player,1999-01-24,Blanc-Mesnil,France,7gww28djs405rfga69smki84o,170.0,68.0,right,45.0,2025-07-01Z,active,no,2025-09-03Z,France,7gww28djs405rfga69smki84o,NaN
70g1fjgekjzh0i5bm69nh5wix,Zvonimir,Šarlija,Zvonimir,Sarlija,Male,Z. Šarlija,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1996-08-29,Koprivnica,Croatia,37hlakrwxyuzovaeoo4sezusp,189.0,80.0,right,31.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
75i06xa3zsks40082vr1c1m38,Ivan,Pocrnjić,Ivan,Pocrnjic,Male,I. Pocrnjić,Croatia,37hlakrwxyuzovaeoo4sezusp,Goalkeeper,player,2008-07-10,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,41.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
771esqj42l5e5lzrqqshj28yx,Fran,Karačić,Fran,Karacic,Male,F. Karačić,Australia,u5ieemi69z72c3bgczyy68lo,Defender,player,1996-05-12,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,181.0,75.0,right,29.0,2025-07-09Z,active,yes,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN
7uw88nwfgndw5rwjdf3ok89hw,Niko Kristian,Sigur,Niko,Sigur,Male,N. Sigur,Canada,1iaoypzp6syf32cz9l15pzp7e,Midfielder,player,2003-09-09,Burnaby,Canada,1iaoypzp6syf32cz9l15pzp7e,180.0,72.0,right,8.0,2023-04-21Z,active,yes,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN
a96zxags19ar98mllxetuk4b9,Dario,Melnjak,Dario,Melnjak,Male,D. Melnjak,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1992-10-31,Varaždin,Croatia,37hlakrwxyuzovaeoo4sezusp,179.0,NaN,left,17.0,2021-09-23Z,active,yes,NaN,NaN,NaN,NaN
aimd6wz2viggg0f3m8xxss7h1,Adnan,Čustović,Adnan,Custovic,Male,A. Čustović,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,assistant coach,1978-04-16,Mostar,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,185.0,81.0,right,NaN,2023-08-11Z,active,yes,NaN,NaN,NaN,NaN
akxjvb02zugb5ytlw2jz1ku3u,Rokas,Pukštas,Rokas,Pukstas,Male,R. Pukštas,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2004-08-25,Stillwater,USA,7hr2f89v44y65dyu9k92vprwn,181.0,75.0,right,21.0,2022-01-28Z,active,yes,NaN,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,NaN
b3fw2tlu6lbj5o6r5vvxakgyx,Michele,Šego,Michele,Sego,Male,M. Šego,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,2000-08-05,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,178.0,74.0,NaN,11.0,2025-01-13Z,active,yes,NaN,NaN,NaN,NaN
bhtidrz3x054kpi4q0zqjo0r9,Filip,Krovinović,Filip,Krovinovic,Male,F. Krovinović,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,1995-08-29,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,175.0,69.0,right,23.0,2021-07-19Z,active,yes,NaN,NaN,NaN,NaN
bn7otu1q0vxbdq0qga3ys9el0,Branimir,Mlačić,Branimir,Mlacic,Male,B. Mlačić,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,2007-03-12,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,22.0,2025-02-01Z,active,yes,NaN,NaN,NaN,NaN
bz25hdnyf6wslzyy2zpie025l,Mihael,Žaper,Mihael,Zaper,Male,M. Žaper,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,1998-08-11,Osijek,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,NaN,2023-09-04Z,active,no,2025-08-27Z,NaN,NaN,NaN
c2akf8cn1t0uqjoqbf601cu6t,Ivan,Lučić,Ivan,Lucic,Male,I. Lučić,Austria,hcs1bd49qliqqity6o268jyt,Goalkeeper,player,1995-03-23,Wien,Austria,hcs1bd49qliqqity6o268jyt,194.0,98.0,right,13.0,2022-11-30Z,active,yes,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN
cs59s6zf7aff0k36b2hhkvnu2,Adrion,Pajaziti,Adrion,Pajaziti,Male,A. Pajaziti,Albania,17zsm8shejejls2on1ffil3op,Midfielder,player,2002-11-16,London,England,1fk5l4hkqk12i7zske6mcqju6,180.0,NaN,left,4.0,2025-07-08Z,active,yes,NaN,Kosovo,86u6edbqifdjsn49mbp2anw7p,NaN
d332hr4gbtsvsh1ab1bydrx90,Iker,Almena Horcajo,Iker,Almena,Male,Iker Almena,Spain,49ih1pwv3ahshdf8uzrimi54c,Attacker,player,2004-05-04,NaN,Spain,49ih1pwv3ahshdf8uzrimi54c,177.0,64.0,left,30.0,2025-09-05Z,active,yes,2026-06-30Z,NaN,NaN,NaN
d9ey3lqbrgap4ktdo2keesm39,Gonzalo Manuel,García García,Gonzalo,García,Male,Gonzalo García,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,coach,1983-10-13,Montevideo,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,182.0,78.0,both,NaN,2025-06-13Z,active,yes,NaN,NaN,NaN,NaN
e7del0ovpcpntqdgh8idxok4p,Hugo,Guillamón Sanmartín,Hugo,Guillamón,Male,Hugo Guillamón,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,2000-01-31,L'Eliana,Spain,49ih1pwv3ahshdf8uzrimi54c,178.0,62.0,right,6.0,2025-08-26Z,active,yes,NaN,NaN,NaN,NaN
eg7a54zuoulku6nho6pctnkt0,Luka,Jurak,Luka,Jurak,Male,L. Jurak,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,2005-07-21,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,35.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
et3kmcduq447ai5xlmu7k0h04,Luka,Hodak,Luka,Hodak,Male,L. Hodak,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,2006-06-10,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,38.0,2024-05-11Z,active,yes,NaN,NaN,NaN,NaN
eyra5urhrm92240e7qbll736d,Ante,Rebić,Ante,Rebic,Male,A. Rebić,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,1993-09-21,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,185.0,78.0,right,9.0,2025-08-01Z,active,yes,NaN,NaN,NaN,NaN
rngjqv2x2vfm5ggs1j3kcetw,Marino,Skelin,Marino,Skelin,Male,M. Skelin,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,2006-09-18,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,190.0,NaN,right,36.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN
1d965xsfn74agwk8smg0at6y2,Aleksa,Todorović,Aleksa,Todorovic,Male,A. Todorović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,2004-01-25,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,99.0,2022-02-09Z,active,yes,NaN,NaN,NaN,NaN
1ukpesais0lmrzbdk0dj841jp,Mile,Škorić,Mile,Skoric,Male,M. Škorić,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1991-06-19,Vinkovci,Croatia,37hlakrwxyuzovaeoo4sezusp,189.0,80.0,right,5.0,2025-01-10Z,active,yes,NaN,NaN,NaN,NaN
29efzhhr3oy9pqrxz8z4vc5at,Davor,Landeka,Davor,Landeka,Male,D. Landeka,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,assistant coach,1984-09-18,Imotski,Croatia,37hlakrwxyuzovaeoo4sezusp,179.0,72.0,right,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
2h5k8tfdqzy1sk1sf4mfhfl78,Noel,Bodetić,Noel,Bodetic,Male,N. Bodetić,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,2004-02-24,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,19.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
2oniw9tmxdoq1lsfhf61i14ut,Damir,Kreilach,Damir,Kreilach,Male,D. Kreilach,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,1989-04-16,Vukovar,Croatia,37hlakrwxyuzovaeoo4sezusp,186.0,79.0,right,87.0,2025-07-18Z,active,yes,NaN,NaN,NaN,NaN
35ptnccu64bgejzpkpg2l72ms,Domagoj Ivan,Marić,Domagoj,Maric,Male,D. Marić,Croatia,37hlakrwxyuzovaeoo4sezusp,Goalkeeper,player,2006-02-03,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,NaN,2024-10-17Z,active,no,2025-08-12Z,NaN,NaN,NaN
3ct3yy0236jrcdd2qeox5d7mx,Mladen,Devetak,Mladen,Devetak,Male,M. Devetak,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1999-03-12,Novi Sad,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,34.0,2024-08-02Z,active,yes,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN
3jm69rca8lhbkxsw6l5zdrjtg,Daniel William Kwabena,Adu-Adjei,Daniel,Adu-Adjei,Male,D. Adu-Adjei,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,2005-06-21,NaN,England,1fk5l4hkqk12i7zske6mcqju6,177.0,68.0,right,18.0,2025-08-26Z,active,yes,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN
3p2ogpoplqaz93ijkcaez5qll,Martin,Zlomislić,Martin,Zlomislic,Male,M. Zlomislić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Goalkeeper,player,1998-08-16,Posušje,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,right,13.0,2021-07-09Z,active,yes,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN
3ue5shrpbdex8e25j4asf13bo,Dominik,Thaqi,Dominik,Thaqi,Male,D. Thaqi,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,2007-02-02,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,178.0,NaN,right,16.0,2024-12-21Z,active,yes,NaN,NaN,NaN,NaN
43ajx1lb96u9zrhoy7znznw15,Dominik,Ivilin Yankov,Dominik,Yankov,Male,D. Yankov,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,Midfielder,player,2000-07-28,Toronto,Canada,1iaoypzp6syf32cz9l15pzp7e,180.0,67.0,right,64.0,2025-06-26Z,active,yes,NaN,Canada,1iaoypzp6syf32cz9l15pzp7e,NaN
45ijn026liwsi1zbxe6ose3f9,Justas,Lasickas,Justas,Lasickas,Male,J. Lasickas,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,Defender,player,1997-10-06,Vilnius,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,176.0,62.0,NaN,23.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
4ag3shqnvofzt7j0ze0ltekx6,Niko,Janković,Niko,Jankovic,Male,N. Janković,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,2001-08-25,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,186.0,NaN,right,4.0,2023-06-27Z,active,yes,NaN,NaN,NaN,NaN
4qc4nurxsbudqmjbzr9dnq80k,Šimun,Butić,Simun,Butic,Male,Š. Butić,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,2006-04-07,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,27.0,2024-03-28Z,active,yes,NaN,NaN,NaN,NaN
53f60li56ny3w499tzfmyewic,Ante,Oreč,Ante,Orec,Male,A. Oreč,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,2001-08-29,Dubrovnik,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,22.0,2025-02-17Z,active,yes,NaN,NaN,NaN,NaN
5ob1jl86w1bt6s3gzv65zyhn9,Víctor,Sánchez del Amo,Víctor,Sánchez del Amo,Male,Víctor Sánchez,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,coach,1976-02-23,Madrid,Spain,49ih1pwv3ahshdf8uzrimi54c,183.0,NaN,NaN,NaN,2025-09-03Z,active,yes,NaN,NaN,NaN,NaN
60t68exghgypvg8ez3aa06wa1,Merveil Valthy Streeker,Ndockyt,Merveil,Ndockyt,Male,M. Ndockyt,Congo,1s2y6o0lwj69dj5ib5pid8f6r,Midfielder,player,1998-07-20,Brazzaville,Congo,1s2y6o0lwj69dj5ib5pid8f6r,182.0,63.0,left,20.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
6iukfqoku122l83yw10884g2y,Omar-Šarif,Sijarić,Omar,Sijaric,Male,O. Sijarić,Montenegro,1411jebgwo2ja1erogsq81lg9,Attacker,player,2001-11-02,Pfullendorf,Montenegro,1411jebgwo2ja1erogsq81lg9,179.0,69.0,right,7.0,2025-06-26Z,active,yes,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN
6vlk7n6m7g38n5wa5zuvbsbxm,Toni,Fruk,Toni,Fruk,Male,T. Fruk,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,2001-03-09,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,10.0,2023-07-12Z,active,yes,NaN,NaN,NaN,NaN
6xfee6dqsjz1p0v3al6o3rtgp,Bruno,Bogojević,Bruno,Bogojevic,Male,B. Bogojević,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,1998-06-29,Koprivnica,Croatia,37hlakrwxyuzovaeoo4sezusp,186.0,72.0,right,30.0,2023-01-27Z,active,yes,NaN,NaN,NaN,NaN
7bp6bd64tdvt0r3osm26qxtcl,Dejan,Petrovič,Dejan,Petrovic,Male,D. Petrovič,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Midfielder,player,1998-01-12,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,179.0,78.0,right,8.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
9hq2uyvs644x2343owzuhxfbp,Ante,Majstorović,Ante,Majstorovic,Male,A. Majstorović,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1993-11-06,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,185.0,78.0,right,45.0,2024-07-09Z,active,yes,NaN,NaN,NaN,NaN
9jz0dmpw8lnorss1a4qbfanl5,Stjepan,Radeljić,Stjepan,Radeljic,Male,S. Radeljić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Defender,player,1997-09-05,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,189.0,NaN,left,6.0,2023-07-13Z,active,yes,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN
9m4va7yxrxwm9cvoleudfn33e,Jovan,Manev,Jovan,Manev,Male,J. Manev,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Defender,player,2001-01-25,Kochani,North Macedonia,1lesyxylc5eza0a4z87t9azcc,185.0,77.0,right,15.0,2025-02-11Z,active,no,2025-08-19Z,NaN,NaN,NaN
a92jo08oujrq2f9ggbf4776z8,Anel,Husic,Anel,Husic,Male,A. Husic,Switzerland,3bh70jgvc5mn58x0byjkuda17,Defender,player,2001-03-01,NaN,Switzerland,3bh70jgvc5mn58x0byjkuda17,186.0,80.0,left,51.0,2025-06-26Z,active,yes,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN
a93cs6sqqb6hj95qayyq2ib1m,Tiago Filipe,Oliveira Dantas,Tiago Filipe,Oliveira Dantas,Male,Tiago Dantas,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,player,2000-12-24,Lisboa,Portugal,1nbm5i9a0403zzvltn17lxinc,170.0,58.0,right,26.0,2025-07-07Z,active,yes,NaN,NaN,NaN,Tiago Dantas
awt6b27t2f6oa9lyagyyj6mi2,Silvio,Ilinković,Silvio,Ilinkovic,Male,S. Ilinković,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Midfielder,player,2002-10-05,Nova Bila,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,right,21.0,2024-06-01Z,active,yes,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN
bkhcgmuy166u9ct53jdxkyej8,Vito,Kovač,Vito,Kovac,Male,V. Kovač,Croatia,37hlakrwxyuzovaeoo4sezusp,Goalkeeper,player,2008-04-02,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,33.0,2024-11-22Z,active,yes,NaN,NaN,NaN,NaN
c1jr3o09e9ptdttm6efe9yl7t,Darko,Raić Sudar,Darko,Raic-Sudar,Male,D. Raić,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,assistant coach,1972-11-07,Buchsalm,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
cr7kl1fbbrofodwdfh0ufnv85,Radomir,Đalović,Radomir,Djalovic,Male,R. Đalović,Montenegro,1411jebgwo2ja1erogsq81lg9,NaN,coach,1982-10-29,Bijelo Polje,Montenegro,1411jebgwo2ja1erogsq81lg9,186.0,82.0,right,NaN,2024-10-17Z,active,no,2025-09-01Z,NaN,NaN,NaN
ctrru8tf68ltajgculumzdel0,Gabriel,Rukavina,Gabriel,Rukavina,Male,G. Rukavina,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,2004-01-16,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,11.0,2024-07-16Z,active,yes,NaN,NaN,NaN,NaN
ddnkboo7e8sjz6w45wht05z2t,Duje,Čop,Duje,Cop,Male,D. Čop,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,1990-02-01,Vinkovci,Croatia,37hlakrwxyuzovaeoo4sezusp,184.0,72.0,right,9.0,2025-01-27Z,active,yes,NaN,NaN,NaN,NaN
dvn2nx0wh25ms50pl1kkf2qcp,Luka,Menalo,Luka,Menalo,Male,L. Menalo,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Attacker,player,1996-07-22,Opuzen,Croatia,37hlakrwxyuzovaeoo4sezusp,181.0,72.0,right,17.0,2025-01-23Z,active,yes,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN
e2vhgeqrw3uy0tstydc5nldxx,Amer,Gojak,Amer,Gojak,Male,A. Gojak,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Midfielder,player,1997-02-13,Sarajevo,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,184.0,78.0,NaN,14.0,2024-09-05Z,active,yes,NaN,NaN,NaN,NaN
es8ytjnblakzt8ylo2lvbzdhw,Ante Matej,Jurič,Ante,Juric,Male,A. Jurič,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,2002-11-26,Osijek,Croatia,37hlakrwxyuzovaeoo4sezusp,190.0,NaN,right,77.0,2025-07-05Z,active,yes,NaN,NaN,NaN,NaN
ewm977x9zr1c6lj0s73429us4,Lovro,Kitin,Lovro,Kitin,Male,L. Kitin,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,2007-02-03,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,2.0,2024-01-27Z,active,yes,NaN,NaN,NaN,NaN
rblijalj0qnu455jtjoi3pjo,Samuele,Vignato,Samuele,Vignato,Male,S. Vignato,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,2004-02-24,Fumane,Italy,25f2cmb2r8mk5rj92tzer6kvv,172.0,62.0,right,NaN,2025-09-02Z,active,yes,NaN,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN
16wudcl1ooat7lv82n82pddec,Raul,Kumar,Raul,Kumar,Male,R. Kumar,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,2008-02-06,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,38.0,2024-04-19Z,active,yes,NaN,NaN,NaN,NaN
17il45uo4sjggdq2m08b1hp1w,Vinko,Rozić,NaN,NaN,Male,V. Rozić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Attacker,player,2003-08-01,Livno,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,right,7.0,2025-01-10Z,active,yes,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN
1ab7kipb2rwgqb4nimg43gbqi,Danijel Dejan,Djuric,Danijel,Djuric,Male,D. Djuric,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2003-01-05,Varna,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,174.0,NaN,right,22.0,2025-02-17Z,active,yes,NaN,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,NaN
1af55z6gocxv178g6ywc8c0lw,Antonio,Maurić,NaN,NaN,Male,A. Maurić,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,2003-11-04,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,8.0,2022-01-27Z,active,yes,NaN,NaN,NaN,NaN
1jmod3vj0y7hkc8wxgnsljxn8,Charles,Adah Agada,Charles,Agada,Male,C. Agada,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2006-09-03,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,77.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
2g8153a6b7a25d3u3xd0hco44,Filip,Taraba,NaN,NaN,Male,F. Taraba,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Defender,player,2006-06-29,Nova Bila,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,NaN,24.0,2025-06-26Z,active,yes,NaN,NaN,NaN,NaN
2uwdb45ouv0xo9lre0mimz5sk,Israel Isaac,Ayuma,Israel,Ayuma,Male,I. Ayuma,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2005-08-08,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,18.0,2023-08-12Z,active,yes,NaN,NaN,NaN,NaN
3vrs19d5zfb154pv4d6hpbzmc,Petar,Nemet,Petar,Nemet,Male,P. Nemet,Croatia,37hlakrwxyuzovaeoo4sezusp,Goalkeeper,player,2008-07-15,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,42.0,2025-04-04Z,active,yes,NaN,NaN,NaN,NaN
3z1702em1l50h91npun0xqort,Sergej,Banović,NaN,NaN,Male,S. Banović,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,assistant coach,1977-11-22,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,NaN,2024-12-19Z,active,yes,NaN,NaN,NaN,NaN
470emj7e89jyufk9ftw4tj9xw,Marin,Žgomba,NaN,NaN,Male,M. Žgomba,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,2005-05-30,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,41.0,2024-01-11Z,active,yes,NaN,NaN,NaN,NaN
4n4qce5syii7vnus0jhy38k16,Alejandro Fidel,Jay Agustín,Alejandro,Jay,Male,Alejandro Jay,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,2002-07-07,Zaragoza,Spain,49ih1pwv3ahshdf8uzrimi54c,181.0,86.0,right,23.0,2025-07-11Z,active,yes,2026-06-30Z,Cuba,ws166hrbk0nwte3ypn8mm36g,NaN
4o8lvm1ffxrywogokfztc6sb9,Stjepan,Lončar,Stjepan,Loncar,Male,S. Lončar,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Midfielder,player,1996-11-10,Mostar,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,187.0,81.0,both,10.0,2025-02-03Z,active,yes,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN
