id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,startDate,endDate,status,active,knownName,secondNationality,secondNationalityId,shirtNumber
14csdlb8p0tnj6zqrs148ct1w,Jochem,Ritmeester van de Kamp,Jochem,Ritmeester van de Kamp,Male,J. Ritmeester van de Kamp,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2003-11-02,Laren,Netherlands,6hzi5pltnz67q4la8yli9qfv6,177.0,73.0,right,2021-11-06Z,2025-08-18Z,active,no,NaN,NaN,NaN,8.0
1max3sz880rfqxbndp59vkzys,Emanuel,Poku,Emanuel,Poku,Male,E. Poku,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2005-07-19,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,right,2024-07-21Z,NaN,active,yes,NaN,NaN,NaN,17.0
2wgv0uye88734itwltg3oajo4,Job,Kalisvaart,Job,Kalisvaart,Male,J. Kalisvaart,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2004-06-10,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,82.0,right,2025-08-12Z,NaN,active,yes,NaN,NaN,NaN,20.0
3u0yfnfs6jqx0xv2epsynesd0,Tristan,Kuijsten,Tristan,Kuijsten,Male,T. Kuijsten,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2005-01-16,Almere,Netherlands,6hzi5pltnz67q4la8yli9qfv6,191.0,83.0,right,2025-07-10Z,NaN,active,yes,NaN,NaN,NaN,12.0
3x19hegx5i7wejwbfuqs0dn2s,Bas,Huisman,Bas,Huisman,Male,B. Huisman,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2005-05-09,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2025-08-26Z,NaN,active,yes,NaN,NaN,NaN,29.0
3xckq9ri2ds7uh0cwihiwahux,Ferdy,Druijf,Ferdy,Druijf,Male,F. Druijf,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1998-02-12,Uitgeest,Netherlands,6hzi5pltnz67q4la8yli9qfv6,190.0,89.0,right,2025-06-05Z,NaN,active,yes,NaN,NaN,NaN,14.0
4ec40i4yr2azl68lxzvj2rbsa,Ruben Fritzner,Providence,Ruben,Providence,Male,R. Providence,Haiti,5mp58o38d0mr5qt8g4o6l7efg,Attacker,player,2001-07-07,Lagny-sur-Marne,France,7gww28djs405rfga69smki84o,178.0,66.0,right,2024-08-29Z,NaN,active,yes,NaN,France,7gww28djs405rfga69smki84o,28.0
4huphmfyum9b7hjys4jcnr0iy,Twan,van der Zeeuw,Twan,van der Zeeuw,Male,T. van der Zeeuw,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2002-09-21,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,left,2024-07-21Z,NaN,active,yes,NaN,NaN,NaN,26.0
4iarn12h46vndqqtlqw0nfcnp,Foeke,Booy,Foeke,Booy,Male,F. Booy,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1962-04-25,Leeuwarden,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2024-12-15Z,NaN,active,yes,NaN,NaN,NaN,NaN
5lu889mxo0j4ixnp07eah463t,Jonas,Wendlinger,Jonas,Wendlinger,Male,J. Wendlinger,Austria,hcs1bd49qliqqity6o268jyt,Goalkeeper,player,2000-07-17,St. Johann in Tirol,Austria,hcs1bd49qliqqity6o268jyt,192.0,85.0,right,2024-06-24Z,NaN,active,yes,NaN,Germany,36min0qztu8eydwvpv8t1is0m,1.0
6ta1z3xjdmq81gwglcm9ghno4,Milan,de Haan,Milan,de Haan,Male,M. de Haan,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2003-11-20,Monnickendam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,74.0,right,2025-08-29Z,NaN,active,yes,NaN,NaN,NaN,8.0
7ehwmuewuxdyjkgyou4zyjz10,Olivier,de Nijs,Olivier,de Nijs,Male,O. de Nijs,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2004-11-09,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2025-03-01Z,NaN,active,yes,NaN,NaN,NaN,19.0
7nmav1w0b0o0nxcc24215p9ed,Jeffrey,Talan,Jeffrey,Talan,Male,J. Talan,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1971-09-29,Katwijk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,NaN,NaN,2023-07-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
7to5mb4x91kjhbd9tb0nqz74l,Teun,Bijleveld,Teun,Bijleveld,Male,T. Bijleveld,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1998-05-27,Amstelveen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,176.0,68.0,left,2025-06-23Z,NaN,active,yes,NaN,NaN,NaN,5.0
7y5oyflivt56zuwoyzs2q20ru,Junior-Morau,Kadile,Junior,Kadile,Male,J. Kadile,France,7gww28djs405rfga69smki84o,Attacker,player,2002-12-16,Rennes,France,7gww28djs405rfga69smki84o,182.0,74.0,right,2024-08-30Z,NaN,active,yes,NaN,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,11.0
87hhn1mh3p5dj9ktcw9mlxawa,Amoah,Foah-Sam,Amoah,Foah-Sam,Male,A. Foah-Sam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2002-09-29,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,right,2024-11-10Z,NaN,active,yes,NaN,NaN,NaN,25.0
9jofs3271wn4cwlkj9hfay7vu,Théo,Barbet,Théo,Barbet,Male,T. Barbet,France,7gww28djs405rfga69smki84o,Defender,player,2001-03-06,Mâcon,France,7gww28djs405rfga69smki84o,184.0,78.0,left,2022-07-30Z,NaN,active,yes,NaN,NaN,NaN,22.0
9o41me3111mj3zl4lxqqhvod0,Jaden,Pinas,Jaden,Pinas,Male,J. Pinas,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2003-12-28,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2022-07-01Z,NaN,active,yes,NaN,NaN,NaN,27.0
9wgpudcet9m8doz9ezbjxzkrt,Jamie,Jacobs,Jamie,Jacobs,Male,J. Jacobs,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1997-12-03,Purmerend,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,74.0,left,2025-07-17Z,NaN,active,yes,NaN,NaN,NaN,23.0
9x5m4qu5fkxbi9aevucd9de6s,Hamza,El Dahri,Hamza,El Dahri,Male,H. El Dahri,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2005-03-05,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,177.0,NaN,right,2025-06-23Z,NaN,active,yes,NaN,Morocco,2xdcc39z1k79pnjbtn9x31wdh,21.0
a63ez4ov40p2xkdsi0otez2s,Julian Dean,Rijkhoff,Julian,Rijkhoff,Male,J. Rijkhoff,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2005-01-25,Purmerend,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,NaN,right,2025-06-23Z,2026-06-30Z,active,yes,NaN,NaN,NaN,10.0
afj7sge7l1kswibiadd8wj2s5,Anoush,Dastgir,Anoush,Dastgir,Male,Anoush Dastgir,Afghanistan,6xne7xe59eujck02uovziom7p,NaN,assistant coach,1989-11-27,Kabul,Afghanistan,6xne7xe59eujck02uovziom7p,NaN,NaN,NaN,2025-01-03Z,NaN,active,yes,NaN,NaN,NaN,NaN
ajrokuot2nwhpy0repkaau0yy,Guus,Beaumont,Guus,Beaumont,Male,G. Beaumont,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2002-05-10,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2024-07-21Z,NaN,active,yes,NaN,NaN,NaN,24.0
b4vrfh7z9qt9e5gdpkajrqolw,Misha,Engel,Misha,Engel,Male,M. Engel,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2002-10-01,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,68.0,left,2025-07-01Z,NaN,active,yes,NaN,NaN,NaN,15.0
c9of8tjzoe8awuxy2sm8j7nbp,Danny,Schenkel,Danny,Schenkel,Male,D. Schenkel,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1978-04-01,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,193.0,89.0,NaN,2025-07-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
co29e48tuch0xigvnj98fwc7p,James Alexander,Lawrence,James,Lawrence,Male,J. Lawrence,Wales,26ilvvgth36hmq6lgq8cy5cb5,Defender,player,1992-08-22,Henley-on-Thames,England,1fk5l4hkqk12i7zske6mcqju6,188.0,84.0,left,2024-08-25Z,NaN,active,yes,NaN,England,1fk5l4hkqk12i7zske6mcqju6,4.0
cx3fqj7odbuc6i0kppcie4jmy,Joey,Jacobs,Joey,Jacobs,Male,J. Jacobs,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2000-04-10,Purmerend,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,79.0,right,2022-01-12Z,NaN,active,yes,NaN,NaN,NaN,3.0
d27t0pt3dv75o5qf7ftt3w4b9,Nourdin,Boukhari,Nourdin,Boukhari,Male,N. Boukhari,Morocco,2xdcc39z1k79pnjbtn9x31wdh,NaN,assistant coach,1980-06-30,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,78.0,NaN,2025-08-04Z,NaN,active,yes,NaN,NaN,NaN,NaN
d8mcl3tdq404ecif211j7q8ve,Byron,Burgering,Byron,Burgering,Male,B. Burgering,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2000-11-28,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,174.0,67.0,left,2025-06-23Z,NaN,active,yes,NaN,NaN,NaN,7.0
da7xrsi98gdp2ccwckrhmixn9,Thomas,Robinet,Thomas,Robinet,Male,T. Robinet,France,7gww28djs405rfga69smki84o,Attacker,player,1996-08-18,Saint-Priest,France,7gww28djs405rfga69smki84o,180.0,72.0,right,2023-07-10Z,2025-08-25Z,active,no,NaN,NaN,NaN,9.0
devf2rbzcizf5bqybzod2cq1h,Jeroen,Rijsdijk,Jeroen,Rijsdijk,Male,J. Rijsdijk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,coach,1977-05-24,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2025-01-03Z,NaN,active,yes,NaN,NaN,NaN,NaN
dsi2wezhn07auutl4wzckh6uh,Boyd,Reith,Boyd,Reith,Male,B. Reith,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1999-05-05,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,176.0,NaN,right,2025-07-11Z,2026-06-30Z,active,yes,NaN,NaN,NaN,2.0
e1tlna6dw0zi7vaef52q857o4,Joël,van der Wilt,Joël,van der Wilt,Male,J. van der Wilt,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2004-04-27,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,187.0,78.0,right,2023-08-12Z,NaN,active,yes,NaN,NaN,NaN,30.0
e26iayrzclhqow582nfm13bis,Tiziano,Vianello,Tiziano,Vianello,Male,T. Vianello,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2005-01-29,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,right,2025-08-16Z,NaN,active,yes,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,32.0
eqjelc731e1xrp95bpysx0pka,Enzo,Cornelisse,Enzo,Cornelisse,Male,E. Cornelisse,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2002-06-29,Arnhem,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,68.0,left,2025-07-01Z,NaN,active,yes,NaN,NaN,NaN,6.0
10ijtddqmzbhx3qtlhbyn4rca,Ibrahim,El Kadiri,Ibrahim,El Kadiri,Male,I. El Kadiri,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Attacker,player,2002-01-23,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,170.0,62.0,right,2024-07-01Z,NaN,active,yes,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,11.0
117h1l06g6f9osjp3pbb4tvro,Levi,Schoppema,Levi,Schoppema,Male,L. Schoppema,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2004-05-27,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,179.0,73.0,left,2022-07-01Z,NaN,active,yes,NaN,NaN,NaN,5.0
1chxk7d4i11x2f16igblexgyc,Ties,Wieggers,Ties,Wieggers,Male,T. Wieggers,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2002-12-13,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,192.0,76.0,right,2021-09-23Z,NaN,active,yes,NaN,NaN,NaN,1.0
2aj6bhz3zr9i4kasqpdynptk9,Thomas Petrus Johannes,Kok,Thomas,Kok,Male,T. Kok,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1998-05-15,Tilburg,Netherlands,6hzi5pltnz67q4la8yli9qfv6,179.0,72.0,right,2025-07-29Z,NaN,active,yes,NaN,NaN,NaN,15.0
34zsqujkwsaqfdoxy6z15ha1g,Nart,Ahmeti-Grainca,Nart,Ahmeti,Male,N. Ahmeti-Grainca,Kosovo,86u6edbqifdjsn49mbp2anw7p,Midfielder,player,2006-01-05,NaN,Kosovo,86u6edbqifdjsn49mbp2anw7p,178.0,NaN,right,2025-07-01Z,NaN,active,yes,NaN,NaN,NaN,27.0
3epda2hg43s8uxvf9xno74d4a,Arjen,van der Heide,Arjen,van der Heide,Male,A. van der Heide,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2001-11-19,Heerenveen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,174.0,70.0,left,2024-09-02Z,NaN,active,yes,NaN,NaN,NaN,26.0
4umvca76vxg5904ytudgeeqc,Stijn,Bultman,Stijn,Bultman,Male,S. Bultman,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2005-01-29,Raalte,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,80.0,right,2025-07-24Z,2026-06-30Z,active,yes,NaN,NaN,NaN,18.0
50nsanv3f9dxqxemoklxki2fp,Marinus,Dijkhuizen,Marinus,Dijkhuizen,Male,M. Dijkhuizen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,coach,1972-01-04,'s-Gravenzande,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2025-01-06Z,NaN,active,yes,NaN,NaN,NaN,NaN
51wk4k31q480j6wst4epgt8us,Teun,Gijselhart,Teun,Gijselhart,Male,T. Gijselhart,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2005-04-06,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,176.0,NaN,right,2025-07-01Z,NaN,active,yes,NaN,NaN,NaN,8.0
56i6rp74me1bdnqz1hzilzyfo,Joran,Hardeman,Joran,Hardeman,Male,J. Hardeman,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2002-04-21,Veenendaal,Netherlands,6hzi5pltnz67q4la8yli9qfv6,190.0,81.0,right,2022-07-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
5sdawt3pto3usofebgsivfg2c,Kaya,Symons,Kaya,Symons,Male,K. Symons,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2005-03-31,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,70.0,left,2024-08-10Z,NaN,active,yes,NaN,NaN,NaN,21.0
6bd8f7n398r2c92uve249rzmc,Othniël,Raterink,Othniël,Raterink,Male,O. Raterink,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2006-04-07,Winterswijk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,189.0,85.0,right,2025-07-01Z,NaN,active,yes,NaN,NaN,NaN,4.0
6zl1niyqtlzdnn53649lq7lec,Timo,Jansen,Timo,Jansen,Male,T. Jansen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2006-01-14,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2025-07-01Z,NaN,active,yes,NaN,NaN,NaN,23.0
79hoaf1tn42zsgd2esf8z6ln8,Denzel,Eijken,Denzel,Eijken,Male,D. Eijken,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2003-10-16,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,left,2023-12-14Z,NaN,active,yes,NaN,NaN,NaN,38.0
8ft650nzjljvi1irb5vg3zqxg,Nathan Charles,Kaninda,Nathan,Kaninda,Male,N. Kaninda,France,7gww28djs405rfga69smki84o,Attacker,player,2004-06-13,NaN,France,7gww28djs405rfga69smki84o,177.0,NaN,NaN,2025-01-15Z,NaN,active,yes,NaN,NaN,NaN,17.0
8gblufcpx2yb27qdg1e12yne1,Reuven,Niemeijer,Reuven,Niemeijer,Male,R. Niemeijer,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1995-03-27,Hengelo,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,80.0,right,2025-01-31Z,NaN,active,yes,NaN,NaN,NaN,10.0
8mivgwkakjt86f1glktfueq6s,Rick,Jonkers,Rick,Jonkers,Male,R. Jonkers,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2004-02-25,Rheden,Netherlands,6hzi5pltnz67q4la8yli9qfv6,190.0,NaN,NaN,2024-08-10Z,NaN,active,yes,NaN,NaN,NaN,25.0
9urh0cy0a8ni61fuxmiqosnis,Rowan,Besselink,Rowan,Besselink,Male,R. Besselink,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2004-10-11,Rijswijk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,190.0,79.0,NaN,2024-08-27Z,NaN,active,yes,NaN,NaN,NaN,3.0
aka769o7p2oz9ads8n1vhu2ok,Bouke,Boersma,Bouke,Boersma,Male,B. Boersma,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2005-06-23,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2025-02-02Z,NaN,active,yes,NaN,NaN,NaN,28.0
bealnoeo1s3cuyzl9bew2it5g,Thomas,Duivenvoorden,Thomas,Duivenvoorden,Male,T. Duivenvoorden,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,NaN,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2025-07-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
bkhfiybnh5c1497h7gxpla8h6,Mathijs,de Waard,Mathijs,de Waard,Male,M. de Waard,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1995-06-20,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2023-07-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
bsrjgqo4cb24jlvkwjc11ju8l,Mees,Junior Siers,Mees,Siers,Male,M. Siers,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1987-10-06,Zelhem,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,73.0,both,2023-07-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
btt7takk90pi0l2tjoe5k8b56,Jason,Meerstadt,Jason,Meerstadt,Male,J. Meerstadt,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2001-07-10,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,75.0,right,2025-06-23Z,NaN,active,yes,NaN,NaN,NaN,24.0
bxiuoepzbs4wb6uxqc7o7hn2s,Nic,Hartgers,Nic,Hartgers,Male,N. Hartgers,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2004-02-21,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,190.0,NaN,left,2024-12-18Z,NaN,active,yes,NaN,NaN,NaN,30.0
c746znpcff8xjsow0cnyxt7v8,Dimitris,Theodoridis,Dimitris,Theodoridis,Male,D. Theodoridis,Greece,6lpgd60z890no2v46zdecrcss,Attacker,player,2002-08-08,NaN,Greece,6lpgd60z890no2v46zdecrcss,NaN,NaN,right,2025-07-01Z,NaN,active,yes,NaN,NaN,NaN,9.0
c7tyaksd0ycxa6gzw4kyu6uj8,Tygo,Grotenhuis,Tygo,Grotenhuis,Male,T. Grotenhuis,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2005-03-24,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,NaN,right,2024-09-05Z,NaN,active,yes,NaN,NaN,NaN,NaN
d0cjwmwpqlw7y5f8sksxivoyc,Milan,Smits,Milan,Smits,Male,M. Smits,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2004-11-13,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,183.0,NaN,right,2025-07-01Z,NaN,active,yes,NaN,NaN,NaN,6.0
dodkgckgbecal0vivr1jf0hzo,Mees,Rijks,Mees,Rijks,Male,M. Rijks,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2003-03-08,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,73.0,right,2025-08-04Z,2026-06-30Z,active,yes,NaN,NaN,NaN,33.0
dx7uyozr8fv3s4c0vuyek2904,Jevon,Simons,Jevon,Simons,Male,J. Simons,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2005-07-31,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,75.0,right,2025-07-29Z,2026-06-30Z,active,yes,NaN,NaN,NaN,7.0
ed0pwegj0n6iwb6oa52obcsgk,Sten,Kremers,Sten,Kremers,Male,S. Kremers,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2004-02-16,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,188.0,79.0,right,2024-07-01Z,NaN,active,yes,NaN,NaN,NaN,12.0
m10ml783dkbr4i0fpb06cm3t,Anass,Najah,Anass,Najah,Male,A. Najah,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1997-09-16,Utrecht,Netherlands,6hzi5pltnz67q4la8yli9qfv6,176.0,67.0,right,2024-08-29Z,2025-08-13Z,active,no,NaN,Morocco,2xdcc39z1k79pnjbtn9x31wdh,NaN
1g9raiu2poutpdgjq7dmk4oru,Thijs,van Leeuwen,Thijs,van Leeuwen,Male,T. van Leeuwen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2001-07-15,Heerde,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,NaN,right,2024-06-24Z,NaN,active,yes,NaN,NaN,NaN,10.0
1sen629boi0hw3nu8r0d7r3mc,Mees,Laros,Mees,Laros,Male,M. Laros,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2005-05-29,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,78.0,right,2023-07-07Z,NaN,active,yes,NaN,NaN,NaN,33.0
26zb8bickwhc54721d9u434lw,Damian,van Dijk,Damian,van Dijk,Male,D. van Dijk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2004-03-19,Haarlem,Netherlands,6hzi5pltnz67q4la8yli9qfv6,191.0,NaN,NaN,2025-08-28Z,NaN,active,yes,NaN,NaN,NaN,34.0
2rrt0ya9hvxu58vd0y5zoh756,Jack Winston,De Vries,Jack,De Vries,Male,J. De Vries,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2002-03-28,Akron,USA,7hr2f89v44y65dyu9k92vprwn,178.0,66.0,NaN,2025-08-02Z,NaN,active,yes,NaN,NaN,NaN,NaN
3y7w3ngh3kby9mehxe5q7glpl,Hicham,Acheffay,Hicham,Acheffay,Male,H. Acheffay,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2000-08-10,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,169.0,68.0,right,2024-06-24Z,NaN,active,yes,NaN,Morocco,2xdcc39z1k79pnjbtn9x31wdh,NaN
407wfkbxj4n9c426lyth7qxas,Filali,el Iliass,Filali,el Iliass,Male,F. el Iliass,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2005-11-07,Den Bosch,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2025-08-07Z,NaN,active,yes,NaN,Morocco,2xdcc39z1k79pnjbtn9x31wdh,50.0
4e7r8r60jzkwtdhilhcyuqv4k,Luc,van Koeverden,Luc,van Koeverden,Male,L. van Koeverden,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2005-07-24,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2025-08-07Z,NaN,active,yes,NaN,NaN,NaN,42.0
4ep9iuzyukxu075lmzdvawe8k,Emian-Johar,Semedo,Emian-Johar,Semedo,Male,E. Semedo,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2003-03-11,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,left,2025-07-01Z,NaN,active,yes,NaN,NaN,NaN,17.0
4ta54oc0umdr1kigtzkuxayhg,Ulrich,Landvreugd,Ulrich,Landvreugd,Male,U. Landvreugd,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,coach,1971-11-07,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2024-11-11Z,NaN,active,yes,NaN,NaN,NaN,NaN
4z5qr1l057ro3jk1nr6evh444,Zaid,El Bakkali,Zaid,El Bakkali,Male,Z. El Bakkali,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2006-01-16,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,169.0,NaN,right,2024-08-05Z,NaN,active,yes,NaN,Morocco,2xdcc39z1k79pnjbtn9x31wdh,26.0
549as6x09k4w89o2y8mj00bh0,Chahid,El Allachi,Chahid,El Allachi,Male,C. El Allachi,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2004-06-01,'s-Hertogenbosch,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,right,2025-08-20Z,NaN,active,yes,NaN,NaN,NaN,51.0
55nra47i364xh4jpkmo93rzai,Reda,Akmum,Reda,Akmum,Male,R. Akmum,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2001-04-18,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,75.0,left,2025-08-06Z,NaN,active,yes,NaN,Morocco,2xdcc39z1k79pnjbtn9x31wdh,27.0
