id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,status,active,knownName,placeOfBirth,endDate,secondNationality,secondNationalityId
5kronnzpkx1qr9fiumwrsr7dg,Darryl Nganji,Nkulikiyimana,Darryl,Nkulikiyimana,Male,D. Nkulikiyimana,Rwanda,12obgipj8u3vm1grf3jkrvqte,Defender,player,2005-05-24,Rwanda,12obgipj8u3vm1grf3jkrvqte,NaN,NaN,NaN,33.0,2024-09-06Z,active,no,NaN,NaN,2025-08-07Z,Belgium,4wbzjcclyefma1ourvjsu4q2j
67mfimq532haswzkgj9d4sodm,Jordan,Attah Kadiri,Jordan,Kadiri,Male,J. Attah Kadiri,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2000-03-11,Nigeria,63pvdwrsiq5b07mzi8igqei9p,182.0,NaN,NaN,19.0,2025-02-13Z,active,yes,NaN,Idah,NaN,NaN,NaN
7nlpu8ocv423vqaooks0hifze,Guillaume Laurent,Dietsch,Guillaume,Dietsch,Male,G. Dietsch,France,7gww28djs405rfga69smki84o,Goalkeeper,player,2001-04-17,France,7gww28djs405rfga69smki84o,184.0,74.0,right,30.0,2024-06-18Z,active,yes,NaN,NaN,NaN,NaN,NaN
7xohgebtjrdvhgamhfpp7w31m,Malcolm Lucien,Viltard,Malcolm,Viltard,Male,M. Viltard,France,7gww28djs405rfga69smki84o,Midfielder,player,2002-10-24,France,7gww28djs405rfga69smki84o,176.0,70.0,right,24.0,2024-06-20Z,active,yes,NaN,Carcassonne,NaN,Guadeloupe,4u7nk4lz0pms78k7jjbjwvgce
7xzk2v8wbkxydoiql8wsesb11,Vincent,Euvrard,Vincent,Euvrard,Male,V. Euvrard,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,coach,1982-03-12,Belgium,4wbzjcclyefma1ourvjsu4q2j,184.0,75.0,right,NaN,2024-05-31Z,active,no,NaN,Veurne,2025-08-27Z,NaN,NaN
80dxdjjnpl0l0737y507xshsk,Ryan,Adewusi,Ryan,Adewusi,Male,R. Adewusi,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2005-02-04,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,37.0,2025-07-25Z,active,yes,NaN,NaN,NaN,NaN,NaN
863wevd1kdzq5sd7qpmhr4lqs,Fabio Michel,Ferraro,Fabio,Ferraro,Male,F. Ferraro,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2002-09-03,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,73.0,left,88.0,2023-08-03Z,active,yes,NaN,Halle,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv
8lqo2ajhgjockasmd198nai1,Joedrick,Pupe,Joedrick,Pupe,Male,J. Pupe,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,1997-06-04,Belgium,4wbzjcclyefma1ourvjsu4q2j,189.0,76.0,left,3.0,2023-07-01Z,active,no,NaN,Brugge,2025-08-20Z,NaN,NaN
8pikky0bmotvh3u1bpxqhcyxh,Kobe,Cools,Kobe,Cools,Male,K. Cools,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,1997-07-25,Belgium,4wbzjcclyefma1ourvjsu4q2j,192.0,85.0,right,21.0,2022-06-13Z,active,yes,NaN,NaN,NaN,NaN,NaN
8rgazaxhy5pecbp7z4pfladxw,Hayk,Milkon,Hayk,Milkon,Male,H. Milkon,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,coach,1993-08-24,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,NaN,2025-09-06Z,active,yes,NaN,NaN,NaN,NaN,NaN
9v7z1qipyaoagz7917l80gfyt,Frédéric,Stilmant,Bernard,Stillmant,Male,F. Stilmant,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,coach,1979-05-01,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,NaN,2025-08-27Z,active,no,NaN,NaN,2025-09-06Z,NaN,NaN
a163sw42ovtm9oizqcqibm1w4,Benjamin Chiemela,Fredrick,Benjamin,Fredrick,Male,B. Fredrick,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,2005-05-28,Nigeria,63pvdwrsiq5b07mzi8igqei9p,187.0,NaN,right,22.0,2025-07-25Z,active,yes,NaN,NaN,2026-06-30Z,NaN,NaN
adgdnh26ntaid4lweet3z0mi1,Roman,Květ,Roman,Kvet,Male,R. Květ,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1997-12-17,Czechia,5md5tpwr2nmqao528prx43jr7,187.0,84.0,right,16.0,2025-06-17Z,active,yes,NaN,Benešov,NaN,NaN,NaN
am0ea3bvmnin4gco2ndny2noq,Ragnar Anthonius Maria,Oratmangoen,Ragnar,Oratmangoen,Male,R. Oratmangoen,Indonesia,1zi2c00k6skx48tn692uem0n6,Attacker,player,1998-01-21,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,74.0,right,26.0,2024-08-13Z,active,yes,NaN,Oss,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6
clhx9cn43sbv3ztjtmzxfszbp,Steve,Colpaert,Steve,Colpaert,Male,S. Colpaert,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,coach,1986-09-13,Belgium,4wbzjcclyefma1ourvjsu4q2j,177.0,71.0,right,NaN,2025-08-27Z,active,no,NaN,Etterbeek,2025-09-06Z,NaN,NaN
de8q2ofgxob4m7b8p15dlezv8,Moïse Orell,Dion Sahi,Moïse,Sahi Dion,Male,M. Sahi Dion,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,2001-12-20,Côte d'Ivoire,tin6kf561ywonqan0mettr98,175.0,70.0,left,10.0,2025-07-29Z,active,yes,NaN,Abidjan,NaN,Mali,d0v29nncgikdswlxpdq553zz
dxcsuw39xzusjsj5e1jw53y6t,Michael Robin,Verrips,Michael,Verrips,Male,M. Verrips,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,1996-12-03,Netherlands,6hzi5pltnz67q4la8yli9qfv6,195.0,85.0,right,34.0,2024-07-18Z,active,yes,NaN,Velp,NaN,NaN,NaN
f4r0bnnrb4bho79uxyahdg9p0,Amine,Daali,Amine,Daali,Male,A. Daali,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2004-04-25,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,45.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
jw8lb54ua2iufebwnu8k68t0,Noah,Mbamba-Muanda,Noah,Mbamba,Male,N. Mbamba,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2005-01-05,Belgium,4wbzjcclyefma1ourvjsu4q2j,187.0,75.0,right,17.0,2025-02-03Z,active,yes,NaN,Ixelles,2026-06-30Z,NaN,NaN
12zn29b1dqhexzrkvm43yuiac,Max Jimmy,Dean,Max,Dean,Male,M. Dean,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,2004-02-21,England,1fk5l4hkqk12i7zske6mcqju6,178.0,NaN,right,21.0,2024-07-12Z,active,yes,NaN,NaN,NaN,NaN,NaN
1i1xcco82x0ppbac6j5z59x49,Siebe,Van der Heyden,Siebe,Van der Heyden,Male,S. Van der Heyden,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,1998-05-30,Belgium,4wbzjcclyefma1ourvjsu4q2j,185.0,76.0,left,44.0,2025-07-25Z,active,yes,NaN,Denderleeuw,NaN,NaN,NaN
1otm71j1169bt3ivgo2vlj2tw,Kjell,Peersman,Kjell,Peersman,Male,K. Peersman,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,2004-05-21,Belgium,4wbzjcclyefma1ourvjsu4q2j,194.0,NaN,right,30.0,2025-07-25Z,active,yes,NaN,Wilrijk,NaN,NaN,NaN
29zdptn1qw7mfwioylxsfz8r8,Hélio Sandro,Oliveira Alves Varela,Hélio Sandro,Oliveira Alves Varela,Male,Hélio Varela,Cabo Verde,7235kgq23bu1v4qwk491u58h0,Attacker,player,2002-05-03,Portugal,1nbm5i9a0403zzvltn17lxinc,176.0,69.0,right,29.0,2024-08-16Z,active,yes,Hélio Varela,Almada,NaN,Portugal,1nbm5i9a0403zzvltn17lxinc
2jhi0lbbo65dsfv4ho9pmlgix,Leonardo Adelino,da Silva Lopes,Leonardo,Da Silva Lopes,Male,Leonardo Lopes,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,player,1998-11-30,Portugal,1nbm5i9a0403zzvltn17lxinc,168.0,61.0,right,22.0,2024-12-13Z,active,yes,Leonardo Lopes,Lisboa,NaN,NaN,NaN
32sds4yk7ch30mng0gyzhdk9h,Stefan,Mitrović,Stefan,Mitrovic,Male,S. Mitrović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1990-05-22,Serbia,5w4ve503bjdsshwx9ho6jxzx0,189.0,84.0,left,13.0,2024-01-31Z,active,yes,NaN,Beograd,NaN,NaN,NaN
3eajdfbk4swfr5885rb38znkk,Hatim,Essaoubi,Hatim,Essaoubi,Male,H. Essaoubi,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Defender,player,2000-12-13,Morocco,2xdcc39z1k79pnjbtn9x31wdh,NaN,NaN,NaN,25.0,2025-07-24Z,active,yes,NaN,NaN,NaN,NaN,NaN
3wlekwt7ma61d5za0zc8evdw4,Mohammed Jamel,El Âdfaoui,Mohammed,El Adfaoui,Male,M. El Âdfaoui,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2008-02-28,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,28.0,2025-05-17Z,active,yes,NaN,NaN,NaN,Morocco,2xdcc39z1k79pnjbtn9x31wdh
3zc219xqywme43v3jdwmv44d0,Mathias,Delorge Knieper,Mathias,Delorge,Male,M. Delorge,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2004-07-31,Belgium,4wbzjcclyefma1ourvjsu4q2j,189.0,NaN,left,17.0,2024-07-24Z,active,yes,NaN,Sint-Truiden,NaN,NaN,NaN
4mvqt04u92wsm1p5ja8fpilii,Tiago Filipe,Alves Araújo,Tiago Filipe,Alves Araújo,Male,Tiago Araújo,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,2001-03-27,Portugal,1nbm5i9a0403zzvltn17lxinc,184.0,78.0,left,20.0,2024-08-24Z,active,yes,Tiago Araújo,Vila do Conde,NaN,NaN,NaN
4wos1jbql3nu7c1ksa9n2auc4,Gilles,De Meyer,Gilles,De Meyer,Male,G. De Meyer,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2006-09-17,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,35.0,2024-10-30Z,active,yes,NaN,NaN,NaN,NaN,NaN
5np1ksd9qkmc511ihzvikhy0a,Abdelkahar,Kadri,Abdelkahar,Kadri,Male,A. Kadri,Algeria,1ayprcriqhb8iv10ch70clppu,Midfielder,player,2000-06-24,Algeria,1ayprcriqhb8iv10ch70clppu,178.0,69.0,right,37.0,2025-07-30Z,active,yes,NaN,El Hammamet,NaN,NaN,NaN
60gs7lod7de72ypcs6qfup8q2,Andri Lucas,Guðjohnsen,Andri,Gudjohnsen,Male,A. Guðjohnsen,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2002-01-29,England,1fk5l4hkqk12i7zske6mcqju6,187.0,NaN,right,9.0,2024-06-15Z,active,no,NaN,London,2025-08-31Z,England,1fk5l4hkqk12i7zske6mcqju6
6usylpvvapcqzwjbyzbe0vf2s,Mohamed,Soumah,Mohamed,Soumah,Male,M. Soumah,Guinea,4i9sg55wigitrfx7290f59ceo,Defender,player,2003-03-15,Guinea,4i9sg55wigitrfx7290f59ceo,188.0,80.0,right,38.0,2024-11-09Z,active,yes,NaN,Conakry,NaN,NaN,NaN
6yegi163rq5fsloppfubi3sh5,Tom André,Vandenberghe,Tom,Vandenberghe,Male,T. Vandenberghe,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,1992-08-17,Belgium,4wbzjcclyefma1ourvjsu4q2j,190.0,78.0,right,23.0,2025-01-07Z,active,yes,NaN,NaN,NaN,NaN,NaN
72ktbetrzo54vpcs518wcax62,Maksim,Paskotši,Maksim,Paskotsi,Male,M. Paskotši,Estonia,64smib5liu1qh78iaylufxj99,Defender,player,2003-01-19,Estonia,64smib5liu1qh78iaylufxj99,188.0,84.0,right,3.0,2025-08-04Z,active,yes,NaN,Tallinn,NaN,NaN,NaN
7bwjxz6bwt7h070dbv1l8woyy,Ismaël,Kandouss,Ismaël,Kandouss,Male,I. Kandouss,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Defender,player,1997-11-12,France,7gww28djs405rfga69smki84o,192.0,83.0,right,5.0,2025-07-01Z,active,yes,NaN,Lille,NaN,France,7gww28djs405rfga69smki84o
7eox5w91a19w4kx2u3cc8d4yy,Omri,Gandelman,Omri,Gandelman,Male,O. Gandelman,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,Midfielder,player,2000-05-16,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,188.0,84.0,left,6.0,2023-08-18Z,active,yes,NaN,Hod Hasharon,NaN,Portugal,1nbm5i9a0403zzvltn17lxinc
7ld784sfqk29tlvpes2f4vcru,Daisuke,Yokota,Daisuke,Yokota,Male,D. Yokota,Japan,lxyibh89lpdc0bfian1nx0xq,Attacker,player,2000-06-15,Japan,lxyibh89lpdc0bfian1nx0xq,169.0,66.0,left,NaN,2025-07-01Z,active,no,NaN,Itabashi,2025-07-29Z,NaN,NaN
7s4ws0u4erq1jfobqpsj0aoes,Matisse,Samoise,Matisse,Samoise,Male,M. Samoise,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2001-11-21,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,70.0,right,18.0,2020-09-25Z,active,yes,NaN,NaN,NaN,NaN,NaN
7vv4ef3y8swdekozwaent3ai1,Dante,Vanzeir,Dante,Vanzeir,Male,D. Vanzeir,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,1998-04-16,Belgium,4wbzjcclyefma1ourvjsu4q2j,175.0,68.0,right,14.0,2025-01-24Z,active,yes,NaN,Beringen,NaN,NaN,NaN
8rsmx7skreq5jt8ckz7a3egic,Tibe,De Vlieger,Tibe,De Vlieger,Male,T. De Vlieger,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2005-11-05,Belgium,4wbzjcclyefma1ourvjsu4q2j,182.0,NaN,right,27.0,2024-01-15Z,active,yes,NaN,NaN,NaN,NaN,NaN
8u19d6i1does69ax5gw4faxas,Bi Christ Hyllarion,Goore,Hyllarion,Goore,Male,H. Goore,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,2005-08-24,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,NaN,45.0,2025-01-30Z,active,yes,NaN,NaN,NaN,NaN,NaN
91lauo7abmec10l3btcxt3d3o,Samuel Junior,Kotto,Samuel,Kotto,Male,S. Kotto,Cameroon,4eb9feio6u267dd1jcwaf38mt,Defender,player,2003-09-03,Cameroon,4eb9feio6u267dd1jcwaf38mt,190.0,84.0,left,2.0,2025-01-21Z,active,yes,NaN,NaN,NaN,NaN,NaN
9w8ka8b5aaxqaqlnit33glkb8,Franck William,Surdez,Franck,Surdez,Male,F. Surdez,Switzerland,3bh70jgvc5mn58x0byjkuda17,Attacker,player,2002-05-05,Switzerland,3bh70jgvc5mn58x0byjkuda17,188.0,68.0,right,19.0,2024-01-25Z,active,yes,NaN,NaN,NaN,NaN,NaN
a7l66mrnkuduvqw9y6z61j4es,Bram,Lagae,Bram,Lagae,Male,B. Lagae,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2004-01-14,Belgium,4wbzjcclyefma1ourvjsu4q2j,183.0,70.0,left,26.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
ay86n2sd0odbxluws2jyx4zkk,Momodou Lamin,Sonko,Momodou,Sonko,Male,M. Sonko,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2005-01-31,Sweden,1z6l2c33w2kyz9rdefs1d68nb,176.0,70.0,right,11.0,2024-01-29Z,active,yes,NaN,Göteborg,NaN,Gambia,4ix3ulx7h2a09r16jo9qdbuvp
b5nc0tgc33wklhsekw3jklylm,Atsuki,Ito,Atsuki,Ito,Male,A. Ito,Japan,lxyibh89lpdc0bfian1nx0xq,Midfielder,player,1998-08-11,Japan,lxyibh89lpdc0bfian1nx0xq,185.0,78.0,right,15.0,2024-08-14Z,active,yes,NaN,Urawa,NaN,NaN,NaN
be0ws51ws5cm9wzmcp3ozmklx,Davy Dirk,Roef,Davy,Roef,Male,D. Roef,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,1994-02-06,Belgium,4wbzjcclyefma1ourvjsu4q2j,187.0,84.0,right,33.0,2020-07-01Z,active,yes,NaN,Rumst,NaN,NaN,NaN
bfc8admmpglbfwh55j0l173yt,Ivan,Leko,Ivan,Leko,Male,I. Leko,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,coach,1978-02-07,Croatia,37hlakrwxyuzovaeoo4sezusp,179.0,77.0,left,NaN,2025-06-04Z,active,yes,NaN,Split,NaN,NaN,NaN
c066582sb3qfs7c0472rw371m,Aimé,Ntsama Omgba,Aimé,Omgba,Male,A. Omgba,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2002-10-22,Netherlands,6hzi5pltnz67q4la8yli9qfv6,190.0,NaN,right,10.0,2024-09-04Z,active,yes,NaN,Leiden,NaN,Cameroon,4eb9feio6u267dd1jcwaf38mt
cfdgq8thcoghlh5d0s0pzb1sl,Aka Wilfried Julien,Kanga,Wilfried,Kanga,Male,W. Kanga,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,1998-02-21,France,7gww28djs405rfga69smki84o,185.0,76.0,right,7.0,2025-06-22Z,active,yes,NaN,Montreuil,NaN,France,7gww28djs405rfga69smki84o
cthycm0hbxkrqaa579akqesmi,Hugo,Gambor,Hugo,Gambor,Male,H. Gambor,Central African Republic,4grlavjd5jd86praiug1voxmd,Defender,player,2002-12-30,France,7gww28djs405rfga69smki84o,186.0,77.0,right,12.0,2024-02-01Z,active,no,NaN,Blois,2025-08-27Z,France,7gww28djs405rfga69smki84o
14xb29tv90y8uataijmh03rah,Daan,Heymans,Daan,Heymans,Male,D. Heymans,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1999-06-15,Belgium,4wbzjcclyefma1ourvjsu4q2j,186.0,73.0,right,38.0,2025-06-18Z,active,yes,NaN,NaN,NaN,NaN,NaN
19htxtc8lmbfsv83py7hzqb8q,Yira Collins,Sor,Yira,Sor,Male,Y. Sor,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2000-07-24,Nigeria,63pvdwrsiq5b07mzi8igqei9p,174.0,68.0,right,14.0,2023-01-04Z,active,yes,NaN,Lagos,NaN,NaN,NaN
1kl9112b8rcbr3k1s5hs353x0,Aaron,Le Forestier Banind Bibout,Aaron,Bibout,Male,A. Bibout,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,player,2004-09-03,Cameroon,4eb9feio6u267dd1jcwaf38mt,193.0,NaN,NaN,23.0,2025-07-24Z,active,yes,NaN,Yaoundé,NaN,NaN,NaN
2gwigr63tgo2jw460msz2qgwk,Jarne,Steuckers,Jarne,Steuckers,Male,J. Steuckers,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2002-02-04,Belgium,4wbzjcclyefma1ourvjsu4q2j,179.0,68.0,left,7.0,2024-06-15Z,active,yes,NaN,Sint-Truiden,NaN,NaN,NaN
2lptoks6d3einybwy5c1mldd5,Tobias,Okikiola Lawal,Tobias,Lawal,Male,T. Lawal,Austria,hcs1bd49qliqqity6o268jyt,Goalkeeper,player,2000-06-07,Austria,hcs1bd49qliqqity6o268jyt,195.0,84.0,right,26.0,2025-07-09Z,active,yes,NaN,Linz,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p
2ouuumxck7ekp5zsdjlfzz8r8,Ibrahima Sory,Bangoura,Ibrahima,Bangoura,Male,I. Bangoura,Guinea,4i9sg55wigitrfx7290f59ceo,Midfielder,player,2004-01-05,Guinea,4i9sg55wigitrfx7290f59ceo,190.0,78.0,right,21.0,2023-07-01Z,active,yes,NaN,Conakry,NaN,NaN,NaN
37yl0xzrlfbyp7x5dhcc89mju,Brent,Stevens,Brent,Stevens,Male,B. Stevens,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,2003-08-11,Belgium,4wbzjcclyefma1ourvjsu4q2j,187.0,79.0,right,71.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
3z37ancgteqhbhpygl0brzzdh,Hendrik,Van Crombrugge,Hendrik,Van Crombrugge,Male,H. Van Crombrugge,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,1993-04-30,Belgium,4wbzjcclyefma1ourvjsu4q2j,189.0,86.0,left,1.0,2023-07-18Z,active,yes,NaN,Leuven,NaN,NaN,NaN
43uuj9gwya80n4r3z6kcv87bo,Josue,Ndenge Kongolo,Josue,Kongolo,Male,J. Kongolo,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2006-04-13,Belgium,4wbzjcclyefma1ourvjsu4q2j,184.0,77.0,right,44.0,2023-08-01Z,active,yes,NaN,NaN,NaN,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9
44kah50v5w1on1mhbostzfrze,Kayden Leighton,Hugh Pierre,Kayden,Pierre,Male,K. Pierre,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2003-02-16,USA,7hr2f89v44y65dyu9k92vprwn,175.0,70.0,right,2.0,2024-09-04Z,active,yes,NaN,Bloomfield Hills,NaN,NaN,NaN
4pbx40gvdmacim2n0k2qt41cl,Joris,Kayembe Ditu,Joris,Kayembe,Male,J. Kayembe,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Defender,player,1994-08-08,Belgium,4wbzjcclyefma1ourvjsu4q2j,182.0,73.0,left,18.0,2023-06-15Z,active,yes,NaN,Brussel,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j
4r3lhp07c1km3bkybelrrx9n8,Nikolas,Sattlberger,Nikolas,Sattlberger,Male,N. Sattlberger,Austria,hcs1bd49qliqqity6o268jyt,Midfielder,player,2004-01-18,Austria,hcs1bd49qliqqity6o268jyt,189.0,73.0,both,24.0,2024-08-05Z,active,yes,NaN,Wien,NaN,NaN,NaN
4td7pzgggkj7v70bux2wl6l90,Ayumu,Yokoyama,Ayumu,Yokoyama,Male,A. Yokoyama,Japan,lxyibh89lpdc0bfian1nx0xq,Attacker,player,2003-03-04,Japan,lxyibh89lpdc0bfian1nx0xq,170.0,65.0,NaN,30.0,2025-07-01Z,active,yes,NaN,Tokyo,NaN,NaN,NaN
6n1rvd0axpp159h9wkkd7lwfe,Ken,Nkuba Tshiend,Ken,Nkuba,Male,K. Nkuba,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2002-01-21,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,82.0,right,27.0,2024-01-30Z,active,yes,NaN,Mons,NaN,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9
7mcgyfr80xzsoh8tzklqugro4,Noah,Adedeji-Sternberg,Noah,Adedeji-Sternberg,Male,N. Adedeji-Sternberg,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2005-06-19,Germany,36min0qztu8eydwvpv8t1is0m,182.0,69.0,right,32.0,2024-01-25Z,active,yes,NaN,NaN,NaN,Germany,36min0qztu8eydwvpv8t1is0m
8y6kxc66t4hurxuz4m4cm388a,Luca,Oyen,Luca,Oyen,Male,L. Oyen,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2003-03-14,England,1fk5l4hkqk12i7zske6mcqju6,174.0,69.0,right,11.0,2020-03-06Z,active,yes,NaN,Nottingham,NaN,England,1fk5l4hkqk12i7zske6mcqju6
9hr3gbfaiezk8hybacaezbn4l,Jos,Daerden,Jos,Daerden,Male,J. Daerden,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,assistant coach,1954-11-26,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,NaN,2017-12-10Z,active,yes,NaN,'s Herenelderen,NaN,NaN,NaN
9qe7czo24c9hz308iuzgx9nxm,Hyeon-Gyu,Oh,Hyeon-Gyu,Oh,Male,Oh Hyeon-Gyu,Korea Republic,4vzpxtqkiwx0puygnmayr74di,Attacker,player,2001-04-12,Korea Republic,4vzpxtqkiwx0puygnmayr74di,185.0,72.0,right,9.0,2024-07-14Z,active,yes,Oh Hyeon-Gyu,Namyangju,NaN,NaN,NaN
a3on8aipuz77wn25jm2r312lm,Mujaid,Sadick Aliu,Mujaid,Sadick,Male,Mujaid Sadick,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,2000-03-14,Spain,49ih1pwv3ahshdf8uzrimi54c,183.0,81.0,right,3.0,2021-07-01Z,active,yes,Mujaid Sadick,Logroño,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p
a8k3ubqsi0duc3g4u5jnvcoa1,Bryan,Heynen,Bryan,Heynen,Male,B. Heynen,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1997-02-06,Belgium,4wbzjcclyefma1ourvjsu4q2j,183.0,73.0,right,8.0,2015-07-01Z,active,yes,NaN,Bree,NaN,NaN,NaN
akiclq4of0hue4gzghoq1ghlg,Robin,Mirisola,Robin,Mirisola,Male,R. Mirisola,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2006-12-08,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,29.0,2025-02-28Z,active,yes,NaN,NaN,NaN,NaN,NaN
ama1ibpjcfu206icrfmkgfavp,Patrik,Hrošovský,Patrik,Hrosovsky,Male,P. Hrošovský,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1992-04-22,Slovakia,7dybe8679n9bgyrcxi383pq3y,173.0,65.0,right,17.0,2019-08-16Z,active,yes,NaN,Bojnice,NaN,NaN,NaN
au1cbzehllmo4yyt6s0d16rkk,Jusef,Erabi,Jusef,Erabi,Male,J. Erabi,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2003-06-08,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,NaN,right,NaN,2025-09-02Z,active,yes,NaN,NaN,NaN,Afghanistan,6xne7xe59eujck02uovziom7p
bmd048lrobhvy8zjn4mxs2hg5,Thorsten,Fink,Thorsten,Fink,Male,T. Fink,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1967-10-29,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,2024-06-06Z,active,yes,NaN,Dortmund,NaN,NaN,NaN
boehs62sf23wlas5wb4l5s2y,Toluwalase Emmanuel,Arokodare,Tolu,Arokodare,Male,T. Arokodare,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2000-11-23,Nigeria,63pvdwrsiq5b07mzi8igqei9p,197.0,97.0,right,99.0,2023-01-31Z,active,no,NaN,Festac,2025-09-01Z,NaN,NaN
