id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,shirtNumber,status,active,foot,knownName,secondNationality,secondNationalityId
9kmmlvfxro0meb5tngkoc3nkk,Miroslav,Sovič,Miroslav,Sovic,Male,M. Sovič,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2004-05-12,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,15.0,active,no,NaN,NaN,NaN,NaN
a5a9gdm8km6po5o0f781cy6ms,Timotej,Vavrík,NaN,NaN,Male,T. Vavrík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2006-09-21,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
atsifkud4hm2j0cv73jfzzl5h,Gergely,Géri,Gergely,Géri,Male,G. Géri,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1977-01-19,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,no,NaN,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo
bhcspf4ywysgcdou5zxqp7q3t,Zyen,Thyfearious Jones,Zyen,Jones,Male,Z. Jones,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2000-08-25,Clarkston,USA,7hr2f89v44y65dyu9k92vprwn,181.0,NaN,10.0,active,yes,left,NaN,NaN,NaN
c48bc2einekwfyew18c0zqf6y,Karlo,Miljanić,Karlo,Miljanic,Male,K. Miljanić,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,2002-01-02,Vinkovci,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,27.0,active,yes,NaN,NaN,NaN,NaN
c8namt55e4iy86nxpswdgcwa2,Nassim Patrice,Innocenti,Nassim,Innocenti,Male,N. Innocenti,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Defender,player,2002-02-19,Crest,France,7gww28djs405rfga69smki84o,187.0,75.0,90.0,active,yes,left,NaN,France,7gww28djs405rfga69smki84o
d7qnv5jqvy89ptfbuavesrr4k,Jakub,Jakubko,Jakub,Jakubko,Male,J. Jakubko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2004-08-24,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,5.0,active,yes,NaN,NaN,NaN,NaN
e05t9j6pmt4j5dobxo7gtb6xh,Matúš,Kira,Matús,Kira,Male,M. Kira,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1994-10-10,Košice,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,80.0,22.0,active,yes,NaN,NaN,NaN,NaN
tbbthwwwpfkm7luezvil0no5,Dávid,Gallovič,Dávid,Gallovic,Male,D. Gallovič,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1996-04-23,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,8.0,active,yes,NaN,NaN,NaN,NaN
umdn1ig45tqdo40hv35pxr6d,Nicolás Ezequiel,Gorosito,Nicolás,Gorosito,Male,N. Gorosito,Argentina,2vovxa97k7v7ofa85dah2xktb,Defender,player,1988-08-17,Rafaela,Argentina,2vovxa97k7v7ofa85dah2xktb,186.0,79.0,88.0,active,yes,right,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y
w43k14le352qw2eibwwkjh0p,Dalibor,Takáč,Dalibor,Takác,Male,D. Takáč,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1997-10-11,Košice,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,75.0,17.0,active,yes,right,NaN,NaN,NaN
2jvbo8qpcd0ror8hvqdtkafh1,Martin,Mikovič,Martin,Mikovic,Male,M. Mikovič,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1990-09-12,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,168.0,67.0,29.0,active,yes,NaN,NaN,NaN,NaN
34da10k5hhm6j3fxjqqrvne5m,Kelvin,Ofori,Kelvin,Ofori,Male,K. Ofori,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2001-07-27,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,172.0,68.0,97.0,active,yes,left,NaN,NaN,NaN
37kdms01y82ssm7arh4i56ml1,Roman,Procházka,Roman,Procházka,Male,R. Procházka,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1989-03-14,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,76.0,6.0,active,yes,right,NaN,NaN,NaN
3hcmomqbqfbtj638upmftwg2y,Thomas,Nikolaou,Thomas,Nikolaou,Male,T. Nikolaou,Cyprus,3om8cj5nhmq1rzzkykubm5icj,Defender,player,2001-10-22,Xylofagou,Cyprus,3om8cj5nhmq1rzzkykubm5icj,176.0,NaN,12.0,active,yes,left,NaN,NaN,NaN
3mw2djqxfp5qdhfhtwvtbab6c,Kazeem,Bolaji Soliu,Kazeem,Bolaji,Male,K. Bolaji,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,2002-12-13,Oko Ode,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,77.0,active,yes,NaN,NaN,NaN,NaN
3of5wnut0wef5v47hs50jx711,Martin,Bukata,Martin,Bukata,Male,M. Bukata,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1993-10-02,Košice,Slovakia,7dybe8679n9bgyrcxi383pq3y,175.0,69.0,28.0,active,yes,right,NaN,NaN,NaN
4s2x327i20p6hm0fwo8fgges,Filip,Trello,Filip,Trello,Male,F. Trello,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2007-01-28,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,20.0,active,no,NaN,NaN,NaN,NaN
53esz84pfvicb6dj9gw6s4jqh,Martin,Šulek,Martin,Sulek,Male,M. Šulek,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1998-01-15,Trenčín,Slovakia,7dybe8679n9bgyrcxi383pq3y,179.0,65.0,18.0,active,yes,NaN,NaN,NaN,NaN
53x5oslkqc22k95dl9yzfiqne,Roko,Jureškin,Roko,Jureskin,Male,R. Jureškin,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,2000-09-29,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,3.0,active,yes,NaN,NaN,NaN,NaN
58exqobwo8r6jlyoqndg6hadx,Michal,Gašparík,Michal,Gasparík,Male,M. Gašparík,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1981-12-19,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,179.0,69.0,NaN,active,yes,NaN,NaN,NaN,NaN
5c9mr875hob9e1m8e9lhe7mqx,Martin,Vantruba,Martin,Vantruba,Male,M. Vantruba,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1998-02-07,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,196.0,90.0,72.0,active,yes,right,NaN,NaN,NaN
673zq55hik8gvoj5ednuemg2x,Milan,Corryn,Milan,Corryn,Male,M. Corryn,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1999-04-04,Brussels,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,80.0,8.0,active,yes,right,NaN,NaN,NaN
76c6kd9bgphgw68z4wwoy1fdg,Dávid,Bukovský,Dávid,Bukovsky,Male,D. Bukovský,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2007-08-27,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,22.0,active,yes,NaN,NaN,NaN,NaN
984e89x03ephvbtqfkrx8l49h,Vojtěch,Kubista,Vojtech,Kubista,Male,V. Kubista,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1993-03-19,Jablonec nad Nisou,Czechia,5md5tpwr2nmqao528prx43jr7,185.0,83.0,27.0,active,yes,left,NaN,NaN,NaN
9nf6sppqywgsvrzrg99xaq76d,Miloš,Kratochvíl,Milos,Kratochvíl,Male,M. Kratochvíl,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1996-04-26,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,186.0,79.0,14.0,active,yes,right,NaN,NaN,NaN
a0eof0c5ifjrxf1nbyfropdjp,Erik,Daniel,Erik,Daniel,Male,E. Daniel,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1992-02-04,Bratislava,Czechia,5md5tpwr2nmqao528prx43jr7,178.0,75.0,23.0,active,yes,right,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y
a3vvzjv2cu7e9kzm44w1as1jp,Lukáš,Štetina,Lukás,Stetina,Male,L. Štetina,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1991-07-28,Nitra,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,85.0,2.0,active,yes,right,NaN,NaN,NaN
b4egl31c8ozbo6754jnkl2784,Miha,Kompan Breznik,Miha,Breznik,Male,M. Breznik,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Defender,player,2003-10-05,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
bkwvqabu13v1d8kt207rvc00k,Patrick,Karhan,Patrick,Karhan,Male,P. Karhan,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2003-06-19,Wolfsburg,Germany,36min0qztu8eydwvpv8t1is0m,185.0,NaN,21.0,active,yes,right,NaN,Germany,36min0qztu8eydwvpv8t1is0m
bpa4041uf6rhu659hwa08o1lg,Marek,Ujlaky,Marek,Ujlaky,Male,M. Ujlaky,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2003-12-03,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,NaN,13.0,active,yes,right,NaN,NaN,NaN
brwqlanf39ex63ux6brkacoru,Adrian,Zeljković,Adrian,Zeljkovic,Male,A. Zeljković,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Midfielder,player,2002-08-19,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,192.0,87.0,80.0,active,yes,right,NaN,NaN,NaN
cm7ceie86tfwjhbqk76pvic4p,Libor,Holík,Libor,Holík,Male,L. Holík,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1998-05-12,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,180.0,72.0,4.0,active,yes,right,NaN,NaN,NaN
cxz4zddmoyebzx57afocncvoq,Philip,Azango Elayo,Philip,Azango,Male,P. Azango,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,1997-05-21,Jos Plateau,Nigeria,63pvdwrsiq5b07mzi8igqei9p,166.0,75.0,11.0,active,yes,left,NaN,NaN,NaN
d9hdipnzq4k4cgojv6akpcyxh,Erik,Sabo,Erik,Sabo,Male,E. Sabo,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1991-11-22,Šúrovce,Slovakia,7dybe8679n9bgyrcxi383pq3y,187.0,74.0,52.0,active,yes,right,NaN,NaN,NaN
dez9uf8qcs4xpk7xhwxg1dizu,Sebastián,Kóša,Sebastián,Kósa,Male,S. Kóša,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2003-09-13,Nové Zámky,Slovakia,7dybe8679n9bgyrcxi383pq3y,191.0,83.0,26.0,active,no,right,NaN,NaN,NaN
di3bykjf3zdw24vb03jx1bhzp,Dobrivoj,Rusov,Dobrivoj,Rusov,Male,D. Rusov,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1993-01-13,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,190.0,77.0,31.0,active,yes,right,NaN,NaN,NaN
dtkyk7u6a1zbyjo0xh01xeead,Filip,Twardzik,Filip,Twardzik,Male,F. Twardzik,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1993-02-10,Trinec,Czechia,5md5tpwr2nmqao528prx43jr7,185.0,78.0,33.0,active,yes,left,NaN,NaN,NaN
ecqkuv2ybmhl7hb3zqvif23f9,Róbert,Pich,Róbert,Pich,Male,R. Pich,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1988-11-12,Svidník,Slovakia,7dybe8679n9bgyrcxi383pq3y,173.0,68.0,7.0,active,yes,both,NaN,NaN,NaN
eim53fbgajnpydps3071jxivp,Jakub,Paur,Jakub,Paur,Male,J. Paur,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1992-07-04,Žilina,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,75.0,17.0,active,yes,right,NaN,NaN,NaN
eqcjn90gfhj319bzxm3d0j7jd,Filip,Bainovič,Filip,Bainovic,Male,F. Bainovič,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1996-06-23,Požarevac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,176.0,76.0,25.0,active,no,right,NaN,NaN,NaN
f37bii3trrybzssblyq6x9wk4,Nils Raul Hugo,Ahl,Hugo,Ahl,Male,H. Ahl,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2001-10-16,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,16.0,active,yes,NaN,NaN,NaN,NaN
jf5ow5qxswm7urne6c6pnzkl,Michal,Ďuriš,Michal,Duris,Male,M. Ďuriš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1988-06-01,Uherské Hradiště,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,75.0,57.0,active,yes,right,NaN,Czechia,5md5tpwr2nmqao528prx43jr7
k5zoj6nv60whksh42eztymsp,Žiga,Frelih,Ziga,Frelih,Male,Ž. Frelih,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Goalkeeper,player,1998-02-06,Ljubljana,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,197.0,90.0,1.0,active,yes,NaN,NaN,NaN,NaN
175c3vqpypkfz0of6hf2kdtxx,Šimon,Šmehyl,NaN,NaN,Male,Š. Šmehyl,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1994-02-09,Topoľčany,Slovakia,7dybe8679n9bgyrcxi383pq3y,175.0,NaN,8.0,active,yes,NaN,NaN,NaN,NaN
1yq6rn81dkt09j67fid6olz2t,Nikolas,Špalek,Nikolas,Spalek,Male,N. Špalek,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1997-02-12,Šaľa,Slovakia,7dybe8679n9bgyrcxi383pq3y,171.0,67.0,97.0,active,yes,right,NaN,NaN,NaN
39fyeup5b7tx2b4p2kx1sllnt,Jozef,Špyrka,NaN,NaN,Male,J. Špyrka,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1999-05-30,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,20.0,active,yes,NaN,NaN,NaN,NaN
3casihk8rdtxx3nkyrov68fyt,Michal,Horodník,NaN,NaN,Male,M. Horodník,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1996-10-29,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,181.0,75.0,11.0,active,yes,left,NaN,NaN,NaN
3qo7iqjxphhddtitrym7lb8tm,Tobiáš,Diviš,NaN,NaN,Male,T. Diviš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2003-12-02,Ružomberok,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,14.0,active,yes,right,NaN,NaN,NaN
40nwnpyjv622l29uqgzqu17je,Matúš,Chropovský,NaN,NaN,Male,M. Chropovský,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2002-06-03,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
47b72vxpquq1a5sbncfp2c72t,Róbert,Pillár,Róbert,Pillár,Male,R. Pillár,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1991-05-27,Bardejov,Slovakia,7dybe8679n9bgyrcxi383pq3y,189.0,82.0,21.0,active,yes,NaN,NaN,NaN,NaN
497cva6ygshr07y7n2y4v1p79,Martin,Šimko,NaN,NaN,Male,M. Šimko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1998-05-24,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,3.0,active,yes,NaN,NaN,NaN,NaN
4qlhmu8vkocylqg9f8lkklc5x,Jakub,Sylvestr,Jakub,Sylvestr,Male,J. Sylvestr,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1989-02-02,Banská Bystrica,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,72.0,23.0,active,yes,right,NaN,NaN,NaN
4vo2sbi94f3etq648nrp860wk,Viktor,Sliacky,Viktor,Sliacky,Male,V. Sliacky,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2003-06-10,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,93.0,active,yes,NaN,NaN,NaN,NaN
5g2asbwn7z9xomfm9sz5knrv9,Mikuláš,Radványi,NaN,NaN,Male,M. Radványi,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1968-11-22,Dunajská Streda,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
5zqj5ku1wjsng69lrfrgsy3je,Christian Emmanuel,Nguidjol Bayemi,NaN,NaN,Male,C. Bayemi,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,player,1998-12-25,NaN,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN,17.0,active,yes,NaN,NaN,NaN,NaN
60hb2iku0p4coba4zext3t53o,Dominik,Žák,NaN,NaN,Male,D. Žák,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2000-04-30,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,12.0,active,yes,NaN,NaN,NaN,NaN
66yrr8le38s34bbh7ga38cmsq,Nándor Károly,Tamás,Nándor,Tamás,Male,N. Tamás,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,2000-10-24,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,22.0,active,yes,NaN,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo
6c0v2gywrmolnaj26uebsqbro,Timotej,Cagáň,NaN,NaN,Male,T. Cagáň,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2005-12-08,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
94jds6clsdbzzxlr6fn5e50yc,Dávid,Kmeťo,NaN,NaN,Male,D. Kmeťo,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2004-04-23,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,15.0,active,yes,NaN,NaN,NaN,NaN
9aire7ehxjsmcm7sh354gmb8q,Stephen,Adayilo Daniel,NaN,NaN,Male,S. Adayilo,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,2000-05-25,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,2.0,active,yes,NaN,NaN,NaN,NaN
9hmybq66cujgggy5pamd220gl,Jozef,Pastorek,Jozef,Pastorek,Male,J. Pastorek,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1998-09-26,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,7.0,active,yes,NaN,NaN,NaN,NaN
9jd3voo6k9idhimulhfsn46sq,Filip,Dlubáč,NaN,NaN,Male,F. Dlubáč,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2001-02-15,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,1.0,active,yes,NaN,NaN,NaN,NaN
9sx1lk7tzcdqeoje9ix93hiw9,Dan,Ožvolda,NaN,NaN,Male,D. Ožvolda,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1996-10-11,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,180.0,70.0,6.0,active,yes,right,NaN,NaN,NaN
9zl45bh349e2cgbqlekbus4q1,Tamás,Németh,NaN,NaN,Male,T. Németh,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1999-02-13,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,10.0,active,yes,NaN,NaN,NaN,NaN
aea45edigjvk02vfjnzyp1vdg,Sebastián,Nagy,NaN,NaN,Male,S. Nagy,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2004-10-21,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
bpbzcyqri0bsz95bwn6113hl,Dominik,Špiriak,Dominik,Spiriak,Male,D. Špiriak,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-03-22,Bratislava,Slovakia,7dybe8679n9bgyrcxi383pq3y,181.0,NaN,5.0,active,yes,right,NaN,NaN,NaN
bvo8hf08p2eno9oldufqfbgtl,Ganbayar,Ganbold,Ganbayar,Ganbold,Male,G. Ganbold,Mongolia,19cw8kmvywtowb9zfnfswhko8,Attacker,player,2000-09-03,NaN,Mongolia,19cw8kmvywtowb9zfnfswhko8,NaN,NaN,73.0,active,yes,NaN,NaN,NaN,NaN
cquqn610d5e0gz3n4vp4bl7md,Boris,Turčák,NaN,NaN,Male,B. Turčák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1993-02-21,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,177.0,72.0,NaN,active,no,NaN,NaN,NaN,NaN
cus5c286jpit596ebioe104q1,Patrik,Voleský,NaN,NaN,Male,P. Voleský,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1998-05-18,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,189.0,83.0,99.0,active,yes,NaN,NaN,NaN,NaN
cvo0ntf61ftrdre8w3nskgo6i,Jakub,Trefil,Jakub,Trefil,Male,J. Trefil,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,2001-02-09,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,31.0,active,yes,NaN,NaN,NaN,NaN
cwqk6dpo451ibp8kn9xjvt7h0,Gábor,Tóth,NaN,NaN,Male,G. Tóth,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1993-10-08,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,9.0,active,yes,NaN,NaN,NaN,NaN
da7pshxb9iy4edmooaxbebmjt,Branislav,Sluka,Branislav,Sluka,Male,B. Sluka,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-01-23,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,71.0,active,yes,NaN,NaN,NaN,NaN
dgf37odryk6lwsqs8og9qymtw,Tibor,Tóth,NaN,NaN,Male,T. Tóth,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2003-09-16,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,98.0,active,no,NaN,NaN,NaN,NaN
efwe1iz2sw71b76qpnvxlnoid,Gergő,Nagy,Gergo,Nagy,Male,G. Nagy,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Midfielder,player,1993-01-07,Gyula,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,172.0,60.0,77.0,active,yes,NaN,NaN,NaN,NaN
mo16pn32yf5nyghy8un8jkh6,Ondřej,Rudzan,NaN,NaN,Male,O. Rudzan,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1998-08-25,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,24.0,active,yes,NaN,NaN,NaN,NaN
sc52cbj5j9qpuccvdvlfvvv8,Daniel,Knesz,NaN,NaN,Male,D. Knesz,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2005-04-14,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
1pspsqbqjrotk6c3x09o84id,Jakub,Považanec,Jakub,Povazanec,Male,J. Považanec,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1991-01-31,Banská Bystrica,Slovakia,7dybe8679n9bgyrcxi383pq3y,181.0,78.0,91.0,active,yes,NaN,NaN,NaN,NaN
1v9leyu3y45lb21enpad0wzqh,Bernard,Petrák,NaN,NaN,Male,B. Petrák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-12-15,Voronezh,Russia,7kfg68kh6n16fs4ap3xjiudr,178.0,77.0,3.0,active,yes,left,NaN,Russia,7kfg68kh6n16fs4ap3xjiudr
2go6g3smam2ll954zk3qrk5x,Marek,Hlinka,NaN,NaN,Male,M. Hlinka,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1990-10-04,Banská Bystrica,Slovakia,7dybe8679n9bgyrcxi383pq3y,182.0,83.0,88.0,active,yes,NaN,NaN,NaN,NaN
2xdnx2egg51d9cnec3h1lba3t,Marián,Pišoja,NaN,NaN,Male,M. Pišoja,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2000-06-16,Považská Bystrica,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,83.0,28.0,active,yes,right,NaN,NaN,NaN
32649nlo21dlxhgwz88j4rifo,Ivan,Anokye Mensah,Ivan,Anokye Mensah,Male,I. Mensah,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,2004-04-22,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,25.0,active,yes,NaN,NaN,NaN,NaN
3olhifvbewrgeudyi6n7ndlre,Tibor,Slebodník,NaN,NaN,Male,T. Slebodník,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2000-09-21,Jánovce,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,80.0,9.0,active,yes,NaN,NaN,NaN,NaN
3qf9lidcmozvvpy2jprlx3v11,Boris,Godál,Boris,Godál,Male,B. Godál,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1987-05-27,Trenčín,Slovakia,7dybe8679n9bgyrcxi383pq3y,188.0,88.0,33.0,active,yes,right,NaN,NaN,NaN
3qwwgwgyjan1hi56m7f89vhsl,Tomáš,Malec,Tomás,Malec,Male,T. Malec,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1993-01-05,Trenčín,Slovakia,7dybe8679n9bgyrcxi383pq3y,199.0,93.0,29.0,active,yes,right,NaN,NaN,NaN
47tihhwvlym68utqhuzik2y1h,Branislav,Ľupták,NaN,NaN,Male,B. Ľupták,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1991-06-05,Krupina,Slovakia,7dybe8679n9bgyrcxi383pq3y,179.0,75.0,10.0,active,yes,right,NaN,NaN,NaN
6hew65b32paemf47ffwkfjis5,Ľubomír,Willwéber,NaN,NaN,Male,Ľ. Willwéber,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1992-09-11,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,41.0,active,yes,NaN,NaN,NaN,NaN
