id,firstName,lastName,shortFirstName,shortLastName,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,shirtNumber,status,active,foot,secondNationality,secondNationalityId,knownName
2ngzws8chsdvtkreegskmiyfp,Peter,Struhár,Peter,Struhár,P. Struhár,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1984-01-17,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
2tim10de6mjduagwk6r8dcrca,Lukáš,Šimko,NaN,NaN,L. Šimko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-06-30,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,2.0,active,yes,NaN,NaN,NaN,NaN
3s6h7ah3aw6x091rky1zu3tka,Samuel Antonio,Ramos Linares,Samuel,Ramos,Samuel Ramos,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,2000-08-18,Santa Cruz de Tenerife,Spain,49ih1pwv3ahshdf8uzrimi54c,184.0,NaN,23.0,active,yes,left,NaN,NaN,NaN
3y1hr2kxzhzcmv1dllixjbo5w,Artúr,Musák,NaN,NaN,A. Musák,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Midfielder,player,2005-10-17,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,182.0,NaN,55.0,active,yes,NaN,NaN,NaN,NaN
463e49o3i91ihutgy2q4zsd79,Matúš,Marcin,NaN,NaN,M. Marcin,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1994-04-06,Prešov,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,77.0,9.0,active,yes,both,NaN,NaN,NaN
4n1s49nvjwknaqepz9nk6okyc,Henry Franck,Bahi,NaN,NaN,F. Bahi,Guinea,4i9sg55wigitrfx7290f59ceo,Defender,player,1999-12-20,NaN,Guinea,4i9sg55wigitrfx7290f59ceo,180.0,NaN,12.0,active,yes,NaN,NaN,NaN,NaN
4pdbxxxna3olrks89fqchp10q,Daniel,Pavúk,NaN,NaN,D. Pavúk,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1998-03-19,Prešov,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,7.0,active,no,NaN,NaN,NaN,NaN
50i05npy0v93nfhir5xh0ooic,Giannis,Niarchos,Giannis,Niarchos,G. Niarchos,Greece,6lpgd60z890no2v46zdecrcss,Attacker,player,2002-06-26,NaN,Greece,6lpgd60z890no2v46zdecrcss,NaN,NaN,7.0,active,yes,NaN,NaN,NaN,NaN
6af32dsaqietkepdi4sblamp6,Enzo Mauro,Arevalo Acosta,NaN,NaN,Enzo Arevalo,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,1997-04-15,NaN,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,NaN,NaN,29.0,active,yes,NaN,Switzerland,3bh70jgvc5mn58x0byjkuda17,NaN
6gri4hmjsslco1m6yze0gp4dm,Marek,Petruš,NaN,NaN,M. Petruš,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1975-10-05,Prešov,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
74lrduk1dn8xjvybfd3enxai2,Jakub,Sova,NaN,NaN,J. Sova,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2002-09-16,Bardejov,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,40.0,active,no,NaN,NaN,NaN,NaN
7zmtrgppv7pv6kbxz7tff31n8,Yushi,Shimamura,NaN,NaN,Y. Shimamura,Japan,lxyibh89lpdc0bfian1nx0xq,Midfielder,player,1999-12-20,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,8.0,active,yes,NaN,NaN,NaN,NaN
82l95d7jh9f8em7w6dn7smgpg,Polydefkis,Volanakis,NaN,NaN,P. Volanakis,Greece,6lpgd60z890no2v46zdecrcss,Defender,player,2003-04-25,NaN,Greece,6lpgd60z890no2v46zdecrcss,189.0,79.0,5.0,active,yes,left,NaN,NaN,NaN
82lo0di4kinipycvz4zhl7ld5,Martin,Bednár,Martin,Bednar,M. Bednár,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1999-04-22,Prešov,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,79.0,66.0,active,yes,right,NaN,NaN,NaN
86iv7jtj1e50c7vnvopoph6mt,Stanislav,Danko,NaN,NaN,S. Danko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1994-03-17,Michalovce,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,73.0,51.0,active,yes,NaN,NaN,NaN,NaN
874eo1newt3kwth4z6v4i3m51,Christián,Steinhübel,NaN,NaN,C. Steinhübel,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1994-10-02,Modra,Slovakia,7dybe8679n9bgyrcxi383pq3y,182.0,77.0,27.0,active,no,NaN,NaN,NaN,NaN
89mrojg2kewrjikl5iugqrz6d,Gino Ronald,van Kessel,Gino,van Kessel,G. van Kessel,Curaçao,5im58ram567ao2fbnz39sm8vk,Attacker,player,1993-03-09,Alkmaar,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,83.0,93.0,active,yes,NaN,NaN,NaN,NaN
8g8otrlicq39r01mgkyyb3uy2,Papu Diocabre,Mendes,Papu Diocabre,Mendes,Papu Mendes,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,player,2000-10-01,Bissau,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,NaN,70.0,active,no,NaN,NaN,NaN,Papu Mendes
91bl9clvc316uzmuajpzljljp,Ondrej,Duda,NaN,NaN,O. Duda,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,assistant coach,NaN,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
95aokv8dk9sj9uq57k7t7po15,Daniel,Magda,NaN,NaN,D. Magda,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1997-11-25,Prešov,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,80.0,21.0,active,yes,right,NaN,NaN,NaN
9kk9g2kgy58sv75pfj9sto5wp,Usman Issa,Adekunle,NaN,NaN,I. Adekunle,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,1997-12-20,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,177.0,70.0,11.0,active,yes,NaN,NaN,NaN,NaN
9qc1v1k3k93san5rjcmu6x1p1,František,Straka,Frantisek,Straka,F. Straka,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,coach,1958-05-28,České Budějovice,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
a0cp75k6abjhfx7gdludxmfp,Roman,Karasiuk,Roman,Karasyuk,R. Karasiuk,Ukraine,315w6fk6umfzf4qvba3t55u61,Midfielder,player,1991-03-27,Volodymyr-Volynskyi,Ukraine,315w6fk6umfzf4qvba3t55u61,182.0,77.0,91.0,active,yes,NaN,NaN,NaN,NaN
aiss34sqv5wgcag3qc6ofvqc4,Norbert,Matta,NaN,NaN,N. Matta,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2004-04-19,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,3.0,active,no,NaN,NaN,NaN,NaN
arty8iizn0u4abf1md5l26hn9,Lukáš,Jánošík,NaN,NaN,L. Jánošík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1994-03-05,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,77.0,20.0,active,yes,right,NaN,NaN,NaN
av2rkqnf4lw4dznhm6eybgfmc,Marcel,Tancoš,NaN,NaN,M. Tancoš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2004-08-12,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
c6lmpul5o7rv6uf8o1vye2iy2,Vladyslav,Veremieiev,Vladislav,Veremeev,V. Veremieiev,Ukraine,315w6fk6umfzf4qvba3t55u61,Defender,player,1998-09-25,Kurakhove,Ukraine,315w6fk6umfzf4qvba3t55u61,180.0,74.0,25.0,active,yes,NaN,NaN,NaN,NaN
c7f5qrcnpn4jfthdpud67gvhm,Ivan,Tiurin,NaN,NaN,I. Tiurin,Ukraine,315w6fk6umfzf4qvba3t55u61,Goalkeeper,player,1997-05-21,NaN,Ukraine,315w6fk6umfzf4qvba3t55u61,191.0,85.0,28.0,active,yes,right,NaN,NaN,NaN
cdizx56cljv9qrgifqd26rdg,Saša,Marjanović,NaN,NaN,S. Marjanović,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Defender,player,2002-02-05,Banja Luka,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,15.0,active,yes,NaN,NaN,NaN,NaN
cflltphsio8xaxhuhn70wx4gl,Igor,Žofčák,Igor,Zofcák,I. Žofčák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1983-04-10,Michalovce,Slovakia,7dybe8679n9bgyrcxi383pq3y,176.0,75.0,10.0,active,yes,right,NaN,NaN,NaN
co5fpren0lr78oq77d7pysxyh,Tornike,Dzotsenidze,Tornike,Dzotsenidze,T. Dzotsenidze,Georgia,55mqz7j6585f2jhgfhn62lomr,Defender,player,1999-11-07,NaN,Georgia,55mqz7j6585f2jhgfhn62lomr,187.0,73.0,26.0,active,yes,NaN,NaN,NaN,NaN
ctj3ci4trb750opmehpmqvcdm,Enric,Martínez Ros,Enric,Martínez,Enric Martínez,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,2000-01-03,NaN,Spain,49ih1pwv3ahshdf8uzrimi54c,163.0,NaN,33.0,active,yes,right,NaN,NaN,NaN
cz76ey3uk26bq5psphzs653bo,Christos,Makrygiannis,NaN,NaN,C. Makrygiannis,Greece,6lpgd60z890no2v46zdecrcss,Defender,player,2006-11-13,NaN,Greece,6lpgd60z890no2v46zdecrcss,181.0,NaN,19.0,active,yes,left,NaN,NaN,NaN
df9ewvyxyd909s8dco2blk7x0,Jaroslav,Holp,NaN,NaN,J. Holp,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2004-06-23,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,26.0,active,no,NaN,NaN,NaN,NaN
eifrrc9qfzqaj4v7zwbrm8j4l,Matúš,Ružinský,Matús,Ruzinsky,M. Ružinský,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1992-01-15,Banská Bystrica,Slovakia,7dybe8679n9bgyrcxi383pq3y,196.0,76.0,23.0,active,no,NaN,NaN,NaN,NaN
fcghqq1nmg50uuzxkskomiuh,Filip,Vaško,Filip,Vasko,F. Vaško,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-08-11,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,191.0,78.0,17.0,active,yes,NaN,NaN,NaN,NaN
k5zoj6nv60whksh42eztymsp,Žiga,Frelih,Ziga,Frelih,Ž. Frelih,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Goalkeeper,player,1998-02-06,Ljubljana,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,197.0,90.0,77.0,active,yes,NaN,NaN,NaN,NaN
15ve9g44piou5ne5qk4th35zo,Dominik,Kúdelčík,Dominik,Kudelcik,D. Kúdelčík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2004-11-16,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
1awtxdlrr3ph4q7wj62oag4r8,James Willy,Ndjeungoue,James,Ndjeungoue,J. Ndjeungoue,Cameroon,4eb9feio6u267dd1jcwaf38mt,Defender,player,2003-04-04,NaN,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN,17.0,active,yes,NaN,NaN,NaN,NaN
1ay3ef800f635ki7nks9w9re,Andrej,Stojchevski,Andrej,Stojchevski,A. Stojchevski,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Defender,player,2003-05-26,NaN,North Macedonia,1lesyxylc5eza0a4z87t9azcc,186.0,75.0,18.0,active,yes,right,NaN,NaN,NaN
1n0p6ekr7qvvagju86ggwi49g,Samuel Mawuena,Gidi,Samuel,Gidi,S. Gidi,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2004-04-15,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,11.0,active,yes,NaN,NaN,NaN,NaN
32649nlo21dlxhgwz88j4rifo,Ivan,Anokye Mensah,Ivan,Anokye Mensah,I. Anokye Mensah,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,2004-04-22,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,34.0,active,no,NaN,NaN,NaN,NaN
3kw5laalfy5mhd650q75dlpn8,Patrik,Jakubík,Patrik,Jakubík,P. Jakubík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2003-10-27,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
4a7ei643udozfl8xcqdgl9u6s,Timotej,Hranica,Timotej,Hranica,T. Hranica,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2005-05-28,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
4yy4fl3wvjrmybopyua8invqi,Kelian,Nsona Wa Saka,Kelian,Nsona,K. Nsona,France,7gww28djs405rfga69smki84o,Attacker,player,2002-05-11,Ivry-sur-Seine,France,7gww28djs405rfga69smki84o,189.0,74.0,9.0,active,yes,right,NaN,NaN,NaN
5b2tbq19vxam77qz7y29utxt6,Matúš,Rusnák,Matús,Rusnák,M. Rusnák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-12-19,Levice,Slovakia,7dybe8679n9bgyrcxi383pq3y,180.0,NaN,66.0,active,no,NaN,NaN,NaN,NaN
5p12h2xenxthhesbyi2hgmmsp,Jaroslav,Hynek,Jaroslav,Hynek,J. Hynek,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,coach,1975-09-05,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
5uc8bmbfp3izb9s0gvqwq7yl1,Ján,Minárik,Ján,Minárik,J. Minárik,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1997-07-25,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,177.0,NaN,23.0,active,yes,left,NaN,NaN,NaN
6fhmnxujo1wxgmob0f1ubor56,Timotej,Jambor,Timotej,Jambor,T. Jambor,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2003-04-04,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,187.0,NaN,19.0,active,yes,NaN,NaN,NaN,NaN
6kld0n1b5hjwechya9cax3o5w,Samuel,Javorček,Samuel,Javorcek,S. Javorček,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2004-02-09,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,28.0,active,yes,NaN,NaN,NaN,NaN
7325707ux37kjr6yllc64k8wk,Henry,Addo,Henry,Addo,H. Addo,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2003-05-01,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,13.0,active,no,NaN,NaN,NaN,NaN
73bt1irnki81xex9jkn7vxxey,Adrián,Kaprálik,Adrián,Kaprálik,A. Kaprálik,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2002-06-10,Dolný Kubín,Slovakia,7dybe8679n9bgyrcxi383pq3y,173.0,63.0,10.0,active,no,right,NaN,NaN,NaN
7nolt983cv10muw69tyqh6t7u,Patrik,Leitner,Patrik,Leitner,P. Leitner,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2002-02-07,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,3.0,active,yes,NaN,NaN,NaN,NaN
7q0odxesvgwyhohpvevl0tc0k,Sebastián,Mlynár,Sebastián,Mlynár,S. Mlynár,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2004-04-02,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
7qd7bou2so81xcsawhogsv4t0,Eric Yves,Bille,Eric,Bille,E. Bille,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,2004-12-24,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,181.0,78.0,14.0,active,yes,NaN,NaN,NaN,NaN
82ygb1o73bmez9ojb8xuqxmju,Ľubomír,Belko,Lubomír,Belko,Ľ. Belko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2002-02-04,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,30.0,active,yes,NaN,NaN,NaN,NaN
8zkcuhb57u6yhqodvq6u3rx0,Xavier,Rodrigue Adang Mveng,Xavier,Adang,X. Adang,Cameroon,4eb9feio6u267dd1jcwaf38mt,Midfielder,player,2004-06-07,NaN,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN,6.0,active,yes,NaN,NaN,NaN,NaN
929eyaq4a218jj3yahxtoeve2,Tomáš,Nemčík,Tomás,Nemcík,T. Nemčík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2001-04-19,Žilina,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,25.0,active,no,NaN,NaN,NaN,NaN
95bqg4niavcpxnjxwncz7d9uc,Jakub,Badžgoň,Jakub,Badzgon,J. Badžgoň,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2005-06-02,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,190.0,83.0,1.0,active,yes,NaN,NaN,NaN,NaN
9d1d5c549ceu6y7x89v7s60yy,Dominik,Šnajder,Dominik,Snajder,D. Šnajder,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2003-07-22,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,169.0,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
9ixkbogcqd6mpwu74jz7su99m,Dominik,Javorček,Dominik,Javorcek,D. Javorček,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2002-11-02,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,27.0,active,yes,NaN,NaN,NaN,NaN
9nrps1br9mhbl7huhbuldlyvp,Michal,Ščasný,Michal,Scasny,M. Ščasný,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,coach,1978-08-19,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,177.0,75.0,NaN,active,yes,NaN,NaN,NaN,NaN
al4py7fz76sgmuoh91qufcpd6,Krisztián,Bari,Krisztián,Bari,K. Bari,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2001-02-06,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,173.0,61.0,20.0,active,yes,NaN,NaN,NaN,NaN
asc8atq6vw48onal0eukfih3o,Samuel,Belaník,Samuel,Belaník,S. Belaník,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2003-08-26,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,196.0,NaN,22.0,active,yes,NaN,NaN,NaN,NaN
b63yq9pfi4e8ksbtw4rh784yc,Samuel,Kopásek,Samuel,Kopásek,S. Kopásek,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2003-05-22,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,175.0,NaN,4.0,active,no,NaN,NaN,NaN,NaN
bjb4ee3aomtv5hz7qqyjlkgoa,Dávid,Ďuriš,Dávid,Duris,D. Ďuriš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1999-03-22,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,29.0,active,no,NaN,NaN,NaN,NaN
bwn0e8pjrikjcpold20o2os2c,Antoin Loic,Essomba Bikoula,Antoin,Essomba,A. Essomba,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,player,2003-12-01,NaN,Cameroon,4eb9feio6u267dd1jcwaf38mt,177.0,NaN,8.0,active,yes,NaN,NaN,NaN,NaN
c0cmc6tb0tux2r1j65pvspox6,Boris,Krstić,Boris,Krstic,B. Krstić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2003-06-25,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
c6o9o0acmpv92q9s0cazftmju,Samuel,Ďatko,NaN,NaN,S. Ďatko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-06-24,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,24.0,active,yes,NaN,NaN,NaN,NaN
c83z5v68ti7pbyjp2yfpat9be,Patrik,Iľko,Patrik,Ilko,P. Iľko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-02-16,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,180.0,72.0,16.0,active,yes,NaN,NaN,NaN,NaN
ce4u3ot9a2z4i7bsuf0ir61yi,Martin,Gomola,Martin,Gomola,M. Gomola,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2002-01-08,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,21.0,active,yes,NaN,NaN,NaN,NaN
d08hduq5rv8kkzclfivjk0tn8,Tomáš,Jaššo,Tomás,Jasso,T. Jaššo,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2004-03-04,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,5.0,active,yes,NaN,NaN,NaN,NaN
d0byc0mdhvvkvt1vkr28i6f9x,Tomáš,Hubočan,Tomás,Hubocan,T. Hubočan,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1985-09-17,Žilina,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,70.0,15.0,active,yes,both,NaN,NaN,NaN
dgkk1v0my1dy8wk18uamcuwwk,Mário,Sauer,Mário,Sauer,M. Sauer,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2004-05-15,Bratislava,Slovakia,7dybe8679n9bgyrcxi383pq3y,182.0,NaN,37.0,active,yes,NaN,NaN,NaN,NaN
eh7p84iu66n1ehlisgttnhv1m,Patrik,Myslovič,Patrik,Myslovic,P. Myslovič,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-05-28,Turčianske Teplice,Slovakia,7dybe8679n9bgyrcxi383pq3y,164.0,NaN,7.0,active,no,left,NaN,NaN,NaN
elzmfhikf7pi2pofuu2zd933d,Adam,Kopas,Adam,Kopas,A. Kopas,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-08-16,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,190.0,78.0,33.0,active,no,NaN,NaN,NaN,NaN
10ema67rh45t75v9ia2hud6vo,Nino,Marcelli,Nino,Marcelli,N. Marcelli,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2005-05-29,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,NaN,18.0,active,yes,NaN,NaN,NaN,NaN
193lutcpwhqwo1darizxpz59m,Alexander,Tóth,Alexander,Tóth,A. Tóth,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2001-08-04,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,16.0,active,yes,NaN,NaN,NaN,NaN
1hs134ygzqubfqku26rytkmol,Vladimír,Weiss,Vladimír,Weiss,V. Weiss,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1964-09-22,Bratislava,Slovakia,7dybe8679n9bgyrcxi383pq3y,182.0,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
1p2ugub44nhzuqv0p19ri8wt0,Martin,Mišovič,Martin,Misovic,M. Mišovič,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2004-01-22,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,2.0,active,yes,NaN,NaN,NaN,NaN
1r2cv2esah8yndrasqxds8zbp,Jaba,Kankava,Jaba,Kankava,J. Kankava,Georgia,55mqz7j6585f2jhgfhn62lomr,Midfielder,player,1986-03-18,Tbilissi,Georgia,55mqz7j6585f2jhgfhn62lomr,178.0,76.0,20.0,active,yes,both,NaN,NaN,NaN
24m1p3nyfn9nurqdvnvn2mrx1,Kenan,Bajrič,Kenan,Bajric,K. Bajrič,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Defender,player,1994-12-20,Ljubljana,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,189.0,83.0,12.0,active,yes,right,NaN,NaN,NaN
2dd2x7yrnumrilidnzlmw4mei,Filip,Lichý,Filip,Lichy,F. Lichý,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-01-25,Banská Bystrica,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,26.0,active,yes,both,NaN,NaN,NaN
2hxf7t0ba60uqwyv0lsy1u6dx,Jaromír,Zmrhal,Jaromír,Zmrhal,J. Zmrhal,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1993-08-02,Žatec,Czechia,5md5tpwr2nmqao528prx43jr7,189.0,79.0,8.0,active,yes,left,NaN,NaN,NaN
2tuivjaotzbx9jv83wi7d5rrp,Gerson Leal,Rodrigues Gouveia,Gerson,Rodrigues,G. Rodrigues,Luxembourg,f2r46apchse9eg3n9c9pupfs,Attacker,player,1995-06-20,Pragal,Portugal,1nbm5i9a0403zzvltn17lxinc,188.0,82.0,10.0,active,yes,right,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN
373oftzyos8vnsulcskeudboq,Rudolf,Božík,Rudolf,Bozik,R. Božík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2003-02-11,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,17.0,active,yes,NaN,NaN,NaN,NaN
39f0bq9uk4etkf75uzu6qyrmy,Abdul Malik,Abubakari,Malik,Abubakari,M. Abubakari,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2000-05-10,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,185.0,78.0,15.0,active,no,right,NaN,NaN,NaN
3oip8q5n34zx901vkv450vpck,Andrej,Mikoláš,Andrej,Mikolás,A. Mikoláš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2004-08-11,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,32.0,active,yes,NaN,NaN,NaN,NaN
3oz349uss092g2kxi8adsj4l,Milan,Borjan,Milan,Borjan,M. Borjan,Canada,1iaoypzp6syf32cz9l15pzp7e,Goalkeeper,player,1987-10-23,Knin,Croatia,37hlakrwxyuzovaeoo4sezusp,195.0,80.0,82.0,active,yes,right,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN
