id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,status,active,secondNationality,secondNationalityId,knownName,endDate
e85a5qdka9x1th0fvr0i9m8lw,Sankara William,Karamoko,Sankara,Karamoko,Male,S. Karamoko,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,2003-11-09,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,175.0,NaN,right,50.0,2025-07-23Z,active,yes,NaN,NaN,NaN,2026-06-30Z
e9iejrmp86cs2mpv3omq3m9sk,Oriyomi Ahmed,Lebi,NaN,NaN,Male,O. Lebi,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2006-07-02,Lagos,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,NaN,2024-08-23Z,active,yes,NaN,NaN,NaN,NaN
eiky2o70lkjfk78zr1cmlx51x,Vladan,Milosavljev,NaN,NaN,Male,V. Milosavljev,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,1987-02-01,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,172.0,68.0,left,40.0,2025-07-15Z,active,no,NaN,NaN,NaN,2025-08-01Z
ejn2ynmcu68icfkkwnlpi8ydw,Luka,Krstović,NaN,NaN,Male,L. Krstović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2005-12-04,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,23.0,2024-01-26Z,active,yes,NaN,NaN,NaN,NaN
f2uzuei7d1za7daczmq4vc2dw,Nikola,Glišić,Nikola,Glisis,Male,N. Glišić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1999-06-30,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,7.0,2020-07-13Z,active,yes,NaN,NaN,NaN,NaN
ia1dc8pctwpe0nsc4s7n4hjp,Antoine,Batisse,Antoine,Batisse,Male,A. Batisse,France,7gww28djs405rfga69smki84o,Defender,player,1995-01-13,Versailles,France,7gww28djs405rfga69smki84o,186.0,82.0,right,4.0,2024-07-02Z,active,yes,NaN,NaN,NaN,NaN
pggz3gh17gshameqwb5bhxey,Kenroy Kenoy,Campbell,Kenroy,Campbell,Male,K. Campbell,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Attacker,player,2002-05-30,St. Mary,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,NaN,NaN,NaN,66.0,2025-01-18Z,active,yes,NaN,NaN,NaN,NaN
w1txc1oxmf9y0fq9nmsd0mw9,Ugo Philippe,Bonnet,Ugo,Bonnet,Male,U. Bonnet,France,7gww28djs405rfga69smki84o,Attacker,player,1993-09-17,Montpellier,France,7gww28djs405rfga69smki84o,181.0,73.0,right,11.0,2024-08-27Z,active,yes,NaN,NaN,NaN,NaN
114t6tnpdx5rxy2moch7eldnu,Milan,Ilić,Milan,Ilic,Male,M. Ilić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2000-02-07,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,180.0,NaN,right,2.0,2023-01-03Z,active,yes,NaN,NaN,NaN,NaN
1f1k7m3jqf0kxqoy216bc97h0,Matija,Stojanović,Matija,Stojanovic,Male,M. Stojanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2005-11-24,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,178.0,73.0,right,30.0,2024-07-05Z,active,yes,NaN,NaN,NaN,NaN
1lh19tax8o3gr218zypm4o0t0,Ognjen,Krsmanović,NaN,NaN,Male,O. Krsmanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2005-01-14,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,right,22.0,2025-07-14Z,active,yes,NaN,NaN,NaN,2026-06-30Z
28g9zagxvhj59qlade7ady8k5,Slaviša,Stojanović,Slavisa,Stojanovic,Male,S. Stojanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,1989-01-27,Smederevo,Serbia,5w4ve503bjdsshwx9ho6jxzx0,179.0,NaN,NaN,7.0,2025-01-18Z,active,no,NaN,NaN,Slavisa Stojanovic,2025-09-04Z
29pq9t9l8y7vys34sevt854a1,Ibrahim,Tanko,Ibrahim,Tanko,Male,I. Tanko,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,1999-04-30,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,186.0,NaN,right,9.0,2025-08-28Z,active,yes,NaN,NaN,NaN,NaN
31el4l35dotr0otonr9i5hobu,Nikola,Čolić,Nikola,Colic,Male,N. Čolić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2002-08-17,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,17.0,2024-07-05Z,active,yes,NaN,NaN,NaN,NaN
336ysck6ycc5y2lns86lkokb9,Leandro,Climaco Pinto,Leandro,Climaco Pinto,Male,Leandro Pinto,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Defender,player,1994-01-24,Sao Paulo,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,182.0,NaN,NaN,4.0,2024-01-19Z,active,yes,NaN,NaN,Leandro Pinto,NaN
3qfbb5mip2ksqnncekat5lu51,Radovan,Ćurčić,Radovan,Curcic,Male,R. Ćurčić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,coach,1972-01-10,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,2023-06-04Z,active,yes,NaN,NaN,NaN,NaN
4s92hk3ysbcp5eagx6l3kbrop,Boubacari,Doucouré,Boubacari,Doucouré,Male,B. Doucouré,France,7gww28djs405rfga69smki84o,Midfielder,player,1999-03-19,Beaumont-sur-Oise,France,7gww28djs405rfga69smki84o,192.0,NaN,right,19.0,2022-07-27Z,active,yes,Mali,d0v29nncgikdswlxpdq553zz,NaN,NaN
4thckpjimfoivtpwzh7iehwr8,Bosiako Francis,Antwi,NaN,NaN,Male,F. Antwi,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2005-05-01,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,NaN,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
4za46y4es2nzdkd68i4wtqt0q,Stefan,Vilotić,Stefan,Vilotic,Male,S. Vilotić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1999-10-16,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,183.0,NaN,NaN,3.0,2025-07-14Z,active,yes,NaN,NaN,NaN,NaN
5e3klgs5isuc2gewsrw4dtm5m,Stefan,Mitrović,Stefan,Mitrovic,Male,S. Mitrović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2002-01-05,Niš,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,24.0,2025-01-18Z,active,no,NaN,NaN,Stefan Mitrovic,2025-08-01Z
68g4r734ed6xsjsg285juwwes,Mamane Moustapha Amadou,Sabo,Mamane Amadou,Sabo,Male,M. Sabo,Niger,1mhgvne4pkksmt32259xg7vec,Midfielder,player,2004-09-14,NaN,Niger,1mhgvne4pkksmt32259xg7vec,NaN,NaN,NaN,6.0,2025-07-14Z,active,yes,NaN,NaN,NaN,NaN
6hc1k11i3rkdjjrbrwix3ghqt,Stefan,Milošević,Stefan,Milosevic,Male,S. Milošević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1995-04-07,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,170.0,65.0,left,11.0,2023-01-01Z,active,yes,NaN,NaN,NaN,NaN
6jxkk1igw6erpmjvfikxcmnvu,Lazar,Selenić,Lazar,Selenic,Male,L. Selenić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1999-08-21,Čačak,Serbia,5w4ve503bjdsshwx9ho6jxzx0,189.0,80.0,NaN,33.0,2023-07-01Z,active,no,NaN,NaN,NaN,2025-09-04Z
72se229vb7nk9vmop6w6tebdg,Kayode,Saliman,Kayode,Saliman,Male,K. Saliman,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2003-01-07,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,14.0,2025-07-14Z,active,yes,NaN,NaN,NaN,NaN
7yy4mpdo4kijejaj12rtrz5lg,Aleksa,Radonjić,NaN,NaN,Male,A. Radonjić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2005-10-24,Ivanjica,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,20.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
8sb5lel6if0g03n8n1f5uylsl,Nikola,Vasiljević,Nikola,Vasiljevic,Male,N. Vasiljević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,1996-06-24,Užice,Serbia,5w4ve503bjdsshwx9ho6jxzx0,201.0,NaN,NaN,1.0,2024-08-09Z,active,yes,NaN,NaN,NaN,NaN
9iy30skns6rakwuuztsqrfn6c,Đorđe,Skoko,Djordje,Skoko,Male,Đ. Skoko,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2003-06-03,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,194.0,NaN,NaN,26.0,2023-02-03Z,active,yes,NaN,NaN,NaN,NaN
9ycy0lnz1hlxja9fuf3zbewut,Dušan,Pantelić,Dusan,Pantelic,Male,D. Pantelić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1993-04-15,Kragujevac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,178.0,74.0,NaN,10.0,2024-07-23Z,active,yes,NaN,NaN,NaN,NaN
ama5onfgpegsy6xcuf6oqdxqs,Petar,Petrović,Petar,Petrovic,Male,P. Petrović,Montenegro,1411jebgwo2ja1erogsq81lg9,Defender,player,2005-07-13,NaN,Montenegro,1411jebgwo2ja1erogsq81lg9,NaN,NaN,NaN,21.0,2025-07-01Z,active,yes,NaN,NaN,Petar Petrovic,NaN
ba9xdip96995l15ix9bp93190,Nemanja,Đokić,NaN,NaN,Male,N. Đokić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1998-10-23,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,5.0,2025-01-28Z,active,yes,NaN,NaN,NaN,NaN
c3y94teitaujzjgyxyi8i3spg,Dimitrije,Stevanović,Dimitrije,Stevanovic,Male,D. Stevanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,2004-08-27,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,12.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
c99c4aealrjt3hhb8tm78wwve,Marko,Bjeković,Marko,Bjekovic,Male,M. Bjeković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2000-09-21,Novi Sad,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,13.0,2025-01-16Z,active,yes,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN
chbcfbkpipw4fkuxp07etl91w,Lazar,Mićić,Lazar,Micic,Male,L. Mićić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2003-02-17,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,28.0,2024-01-19Z,active,yes,NaN,NaN,NaN,NaN
co45s5o0l4vvt5tqnkomw31zp,Igor,Tufegdžić,Igor,Tufegdzic,Male,I. Tufegdžić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,assistant coach,1982-06-29,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,2024-04-01Z,active,yes,NaN,NaN,NaN,NaN
cxunk4mwl0k7lgraapmuh9vu2,Loué,Bayéré Junior,Loué,Bayéré,Male,L. Bayéré,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,2001-01-14,Abidjan,Côte d'Ivoire,tin6kf561ywonqan0mettr98,187.0,NaN,left,27.0,2023-08-13Z,active,yes,NaN,NaN,NaN,NaN
da3084xkdeyv0vvdg9dvqu784,Milan,Vidaković,NaN,NaN,Male,M. Vidaković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,2003-02-10,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,190.0,NaN,right,23.0,2025-02-18Z,active,yes,NaN,NaN,NaN,NaN
dhzpve08vf236zvscycvgc2z8,Petar,Đoković,NaN,NaN,Male,P. Đoković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2008-02-13,Čačak,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,25.0,2024-08-07Z,active,yes,NaN,NaN,NaN,NaN
ebqjndsdj7ix3xm49f6jhyxg,Martin,Anđelković,NaN,NaN,Male,M. Anđelković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2005-05-17,Jagodina,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,31.0,2025-07-14Z,active,yes,NaN,NaN,NaN,NaN
eh4jxocdbt26tc9r13ipri4gk,Dušan,Ristić,NaN,NaN,Male,D. Ristić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Defender,player,2000-10-04,Doboj,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,NaN,15.0,2025-07-14Z,active,yes,NaN,NaN,NaN,NaN
ekfdwa7esu9ms9hpyq7bzrnxl,Mateja,Zuvić,Mateja,Zuvic,Male,M. Zuvić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2000-02-13,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,180.0,70.0,right,32.0,2024-07-05Z,active,yes,NaN,NaN,NaN,NaN
emon1kxd7fa29a0dblsf08tsl,Nemanja,Krstić,Nemanja,Krstic,Male,N. Krstić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1994-08-05,Inđija,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,8.0,2024-09-11Z,active,yes,NaN,NaN,NaN,NaN
mkc14a0luk6wcjb80d6we7dh,Milovan,Milović,Milovan,Milovic,Male,M. Milović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,assistant coach,1980-10-24,Ivanjica,Serbia,5w4ve503bjdsshwx9ho6jxzx0,186.0,82.0,right,NaN,2024-02-17Z,active,yes,NaN,NaN,NaN,NaN
1qghzct7966bwc7kyw49rvqi,Filip,Žunić,NaN,NaN,Male,F. Žunić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2002-05-16,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,18.0,2023-01-01Z,active,yes,NaN,NaN,NaN,NaN
277a4n7zgm4sf7plxcuci191w,David,Đokić,NaN,NaN,Male,D. Đokić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2009-07-08,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,36.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
2cwvmse4098vobxaygdg3yvbo,Nikola,Obućina,NaN,NaN,Male,N. Obućina,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2004-09-09,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,24.0,2025-07-10Z,active,no,NaN,NaN,NaN,2025-08-01Z
2p3gitz5ix0837fgxobl4l8gk,Petar,Đukanović,NaN,NaN,Male,P. Đukanović,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Defender,player,2007-07-23,Zvornik,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,183.0,NaN,left,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
34f7uyrli71gh2cm31qrzklw,Nemanja,Žunić,NaN,NaN,Male,N. Žunić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2003-09-09,Užice,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,41.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
3s7nndedumtbc24ntyw8hj2l1,Mladen,Dodić,Mladen,Dodic,Male,M. Dodić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,coach,1969-10-17,Đakovica,Kosovo,86u6edbqifdjsn49mbp2anw7p,NaN,NaN,NaN,NaN,2025-06-15Z,active,no,NaN,NaN,NaN,2025-08-27Z
3vxisvex2vxt59ckmvnjxrs9h,Uroš,Ljubomirac,Uros,Ljubomirac,Male,U. Ljubomirac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1990-04-12,Zemun,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,77.0,2024-06-27Z,active,yes,NaN,NaN,NaN,NaN
4cygynnzms4itr8w845iqg9hw,Đorđe,Marinković,NaN,NaN,Male,Đ. Marinković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2006-01-15,Užice,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,right,15.0,2024-10-28Z,active,yes,NaN,NaN,NaN,NaN
52wpic35jf8qm2dbjq45updxx,Dušan,Cvetinović,Dusan,Cvetinovic,Male,D. Cvetinović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1988-12-24,Šabac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,186.0,79.0,right,40.0,2024-01-19Z,active,yes,NaN,NaN,NaN,NaN
58cisoe9fpetipj2d8lcyg639,Danilo,Pantić,Danilo,Pantic,Male,D. Pantić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1996-10-26,Ruma,Serbia,5w4ve503bjdsshwx9ho6jxzx0,180.0,68.0,right,5.0,2025-06-15Z,active,yes,NaN,NaN,NaN,NaN
5antmkt97ytn6o087q6ya5dlg,Aleksa,Milosevic,NaN,NaN,Male,A. Milošević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2007-01-08,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,20.0,2024-05-07Z,active,yes,NaN,NaN,NaN,NaN
5flwaig9apcy8kdn53fsyqcyc,Sava,Pribaković,NaN,NaN,Male,S. Pribaković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2003-02-04,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,32.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
5pmvhunzvterlvl7hr4eclfkk,Danilo,Petrović,NaN,NaN,Male,D. Petrović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2007-07-08,Užice,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,87.0,2024-05-24Z,active,yes,NaN,NaN,NaN,NaN
61bb7s5wmc0wtx38iwfa3kff8,Ognjen,Bondžulić,Ognjen,Bondzulic,Male,O. Bondžulić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2007-07-24,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,11.0,2024-03-29Z,active,yes,NaN,NaN,NaN,NaN
76b6xb7pjpxqyx4unyaw6d638,Nikola,Popović,Nikola,Popovic,Male,N. Popović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,2006-03-23,Ivanjica,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,21.0,2025-02-25Z,active,yes,NaN,NaN,NaN,NaN
7e2jffj0b5794c14m2jcla3o4,Mihailo,Todosijević,NaN,NaN,Male,M. Todosijević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2007-11-27,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,22.0,2025-08-08Z,active,yes,NaN,NaN,NaN,NaN
7h6jagfy654nnpim6pop7q0o9,Nemanja,Milojević,Nemanja,Milojevic,Male,N. Milojević,Greece,6lpgd60z890no2v46zdecrcss,Midfielder,player,1998-02-23,Athína,Greece,6lpgd60z890no2v46zdecrcss,183.0,NaN,left,38.0,2025-07-31Z,active,yes,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN
7hzwkvpglkqwz1g6ox2x2fg9g,Uroš,Sremčević,Uros,Sremcevic,Male,U. Sremčević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2006-04-24,Kragujevac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,186.0,NaN,both,19.0,2025-06-30Z,active,yes,NaN,NaN,NaN,2026-06-30Z
7m17n0hp8s7qeuk5ul1lg03bp,Nikola,Leković,Nikola,Lekovic,Male,N. Leković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1989-12-19,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,177.0,73.0,left,35.0,2021-01-17Z,active,yes,NaN,NaN,NaN,NaN
7mrvj7wz44wdm1y3cm51uj2dx,Miloš,Mijić,Milos,Mijic,Male,M. Mijić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1989-11-22,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,14.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
7odi8hhe735shae0xg3pf77ro,Ognjen,Alempijević,NaN,NaN,Male,O. Alempijević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2007-05-31,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,31.0,2024-05-07Z,active,yes,NaN,NaN,NaN,NaN
7zpvfqijv20chqnt9mbpq7hzp,Nemanja,Ahčin,NaN,NaN,Male,N. Ahčin,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1994-04-07,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,6.0,2025-08-08Z,active,yes,NaN,NaN,NaN,NaN
8blie89x41m4gp0qbysdfdpn8,Vasilije,Guberinić,NaN,NaN,Male,V. Guberinić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,NaN,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,2025-06-20Z,active,yes,NaN,NaN,NaN,NaN
9l54fepam7smdi128d4ifv1wq,Mihailo,Oreščanin,NaN,NaN,Male,M. Oreščanin,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1997-09-07,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,37.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
amuy3aajjrtr1lgdeaazy45w5,Nikola,Andrić,Nikola,Andric,Male,N. Andrić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1992-05-23,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,183.0,72.0,NaN,7.0,2024-01-19Z,active,yes,NaN,NaN,NaN,NaN
ateiilcutksr1ey0puqvxjpqs,Miloš,Divac,NaN,NaN,Male,M. Divac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2004-08-08,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,2023-02-01Z,active,no,NaN,NaN,NaN,2025-08-01Z
b268aocn5m2swiupslpdpwclx,Nikola,Ćirković,Nikola,Cirkovic,Male,N. Ćirković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1991-12-04,Čačak,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,30.0,2022-07-26Z,active,yes,NaN,NaN,NaN,NaN
b6i5zaeathbcxb9qgoy8wke6t,Irfan,Hadžić,Irfan,Hadzic,Male,I. Hadžić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Attacker,player,1993-06-15,Prozor-Rama,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,192.0,NaN,right,9.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
buc11s6kueqgbm7czxeoxyfx0,Jovan,Ćirić,Jovan,Ciric,Male,J. Ćirić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2007-02-25,Knjaževac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,25.0,2023-10-25Z,active,yes,NaN,NaN,NaN,NaN
bwvwd1ftrycbvq3ggwg2y0bmd,Nenad,Lalatović,Nenad,Lalatovic,Male,N. Lalatović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,coach,1977-12-22,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,2025-08-27Z,active,yes,NaN,NaN,NaN,NaN
c2uvef8jg41iu9zg3tqgs2v4k,Bogdan,Matijašević,NaN,NaN,Male,B. Matijašević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,2004-05-27,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,23.0,2022-02-01Z,active,yes,NaN,NaN,NaN,NaN
cqcjexnp5u4usim1o0fb3uxn9,Saša,Stamenković,NaN,NaN,Male,S. Stamenković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,1985-01-05,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,1.0,2023-03-23Z,active,yes,NaN,NaN,NaN,NaN
csanpltslvzuvv1to4i9a2eol,Janko,Tumbasević,Janko,Tumbasevic,Male,J. Tumbasević,Montenegro,1411jebgwo2ja1erogsq81lg9,Midfielder,player,1985-01-14,Šabac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,179.0,76.0,right,8.0,2023-07-10Z,active,yes,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN
cv920y14nvf3e5df2w9tzhuc,Vujadin,Radenković,Vujadin,Radenkovic,Male,V. Radenković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,assistant coach,NaN,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
demj0v7b3jqe4on3nsjsmb55h,Milan,Joksimović,NaN,NaN,Male,M. Joksimović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1990-02-09,Uzice,Serbia,5w4ve503bjdsshwx9ho6jxzx0,184.0,NaN,left,12.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
dr7b9imftjmz7trrgr6oimz9,Aleksandar,Varjačić,NaN,NaN,Male,A. Varjačić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1991-05-23,Kragujevac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,187.0,68.0,right,17.0,2023-01-01Z,active,yes,NaN,NaN,NaN,NaN
e8x7iqa2ajzfwtmoqmj41umzt,Radojica,Vasić,Radojica,Vasic,Male,R. Vasić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,assistant coach,1976-01-25,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,2022-01-01Z,active,yes,NaN,NaN,NaN,NaN
