id,firstName,lastName,shortFirstName,shortLastName,gender,knownName,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active
ju24rgwcctj5yizl54o91gfe,Shanyder Antonio,Borgelin,Shanyder,Borgelin,Male,NaN,S. Borgelin,Haiti,5mp58o38d0mr5qt8g4o6l7efg,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2001-10-19,Margate,USA,7hr2f89v44y65dyu9k92vprwn,193.0,84.0,NaN,NaN,active,no
r94pv0sgdazy8t4c52qxpfpx,Robert Thomas,Taylor,Robert,Taylor,Male,NaN,R. Taylor,Finland,2u07e54v5dprsugdvddpq5ync,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,1994-10-21,Kuopio,Finland,2u07e54v5dprsugdvddpq5ync,182.0,78.0,right,16.0,active,yes
206pq3zqgobudaa5dfy93psr9,Ariel Daniel,Lassiter Acuña,Ariel,Lassiter,Male,NaN,A. Lassiter,Costa Rica,48emauy3fucokp86skcs5alh8,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1994-09-27,Turrialba,Costa Rica,48emauy3fucokp86skcs5alh8,178.0,70.0,both,11.0,active,no
3dtxx6whin53g58f5rz9xil7t,Zachary Bichotte Paul,Brault-Guillard,Zachary,Brault-Guillard,Male,NaN,Z. Brault-Guillard,Canada,1iaoypzp6syf32cz9l15pzp7e,France,7gww28djs405rfga69smki84o,Defender,player,1998-12-30,Delmas,Haiti,5mp58o38d0mr5qt8g4o6l7efg,174.0,77.0,right,15.0,active,no
3ju0ueq9ldm2cqx8cn3p4ecx5,Gabriele,Corbo,Gabriele,Corbo,Male,NaN,G. Corbo,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2000-01-11,Napoli,Italy,25f2cmb2r8mk5rj92tzer6kvv,186.0,NaN,right,25.0,active,yes
3t4mkaeijdrid8dz888vj9905,Hernán Pablo,Losada,Hernán Pablo,Losada,Male,NaN,H. Losada,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,NaN,NaN,coach,1982-05-09,Buenos Aires,Argentina,2vovxa97k7v7ofa85dah2xktb,171.0,62.0,right,NaN,active,no
4bjmhb55kv6xfixdff153gudx,Rudy Adrien,Camacho,Rudy,Camacho,Male,NaN,R. Camacho,France,7gww28djs405rfga69smki84o,NaN,NaN,Defender,player,1991-03-05,L'Arbresle,France,7gww28djs405rfga69smki84o,185.0,79.0,right,NaN,active,no
4eaw6l0418q57ktjma0k5lnt,Aaron Joseph,Herrera,Aaron,Herrera,Male,NaN,A. Herrera,Guatemala,6bw57gk867vfrep8b5e4ykh24,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1997-06-06,Las Cruces,USA,7hr2f89v44y65dyu9k92vprwn,180.0,71.0,right,22.0,active,no
4le816q3ac1isre8sala3iwyy,Sean,Rea,Sean,Rea,Male,NaN,S. Rea,Canada,1iaoypzp6syf32cz9l15pzp7e,NaN,NaN,Midfielder,player,2002-05-15,NaN,Canada,1iaoypzp6syf32cz9l15pzp7e,170.0,60.0,both,27.0,active,no
4o2odluv4usimcdtryht04zjd,Logan,Ketterer,Logan,Ketterer,Male,NaN,L. Ketterer,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1993-11-09,Madison,USA,7hr2f89v44y65dyu9k92vprwn,191.0,82.0,NaN,1.0,active,yes
55uupregn272wdtpnundb8z1m,Chinonso,Offor Nnamdi,Chinonso,Offor,Male,NaN,C. Offor,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,2000-05-27,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,191.0,84.0,right,9.0,active,no
5hbw303izlf5shd2qt1615bhm,Sunusi,Ibrahim,Sunusi,Ibrahim,Male,NaN,S. Ibrahim,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,2002-10-01,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,14.0,active,yes
64fm58x6dn9dw1mu4tuvejcyy,Matko Mijael,Miljevic,Matko,Miljevic,Male,NaN,M. Miljevic,USA,7hr2f89v44y65dyu9k92vprwn,Argentina,2vovxa97k7v7ofa85dah2xktb,Midfielder,player,2001-05-09,Miami,USA,7hr2f89v44y65dyu9k92vprwn,176.0,76.0,NaN,8.0,active,no
69w59auiaf5inl21u1c90w7ah,Ahmed Hamdi,Hussein Hafez,Ahmed Hamdi,Hussein Hafez,Male,Ahmed Hamdi,Ahmed Hamdi,Egypt,42vt7mha0thcwd0ihw3p29x5i,NaN,NaN,Midfielder,player,1998-02-10,Cairo,Egypt,42vt7mha0thcwd0ihw3p29x5i,178.0,68.0,right,7.0,active,no
6q37ge46z8a2zlsvqvpdjha6t,Samuel,Piette,Samuel,Piette,Male,NaN,S. Piette,Canada,1iaoypzp6syf32cz9l15pzp7e,France,7gww28djs405rfga69smki84o,Midfielder,player,1994-11-12,Le Gardeur,Canada,1iaoypzp6syf32cz9l15pzp7e,171.0,73.0,right,6.0,active,yes
771ibrtevbxi05tgsof9r5gmi,Jonathan,Sirois,Jonathan,Sirois,Male,NaN,J. Sirois,Canada,1iaoypzp6syf32cz9l15pzp7e,France,7gww28djs405rfga69smki84o,Goalkeeper,player,2001-06-27,NaN,Canada,1iaoypzp6syf32cz9l15pzp7e,183.0,73.0,right,40.0,active,yes
7pcn6i4j0hfmtfet2isnsieax,Lassi Roni Kasperi,Lappalainen,Lassi,Lappalainen,Male,NaN,L. Lappalainen,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,Midfielder,player,1998-08-24,Espoo,Finland,2u07e54v5dprsugdvddpq5ync,183.0,76.0,right,21.0,active,yes
7yablvquk5wpfy1hrwjoknj6d,James,Pantemis,James,Pantemis,Male,NaN,J. Pantemis,Canada,1iaoypzp6syf32cz9l15pzp7e,Greece,6lpgd60z890no2v46zdecrcss,Goalkeeper,player,1997-02-21,Montreal,Canada,1iaoypzp6syf32cz9l15pzp7e,185.0,77.0,NaN,41.0,active,no
8qcl7ywa0ye0tpf7txo4uwuwa,Nathan-Dylan,Saliba,Nathan,Saliba,Male,NaN,N. Saliba,Canada,1iaoypzp6syf32cz9l15pzp7e,NaN,NaN,Midfielder,player,2004-02-07,NaN,Canada,1iaoypzp6syf32cz9l15pzp7e,173.0,71.0,NaN,19.0,active,yes
8texi81doeqhy7eu6fnhrstbe,Jean-Aniel Eclesiaste,Assi,Jean-Aniel,Assi,Male,NaN,J. Assi,Canada,1iaoypzp6syf32cz9l15pzp7e,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,2004-08-12,Adzopé,Côte d'Ivoire,tin6kf561ywonqan0mettr98,185.0,77.0,NaN,NaN,active,no
9ckixz0zwl0km7laze2rbp2p5,Joel Robert,Waterman,Joel,Waterman,Male,NaN,J. Waterman,Canada,1iaoypzp6syf32cz9l15pzp7e,NaN,NaN,Defender,player,1996-01-24,Langley,Canada,1iaoypzp6syf32cz9l15pzp7e,185.0,78.0,right,16.0,active,yes
9tvviubdnw847lrexh88yue39,Laurent,Ciman,Laurent,Ciman,Male,NaN,L. Ciman,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,assistant coach,1985-08-05,Farciennes,Belgium,4wbzjcclyefma1ourvjsu4q2j,182.0,68.0,right,NaN,active,yes
a4628r4lcbkmv2ax3r69q7rpw,Kwadwo,Opoku,Kwadwo,Opoku,Male,NaN,K. Opoku,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Attacker,player,2001-07-13,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,170.0,70.0,NaN,90.0,active,yes
aae3ewpv5n7djclylr3hmb3vu,Róbert Orri,Þorkelsson,Róbert,Thorkelsson,Male,NaN,R. Þorkelsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,Defender,player,2002-04-03,Reykjavík,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,188.0,NaN,left,26.0,active,no
ao4mmwhqc99m6fq3b23lmau3t,Mason Vincent,Toye,Mason,Toye,Male,NaN,M. Toye,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Attacker,player,1998-10-16,South Orange,USA,7hr2f89v44y65dyu9k92vprwn,191.0,82.0,NaN,13.0,active,no
b8j82fisdkw2a8e1ufsc81wfe,Rida,Zouhir-Takedam,Rida,Zouhir,Male,NaN,R. Zouhir-Takedam,Canada,1iaoypzp6syf32cz9l15pzp7e,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,player,2003-11-23,NaN,Canada,1iaoypzp6syf32cz9l15pzp7e,178.0,73.0,NaN,18.0,active,no
c3dtl72eb5ejh6h7ujaspomsq,Bryce Michael,Duke,Bryce,Duke,Male,NaN,B. Duke,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2001-02-28,Peoria,USA,7hr2f89v44y65dyu9k92vprwn,170.0,66.0,NaN,10.0,active,yes
d874x8snmm3ebewbv05onbzs9,Kamal Anthony,Miller,Kamal,Miller,Male,Kamal Miller,K. Miller,Canada,1iaoypzp6syf32cz9l15pzp7e,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Defender,player,1997-05-16,Scarborough,Canada,1iaoypzp6syf32cz9l15pzp7e,183.0,75.0,left,3.0,active,no
djau5chcmoyiyq28jt9ypzh4a,Ousman Saikou,Jabang,Ousman,Jabang,Male,NaN,O. Jabang,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2001-03-29,NaN,USA,7hr2f89v44y65dyu9k92vprwn,187.0,73.0,NaN,23.0,active,no
dltmx3e4llkcszs22cbfz92xg,Jojea,Kwizera,Jojea,Kwizera,Male,NaN,J. Kwizera,Rwanda,12obgipj8u3vm1grf3jkrvqte,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1999-01-27,NaN,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,175.0,59.0,NaN,17.0,active,no
doty4jwj97b4xew8id7on0cgk,Ilias,Iliadis,Ilias,Iliadis,Male,NaN,I. Iliadis,Greece,6lpgd60z890no2v46zdecrcss,Canada,1iaoypzp6syf32cz9l15pzp7e,Midfielder,player,2001-03-21,NaN,Canada,1iaoypzp6syf32cz9l15pzp7e,176.0,NaN,NaN,5.0,active,no
dsb8azg9lfy7wsri3k7nkfhg4,Jules-Anthony,Vilsaint,Jules-Anthony,Vilsaint,Male,NaN,J. Vilsaint,Canada,1iaoypzp6syf32cz9l15pzp7e,Haiti,5mp58o38d0mr5qt8g4o6l7efg,Attacker,player,2003-01-06,Montreal,Canada,1iaoypzp6syf32cz9l15pzp7e,190.0,NaN,NaN,28.0,active,yes
eb5gnc53xeybw4q02lijnamay,Mathieu,Choinière,Mathieu,Choinière,Male,NaN,M. Choinière,Canada,1iaoypzp6syf32cz9l15pzp7e,NaN,NaN,Midfielder,player,1999-02-07,Saint-Jean-sur-Richelieu,Canada,1iaoypzp6syf32cz9l15pzp7e,174.0,71.0,right,29.0,active,no
ebhq4fl7e2p1zwhwpeu65a4iy,George Hampton,Campbell,George,Campbell,Male,NaN,G. Campbell,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2001-06-22,Atlanta,USA,7hr2f89v44y65dyu9k92vprwn,188.0,84.0,NaN,24.0,active,yes
epusm8fpwyc40s5y1bu6e7w7p,Romell Samir,Quioto Robinson,Romell,Quioto,Male,NaN,R. Quioto,Honduras,56ftnqeq3x3j77uone8qm5ow6,NaN,NaN,Attacker,player,1991-08-09,Balfate,Honduras,56ftnqeq3x3j77uone8qm5ow6,178.0,69.0,right,30.0,active,no
f4al3nowwztqiahielosizwq2,Fernando Antonio,Álvarez Amador,Fernando,Álvarez,Male,NaN,F. Álvarez,Colombia,6kby8rq1p01fg5ds38ckkrcs5,Mexico,5trdr3jf42i20zj1hnkvcytr6,Defender,player,2003-08-24,New York,USA,7hr2f89v44y65dyu9k92vprwn,187.0,85.0,NaN,4.0,active,yes
wb378lycyv8zugufh17uplud,Victor,Mugubi Wanyama,Victor,Wanyama,Male,NaN,V. Wanyama,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,NaN,NaN,Midfielder,player,1991-06-25,Nairobi,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,188.0,80.0,right,2.0,active,yes
1e9pmgwavcrxus1a8yommuolw,Moïse,Bombito Lumpungu,Moïse,Bombito,Male,NaN,M. Bombito,Canada,1iaoypzp6syf32cz9l15pzp7e,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Defender,player,2000-03-30,Montreal,Canada,1iaoypzp6syf32cz9l15pzp7e,190.0,83.0,right,64.0,active,no
1k3vd2f0e8r92fqkg5981y66t,Michael David,Barrios Puerta,Michael,Barrios,Male,NaN,M. Barrios,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,Attacker,player,1991-04-21,Barranquilla,Colombia,6kby8rq1p01fg5ds38ckkrcs5,163.0,61.0,right,12.0,active,no
1ksqc3eaem2sso45h1wc3dox6,Chris,Little,Chris,Little,Male,NaN,C. Little,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,coach,NaN,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,NaN,active,no
1s1fyh1gza8ll4aeenib2vmcp,Jonathan Jeremy,Lewis,Jonathan,Lewis,Male,NaN,J. Lewis,USA,7hr2f89v44y65dyu9k92vprwn,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Attacker,player,1997-06-04,Atlanta,USA,7hr2f89v44y65dyu9k92vprwn,170.0,68.0,NaN,7.0,active,yes
1v39pm9r5ela9fe63tlsq3tka,Oliver,Love Larraz,Oliver,Larraz,Male,NaN,O. Larraz,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2001-09-16,NaN,USA,7hr2f89v44y65dyu9k92vprwn,178.0,63.0,NaN,18.0,active,yes
1yhtzq33ssznnl1pkg6fjz26t,Bryan Josué,Acosta Ramos,Bryan,Acosta,Male,NaN,B. Acosta,Honduras,56ftnqeq3x3j77uone8qm5ow6,NaN,NaN,Midfielder,player,1993-11-24,La Ceiba,Honduras,56ftnqeq3x3j77uone8qm5ow6,175.0,80.0,right,21.0,active,no
2m7xhno7xnktvmzwa6j7wlgfe,Abraham,Rodriguez,Abraham,Rodriguez,Male,NaN,A. Rodriguez,USA,7hr2f89v44y65dyu9k92vprwn,Mexico,5trdr3jf42i20zj1hnkvcytr6,Goalkeeper,player,2002-07-19,Thornton,USA,7hr2f89v44y65dyu9k92vprwn,173.0,75.0,NaN,26.0,active,no
2unnytu55d7lvws7h3r86yhud,Marko,Ilić,Marko,Ilic,Male,Marko Ilic,M. Ilić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Goalkeeper,player,1998-02-03,Novi Sad,Serbia,5w4ve503bjdsshwx9ho6jxzx0,191.0,81.0,right,1.0,active,no
33l6xyx4nhswaphl9ha38yx9l,Alhassan,Abubakar,Lalas,Abubakar,Male,NaN,L. Abubakar,Ghana,2q2sw72utw5gu9t5y4knckwba,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1994-12-25,Kumasi,Ghana,2q2sw72utw5gu9t5y4knckwba,185.0,82.0,NaN,6.0,active,yes
34wufspo6zerdhewo82hbszmy,Ralph-William Johnson,Priso-Mbongue,Ralph,Priso-Mbongue,Male,NaN,R. Priso,Canada,1iaoypzp6syf32cz9l15pzp7e,Cameroon,4eb9feio6u267dd1jcwaf38mt,Midfielder,player,2002-08-02,Toronto,Canada,1iaoypzp6syf32cz9l15pzp7e,175.0,80.0,NaN,97.0,active,no
3z2lh52s6xpulwxm636h31e51,Diego Iván,Rubio Köstner,Diego,Rubio,Male,NaN,D. Rubio,Chile,32tb8d7824xg4i0ybxzssczu0,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1993-05-15,Santiago de Chile,Chile,32tb8d7824xg4i0ybxzssczu0,180.0,77.0,right,11.0,active,no
4ecgnoxeou0m46yw8hwisbrx0,Anthony Charles,Markanich Jr.,Anthony,Markanich,Male,NaN,A. Markanich,USA,7hr2f89v44y65dyu9k92vprwn,Philippines,2bn52u7dpgfatwqumx224cczx,Defender,player,1999-12-26,Bourbonnais,USA,7hr2f89v44y65dyu9k92vprwn,185.0,NaN,NaN,31.0,active,no
4x3md4d2zvyvxlhtqp0ocvmqx,Rémi,Cabral,Rémi,Cabral,Male,NaN,R. Cabral,France,7gww28djs405rfga69smki84o,NaN,NaN,Midfielder,player,1999-07-10,Paris,France,7gww28djs405rfga69smki84o,183.0,79.0,NaN,49.0,active,no
5odgmdtpkte7j2674it4hpqs5,Alexander Joseph,Gersbach,Alex,Gersbach,Male,NaN,A. Gersbach,Australia,u5ieemi69z72c3bgczyy68lo,Greece,6lpgd60z890no2v46zdecrcss,Defender,player,1997-05-08,Auburn,Australia,u5ieemi69z72c3bgczyy68lo,183.0,73.0,left,16.0,active,no
60t3ibndso4jkw4sig7k3t5n9,William Paul,Yarbrough Story,William,Yarbrough,Male,NaN,W. Yarbrough,USA,7hr2f89v44y65dyu9k92vprwn,Mexico,5trdr3jf42i20zj1hnkvcytr6,Goalkeeper,player,1989-03-20,Aguascalientes,Mexico,5trdr3jf42i20zj1hnkvcytr6,187.0,73.0,right,22.0,active,no
6pgcyaivg3sjcm6jju4nn3omi,Cole John,Bassett,Cole,Bassett,Male,NaN,C. Bassett,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2001-07-28,NaN,USA,7hr2f89v44y65dyu9k92vprwn,180.0,68.0,both,23.0,active,yes
6trmqwons1idaeoem1g7u467e,Braian Alejandro,Galván,Braian,Galván,Male,NaN,B. Galván,Argentina,2vovxa97k7v7ofa85dah2xktb,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2000-10-06,San Miguel de Tucumán,Argentina,2vovxa97k7v7ofa85dah2xktb,166.0,64.0,NaN,29.0,active,no
7xkf0ivgpbpeox35j4voo37jd,Exon Gustavo,Vallecilla Godoy,Gustavo,Vallecilla,Male,NaN,G. Vallecilla,Ecuador,6pyj2bytt2osbjk69owzfehcg,NaN,NaN,Defender,player,1999-05-28,Esmeraldas,Ecuador,6pyj2bytt2osbjk69owzfehcg,188.0,81.0,NaN,24.0,active,no
8iak9g0hidtul7s5b298x7wq2,Calvin,Harris,Calvin,Harris,Male,NaN,C. Harris,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,Attacker,player,2000-03-20,Middlesbrough,England,1fk5l4hkqk12i7zske6mcqju6,183.0,73.0,NaN,14.0,active,yes
8qqehla9xvhut6uua4a0zcju2,Sebastian Sun,Anderson,Sebastian,Anderson,Male,NaN,S. Anderson,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2002-08-08,Sacramento,USA,7hr2f89v44y65dyu9k92vprwn,173.0,70.0,right,27.0,active,yes
8y8pi7ah50adhalt8dl060hyh,Sidnei Wilson,Vieira David Tavares,Sidnei Wilson Vieira David,Tavares,Male,Sidnei Tavares,Sidnei Tavares,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,NaN,Midfielder,player,2001-09-29,NaN,Portugal,1nbm5i9a0403zzvltn17lxinc,188.0,76.0,right,10.0,active,no
9ag5u6rbadh11rvoa2othdclw,Tadeo,Razo Sanchez,Tadeo,Razo Sanchez,Male,NaN,T. Razo,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2006-08-19,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,74.0,active,no
agw4ksz62ddb0q7h7lon4na0a,Aboubacar Kobele,Keita,Aboubacar,Keita,Male,NaN,A. Keita,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2000-04-06,New York City,USA,7hr2f89v44y65dyu9k92vprwn,188.0,81.0,NaN,30.0,active,no
ah2s6yhizmnyhjdo9yk56h39x,Sam Alastair,Nicholson,Sam,Nicholson,Male,NaN,S. Nicholson,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,NaN,NaN,Midfielder,player,1995-01-20,Edinburgh,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,175.0,71.0,left,28.0,active,no
b6u6116764v2j7apsi25vx3v9,Steven Mehrdad,Beitashour,Steven,Beitashour,Male,NaN,S. Beitashour,Iran,e53g9hr2d3kasm34uumbg8r4,NaN,NaN,Defender,player,1987-02-01,San Jose,USA,7hr2f89v44y65dyu9k92vprwn,178.0,78.0,right,33.0,active,no
bocl3lbg3kiz5un46fftpqk0l,Daniel John,Wilson,Danny,Wilson,Male,NaN,D. Wilson,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,NaN,NaN,Defender,player,1991-12-27,Livingston,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,187.0,79.0,left,4.0,active,no
btqe4tigm004n7dj039au2sfe,Darren Kissy,Yapi,Darren,Yapi,Male,NaN,D. Yapi,USA,7hr2f89v44y65dyu9k92vprwn,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,2004-11-19,Denver,USA,7hr2f89v44y65dyu9k92vprwn,185.0,79.0,NaN,77.0,active,yes
btu7qgeq9vqtnjz3fe2mw9wid,Keegan,Rosenberry,Keegan,Rosenberry,Male,NaN,K. Rosenberry,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1993-12-11,Harrisburg,USA,7hr2f89v44y65dyu9k92vprwn,173.0,73.0,right,2.0,active,yes
c59mz9bql881u29nhwuze2imt,Andreas,Beyer Maxsø,Andreas,Maxsø,Male,NaN,A. Maxsø,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Defender,player,1994-03-18,Hvidovre,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,85.0,both,5.0,active,yes
cfx7vo0kbjvcly2nf1b7papsk,Yosuke,Hanya,Yosuke,Hanya,Male,NaN,Y. Hanya,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN,Attacker,player,1999-01-30,Tokyo,Japan,lxyibh89lpdc0bfian1nx0xq,173.0,NaN,NaN,47.0,active,no
cqa20tk6yzfxh21e85rc0bm51,Andrew David,Gutman,Andrew,Gutman,Male,NaN,A. Gutman,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1996-10-02,Hinsdale,USA,7hr2f89v44y65dyu9k92vprwn,178.0,72.0,NaN,13.0,active,no
cxgl6f675j5cdlhk913l0gt0,Max,Alves da Silva,Max,Alves da Silva,Male,Max,Max,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Midfielder,player,2001-05-12,Juiz de Fora,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,175.0,73.0,NaN,8.0,active,no
d1xbknrhqh2ohxrsz5j4j2a22,Dantouma,Toure,Dantouma,Toure,Male,NaN,D. Toure,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Attacker,player,2004-06-12,NaN,Guinea,4i9sg55wigitrfx7290f59ceo,175.0,68.0,NaN,37.0,active,no
d3o7q30k3xzqol23aukilitw5,Chris,Armas,Chris,Armas,Male,NaN,C. Armas,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,coach,1972-08-27,New York,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,NaN,active,yes
dw8iyfupgsqkt8ogxssmtss4q,Michael Joseph,Edwards,Michael,Edwards,Male,NaN,M. Edwards,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2000-11-27,Woodbridge,USA,7hr2f89v44y65dyu9k92vprwn,192.0,80.0,NaN,34.0,active,yes
ec7bs7thtvr709yz68bc3txm2,Rafael,Navarro Leal,Rafael,Navarro Leal,Male,Rafael Navarro,Rafael Navarro,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Attacker,player,2000-04-14,Cabo Frio,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,184.0,84.0,right,9.0,active,yes
ef0mdmviodx1s742l767gst1,Robin Lucius,Fraser,Robin,Fraser,Male,NaN,R. Fraser,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,coach,1966-12-17,Kingston,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,NaN,NaN,NaN,NaN,active,no
efr6uboj041gcgi2qxm0pa5be,Luis Mario,Díaz Espinoza,Luis,Díaz,Male,NaN,L. Díaz,Costa Rica,48emauy3fucokp86skcs5alh8,NaN,NaN,Attacker,player,1998-12-06,Nicoya,Costa Rica,48emauy3fucokp86skcs5alh8,175.0,72.0,right,12.0,active,no
ehv4rise2fx4u1wepwtwllb6x,Connor Patrick,Ronan,Connor,Ronan,Male,NaN,C. Ronan,Republic of Ireland,63nepb66un7juhglo2g6rezcl,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,1998-03-06,Rochdale,England,1fk5l4hkqk12i7zske6mcqju6,170.0,70.0,right,20.0,active,yes
ei6uyydoe2e7opomnstppy6z9,Jack Alexander,Price,Jack,Price,Male,NaN,J. Price,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,Midfielder,player,1992-12-19,Shrewsbury,England,1fk5l4hkqk12i7zske6mcqju6,171.0,87.0,right,19.0,active,no
errrv56acc41z74f8kumo7qlm,Daniel Ulises,Leyva,Danny,Leyva,Male,NaN,D. Leyva,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2003-05-05,Las Vegas,USA,7hr2f89v44y65dyu9k92vprwn,178.0,68.0,NaN,15.0,active,no
ew8oodr9hiuqve7xlz24xznfu,Marlon,Vargas,Marlon,Vargas,Male,NaN,M. Vargas,El Salvador,6jovhn8du7uhbedi92voitt3k,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2001-01-12,Bakersfield,USA,7hr2f89v44y65dyu9k92vprwn,165.0,63.0,NaN,39.0,active,no
f1oc42nax0yel4gblge49py7e,Daouda,Amadou,Daouda,Amadou,Male,NaN,D. Amadou,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN,Midfielder,player,2002-10-02,Yaoundé,Cameroon,4eb9feio6u267dd1jcwaf38mt,160.0,NaN,NaN,45.0,active,no
f2rsdmmc0p17giswr5jd69vmy,Wolde,Harris,Wolde,Harris,Male,NaN,W. Harris,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,NaN,NaN,NaN,assistant coach,1974-01-26,NaN,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,NaN,NaN,NaN,NaN,active,yes
oyfrc7by0bs2xynwaof0xtrd,Kévin,Cabral,Kévin,Cabral,Male,NaN,K. Cabral,France,7gww28djs405rfga69smki84o,Cabo Verde,7235kgq23bu1v4qwk491u58h0,Attacker,player,1999-07-10,Paris,France,7gww28djs405rfga69smki84o,185.0,69.0,right,91.0,active,yes
2ea1m495bt3rc5xnyvo1sy3h0,Wilfried,Nancy,Wilfried,Nancy,Male,NaN,W. Nancy,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,coach,1977-04-09,Le Havre,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,NaN,active,yes
2g5s1bd38e3v7j8h11xq3uo6h,Jake Francis,Morris,Jake,Morris,Male,NaN,J. Morris,USA,7hr2f89v44y65dyu9k92vprwn,Canada,1iaoypzp6syf32cz9l15pzp7e,Defender,player,1999-03-03,Fort Lauderdale,USA,7hr2f89v44y65dyu9k92vprwn,188.0,86.0,left,33.0,active,no
