id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,shirtNumber,startDate,endDate,status,active,height,weight,foot,secondNationality,secondNationalityId,placeOfBirth,knownName,dateOfDeath
bl8eixhmbix2chqjdhc0kffxm,Sigurd,Kvile,Sigurd,Kvile,Male,S. Kvile,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2000-02-26,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,2023-08-01Z,2023-08-31Z,active,no,NaN,NaN,right,NaN,NaN,Bergen,NaN,NaN
blsn3vd9ixyrtiiw3t023cuwa,Joel,Mugisha Mvuka,Joel,Mvuka,Male,J. Mvuka,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2002-11-12,Norway,7f16iy4w8u8ogyn6pfooqwv5z,93.0,2023-01-31Z,2023-06-30Z,active,no,176.0,66.0,right,Burundi,5d7e5052i0sb4wwloukhpafuu,Bergen,NaN,NaN
bxamae8lo647u6k3kruigir8q,Adam,Sørensen,Adam,Sørensen,Male,A. Sørensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-11-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,30.0,2023-01-12Z,2024-12-31Z,active,no,165.0,60.0,left,NaN,NaN,NaN,NaN,NaN
bybggxgpzlr7xz2f1i3b7c0kp,Hugo Vegard,Vetlesen,Hugo,Vetlesen,Male,H. Vetlesen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2000-02-29,Belgium,4wbzjcclyefma1ourvjsu4q2j,10.0,2020-10-05Z,2023-07-03Z,active,no,174.0,72.0,right,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN
d95uicftg11gdyf5yk2ntt1jo,Daniel Joshua,Bassi Jakobsen,Daniel,Bassi,Male,D. Bassi,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2004-10-31,Norway,7f16iy4w8u8ogyn6pfooqwv5z,10.0,2023-08-01Z,NaN,active,yes,NaN,NaN,NaN,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN
dgki9si023s93nymhod74jlzo,Fredrik,Sjøvold,Fredrik,Sjøvold,Male,F. Sjøvold,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2003-08-17,Norway,7f16iy4w8u8ogyn6pfooqwv5z,20.0,2022-01-01Z,2023-08-29Z,active,no,168.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dnw3y6r7bk0aqbta2s7ttivhl,Fredrik André,Bjørkan,Fredrik,Bjørkan,Male,F. Bjørkan,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1998-08-21,Norway,7f16iy4w8u8ogyn6pfooqwv5z,15.0,2023-01-08Z,NaN,active,yes,180.0,74.0,NaN,NaN,NaN,NaN,NaN,NaN
do2fwr0qn3kg0qb40e3i36q51,Patrick,Berg,Patrick,Berg,Male,P. Berg,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1997-11-24,Norway,7f16iy4w8u8ogyn6pfooqwv5z,77.0,2022-08-29Z,NaN,active,yes,178.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
e5oacvmfe0ig0vfrk0oxaqcq1,Nino,Žugelj,Nino,Zugelj,Male,N. Žugelj,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Attacker,player,2000-05-23,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,99.0,2022-08-01Z,2025-02-05Z,active,no,188.0,77.0,left,NaN,NaN,NaN,NaN,NaN
tna1e4n8ca1jmlidezev9atw,Magnus,Antonsen,Magnus,Antonsen,Male,M. Antonsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2006-06-12,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,2023-01-01Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14ypgy7ikxp4yubgkr3yhh90p,Oscar,Krusnell,Oscar,Krusnell,Male,O. Krusnell,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1999-02-17,Sweden,1z6l2c33w2kyz9rdefs1d68nb,3.0,2023-02-27Z,2025-07-30Z,active,no,NaN,NaN,left,NaN,NaN,NaN,NaN,NaN
1i8k7uoh7y1j73o0tatk35gb9,Óskar Hrafn,Þorvaldsson,Óskar,Thorvaldsson,Male,Ó. Þorvaldsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,1973-10-25,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-12-01Z,2024-05-10Z,active,no,181.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1s3v8iujq9j1qbhccuun62jft,Julius,Eskesen,Julius,Eskesen,Male,J. Eskesen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1999-03-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,21.0,2022-03-31Z,2025-08-12Z,active,no,175.0,68.0,both,NaN,NaN,Odense,NaN,NaN
2idnu40p82nqrtjbgrfv0zfo4,Sancheev,Manoharan,Sancheev,Manoharan,Male,S. Manoharan,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,assistant coach,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2023-09-10Z,2024-05-10Z,active,no,NaN,NaN,NaN,India,pu2isxryiewd7pvejah6oqex,NaN,NaN,NaN
372ziaw03h8jne09qiwlt6bjd,Egil,Selvik,Egil,Selvik,Male,E. Selvik,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,1997-07-30,Norway,7f16iy4w8u8ogyn6pfooqwv5z,1.0,2021-01-12Z,2025-01-10Z,active,no,187.0,75.0,left,NaN,NaN,NaN,NaN,NaN
3i54vbczfupg24ex857b7hr10,Almar Gjerd,Grindhaug,Almar,Grindhaug,Male,A. Grindhaug,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2006-02-04,Norway,7f16iy4w8u8ogyn6pfooqwv5z,40.0,2023-01-01Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3leszpgxgiq8157tjrvi4fe21,Peter,Nysted Therkildsen,Peter,Therkildsen,Male,P. Therkildsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1998-06-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,7.0,2021-01-15Z,2024-02-21Z,active,no,190.0,87.0,right,NaN,NaN,Solrød Strand,NaN,NaN
3vuirsh6wmbhingygy27f0hqt,Mads,Berg Sande,Mads,Sande,Male,M. Sande,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1998-03-22,Norway,7f16iy4w8u8ogyn6pfooqwv5z,27.0,2021-01-01Z,2023-08-30Z,active,no,181.0,73.0,NaN,NaN,NaN,NaN,NaN,NaN
3ypze6niy1xujkfek2xyg64us,Eivind,Helgeland,Eivind,Helgeland,Male,E. Helgeland,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2003-12-01,Norway,7f16iy4w8u8ogyn6pfooqwv5z,36.0,2023-07-20Z,2024-03-12Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
42n78xx1xyu5wzx6p9sggyxh,Alexander,Toft Søderlund,Alexander,Søderlund,Male,A. Søderlund,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1987-08-03,Norway,7f16iy4w8u8ogyn6pfooqwv5z,16.0,2021-08-01Z,2023-12-31Z,active,no,187.0,86.0,right,NaN,NaN,Haugesund,NaN,NaN
446klv47srbtz97yk7vgakbft,Bruno Miguel,Santos Leite,Bruno,Leite,Male,Bruno Leite,Cabo Verde,7235kgq23bu1v4qwk491u58h0,Midfielder,player,1995-03-26,Portugal,1nbm5i9a0403zzvltn17lxinc,26.0,2022-09-08Z,NaN,active,yes,184.0,NaN,NaN,NaN,NaN,Lissabon,Bruno Leite,NaN
45bvacft2k18ioxx2eek63y8k,Vegard,Solheim,Vegard,Solheim,Male,V. Solheim,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2004-08-10,Norway,7f16iy4w8u8ogyn6pfooqwv5z,38.0,2021-08-21Z,2024-04-17Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4bhecy0vioxwdpmw64uyek3ro,Sander,Håvik Innvær,Sander,Innvær,Male,S. Innvær,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-10-11,Norway,7f16iy4w8u8ogyn6pfooqwv5z,37.0,2022-03-11Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4bkqvwlmbwul0s8lbbq6mifp,Søren,Reese,Søren,Reese,Male,S. Reese,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1993-07-29,Denmark,5adf60vwiw2f2mibyq1k4ex7i,5.0,2022-02-14Z,2023-07-31Z,active,no,184.0,71.0,left,NaN,NaN,Ingstrup,NaN,NaN
6qa22t9j7co6lpatbd00zppwq,Claus,Babo Niyukuri,Claus,Niyukuri,Male,C. Niyukuri,Burundi,5d7e5052i0sb4wwloukhpafuu,Defender,player,2000-02-13,Norway,7f16iy4w8u8ogyn6pfooqwv5z,2.0,2023-01-08Z,NaN,active,yes,NaN,NaN,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN
6uyr4yqazmaixudqi53brehas,Sander,Kaldråstøyl Østraat,Sander,Østraat,Male,S. Østraat,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2005-02-02,Norway,7f16iy4w8u8ogyn6pfooqwv5z,42.0,2022-01-01Z,2024-02-16Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6yj33ghw3e2x8lv9mtvqyg7x0,Sory Ibrahim,Diarra,Sory,Diarra,Male,S. Diarra,Mali,d0v29nncgikdswlxpdq553zz,Attacker,player,2000-02-28,Mali,d0v29nncgikdswlxpdq553zz,29.0,2023-02-21Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,Ségou,NaN,NaN
83uml6n0wlgtirmi30sa2ihd6,Sebastian,Tounekti,Sebastian,Tounekti,Male,S. Tounekti,Tunisia,2um1icx6ftp1auliaxyw0ou6y,Attacker,player,2002-07-13,Norway,7f16iy4w8u8ogyn6pfooqwv5z,11.0,2023-08-12Z,2025-02-21Z,active,no,183.0,68.0,right,NaN,NaN,Tromsø,NaN,NaN
8vwuy6oete4o3tiqrekafz3ai,Sondre,Liseth,Sondre,Liseth,Male,S. Liseth,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1997-09-30,Norway,7f16iy4w8u8ogyn6pfooqwv5z,9.0,2021-03-22Z,2025-01-28Z,active,no,182.0,72.0,right,NaN,NaN,Ålesund,NaN,NaN
8yomzzy0baibofsscmoj5bvo4,Oluwasegun Samuel,Otusanya,Samuel,Otusanya,Male,S. Otusanya,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2004-06-27,Nigeria,63pvdwrsiq5b07mzi8igqei9p,17.0,2023-01-01Z,2023-12-31Z,active,no,186.0,75.0,left,NaN,NaN,NaN,NaN,NaN
9avxz26gl0igfm4ea5inps0es,Mikkel,Kalvenes Hope,Mikkel,Hope,Male,M. Hope,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2006-08-08,Norway,7f16iy4w8u8ogyn6pfooqwv5z,25.0,2023-02-14Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9jde60t1ejjo2f2j2jsqoipnu,Bilal,Elmi Njie,Bilal,Njie,Male,B. Njie,Somalia,5f1civs919ytka0t5h6fperc2,Attacker,player,1998-06-13,Norway,7f16iy4w8u8ogyn6pfooqwv5z,99.0,2022-03-31Z,2024-03-29Z,active,no,183.0,75.0,NaN,NaN,NaN,NaN,NaN,NaN
9ol3wyx7gs29bpbhg4osrwovd,Kevin Martin,Krygård,Kevin,Krygård,Male,K. Krygård,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2000-05-17,Norway,7f16iy4w8u8ogyn6pfooqwv5z,8.0,2017-08-12Z,2024-01-03Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a69sa0h7lgpmlav961cpejbe2,Daan,Huisman,Daan,Huisman,Male,D. Huisman,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2002-07-26,Netherlands,6hzi5pltnz67q4la8yli9qfv6,23.0,2023-09-01Z,2023-12-31Z,active,no,189.0,63.0,right,NaN,NaN,Arnhem,NaN,NaN
aidszemzelr4wewea47m3epqt,Jostein,Grindhaug,Jostein,Grindhaug,Male,J. Grindhaug,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,coach,1973-02-20,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,2019-01-24Z,2023-09-10Z,active,no,NaN,NaN,NaN,NaN,NaN,Haugesund,NaN,NaN
ba3khlvb1tsa69a1sbo3v1jx0,Andreas,Nordentoft Ekrene,Andreas,Ekrene,Male,A. Ekrene,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2005-01-04,Norway,7f16iy4w8u8ogyn6pfooqwv5z,34.0,2022-05-01Z,2024-01-06Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
clyv3e5zbj72u09ialts0ul1w,Martin,Alvsaker,Martin,Alvsaker,Male,M. Alvsaker,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2005-02-03,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,2022-06-28Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cs59s6zf7aff0k36b2hhkvnu2,Adrion,Pajaziti,Adrion,Pajaziti,Male,A. Pajaziti,Albania,17zsm8shejejls2on1ffil3op,Midfielder,player,2002-11-16,England,1fk5l4hkqk12i7zske6mcqju6,10.0,2023-02-26Z,2023-08-02Z,active,no,180.0,NaN,left,Kosovo,86u6edbqifdjsn49mbp2anw7p,London,NaN,NaN
cyndk88eyqa8w6nfdsne29zis,Anders,Bondhus,Anders,Bondhus,Male,A. Bondhus,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2005-06-18,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,2023-06-06Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dfp3y0edqm1vg85f6n3b6ut49,Ulrik,Tillung Fredriksen,Ulrik,Fredriksen,Male,U. Fredriksen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1999-06-17,Norway,7f16iy4w8u8ogyn6pfooqwv5z,15.0,2020-01-13Z,2025-02-28Z,active,no,189.0,NaN,right,NaN,NaN,Bergen,NaN,NaN
dkk3twgai2ldi75eh0xr37hbe,Michee,Nzomba Ngalina,Michee,Ngalina,Male,M. Ngalina,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Attacker,player,2000-04-06,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,20.0,2023-08-26Z,2024-01-05Z,active,no,180.0,68.0,NaN,NaN,NaN,Kinshasa,NaN,NaN
dl3faj0dj1z16de9rb63nxyp5,Magnus,Christensen,Magnus,Christensen,Male,M. Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-08-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,6.0,2022-08-01Z,2024-01-31Z,active,no,182.0,74.0,both,NaN,NaN,Frederikshavn,NaN,NaN
dm8o4dhzm9b2bh4e0zma1x638,Magnus,Knutsvik,Magnus,Knutsvik,Male,M. Knutsvik,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2005-02-23,Norway,7f16iy4w8u8ogyn6pfooqwv5z,41.0,2023-01-01Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dmzue0z7q5147nxeo24emskid,Amund,Wichne,Amund,Wichne,Male,A. Wichne,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,1997-05-12,Norway,7f16iy4w8u8ogyn6pfooqwv5z,12.0,2023-01-23Z,NaN,active,yes,182.0,79.0,NaN,NaN,NaN,Mandal,NaN,NaN
dp2ce683ahjwgywryjizdbtud,Martin,Samuelsen,Martin,Samuelsen,Male,M. Samuelsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1997-04-17,Norway,7f16iy4w8u8ogyn6pfooqwv5z,14.0,2021-08-01Z,NaN,active,yes,189.0,72.0,right,NaN,NaN,Haugesund,NaN,NaN
e20bu4y05cuuxz7zx3hl0erdg,Madiodio,Dia,Madiodio,Dia,Male,M. Dia,Senegal,6hhqyhr5cwq2pfprlazyposyk,Defender,player,2004-01-15,Senegal,6hhqyhr5cwq2pfprlazyposyk,55.0,2023-08-29Z,2024-04-03Z,active,no,192.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eguth2iido7y17nisod5l6e50,Troy,Engseth Nyhammer,Troy,Nyhammer,Male,T. Nyhammer,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2006-08-19,Norway,7f16iy4w8u8ogyn6pfooqwv5z,24.0,2022-11-12Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rqzgkxjy310eosvc4w7red49,Anders,Bloch Bærtelsen,Anders,Bærtelsen,Male,A. Bærtelsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-05-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,4.0,2021-08-17Z,2025-03-12Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13wkddshf1c9zrygeg7r3s6w9,Julian Fletcher,Dunn-Johnson,Julian,Dunn,Male,J. Dunn,Canada,1iaoypzp6syf32cz9l15pzp7e,Defender,player,2000-07-11,Canada,1iaoypzp6syf32cz9l15pzp7e,5.0,2022-01-08Z,2023-12-31Z,active,no,188.0,82.0,right,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Toronto,NaN,NaN
272w5ezobn1o53b3yxnbgjckq,Kobe Andre,Hernández-Foster,Kobe,Hernández-Foster,Male,K. Hernández-Foster,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2002-06-26,USA,7hr2f89v44y65dyu9k92vprwn,22.0,2022-01-05Z,2024-01-01Z,active,no,173.0,68.0,NaN,Honduras,56ftnqeq3x3j77uone8qm5ow6,NaN,NaN,NaN
2w16juzjxl4d66a709ibf1afo,Halvor,Rødølen Opsahl,Halvor,Opsahl,Male,H. Opsahl,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2002-10-08,Norway,7f16iy4w8u8ogyn6pfooqwv5z,4.0,2021-04-23Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2w7qb6w4qcogyuvgi31rfv85w,Julian,Bakkeli Gonstad,Julian,Gonstad,Male,J. Gonstad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2006-06-29,Norway,7f16iy4w8u8ogyn6pfooqwv5z,20.0,2021-07-01Z,2024-08-07Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3gbk1gtcjh5k5lvuodfpmi21h,Jakob Saldern,Stein Michelsen,Jakob,Michelsen,Male,J. Michelsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1980-09-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2022-01-09Z,2025-06-24Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4m57qe3mtal1r68md5yj8xvc9,Tore André,Hagbø Sørås,Tore André,Sørås,Male,T. Sørås,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1998-06-18,Norway,7f16iy4w8u8ogyn6pfooqwv5z,11.0,2023-01-08Z,NaN,active,yes,190.0,84.0,both,NaN,NaN,NaN,NaN,NaN
5fsdtr9dghckm2drjfu7tafis,Ibrahim Romeo,Olola,Ibrahim,Olola,Male,I. Olola,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,2004-10-20,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,2023-04-14Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5n629kkppfythznrmadtslmfp,Aleksander,Melgalvis Andreassen,Aleksander,Melgalvis,Male,A. Melgalvis,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1989-08-10,Norway,7f16iy4w8u8ogyn6pfooqwv5z,33.0,2021-01-20Z,2024-01-01Z,active,no,178.0,73.0,right,NaN,NaN,Hamar,NaN,NaN
5qky4iagfcl9xeretjzosp2qc,Archange Defringan,Mondouo,Archange Defringan,Mondouo,Male,A. Mondouo,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,player,2004-12-26,Côte d'Ivoire,tin6kf561ywonqan0mettr98,30.0,2023-01-01Z,2024-02-28Z,died,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2024-02-28
6l66rq02rijo20xnhkfuudv4l,Jonas,Enkerud,Jonas,Enkerud,Male,J. Enkerud,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1990-04-25,Norway,7f16iy4w8u8ogyn6pfooqwv5z,9.0,2019-01-02Z,2024-01-31Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6r0yq4i1lk788h1euk5ztec5,Viðar Ari,Jónsson,Vidar Ari,Jónsson,Male,V. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1994-03-10,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,21.0,2023-08-31Z,NaN,active,yes,184.0,75.0,right,NaN,NaN,NaN,NaN,NaN
6to0utql04vnj613arhu5m2tx,William Albin,Kurtović,William,Kurtovic,Male,W. Kurtović,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1996-06-22,Sweden,1z6l2c33w2kyz9rdefs1d68nb,19.0,2023-02-09Z,2024-12-31Z,active,no,190.0,85.0,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,Karlskrona,NaN,NaN
6y6xobx7t2qx431s59kv8hk9h,Robert Marcus,Sandberg,Marcus,Sandberg,Male,M. Sandberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1990-11-07,Sweden,1z6l2c33w2kyz9rdefs1d68nb,12.0,2023-01-25Z,NaN,active,yes,191.0,80.0,right,NaN,NaN,Rönnäng,NaN,NaN
6ygixtbzlkjotkxlq3ns1teqx,Henrik,Udahl,Henrik,Udahl,Male,H. Udahl,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1997-01-12,Norway,7f16iy4w8u8ogyn6pfooqwv5z,14.0,2023-01-08Z,2025-02-20Z,active,no,186.0,77.0,right,NaN,NaN,Fredrikstad,NaN,NaN
7h39w16zvj1lbfb0rqr7kvt1x,Jens Martin,Gammelby,Jens,Gammelby,Male,J. Gammelby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1995-02-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,3.0,2023-02-14Z,2024-01-01Z,active,no,192.0,81.0,both,NaN,NaN,Ikast,NaN,NaN
7ussl6bmt5g4jfz251wndhlnt,Håkan Rasmus,Wiedesheim-Paul,Rasmus,Wiedesheim-Paul,Male,R. Wiedesheim-Paul,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,1999-02-08,Sweden,1z6l2c33w2kyz9rdefs1d68nb,17.0,2023-03-31Z,2023-08-04Z,active,no,187.0,77.0,right,NaN,NaN,NaN,NaN,NaN
8nmrvwyosqdqwyqowvdqvahh,Fredrik,Vangstad Sjølstad,Fredrik,Sjølstad,Male,F. Sjølstad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1994-03-29,Norway,7f16iy4w8u8ogyn6pfooqwv5z,23.0,2022-01-18Z,NaN,active,yes,187.0,78.0,right,NaN,NaN,Oslo,NaN,NaN
8y93t5ly9qv0zhtpj54lax1xw,Leo,Haug Utkilen,Leo,Utkilen,Male,L. Utkilen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2005-04-02,Norway,7f16iy4w8u8ogyn6pfooqwv5z,31.0,2023-01-08Z,2025-04-30Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
97pv7d7lbkovwn9gcpf0tpnmx,Morten,Bjørlo,Morten,Bjørlo,Male,M. Bjørlo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1995-10-04,Norway,7f16iy4w8u8ogyn6pfooqwv5z,17.0,2023-08-16Z,2023-12-31Z,active,no,176.0,64.0,right,NaN,NaN,NaN,NaN,NaN
9d4hsr5ipklocdya5wu291ihh,John Olav,Norheim,John,Norheim,Male,J. Norheim,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1995-04-05,Norway,7f16iy4w8u8ogyn6pfooqwv5z,6.0,2022-12-07Z,2025-02-02Z,active,no,NaN,NaN,right,NaN,NaN,NaN,NaN,NaN
a9guphf8p0im4it165fsqhud,Pål Alexander,Kirkevold,Pål,Kirkevold,Male,P. Kirkevold,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1990-11-10,Norway,7f16iy4w8u8ogyn6pfooqwv5z,16.0,2022-01-30Z,NaN,active,yes,185.0,90.0,left,NaN,NaN,Re,NaN,NaN
acywecp0xa23e6xs2p94gljis,Petter Eichler,Jensen,Petter,Jensen,Male,P. Jensen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2003-08-18,Norway,7f16iy4w8u8ogyn6pfooqwv5z,28.0,2023-03-17Z,2024-02-22Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
aggjh662fgl2me6slzt0ll8t1,Nicholas George,Hagen Godoy,Nicholas,Hagen,Male,N. Hagen,Guatemala,6bw57gk867vfrep8b5e4ykh24,Goalkeeper,player,1996-08-02,Guatemala,6bw57gk867vfrep8b5e4ykh24,96.0,2021-07-30Z,2023-06-30Z,active,no,193.0,80.0,right,USA,7hr2f89v44y65dyu9k92vprwn,Nueva Guatemala de la Asunción,NaN,NaN
ahje1y6v4dlmq4ath0rfcql90,Benjamin,Thoresen Faraas,Benjamin,Faraas,Male,B. Faraas,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2005-09-08,Norway,7f16iy4w8u8ogyn6pfooqwv5z,21.0,2021-01-22Z,2023-08-23Z,active,no,180.0,NaN,right,NaN,NaN,Flisa,NaN,NaN
bcerex69kis7mowlf2exej2dx,Kristian,Lønstad Onsrud,Kristian,Onsrud,Male,K. Onsrud,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1994-07-22,Norway,7f16iy4w8u8ogyn6pfooqwv5z,7.0,2017-12-05Z,2025-01-30Z,active,no,186.0,84.0,left,NaN,NaN,NaN,NaN,NaN
bop1j9fi00opeyzscvsw6xpn8,Arne,Hopland Ødegård,Arne,Ødegård,Male,A. Ødegård,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-02-04,Norway,7f16iy4w8u8ogyn6pfooqwv5z,24.0,2023-02-08Z,2025-08-06Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
