id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,status,active,endDate,knownName
89a4stbr9bzgl9ataji0j4b85,Timmy Dennis Mario,Thiele,Timmy,Thiele,Male,T. Thiele,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Attacker,player,1991-07-31,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,188.0,84.0,right,7.0,2023-01-18Z,active,yes,NaN,NaN
8fdi0gz9c71vbkrq1m2ztzyz9,Dennis,Slamar,Dennis,Slamar,Male,D. Slamar,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Defender,player,1994-09-08,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,185.0,85.0,right,27.0,2022-07-01Z,active,yes,NaN,NaN
8md1gwfetxnbqk0y4xmi5yjmd,Frank,Eulberg,Frank,Eulberg,Male,F. Eulberg,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,assistant coach,1963-01-13,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,2018-07-01Z,active,yes,NaN,NaN
93yjuql8xf9erffq7b0l9s4wl,Claus-Dieter,Wollitz,Claus-Dieter,Wollitz,Male,C. Wollitz,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,coach,1965-07-19,Brakel,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,2021-07-01Z,active,yes,NaN,NaN
a1eb9qftpii46ao5c84vbzvqi,Justin,Butler,Justin,Butler,Male,J. Butler,USA,7hr2f89v44y65dyu9k92vprwn,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2001-03-23,Augsburg,Germany,36min0qztu8eydwvpv8t1is0m,188.0,89.0,right,31.0,2025-07-14Z,active,yes,NaN,NaN
a4p3gmkx84pma9jh0gnow7wx6,Can Yahya,Moustfa,Can,Moustfa,Male,C. Moustfa,Syria,3tsnzfkszhsktmhsmwar1tvp8,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2004-11-19,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,17.0,2025-07-01Z,active,yes,NaN,NaN
awwntmlwts3s6cg58t0xhlrai,Theo,Ogbidi,Theo,Ogbidi,Male,T. Ogbidi,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Midfielder,player,2001-02-02,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,22.0,2025-07-01Z,active,yes,NaN,NaN
8e68m1jwzqha63cjvshvzntn9,Marcel,Bär,Marcel,Bär,Male,M. Bär,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Attacker,player,1992-06-08,Gifhorn,Germany,36min0qztu8eydwvpv8t1is0m,184.0,80.0,right,15.0,2023-07-01Z,active,yes,NaN,NaN
bfso7h0dvkheyz1npariwbb2t,Romario,Hajrulla,Romario,Hajrulla,Male,R. Hajrulla,Albania,17zsm8shejejls2on1ffil3op,Greece,6lpgd60z890no2v46zdecrcss,Attacker,player,1998-12-01,Athen,Greece,6lpgd60z890no2v46zdecrcss,179.0,78.0,left,9.0,2024-07-01Z,active,no,2025-09-01Z,NaN
c6fcafjqn8xth1r5a47vt0c2c,King Samuel,Manu,King,Manu,Male,K. Manu,Germany,36min0qztu8eydwvpv8t1is0m,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,2003-11-23,Köln,Germany,36min0qztu8eydwvpv8t1is0m,195.0,83.0,right,NaN,2025-09-01Z,active,yes,2026-06-30Z,NaN
cfysw0lrk92ogv72c0jh3p6mt,Anderson-Lenda,Lucoqui,Anderson-Lenda,Lucoqui,Male,Anderson Lucoqui,Angola,3k53bkrjx5zsxchc6e3mcd834,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1997-07-06,NaN,Germany,36min0qztu8eydwvpv8t1is0m,181.0,76.0,both,NaN,2025-09-01Z,active,yes,NaN,Anderson Lucoqui
ckyg1eh3rmfmwzp3cy2k4me39,Axel,Borgmann,Axel,Borgmann,Male,A. Borgmann,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Defender,player,1994-07-08,Mülheim an der Ruhr,Germany,36min0qztu8eydwvpv8t1is0m,178.0,74.0,left,20.0,2019-08-11Z,active,yes,NaN,NaN
cygny7xkgpk25121ald49aor9,Leon,Guwara,Leon,Guwara,Male,L. Guwara,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1996-06-28,Köln,Germany,36min0qztu8eydwvpv8t1is0m,184.0,83.0,left,21.0,2025-07-15Z,active,yes,NaN,NaN
ev73ja3lqg6g947fbb0ux79hx,Marius,Funk,Marius,Funk,Male,M. Funk,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Goalkeeper,player,1996-01-01,Aalen,Germany,36min0qztu8eydwvpv8t1is0m,187.0,88.0,right,NaN,2025-09-04Z,active,yes,NaN,NaN
evfyb0gej8a46io1gplc7rzai,Max,Böhnke,Max,Böhnke,Male,M. Böhnke,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Goalkeeper,player,2003-08-16,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,30.0,2025-07-17Z,active,yes,NaN,NaN
sm2ibccdn0ij8aft1417sl3p,Dominik Leon,Pelivan,Dominik,Pelivan,Male,D. Pelivan,Germany,36min0qztu8eydwvpv8t1is0m,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,1996-06-08,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,185.0,80.0,right,5.0,2023-07-01Z,active,yes,NaN,NaN
ze7puzwz97ruojwoxk8x4ro4,Finn,Heidrich,Finn,Heidrich,Male,F. Heidrich,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Midfielder,player,2006-10-24,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,right,32.0,2024-02-03Z,active,yes,NaN,NaN
141wljrx5yyhytqwhkcl6dxhx,Julian,Günther-Schmidt,Julian,Günther-Schmidt,Male,J. Günther-Schmidt,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Attacker,player,1994-09-13,Pforzheim,Germany,36min0qztu8eydwvpv8t1is0m,183.0,81.0,both,10.0,2025-07-01Z,active,yes,NaN,NaN
1pyg87b2dbhdf5dbv36j5o296,Maximilian,Schmid,Maximilian,Schmid,Male,M. Schmid,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Attacker,player,2003-03-05,Hanau,Germany,36min0qztu8eydwvpv8t1is0m,184.0,72.0,right,39.0,2025-01-30Z,active,yes,NaN,NaN
22j1hmdd46hkpze06i62afwus,Paul,Seidel,Paul,Seidel,Male,P. Seidel,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Defender,player,2006-04-20,NaN,Germany,36min0qztu8eydwvpv8t1is0m,186.0,NaN,right,37.0,2025-01-24Z,active,yes,NaN,NaN
2f4v9fmdexa80he3syl39h3sa,Jonah Reinhard,Fabisch,Jonah,Fabisch,Male,J. Fabisch,Zimbabwe,6pqqn8s3pvbryohnkxd4ch4kn,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2001-08-13,Nairobi,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,178.0,71.0,left,20.0,2024-07-01Z,active,yes,NaN,NaN
2qwsoftmnegu0pzpt68tyni09,Julian,Guttau,Julian,Guttau,Male,J. Guttau,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Attacker,player,1999-10-29,Halle,Germany,36min0qztu8eydwvpv8t1is0m,180.0,75.0,left,19.0,2025-07-14Z,active,yes,NaN,NaN
455bg314r7fmye2uiqd3tseeh,Can Hayri,Özkan,Can,Özkan,Male,C. Özkan,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Midfielder,player,1999-12-02,Bielefeld,Germany,36min0qztu8eydwvpv8t1is0m,182.0,88.0,right,6.0,2024-07-01Z,active,yes,NaN,NaN
4a68wd537aot3aoerqzvmlmac,Lukas,Schimkus,Lukas,Schimkus,Male,L. Schimkus,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Defender,player,2007-10-05,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,left,12.0,2025-04-04Z,active,yes,NaN,NaN
4h2p7mp4820xhor2oq430qtxw,Tristan,Zobel,Tristan,Zobel,Male,T. Zobel,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Defender,player,2003-10-04,NaN,Germany,36min0qztu8eydwvpv8t1is0m,194.0,76.0,left,25.0,2025-07-01Z,active,yes,2026-06-30Z,NaN
4hqyl2wix5ey3dyvdlpkoz6z8,Ricky,Bornschein,Ricky,Bornschein,Male,R. Bornschein,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Attacker,player,1999-09-17,Naumburg,Germany,36min0qztu8eydwvpv8t1is0m,192.0,92.0,left,9.0,2024-07-01Z,active,yes,NaN,NaN
4phuoqqo0hjezzfzoz5gk6uxg,Mika,Clausen,Mika,Clausen,Male,M. Clausen,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Midfielder,player,2002-06-10,NaN,Germany,36min0qztu8eydwvpv8t1is0m,174.0,68.0,right,8.0,2024-07-01Z,active,yes,NaN,NaN
5cz6u1efjimx21461a1171t5h,Matthias,Heidrich,Matthias,Heidrich,Male,M. Heidrich,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,assistant coach,1977-12-10,Hoyerswerda,Germany,36min0qztu8eydwvpv8t1is0m,186.0,86.0,NaN,NaN,2024-12-21Z,active,yes,NaN,NaN
5le2v8wx9wsn9w37dnxmvfz10,William,Kallenbach,William,Kallenbach,Male,W. Kallenbach,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Attacker,player,2005-10-25,NaN,Germany,36min0qztu8eydwvpv8t1is0m,176.0,67.0,right,18.0,2024-02-23Z,active,no,2025-08-22Z,NaN
5r37pnesvskh8dm8yg046g8gl,Borys,Tashchy,Borys,Tashchy,Male,B. Tashchy,Ukraine,315w6fk6umfzf4qvba3t55u61,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,Attacker,player,1993-07-26,Odesa,Ukraine,315w6fk6umfzf4qvba3t55u61,192.0,90.0,both,14.0,2022-07-27Z,active,yes,NaN,NaN
68hw12v1jwtxo3o0kh0sf1mac,Max,Uhlig,Max,Uhlig,Male,M. Uhlig,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Goalkeeper,player,2006-09-08,NaN,Germany,36min0qztu8eydwvpv8t1is0m,187.0,84.0,left,36.0,2023-07-01Z,active,yes,NaN,NaN
6ua9raishkitoh2lg8ttk2j9w,Luan,Simnica,Luan,Simnica,Male,L. Simnica,Albania,17zsm8shejejls2on1ffil3op,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2004-01-22,Troisdorf,Germany,36min0qztu8eydwvpv8t1is0m,182.0,74.0,left,5.0,2025-07-01Z,active,yes,NaN,NaN
77h7hjgb2fbbputgq43knrahh,Martin,Männel,Martin,Männel,Male,M. Männel,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Goalkeeper,player,1988-03-16,Henningsdorf,Germany,36min0qztu8eydwvpv8t1is0m,184.0,80.0,right,1.0,2008-07-01Z,active,yes,NaN,NaN
77nvcao3rqd1bs58kar6nlmmt,Marc,Hensel,Marc,Hensel,Male,M. Hensel,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,assistant coach,1986-04-17,Dresden,Germany,36min0qztu8eydwvpv8t1is0m,188.0,86.0,right,NaN,2021-12-17Z,active,yes,NaN,NaN
7q9uc9ry5h0flpr05pqbnpzv9,Jens,Härtel,Jens,Härtel,Male,J. Härtel,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,coach,1969-06-07,Rochlitz,Germany,36min0qztu8eydwvpv8t1is0m,185.0,77.0,NaN,NaN,2025-01-02Z,active,yes,NaN,NaN
7wyc3iig60vtfrm7otkny1ca2,Eric,Uhlmann,Eric,Uhlmann,Male,E. Uhlmann,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Midfielder,player,2003-01-05,Leipzig,Germany,36min0qztu8eydwvpv8t1is0m,181.0,71.0,right,11.0,2025-07-01Z,active,yes,NaN,NaN
8bc4njryum7u61or7ecuahzze,Moritz,Seiffert,Moritz,Seiffert,Male,M. Seiffert,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Defender,player,2000-11-04,Bremen,Germany,36min0qztu8eydwvpv8t1is0m,177.0,NaN,left,30.0,2025-07-01Z,active,yes,NaN,NaN
9sy6bx1dolh2qkytmje7z6f3d,Ryan Patrick,Malone,Ryan,Malone,Male,R. Malone,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1992-08-11,Chicopee,USA,7hr2f89v44y65dyu9k92vprwn,188.0,87.0,right,16.0,2025-07-01Z,active,yes,NaN,NaN
ahp00oh67dmv3sogii453tknp,Marvin,Stefaniak,Marvin,Stefaniak,Male,M. Stefaniak,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Midfielder,player,1995-02-03,Hoyerswerda,Germany,36min0qztu8eydwvpv8t1is0m,178.0,75.0,right,34.0,2022-07-01Z,active,yes,NaN,NaN
aug39f5t8dzbrhba6qvv21pn8,Erik,Weinhauer,Erik,Weinhauer,Male,E. Weinhauer,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Attacker,player,2001-01-23,Quedlinburg,Germany,36min0qztu8eydwvpv8t1is0m,171.0,NaN,both,7.0,2025-07-01Z,active,yes,NaN,NaN
b3t4pb1cc7bxpsnamkzfgau0a,Pascal Armando,Fallmann,Pascal,Fallmann,Male,P. Fallmann,Austria,hcs1bd49qliqqity6o268jyt,NaN,NaN,Defender,player,2003-11-07,Saint Pölten,Austria,hcs1bd49qliqqity6o268jyt,180.0,67.0,right,17.0,2024-07-01Z,active,yes,NaN,NaN
cvbrc70bwed0cvuaptjp4z0et,Anthony,Barylla,Anthony,Barylla,Male,A. Barylla,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Defender,player,1997-06-01,Gera,Germany,36min0qztu8eydwvpv8t1is0m,180.0,75.0,right,23.0,2021-07-01Z,active,yes,NaN,NaN
czhpzk696i2v54hpk9x2auw9,Erik,Majetschak,Erik,Majetschak,Male,E. Majetschak,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Midfielder,player,2000-03-01,Bad Neuenahr-Ahrweiler,Germany,36min0qztu8eydwvpv8t1is0m,185.0,80.0,both,13.0,2019-07-01Z,active,yes,NaN,NaN
d9ittk7vshi5t9pjlnps1i42c,Maxim,Burghardt,Maxim,Burghardt,Male,M. Burghardt,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Defender,player,2004-11-30,Daun,Germany,36min0qztu8eydwvpv8t1is0m,180.0,76.0,right,21.0,2024-07-01Z,active,yes,NaN,NaN
dpt1213jvenw4jqgvzd5j02z8,Finn,Hetzsch,Finn,Hetzsch,Male,F. Hetzsch,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Midfielder,player,2004-07-02,NaN,Germany,36min0qztu8eydwvpv8t1is0m,190.0,73.0,NaN,27.0,2025-07-01Z,active,yes,NaN,NaN
dvdg19amf0z7gxh5bpy92tqp6,Louis Sascha,Lord,Louis,Lord,Male,L. Lord,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Goalkeeper,player,2003-10-22,NaN,Germany,36min0qztu8eydwvpv8t1is0m,189.0,79.0,NaN,22.0,2025-07-01Z,active,yes,NaN,NaN
e8hk95yyhdjc4clvc9lulrsic,Theo Tobias,Kretschmer,Theo,Kretschmer,Male,T. Kretschmer,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Goalkeeper,player,2007-02-16,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,38.0,2025-07-01Z,active,yes,NaN,NaN
eloba97iwke5swb00opufpt6,Jannic,Ehlers,Jannic,Ehlers,Male,J. Ehlers,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Attacker,player,2003-01-05,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,24.0,2025-07-01Z,active,yes,NaN,NaN
ez1uyj0i9166mt2sccivxxxhx,Jörg,Emmerich,Jörg,Emmerich,Male,J. Emmerich,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,assistant coach,1974-03-09,Halle an der Saale,Germany,36min0qztu8eydwvpv8t1is0m,180.0,74.0,right,NaN,2025-01-01Z,active,yes,NaN,NaN
1chne6xc8kpto4usvnbifzt1x,Marco,Schuster,Marco,Schuster,Male,M. Schuster,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Midfielder,player,1995-10-10,Rögling,Germany,36min0qztu8eydwvpv8t1is0m,179.0,77.0,right,5.0,2024-07-08Z,active,yes,NaN,NaN
1mqfwhhcaww3wk2dep6tmyqs4,Miłosz,Brzozowski,Milosz,Brzozowski,Male,M. Brzozowski,Poland,27baqb7359ywdvsxxklx1kn11,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2004-09-17,Świnoujście,Poland,27baqb7359ywdvsxxklx1kn11,180.0,72.0,left,37.0,2025-07-01Z,active,yes,NaN,NaN
1sjqj5n98n7gih0ns5ecjqf6y,Jonas Michel,Dirkner,Jonas,Dirkner,Male,J. Dirkner,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Midfielder,player,2002-07-15,Rostock,Germany,36min0qztu8eydwvpv8t1is0m,181.0,70.0,both,6.0,2024-07-01Z,active,yes,NaN,NaN
36445lq6wu8ufgq7i8me621ka,Leon,Reichardt,Leon,Reichardt,Male,L. Reichardt,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Defender,player,2004-06-28,Böblingen,Germany,36min0qztu8eydwvpv8t1is0m,190.0,68.0,left,22.0,2025-07-01Z,active,yes,NaN,NaN
3pyk2x25897v9qn80mb525iei,Max,Hagemoser,Max,Hagemoser,Male,M. Hagemoser,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Goalkeeper,player,2003-01-07,NaN,Germany,36min0qztu8eydwvpv8t1is0m,190.0,87.0,left,30.0,2022-07-01Z,active,yes,NaN,NaN
3r2j2j3v6kgmauw5yv9j3x1hx,Benjamin,Uphoff,Benjamin,Uphoff,Male,B. Uphoff,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Goalkeeper,player,1993-08-08,Burghausen,Germany,36min0qztu8eydwvpv8t1is0m,192.0,84.0,right,1.0,2024-07-01Z,active,yes,NaN,NaN
3wgvj6kxs10gyba7ycspuxwr8,Benno Johannes,Dietze,Benno,Dietze,Male,B. Dietze,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Midfielder,player,2003-07-15,Rostock,Germany,36min0qztu8eydwvpv8t1is0m,183.0,82.0,right,42.0,2022-07-01Z,active,yes,NaN,NaN
472h3avx9tsf4luz4ioefh3e2,Ryan Don,Naderi,Ryan,Naderi,Male,R. Naderi,Germany,36min0qztu8eydwvpv8t1is0m,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2003-07-10,Dresden,Germany,36min0qztu8eydwvpv8t1is0m,193.0,82.0,right,20.0,2024-08-31Z,active,yes,NaN,NaN
4eaxuh7y5l8ia1bwvuz00bcwk,Claas Leon,Zamzow,Claas,Zamzow,Male,C. Zamzow,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Midfielder,player,2006-03-21,Demmin,Germany,36min0qztu8eydwvpv8t1is0m,185.0,NaN,right,43.0,2024-07-01Z,active,yes,NaN,NaN
4oqvd7wf4mbyknokuwvxs0afp,Daniel,Brinkmann,Daniel,Brinkmann,Male,D. Brinkmann,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,coach,1986-01-29,Horn-Bad Meinberg,Germany,36min0qztu8eydwvpv8t1is0m,193.0,88.0,right,NaN,2024-11-02Z,active,yes,NaN,NaN
4xjimn9zptf913fsh0obb2yju,Adrien,Lebeau,Adrien,Lebeau,Male,A. Lebeau,France,7gww28djs405rfga69smki84o,NaN,NaN,Midfielder,player,1999-07-08,Metz,France,7gww28djs405rfga69smki84o,175.0,67.0,right,14.0,2024-07-02Z,active,yes,NaN,NaN
5mir5959xfo4y0g4h6l7p59uc,Paul,Stock,Paul,Stock,Male,P. Stock,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Midfielder,player,1997-01-08,Landau,Germany,36min0qztu8eydwvpv8t1is0m,188.0,86.0,right,10.0,2025-07-01Z,active,yes,NaN,NaN
5revw8iy1mhgi4jbb5nae2ind,Christian,Kinsombi,Christian,Kinsombi,Male,C. Kinsombi,Germany,36min0qztu8eydwvpv8t1is0m,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Midfielder,player,1999-08-24,Dotzheim,Germany,36min0qztu8eydwvpv8t1is0m,177.0,70.0,both,27.0,2023-07-01Z,active,yes,NaN,NaN
622qx4wwo4kzrl9s1zqnj6c8a,David,Hummel,David,Hummel,Male,D. Hummel,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Attacker,player,2002-01-01,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,21.0,2025-07-01Z,active,yes,NaN,NaN
7qnq1rhyfpfhesjz3c2rwej85,Dominik,Lanius,Dominik,Lanius,Male,D. Lanius,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Defender,player,1997-03-28,Köln,Germany,36min0qztu8eydwvpv8t1is0m,195.0,85.0,right,3.0,2024-07-01Z,active,yes,NaN,NaN
7zr99nh7ax65huc24svdqlafo,Tim,Krohn,Tim,Krohn,Male,T. Krohn,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Attacker,player,2005-10-07,NaN,Germany,36min0qztu8eydwvpv8t1is0m,185.0,75.0,left,44.0,2024-07-01Z,active,yes,NaN,NaN
829cfzntgvrg5v7sag478drvu,Kenan,Fatkić,Kenan,Fatkic,Male,K. Fatkić,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,Midfielder,player,1997-08-20,Slovenj Gradec,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,187.0,78.0,left,4.0,2025-07-01Z,active,yes,NaN,NaN
86ycpzud4hf06fqngc6t9x3p,Philipp,Mickel Klewin,Philipp,Klewin,Male,P. Klewin,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Goalkeeper,player,1993-09-30,Friedrichroda,Germany,36min0qztu8eydwvpv8t1is0m,192.0,86.0,right,25.0,2024-07-01Z,active,yes,NaN,NaN
8vx1tw66vro8kjs6k4jfoou3u,Simon,Pesch,Simon,Pesch,Male,S. Pesch,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,assistant coach,1989-03-09,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,2024-10-24Z,active,yes,NaN,NaN
9j74va6ftcr9g3nan4b86l1t6,Dario Ndubuisi,Gebuhr,Dario,Gebuhr,Male,D. Gebuhr,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Defender,player,2003-05-06,Wiesbaden,Germany,36min0qztu8eydwvpv8t1is0m,188.0,86.0,both,24.0,2024-07-01Z,active,yes,NaN,NaN
9jszz4regvdvl0v4i8s41jbah,Erik Viktor,Bergh,Viktor,Bergh,Male,V. Bergh,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1999-07-26,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,172.0,NaN,NaN,33.0,2025-08-07Z,active,yes,2026-06-30Z,NaN
9vf21ikobcmtguiaa7tukocfd,Maximilian,Krauß,Maximilian,Krauß,Male,M. Krauß,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Midfielder,player,1996-11-24,Münchberg,Germany,36min0qztu8eydwvpv8t1is0m,170.0,70.0,both,35.0,2025-07-01Z,active,yes,NaN,NaN
a9wje04sfwugv24p3ig11cted,Uwe,Ehlers,Uwe,Ehlers,Male,U. Ehlers,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,assistant coach,1975-03-08,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,2020-01-13Z,active,yes,NaN,NaN
b3cvru8d951iupj1ai2wrnkyd,Nico,Neidhart,Nico,Neidhart,Male,N. Neidhart,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Defender,player,1994-09-27,Flensburg,Germany,36min0qztu8eydwvpv8t1is0m,177.0,64.0,both,7.0,2019-07-01Z,active,yes,NaN,NaN
b7nbof8ckwc75ylmvdjhjogkp,Cedric,Harenbrock,Cedric,Harenbrock,Male,C. Harenbrock,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Midfielder,player,1998-04-19,Wuppertal,Germany,36min0qztu8eydwvpv8t1is0m,180.0,76.0,both,8.0,2024-07-01Z,active,yes,NaN,NaN
bb6rkmx9rr0iwzguo5ucee5ex,Ahmet Ege,Gürleyen,Ahmet,Gürleyen,Male,A. Gürleyen,Germany,36min0qztu8eydwvpv8t1is0m,Türkiye,6kd6webenogylfgwt2aa9l6vx,Defender,player,1999-04-26,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,193.0,90.0,right,15.0,2024-07-18Z,active,yes,NaN,NaN
bza9nh71zpf3n72u51k66zx7t,Antonio,Jonjić,Antonio,Jonjic,Male,A. Jonjić,Germany,36min0qztu8eydwvpv8t1is0m,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,1999-08-02,Ludwigshafen,Germany,36min0qztu8eydwvpv8t1is0m,184.0,75.0,right,11.0,2024-08-29Z,active,no,2025-08-08Z,NaN
c4fmgrznr3nc8e24c6wqfqnvu,Lukas,Wallner,Lukas,Wallner,Male,L. Wallner,Austria,hcs1bd49qliqqity6o268jyt,NaN,NaN,Defender,player,2003-04-26,St. Johann im Pongau,Austria,hcs1bd49qliqqity6o268jyt,192.0,77.0,left,16.0,2025-07-01Z,active,yes,NaN,NaN
cus80u3swdcjcrox90dnply39,Franz,Pfanne,Franz,Pfanne,Male,F. Pfanne,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Defender,player,1994-12-10,Bautzen,Germany,36min0qztu8eydwvpv8t1is0m,187.0,82.0,right,23.0,2024-07-01Z,active,yes,NaN,NaN
d5vc7g76ggd4tatzh314u54np,Florian-Horst,Carstens,Florian,Carstens,Male,F. Carstens,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Defender,player,1998-11-08,Marschacht,Germany,36min0qztu8eydwvpv8t1is0m,192.0,87.0,right,17.0,2025-07-01Z,active,yes,NaN,NaN
dkuinrikn3htd1kilcsce2bit,Emil,Frost Holten,Emil,Holten,Male,E. Holten,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Attacker,player,1996-08-08,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,195.0,78.0,right,NaN,2025-09-01Z,active,yes,2026-06-30Z,NaN
e17qj25q7ktur3rppkzp4h3o5,Marcus,Rabenhorst,Marcus,Rabenhorst,Male,M. Rabenhorst,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,assistant coach,1984-02-11,NaN,Germany,36min0qztu8eydwvpv8t1is0m,184.0,NaN,right,NaN,2024-10-24Z,active,yes,NaN,NaN
