id,firstName,lastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,shirtNumber,startDate,status,active,shortFirstName,shortLastName,height,foot,placeOfBirth,weight,secondNationality,secondNationalityId,endDate,knownName
5y2mfgruizah0ylcz7q1abw9g,Alexander,Lien Håpnes,Male,A. Håpnes,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2001-08-26,Norway,7f16iy4w8u8ogyn6pfooqwv5z,8.0,2025-07-11Z,active,yes,Alexander,Håpnes,179.0,right,NaN,NaN,NaN,NaN,NaN,NaN
697f50qoetodmfe8ybcuey2ac,Elison,Makolli,Male,E. Makolli,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2005-01-10,Sweden,1z6l2c33w2kyz9rdefs1d68nb,33.0,2025-02-02Z,active,yes,Elison,Makolli,186.0,right,Malmö,90.0,Kosovo,86u6edbqifdjsn49mbp2anw7p,NaN,NaN
8bi1tlz62rjwyak4pnnzgp562,Andres,Jasson,Male,A. Jasson,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2002-01-17,USA,7hr2f89v44y65dyu9k92vprwn,17.0,2024-06-15Z,active,yes,Andres,Jasson,175.0,right,NaN,70.0,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN
8mkrj5bnkyhx8kutc4656cy96,Mylian Tenoch,Jiménez,Male,M. Jiménez,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2003-01-13,Netherlands,6hzi5pltnz67q4la8yli9qfv6,6.0,2024-07-02Z,active,no,Mylian,Jiménez,176.0,left,Nijmegen,63.0,Colombia,6kby8rq1p01fg5ds38ckkrcs5,2025-08-07Z,NaN
8vi3l756ez0e96k7muvg4ekbu,Bjarne,Pudel,Male,B. Pudel,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2001-05-09,Germany,36min0qztu8eydwvpv8t1is0m,13.0,2024-07-11Z,active,yes,Bjarne,Pudel,188.0,left,Versmold,83.0,NaN,NaN,NaN,NaN
a2l4ep71txn2edtjjcgewai5m,Vincent Carsten Maria,Müller,Male,V. Müller,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2000-08-23,Germany,36min0qztu8eydwvpv8t1is0m,1.0,2024-06-15Z,active,yes,Vincent,Müller,190.0,right,Köln,91.0,NaN,NaN,NaN,NaN
a6ymx4wkrn260rtpb360nsiqd,Mikkel,Kallesøe Andreasen,Male,M. Kallesøe,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1997-04-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2.0,2025-06-19Z,active,yes,Mikkel,Kallesøe,193.0,right,Lemvig,80.0,NaN,NaN,NaN,NaN
anh9yln71anor44xeh5zp9n56,Bo,Zinck,Male,B. Zinck,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,assistant coach,1979-02-14,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-06-19Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bcdp9e3dezuaybm8ndrsanbx0,Marc Langskov,Nielsen,Male,M. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-05-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,5.0,2024-07-20Z,active,yes,Marc,Nielsen,175.0,left,Rønne,69.0,NaN,NaN,NaN,NaN
brinkgys7026490q3ixx6h9uc,Nóel Atli,Arnórsson,Male,N. Arnórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2006-09-30,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,24.0,2023-08-14Z,active,yes,Nóel Atli,Arnórsson,185.0,left,NaN,72.0,NaN,NaN,NaN,NaN
cf6zq49y8v1ekw07e7yi3uac,Andreas,Maarup Hansen,Male,A. Maarup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1999-05-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,18.0,2025-07-10Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cimgdip8em45rbnjq5fwlrx90,Bertram Peter,Skovgaard,Male,B. Skovgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2007-02-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,39.0,2024-10-24Z,active,yes,Bertram,Skovgaard,187.0,right,NaN,NaN,NaN,NaN,NaN,NaN
cul6phe87idi5dn1hsfywxhwp,Rody,de Boer,Male,R. de Boer,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,1997-08-22,Netherlands,6hzi5pltnz67q4la8yli9qfv6,22.0,2023-08-25Z,active,yes,Rody,de Boer,191.0,right,Den Haag,89.0,NaN,NaN,NaN,NaN
e7wytawxwiszq1aass5ujio7o,Marcus,Bonde,Male,M. Bonde,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2007-02-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,26.0,2025-05-17Z,active,yes,Marcus,Bonde,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
egwhlgopjtjkop7ozy7ltk1cl,Frederik,Lindbøg Børsting,Male,F. Børsting,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1995-02-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,25.0,2025-07-01Z,active,yes,Frederik,Børsting,178.0,both,Aalborg,74.0,NaN,NaN,NaN,NaN
ejixz16616b7krftxyzv9yiac,Mads,Bomholt,Male,M. Bomholt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-12-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,21.0,2023-07-21Z,active,yes,Mads,Bomholt,174.0,left,Hadsund,67.0,NaN,NaN,NaN,NaN
ezi8426ran0bffeyfvloc2ihg,Mohamed Amar Diddo,Diagne,Male,A. Diagne,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-01-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,37.0,2024-03-29Z,active,yes,Amar,Diagne,178.0,right,København,65.0,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN
f4xi0azga0op4wlag9gs0khlg,Mads Samson,Feierskov Andreasen,Male,M. Andreasen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2007-10-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-07-31Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rv6r0bwbl75er38wklyfpsr9,Nicklas,Helenius Jensen,Male,N. Helenius,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1991-05-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,9.0,2023-01-17Z,active,yes,Nicklas,Helenius,196.0,right,Svenstrup,85.0,NaN,NaN,NaN,NaN
186mdd3akww1wyxdc9ouw6kno,Frederik,Grube Andersen,Male,F. Grube,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2000-05-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,6.0,2022-08-24Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29y19vqfjkvlc8s9gr5v5atqs,Jashar,Beluli,Male,J. Beluli,Albania,17zsm8shejejls2on1ffil3op,Midfielder,player,2004-06-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,70.0,2024-09-13Z,active,yes,Jashar,Beluli,180.0,left,Aabenraa,70.0,NaN,NaN,NaN,NaN
2lvlyvfvdoz7kyqtib6jm9btg,Andreas,Pisani Laugesen,Male,A. Pisani,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-09-03,Denmark,5adf60vwiw2f2mibyq1k4ex7i,4.0,2025-01-02Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2n8fvjqe4es6a04l4ki18uvbo,Carl,Carøe Nygaard,Male,C. Nygaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-05-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,15.0,2025-08-01Z,active,yes,Carl,Nygaard,182.0,right,NaN,69.0,NaN,NaN,NaN,NaN
3b8zmft8guvxlwfl1ystmjzkl,Jonas,Søndberg Thorsen,Male,J. Thorsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1990-04-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,24.0,2024-09-13Z,active,yes,Jonas,Thorsen,188.0,right,Skæring,77.0,NaN,NaN,NaN,NaN
4yfwo1ja5nchmj85dlml95o2c,Jonas,Østergaard,Male,J. Østergaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2001-08-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-08-22Z,active,yes,NaN,NaN,192.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5o1k2hd9rdooxpjgbnabuh94a,Simon,Bækgård,Male,S. Bækgård,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1999-10-14,Denmark,5adf60vwiw2f2mibyq1k4ex7i,8.0,2024-07-01Z,active,yes,Simon,Baekgaard,179.0,NaN,NaN,73.0,NaN,NaN,NaN,NaN
5q7msbcrmtsr3b7tykgb6l05w,Magnus,Kirchheiner,Male,Magnus Kirchheiner,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-08-12,Denmark,5adf60vwiw2f2mibyq1k4ex7i,27.0,2020-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6yh22sf7jss7huppjtromrkes,Marcus,de Claville Berthelsen,Male,M. Berthelsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1998-07-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,21.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6zxcmzp7w6esj54g05tvk7ai1,Kasper,Lunding Jakobsen,Male,K. Lunding,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1999-07-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,11.0,2024-07-10Z,active,yes,Kasper,Lunding,178.0,left,NaN,69.0,NaN,NaN,NaN,NaN
7zb57r5m7lmvj3xlf9y1ldez8,Marcus,Løvenbalk Kirchheiner,Male,Marcus Kirchheiner,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1996-09-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,10.0,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8j0kqwkbqy2c6y7t5h7y6rbhl,Sebastian,Buch Jensen,Male,S. Buch,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1999-01-28,Denmark,5adf60vwiw2f2mibyq1k4ex7i,22.0,2022-07-01Z,active,yes,Sebastian,Buch Jensen,182.0,right,Horsens,NaN,NaN,NaN,NaN,NaN
8rqctff92ui8fanzbk6skyyac,Elias,Caspersen Egerton,Male,E. Egerton,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-02-11,Norway,7f16iy4w8u8ogyn6pfooqwv5z,28.0,2025-02-26Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
99518av3ju5u5wooeimy4x5hw,Oliver lykke,Andreasen,Male,O. Andreasen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-11-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,23.0,2025-02-03Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9c4i56ysfw5sc7i0qq766347o,Mikkel Falk,Hansen,Male,M. Falk,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-06-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,26.0,2025-02-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9nafz0c0x2qvmo5ldm0djmcq1,Magnus,Kaastrup Refstrup Lauritsen,Male,M. Kaastrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-12-28,Denmark,5adf60vwiw2f2mibyq1k4ex7i,7.0,2025-06-27Z,active,yes,Magnus,Kaastrup,176.0,left,NaN,70.0,NaN,NaN,NaN,NaN
9w1wpf3tocn27ed1oaaoe5zsa,Martin,Agnarsson,Male,M. Agnarsson,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Defender,player,2003-12-07,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,3.0,2024-09-02Z,active,yes,Martin,Agnarsson,172.0,left,Tórshavn,64.0,NaN,NaN,NaN,NaN
a5alop4wg4qwwu812pfskfjtg,Ólafur,Dan Hjaltason,Male,Ó. Hjaltason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2005-11-05,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,20.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN
auanm2iykqvil46syj2c38vtg,Gustav,Junge,Male,G. Junge,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-04-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2023-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
az9olsp7tglzt73awei9a4cgk,Mathias,Nordestgaard Kubel,Male,M. Kubel,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-12-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,17.0,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bv78sm66yinm0hdoawecai5g4,Oluwasegun,Oluwatobi Olalere,Male,O. Olalere,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,1999-12-01,Nigeria,63pvdwrsiq5b07mzi8igqei9p,29.0,2023-10-19Z,active,yes,NaN,NaN,183.0,left,NaN,NaN,NaN,NaN,NaN,NaN
c0eo0t8an4ud07drvo5lk7ml0,Kasper,Hartly Kiilerich,Male,K. Kiilerich,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2005-11-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,1.0,2025-01-06Z,active,yes,Kasper,Kiilerich,198.0,right,Viborg,78.0,NaN,NaN,2026-06-30Z,NaN
cxky7y1btlq0bf99zrjn59rtg,Marius,Løkke,Male,M. Løkke,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,12.0,2025-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dj68p55290zv0euqhihur71g4,Morten,Dahm Kjærgaard,Male,M. Dahm Kjærgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1984-01-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2020-01-13Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dv0suyzy1i57u7x1l1rm94bv8,Malthe,Kjølby,Male,M. Kjølby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-01-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2.0,2025-07-01Z,active,yes,Malthe,Kjølby,190.0,right,NaN,NaN,NaN,NaN,NaN,NaN
ecavckbyx6xmni5tglua8o25l,Erik,Nissen,Male,E. Nissen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1997-02-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,5.0,2023-08-02Z,active,yes,NaN,NaN,193.0,NaN,NaN,82.0,NaN,NaN,NaN,NaN
f1mn7hl9ythw3bblz9lguqtjo,Kasper,Nygaard Andersen,Male,K. Andersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-09-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,9.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
f2hab1q8nrvah7j2k5ci0edxw,Viktor,Højbjerg,Male,V. Højbjerg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2002-08-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,30.0,2025-07-01Z,active,yes,NaN,NaN,191.0,NaN,København,NaN,NaN,NaN,NaN,NaN
f5do9kh6590dwx2732iak0edx,Anders,Sølvsten Holvad,Male,A. Holvad,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1990-06-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,16.0,2023-09-01Z,active,yes,Anders,Holvad,187.0,NaN,NaN,74.0,NaN,NaN,NaN,NaN
1h31bvtbae4q0edlp0u672hn9,Jesper,Hansen,Male,J. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1985-03-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2021-06-17Z,active,yes,Jesper,Hansen,188.0,right,Slangerup,78.0,NaN,NaN,NaN,NaN
2chzathpj8o0eoxedlxkklc5x,Jakob Bendix Uhd,Poulsen,Male,J. Poulsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1983-07-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-06-20Z,active,yes,Jakob,Poulsen,181.0,right,Varde,74.0,NaN,NaN,NaN,NaN
2k1v6526ielemu1w3rayxdkkq,Sebastian,Vinther Jørgensen,Male,S. Jørgensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2000-06-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-07-14Z,active,yes,Sebastian,Jørgensen,183.0,left,Silkeborg,68.0,NaN,NaN,2026-06-30Z,NaN
3fxf2je8r5tx5bax9ircvr95g,Stefen Erwan,Tchamche,Male,S. Tchamche,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-01-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-05-03Z,active,yes,Stefen,Tchamche,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3gemcjqban843su9c9y5l2sk4,Jacob Florentin,Andersen,Male,J. Andersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-01-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2022-04-02Z,active,yes,Jacob,Andersen,186.0,right,Galten,78.0,NaN,NaN,NaN,NaN
3l3v5wj4c7vtqqwu05b526590,Jonas,Jensen-Abbew,Male,J. Jensen-Abbew,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-04-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2024-02-01Z,active,yes,Jonas,Jensen-Abbew,189.0,left,NaN,86.0,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN
3sadup8mjwu4dc96wz6lmixn9,Patrick,Mortensen,Male,P. Mortensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1989-07-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2019-01-12Z,active,yes,Patrick,Mortensen,188.0,right,Kopenhagen,81.0,NaN,NaN,NaN,NaN
3uytpqx0e0jr6zgbfl1znsm7e,Tobias,Bech Kristensen,Male,T. Bech,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2002-02-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2023-06-26Z,active,yes,Tobias,Bech,189.0,left,NaN,77.0,NaN,NaN,NaN,NaN
43q9ytkbmtk5y3tgv77v7pmg9,Mads Emil,Møller Madsen,Male,M. Madsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1998-01-14,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2022-07-01Z,active,yes,Mads Emil,Madsen,189.0,left,Skanderborg,84.0,NaN,NaN,NaN,NaN
4vmgmzg2004twoc39sk7zkzqh,Neo Gift,Links,Male,G. Links,South Africa,1kiwby3xmt97m3ejw76qs4i6k,Midfielder,player,1998-10-02,South Africa,1kiwby3xmt97m3ejw76qs4i6k,NaN,2019-09-01Z,active,yes,Gift,Links,170.0,left,Rustenburg,60.0,NaN,NaN,NaN,NaN
5f4qlbohzja204gxm9tkiekq2,Leopold,Wahlstedt,Male,L. Wahlstedt,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1999-07-04,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,2024-07-03Z,active,yes,Leopold,Wahlstedt,190.0,right,Stockholm,80.0,NaN,NaN,NaN,NaN
5lssweodhkyifhj333v6f6r6c,Tobias,Bach,Male,T. Bach,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2003-06-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2024-01-05Z,active,yes,Tobias,Bach,193.0,left,NaN,86.0,NaN,NaN,NaN,NaN
6my7s0ezr6jldotm1w6nk7b9x,Frederik,Beyer Tingager,Male,F. Tingager,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1993-02-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2019-01-04Z,active,yes,Frederik,Tingager,198.0,right,Holbæk,94.0,NaN,NaN,NaN,NaN
76av5tb8cxhmr0yh3pbmk8npw,Frederik,Emmery Søgaard,Male,F. Emmery,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-12-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2024-05-15Z,active,yes,Frederik,Emmery,178.0,left,NaN,57.0,NaN,NaN,NaN,NaN
7je01bs3a4q6c2gd02ee6da3u,Kristian Fredrik,Malt Arnstad,Male,K. Arnstad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2003-09-07,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,2024-08-31Z,active,yes,Kristian,Arnstad,175.0,right,Oslo,60.0,NaN,NaN,NaN,NaN
8og8nxbkcb63van4llvpkbe8l,Nicolai,Søberg Poulsen,Male,N. Poulsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1993-08-15,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2019-06-15Z,active,yes,Nicolai,Poulsen,176.0,both,Randers,70.0,NaN,NaN,NaN,NaN
8xrco8qhcvplvc3wmcschoi22,Tobias,Mølgaard Henriksen,Male,T. Mølgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1996-07-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2022-06-15Z,active,yes,Tobias,Mølgaard,182.0,right,NaN,75.0,NaN,NaN,NaN,NaN
9delpquqv81o7ftrgefb0wpp0,Luka,Callø Carstensen,Male,L. Callø,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-05-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-06-02Z,active,yes,Luka,Callø,181.0,right,Skødstrup,71.0,NaN,NaN,NaN,NaN
an7okg1fciccqu6300k8phisq,Rasmus,Bjerregaard Carstensen,Male,R. Carstensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-11-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-07-07Z,active,yes,Rasmus,Carstensen,183.0,right,Silkeborg,75.0,NaN,NaN,2026-06-30Z,NaN
asfu3i70ss0wqmdenqpx37p7u,Kevin Enkido,Yakob,Male,Kevin Yakob,Iraq,1uzblzx1s42jn6zk6hivjzby8,Midfielder,player,2000-10-10,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,2022-08-26Z,active,yes,Kevin Enkido,Yakob,185.0,right,Gothenburg,75.0,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,Kevin Yakob
aswmi1pnkzkvkexp8ngief6j9,Felix Olof Allan Nelson,Beijmo,Male,F. Beijmo,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1998-01-31,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,2023-07-01Z,active,yes,Felix,Beijmo,185.0,right,Stockholm,77.0,NaN,NaN,NaN,NaN
bz77hr28a1yskifpuvzu8smsq,Youssouph Mamadou,Badji,Male,Y. Badji,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,player,2001-12-20,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,2024-09-02Z,active,yes,Youssouph,Badji,192.0,right,Ziguinchor,80.0,NaN,NaN,NaN,NaN
c6wip4rfbv5a932cilwjssup6,Jonathan,Jørgensen Hutters,Male,J. Hutters,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2004-02-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2023-07-01Z,active,yes,Jonathan,Hutters,186.0,right,NaN,78.0,NaN,NaN,NaN,NaN
cgkvw4q8ddcjl0po181upzwx6,Eric Andre,Kahl,Male,E. Kahl,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2001-09-27,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,2021-07-24Z,active,yes,Eric,Kahl,178.0,left,Stockholm,69.0,Thailand,71wqq15l0mvpl4lneayzzh44g,NaN,NaN
e9lrzsiy94y46h62rnawi3sgl,Henrik,Dalsgaard,Male,H. Dalsgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1989-07-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2024-06-15Z,active,yes,Henrik,Dalsgaard,192.0,right,Viborg,81.0,NaN,NaN,NaN,NaN
efubck8twu1elbhlomltnjjtg,Richmond,Gyamfi,Male,R. Gyamfi,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2004-09-09,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,2025-07-01Z,active,no,Richmond,Gyamfi,185.0,right,NaN,NaN,NaN,NaN,2025-08-07Z,NaN
esasiq4j83g377zb8zi0bgpnt,Janni-Luca,Serra,Male,J. Serra,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1998-03-13,Germany,36min0qztu8eydwvpv8t1is0m,NaN,2025-07-01Z,active,yes,Janni,Serra,193.0,left,Hannover,87.0,NaN,NaN,NaN,NaN
295tyo3ownixcruaw7bmq00k5,Marco,Harboe Ramkilde,Male,M. Ramkilde,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1998-05-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,10.0,2024-06-17Z,active,yes,Marco,Ramkilde,187.0,right,Aalborg,75.0,NaN,NaN,NaN,NaN
2lvkvn7fds2seqd882lv90mc4,Noah,Ibsen,Male,N. Ibsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-03-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,43.0,2024-06-15Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
