id,firstName,lastName,shortFirstName,shortLastName,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active,knownName
dx7fg77tfqytimfiixw9tyfx0,Seydou,Fini,Seydou,Fini,S. Fini,Italy,25f2cmb2r8mk5rj92tzer6kvv,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,player,2006-06-02,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,178.0,NaN,left,11.0,active,yes,NaN
e382powtgetwn8npxf9nqeaga,Moussa,Djenepo,Moussa,Djenepo,M. Djenepo,Mali,d0v29nncgikdswlxpdq553zz,NaN,NaN,Midfielder,player,1998-06-15,Bamako,Mali,d0v29nncgikdswlxpdq553zz,177.0,65.0,right,19.0,active,yes,NaN
ed5wpe06u3l9zfbqc20ovaec4,Noah,Dodeigne,Noah,Dodeigne,N. Dodeigne,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2003-01-21,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,left,31.0,active,yes,NaN
eg2u042cthz9undb4xz0pu8rt,Marlon Joseph,Fossey,Marlon,Fossey,M. Fossey,USA,7hr2f89v44y65dyu9k92vprwn,Jersey,7fdmc6umz22k7ndi5xkif7xaw,Defender,player,1998-09-09,Los Angeles,USA,7hr2f89v44y65dyu9k92vprwn,179.0,76.0,right,13.0,active,yes,NaN
ekzj3gx09w4rua1rnoargytjo,Matthieu Luka,Epolo,Matthieu,Epolo,M. Epolo,Belgium,4wbzjcclyefma1ourvjsu4q2j,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Goalkeeper,player,2005-01-15,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,183.0,75.0,right,40.0,active,yes,NaN
eq5hfgqm32c7qmj6xwp7j9iqc,Lucas Dominique,Noubi Ngnokam,Lucas,Noubi,L. Noubi,Belgium,4wbzjcclyefma1ourvjsu4q2j,Cameroon,4eb9feio6u267dd1jcwaf38mt,Defender,player,2005-01-15,Mouscron,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,81.0,right,51.0,active,yes,NaN
er4gu73mhvisrxlnz2ec4waqy,Daan,Dierckx,Daan,Dierckx,D. Dierckx,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2003-02-24,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,192.0,81.0,right,35.0,active,yes,NaN
ex8oxu32lq96cd8waf33qeu50,Sacha Jordan,Bansé,Sacha,Bansé,S. Bansé,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2001-03-16,Geel,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,67.0,right,27.0,active,no,NaN
111kut5y23mmh7tys8z9pgzro,Kevin José,Rodríguez Cortez,Kevin,Rodríguez,K. Rodríguez,Ecuador,6pyj2bytt2osbjk69owzfehcg,NaN,NaN,Attacker,player,2000-03-04,Ibarra,Ecuador,6pyj2bytt2osbjk69owzfehcg,190.0,84.0,right,13.0,active,yes,NaN
15odj8wui8136996wi2d5t7md,Håkan Gustaf,Nilsson,Gustaf,Nilsson,G. Nilsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,1997-05-23,Falkenberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,196.0,78.0,right,29.0,active,yes,NaN
1a9u2g4hynrz2e93sz1evhpzp,Lucas Frédéric,Pirard,Lucas,Pirard,L. Pirard,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,1995-03-10,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,191.0,85.0,right,21.0,active,no,NaN
2fbq6ac2mma2tyjc2kqrpfms4,Arnaud Pierre,Dony,Arnaud,Dony,A. Dony,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2004-05-08,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,170.0,NaN,left,85.0,active,yes,NaN
39tod1iad3ztq17qveh8pwp9l,Senne Maaike,Lynen,Senne,Lynen,S. Lynen,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1999-02-19,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,185.0,80.0,right,20.0,active,no,NaN
3erazo7mu37w7uszk0z7k1uui,Joachim Lasse,Imbrechts,Joachim,Imbrechts,J. Imbrechts,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,2001-10-09,Marcq-en-Barœul,Belgium,4wbzjcclyefma1ourvjsu4q2j,196.0,82.0,right,14.0,active,yes,NaN
3x4ckupdwmly2ij3b3wms8vmc,Daniel Mpoyi,Tshilanda Kabongo,Daniel,Tshilanda,D. Tshilanda,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2006-04-27,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,right,NaN,active,yes,NaN
4rh8xwozidxiwvl4wi2rn0fe1,Koki,Machida,Koki,Machida,K. Machida,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN,Defender,player,1997-08-25,Ibaraki,Japan,lxyibh89lpdc0bfian1nx0xq,190.0,84.0,left,28.0,active,yes,NaN
4sw4dnkc33lvewkqtyxd0nvth,Heinz,Lindner,Heinz,Lindner,H. Lindner,Austria,hcs1bd49qliqqity6o268jyt,NaN,NaN,Goalkeeper,player,1990-07-17,Linz,Austria,hcs1bd49qliqqity6o268jyt,187.0,80.0,right,12.0,active,yes,NaN
5dg8cfor1x4s1cqej9on4oys4,Nathan,Gauthier Huygevelde,Nathan,Huygevelde,N. Huygevelde,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2004-01-23,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,185.0,62.0,right,33.0,active,yes,NaN
5j13tgvpwi7m3y6rjd8q08tt5,Jean Thierry Lazare,Amani,Lazare,Amani,L. Amani,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1998-03-07,Diégonéfla,Côte d'Ivoire,tin6kf561ywonqan0mettr98,172.0,64.0,right,8.0,active,yes,NaN
5oqqifi0wo6xbjz0xjgwf89re,Casper Mikael,Terho,Casper,Terho,C. Terho,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,Defender,player,2003-06-24,NaN,Finland,2u07e54v5dprsugdvddpq5ync,184.0,78.0,left,17.0,active,yes,NaN
5pq2ljdn548c9gsq2w14ggz6c,Tiago Júnior,Lopes Gomes,Tiago Júnior,Lopes Gomes,Tiago Gomes,Cabo Verde,7235kgq23bu1v4qwk491u58h0,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,2002-08-14,NaN,Cabo Verde,7235kgq23bu1v4qwk491u58h0,NaN,NaN,NaN,32.0,active,yes,Tiago Gomes
5w0ohhrm0ojscyjh3e0o8ffmd,Christian Albert Elliot,Burgess,Christian,Burgess,C. Burgess,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,Defender,player,1991-10-07,London,England,1fk5l4hkqk12i7zske6mcqju6,196.0,84.0,right,16.0,active,yes,NaN
684rk4czgo9b12kde6ek4mqqd,Alexander Matthias,Blessin,Alexander,Blessin,A. Blessin,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,coach,1973-05-28,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,active,yes,NaN
7b0vbfxlv3uiozb19fcj2vsyy,Fedde,Leysen,Fedde,Leysen,F. Leysen,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2003-07-09,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,187.0,70.0,left,48.0,active,yes,NaN
7dayrhr0c60zbc1b6lig8pm8l,Alessio Daniel,Castro-Montes,Alessio,Castro-Montes,A. Castro-Montes,Belgium,4wbzjcclyefma1ourvjsu4q2j,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,1997-05-17,Sint-Truiden,Belgium,4wbzjcclyefma1ourvjsu4q2j,175.0,67.0,right,21.0,active,yes,NaN
7lfocbri1eyj151wuqodpnnpx,Dennis-Yerai,Eckert Ayensa,Dennis,Eckert Ayensa,D. Eckert Ayensa,Germany,36min0qztu8eydwvpv8t1is0m,Spain,49ih1pwv3ahshdf8uzrimi54c,Attacker,player,1997-01-09,Bonn,Germany,36min0qztu8eydwvpv8t1is0m,182.0,80.0,right,9.0,active,yes,NaN
8855nyl8htw15u4y4apom7fxm,Mohammed El Amine,Amoura,Mohammed,Amoura,M. Amoura,Algeria,1ayprcriqhb8iv10ch70clppu,NaN,NaN,Attacker,player,2000-05-09,Tahir,Algeria,1ayprcriqhb8iv10ch70clppu,170.0,61.0,both,47.0,active,yes,NaN
8aqck1720uuy5k9knsuouooo9,Matthew Alexander,Sorinola,Matthew,Sorinola,M. Sorinola,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,Defender,player,2001-02-19,Lambeth,England,1fk5l4hkqk12i7zske6mcqju6,173.0,65.0,right,15.0,active,no,NaN
8jc7tw0nw37trgyli0oyz1soa,Charles,Vanhoutte,Charles,Vanhoutte,C. Vanhoutte,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1998-09-16,Kortrijk,Belgium,4wbzjcclyefma1ourvjsu4q2j,182.0,76.0,right,24.0,active,yes,NaN
96ml60jhhp13c1aaxmbi6ebqh,Kevin,Mac Allister,Kevin,Mac Allister,K. Mac Allister,Argentina,2vovxa97k7v7ofa85dah2xktb,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1997-11-07,Buenos Aires,Argentina,2vovxa97k7v7ofa85dah2xktb,175.0,72.0,right,5.0,active,yes,NaN
a8kdcx3797ityilpw31jaj4r9,Anthony Christian,Moris,Anthony,Moris,A. Moris,Luxembourg,f2r46apchse9eg3n9c9pupfs,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,1990-04-29,Arlon,Belgium,4wbzjcclyefma1ourvjsu4q2j,186.0,75.0,left,49.0,active,yes,NaN
aajft01g5yggw0is5fbfh3105,Bart,Nieuwkoop,Bart,Nieuwkoop,B. Nieuwkoop,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,1996-03-07,Bergen op Zoom,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,75.0,right,2.0,active,no,NaN
b635b2qa94pla60s53ql22356,Maxime Kali,Wenssens,Maxime,Wenssens,M. Wenssens,Rwanda,12obgipj8u3vm1grf3jkrvqte,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,2001-11-17,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,191.0,82.0,right,34.0,active,yes,NaN
bobv9lv8zv59d4n6xg58ewrqi,Henok,Teklab,Henok,Teklab,H. Teklab,Germany,36min0qztu8eydwvpv8t1is0m,Eritrea,76fkjar42okgr6loos2xb6ka1,Midfielder,player,1998-11-16,Frankfurt,Germany,36min0qztu8eydwvpv8t1is0m,174.0,70.0,right,11.0,active,yes,NaN
bw7s1zgz97p8szhn4shwkx2w9,Elton Daniël,Kabangu,Elton,Kabangu,E. Kabangu,Belgium,4wbzjcclyefma1ourvjsu4q2j,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Attacker,player,1998-02-08,Kortrijk,Belgium,4wbzjcclyefma1ourvjsu4q2j,178.0,72.0,left,7.0,active,yes,NaN
di9k6xr6j4arjoltl7s9yp6cq,Cameron Mitchel,Puertas Castro,Cameron,Puertas,Cameron Puertas,Spain,49ih1pwv3ahshdf8uzrimi54c,Switzerland,3bh70jgvc5mn58x0byjkuda17,Midfielder,player,1998-08-18,Lausanne,Switzerland,3bh70jgvc5mn58x0byjkuda17,178.0,74.0,right,23.0,active,yes,NaN
dwnd8j9ok6ncbp69gmchw953o,Noah Junior,Sadiki,Noah,Sadiki,N. Sadiki,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2004-12-17,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,165.0,58.0,right,27.0,active,yes,NaN
e44w6g1c1ojf854svzswpl0x5,Loïc André Terry,Lapoussin,Loïc,Lapoussin,L. Lapoussin,Madagascar,4pidpq12frm06h0wij6mzhhdz,France,7gww28djs405rfga69smki84o,Midfielder,player,1996-03-27,Rosny-sous-Bois,France,7gww28djs405rfga69smki84o,181.0,70.0,right,10.0,active,yes,NaN
f0ean6buvvp9l4rh1ayvnnill,Ross James,Sykes,Ross,Sykes,R. Sykes,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,Defender,player,1999-03-26,Burnley,England,1fk5l4hkqk12i7zske6mcqju6,196.0,73.0,right,26.0,active,yes,NaN
iexm93yyblnrtx8d6rqqrdux,Viktor Luc,Boone,Viktor,Boone,V. Boone,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,1998-01-25,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,3.0,active,no,NaN
payije8nojdfrbkuq9hj2sph,Mathias,Knutsen Rasmussen,Mathias,Rasmussen,M. Rasmussen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Midfielder,player,1997-11-25,Kristiansand,Norway,7f16iy4w8u8ogyn6pfooqwv5z,180.0,65.0,left,4.0,active,yes,NaN
ths196pehnfyf4f4scmqj8ph,Guillaume,François,Guillaume,François,G. François,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,1990-06-03,Libramont,Belgium,4wbzjcclyefma1ourvjsu4q2j,174.0,74.0,right,19.0,active,yes,NaN
2gwigr63tgo2jw460msz2qgwk,Jarne,Steuckers,Jarne,Steuckers,J. Steuckers,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2002-02-04,Sint-Truiden,Belgium,4wbzjcclyefma1ourvjsu4q2j,179.0,68.0,left,18.0,active,yes,NaN
2mfunwzltzdnmzlcjyvx752i,Zion,Suzuki,Zion,Suzuki,Z. Suzuki,Japan,lxyibh89lpdc0bfian1nx0xq,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2002-08-21,Little Rock,USA,7hr2f89v44y65dyu9k92vprwn,190.0,98.0,right,1.0,active,yes,NaN
3alvyzb8ce4ukl1xt4pdx1awa,Joselpho,Barnes,Joselpho,Barnes,J. Barnes,Ghana,2q2sw72utw5gu9t5y4knckwba,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2001-12-12,Oberhausen,Germany,36min0qztu8eydwvpv8t1is0m,185.0,70.0,NaN,23.0,active,yes,NaN
3erz4yrlw2m15mxxocwq31g16,Rihito,Yamamoto,Rihito,Yamamoto,R. Yamamoto,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN,Midfielder,player,2001-12-12,Kanagawa,Japan,lxyibh89lpdc0bfian1nx0xq,177.0,65.0,left,6.0,active,yes,NaN
3hbsrnnpcsjiocm57mcsf36xh,Jo,Coppens,Jo,Coppens,J. Coppens,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,1990-12-21,Heusden,Belgium,4wbzjcclyefma1ourvjsu4q2j,190.0,73.0,left,12.0,active,yes,NaN
3i85rbmn6qd5x4y29hk78rmy1,Fatih,Kaya,Fatih,Kaya,F. Kaya,Germany,36min0qztu8eydwvpv8t1is0m,Türkiye,6kd6webenogylfgwt2aa9l6vx,Attacker,player,1999-11-13,Gießen,Germany,36min0qztu8eydwvpv8t1is0m,183.0,79.0,both,11.0,active,yes,NaN
3lpt3fz7lrqy243ftejcmluz8,Andréa,Giuseppe Librici,Andréa,Librici,A. Librici,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2004-12-09,Liège,Belgium,4wbzjcclyefma1ourvjsu4q2j,181.0,70.0,right,32.0,active,no,NaN
3n8lo5wm0i7sh0h92abx87hm1,Ryotaro,Ito,Ryotaro,Ito,R. Ito,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN,Attacker,player,1998-02-06,Osaka,Japan,lxyibh89lpdc0bfian1nx0xq,174.0,66.0,right,13.0,active,yes,NaN
3v695dpbm6bdgifkyhlie6kbu,Joel Chima,Fujita,Joel,Fujita,J. Fujita,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN,Midfielder,player,2002-02-16,Tokyo,Japan,lxyibh89lpdc0bfian1nx0xq,174.0,74.0,right,8.0,active,yes,NaN
3yolt0tc40fjqupa2ea4epka1,Ryoya,Ogawa,Ryoya,Ogawa,R. Ogawa,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN,Defender,player,1996-11-24,Tokyo,Japan,lxyibh89lpdc0bfian1nx0xq,183.0,78.0,left,2.0,active,yes,NaN
3zc219xqywme43v3jdwmv44d0,Mathias,Delorge-Knieper,Mathias,Delorge-Knieper,M. Delorge-Knieper,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2004-07-31,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,189.0,NaN,left,17.0,active,yes,NaN
45qvc5p22q5zkabxnh6w3q2ju,Kahveh,Zahiroleslam,Kahveh,Zahiroleslam,K. Zahiroleslam,USA,7hr2f89v44y65dyu9k92vprwn,Iran,e53g9hr2d3kasm34uumbg8r4,Attacker,player,2002-06-13,NaN,USA,7hr2f89v44y65dyu9k92vprwn,193.0,NaN,NaN,15.0,active,yes,NaN
4rwvkp9xlyv314ceglbauou6t,Shinji,Okazaki,Shinji,Okazaki,S. Okazaki,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN,Attacker,player,1986-04-16,Takarazuka,Japan,lxyibh89lpdc0bfian1nx0xq,174.0,70.0,right,30.0,active,yes,NaN
5jiyb6pp37ykx6q0812h7766s,Alouis,Diriken,Alouis,Diriken,A. Diriken,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2004-04-01,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,33.0,active,yes,NaN
5q4wztjkk6nuwapm7qgey9w45,Daniel Yuji,Yabuki Schmidt,Daniel,Schmidt,D. Schmidt,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN,Goalkeeper,player,1992-02-03,Illinois,USA,7hr2f89v44y65dyu9k92vprwn,197.0,88.0,right,21.0,active,no,NaN
6u4t6jqkc3xp41p2r7invhslw,Robert-Jan,Vanwesemael,Robert-Jan,Vanwesemael,R. Vanwesemael,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2002-03-26,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,176.0,NaN,right,60.0,active,yes,NaN
6wxwe3gba9cfm008udiydc0yd,Kangni Frederic,Ananou,Frederic,Ananou,F. Ananou,Togo,3jiuckrqd0zejkm452st5dyq7,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1997-09-20,München,Germany,36min0qztu8eydwvpv8t1is0m,183.0,81.0,right,27.0,active,yes,NaN
7n75ohdnbi436je81n5f8f9m2,Stan,Van Dessel,Stan,Van Dessel,S. Van Dessel,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2001-07-24,Diest,Belgium,4wbzjcclyefma1ourvjsu4q2j,162.0,57.0,left,19.0,active,no,NaN
8y5gc7ykif9fxwpafd7l3mac5,Oleksandr,Filippov,Oleksandr,Filippov,O. Filippov,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,Attacker,player,1992-10-23,Avdiivka,Ukraine,315w6fk6umfzf4qvba3t55u61,183.0,75.0,right,88.0,active,no,NaN
9o0gr6f5lmwsnm1nrgm7akno,Sil,Rouvrois,Sil,Rouvrois,S. Rouvrois,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,assistant coach,1989-12-21,Tongeren,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,NaN,active,yes,NaN
9qafk5ke1yzqggkcmf1zqevp,Wolke Johannes,Janssens,Wolke,Janssens,W. Janssens,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,1995-01-11,Peer,Belgium,4wbzjcclyefma1ourvjsu4q2j,185.0,72.0,right,22.0,active,yes,NaN
a0o987ua6e41qxxter9lykno,Adam,Nhaili,Adam,Nhaili,A. Nhaili,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2005-08-09,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,53.0,active,yes,NaN
axbyqn4r430cilb6lbnzpbuvo,Rein,Van Helden,Rein,Van Helden,R. Van Helden,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2002-07-24,Genk,Belgium,4wbzjcclyefma1ourvjsu4q2j,187.0,NaN,NaN,20.0,active,yes,NaN
bk9fq3chnhmw3u36qz5vf1vjd,Aboubakary,Yeli Koïta,Aboubakary,Koïta,A. Koïta,Mauritania,fddgtcs6irg28x9oqietkb6x,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,1998-09-20,Pikine,Senegal,6hhqyhr5cwq2pfprlazyposyk,175.0,69.0,right,7.0,active,yes,NaN
bmd048lrobhvy8zjn4mxs2hg5,Thorsten,Fink,Thorsten,Fink,T. Fink,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,coach,1967-10-29,Dortmund,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,active,yes,NaN
bpkcr9bqq4f3dge8zcqowymfo,Matt,Lendfers,Matt,Lendfers,M. Lendfers,Belgium,4wbzjcclyefma1ourvjsu4q2j,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2006-03-10,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,190.0,NaN,NaN,51.0,active,yes,NaN
bqufr4mnzzmfl1f9mo1xjhq8k,Siemen,Buvé,Siemen,Buvé,S. Buvé,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2005-01-15,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,195.0,NaN,right,35.0,active,yes,NaN
bxm1hhoqn14l6kopk32nnyktl,Adriano,Bertaccini,Adriano,Bertaccini,A. Bertaccini,Belgium,4wbzjcclyefma1ourvjsu4q2j,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,2000-08-13,Charleroi,Belgium,4wbzjcclyefma1ourvjsu4q2j,173.0,NaN,right,91.0,active,yes,NaN
cqpgxrqear6p6pz3p8r3xvh90,Olivier,Dumont,Olivier,Dumont,O. Dumont,Belgium,4wbzjcclyefma1ourvjsu4q2j,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2002-03-06,Visé,Belgium,4wbzjcclyefma1ourvjsu4q2j,182.0,73.0,right,14.0,active,yes,NaN
dlebgpw4v5n9wppdfg50ybcic,Tristan,Teuchy,Tristan,Teuchy,T. Teuchy,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2004-04-14,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,left,25.0,active,yes,NaN
e5oet393vired282yco4i7gfd,Daiki,Hashioka,Daiki,Hashioka,D. Hashioka,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN,Defender,player,1999-05-17,Saitama,Japan,lxyibh89lpdc0bfian1nx0xq,182.0,73.0,right,4.0,active,no,NaN
eakj3xa0pa88pajbvasbwqwdm,Eric-Junior,Bocat,Eric-Junior,Bocat,E. Bocat,France,7gww28djs405rfga69smki84o,Senegal,6hhqyhr5cwq2pfprlazyposyk,Defender,player,1999-07-16,NaN,France,7gww28djs405rfga69smki84o,182.0,71.0,left,77.0,active,yes,NaN
esvfsx8gxqw8h0codqz5xmnmc,Matte,Smets,Matte,Smets,M. Smets,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2004-01-04,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,184.0,74.0,right,16.0,active,yes,NaN
eyvf8uu7jltbzalaov3qt1w5,Bruno,Godeau,Bruno,Godeau,B. Godeau,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,1992-05-10,Brussel,Belgium,4wbzjcclyefma1ourvjsu4q2j,190.0,85.0,left,31.0,active,yes,NaN
tfsm66p9jwshzdr0y4m3jq50,David,Mindombe,David,Mindombe,D. Mindombe,Belgium,4wbzjcclyefma1ourvjsu4q2j,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Defender,player,2001-06-19,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,186.0,74.0,right,24.0,active,yes,NaN
1gzgkjei16r4lt2fvcedy1jvt,Ahoueke Steeve Kévin,Denkey,Kévin,Denkey,K. Denkey,Togo,3jiuckrqd0zejkm452st5dyq7,France,7gww28djs405rfga69smki84o,Attacker,player,2000-11-30,Lomé,Togo,3jiuckrqd0zejkm452st5dyq7,181.0,81.0,right,9.0,active,yes,NaN
21d3mvqtl1ttuyvnl3hrsz6z8,Jonas,Lietaert,Jonas,Lietaert,J. Lietaert,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2004-07-16,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,190.0,NaN,right,76.0,active,yes,NaN
21ipfd9gxws9vqpw9002o8ve1,Warleson,Steillon Lisboa Oliveira,Warleson,Steillon Lisboa Oliveira,Warleson,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Italy,25f2cmb2r8mk5rj92tzer6kvv,Goalkeeper,player,1996-08-31,Cuiabá,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,190.0,87.0,right,1.0,active,yes,Warleson
28tmdelcl9a9pmxkvv5h3grh0,Jordan,Semedo Varela,Jordan,Semedo,J. Semedo Varela,France,7gww28djs405rfga69smki84o,Cabo Verde,7235kgq23bu1v4qwk491u58h0,Defender,player,2003-01-15,Nice,France,7gww28djs405rfga69smki84o,175.0,NaN,left,77.0,active,yes,NaN
2jhi0lbbo65dsfv4ho9pmlgix,Leonardo Adelino,da Silva Lopes,Leonardo,Da Silva Lopes,Leonardo Lopes,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,NaN,Midfielder,player,1998-11-30,Lisboa,Portugal,1nbm5i9a0403zzvltn17lxinc,168.0,61.0,right,22.0,active,yes,Leonardo Lopes
2u3xxsra162776xmvdqfm92c4,Dré,Callens,Dré,Callens,D. Callens,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2005-01-30,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,81.0,active,yes,NaN
3azcz09h41svsjqkp6m676j9w,Felipe Augusto,da Silva,Felipe Augusto,da Silva,Felipe Augusto,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Attacker,player,2004-02-18,São Paulo,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,NaN,10.0,active,yes,Felipe Augusto
