id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,weight,shirtNumber,startDate,status,active,endDate,placeOfBirth,foot,secondNationality,secondNationalityId,knownName
3ypze6niy1xujkfek2xyg64us,Eivind,Helgeland,Eivind,Helgeland,Male,E. Helgeland,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2003-12-01,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,36.0,2024-06-15Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
4348ovvnom9gdbun5vjntlg5,Martin,Bjørnbak,Martin,Bjørnbak,Male,M. Bjørnbak,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1992-03-22,Norway,7f16iy4w8u8ogyn6pfooqwv5z,193.0,90.0,NaN,2025-09-02Z,active,yes,NaN,Moi Rana,right,NaN,NaN,NaN
446klv47srbtz97yk7vgakbft,Bruno Miguel,Santos Leite,Bruno,Leite,Male,Bruno Leite,Cabo Verde,7235kgq23bu1v4qwk491u58h0,Midfielder,player,1995-03-26,Portugal,1nbm5i9a0403zzvltn17lxinc,184.0,NaN,16.0,2022-09-08Z,active,yes,NaN,Lissabon,NaN,NaN,NaN,Bruno Leite
45bvacft2k18ioxx2eek63y8k,Vegard,Solheim,Vegard,Solheim,Male,V. Solheim,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2004-08-10,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,18.0,2024-07-15Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
4bhecy0vioxwdpmw64uyek3ro,Sander,Håvik Innvær,Sander,Innvær,Male,S. Innvær,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-10-11,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,37.0,2022-03-11Z,active,no,2025-08-28Z,NaN,NaN,NaN,NaN,NaN
5bfaszkv7wr5nkkcklqtncftg,Einar,Bøe Fauskanger,Einar,Fauskanger,Male,E. Fauskanger,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2008-07-18,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,12.0,2024-03-28Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
5ezedgrsrflkr1gi8o6eu7j3e,Mikkel,Rosleff Fischer,Mikkel,Fischer,Male,M. Fischer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-03-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,4.0,2024-07-17Z,active,yes,NaN,NaN,right,NaN,NaN,NaN
62inw8zz8raw527zudb2n8jys,Emil,Rohd Schlichting,Emil,Schlichting,Male,E. Schlichting,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-11-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,73.0,7.0,2025-03-24Z,active,yes,NaN,NaN,right,NaN,NaN,NaN
638wqiwkdm6666g8lqzf7xtec,Mathias,Bakken Myklebust,Mathias,Myklebust,Male,M. Myklebust,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2006-01-14,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,41.0,2024-03-29Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
6658c625f1qoa5k2luvgnqbpx,Toni,Korkeakunnas,Toni,Korkeakunnas,Male,T. Korkeakunnas,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1968-05-15,Finland,2u07e54v5dprsugdvddpq5ync,174.0,NaN,NaN,2025-05-28Z,active,yes,NaN,Helsinki,NaN,NaN,NaN,NaN
6685o2ur8lnocqbwtxit8jdas,Ismael,Petcho Camara,Ismael,Camara,Male,I. Camara,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,2006-12-22,Côte d'Ivoire,tin6kf561ywonqan0mettr98,175.0,65.0,30.0,2025-01-30Z,active,yes,NaN,NaN,right,NaN,NaN,NaN
6qa22t9j7co6lpatbd00zppwq,Claus,Babo Niyukuri,Claus,Niyukuri,Male,C. Niyukuri,Burundi,5d7e5052i0sb4wwloukhpafuu,Defender,player,2000-02-13,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,2.0,2023-01-08Z,active,yes,NaN,NaN,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN
6yj33ghw3e2x8lv9mtvqyg7x0,Sory Ibrahim,Diarra,Sory,Diarra,Male,S. Diarra,Mali,d0v29nncgikdswlxpdq553zz,Attacker,player,2000-02-28,Mali,d0v29nncgikdswlxpdq553zz,NaN,NaN,29.0,2023-02-21Z,active,yes,NaN,Ségou,NaN,NaN,NaN,NaN
7u5z5i6av91dk9uygbeliisd0,Paul André,Farstad,Paul,Farstad,Male,P. Farstad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,assistant coach,1994-11-05,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,2024-08-24Z,active,no,2025-06-04Z,NaN,NaN,NaN,NaN,NaN
7wiychyw6gd8lw6zakd3swmlm,Parfait,Bizoza,Parfait,Bizoza,Male,P. Bizoza,Burundi,5d7e5052i0sb4wwloukhpafuu,Midfielder,player,1999-03-03,Norway,7f16iy4w8u8ogyn6pfooqwv5z,187.0,NaN,6.0,2024-07-17Z,active,yes,NaN,Skodje,right,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN
7zwcbyvr51afkeql9bp8c0tpm,Frank,Stople,Frank,Stople,Male,F. Stople,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2002-02-12,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,2025-09-02Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
89yjo02yzwwjlk8hnu786qln8,Lars,Tanggaard Eide,Lars,Eide,Male,L. Eide,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2007-04-18,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,43.0,2024-07-06Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
8mkjfugmfdj5qb0on4u6kixhw,Ismaël Libo,Séoné,Libo,Séoné,Male,L. Séoné,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Attacker,player,2005-04-26,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,184.0,NaN,20.0,2024-01-22Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
9avxz26gl0igfm4ea5inps0es,Mikkel,Kalvenes Hope,Mikkel,Hope,Male,M. Hope,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2006-08-08,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,25.0,2023-02-14Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
9p03mfw1a51fwu8fklock97je,Miika Juho Sakari,Koskela,Miika,Koskela,Male,M. Koskela,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2003-07-12,Finland,2u07e54v5dprsugdvddpq5ync,190.0,NaN,33.0,2025-08-02Z,active,yes,2025-12-31Z,NaN,NaN,NaN,NaN,NaN
9plm1ekfi8ydpbfxhft0a8hjp,Runar,Espejord,Runar,Espejord,Male,R. Espejord,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1996-02-26,Norway,7f16iy4w8u8ogyn6pfooqwv5z,189.0,86.0,11.0,2025-03-11Z,active,yes,NaN,Tromsø,right,NaN,NaN,NaN
a6mt7f1hy6ieaowii8na2j7dg,Amidou,Traoré,Amidou,Traore,Male,A. Traoré,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,player,2004-07-13,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,66.0,2024-03-02Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
b402113ae9zjswote8zxlzmc5,Morten,Ågnes Konradsen,Morten,Konradsen,Male,M. Konradsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1996-05-03,Norway,7f16iy4w8u8ogyn6pfooqwv5z,176.0,72.0,8.0,2024-01-31Z,active,no,2025-07-27Z,Bodø,right,NaN,NaN,NaN
beq1o3wl29kdr4qtahdij1m21,Nicholas Antero,Hämäläinen,Niko,Hämäläinen,Male,N. Hämäläinen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1997-03-05,Finland,2u07e54v5dprsugdvddpq5ync,178.0,73.0,3.0,2025-08-02Z,active,yes,NaN,NaN,left,USA,7hr2f89v44y65dyu9k92vprwn,NaN
bq5rwjtmmsq69xvi5az0h4ro4,William Kaldråstøyl,Valenza,William,Valenza,Male,W. Valenza,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2008-01-20,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,45.0,2025-05-15Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
clyv3e5zbj72u09ialts0ul1w,Martin,Alvsaker,Martin,Alvsaker,Male,M. Alvsaker,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2005-02-03,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,39.0,2022-06-28Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
cyndk88eyqa8w6nfdsne29zis,Anders,Bondhus,Anders,Bondhus,Male,A. Bondhus,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2005-06-18,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,42.0,2023-06-06Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
d9rlr396401n9gvk89z9da9rd,Pyry Petteri,Hannola,Pyry,Hannola,Male,P. Hannola,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2001-10-21,Finland,2u07e54v5dprsugdvddpq5ync,185.0,73.0,8.0,2025-08-04Z,active,yes,NaN,Rovaniemi,NaN,NaN,NaN,NaN
dmzue0z7q5147nxeo24emskid,Amund,Wichne,Amund,Wichne,Male,A. Wichne,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,1997-05-12,Norway,7f16iy4w8u8ogyn6pfooqwv5z,182.0,79.0,1.0,2023-01-23Z,active,yes,NaN,Mandal,NaN,NaN,NaN,NaN
dp2ce683ahjwgywryjizdbtud,Martin,Samuelsen,Martin,Samuelsen,Male,M. Samuelsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1997-04-17,Norway,7f16iy4w8u8ogyn6pfooqwv5z,189.0,72.0,14.0,2021-08-01Z,active,yes,NaN,Haugesund,right,NaN,NaN,NaN
e0p6gotd982ym4566j38nl4ru,Ilir,Kukleci,Ilir,Kukleci,Male,I. Kukleci,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1998-10-27,Norway,7f16iy4w8u8ogyn6pfooqwv5z,194.0,88.0,5.0,2025-01-31Z,active,yes,NaN,Oslo,right,NaN,NaN,NaN
e20bu4y05cuuxz7zx3hl0erdg,Madiodio,Dia,Madiodio,Dia,Male,M. Dia,Senegal,6hhqyhr5cwq2pfprlazyposyk,Defender,player,2004-01-15,Senegal,6hhqyhr5cwq2pfprlazyposyk,192.0,NaN,55.0,2024-07-18Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
e2t447megynarwh5jbszd9dlg,Håvard,Vatland Karlsen,Havard,Karlsen,Male,H. Karlsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2002-03-29,Norway,7f16iy4w8u8ogyn6pfooqwv5z,193.0,NaN,17.0,2025-07-24Z,active,yes,NaN,NaN,left,NaN,NaN,NaN
eguth2iido7y17nisod5l6e50,Troy,Engseth Nyhammer,Troy,Nyhammer,Male,T. Nyhammer,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2006-08-19,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,10.0,2022-11-12Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
ekvaftkspow9uri786zg6740k,Birk,Træet,Birk,Traeet,Male,B. Træet,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2007-05-16,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,44.0,2024-11-30Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
16yy0mbn7y1vztd870gybmane,Maxwell,Woledzi,Maxwell,Woledzi,Male,M. Woledzi,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2001-07-02,Ghana,2q2sw72utw5gu9t5y4knckwba,190.0,NaN,22.0,2023-08-01Z,active,yes,NaN,Accra,right,NaN,NaN,NaN
1s6yn52hlqtmmz4lerscf457u,Rocco Robert,Shein,Rocco,Shein,Male,R. Shein,Estonia,64smib5liu1qh78iaylufxj99,Midfielder,player,2003-07-14,Estonia,64smib5liu1qh78iaylufxj99,185.0,75.0,19.0,2025-01-30Z,active,yes,NaN,Tallinn,both,NaN,NaN,NaN
2gic8jiz83o8w0qsh3g9eq385,Ludvig,Begby,Ludvig,Begby,Male,L. Begby,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1997-04-01,Norway,7f16iy4w8u8ogyn6pfooqwv5z,170.0,65.0,18.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
2ku8s4c6qk2aghe47hwqgxfro,Martin,Børsheim,Martin,Børsheim,Male,M. Børsheim,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2005-02-18,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,2025-08-06Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
3ewxm7jl56sr9s0x26zd018et,Jóannes,Bjartalíð,Jóannes,Bjartalíd,Male,J. Bjartalíð,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Attacker,player,1996-07-10,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,180.0,NaN,14.0,2023-01-08Z,active,yes,NaN,NaN,left,NaN,NaN,NaN
3uz61prjvy036m0uoj6z5jnxl,Solomon,Owusu,Solomon,Owusu,Male,S. Owusu,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1995-10-28,Ghana,2q2sw72utw5gu9t5y4knckwba,176.0,75.0,28.0,2025-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,Solomon Owusu
4cx6v1ugc9l5sd0nqep3sxoiy,Johannes Andres,Hummelvoll-Nuñez,Johannes,Nuñez,Male,J. Nuñez,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1996-12-14,Norway,7f16iy4w8u8ogyn6pfooqwv5z,182.0,76.0,NaN,2025-08-18Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
4nlu70gcn5s2xxggbx30n88wk,Imre,Bech Hermansen,Imre,Hermansen,Male,I. Hermansen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2006-06-09,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,2025-07-01Z,active,no,2025-07-17Z,NaN,NaN,NaN,NaN,NaN
4s8lwbyh90phbponlzsdlj0iy,Brage,Skaret,Brage,Skaret,Male,B. Skaret,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2002-04-28,Norway,7f16iy4w8u8ogyn6pfooqwv5z,186.0,80.0,3.0,2022-08-19Z,active,no,2025-08-18Z,NaN,NaN,NaN,NaN,NaN
51ibk2sy9eczccqp0gzsmns9h,Øystein,Øvretveit,Øystein,Øvretveit,Male,Ø. Øvretveit,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,1994-06-25,Norway,7f16iy4w8u8ogyn6pfooqwv5z,193.0,85.0,1.0,2025-03-28Z,active,yes,NaN,Bergen,right,NaN,NaN,NaN
5pnewll3uthqc0cwmahwjoy6s,Kennedy David,Ikechukwu Okpaleke,Kennedy,Okpaleke,Male,K. Okpaleke,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2008-11-16,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,2.0,2025-01-30Z,active,yes,NaN,NaN,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN
7j35sfip0xb51mpa91wzikrh0,Oskar Skovbjerg,Øhlenschlæger,Oskar,Øhlenschlæger,Male,O. Øhlenschlæger,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-04-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,NaN,20.0,2025-01-30Z,active,yes,NaN,NaN,both,NaN,NaN,NaN
8rnri2daeaqt5h1hl9ftt6l0p,Sondre,Sørløkk,Sondre,Sørløkk,Male,S. Sørløkk,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1997-05-08,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,13.0,2023-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
95u4j4kg3w5wfpk8ilcimhfdg,Henrik,Langaas Skogvold,Henrik,Skogvold,Male,H. Skogvold,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2004-07-14,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,23.0,2024-08-14Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
9d8926hhnvjc6mgrex998ihp0,Salim,Laghzaoui,Salim,Laghzaoui,Male,S. Laghzaoui,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2005-11-07,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,2025-09-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
ahje1y6v4dlmq4ath0rfcql90,Benjamin,Thoresen Faraas,Benjamin,Faraas,Male,B. Faraas,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2005-09-08,Norway,7f16iy4w8u8ogyn6pfooqwv5z,180.0,NaN,7.0,2025-01-30Z,active,yes,NaN,Flisa,right,NaN,NaN,NaN
b20lp3ufi88q4pckp39hsjbsa,Jonathan,Frost Fischer,Jonathan,Fischer,Male,J. Fischer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2001-11-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,198.0,NaN,30.0,2024-01-31Z,active,no,2025-07-29Z,NaN,left,NaN,NaN,NaN
b4jhe6f42xvdxbna7aelx5vys,Fanuel,Ghebreyohannes Yrga-Alem,Fanuel,Ghebreyohannes,Male,F. Ghebreyohannes,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2006-12-03,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,2025-07-31Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
b5itju69rep2i6e33wg97vr4k,Eirik Julius,Granaas,Eirik,Granaas,Male,E. Granaas,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2010-03-24,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,40.0,2025-01-02Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
bbiblpn6dg2ub1guiphivzq50,Fallou,Fall,Fallou,Fall,Male,F. Fall,Senegal,6hhqyhr5cwq2pfprlazyposyk,Defender,player,2004-04-15,Senegal,6hhqyhr5cwq2pfprlazyposyk,192.0,NaN,15.0,2024-07-17Z,active,no,2025-07-24Z,NaN,NaN,NaN,NaN,NaN
bhkecr2u6neb933eo468i82ui,Leonard,Owusu,Leonard,Owusu,Male,L. Owusu,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,1997-06-03,Ghana,2q2sw72utw5gu9t5y4knckwba,180.0,72.0,6.0,2025-02-13Z,active,yes,2025-12-31Z,NaN,right,NaN,NaN,Leonard Owusu
bl8eixhmbix2chqjdhc0kffxm,Sigurd,Kvile,Sigurd,Kvile,Male,S. Kvile,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2000-02-26,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,17.0,2023-09-01Z,active,yes,NaN,Bergen,right,NaN,NaN,NaN
bww0h67l7g6o9syrkp12s7pih,Patrick Robert,Metcalfe,Patrick,Metcalfe,Male,P. Metcalfe,Canada,1iaoypzp6syf32cz9l15pzp7e,Midfielder,player,1998-11-11,Canada,1iaoypzp6syf32cz9l15pzp7e,173.0,75.0,11.0,2023-03-14Z,active,yes,NaN,Vancouver,right,Philippines,2bn52u7dpgfatwqumx224cczx,NaN
c284j5q0ewp6nu6xc57runrpw,Torjus,Embergsrud Engebakken,Torjus,Engebakken,Male,T. Engebakken,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2006-12-20,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,24.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
c5p3hpmvlgspmqfs64zfrs991,Simen,Rafn,Simen,Rafn,Male,S. Rafn,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1992-02-16,Norway,7f16iy4w8u8ogyn6pfooqwv5z,172.0,70.0,5.0,2023-01-01Z,active,yes,NaN,Fredrikstad,right,NaN,NaN,NaN
cflq8aemng49jq7ulmsq1fydx,Andreas,Hagen,Andreas,Hagen,Male,A. Hagen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,coach,1986-02-16,Norway,7f16iy4w8u8ogyn6pfooqwv5z,187.0,79.0,NaN,2024-07-15Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
ci3c5x4u4g1n4y9p63av1txx,Stian,Stray Molde,Stian,Molde,Male,S. Molde,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1996-12-19,Norway,7f16iy4w8u8ogyn6pfooqwv5z,183.0,75.0,4.0,2019-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
dfp3y0edqm1vg85f6n3b6ut49,Ulrik,Tillung Fredriksen,Ulrik,Fredriksen,Male,U. Fredriksen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1999-06-17,Norway,7f16iy4w8u8ogyn6pfooqwv5z,189.0,NaN,12.0,2025-03-05Z,active,yes,NaN,Bergen,right,NaN,NaN,NaN
dkuinrikn3htd1kilcsce2bit,Emil,Frost Holten,Emil,Holten,Male,E. Holten,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1996-08-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,195.0,78.0,9.0,2025-02-25Z,active,yes,2025-12-31Z,NaN,right,NaN,NaN,NaN
dlx130vfa5ynu82q5jtawq8lw,Jacob,Hanstad,Jacob,Hanstad,Male,J. Hanstad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2002-11-02,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,21.0,2025-01-30Z,active,no,2025-07-28Z,NaN,NaN,NaN,NaN,NaN
dlxtfrt1ioz51rwnizwz5657t,Daniel Fritz,Eid,Daniel,Eid,Male,D. Eid,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1998-10-14,Norway,7f16iy4w8u8ogyn6pfooqwv5z,183.0,NaN,16.0,2024-07-17Z,active,yes,NaN,Ulsteinvik,right,NaN,NaN,NaN
dp03arwvufj1qju8f9kbfm6ms,Elias,Johnsson Solberg,Elias,Solberg,Male,E. Solberg,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2008-02-06,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,31.0,2024-02-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,Elias Solberg
dzwhu31zw1ee12uunchaj8xec,Torvald,Berthelsen,Torvald,Berthelsen,Male,T. Berthelsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,assistant coach,1992-08-01,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,2022-10-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
eiy7fhqxdx3ypg4dq4454hpbe,Valdemar,Birksø Thorsen,Valdemar,Birksø,Male,V. Birksø,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2001-03-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,90.0,2025-07-01Z,active,yes,NaN,Brande,NaN,NaN,NaN,NaN
ej0pkwfgnkfbmyyczyruf5ixg,Jesper,Johnsson Solberg,Jesper,Solberg,Male,J. Solberg,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2008-02-06,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,32.0,2024-02-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,Jesper Solberg
ezp3an9rpua3meyew3zs1h8gk,Ole,Langbråten,Ole,Langbråten,Male,O. Langbråten,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2003-07-07,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,25.0,2021-07-17Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
1pizdqlc5tyanssba2xe88lwp,Markus,Johnsgård,Markus,Johnsgård,Male,M. Johnsgård,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1998-11-02,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,8.0,2025-02-14Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
1t1ylf4iwrotj4jjf9qfzbieh,Snorre,Strand Nilsen,Snorre,Strand Nilsen,Male,S. Strand Nilsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1997-01-14,Norway,7f16iy4w8u8ogyn6pfooqwv5z,186.0,82.0,22.0,2024-01-31Z,active,yes,NaN,Gjøvik,right,NaN,NaN,NaN
2gbfwdmpk5gfmcc979aqfkyxh,Gustav Frans Vallentin,Granath,Gustav,Granath,Male,G. Granath,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1997-02-15,Sweden,1z6l2c33w2kyz9rdefs1d68nb,191.0,82.0,2.0,2025-02-23Z,active,yes,NaN,NaN,right,NaN,NaN,NaN
2l0rdxahr0gjd97npg7jgflec,Markus,Østerud,Markus,Østerud,Male,M. Østerud,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2008-07-31,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,32.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
2qfdt0q5a75e9b3aalk5off2s,Yusuf Saka,Sulaiman,Yusuf,Sulaiman,Male,Y. Sulaiman,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,2025-09-02Z,active,yes,2026-06-30Z,NaN,NaN,NaN,NaN,NaN
2w16juzjxl4d66a709ibf1afo,Halvor,Rødølen Opsahl,Halvor,Opsahl,Male,H. Opsahl,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2002-10-08,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,4.0,2021-04-23Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
2w7qb6w4qcogyuvgi31rfv85w,Julian,Bakkeli Gonstad,Julian,Gonstad,Male,J. Gonstad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2006-06-29,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,2025-09-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
