id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,startDate,status,active,endDate,secondNationality,secondNationalityId,weight,knownName
9xh1izr8npebrs1p24vu6w36c,Kristan Dragutin,Marinkovic,Kristan,Marinkovic,Male,K. Marinkovic,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,2008-02-04,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,30.0,2025-07-06Z,active,no,2025-07-08Z,NaN,NaN,NaN,NaN
a3p681d64e0k9qse621eqi9xx,Brice,Wembangomo,Brice,Wembangomo,Male,B. Wembangomo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1996-12-18,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,5.0,2025-03-19Z,active,yes,NaN,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN,NaN
acredwjpf6ou0mdqx2cpxm4no,Isak Oliver,Brusberg,Isak,Brusberg,Male,I. Brusberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2006-09-05,Göteborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,right,39.0,2023-07-02Z,active,yes,NaN,NaN,NaN,78.0,NaN
b8d9uwfw2r74ueh6vskteqvx0,Nikola,Mitrovic,Nikola,Mitrovic,Male,N. Mitrovic,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2006-05-28,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,42.0,2025-03-15Z,active,yes,NaN,NaN,NaN,NaN,NaN
bar5tlyxm2vim2ewqauywgb85,Mikkel,Rygaard Jensen,Mikkel,Rygaard,Male,M. Rygaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1990-12-25,Nykøbing Falster,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,left,10.0,2022-01-08Z,active,yes,NaN,NaN,NaN,69.0,NaN
bdw4sz499g9lgrvwegwath1ck,Lasse,Bruun Madsen,Lasse,Madsen,Male,L. Madsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-03-19,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,right,31.0,2025-07-08Z,active,yes,NaN,NaN,NaN,NaN,NaN
bz5kz71ga8m9kcznurmnh4iz8,Lion,Beqiri,Lion,Beqiri,Male,L. Beqiri,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2006-05-27,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,right,45.0,2025-03-27Z,active,yes,NaN,NaN,NaN,72.0,NaN
c3okou4sh3r5i7mei6lpjks4q,Ben Mikael,Engdahl,Ben,Engdahl,Male,B. Engdahl,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2003-09-17,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,179.0,right,17.0,2024-11-30Z,active,yes,NaN,NaN,NaN,69.0,NaN
d20jvuw8z9o8ya05yxhxc9olx,Jens Otto Andreas,Gustafsson,Jens,Gustafsson,Male,J. Gustafsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,coach,1978-10-15,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,2024-12-27Z,active,yes,NaN,NaN,NaN,NaN,NaN
dmj5oe18blqnxozkfd8q5myfp,Amor Yonas,Layouni,Amor,Layouni,Male,A. Layouni,Tunisia,2um1icx6ftp1auliaxyw0ou6y,Attacker,player,1992-10-03,Falun,Sweden,1z6l2c33w2kyz9rdefs1d68nb,191.0,left,24.0,2023-07-10Z,active,yes,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,81.0,NaN
dzdryjruyr4lpu3t7d5pgpn11,Oscar Erik,Jansson,Oscar,Jansson,Male,O. Jansson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1990-12-23,Örebro,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,right,32.0,2025-02-21Z,active,yes,NaN,NaN,NaN,79.0,Oscar Jansson
epnkff9nsysx1eyh90muhmvl6,Srđan,Hrstić,Srdjan,Hrstic,Male,S. Hrstić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2003-07-18,Sombor,Serbia,5w4ve503bjdsshwx9ho6jxzx0,192.0,right,9.0,2023-08-04Z,active,no,2025-09-05Z,Croatia,37hlakrwxyuzovaeoo4sezusp,75.0,NaN
eq9x5pboy1dehdauroonsw3c9,Samuel Ruben,Leach Holm,Samuel,Leach Holm,Male,S. Leach Holm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1997-10-09,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,right,15.0,2024-08-15Z,active,yes,NaN,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,75.0,NaN
eydu7p01ud08kscyaav4aaok5,Peter Anders,Abrahamsson,Peter,Abrahamsson,Male,P. Abrahamsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1988-07-18,Göteborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,190.0,right,26.0,2014-01-01Z,active,yes,NaN,NaN,NaN,90.0,NaN
xtbkmjbqwop0n2jvmnovidp1,Andreas Christopher,Linde,Andreas,Linde,Male,A. Linde,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1993-07-24,Rydebäck,Sweden,1z6l2c33w2kyz9rdefs1d68nb,196.0,right,1.0,2024-02-01Z,active,yes,NaN,NaN,NaN,93.0,NaN
10dorj1evvavs9abofp4ix4b8,Hjalmar Kent,Johan Smedberg,Hjalmar,Smedberg,Male,H. Smedberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2006-06-23,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,24.0,2024-08-20Z,active,yes,NaN,NaN,NaN,NaN,NaN
197ibngimhkutbix1brgnor2s,Philippe,Ndinga Ossibadjouo,Philippe,Ndinga Ossibadjouo,Male,P. Ndinga Ossibadjouo,Congo,1s2y6o0lwj69dj5ib5pid8f6r,Defender,player,2005-06-03,NaN,France,7gww28djs405rfga69smki84o,NaN,NaN,39.0,2025-08-09Z,active,yes,NaN,France,7gww28djs405rfga69smki84o,NaN,NaN
2mk86jc25lu7lqklnvntxmtxw,Marcus Albin John,Rafferty,Marcus,Rafferty,Male,M. Rafferty,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2004-10-01,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,180.0,NaN,10.0,2025-01-29Z,active,yes,NaN,NaN,NaN,NaN,NaN
3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian,Ohlsson,Carl-Robert Sebastian,Ohlsson,Male,Carl-Robert Sebastian Ohlsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1993-05-26,Göteborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,right,16.0,2025-02-13Z,active,yes,NaN,NaN,NaN,76.0,Carl-Robert Sebastian Ohlsson
3n6cx9whi75ybd9h6pv7i3mga,Leon,Sansah Dechor Hien,Leon,Hien,Male,L. Hien,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2001-07-31,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,4.0,2025-01-29Z,active,yes,NaN,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,NaN,NaN
3t2qgabftsyuifr5m1j6b27mc,Cyril Joe,Laomadi,Cyril,Laomadi,Male,C. Laomadi,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Unknown,player,2008-06-05,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,2025-08-09Z,active,yes,NaN,NaN,NaN,NaN,NaN
43qtylo4kl50nmdiiu5hufqj8,Teo,Grönborg,Teo,Grönborg,Male,T. Grönborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2002-04-22,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,18.0,2024-02-01Z,active,no,2025-07-29Z,NaN,NaN,NaN,NaN
43tfpd1zge7whbwd5xchiu06i,Wille Carl-Johan,Jakobsson,Wille,Jakobsson,Male,W. Jakobsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,2002-01-07,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,1.0,2024-02-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
46ups8z9vhv73u0op2ld07wus,Erik Lars Alexander,Hedén Lindskog,Alexander,Hedén Lindskog,Male,A. Hedén Lindskog,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2004-01-18,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,23.0,2023-01-08Z,active,no,2025-08-22Z,NaN,NaN,NaN,NaN
472gtgjd61tmky6j73s10rkt0,Efosa Richie,Omorowa,Richie,Omorowa,Male,R. Omorowa,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2004-03-30,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,right,19.0,2025-07-29Z,active,yes,2025-12-31Z,Côte d'Ivoire,tin6kf561ywonqan0mettr98,78.0,NaN
4gepi2kie9mwuspoqcez7v6c5,Daniel Andreas,Sundgren,Daniel,Sundgren,Male,D. Sundgren,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1990-11-22,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,179.0,right,6.0,2025-07-08Z,active,yes,NaN,NaN,NaN,69.0,NaN
59dtrk7ly4lepf7s0gywhu51w,Erik Elias,Pihlström,Elias,Pihlström,Male,E. Pihlström,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2006-08-31,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,186.0,NaN,21.0,2024-02-06Z,active,no,2025-07-25Z,NaN,NaN,76.0,NaN
5dxrx40pty4wtwdrd341p0aju,Omar Mohanad Mostafa,Faraj,Omar,Faraj,Male,O. Faraj,Palestine,1iq272xbm8xx01hiu7thq4tgt,Attacker,player,2002-03-09,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,182.0,right,19.0,2025-01-29Z,active,no,2025-07-31Z,Sweden,1z6l2c33w2kyz9rdefs1d68nb,65.0,NaN
5vgz6jl5m51sj4pcery9mr9w5,Henok,Goitom,Henok,Goitom,Male,H. Goitom,Eritrea,76fkjar42okgr6loos2xb6ka1,NaN,coach,1984-09-22,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,189.0,NaN,NaN,2025-07-09Z,active,yes,NaN,NaN,NaN,74.0,NaN
6pdqmo7vuzy9lt7v6vvmqybu2,Rasmus Carl Stefan,Forsell,Rasmus,Forsell,Male,R. Forsell,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,2002-04-20,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,25.0,2024-03-11Z,active,no,2025-08-15Z,NaN,NaN,NaN,NaN
72820u8yvcqbw58of2bizsbmd,William Stefan,Lundin,William,Lundin,Male,W. Lundin,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,coach,1992-09-12,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,2024-01-01Z,active,no,2025-06-19Z,NaN,NaN,NaN,NaN
7qsp3fm0wkymgiej6s7jj06p5,Mamadouba,Diaby,Mamadouba,Diaby,Male,M. Diaby,Guinea,4i9sg55wigitrfx7290f59ceo,Defender,player,1997-02-16,NaN,Guinea,4i9sg55wigitrfx7290f59ceo,175.0,NaN,2.0,2024-02-01Z,active,yes,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN
81bn1esm8kuwq5yofmyxnnemt,Aketchi Luc-Martin,Kassi,Luc,Kassi,Male,L. Kassi,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1994-08-20,Abidjan,Côte d'Ivoire,tin6kf561ywonqan0mettr98,179.0,NaN,17.0,2024-03-07Z,active,no,2025-07-18Z,Côte d'Ivoire,tin6kf561ywonqan0mettr98,74.0,NaN
82oq25egie3khgxx0yfbo76jt,Marcus,Valdez Pereira Godinho,Marcus,Godinho,Male,M. Godinho,Canada,1iaoypzp6syf32cz9l15pzp7e,Midfielder,player,1997-06-28,Toronto,Canada,1iaoypzp6syf32cz9l15pzp7e,178.0,right,28.0,2025-08-15Z,active,yes,NaN,Portugal,1nbm5i9a0403zzvltn17lxinc,77.0,NaN
8e8v25kjfqsohkczqxj5xsmj8,Ziyad,Salifu,Ziyad,Salifu,Male,Z. Salifu,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2006-06-20,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,174.0,right,27.0,2025-02-13Z,active,yes,NaN,NaN,NaN,69.0,NaN
8qrnfvjqp5a0q3ukgqkiyle51,Matvei,Igonen,Matvei,Igonen,Male,M. Igonen,Estonia,64smib5liu1qh78iaylufxj99,Goalkeeper,player,1996-10-02,Tallinn,Estonia,64smib5liu1qh78iaylufxj99,186.0,right,26.0,2025-07-17Z,active,yes,NaN,NaN,NaN,78.0,NaN
8yid62hu918ve02u23k8177x1,Robert Tobias,Solberg,Tobias,Solberg,Male,T. Solberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,coach,1981-05-17,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,right,NaN,2025-06-22Z,active,no,2025-07-09Z,NaN,NaN,75.0,NaN
9469qatlpe6rdqko8c6ha4out,Nahom,Girmai Netabay,Nahom,Girmai Netabay,Male,N. Girmai Netabay,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1994-08-28,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,172.0,NaN,8.0,2024-08-08Z,active,yes,NaN,Eritrea,76fkjar42okgr6loos2xb6ka1,68.0,NaN
96v3rv4y74yt6ukwh2churhbe,Bernardo,Gil Coutinho Morgado,Bernardo,Gil Coutinho Morgado,Male,Bernardo Morgado,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,1998-03-24,Setúbal,Portugal,1nbm5i9a0403zzvltn17lxinc,187.0,right,30.0,2024-02-07Z,active,yes,NaN,NaN,NaN,80.0,Bernardo Morgado
9ajfpzjfipsub15tats3mo2j9,Christos Emil,Gravius,Christos,Gravius,Male,C. Gravius,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1997-10-14,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,left,11.0,2024-07-24Z,active,yes,NaN,Greece,6lpgd60z890no2v46zdecrcss,72.0,NaN
a3jetivxcnpp4z36nhboz5ysq,Santeri,Haarala,Santeri,Haarala,Male,S. Haarala,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1999-12-17,Tampere,Finland,2u07e54v5dprsugdvddpq5ync,180.0,NaN,29.0,2025-08-29Z,active,yes,2025-12-31Z,NaN,NaN,NaN,NaN
a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas,Ohlsson,Sebastian Jonas,Ohlsson,Male,Sebastian Jonas Ohlsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1992-12-31,Hova,Sweden,1z6l2c33w2kyz9rdefs1d68nb,186.0,right,7.0,2020-01-11Z,active,yes,NaN,NaN,NaN,73.0,Sebastian Jonas Ohlsson
am3l87koetgapnhso687wihp0,Vincent,Alsing Tigerholm,Vincent,Tigerholm,Male,V. Tigerholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Unknown,player,2007-12-30,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,2025-07-25Z,active,yes,NaN,NaN,NaN,NaN,NaN
au1328z9bxkwrtv9y2dczkwk5,Dijan,Vukojević,Dijan,Vukojevic,Male,D. Vukojević,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,1995-09-12,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,NaN,22.0,2025-08-29Z,active,yes,NaN,NaN,NaN,73.0,NaN
b0rem4wo1p6sumrp6mb77f11w,Kazper Rikard,Karlsson,Kazper,Karlsson,Male,K. Karlsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2005-03-21,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,NaN,21.0,2025-08-29Z,active,yes,2025-12-31Z,NaN,NaN,NaN,NaN
b5kncgqkpiofwduo2snjz74dl,Juhani Elias,Pikkarainen,Juhani,Pikkarainen,Male,J. Pikkarainen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1998-07-30,Paimio,Finland,2u07e54v5dprsugdvddpq5ync,195.0,left,5.0,2025-01-29Z,active,yes,NaN,NaN,NaN,NaN,NaN
bldfwo1qulwwguw05wrv0setw,Ismail Maill,Lundgren,Maill,Lundgren,Male,M. Lundgren,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2001-06-01,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,22.0,2025-01-29Z,active,no,2025-08-29Z,NaN,NaN,NaN,NaN
c2pfggtw5hreyomdwogbhjpqs,Elias,Barsoum,Elias,Barsoum,Male,E. Barsoum,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2002-07-19,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,NaN,20.0,2025-01-29Z,active,yes,NaN,NaN,NaN,NaN,NaN
cxq6miltbekjrfil30uuo0tn8,Adi,Fisic,Adi,Fisic,Male,A. Fisic,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2003-12-22,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,9.0,2024-01-01Z,active,yes,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN
ec6qqle54cq9gck2jhnbpjzs9,Erik Kristian,Lindell,Erik,Lindell,Male,E. Lindell,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1996-02-14,Norrköping,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,right,12.0,2024-07-01Z,active,yes,NaN,NaN,NaN,71.0,NaN
el14eiipsagmeuhborw0ksfoq,Nasiru,Moro,Nasiru,Moro,Male,N. Moro,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,1996-09-24,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,190.0,right,15.0,2024-02-14Z,active,yes,NaN,NaN,NaN,NaN,NaN
m031ocyfq011rual3olkegdm,Arman,Taranis,Armann,Taranis,Male,A. Taranis,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-07-30,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,17.0,2025-08-14Z,active,yes,NaN,NaN,NaN,NaN,NaN
1kmf6cvipol87w83cf6gb504,Alieu Sean,Atlee Manneh,Alieu,Atlee Manneh,Male,A. Atlee Manneh,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2006-08-20,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,left,36.0,2025-03-05Z,active,yes,NaN,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,69.0,NaN
1nhbmj4k7snfiqubfjweje710,Melvin Alexander,Vučenović Persson,Melvin,Vucenovic Persson,Male,M. Vučenović Persson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2007-01-03,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,38.0,2025-04-09Z,active,yes,NaN,NaN,NaN,NaN,NaN
1utyorvutnk14hp6dr079t1m2,Zakaria Sarjo,Sawo,Zakaria,Sawo,Male,Z. Sawo,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2000-01-11,Malmo,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,right,11.0,2025-03-25Z,active,yes,NaN,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN
23p0dby12ymf55wwi0xz2fnx1,Marcus Andreas,Danielson,Marcus,Danielson,Male,M. Danielson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1989-04-08,Eskilstuna,Sweden,1z6l2c33w2kyz9rdefs1d68nb,192.0,right,3.0,2022-07-18Z,active,yes,NaN,NaN,NaN,80.0,NaN
26dlb4txygf7qzukjikr23mxh,Jacob Karl Anders,Rinne,Jacob,Rinne,Male,J. Rinne,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1993-06-20,Skövde,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,right,35.0,2024-08-12Z,active,yes,NaN,NaN,NaN,87.0,NaN
2zjl0xu23wp9j6ciq25irsq38,Isak Alexander,Alemayehu Mulugeta,Isak,Alemayehu,Male,I. Alemayehu,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2006-10-11,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,32.0,2024-10-09Z,active,no,2025-09-01Z,Ethiopia,5rbnsdndc8mp36d76dwuzd2ow,NaN,NaN
370kkwnidcltqyooh51z6uzqi,Tobias,Fjeld Gulliksen,Tobias,Gulliksen,Male,T. Gulliksen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2003-07-09,Drammen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,177.0,right,7.0,2024-02-23Z,active,no,2025-09-02Z,NaN,NaN,NaN,NaN
373sfhgbmoa3o5aua8595vufp,Jani,Honkavaara,Jani,Honkavaara,Male,J. Honkavaara,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1976-02-02,NaN,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,NaN,2024-12-20Z,active,yes,NaN,NaN,NaN,NaN,NaN
3bepi58wwope38a478y7jwlxw,August,Priske Flyger,August,Priske,Male,A. Priske,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-03-23,Genk,Belgium,4wbzjcclyefma1ourvjsu4q2j,187.0,right,9.0,2024-08-05Z,active,yes,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,79.0,NaN
3ohbqdzgocvaipgik7plvzpwp,Jeppe,Møldrup Okkels,Jeppe,Okkels,Male,J. Okkels,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1999-07-27,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,both,19.0,2025-08-29Z,active,yes,NaN,NaN,NaN,76.0,NaN
3xughe5ngeamjas70lyheyezu,Patric Karl Emil,Åslund,Patric,Åslund,Male,P. Åslund,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2002-08-01,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,22.0,2024-07-02Z,active,yes,NaN,NaN,NaN,NaN,NaN
5jos8v6hr086q8at9iuyhwded,Miro,Tenho,Miro,Tenho,Male,M. Tenho,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1995-04-02,Kaarina,Finland,2u07e54v5dprsugdvddpq5ync,190.0,right,5.0,2024-02-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
5t5ib5l818gj98xrztrj0kbca,Lars Erik Oskar,Fallenius,Oskar,Fallenius,Male,O. Fallenius,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2001-11-01,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,right,15.0,2023-02-27Z,active,yes,NaN,NaN,NaN,70.0,NaN
6051gs5j7d6zss35h2twoqnd,Hampus,Finndell,Hampus,Finndell,Male,H. Finndell,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2000-06-06,Västerås,Sweden,1z6l2c33w2kyz9rdefs1d68nb,177.0,NaN,14.0,2025-01-29Z,active,yes,NaN,NaN,NaN,74.0,NaN
61sojkdsmaz9hbwaskt4rws15,Mikael Neville,Anderson,Mikael,Anderson,Male,M. Anderson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1998-07-01,Reykjavik,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,180.0,right,17.0,2025-07-08Z,active,yes,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,69.0,NaN
6n7sw8r0fhcoa8hfuxrtm96tx,Albin,Ekdal,Albin,Ekdal,Male,A. Ekdal,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1989-07-28,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,186.0,right,8.0,2024-02-01Z,active,yes,NaN,NaN,NaN,75.0,NaN
7pel84swlqfux6obt6lznze1h,Rasmus Vilhelm,Schüller,Rasmus,Schüller,Male,R. Schüller,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1991-06-18,Espoo,Finland,2u07e54v5dprsugdvddpq5ync,178.0,left,6.0,2021-01-08Z,active,yes,NaN,NaN,NaN,73.0,NaN
7yld2a7aw6d3lmmwpu1wovxsl,Damian Piotr,Johansson,Piotr,Johansson,Male,P. Johansson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1995-02-28,Gorlice,Poland,27baqb7359ywdvsxxklx1kn11,185.0,right,2.0,2022-01-08Z,active,yes,NaN,Poland,27baqb7359ywdvsxxklx1kn11,80.0,NaN
7yocn8krssddsjcnmpe1y9b10,Max Stewart,Croon,Max,Croon,Male,M. Croon,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,2005-11-26,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,right,NaN,2025-07-15Z,active,no,2025-07-16Z,NaN,NaN,NaN,NaN
820rgu4x8w0jmh6v9d6udhwyc,Mohammed Kalipha,Jawla,Kalipha,Jawla,Male,K. Jawla,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2006-04-11,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,176.0,right,25.0,2025-05-09Z,active,no,2025-06-13Z,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN
8awq0zw9oyj9gy3ruxv105jis,Ahmed Wisam,Saeed,Ahmed,Saeed,Male,A. Saeed,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2008-04-22,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,31.0,2025-04-20Z,active,yes,NaN,NaN,NaN,NaN,NaN
930c0oge6pi38eofh75m0u2y2,Mikael Josh,Marqués de Pombal Vivar,Mikael,Marqués,Male,M. Marqués,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2001-09-08,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,NaN,21.0,2025-02-01Z,active,yes,NaN,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,75.0,NaN
9jszz4regvdvl0v4i8s41jbah,Erik Viktor,Bergh,Viktor,Bergh,Male,V. Bergh,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1999-07-26,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,172.0,NaN,19.0,2024-07-24Z,active,no,2025-08-07Z,NaN,NaN,NaN,NaN
