id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,status,active,secondNationality,secondNationalityId,endDate,knownName,dateOfDeath
2gp52w9k2fhapqeh831p2kmqc,Luca Ramon,de Meester de Tilbourg,Luca,de Meester,Male,L. de Meester,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2004-01-26,NaN,Germany,36min0qztu8eydwvpv8t1is0m,177.0,NaN,right,13.0,NaN,active,yes,Philippines,2bn52u7dpgfatwqumx224cczx,NaN,NaN,NaN
33e463bpk45d2iyhjs1ouvg15,Luca,Marseiler,Luca,Marseiler,Male,L. Marseiler,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1997-02-18,München,Germany,36min0qztu8eydwvpv8t1is0m,176.0,68.0,both,30.0,NaN,active,no,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN
38fhsva1ntfv3rzpm9nbtevze,Elias Jona,Bördner,Elias,Bördner,Male,E. Bördner,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2002-02-18,Weilburg,Germany,36min0qztu8eydwvpv8t1is0m,188.0,92.0,right,25.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
3bqle2f14h0by3sv62h7wyq51,Simon,Handle,Simon,Handle,Male,S. Handle,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1993-01-25,Trostberg,Germany,36min0qztu8eydwvpv8t1is0m,169.0,68.0,both,7.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
409f6fios7er8nliinhccnnx1,Markus,Brzenska,Markus,Brzenska,Male,M. Brzenska,Germany,36min0qztu8eydwvpv8t1is0m,NaN,assistant coach,1984-05-25,Lünen,Germany,36min0qztu8eydwvpv8t1is0m,196.0,87.0,right,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
47mqzzzcgkauxzvbjhzb7i9qt,Michael,Schultz,Michael,Schultz,Male,M. Schultz,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1993-05-30,Landau,Germany,36min0qztu8eydwvpv8t1is0m,194.0,88.0,right,3.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
4wn78h9vlb3x0b2stfyjfjskq,Florian,Engelhardt,Florian,Engelhardt,Male,F. Engelhardt,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2003-06-16,NaN,Germany,36min0qztu8eydwvpv8t1is0m,175.0,63.0,both,16.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
54p0xfzawta1ny8ustnpplq6t,Patrick,Koronkiewicz,Patrick,Koronkiewicz,Male,P. Koronkiewicz,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1991-03-13,Bonn,Germany,36min0qztu8eydwvpv8t1is0m,185.0,66.0,right,28.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
54ucgwtzapnpoftpxutgrxr3e,Jonah Benedict,Sticker,Jonah,Sticker,Male,J. Sticker,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2004-05-08,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,33.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
590hwf4r7xh2yc0o58ojp8yl0,Joel,Udelhoven,Joel,Udelhoven,Male,J. Udelhoven,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2005-10-27,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,32.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
5qgl3y7twdfjqy73fsyg9vxuc,Donny,Bogićević,Donny,Bogicevic,Male,D. Bogićević,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2001-10-08,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,8.0,NaN,active,yes,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN
622lqs1wsnic6babwktlzx68l,Florian,Heister,Florian,Heister,Male,F. Heister,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1997-03-02,Neuss,Germany,36min0qztu8eydwvpv8t1is0m,179.0,75.0,both,17.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
7eput2c1vwfcca2hmbu09n5sk,Hamissou Hassan,Ali,NaN,NaN,Male,H. Ali,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2005-11-30,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,34.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
7mmrceswo61bbytuxcm7xk251,Lars,Dietz,Lars,Dietz,Male,L. Dietz,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1997-01-07,Soest,Germany,36min0qztu8eydwvpv8t1is0m,190.0,73.0,right,2.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
92oc4tqsprreepx9q6fc6hyw9,Jeremias,Lorch,Jeremias,Lorch,Male,J. Lorch,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1995-12-02,Heilbronn,Germany,36min0qztu8eydwvpv8t1is0m,188.0,72.0,right,4.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
a3xs1o194bcchmsqkoxz953is,Malek,El Mala,Malek,El Mala,Male,M. El Mala,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2005-04-02,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,42.0,NaN,active,no,NaN,NaN,NaN,Malek El Mala,NaN
a81jw25a22o8imrx0wodtktsl,Bryan,Henning,Bryan,Henning,Male,B. Henning,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1995-03-16,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,172.0,73.0,right,19.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
aigtsj6dqdhleuuu2hk9ckwdl,Valdrin,Mustafa,Valdrin,Mustafa,Male,V. Mustafa,Kosovo,86u6edbqifdjsn49mbp2anw7p,Attacker,player,1998-03-11,Merzig,Germany,36min0qztu8eydwvpv8t1is0m,183.0,76.0,right,11.0,NaN,active,no,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN
av5y7xqlp9hw9cw0hupvsl4kq,Stefano,Russo,Stefano,Russo,Male,S. Russo,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2000-06-29,Ludwigshafen,Germany,36min0qztu8eydwvpv8t1is0m,184.0,78.0,right,6.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
c7hp3rwc405jghmzk5p6uu0np,Christoph,Greger,Christoph,Greger,Male,C. Greger,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1997-01-14,München,Germany,36min0qztu8eydwvpv8t1is0m,193.0,91.0,left,15.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
d078o2hgm2fkdjz5vagzx9oq2,Sidny,Lopes Cabral,Sidny,Lopes Cabral,Male,Sidny Cabral,Cabo Verde,7235kgq23bu1v4qwk491u58h0,Defender,player,2002-09-18,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,170.0,NaN,both,5.0,NaN,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,Sidny Cabral,NaN
d1pnfnumxqhbv4uxjybxq194a,Niklas,May,Niklas,May,Male,N. May,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-04-10,Freiberg,Germany,36min0qztu8eydwvpv8t1is0m,182.0,68.0,left,37.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
dgbwsni1q4v73sospit4uba50,Thomas,Idel,Thomas,Idel,Male,T. Idel,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2000-04-05,Köln,Germany,36min0qztu8eydwvpv8t1is0m,178.0,NaN,left,29.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
di422t11tuep1fabpvh36iswl,Moritz,Fritz,Moritz,Fritz,Male,M. Fritz,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1993-07-15,Bielefeld,Germany,36min0qztu8eydwvpv8t1is0m,193.0,83.0,both,23.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
dqav2fws2zk1i80d6dr2xcj4l,André,Becker,André,Becker,Male,A. Becker,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1996-07-26,Recife,Germany,36min0qztu8eydwvpv8t1is0m,197.0,80.0,left,9.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
dyoztuwrih4r4fl97gpat3bl6,Kaden Nana Kwaku,Attakora Amaniampong,Kaden,Amaniampong,Male,K. Amaniampong,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2004-05-26,NaN,Germany,36min0qztu8eydwvpv8t1is0m,182.0,82.0,right,29.0,NaN,active,no,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,NaN
dzeup3m0ua8zf25xmaz3thvfu,David,Kubatta,David,Kubatta,Male,D. Kubatta,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2003-10-29,NaN,Germany,36min0qztu8eydwvpv8t1is0m,196.0,87.0,left,39.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
e0mwj2zp087snm5zce85zrh1w,Zoumana,Keita,Zoumana,Keita,Male,Z. Keita,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2005-11-16,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,35.0,NaN,active,yes,Mali,d0v29nncgikdswlxpdq553zz,NaN,NaN,NaN
e795qzqw2w7jyqnuay0hk85jo,Kaan-Hüseyin,Karaduman,Kaan,Karaduman,Male,K. Karaduman,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2005-03-03,NaN,Germany,36min0qztu8eydwvpv8t1is0m,187.0,NaN,NaN,27.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
egy8tpty5e6pjozw5xwyd2dat,Olaf,Janßen,Olaf,Janßen,Male,O. Janßen,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1966-10-08,Krefeld,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
ej0p200u1uobanhk4xqs79dqt,Kevin,Rauhut,Kevin,Rauhut,Male,K. Rauhut,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1989-12-30,Oberhausen,Germany,36min0qztu8eydwvpv8t1is0m,188.0,77.0,right,24.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
ekz97oo88fcqhay2w2hrhecyc,Said,El Mala,Said,El Mala,Male,S. El Mala,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2006-08-26,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,22.0,NaN,active,no,NaN,NaN,NaN,Said El Mala,NaN
f3vdyj58m73vv72supa4eoicp,Tobias,Anselm,Tobias,Anselm,Male,T. Anselm,Austria,hcs1bd49qliqqity6o268jyt,Attacker,player,2000-02-24,NaN,Austria,hcs1bd49qliqqity6o268jyt,186.0,75.0,NaN,18.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
r7sq96qtikh2wyng08vyunvu,Ben Alexander,Voll,Ben,Voll,Male,B. Voll,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2000-12-09,Bergisch Gladbach,Germany,36min0qztu8eydwvpv8t1is0m,195.0,86.0,both,1.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
wl7c8p5meoobil5ygelebuqy,Suheyel,Najar,Suheyel,Najar,Male,S. Najar,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1995-10-13,Köln,Germany,36min0qztu8eydwvpv8t1is0m,184.0,70.0,left,21.0,NaN,active,yes,Tunisia,2um1icx6ftp1auliaxyw0ou6y,NaN,NaN,NaN
wr8j2xobnkler99n40d7mj9w,Seok-Ju,Hong,Seok-Ju,Hong,Male,Hong Seok-Ju,Korea Republic,4vzpxtqkiwx0puygnmayr74di,Attacker,player,2003-05-07,NaN,Korea Republic,4vzpxtqkiwx0puygnmayr74di,187.0,77.0,right,38.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
11dipq6yj3nrf1rxlyzij3tud,Erich,Berko,Erich,Berko,Male,E. Berko,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1994-09-06,Ostfildern,Germany,36min0qztu8eydwvpv8t1is0m,181.0,79.0,right,41.0,2023-01-31Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
1vcqmpqnxae67era4jzg75ld6,Marco Ferdinand,Wolf,Marco,Wolf,Male,M. Wolf,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2001-02-05,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,37.0,2023-07-25Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
256ks9uqflyawsds2egoyszit,Sreto,Ristić,Sreto,Ristic,Male,S. Ristić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,coach,1976-02-07,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,188.0,85.0,NaN,NaN,2023-02-19Z,active,no,NaN,NaN,2024-04-03Z,NaN,NaN
2jvmo5166d3xl51st4tewxeqx,Tom,Baumgart,Tom,Baumgart,Male,T. Baumgart,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1997-11-12,Freiberg,Germany,36min0qztu8eydwvpv8t1is0m,182.0,74.0,right,11.0,2023-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
366ke6v06ijfq33k0gxy7zkoa,Aljaž,Casar,Aljaz,Casar,Male,A. Casar,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Midfielder,player,2000-09-17,Murska,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,190.0,86.0,NaN,17.0,2022-08-31Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
37qk2mmu0o1uesh1satskjazu,Jordi,Wegmann,Jordi,Wegmann,Male,J. Wegmann,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-05-21,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,19.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
3aba2z7x53915iaulgweo9lg5,Andor József,Bolyki,Andor,Bolyki,Male,A. Bolyki,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Attacker,player,1994-09-06,Eger,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,186.0,78.0,both,29.0,2022-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
3absy9nnmn9p03spq7bbtb6y1,Jannes,Vollert,Jannes,Vollert,Male,J. Vollert,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1998-01-21,Rendsburg,Germany,36min0qztu8eydwvpv8t1is0m,186.0,83.0,right,5.0,2019-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
3wmnwxb0uynqw74m2rj3oghk9,Nico,Hug,Nico,Hug,Male,N. Hug,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1998-10-26,Niedereschach,Germany,36min0qztu8eydwvpv8t1is0m,180.0,68.0,left,22.0,2022-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
5za1oqcgg6o78mth7jdcqs1uy,Tim-Justin,Dietrich,Tim-Justin,Dietrich,Male,T. Dietrich,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-11-08,NaN,Germany,36min0qztu8eydwvpv8t1is0m,186.0,78.0,NaN,21.0,2023-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
6al3vbz54y4nle5aocs0triay,Matthew Till,Meier,Matthew,Meier,Male,M. Meier,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2004-04-16,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,27.0,2023-07-01Z,active,no,NaN,NaN,2024-01-09Z,NaN,NaN
6fwp35py11q0xy2k27hp7y6wa,Philipp,Schulze,Philipp,Schulze,Male,P. Schulze,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2003-01-29,Neustadt am Rügenberge,Germany,36min0qztu8eydwvpv8t1is0m,189.0,82.0,NaN,NaN,2024-01-08Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
6iic3siq7svijcego8xpee28l,Patrick,Hasenhüttl,Patrick,Hasenhüttl,Male,P. Hasenhüttl,Austria,hcs1bd49qliqqity6o268jyt,Attacker,player,1997-05-20,Bonheiden,Austria,hcs1bd49qliqqity6o268jyt,190.0,80.0,right,45.0,2023-08-17Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
6jofba2knexkjhcwr3pf6jxzp,Niklas,Kreuzer,Niklas,Kreuzer,Male,N. Kreuzer,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1993-02-20,München,Germany,36min0qztu8eydwvpv8t1is0m,178.0,73.0,right,8.0,2021-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
6of8ltrss2m429hut62w435xx,Sebastian,Zieleniecki,Sebastian,Zieleniecki,Male,S. Zieleniecki,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1995-02-16,NaN,Poland,27baqb7359ywdvsxxklx1kn11,188.0,83.0,NaN,2.0,2023-09-16Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
7jo5hyybivu2csysje8cxfmui,Enrique,Lofolomo,Enrique,Lofolomo,Male,E. Lofolomo,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2000-04-14,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,6.0,2023-07-01Z,active,no,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,2024-06-30Z,NaN,NaN
7k9l4qddlywec4vaf1lsr90b9,Jonas,Nietfeld,Jonas,Nietfeld,Male,J. Nietfeld,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1994-01-15,Minden,Germany,36min0qztu8eydwvpv8t1is0m,186.0,75.0,right,33.0,2019-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
8dq8br5lty0ue2ndqxdpz3xsl,Tarsis,Bonga,Tarsis,Bonga,Male,T. Bonga,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1997-01-10,Neuwied,Germany,36min0qztu8eydwvpv8t1is0m,196.0,93.0,right,15.0,2024-01-05Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
8lcwll96rqusrfo8y35oywes5,Tunay,Deniz,Tunay,Deniz,Male,T. Deniz,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1994-02-02,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,184.0,72.0,both,20.0,2022-07-01Z,active,no,Türkiye,6kd6webenogylfgwt2aa9l6vx,2024-06-30Z,NaN,NaN
8ougi8b2idtqjb1iwcr3qjehg,Henry Jon,Crosthwaite,Henry,Crosthwaite,Male,H. Crosthwaite,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2002-10-14,NaN,Germany,36min0qztu8eydwvpv8t1is0m,175.0,NaN,both,14.0,2023-07-07Z,active,no,England,1fk5l4hkqk12i7zske6mcqju6,2024-06-30Z,NaN,NaN
8wl3pt2rljdfydp0xpbfvno45,Stefan,Reisinger,Stefan,Reisinger,Male,S. Reisinger,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1981-09-14,Landshut,Germany,36min0qztu8eydwvpv8t1is0m,185.0,82.0,both,NaN,2024-04-03Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
8xuitwlu60yijigmq43wuy6s5,Brian,Behrendt,Brian,Behrendt,Male,B. Behrendt,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1991-10-24,Bremervörde,Germany,36min0qztu8eydwvpv8t1is0m,187.0,77.0,right,3.0,2024-01-08Z,active,no,NaN,NaN,2024-07-05Z,NaN,NaN
9ursjee45qxi1h6k31par4wkp,Meris,Skenderović,Meris,Skenderovic,Male,M. Skenderović,Montenegro,1411jebgwo2ja1erogsq81lg9,Attacker,player,1998-03-28,Mannheim,Germany,36min0qztu8eydwvpv8t1is0m,183.0,73.0,left,9.0,2023-07-15Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
awp9idoguq1tray2l8818hf1m,Lucas,Halangk,Lucas,Halangk,Male,L. Halangk,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2003-09-22,NaN,Germany,36min0qztu8eydwvpv8t1is0m,176.0,74.0,right,16.0,2021-08-19Z,active,yes,NaN,NaN,NaN,NaN,NaN
bcl3cr8j3eo0fbhg9617jhtyh,Timur,Gayret,Timur,Gayret,Male,T. Gayret,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1998-08-08,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,176.0,73.0,NaN,10.0,2022-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
bzuksn08d8jxxo0ar1igxqyju,Moritz,Schulze,Moritz,Schulze,Male,M. Schulze,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2001-03-22,Grimma,Germany,36min0qztu8eydwvpv8t1is0m,190.0,88.0,right,30.0,2023-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
csklsl7qjo2qtjsh4oagylyol,Besar,Halimi,Besar,Halimi,Male,B. Halimi,Kosovo,86u6edbqifdjsn49mbp2anw7p,Midfielder,player,1994-12-12,Frankfurt am Main,Germany,36min0qztu8eydwvpv8t1is0m,169.0,69.0,left,23.0,2023-07-01Z,active,no,Germany,36min0qztu8eydwvpv8t1is0m,2024-06-30Z,NaN,NaN
cum8akiy07fq96gnkce6kao5x,Sven Tobias,Müller,Sven,Müller,Male,S. Müller,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1996-02-16,Köln,Germany,36min0qztu8eydwvpv8t1is0m,190.0,82.0,left,1.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
dagqmnyits33v1tnw02w3mk4q,Julian,Eitschberger,Julian,Eitschberger,Male,J. Eitschberger,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2004-03-05,NaN,Germany,36min0qztu8eydwvpv8t1is0m,180.0,72.0,NaN,42.0,2023-09-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
de4q95sa749inf9frm3jceqc5,Dominic,Baumann,Dominic,Baumann,Male,D. Baumann,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1995-04-24,Wermsdorf,Germany,36min0qztu8eydwvpv8t1is0m,178.0,82.0,right,28.0,2023-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
dig71zvbci3yb4r63scjmzb2t,Niklas,Landgraf,Niklas,Landgraf,Male,N. Landgraf,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1996-03-01,Chemnitz,Germany,36min0qztu8eydwvpv8t1is0m,177.0,68.0,left,31.0,2017-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
e0khd4uiokuwrngfbnqzndd04,Luca,Bendel,Luca,Bendel,Male,L. Bendel,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2003-08-13,NaN,Germany,36min0qztu8eydwvpv8t1is0m,190.0,81.0,NaN,32.0,2021-09-23Z,active,no,NaN,NaN,2024-01-25Z,NaN,NaN
ewc1m130emel0u0v4fyxsonp,Marvin,Ajani,Marvin,Ajani,Male,M. Ajani,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1993-10-04,Ratingen,Germany,36min0qztu8eydwvpv8t1is0m,188.0,86.0,right,25.0,2023-08-17Z,active,no,Nigeria,63pvdwrsiq5b07mzi8igqei9p,2024-06-30Z,NaN,NaN
174ueso3el3hy0e8c8srvbqad,Boris,Schommers,Boris,Schommers,Male,B. Schommers,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1979-01-19,Leverkusen,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,2023-10-20Z,active,no,NaN,NaN,2024-04-23Z,NaN,NaN
1bi8vsp4sswwbztks4hd9ueax,Tobias,Fleckstein,Tobias,Fleckstein,Male,T. Fleckstein,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1999-04-24,Herne,Germany,36min0qztu8eydwvpv8t1is0m,190.0,86.0,right,15.0,2020-08-24Z,active,yes,NaN,NaN,NaN,NaN,NaN
1eg5f29hp4g7han7tks318z55,Niclas,Stierlin,Niclas,Stierlin,Male,N. Stierlin,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2000-01-22,Mannheim,Germany,36min0qztu8eydwvpv8t1is0m,182.0,82.0,right,23.0,2021-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
2a0imj4hak43tj320nok49tnu,Tim,Köther,Tim,Köther,Male,T. Köther,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2001-02-22,NaN,Germany,36min0qztu8eydwvpv8t1is0m,175.0,70.0,left,22.0,2023-08-30Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
2jdhaxtefr8dyxogyw2wwnwus,Baran,Moğultay,Baran,Mogultay,Male,B. Moğultay,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2004-05-18,Ahlen,Germany,36min0qztu8eydwvpv8t1is0m,181.0,70.0,left,2.0,2022-07-01Z,active,no,Türkiye,6kd6webenogylfgwt2aa9l6vx,2024-06-30Z,NaN,NaN
2q5q5r04ys5ko961nx8ca2rc9,Chinedu-Aaron,Ekene,Chinedu-Aaron,Ekene,Male,C. Ekene,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1999-07-09,Wuppertal,Germany,36min0qztu8eydwvpv8t1is0m,180.0,85.0,right,19.0,2021-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
2tdooyauz5ra1a35507rvdknp,Daniel,Ginczek,Daniel,Ginczek,Male,D. Ginczek,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1991-04-13,Arnsberg,Germany,36min0qztu8eydwvpv8t1is0m,191.0,85.0,right,33.0,2024-01-08Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
31y1wb6n5h0065yg9pio9d1bd,Niklas,Kölle,Niklas,Kölle,Male,N. Kölle,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1999-11-17,Wolfsburg,Germany,36min0qztu8eydwvpv8t1is0m,180.0,77.0,left,11.0,2022-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
337m85qszcv2xkkc8wa4r10ph,Ahmet Emin,Engin,Ahmet,Engin,Male,A. Engin,Türkiye,6kd6webenogylfgwt2aa9l6vx,Attacker,player,1996-08-09,Moers,Germany,36min0qztu8eydwvpv8t1is0m,180.0,75.0,right,39.0,2024-01-19Z,active,no,Germany,36min0qztu8eydwvpv8t1is0m,2024-06-29Z,NaN,NaN
3hijrawmpp0pww49g1cvdj6jt,Engin,Vural,Engin,Vural,Male,E. Vural,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1985-04-27,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,2023-09-18Z,active,no,NaN,NaN,2023-10-09Z,NaN,NaN
3wajzmwl3hqm52aqyr8dqjm51,Uwe,Schubert,Uwe,Schubert,Male,U. Schubert,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1960-03-31,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,2024-04-23Z,active,no,NaN,NaN,2024-05-23Z,NaN,NaN
