id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active,secondNationality,secondNationalityId,knownName
4nlu70gcn5s2xxggbx30n88wk,Imre Bech,Hermansen,Imre,Hermansen,Male,I. Hermansen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2006-06-09,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,28.0,active,yes,NaN,NaN,NaN
4s8lwbyh90phbponlzsdlj0iy,Brage,Skaret,Brage,Skaret,Male,B. Skaret,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2002-04-28,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,186.0,80.0,NaN,3.0,active,yes,NaN,NaN,NaN
62lhrzrmv303g03nak4x3mvze,Marijo,Jovic,NaN,NaN,Male,M. Jovic,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,assistant coach,1985-11-17,Osijek,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
6fx5r6dpx906j16pisv670pnt,Philip,Sandvik Aukland,Philip,Aukland,Male,P. Aukland,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1998-12-30,Kristiansand,Norway,7f16iy4w8u8ogyn6pfooqwv5z,186.0,70.0,NaN,6.0,active,yes,NaN,NaN,NaN
6hzrtnl5iw9i240qtm2pg7ahh,Håvar,Grøntvedt Jenssen,Håvar,Jenssen,Male,H. Jenssen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,1996-04-10,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,193.0,93.0,right,1.0,active,yes,NaN,NaN,NaN
7izywguleokvp5l226r6vo844,Innocent,Kingsley,Innocent,Kingsley,Male,I. Kingsley,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2002-07-24,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
859iih7ovl4iq8jintdeh402y,Maï,Traoré,Maï,Traoré,Male,M. Traoré,Guinea,4i9sg55wigitrfx7290f59ceo,Attacker,player,1999-11-24,Conakry,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,185.0,NaN,left,11.0,active,yes,NaN,NaN,NaN
8ho7btmnqcs62fewp8y7dpex,Erlend,Segberg,Erlend,Segberg,Male,E. Segberg,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1997-04-12,Kristiansand,Norway,7f16iy4w8u8ogyn6pfooqwv5z,183.0,79.0,NaN,23.0,active,no,NaN,NaN,NaN
8rnri2daeaqt5h1hl9ftt6l0p,Sondre,Sørløkk,Sondre,Sørløkk,Male,S. Sørløkk,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1997-05-08,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,13.0,active,yes,NaN,NaN,NaN
95u4j4kg3w5wfpk8ilcimhfdg,Henrik,Langaas Skogvold,Henrik,Skogvold,Male,H. Skogvold,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2004-07-14,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,23.0,active,yes,NaN,NaN,NaN
97pv7d7lbkovwn9gcpf0tpnmx,Morten,Bjørlo,Morten,Bjørlo,Male,M. Bjørlo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1995-10-04,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,176.0,64.0,right,10.0,active,yes,NaN,NaN,NaN
9d2lz6x7uf5jfrc72bvrxfo45,Mikkjal,Kjartansson Thomassen,Mikkjal,Thomassen,Male,M. Thomassen,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,NaN,coach,1976-01-12,NaN,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,NaN,NaN,NaN,NaN,active,no,NaN,NaN,NaN
9vein1bgj6ax604zs61jxm1h,Mads Lennart,Nielsen,Mads,Nielsen,Male,M. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1994-03-26,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,192.0,92.0,NaN,26.0,active,no,NaN,NaN,NaN
a36wnn7qv6ker36j9uxjnpt2i,Samson Okikiola,Tijani,Samson,Tijani,Male,S. Tijani,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2002-05-17,Enugu,Nigeria,63pvdwrsiq5b07mzi8igqei9p,175.0,70.0,right,NaN,active,yes,NaN,NaN,NaN
a5f6u91e3v2zuxg2xnnzlgyqd,Henrik,Kjelsrud Johansen,Henrik,Johansen,Male,H. Johansen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1993-03-22,Gjøvik,Norway,7f16iy4w8u8ogyn6pfooqwv5z,183.0,84.0,right,9.0,active,yes,NaN,NaN,NaN
azcq4fv6zcfzasm9do7rmxppm,Oscar,Aga,Oscar,Aga,Male,O. Aga,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2001-01-06,Oslo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,180.0,NaN,right,29.0,active,yes,NaN,NaN,NaN
b20lp3ufi88q4pckp39hsjbsa,Jonathan,Frost Fischer,Jonathan,Fischer,Male,J. Fischer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2001-11-09,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,30.0,active,yes,NaN,NaN,NaN
bbiblpn6dg2ub1guiphivzq50,Fallou,Fall,Fallou,Fall,Male,F. Fall,Senegal,6hhqyhr5cwq2pfprlazyposyk,Defender,player,2004-04-15,NaN,Senegal,6hhqyhr5cwq2pfprlazyposyk,192.0,NaN,NaN,15.0,active,yes,NaN,NaN,NaN
bl8eixhmbix2chqjdhc0kffxm,Sigurd,Kvile,Sigurd,Kvile,Male,S. Kvile,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2000-02-26,Bergen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,right,17.0,active,yes,NaN,NaN,NaN
bq34vpi0ormc49b15ht5sc7sa,Oscar Erik,Kjøge Jansson,Oscar,Jansson,Male,O. Jansson,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2002-08-21,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,190.0,80.0,NaN,21.0,active,no,NaN,NaN,NaN
bww0h67l7g6o9syrkp12s7pih,Patrick Robert,Metcalfe,Patrick,Metcalfe,Male,P. Metcalfe,Canada,1iaoypzp6syf32cz9l15pzp7e,Midfielder,player,1998-11-11,Vancouver,Canada,1iaoypzp6syf32cz9l15pzp7e,173.0,75.0,right,12.0,active,yes,Philippines,2bn52u7dpgfatwqumx224cczx,NaN
c284j5q0ewp6nu6xc57runrpw,Torjus,Embergsrud Engebakken,Torjus,Engebakken,Male,T. Engebakken,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2006-12-20,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,24.0,active,yes,NaN,NaN,NaN
c2y8wn6wx4waheo1yxjgcdedw,Filip,Alexandersen Stensland,Filip,Stensland,Male,F. Stensland,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-07-27,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,33.0,active,no,NaN,NaN,NaN
c5p3hpmvlgspmqfs64zfrs991,Simen,Rafn,Simen,Rafn,Male,S. Rafn,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1992-02-16,Fredrikstad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,172.0,70.0,right,5.0,active,yes,NaN,NaN,NaN
cflq8aemng49jq7ulmsq1fydx,Andreas,Hagen,Andreas,Hagen,Male,A. Hagen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,coach,1986-02-16,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,187.0,79.0,NaN,NaN,active,yes,NaN,NaN,NaN
ci3c5x4u4g1n4y9p63av1txx,Stian,Stray Molde,Stian,Molde,Male,S. Molde,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1996-12-19,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,183.0,75.0,NaN,4.0,active,yes,NaN,NaN,NaN
dlxtfrt1ioz51rwnizwz5657t,Daniel Fritz,Eid,Daniel,Eid,Male,D. Eid,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1998-10-14,Ulsteinvik,Norway,7f16iy4w8u8ogyn6pfooqwv5z,183.0,NaN,right,16.0,active,yes,NaN,NaN,NaN
dp03arwvufj1qju8f9kbfm6ms,Elias,Johnsson Solberg,Elias,Solberg,Male,E. Solberg,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2008-02-06,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,31.0,active,yes,NaN,NaN,NaN
dp4bh2qpsagd632sfe3qq4hqt,Júlíus,Magnússon,Júlíus,Magnússon,Male,J. Magnússon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1998-06-28,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,19.0,active,yes,NaN,NaN,NaN
dzwhu31zw1ee12uunchaj8xec,Torvald,Berthelsen,NaN,NaN,Male,T. Berthelsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,assistant coach,1992-08-01,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
ej0pkwfgnkfbmyyczyruf5ixg,Jesper,Johnsson Solberg,Jesper,Solberg,Male,J. Solberg,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2008-02-06,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,32.0,active,yes,NaN,NaN,NaN
ezp3an9rpua3meyew3zs1h8gk,Ole,Langbråten,Ole,Langbråten,Male,O. Langbråten,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2003-07-07,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,25.0,active,yes,NaN,NaN,NaN
1t1ylf4iwrotj4jjf9qfzbieh,Snorre,Strand Nilsen,Snorre,Strand Nilsen,Male,S. Strand Nilsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1997-01-14,Gjøvik,Norway,7f16iy4w8u8ogyn6pfooqwv5z,186.0,82.0,right,22.0,active,yes,NaN,NaN,NaN
2w16juzjxl4d66a709ibf1afo,Halvor,Rødølen Opsahl,Halvor,Opsahl,Male,H. Opsahl,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2002-10-08,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,4.0,active,yes,NaN,NaN,NaN
2w7qb6w4qcogyuvgi31rfv85w,Julian,Bakkeli Gonstad,Julian,Gonstad,Male,J. Gonstad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2006-06-29,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,20.0,active,no,NaN,NaN,NaN
3dz611s3q1kjhrzt8ixv4jbhl,Eric Alexander Stefan,Nilsson,Alexander,Nilsson,Male,A. Nilsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1997-08-22,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,30.0,active,yes,NaN,NaN,NaN
3gbk1gtcjh5k5lvuodfpmi21h,Jakob Saldern,Stein Michelsen,Jakob,Michelsen,Male,J. Michelsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1980-09-30,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
424bbibjsasfjrkjoa0jfkhk9,Luc Katja Anne,Mares,Luc,Mares,Male,L. Mares,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1996-10-03,Maastricht,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,NaN,right,14.0,active,yes,NaN,NaN,NaN
49lv52k58g3q0j819c5w3id5g,Olav,Dobloug Mengshoel,Olav,Dobloug Mengshoel,Male,O. Dobloug,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2008-07-04,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,179.0,NaN,NaN,29.0,active,yes,NaN,NaN,NaN
4m57qe3mtal1r68md5yj8xvc9,Tore André,Hagbø Sørås,Tore André,Sørås,Male,T. Sørås,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1998-06-18,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,190.0,84.0,both,11.0,active,yes,NaN,NaN,NaN
6r0yq4i1lk788h1euk5ztec5,Viðar Ari,Jónsson,Vidar Ari,Jónsson,Male,V. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1994-03-10,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,184.0,75.0,right,21.0,active,yes,NaN,NaN,NaN
6to0utql04vnj613arhu5m2tx,William Albin,Kurtović,William,Kurtovic,Male,W. Kurtović,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1996-06-22,Karlskrona,Sweden,1z6l2c33w2kyz9rdefs1d68nb,190.0,85.0,NaN,19.0,active,yes,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN
6uyr4yqazmaixudqi53brehas,Sander,Kaldråstøyl Østraat,Sander,Østraat,Male,S. Østraat,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2005-02-02,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,1.0,active,yes,NaN,NaN,NaN
6y6xobx7t2qx431s59kv8hk9h,Robert Marcus,Sandberg,Marcus,Sandberg,Male,M. Sandberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1990-11-07,Rönnäng,Sweden,1z6l2c33w2kyz9rdefs1d68nb,191.0,80.0,right,12.0,active,yes,NaN,NaN,NaN
6ygixtbzlkjotkxlq3ns1teqx,Henrik,Udahl,Henrik,Udahl,Male,H. Udahl,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1997-01-12,Fredrikstad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,186.0,72.0,right,9.0,active,yes,NaN,NaN,NaN
8nmrvwyosqdqwyqowvdqvahh,Fredrik,Vangstad Sjølstad,Fredrik,Sjølstad,Male,F. Sjølstad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1994-03-29,Oslo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,187.0,78.0,right,23.0,active,yes,NaN,NaN,NaN
9d4hsr5ipklocdya5wu291ihh,John Olav,Norheim,John Olav,Norheim,Male,J. Norheim,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1995-04-05,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,right,6.0,active,yes,NaN,NaN,NaN
9v4rtbzr5f45x65os81wwuqne,Gard,Simenstad,Gard,Simenstad,Male,G. Simenstad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1999-04-12,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,18.0,active,yes,NaN,NaN,NaN
a2e6ctespr0x0mmeum27m86qc,Haakon Bleken,Norda,NaN,NaN,Male,H. Norda,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2009-04-02,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,198.0,NaN,NaN,NaN,active,no,NaN,NaN,NaN
a9guphf8p0im4it165fsqhud,Pål Alexander,Kirkevold,Pål,Kirkevold,Male,P. Kirkevold,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1990-11-10,Re,Norway,7f16iy4w8u8ogyn6pfooqwv5z,185.0,90.0,left,16.0,active,yes,NaN,NaN,NaN
bcerex69kis7mowlf2exej2dx,Kristian,Lønstad Onsrud,Kristian,Onsrud,Male,K. Onsrud,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1994-07-22,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,186.0,84.0,left,7.0,active,yes,NaN,NaN,NaN
bop1j9fi00opeyzscvsw6xpn8,Arne,Hopland Ødegård,Arne,Ødegård,Male,A. Ødegård,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-02-04,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,24.0,active,yes,NaN,NaN,Arne Ødegård
bx5qa3vn26qdi3mr2ckt1wmw9,Samual Jarard,Rogers,Sam,Rogers,Male,S. Rogers,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1999-05-17,Seattle,USA,7hr2f89v44y65dyu9k92vprwn,193.0,86.0,NaN,3.0,active,no,NaN,NaN,NaN
c1p51x3fg0dgss14z9vozfqc4,Anton Noah Christian,Ekeroth,Anton,Ekeroth,Male,A. Ekeroth,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2001-09-16,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,5.0,active,yes,NaN,NaN,NaN
c26ssv8g9e3pcmh5ap3fqpp0p,Vegard,Kongsro,Vegard,Kongsro,Male,V. Kongsro,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1998-08-07,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,2.0,active,yes,NaN,NaN,NaN
cl4xl80n4gew1ox03r3ooshrd,Oliver,Kjærgaard,Oliver,Kjærgaard,Male,O. Kjærgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1998-07-11,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,76.0,NaN,8.0,active,no,NaN,NaN,NaN
d11kfigxyuf6beacw9fgsos89,Mohamed,Ofkir,Mohamed,Ofkir,Male,M. Ofkir,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1996-08-04,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,176.0,NaN,NaN,77.0,active,yes,NaN,NaN,NaN
d9d7ec57xuvrsby6xd45v50r8,William,Osnes-Ringen,William,Osnes-Ringen,Male,W. Osnes-Ringen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2006-11-13,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,174.0,NaN,NaN,15.0,active,yes,NaN,NaN,NaN
dd53d1radlkv7y24724vkol49,Brynjar Ingi,Bjarnason,Brynjar Ingi,Bjarnason,Male,B. Bjarnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1999-12-06,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,194.0,88.0,right,26.0,active,yes,NaN,NaN,NaN
dfinorpyitke7fsso0fkgz28k,Niklas,Ødegård,Niklas,Ødegård,Male,N. Ødegård,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-03-29,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,189.0,88.0,NaN,17.0,active,no,NaN,NaN,Niklas Ødegård
iuf92spli9o5l8r9ftooufah,Moses,Dramwi Mawa,Moses,Mawa,Male,M. Mawa,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1996-08-04,Oslo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,185.0,75.0,right,10.0,active,yes,NaN,NaN,NaN
ulls2wjopphktpxvtf6vtudw,Jonas,Dobloug Rasen,Jonas,Rasen,Male,J. Rasen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-08-10,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,25.0,active,yes,NaN,NaN,NaN
10scm30pxe3wvcms8feunyj85,Akinsola,Ihayere Azeez Akinyemi,Shola,Akinyemi,Male,S. Akinyemi,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1993-07-12,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,188.0,85.0,left,5.0,active,yes,NaN,NaN,NaN
16rhwnvicrl1e9xqw867zuxn9,Haitam,Aleesami,Haitam,Aleesami,Male,H. Aleesami,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1991-07-31,Oslo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,181.0,73.0,left,2.0,active,yes,NaN,NaN,Haitam Aleesami
1pobxn4eg4l8phk4ug0t56t7u,Ayoub,Aleesami,Ayoub,Aleesami,Male,A. Aleesami,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1996-02-09,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,185.0,88.0,NaN,3.0,active,yes,NaN,NaN,Ayoub Aleesami
26ro2zdtkq9ia7dzr9ellxkvd,Teodor,Berg Haltvik,Teodor,Haltvik,Male,T. Haltvik,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2000-04-09,Trondheim,Norway,7f16iy4w8u8ogyn6pfooqwv5z,182.0,75.0,right,17.0,active,yes,NaN,NaN,NaN
2dgff1agcaa5ohb0f4wn64ay2,Håkon,Helland Hoseth,Håkon,Hoseth,Male,H. Hoseth,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1999-03-19,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,182.0,76.0,NaN,14.0,active,yes,NaN,NaN,NaN
2mmo9cxj0nuzwqgsnd787561h,Valentin Adama,Diomande,Adama,Diomande,Male,A. Diomande,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1990-02-14,Oslo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,180.0,82.0,right,99.0,active,yes,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN
2vc1s3yllynlmxaoee4vtc962,Idar,Nordby Lysgård,Idar,Lysgård,Male,I. Lysgård,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,1994-09-25,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,191.0,NaN,right,35.0,active,yes,NaN,NaN,NaN
3hup5rvg21nkou5psia9pe9sk,Joachim,Prent-Eckbo,Joachim,Prent-Eckbo,Male,J. Prent-Eckbo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2007-03-05,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,181.0,75.0,NaN,26.0,active,yes,NaN,NaN,NaN
3jgniouh70v4y74ly7u681o89,Dadi Dodou,Gaye,Dadi,Gaye,Male,D. Gaye,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Defender,player,1995-03-21,Oslo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,183.0,75.0,both,22.0,active,yes,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN
3usrzzduezg3zt3usvuayxxm2,Simen,Hestnes,Simen,Hestnes,Male,S. Hestnes,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1996-02-05,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,184.0,76.0,NaN,8.0,active,yes,NaN,NaN,NaN
4cx6v1ugc9l5sd0nqep3sxoiy,Johannes Andres,Hummelvoll-Nuñez,Johannes,Nuñez,Male,J. Nuñez,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1996-12-14,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,182.0,76.0,NaN,9.0,active,yes,NaN,NaN,NaN
4xhnz1r12n0nvmrde8hf2f8d0,Magnus,Kiperberg Mehl,Magnus,Mehl,Male,M. Mehl,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2005-04-08,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,NaN,active,no,NaN,NaN,NaN
50j8jwihp7kviifscjim8f0mh,Adnan,Hadzic,Adnan,Hadzic,Male,A. Hadzic,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1999-03-08,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,185.0,75.0,NaN,30.0,active,no,NaN,NaN,NaN
58ufmirzy800nq7gucsiz3hg4,Jonas,Lange Hjorth,Jonas,Hjorth,Male,J. Hjorth,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2001-01-30,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,177.0,77.0,left,16.0,active,yes,NaN,NaN,NaN
657z9s0rqlzub9nmdpb7ct82c,Momodou Lion,Njie,Momodou,Njie,Male,M. Njie,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Defender,player,2001-12-10,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,191.0,91.0,NaN,4.0,active,yes,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN
67nybn375tyqdqae4m1yk407o,Mathias,Tønnessen,Mathias,Tønnessen,Male,M. Tønnessen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2003-11-22,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,189.0,70.0,NaN,15.0,active,yes,NaN,NaN,NaN
6ua6b0rvgi40ebqt2g8m4yd0q,Kristoffer Lassen,Harrison,Kristoffer,Harrison,Male,K. Harrison,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2002-01-25,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,185.0,80.0,left,29.0,active,no,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN
7f0drwvw3zquh352luxegqtpl,Emil,Gundelach Ødegaard,Emil,Ødegaard,Male,E. Ødegaard,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,1999-04-29,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,186.0,80.0,NaN,1.0,active,yes,NaN,NaN,NaN
7ka7fuh355172r0uh84n4z7u2,William,Da Rocha,William,Da Rocha,Male,W. Da Rocha,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2002-06-15,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,191.0,NaN,NaN,13.0,active,yes,NaN,NaN,NaN
7yjrb3xvu6xzo23j6d8eu2sfe,Mame Mor,Ndiaye,Mame Mor,Ndiaye,Male,M. Ndiaye,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,player,1997-05-23,Thies,Senegal,6hhqyhr5cwq2pfprlazyposyk,187.0,NaN,NaN,28.0,active,yes,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN
8697a01d7rwx57pnmqm67kkyc,Petter Nosakhare,Dahl,Petter Nosa,Dahl,Male,P. Dahl,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2003-10-22,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,180.0,76.0,NaN,22.0,active,no,NaN,NaN,NaN
