id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,shirtNumber,startDate,status,active,secondNationality,secondNationalityId,endDate,foot,knownName
dlhk63jxjq2lylne8g928b9hx,Aleš,Čermák,Ales,Cermák,Male,A. Čermák,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1994-10-01,Praha,Czechia,5md5tpwr2nmqao528prx43jr7,181.0,75.0,7.0,2023-06-15Z,active,no,NaN,NaN,2024-06-15Z,right,NaN
dn0cmj9g9hqefe4of9qripuj9,Filip,Kaša,Filip,Kasa,Male,F. Kaša,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1994-01-01,Ostrava,Czechia,5md5tpwr2nmqao528prx43jr7,189.0,77.0,25.0,2023-06-15Z,active,no,Slovakia,7dybe8679n9bgyrcxi383pq3y,2024-08-27Z,right,NaN
dphjm5otyeb004tqonfbbct90,Damir,Redzic,Damir,Redzic,Male,D. Redzic,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Attacker,player,2003-03-23,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,23.0,2023-09-06Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
dsm566un9e2aoiz7t4z4pl7je,Milán,Vitális,Milán,Vitális,Male,M. Vitális,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Midfielder,player,2002-01-28,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,27.0,2023-07-01Z,active,no,NaN,NaN,2025-02-06Z,NaN,NaN
du28e4s5bntunw94yzsdh4acq,Matej,Trusa,Matej,Trusa,Male,M. Trusa,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2000-11-29,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,74.0,46.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
eaucji42h0ay0g8h4nh4f9s7o,Konrad Jan,Gruszkowski,Konrad,Gruszkowski,Male,K. Gruszkowski,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2001-01-27,Rabka-Zdrój,Poland,27baqb7359ywdvsxxklx1kn11,183.0,74.0,77.0,2023-06-23Z,active,no,NaN,NaN,2024-12-31Z,right,NaN
efjgg9qr6hdz7ufboa07q5y7e,Ammar Manaf,Ramadan,Ammar Manaf,Ramadan,Male,Ammar Ramadan,Syria,3tsnzfkszhsktmhsmwar1tvp8,Attacker,player,2001-01-05,Edlib,Syria,3tsnzfkszhsktmhsmwar1tvp8,174.0,72.0,10.0,2022-07-23Z,active,yes,NaN,NaN,NaN,left,Ammar Ramadan
eje5qbwydavpurasv1lyw5xih,Aleksandar,Popović,Aleksandar,Popovic,Male,A. Popović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,1999-09-27,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,41.0,2023-07-28Z,active,yes,NaN,NaN,NaN,NaN,NaN
ejn0jmj376teq42orjvxzkuzt,Carlos Alexandre,Reis Pinto,Carlos Alexandre,Reis Pinto,Male,Alex Pinto,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,1998-07-08,Guimarães,Portugal,1nbm5i9a0403zzvltn17lxinc,187.0,77.0,78.0,2022-01-17Z,active,no,NaN,NaN,2024-01-30Z,right,Alex Pinto
em9313if89snvyhfuyxt5iy38,Dániel,Veszelinov,Dániel,Veszelinov,Male,D. Veszelinov,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Goalkeeper,player,2001-07-05,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,185.0,81.0,22.0,2020-07-01Z,active,no,NaN,NaN,2024-01-26Z,NaN,NaN
euerbe0yev1srzyswuvseq49g,Oliver,Jürgens,Oliver,Jürgens,Male,O. Jürgens,Estonia,64smib5liu1qh78iaylufxj99,Attacker,player,2003-05-10,Tallinn,Estonia,64smib5liu1qh78iaylufxj99,180.0,NaN,14.0,2024-01-30Z,active,no,NaN,NaN,2024-08-20Z,NaN,NaN
ewvxll2dftd5j026n393fe2uh,Moussa,Koné,Moussa,Koné,Male,M. Koné,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,player,1996-12-30,Dakar,Senegal,6hhqyhr5cwq2pfprlazyposyk,175.0,68.0,28.0,2024-02-15Z,active,no,NaN,NaN,2024-05-31Z,right,NaN
12nprkdair7qrv4f1uwuj7c9h,Lukáš,Greššák,Lukás,Gressák,Male,L. Greššák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1989-01-23,Trstena,Slovakia,7dybe8679n9bgyrcxi383pq3y,183.0,70.0,34.0,2023-07-12Z,active,no,NaN,NaN,2024-06-15Z,right,NaN
17fh37y13hwtz5osjkf16ltxx,Michal,Faško,Michal,Fasko,Male,M. Faško,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1994-08-24,Brezno,Slovakia,7dybe8679n9bgyrcxi383pq3y,183.0,76.0,24.0,2023-06-20Z,active,no,NaN,NaN,2025-06-30Z,left,NaN
1tcsrmo8gvhfxmc8aiyj9enrp,Michal,Jonec,Michal,Jonec,Male,M. Jonec,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1996-07-30,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,70.0,23.0,2020-07-24Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
1v9leyu3y45lb21enpad0wzqh,Bernard,Petrák,NaN,NaN,Male,B. Petrák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-12-15,Voronezh,Russia,7kfg68kh6n16fs4ap3xjiudr,178.0,77.0,3.0,2023-02-15Z,active,no,Russia,7kfg68kh6n16fs4ap3xjiudr,2024-06-15Z,left,NaN
2da0kujwwgv9ts7unqmfhui8l,Deni,Hočko,Deni,Hocko,Male,D. Hočko,Montenegro,1411jebgwo2ja1erogsq81lg9,Midfielder,player,1994-04-22,Cetinje,Montenegro,1411jebgwo2ja1erogsq81lg9,175.0,NaN,28.0,2024-02-22Z,active,no,NaN,NaN,2024-06-30Z,right,NaN
3nkj0306ffqd6g5jxqh4pnhpm,Marcel,Novák,NaN,NaN,Male,M. Novák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2002-06-12,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2024-01-01Z,active,no,NaN,NaN,2024-01-01Z,NaN,NaN
3p9zmquh318g7ovqgmpuryllh,Dominik,Kružliak,Dominik,Kruzliak,Male,D. Kružliak,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1996-07-10,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,183.0,79.0,NaN,2023-09-08Z,active,yes,NaN,NaN,NaN,NaN,NaN
3ph2vmo060rq3l7h3korj30lx,Žan,Medved,Zan,Medved,Male,Ž. Medved,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Attacker,player,1999-06-14,Slovenj Gradec,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,185.0,NaN,55.0,2023-06-15Z,active,no,NaN,NaN,2025-01-29Z,NaN,NaN
4250ti5pfnj8qh5iz4ukzjnjd,Péter,Varga,Péter,Varga,Male,P. Varga,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1998-01-27,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,183.0,68.0,66.0,2023-01-09Z,active,no,NaN,NaN,2025-02-04Z,NaN,NaN
4w32xhwkyd5mtf8jkbja744x5,Lukáš,Fabiš,Lukás,Fabis,Male,L. Fabiš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1998-05-05,Nitra,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,82.0,19.0,2023-08-01Z,active,no,NaN,NaN,2025-06-30Z,NaN,NaN
59hrt8s1van5u2bcf1305fw0l,Oleksandr,Holikov,Oleksandr,Golikov,Male,O. Holikov,Ukraine,315w6fk6umfzf4qvba3t55u61,Defender,player,1991-11-13,Donetsk,Ukraine,315w6fk6umfzf4qvba3t55u61,180.0,77.0,17.0,2022-07-29Z,active,no,NaN,NaN,2024-06-30Z,right,NaN
5jvmw6fy4zpmog2imsorzl6tx,Cristiano,Pereira Figueiredo,Cristiano,Pereira Figueiredo,Male,Cristiano Figueiredo,Portugal,1nbm5i9a0403zzvltn17lxinc,Goalkeeper,player,1990-11-29,München,Germany,36min0qztu8eydwvpv8t1is0m,192.0,90.0,13.0,2024-01-11Z,active,no,Germany,36min0qztu8eydwvpv8t1is0m,2024-06-30Z,right,Cristiano Figueiredo
5vjwd4k2n8vpnb84g2wi15nu1,Ján,Krivák,Ján,Krivák,Male,J. Krivák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1993-11-10,Vranov nad Topľou,Slovakia,7dybe8679n9bgyrcxi383pq3y,186.0,78.0,20.0,2022-07-01Z,active,yes,NaN,NaN,NaN,right,NaN
61cy2zzr95y2jd1igpw4e8ted,Miloš,Lačný,Milos,Lacny,Male,M. Lačný,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1988-03-08,Levoča,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,84.0,31.0,2023-01-01Z,active,no,NaN,NaN,2023-12-31Z,right,NaN
6fmrelr9khhkywqr8goutjkr9,Éric Javier,Davis Grajales,Éric,Davis,Male,É. Davis,Panama,5nhk7v9jq6dqmfbn4hiihhofv,Defender,player,1991-03-31,Colón,Panama,5nhk7v9jq6dqmfbn4hiihhofv,180.0,78.0,31.0,2024-02-06Z,active,no,NaN,NaN,2024-06-30Z,left,NaN
75rogdn577r9sni9eo2pxrx90,Šimon,Sabolčík,Simon,Sabolcík,Male,Š. Sabolčík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2005-08-16,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,11.0,2023-11-11Z,active,no,NaN,NaN,2025-02-04Z,NaN,NaN
7676jh2vz7qsvhu5aulumyzh0,Rastislav,Korba,Rastislav,Korba,Male,R. Korba,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2006-04-03,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,21.0,2023-11-30Z,active,no,NaN,NaN,2025-07-23Z,NaN,NaN
7lhr196eohxafuxild9q208gl,Martin,Šindelář,NaN,NaN,Male,M. Šindelář,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1991-01-22,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,189.0,85.0,18.0,2023-01-09Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
87gc1djnk9bvenuhgmw84f3rp,Anton,Šoltís,NaN,NaN,Male,A. Šoltís,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1976-02-05,Košice,Slovakia,7dybe8679n9bgyrcxi383pq3y,173.0,73.0,NaN,2022-07-01Z,active,no,NaN,NaN,2023-10-23Z,NaN,NaN
8wz064h83skplgaavlx9vboph,Miroslav,Sovič,NaN,NaN,Male,M. Sovič,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1970-03-09,Košice,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2023-10-23Z,active,no,NaN,NaN,2023-10-30Z,NaN,NaN
99oqw20juthe0cphiajsm1udw,Jérémie,Obounet Moussango,Jérémie,Obounet,Male,J. Obounet,Gabon,6jfjrlsdz5ns00g4gvk9a6xav,Attacker,player,2002-08-17,Libreville,Gabon,6jfjrlsdz5ns00g4gvk9a6xav,180.0,NaN,77.0,2024-01-26Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
9k24aoqflxicdw3xr4p0qnkdl,Frederik,Valach,Frederik,Valach,Male,F. Valach,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1999-03-11,Zlaté Moravce,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,80.0,1.0,2021-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
9kmmlvfxro0meb5tngkoc3nkk,Miroslav,Sovič,Miroslav,Sovic,Male,M. Sovič,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2004-05-12,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,15.0,2021-05-14Z,active,no,NaN,NaN,2024-09-13Z,NaN,NaN
9oky1h2oudbbwieqhux3ozk5x,Erik,Liener,NaN,NaN,Male,E. Liener,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1994-10-02,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,NaN,27.0,2019-08-01Z,active,no,NaN,NaN,2024-02-21Z,NaN,NaN
9rqcgur019yehul5je0bvxi39,Kristi,Qose,Kristi,Qose,Male,K. Qose,Albania,17zsm8shejejls2on1ffil3op,Midfielder,player,1995-06-10,Korçë,Albania,17zsm8shejejls2on1ffil3op,187.0,80.0,6.0,2023-06-15Z,active,no,Greece,6lpgd60z890no2v46zdecrcss,2024-07-16Z,right,NaN
9t8kyau1az4sel7awnnsko5at,Ján,Mizerák,Ján,Mizerák,Male,J. Mizerák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1993-08-24,Prešov,Slovakia,7dybe8679n9bgyrcxi383pq3y,176.0,70.0,7.0,2022-07-01Z,active,no,NaN,NaN,2024-06-30Z,left,NaN
a22omz44ldlc6h4shw15kbb2t,Matúš,Putnocký,Matús,Putnocky,Male,M. Putnocký,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1984-11-01,Prešov,Slovakia,7dybe8679n9bgyrcxi383pq3y,195.0,91.0,33.0,2023-06-26Z,active,no,NaN,NaN,2023-12-31Z,NaN,NaN
ac5z21h199a63tzya1p3z2kbu,Tidjani,Anane,Tidjani,Anaane,Male,T. Anane,Benin,3o5wco7tkqgfmys9exmt5fo2h,Attacker,player,1997-03-29,Gangban,Benin,3o5wco7tkqgfmys9exmt5fo2h,175.0,76.0,14.0,2023-09-04Z,active,no,NaN,NaN,2023-12-31Z,right,NaN
atsifkud4hm2j0cv73jfzzl5h,Gergely,Géri,Gergely,Géri,Male,G. Géri,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1977-01-19,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2024-05-13Z,active,no,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,2024-09-27Z,NaN,NaN
b8oxd3z57od719dnoeo5aa87o,Richard,Slanina,Richard,Slanina,Male,R. Slanina,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2005-04-05,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,12.0,2023-10-18Z,active,no,NaN,NaN,2024-06-26Z,NaN,NaN
bgnvruja7a2ctje61qdm0hjh1,Ján,Kozák,Jan,Kozak,Male,J. Kozák,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1980-04-22,Košice,Slovakia,7dybe8679n9bgyrcxi383pq3y,190.0,87.0,NaN,2023-10-31Z,active,no,NaN,NaN,2024-05-13Z,left,NaN
bhcspf4ywysgcdou5zxqp7q3t,Zyen,Thyfearious Jones,Zyen,Jones,Male,Z. Jones,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2000-08-25,Clarkston,USA,7hr2f89v44y65dyu9k92vprwn,181.0,72.0,10.0,2024-01-19Z,active,yes,NaN,NaN,NaN,left,NaN
bw7g40ihk5of1c2ax4v0s4p91,Erik,Pačinda,Erik,Pacinda,Male,E. Pačinda,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1989-05-09,Košice,Slovakia,7dybe8679n9bgyrcxi383pq3y,175.0,66.0,9.0,2021-01-18Z,active,no,NaN,NaN,2024-07-25Z,left,NaN
c8namt55e4iy86nxpswdgcwa2,Nassim Patrice,Innocenti,Nassim,Innocenti,Male,N. Innocenti,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Defender,player,2002-02-19,Crest,France,7gww28djs405rfga69smki84o,187.0,75.0,90.0,2024-02-02Z,active,no,France,7gww28djs405rfga69smki84o,2025-06-25Z,left,NaN
cquqn610d5e0gz3n4vp4bl7md,Boris,Turčák,NaN,NaN,Male,B. Turčák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1993-02-21,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,177.0,72.0,10.0,2022-07-05Z,active,no,NaN,NaN,2023-12-31Z,NaN,NaN
d7qnv5jqvy89ptfbuavesrr4k,Jakub,Jakubko,Jakub,Jakubko,Male,J. Jakubko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2004-08-24,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,5.0,2022-03-21Z,active,no,NaN,NaN,2024-02-15Z,NaN,NaN
dhz6lbpryfkko4f3yugelp4yy,Marcel,Vasiľ,Marcel,Vasil,Male,M. Vasiľ,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-02-09,Prešov,Slovakia,7dybe8679n9bgyrcxi383pq3y,179.0,NaN,11.0,2023-06-15Z,active,no,NaN,NaN,2024-01-18Z,NaN,NaN
doqulrthwsgy3s0joi8h70udx,Mohammed,Rharsalla Khadfi,Mohammed,Rharsalla Khadfi,Male,M. Rharsalla,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Attacker,player,1993-09-15,Oujda,Morocco,2xdcc39z1k79pnjbtn9x31wdh,184.0,83.0,NaN,2024-03-19Z,active,no,Spain,49ih1pwv3ahshdf8uzrimi54c,2024-06-30Z,right,Moha
e05t9j6pmt4j5dobxo7gtb6xh,Matúš,Kira,Matús,Kira,Male,M. Kira,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1994-10-10,Košice,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,80.0,22.0,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
efzj62gq6dj8lxaew8rxf24gk,Dominík,Veselý,Dominík,Vesely,Male,D. Veselý,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2005-01-16,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,4.0,2022-10-01Z,active,no,NaN,NaN,2024-07-26Z,NaN,NaN
eohv4yfzmjh0i70ps5p0spw4,Landing,Sagna,NaN,NaN,Male,L. Sagna,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,player,1999-12-22,NaN,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,80.0,2022-08-04Z,active,no,NaN,NaN,2024-02-22Z,NaN,NaN
tbbthwwwpfkm7luezvil0no5,Dávid,Gallovič,Dávid,Gallovic,Male,D. Gallovič,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1996-04-23,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,8.0,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
umdn1ig45tqdo40hv35pxr6d,Nicolás Ezequiel,Gorosito,Nicolás,Gorosito,Male,N. Gorosito,Argentina,2vovxa97k7v7ofa85dah2xktb,Defender,player,1988-08-17,Rafaela,Argentina,2vovxa97k7v7ofa85dah2xktb,186.0,79.0,88.0,2024-02-21Z,active,no,Slovakia,7dybe8679n9bgyrcxi383pq3y,2025-02-08Z,right,NaN
2jvbo8qpcd0ror8hvqdtkafh1,Martin,Mikovič,Martin,Mikovic,Male,M. Mikovič,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1990-09-12,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,168.0,67.0,29.0,2020-08-04Z,active,no,NaN,NaN,2024-10-17Z,NaN,NaN
2xt1ad2y4fxsgcj4alejukis4,Kenneth,Tig-Ishor Ikugar,Kenneth,Ikugar,Male,K. Ikugar,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2000-10-27,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,99.0,2023-06-15Z,active,no,NaN,NaN,2023-08-31Z,NaN,NaN
34da10k5hhm6j3fxjqqrvne5m,Kelvin,Ofori,Kelvin,Ofori,Male,K. Ofori,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2001-07-27,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,172.0,68.0,97.0,2023-02-03Z,active,no,NaN,NaN,2025-06-30Z,left,NaN
37kdms01y82ssm7arh4i56ml1,Roman,Procházka,Roman,Procházka,Male,R. Procházka,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1989-03-14,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,76.0,6.0,2021-07-01Z,active,yes,NaN,NaN,NaN,right,NaN
3mw2djqxfp5qdhfhtwvtbab6c,Kazeem,Bolaji Soliu,Kazeem,Bolaji,Male,K. Bolaji,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,2002-12-13,Oko Ode,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,77.0,2022-02-11Z,active,no,NaN,NaN,2025-06-14Z,NaN,NaN
3of5wnut0wef5v47hs50jx711,Martin,Bukata,Martin,Bukata,Male,M. Bukata,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1993-10-02,Košice,Slovakia,7dybe8679n9bgyrcxi383pq3y,175.0,69.0,28.0,2020-07-27Z,active,no,NaN,NaN,2025-06-30Z,right,NaN
3yvh2wn1zvnzdl0y1d6n3x7th,Samuel,Štefánik,Samuel,Stefánik,Male,S. Štefánik,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1991-11-16,Bánovce nad Bebravou,Slovakia,7dybe8679n9bgyrcxi383pq3y,177.0,74.0,8.0,2022-07-01Z,active,no,NaN,NaN,2024-07-16Z,right,NaN
4imfkav743ep5bqdgzs5kd1t6,Andrej,Đurić,Andrej,Djuric,Male,A. Đurić,Montenegro,1411jebgwo2ja1erogsq81lg9,Defender,player,2003-09-21,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,192.0,NaN,3.0,2023-09-04Z,active,no,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-06-30Z,NaN,NaN
50tfyk5k7qkm1kwv9rrneriwa,Ján,Bernát,Ján,Bernát,Male,J. Bernát,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2001-01-10,Prešov,Slovakia,7dybe8679n9bgyrcxi383pq3y,180.0,70.0,27.0,2023-09-04Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
53esz84pfvicb6dj9gw6s4jqh,Martin,Šulek,Martin,Sulek,Male,M. Šulek,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1998-01-15,Trenčín,Slovakia,7dybe8679n9bgyrcxi383pq3y,179.0,65.0,18.0,2023-06-23Z,active,no,NaN,NaN,2025-06-30Z,NaN,NaN
58exqobwo8r6jlyoqndg6hadx,Michal,Gašparík,Michal,Gasparík,Male,M. Gašparík,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1981-12-19,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,179.0,69.0,NaN,2021-01-01Z,active,no,NaN,NaN,2025-06-06Z,NaN,NaN
59fqt0oyujmb9di8n2f8wa4et,Michal,Šulla,Michal,Sulla,Male,M. Šulla,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1991-07-15,Myjava,Slovakia,7dybe8679n9bgyrcxi383pq3y,192.0,85.0,NaN,2023-09-28Z,active,no,NaN,NaN,2024-01-01Z,NaN,NaN
5c9mr875hob9e1m8e9lhe7mqx,Martin,Vantruba,Martin,Vantruba,Male,M. Vantruba,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1998-02-07,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,196.0,90.0,72.0,2022-07-01Z,active,yes,NaN,NaN,NaN,right,NaN
86irvra8etxw0hszkrup6qwru,Jaheem,Burke,Jaheem,Burke,Male,J. Burke,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2001-08-19,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,70.0,2024-01-24Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
8chxkqkwpvs373kg5z576eolw,Martin,Rýzek,Martin,Ryzek,Male,M. Rýzek,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2005-05-23,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,190.0,NaN,19.0,2024-04-13Z,active,no,NaN,NaN,2024-04-20Z,NaN,NaN
9u9vfm9ifs52ajiy6q0rofac4,Azeez,Oseni,Azeez,Oseni,Male,A. Oseni,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2002-10-16,Lagos,Nigeria,63pvdwrsiq5b07mzi8igqei9p,168.0,NaN,20.0,2022-07-01Z,active,no,NaN,NaN,2023-12-31Z,right,NaN
a0eof0c5ifjrxf1nbyfropdjp,Erik,Daniel,Erik,Daniel,Male,E. Daniel,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1992-02-04,Bratislava,Czechia,5md5tpwr2nmqao528prx43jr7,178.0,75.0,23.0,2022-07-22Z,active,no,Slovakia,7dybe8679n9bgyrcxi383pq3y,2025-08-26Z,right,NaN
a3vvzjv2cu7e9kzm44w1as1jp,Lukáš,Štetina,Lukás,Stetina,Male,L. Štetina,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1991-07-28,Nitra,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,85.0,2.0,2022-07-01Z,active,no,NaN,NaN,2025-06-30Z,right,NaN
abm9chfqtlt7fwzwu00vx0e6t,Tomáš,Poznar,Tomás,Poznar,Male,T. Poznar,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1988-09-27,Zlín,Czechia,5md5tpwr2nmqao528prx43jr7,194.0,81.0,88.0,2024-01-24Z,active,no,NaN,NaN,2024-06-30Z,right,NaN
b00x2qlrrqjf15b9ufunw1z9x,Marco,Djuričin,Marco,Djuricin,Male,M. Djuričin,Austria,hcs1bd49qliqqity6o268jyt,Attacker,player,1992-12-12,Wien,Austria,hcs1bd49qliqqity6o268jyt,183.0,78.0,7.0,2023-07-06Z,active,no,NaN,NaN,2024-06-30Z,right,NaN
b4egl31c8ozbo6754jnkl2784,Miha,Kompan Breznik,Miha,Breznik,Male,M. Breznik,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Defender,player,2003-10-05,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,5.0,2023-06-16Z,active,no,NaN,NaN,2024-08-12Z,NaN,NaN
bd37rl0ivydvvj6wgx6x8kr56,Alex,Iván,Alex,Iván,Male,A. Ivan,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1997-03-26,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2021-07-01Z,active,no,NaN,NaN,2023-08-29Z,NaN,NaN
bkwvqabu13v1d8kt207rvc00k,Patrick,Karhan,Patrick,Karhan,Male,P. Karhan,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2003-06-19,Wolfsburg,Germany,36min0qztu8eydwvpv8t1is0m,185.0,NaN,21.0,2021-04-01Z,active,no,Germany,36min0qztu8eydwvpv8t1is0m,2023-07-29Z,right,NaN
