id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,shirtNumber,status,active,secondNationality,secondNationalityId,placeOfBirth,weight,foot,knownName
6aoswcs32ubpn2g50tqcopg5w,Vincent,Ulundu,Vincent,Ulundu,Male,V. Ulundu,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2005-03-25,Finland,2u07e54v5dprsugdvddpq5ync,NaN,48.0,active,no,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN,NaN,NaN,NaN
6arhpjwp67m9x7581izkkm7rp,Sampo,Koskinen,NaN,NaN,Male,S. Koskinen,Finland,2u07e54v5dprsugdvddpq5ync,NaN,assistant coach,1979-03-01,Finland,2u07e54v5dprsugdvddpq5ync,180.0,NaN,active,yes,NaN,NaN,NaN,77.0,NaN,NaN
7n0n3rmh1smlbo8w5v35vmdt6,Antti,Könönen,Antti,Könönen,Male,A. Könönen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2002-09-23,Finland,2u07e54v5dprsugdvddpq5ync,NaN,95.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
82tv12725p2ksqd4ycerj7nmy,Luis Mateo,Ortíz Lara,Mateo,Ortíz,Male,M. Ortíz,Ecuador,6pyj2bytt2osbjk69owzfehcg,Midfielder,player,2000-01-31,Ecuador,6pyj2bytt2osbjk69owzfehcg,182.0,32.0,active,no,NaN,NaN,Guayaquil,75.0,NaN,Mateo Ortíz
8ylup9vzygf3jf1szt456vbis,Jussi,Tanska,Jussi,Tanska,Male,J. Tanska,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2006-05-02,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
9k32o3txwnfsqnh69yno3uaz8,Asla,Peltola,Asla,Peltola,Male,A. Peltola,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2004-06-04,Finland,2u07e54v5dprsugdvddpq5ync,NaN,39.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
9tz8pzof2v3ktjwsyt3gl18gk,Lauri,Laine,Lauri,Laine,Male,L. Laine,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2005-05-30,Finland,2u07e54v5dprsugdvddpq5ync,NaN,17.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
a6smu9bhopmnig9xh5w9d98us,Elias Mikko Ilmari,Äijälä,Elias,Äijälä,Male,E. Äijälä,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2003-03-24,Finland,2u07e54v5dprsugdvddpq5ync,NaN,47.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
ahk8gt80m70ezsknnpiz0136y,Nasiru,Zakaria Banahene,Nasiru,Banahene,Male,N. Banahene,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,2000-07-08,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,24.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
ahuk1yktc96rhfecxbjid4416,Niilo,Saarikivi,Niilo,Saarikivi,Male,N. Saarikivi,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2003-06-06,Finland,2u07e54v5dprsugdvddpq5ync,NaN,14.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
azbk1b1zi43dvj6vv4lgndous,Arez,Goshnaw,Arez,Goshnaw,Male,A. Goshnaw,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2005-02-10,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,yes,Iraq,1uzblzx1s42jn6zk6hivjzby8,NaN,NaN,NaN,NaN
azfgosyr0vtqos2ge90rct7th,Henri Olavi,Aalto,Henri,Aalto,Male,H. Aalto,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1989-04-20,Finland,2u07e54v5dprsugdvddpq5ync,184.0,5.0,active,no,NaN,NaN,Espoo,80.0,right,NaN
b7x9fczqecsf267ewzcvccmhh,Roman,Eremenko,Roman,Eremenko,Male,R. Eremenko,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1987-03-19,Russia,7kfg68kh6n16fs4ap3xjiudr,185.0,13.0,active,no,NaN,NaN,Moskva,81.0,right,NaN
blpuer75h5lh9a9fnsx1rsdzp,Vesa-Pekka,Vasara,Vesa,Vasara,Male,V. Vasara,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1976-08-16,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
bpjmwp030jnapyjfii8nyqdhx,Juhani Lauri Henrik,Ojala,Juhani,Ojala,Male,J. Ojala,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1989-06-19,Finland,2u07e54v5dprsugdvddpq5ync,193.0,3.0,active,no,NaN,NaN,Vantaa,86.0,right,NaN
c11fpnugs2ihyqk07ohha54np,Jerry,Voutilainen,Jerry,Voutilainen,Male,J. Voutilainen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1995-03-29,Finland,2u07e54v5dprsugdvddpq5ync,177.0,6.0,active,no,NaN,NaN,Kuopio,NaN,NaN,NaN
chizuvpapureht26x0smphbdh,Kevin Johnny,Jansen,Kevin,Jansen,Male,K. Jansen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1992-04-08,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,8.0,active,no,NaN,NaN,NaN,77.0,both,NaN
cpxcd9wihjrac0ttpvfzv5kkq,Matias,Rale,Matias,Rale,Male,M. Rale,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2001-03-04,Finland,2u07e54v5dprsugdvddpq5ync,NaN,20.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
d39zrjj1sao1lkkzief35sctl,Florian,Krebs,Florian,Krebs,Male,F. Krebs,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1999-02-04,Germany,36min0qztu8eydwvpv8t1is0m,188.0,11.0,active,no,NaN,NaN,Berlin,71.0,right,NaN
dcv3bj7tkpb8of9xh3br2510q,Roope,Paunio,Roope,Paunio,Male,R. Paunio,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2002-12-14,Finland,2u07e54v5dprsugdvddpq5ync,NaN,12.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
ddv0iumuivcie1yz71ifaokyc,Dario,Naamo,Dario,Naamo,Male,D. Naamo,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2005-05-14,Finland,2u07e54v5dprsugdvddpq5ync,NaN,26.0,active,no,Iraq,1uzblzx1s42jn6zk6hivjzby8,NaN,NaN,NaN,NaN
dlpw0ifxzwotsw2ttopgispka,Edmund,Arko-Mensah,Edmund,Arko-Mensah,Male,E. Arko-Mensah,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2001-09-09,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,15.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
e1mw652x1ipklir3wecnrnlzo,Aapo,Venermo,Aapo,Venermo,Male,A. Venermo,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2003-01-01,Finland,2u07e54v5dprsugdvddpq5ync,NaN,27.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
ebg4lo1c5hfnp5sxbp4jj1mac,Baba,Haruna,Baba,Haruna,Male,B. Haruna,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2002-10-08,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,46.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
ejmp2tl388oegybtu8jbqsixh,Maksim,Rudakov,Maksim,Rudakov,Male,M. Rudakov,Russia,7kfg68kh6n16fs4ap3xjiudr,Goalkeeper,player,1996-01-22,Russia,7kfg68kh6n16fs4ap3xjiudr,190.0,1.0,active,no,NaN,NaN,Sankt-Peterburg,77.0,right,NaN
eqg0gxieel3o64zam8fx2abxl,Michael Steven,López,Michael,López,Male,M. López,Argentina,2vovxa97k7v7ofa85dah2xktb,Attacker,player,1997-08-19,Argentina,2vovxa97k7v7ofa85dah2xktb,181.0,19.0,active,no,NaN,NaN,Buenos Aires,76.0,right,NaN
nxt066bqaqw7grehjw514d7t,Saku,Heiskanen,Saku,Heiskanen,Male,S. Heiskanen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2001-09-29,Finland,2u07e54v5dprsugdvddpq5ync,NaN,19.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
2fj3f2zy80nbu8p3ryblmioes,Valentin,Purosalo,Valentin,Purosalo,Male,V. Purosalo,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2005-09-10,Finland,2u07e54v5dprsugdvddpq5ync,NaN,34.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
2fw3pz0v22kdbiognam8zsvoq,Luka,Kuittinen,Luka,Kuittinen,Male,L. Kuittinen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2003-03-29,Finland,2u07e54v5dprsugdvddpq5ync,NaN,22.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
45sv487ld9xp3m2ncro64inrp,Walter William,Viitala,Walter,Viitala,Male,W. Viitala,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,1992-01-09,Finland,2u07e54v5dprsugdvddpq5ync,190.0,1.0,active,no,NaN,NaN,Helsinki,87.0,NaN,NaN
495xdhu4x5bvngu75pel55ko9,Tommi Matti,Jyry,Tommi,Jyry,Male,T. Jyry,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1999-08-16,Finland,2u07e54v5dprsugdvddpq5ync,170.0,16.0,active,no,NaN,NaN,NaN,NaN,right,NaN
4m7qbjhm8zl0z7px053siv6j9,Jani Petteri,Forsell,Petteri,Forsell,Male,P. Forsell,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1990-10-16,Finland,2u07e54v5dprsugdvddpq5ync,170.0,10.0,active,no,NaN,NaN,Kokkola,77.0,both,NaN
4xx2q6rxtqukvyshidia12hh,Rodrigo Sebastián,Arciero,Rodrigo,Arciero,Male,R. Arciero,Argentina,2vovxa97k7v7ofa85dah2xktb,Defender,player,1993-03-12,Argentina,2vovxa97k7v7ofa85dah2xktb,181.0,25.0,active,no,NaN,NaN,Ushuaia,77.0,right,NaN
524qf48twiwfk14oxmwsxj2tw,Christian Dimitri,Legbo Ouguehi,Dimitri,Legbo,Male,D. Legbo,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Defender,player,2001-08-30,Côte d'Ivoire,tin6kf561ywonqan0mettr98,172.0,6.0,active,yes,NaN,NaN,NaN,63.0,NaN,NaN
53kd57a8pwjno3l6cou3nexn9,Juuso,Hämäläinen,Juuso,Hämäläinen,Male,J. Hämäläinen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1993-12-08,Finland,2u07e54v5dprsugdvddpq5ync,NaN,3.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
5uaqcfkubn92hz2hq5ovyurit,Nikko Daniel,Boxall,Nikko,Boxall,Male,N. Boxall,New Zealand,wcq2y28a27syx5do1k2i2nj8,Defender,player,1992-02-24,New Zealand,wcq2y28a27syx5do1k2i2nj8,183.0,18.0,active,no,NaN,NaN,Auckland,85.0,NaN,NaN
6c8ja87puwt6bwheted97y0a1,Juho,Hyvärinen,Juho,Hyvärinen,Male,J. Hyvärinen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2000-03-27,Finland,2u07e54v5dprsugdvddpq5ync,178.0,20.0,active,no,NaN,NaN,NaN,NaN,right,NaN
7ec1jwpy38whhg2waxpq3af4k,Ramiro,Muñoz Calvo,Ramiro,Munoz Calvo,Male,Ramiro Muñoz,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,assistant coach,1994-02-10,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,Ramiro Munoz
7oxxp38dxp40lby1kwg4xpn56,Eetu,Huuhtanen,Eetu,Huuhtanen,Male,E. Huuhtanen,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2003-01-31,Finland,2u07e54v5dprsugdvddpq5ync,NaN,13.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
7tsahevlcxjk9cwev67sx5tlg,Anton,Aaltonen,Anton,Aaltonen,Male,A. Aaltonen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2003-11-28,Finland,2u07e54v5dprsugdvddpq5ync,NaN,27.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
7zfr2f8yuwuu4vnk9k9z0zxwq,Roope,Kantola,Roope,Kantola,Male,R. Kantola,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2002-04-01,Finland,2u07e54v5dprsugdvddpq5ync,NaN,28.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
89vz1opyqhhuzwzlsrkzrfz10,Otto,Lehtisalo,Otto,Lehtisalo,Male,O. Lehtisalo,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2004-07-30,Finland,2u07e54v5dprsugdvddpq5ync,NaN,26.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
8d6e9axgsli468lnomdbcgu6t,Darren,Smith,Darren,Smith,Male,D. Smith,South Africa,1kiwby3xmt97m3ejw76qs4i6k,Attacker,player,1996-03-26,South Africa,1kiwby3xmt97m3ejw76qs4i6k,NaN,9.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
9184a77akqe3pinkdqdkbzuy2,Noah Kristian,Nurmi,Noah,Nurmi,Male,N. Nurmi,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2001-02-06,Finland,2u07e54v5dprsugdvddpq5ync,181.0,5.0,active,no,NaN,NaN,NaN,76.0,NaN,NaN
9401ndwivx7fpdplnv57v965m,Matias,Tamminen,Matias,Tamminen,Male,M. Tamminen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2001-11-21,Finland,2u07e54v5dprsugdvddpq5ync,NaN,21.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
9dfl060r1skgp74piehh2uvhl,Timo,Stavitski,Timo,Stavitski,Male,T. Stavitski,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1999-07-17,Finland,2u07e54v5dprsugdvddpq5ync,180.0,24.0,active,no,Russia,7kfg68kh6n16fs4ap3xjiudr,Kirkkonummi,78.0,right,NaN
9lmjnni2tph4p7lp7k84409w4,Boubou,Diallo,Boubou,Diallo,Male,B. Diallo,Mali,d0v29nncgikdswlxpdq553zz,Attacker,player,2003-11-04,Mali,d0v29nncgikdswlxpdq553zz,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
arxu3yjspsjmmobkj92c79ze2,Jussi,Niska,Jussi,Niska,Male,J. Niska,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2002-08-15,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
bav07h3g8ygnek9u9jhedplh,Iiro,Järvinen,Iiro,Järvinen,Male,I. Järvinen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1996-11-03,Finland,2u07e54v5dprsugdvddpq5ync,NaN,19.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
c1f7vp2u7fndbs1q67yhze1hw,Axel,Kouame,Axel,Kouame,Male,A. Kouame,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,player,2003-10-14,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,28.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
c90jak72lerrxc3kpo73cupsk,Bismark,Ampofo,Bismark,Ampofo,Male,B. Ampofo,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2002-08-04,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,17.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
c9987xq26uc7bq68l76clyxud,Matias Petteri,Ojala,Matias,Ojala,Male,M. Ojala,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1995-02-28,Finland,2u07e54v5dprsugdvddpq5ync,173.0,8.0,active,no,NaN,NaN,NaN,NaN,both,NaN
cfjiy6dw0pun86ec35drvjpw5,Jarkko Juhani,Wiss,Jarkko,Wiss,Male,J. Wiss,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1972-04-17,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,no,NaN,NaN,Tampere,NaN,NaN,NaN
cikb5rw9wtq5th334wj89dhey,Matias,Riikonen,Matias,Riikonen,Male,M. Riikonen,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2002-02-24,Finland,2u07e54v5dprsugdvddpq5ync,187.0,12.0,active,no,NaN,NaN,NaN,72.0,NaN,NaN
ciursygt8i2deeszjdebb28yx,Elias,Mastokangas,Elias,Mastokangas,Male,E. Mastokangas,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2001-02-01,Finland,2u07e54v5dprsugdvddpq5ync,NaN,14.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
cj0333px7cg1hoitk0fz9vofe,Daniel,Rökman,Daniel,Rökman,Male,D. Rökman,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2004-03-20,Finland,2u07e54v5dprsugdvddpq5ync,NaN,23.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
ebhnuikcvtrbmw5e80r1fds2y,Olli,Jakonen,Olli,Jakonen,Male,Olli Jakonen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2000-04-19,Finland,2u07e54v5dprsugdvddpq5ync,187.0,18.0,active,no,NaN,NaN,Salo,75.0,NaN,NaN
eexcxuea18xbokvkko1erdffu,Mikael,Almén,Mikael,Almén,Male,M. Almén,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2000-03-08,Finland,2u07e54v5dprsugdvddpq5ync,NaN,4.0,active,yes,NaN,NaN,Naantali,NaN,NaN,NaN
f3w347hz7gwlj5dyfjh7ye6fo,David,Agbo,David,Agbo,Male,D. Agbo,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2000-04-01,Ghana,2q2sw72utw5gu9t5y4knckwba,172.0,14.0,active,no,NaN,NaN,NaN,66.0,NaN,NaN
udbewp8no8ut63j1nla34ine,Arlind,Sejdiu,Arlind,Sejdiu,Male,A. Sejdiu,Kosovo,86u6edbqifdjsn49mbp2anw7p,Attacker,player,2001-08-11,Finland,2u07e54v5dprsugdvddpq5ync,NaN,11.0,active,no,Finland,2u07e54v5dprsugdvddpq5ync,Oulu,NaN,NaN,NaN
10ija2pluu0njxogf5iyntpn8,Viljami,Jokiranta,Viljami,Jokiranta,Male,V. Jokiranta,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2006-07-23,Finland,2u07e54v5dprsugdvddpq5ync,NaN,18.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
1h9rbk6uxx0q7poz5cfyxv7jd,Irfan,Sadik,Irfan,Sadik,Male,I. Sadik,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1999-01-12,Finland,2u07e54v5dprsugdvddpq5ync,NaN,21.0,active,no,North Macedonia,1lesyxylc5eza0a4z87t9azcc,NaN,NaN,NaN,NaN
27qp9c2q90smn9z8tugih73f8,Nikke,Oksanen,Nikke,Oksanen,Male,N. Oksanen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2005-06-09,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
2c6ht1co6sbekan5jd0guvh1w,Samuel,Pasanen,Samuel,Pasanen,Male,S. Pasanen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2006-01-02,Germany,36min0qztu8eydwvpv8t1is0m,NaN,6.0,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,Bremen,NaN,NaN,NaN
2tnl1pjxxg2n4564fz9hcdsoa,Marius,Könkkölä,Marius,Könkkölä,Male,M. Könkkölä,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2003-10-31,Finland,2u07e54v5dprsugdvddpq5ync,NaN,20.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
2v91d4m33luyd44s8wwvh8wr9,Mikko,Mannila,Mikko,Mannila,Male,M. Mannila,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1975-03-02,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
34fmio2gsrk23qk6a426q3m51,Toni,Lindberg,Toni,Lindberg,Male,T. Lindberg,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1985-09-23,Finland,2u07e54v5dprsugdvddpq5ync,189.0,NaN,active,no,NaN,NaN,Ruotsinpyhtää,78.0,right,NaN
4fg01i3o0o1dtfzeq5shyvlsk,Akseli,Puukko,Akseli,Puukko,Male,A. Puukko,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2006-08-24,Finland,2u07e54v5dprsugdvddpq5ync,NaN,29.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
54wumkzvpy5tb64qshu6agcet,Bubacar Boi,Djaló,Bubacar Boi,Djaló,Male,Bubacar Djaló,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,player,1997-02-02,Guinea-Bissau,5ikz7810612v7a6l5u6gxa6vm,188.0,5.0,active,no,Guinea-Bissau,5ikz7810612v7a6l5u6gxa6vm,Bissau,82.0,right,Bubacar Djaló
568l8kl9ejau7hiaos3xwh0tm,Julius Mikael,Tauriainen,Julius,Tauriainen,Male,J. Tauriainen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2001-04-18,Finland,2u07e54v5dprsugdvddpq5ync,175.0,16.0,active,yes,NaN,NaN,NaN,74.0,right,NaN
57sxtdx72purq7ir3ug82jifo,Osku,Maukonen,Osku,Maukonen,Male,O. Maukonen,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2007-02-15,Finland,2u07e54v5dprsugdvddpq5ync,NaN,31.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
5s26kmqiidq222b5alzph7mga,Eemeli,Virta,Eemeli,Virta,Male,E. Virta,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2000-09-28,Finland,2u07e54v5dprsugdvddpq5ync,184.0,10.0,active,yes,NaN,NaN,NaN,80.0,NaN,NaN
5t0jpfzbuulcqbuul0587f8q1,Tommi,Jäntti,Tommi,Jäntti,Male,T. Jäntti,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2000-03-07,Finland,2u07e54v5dprsugdvddpq5ync,NaN,17.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
71mejkl1wxlrokzl7hyfox016,Altin,Zeqiri,Altin,Zeqiri,Male,A. Zeqiri,Kosovo,86u6edbqifdjsn49mbp2anw7p,Midfielder,player,2000-07-18,Finland,2u07e54v5dprsugdvddpq5ync,NaN,7.0,active,no,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,NaN,NaN
7y7i8ddy5kaibktlenqc5eq5l,Leon,Kreković,Leon,Krekovic,Male,L. Kreković,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,2000-05-07,Croatia,37hlakrwxyuzovaeoo4sezusp,182.0,24.0,active,no,NaN,NaN,Knin,76.0,NaN,NaN
8jgmczwi73hrjvnwtxitiiyok,Vilho,Huovila,Vilho,Huovila,Male,V. Huovila,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2006-07-10,Finland,2u07e54v5dprsugdvddpq5ync,NaN,28.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
8p4a41s3wdilkbr69bbxkqbit,Teemu,Penninkangas,Teemu,Penninkangas,Male,T. Penninkangas,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1992-07-24,Finland,2u07e54v5dprsugdvddpq5ync,194.0,27.0,active,no,NaN,NaN,Alavus,86.0,NaN,NaN
8rv2az2xxprti24672dj0hfit,Lassi,Järvenpää,Lassi,Järvenpää,Male,L. Järvenpää,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1996-10-28,Finland,2u07e54v5dprsugdvddpq5ync,NaN,4.0,active,no,NaN,NaN,Helsinki,NaN,NaN,NaN
988xp1nfq81g5056g9isjj5cl,Luka,Šimunović,Luka,Simunovic,Male,L. Šimunović,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1997-05-24,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,185.0,33.0,active,no,NaN,NaN,Livno,NaN,right,NaN
atba5g91xgtxxy82uksjsfobt,Jusif Joose,Ali,Jusif Joose,Ali,Male,Jusif Ali,Sudan,62wa0a1wwukxladeo5kqhrpen,Attacker,player,2000-05-04,Finland,2u07e54v5dprsugdvddpq5ync,NaN,11.0,active,no,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,NaN,Jusif Ali
bcfbx4z596y3x0enjoe0wul1w,Onni,Hänninen,Onni,Hänninen,Male,O. Hänninen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2005-04-29,Finland,2u07e54v5dprsugdvddpq5ync,NaN,19.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
bz29jndzid0vfd8wlzpc4lln9,Anouar Ahmed,El Moukhantir,Anouar,El Moukhantir,Male,A. El Moukhantir,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1997-08-30,Germany,36min0qztu8eydwvpv8t1is0m,172.0,34.0,active,no,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Darmstadt,65.0,both,NaN
c5kp952z284akny7h8usj2zth,Pablo,Andrade Plaza da Silva,Pablo,Andrade Plaza da Silva,Male,Pablo Andrade,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Defender,player,1994-02-15,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,179.0,26.0,active,yes,Spain,49ih1pwv3ahshdf8uzrimi54c,Rio de Janeiro,73.0,left,Pablo Andrade
cbjgvcho08pqnidovbquqz1lh,Matti,Klinga,Matti,Klinga,Male,M. Klinga,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1994-12-10,Finland,2u07e54v5dprsugdvddpq5ync,173.0,8.0,active,no,NaN,NaN,Helsinki,NaN,NaN,NaN
ceyy9q9v3wuubs4tivlb3j8ix,Arian,Kabashi,Arian,Kabashi,Male,A. Kabashi,Kosovo,86u6edbqifdjsn49mbp2anw7p,Defender,player,1996-09-26,Switzerland,3bh70jgvc5mn58x0byjkuda17,NaN,2.0,active,no,Switzerland,3bh70jgvc5mn58x0byjkuda17,NaN,NaN,NaN,NaN
ci8mxlrl91cxm3glbzm5lttzo,Daniel,Koskipalo,Daniel,Koskipalo,Male,D. Koskipalo,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2003-05-03,Finland,2u07e54v5dprsugdvddpq5ync,177.0,3.0,active,yes,NaN,NaN,NaN,71.0,NaN,NaN
cjbnpkqu2voa3uq8r8m4g6pec,Eemil,Laamanen,Eemil,Laamanen,Male,E. Laamanen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2005-08-28,Finland,2u07e54v5dprsugdvddpq5ync,NaN,14.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
dd2hl0jb1s5rxh4rwtz237dg,Anton,Munukka,Anton,Munukka,Male,A. Munukka,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2004-09-07,Finland,2u07e54v5dprsugdvddpq5ync,NaN,30.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
