id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,weight,shirtNumber,startDate,endDate,status,active,placeOfBirth,secondNationality,secondNationalityId,knownName,foot
a2bwi8risp0a9q88cno5wlihh,Romario Garfield,Williams,Romario,Williams,Male,R. Williams,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Attacker,player,1994-08-15,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,180.0,77.0,9.0,2023-01-05Z,2023-12-31Z,active,no,Portmore,NaN,NaN,NaN,right
anjvzouaakcjoj1s5ypa0zpp1,Aaron,Wheeler,Aaron,Wheeler,Male,A. Wheeler,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1988-05-11,USA,7hr2f89v44y65dyu9k92vprwn,196.0,79.0,21.0,2022-05-24Z,2023-12-31Z,active,no,Baltimore,NaN,NaN,NaN,NaN
b7pzjfl5fuvivmc2x9defzfmx,Deshane Robert,Beckford,Deshane,Beckford,Male,D. Beckford,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Attacker,player,1998-04-14,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,175.0,63.0,11.0,2022-12-12Z,2023-12-31Z,active,no,Montego Bay,NaN,NaN,NaN,NaN
b9lt0sfts2zxf2ali8vpf0pn9,Markhus,Lacroix,Duke,Lacroix,Male,D. Lacroix,Haiti,5mp58o38d0mr5qt8g4o6l7efg,Defender,player,1993-10-14,USA,7hr2f89v44y65dyu9k92vprwn,175.0,70.0,14.0,2022-12-14Z,NaN,active,yes,New Egypt,USA,7hr2f89v44y65dyu9k92vprwn,NaN,left
bjm0d2f9er34ymm41sulmkout,Steven,Echevarria,Steven,Echevarria,Male,S. Echevarria,Puerto Rico,4dnqtn84wjz0cae8pc19w4j8d,Midfielder,player,1996-04-09,USA,7hr2f89v44y65dyu9k92vprwn,175.0,66.0,13.0,2021-04-29Z,NaN,active,yes,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN
bsjndgdwmdwekzhz7c1s7g53p,James William,Ockford,James,Ockford,Male,J. Ockford,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1992-06-10,USA,7hr2f89v44y65dyu9k92vprwn,185.0,82.0,15.0,2021-04-29Z,2023-12-31Z,active,no,Yardley,NaN,NaN,NaN,right
bxxgsxabn34u2r3fuzokmwatx,Jairo Mauricio,Henríquez Ferrufino,Jairo,Henríquez,Male,J. Henríquez,El Salvador,6jovhn8du7uhbedi92voitt3k,Midfielder,player,1993-08-31,El Salvador,6jovhn8du7uhbedi92voitt3k,173.0,65.0,17.0,2022-07-22Z,2024-12-31Z,active,no,San Salvador,NaN,NaN,NaN,right
byen3nil262jq5s77zchv2j8p,Macauley,King,Macauley,King,Male,M. King,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,1995-10-04,England,1fk5l4hkqk12i7zske6mcqju6,180.0,75.0,4.0,2022-03-01Z,2023-05-13Z,active,no,Narborough,NaN,NaN,NaN,right
bym89mq8vrfb8756rddemyzh0,Marco,Rios,Marco,Rios,Male,M. Rios,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2005-12-24,USA,7hr2f89v44y65dyu9k92vprwn,185.0,72.0,44.0,2023-01-01Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
cfxdx6a401i4f8mgqutrws5ck,Jason,Dubrovich,Jason,Dubrovich,Male,J. Dubrovich,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2000-08-01,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,2023-09-22Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN
cn92m5382tktbs6bt8pqhe0ut,Stephen,Hogan,Stephen,Hogan,Male,S. Hogan,Republic of Ireland,63nepb66un7juhglo2g6rezcl,NaN,coach,1985-04-25,Republic of Ireland,63nepb66un7juhglo2g6rezcl,NaN,NaN,NaN,2023-01-18Z,2024-01-05Z,active,no,NaN,NaN,NaN,NaN,NaN
d50x000h9o6i8kd8aihie4lx,Maalique Nathanael,Foster,Maalique,Foster,Male,M. Foster,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Attacker,player,1996-11-05,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,170.0,70.0,99.0,2022-12-01Z,2024-08-23Z,active,no,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN
d6b1heoi19eon0jvfq40zwbo4,Rylan,Smith,Rylan,Smith,Male,R. Smith,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2004-10-25,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,2023-01-01Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN
dg0vj3tk1fqeyuocfy4rmyoh6,Patrick,Seagrist,Patrick,Seagrist,Male,P. Seagrist,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1998-02-21,USA,7hr2f89v44y65dyu9k92vprwn,183.0,77.0,20.0,2022-12-01Z,2023-08-01Z,active,no,NaN,NaN,NaN,NaN,NaN
drbcpa8qvrgin42q3it10nieh,Zachary,Zandi,Zach,Zandi,Male,Z. Zandi,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1996-07-18,USA,7hr2f89v44y65dyu9k92vprwn,168.0,66.0,10.0,2021-04-29Z,NaN,active,yes,West Chester,Iran,e53g9hr2d3kasm34uumbg8r4,NaN,NaN
duuhalibp64gdz6nub5ub0ovd,Christian,Herrera,Christian,Herrera,Male,C. Herrera,Mexico,5trdr3jf42i20zj1hnkvcytr6,Goalkeeper,player,1997-04-20,USA,7hr2f89v44y65dyu9k92vprwn,201.0,95.0,1.0,2022-03-01Z,NaN,active,yes,Las Cruces,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN
ody1ty0csq2lnatvjwdrrv11,Jonas,Stensrud Fjeldberg,Jonas,Fjeldberg,Male,J. Fjeldberg,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1998-09-30,Norway,7f16iy4w8u8ogyn6pfooqwv5z,178.0,75.0,24.0,2023-05-12Z,NaN,active,yes,Jessheim,NaN,NaN,NaN,NaN
1kl9112b8rcbr3k1s5hs353x0,Aaron,Le Forestier Banind Bibout,Aaron,Bibout,Male,A. Bibout,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,player,2004-09-03,Cameroon,4eb9feio6u267dd1jcwaf38mt,193.0,NaN,NaN,2023-09-21Z,2023-11-30Z,active,no,Yaoundé,NaN,NaN,NaN,NaN
1qlnndvxh04ragfyrvv5slgd0,Ryan,Shellow,Ryan,Shellow,Male,R. Shellow,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1997-10-10,USA,7hr2f89v44y65dyu9k92vprwn,183.0,81.0,13.0,2022-03-11Z,2024-01-31Z,active,no,Miami,NaN,NaN,NaN,NaN
1qy6habugg41z0xmgrm2by86h,Vincenzo Marco Antonio Nicola,Constantino Candela López,Vincenzo,Candela,Male,V. Candela,Colombia,6kby8rq1p01fg5ds38ckkrcs5,Midfielder,player,1994-09-28,Colombia,6kby8rq1p01fg5ds38ckkrcs5,173.0,72.0,99.0,2023-03-24Z,2023-08-01Z,active,no,Bogotá,NaN,NaN,NaN,right
28a0n53jofx4bk7vd74yqcb11,Stephen,Carroll,Stephen,Carroll,Male,S. Carroll,Republic of Ireland,63nepb66un7juhglo2g6rezcl,Defender,player,1993-11-30,Republic of Ireland,63nepb66un7juhglo2g6rezcl,185.0,84.0,5.0,2018-05-01Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
3ldhrzekr0tztaxr3sc8mmg2x,Benjamin James,Morris,Ben,Morris,Male,B. Morris,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,1999-07-06,England,1fk5l4hkqk12i7zske6mcqju6,175.0,68.0,9.0,2023-02-15Z,NaN,active,yes,Colchester,NaN,NaN,NaN,right
4581ukyxidcskytai6xqghfjd,Richard,Ballard,Richard,Ballard,Male,R. Ballard,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1994-01-26,USA,7hr2f89v44y65dyu9k92vprwn,180.0,75.0,26.0,2023-01-10Z,2024-01-11Z,active,no,Louisville,NaN,NaN,NaN,NaN
49pl202vb1r6qu8kh2n9snahh,Jalen,Robinson,Jalen,Robinson,Male,J. Robinson,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1994-05-08,USA,7hr2f89v44y65dyu9k92vprwn,183.0,75.0,4.0,2023-02-03Z,2023-11-30Z,active,no,Catonsville,NaN,NaN,NaN,NaN
51qv1bzk99p4plho3qkhxv5gq,Nathan Enrique,Steinwascher,Nathan,Steinwascher,Male,N. Steinwascher,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1993-02-15,USA,7hr2f89v44y65dyu9k92vprwn,180.0,82.0,1.0,2018-05-01Z,2024-12-17Z,retired,no,NaN,NaN,NaN,NaN,NaN
5s61fcrommjsafhzvxo0ddtzo,Barnabás Miklós,Tanyi,Barnabás,Tanyi,Male,B. Tanyi,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Midfielder,player,2003-01-23,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,178.0,70.0,47.0,2022-02-15Z,2023-09-01Z,active,no,Debrecen,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN
63td0sigm6tp2tg8yovf5npm2,Dominic,Gasso,Dominic,Gasso,Male,D. Gasso,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2003-08-18,USA,7hr2f89v44y65dyu9k92vprwn,188.0,84.0,24.0,2022-07-08Z,2024-08-03Z,active,no,NaN,NaN,NaN,NaN,NaN
70axpxvnx40ax7oxri5pmz9qs,Connor,Rutz,Connor,Rutz,Male,C. Rutz,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1997-04-09,USA,7hr2f89v44y65dyu9k92vprwn,185.0,75.0,11.0,2020-01-01Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
711t32tk6qwl567dngcldfw15,Maximiliano,Rodriguez,Maxi,Rodriguez,Male,M. Rodriguez,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1995-08-09,USA,7hr2f89v44y65dyu9k92vprwn,180.0,77.0,21.0,2021-03-22Z,2024-12-31Z,active,no,San Antonio,NaN,NaN,NaN,NaN
7jizpx7yu2zxvcrnf9z4408vd,Rhys,Williams,Rhys,Williams,Male,R. Williams,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1995-08-09,USA,7hr2f89v44y65dyu9k92vprwn,183.0,79.0,2.0,2022-01-18Z,NaN,active,yes,White Plains,NaN,NaN,NaN,NaN
7lnb14nmxv9gggyedv3tydvdg,Devon,Amoo-Mensah,Devon,Amoo-Mensah,Male,D. Amoo-Mensah,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1995-11-27,USA,7hr2f89v44y65dyu9k92vprwn,183.0,84.0,30.0,2022-01-19Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
7o3vvz5w2ftz08ba23b79mgkq,Abdoulaye,Diop,Abdoulaye,Diop,Male,A. Diop,Senegal,6hhqyhr5cwq2pfprlazyposyk,Midfielder,player,1999-09-17,Senegal,6hhqyhr5cwq2pfprlazyposyk,183.0,79.0,8.0,2022-01-12Z,NaN,active,yes,Dakar,NaN,NaN,NaN,NaN
7v7c25arh4yqd7tz8demrxa6t,Brett,Levis,Brett,Levis,Male,B. Levis,Canada,1iaoypzp6syf32cz9l15pzp7e,Defender,player,1993-03-29,Canada,1iaoypzp6syf32cz9l15pzp7e,175.0,76.0,17.0,2023-06-14Z,2024-12-31Z,active,no,Saskatoon,NaN,NaN,NaN,left
9jc85hbpruze4v8u1pjzsjt62,Michael,Bryant,Michael,Bryant,Male,M. Bryant,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1995-04-02,USA,7hr2f89v44y65dyu9k92vprwn,188.0,82.0,12.0,2022-02-11Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
bh8ci2ku56str20jzftbv3mqx,Adrian,Billhardt,Adrian,Billhardt,Male,A. Billhardt,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1997-10-17,Germany,36min0qztu8eydwvpv8t1is0m,175.0,68.0,19.0,2023-01-19Z,2024-02-20Z,active,no,NaN,NaN,NaN,NaN,NaN
c6l26cksqztpgxiu3t5rrl591,Pedro Darío,Suárez Castro,Darío,Suárez,Male,D. Suárez,Cuba,ws166hrbk0nwte3ypn8mm36g,Attacker,player,1992-08-08,Cuba,ws166hrbk0nwte3ypn8mm36g,173.0,63.0,92.0,2023-06-06Z,2023-12-01Z,active,no,La Habana,NaN,NaN,NaN,NaN
cczfio2y0doub738tvqss83qh,Cy Stephen,Goddard,Cy,Goddard,Male,C. Goddard,Japan,lxyibh89lpdc0bfian1nx0xq,Midfielder,player,1997-04-02,England,1fk5l4hkqk12i7zske6mcqju6,168.0,62.0,14.0,2022-07-26Z,2023-06-26Z,active,no,London,England,1fk5l4hkqk12i7zske6mcqju6,NaN,left
ctly31kk772nia6is9ul9ar4l,Oniel David,Fisher,Oniel,Fisher,Male,O. Fisher,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Defender,player,1991-11-22,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,175.0,70.0,91.0,2023-03-29Z,2023-11-30Z,active,no,Portmore,NaN,NaN,NaN,right
cwtvxydk0a5itmpygna9ibe5m,Matthew,Lewis,Matt,Lewis,Male,M. Lewis,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1996-08-01,USA,7hr2f89v44y65dyu9k92vprwn,188.0,79.0,15.0,2021-08-01Z,2024-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN
db1h2huu8z1quj816wol1wgkp,Thomas Martin,McCabe,Tommy,McCabe,Male,T. McCabe,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1998-04-04,USA,7hr2f89v44y65dyu9k92vprwn,180.0,86.0,6.0,2023-03-01Z,2023-06-06Z,active,no,South Orange,NaN,NaN,NaN,NaN
dkz41wgsey0h302smmrh3ds0k,Yazeed,Matthews,Yazeed,Matthews,Male,Y. Matthews,South Africa,1kiwby3xmt97m3ejw76qs4i6k,Attacker,player,1996-04-22,South Africa,1kiwby3xmt97m3ejw76qs4i6k,183.0,82.0,27.0,2022-08-15Z,2024-12-31Z,active,no,Johannesburg,NaN,NaN,NaN,NaN
mmpt2ht7vkgaubwsz0pc7o5w,Trevor,James,Trevor,James,Male,T. James,England,1fk5l4hkqk12i7zske6mcqju6,NaN,coach,NaN,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN,2019-01-04Z,2024-03-14Z,active,no,NaN,NaN,NaN,NaN,NaN
nm2hzgqe2bmucuv0hh4y24no,Skage Simonsen,Lehland,Skage Simonsen,Lehland,Male,S. Simonsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1998-04-12,Norway,7f16iy4w8u8ogyn6pfooqwv5z,191.0,88.0,7.0,2023-02-13Z,2024-01-24Z,active,no,NaN,NaN,NaN,Skage Simonsen,NaN
10xo8ztwwpagp7jqkyqyxpfys,Matt,Williams,Matt,Williams,Male,M. Williams,USA,7hr2f89v44y65dyu9k92vprwn,NaN,assistant coach,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,2021-05-06Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN
1b6acix0zomqtocnuy713vi6t,Javier,Monsálvez Carazo,Javier,Monsálvez Carazo,Male,Yuma,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,1985-10-08,Spain,49ih1pwv3ahshdf8uzrimi54c,178.0,75.0,24.0,2019-02-13Z,2024-12-31Z,active,no,Madrid,NaN,NaN,Yuma,right
28cixms5w9uu1e38kcc8o2j9w,Noah Patrick,Dollenmayer Garcia,Noah,Dollenmayer,Male,N. Dollenmayer,Dominican Republic,za9wn9847gulllfsey917tmk,Defender,player,1999-10-26,USA,7hr2f89v44y65dyu9k92vprwn,196.0,91.0,15.0,2023-08-25Z,2023-12-31Z,active,no,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,left
28tg535skvsusrlyp7jeqzk2y,Brian,Clarhaut,Brian,Clarhaut,Male,B. Clarhaut,USA,7hr2f89v44y65dyu9k92vprwn,NaN,coach,1986-04-11,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,2022-12-15Z,2024-05-22Z,active,no,NaN,NaN,NaN,NaN,NaN
31ee74eif8hmu4ux2egt8ot90,Santiago,Vargas,Santiago,Vargas,Male,S. Vargas,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2008-05-13,USA,7hr2f89v44y65dyu9k92vprwn,180.0,68.0,NaN,2023-04-21Z,2024-12-31Z,active,no,El Paso,NaN,NaN,NaN,NaN
3ak5660vbw0y07qva8albdqfo,Luis,Moreno,Luis,Moreno,Male,L. Moreno,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2006-04-01,USA,7hr2f89v44y65dyu9k92vprwn,163.0,57.0,8.0,2023-02-28Z,2024-11-21Z,active,no,NaN,Mexico,5trdr3jf42i20zj1hnkvcytr6,NaN,NaN
46m0r53ryxnt1p7bfr3m4y13o,Márton,Demkó,Márton,Demkó,Male,M. Demkó,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Defender,player,2006-03-13,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,188.0,76.0,46.0,2023-03-23Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN
4lnqm0sn3mki6j3v8ecn019zp,Petar,Petrović,Petar,Petrovic,Male,P. Petrović,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1995-09-15,Sweden,1z6l2c33w2kyz9rdefs1d68nb,175.0,66.0,27.0,2023-01-31Z,2024-08-12Z,active,no,Malmö,Serbia and Montenegro,84ke4hrpy7uuwxt7o1hwn29qt,NaN,right
4o2lk5bkmyxe8ji3lqjo69qtw,Diego,Abarca,Diego,Abarca,Male,D. Abarca,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2005-06-19,USA,7hr2f89v44y65dyu9k92vprwn,170.0,61.0,77.0,2022-03-04Z,2024-06-20Z,active,no,NaN,Chile,32tb8d7824xg4i0ybxzssczu0,NaN,NaN
4rl9ankx239me9oki4hlf11ih,Emmanuel Olukolade,Sonupe,Emmanuel,Sonupe,Male,E. Sonupe,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,1996-03-21,England,1fk5l4hkqk12i7zske6mcqju6,178.0,73.0,21.0,2022-01-01Z,2023-12-31Z,active,no,Denmark Hill,NaN,NaN,NaN,NaN
4wgjayv8s85dueh5l88im6lwq,Christopher,Garcia,Christopher,Garcia,Male,C. Garcia,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2003-01-13,USA,7hr2f89v44y65dyu9k92vprwn,170.0,68.0,11.0,2023-01-05Z,2024-01-31Z,active,no,El Paso,Mexico,5trdr3jf42i20zj1hnkvcytr6,NaN,NaN
516ygtbil1p6hyupo2162frv9,Luis Emilio,Solignac,Luis,Solignac,Male,L. Solignac,Argentina,2vovxa97k7v7ofa85dah2xktb,Attacker,player,1991-02-16,Argentina,2vovxa97k7v7ofa85dah2xktb,188.0,75.0,9.0,2021-04-02Z,2023-12-31Z,active,no,Buenos Aires,NaN,NaN,NaN,right
5a6sqqiyle6aj7zh8ozwikqok,Raul,Vazquez,Raul,Vazquez,Male,R. Vazquez,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2005-10-21,USA,7hr2f89v44y65dyu9k92vprwn,168.0,66.0,NaN,2022-03-04Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
5nwr0jfy6na631d30mcp9ndre,Louis,Herrera,Chapa,Herrera,Male,C. Herrera,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1996-05-03,USA,7hr2f89v44y65dyu9k92vprwn,173.0,66.0,20.0,2019-03-01Z,2024-02-20Z,active,no,El Paso,NaN,NaN,NaN,NaN
5v83k5ukm1xt6fhuq8845euc4,Javier,Garcia,Javier,Garcia,Male,J. Garcia,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1998-03-23,USA,7hr2f89v44y65dyu9k92vprwn,188.0,79.0,13.0,2023-01-06Z,2024-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN
63zi0rwl892iv2j66657mkg6h,Nicholas,Hinds,Nick,Hinds,Male,N. Hinds,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Defender,player,1997-10-15,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,178.0,74.0,31.0,2022-03-04Z,2024-12-31Z,active,no,Plantation,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN
6amqfwnxwefey4xgamj8xoc7p,Petur,Knudsen,Petur,Knudsen,Male,P. Knudsen,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Attacker,player,1998-04-21,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,180.0,NaN,29.0,2023-08-18Z,2024-02-03Z,active,no,NaN,NaN,NaN,Petur Knudsen,right
6tz5apnd7yajwhn6bcfhl9mtx,Arun,Basuljevic,Arun,Basuljevic,Male,A. Basuljevic,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1995-12-17,USA,7hr2f89v44y65dyu9k92vprwn,168.0,72.0,19.0,2023-09-01Z,2024-12-31Z,active,no,New York,NaN,NaN,NaN,right
7ctc1xui7wk89o5v00z8ijqw9,Eric Santana,Calvillo Ramírez,Eric,Calvillo,Male,E. Calvillo,El Salvador,6jovhn8du7uhbedi92voitt3k,Midfielder,player,1998-01-02,USA,7hr2f89v44y65dyu9k92vprwn,170.0,69.0,6.0,2022-03-04Z,NaN,active,yes,Palmdale,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN
7isx6p69bwuqb3r7xsyrs3kh6,Jon,Burklo,Jon,Burklo,Male,J. Burklo,USA,7hr2f89v44y65dyu9k92vprwn,NaN,assistant coach,1984-03-08,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,2023-07-01Z,NaN,active,yes,Colorado,NaN,NaN,NaN,NaN
8n3v1npbgeparornazwrwxbkl,Marc,Navarro Ceciliano,Marc,Navarro,Male,Marc Navarro,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,1995-07-02,Spain,49ih1pwv3ahshdf8uzrimi54c,188.0,79.0,2.0,2023-01-31Z,2023-12-01Z,active,no,Barcelona,NaN,NaN,NaN,right
8sorvm24pm6r3envq09a89ecp,Artem,Kholod,Artem,Kholod,Male,A. Kholod,Ukraine,315w6fk6umfzf4qvba3t55u61,Attacker,player,2000-01-22,Ukraine,315w6fk6umfzf4qvba3t55u61,180.0,77.0,19.0,2022-08-08Z,2023-07-19Z,active,no,Kharkiv,NaN,NaN,NaN,right
9cd0p49gcn7z273n0tnuqylsl,Liam Joseph,Rose,Liam,Rose,Male,L. Rose,Australia,u5ieemi69z72c3bgczyy68lo,Midfielder,player,1997-04-07,Australia,u5ieemi69z72c3bgczyy68lo,178.0,72.0,22.0,2022-07-22Z,2024-06-25Z,active,no,Sydney,NaN,NaN,NaN,NaN
9ij293r1mbtygl6v3u2s43i3u,Miles,Lyons,Miles,Lyons,Male,M. Lyons,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2002-10-08,USA,7hr2f89v44y65dyu9k92vprwn,170.0,70.0,16.0,2022-07-15Z,2024-12-31Z,active,no,NaN,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,NaN,NaN
9r13h659y198n0hyqdokg36qd,Éder Nicolás,Borelli Cap,Éder,Borelli,Male,E. Borelli,Mexico,5trdr3jf42i20zj1hnkvcytr6,Defender,player,1990-11-25,Mexico,5trdr3jf42i20zj1hnkvcytr6,168.0,74.0,5.0,2020-07-07Z,2024-12-31Z,active,no,Monterrey,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,right
amox10k225ryauu7wvsnn5q1g,Finnley,O'Brien,Finnley,O'Brien,Male,F. O'Brien,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2006-03-25,USA,7hr2f89v44y65dyu9k92vprwn,185.0,77.0,72.0,2023-03-22Z,2024-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN
b74ii2r7xq8zx25n6zbe8lfc9,Denys,Kostyshyn,Denys,Kostyshyn,Male,D. Kostyshyn,Ukraine,315w6fk6umfzf4qvba3t55u61,Midfielder,player,1997-08-31,Ukraine,315w6fk6umfzf4qvba3t55u61,179.0,73.0,10.0,2023-01-01Z,2023-12-31Z,active,no,Khmelnytskyi,NaN,NaN,NaN,NaN
bromktqr6mdri50r0snyegi6s,Rommel,Tarin,Rommel,Tarin,Male,R. Tarin,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2004-07-09,USA,7hr2f89v44y65dyu9k92vprwn,173.0,72.0,79.0,2022-03-04Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN
bsc4ou9fmalwikkkhgmjlo2qd,José,Carrillo Mancilla,José,Carrillo,Male,José Carrillo,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,1995-03-04,Spain,49ih1pwv3ahshdf8uzrimi54c,185.0,75.0,23.0,2023-07-05Z,2023-12-31Z,active,no,Granada,NaN,NaN,NaN,right
butj91nkcq4svls878e4rwt1w,Joseluis,Villagomez,Joseluis,Villagomez,Male,J. Villagomez,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2007-03-01,USA,7hr2f89v44y65dyu9k92vprwn,170.0,66.0,NaN,2023-04-21Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN
by5ik2pgnl7qbrol8x6pvenoq,Ricardo,Zacarías Ortíz,Ricardo,Zacarías,Male,R. Zacarías,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1995-08-31,USA,7hr2f89v44y65dyu9k92vprwn,178.0,82.0,17.0,2021-05-19Z,2024-12-31Z,active,no,NaN,Mexico,5trdr3jf42i20zj1hnkvcytr6,NaN,NaN
cnf686wbn4i3yz72i5c70fkoa,Erik Raymond,McCue,Erik,McCue,Male,E. McCue,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2001-01-18,Sweden,1z6l2c33w2kyz9rdefs1d68nb,193.0,84.0,4.0,2023-01-31Z,2023-12-31Z,active,no,Göteborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,right
d82xjbw9ptrhgk0ifeoim0gdl,Josué Aarón,Gómez Gómez,Josué,Gómez,Male,J. Gómez,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1994-08-24,USA,7hr2f89v44y65dyu9k92vprwn,170.0,74.0,7.0,2019-05-09Z,2024-01-30Z,active,no,El Paso,Mexico,5trdr3jf42i20zj1hnkvcytr6,NaN,NaN
dfsthz3bdtvlsj21w8nc8c9ud,Gábor Bence,Pávkovics,Bence,Pávkovics,Male,B. Pávkovics,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Defender,player,1997-03-27,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,186.0,78.0,3.0,2023-01-31Z,2023-08-16Z,active,no,NaN,NaN,NaN,NaN,right
dtjnasyxig0cxbxbtk7l6431m,Benny,Díaz Jáuregui,Benny,Díaz,Male,B. Díaz,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1998-12-15,USA,7hr2f89v44y65dyu9k92vprwn,187.0,83.0,1.0,2023-01-31Z,2023-11-30Z,active,no,California,Mexico,5trdr3jf42i20zj1hnkvcytr6,NaN,left
