id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,startDate,status,active,secondNationality,secondNationalityId,endDate,knownName,shirtNumber
5ql6mgflpgpo3apjvzq013w2c,Sem,Verdonk,Sem,Verdonk,Male,S. Verdonk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2008-03-30,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2025-02-27Z,active,yes,NaN,NaN,NaN,NaN,NaN
5v3sd56kh9pmvzk6wczhs9o4q,Vieiri,Kotzebue,Vieiri,Kotzebue,Male,V. Kotzebue,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2002-08-31,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,170.0,66.0,right,2025-01-30Z,active,yes,Suriname,31vay1njxmbs7vtbfp1wo2dx1,2025-06-30Z,NaN,7.0
6gzpefxqcz2v4z95bnecilfpx,Jari,Schuurman van Klaveren,Jari,Schuurman,Male,J. Schuurman,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1997-02-22,Gorinchem,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,65.0,right,2019-07-01Z,active,yes,NaN,NaN,2025-06-30Z,NaN,10.0
6zylxaf8xm7mu6dsth1kn1nv8,Tom,Sanne,Tom,Sanne,Male,T. Sanne,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2004-04-13,NaN,Germany,36min0qztu8eydwvpv8t1is0m,172.0,68.0,both,2025-02-04Z,active,yes,NaN,NaN,2025-06-30Z,NaN,19.0
71kvs11lce1j7sht1dg1wrr4k,Lars,van de Giessen,Lars,van de Giessen,Male,L. van de Giessen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,NaN,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2025-03-06Z,active,yes,NaN,NaN,NaN,NaN,NaN
7j7stqaomy8pnmzangrsyfahh,Liam Cathal,Bossin,Liam,Bossin,Male,L. Bossin,Republic of Ireland,63nepb66un7juhglo2g6rezcl,Goalkeeper,player,1996-07-15,Woluwe-Saint-Pierre,Belgium,4wbzjcclyefma1ourvjsu4q2j,190.0,81.0,right,2024-07-19Z,active,no,Belgium,4wbzjcclyefma1ourvjsu4q2j,2025-01-23Z,NaN,1.0
7q0v538ed6j5xy3wgykh56w2x,Léo Louis,Seydoux,Léo,Seydoux,Male,L. Seydoux,Switzerland,3bh70jgvc5mn58x0byjkuda17,Defender,player,1998-03-16,Riaz,Switzerland,3bh70jgvc5mn58x0byjkuda17,174.0,67.0,right,2024-01-05Z,active,yes,NaN,NaN,NaN,NaN,16.0
891zjrm0zjc2e3ebjx11p2y38,Jaden Fernando,Slory,Jaden,Slory,Male,J. Slory,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2005-05-09,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,70.0,right,2024-08-29Z,active,yes,Suriname,31vay1njxmbs7vtbfp1wo2dx1,2025-06-30Z,NaN,28.0
8kjj99vsq8xbp1fvchcie8rca,René,Kriwak,René,Kriwak,Male,R. Kriwak,Austria,hcs1bd49qliqqity6o268jyt,Attacker,player,1999-04-30,NaN,Austria,hcs1bd49qliqqity6o268jyt,198.0,85.0,right,2023-06-27Z,active,yes,NaN,NaN,2025-06-30Z,NaN,NaN
8yzkg8fy3471d3nz5prck7tp0,Mannou,Berger,Mannou,Berger,Male,M. Berger,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2004-10-15,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,72.0,right,2025-02-04Z,active,yes,NaN,NaN,2025-06-30Z,NaN,1.0
99x7resel4ujhy0xcab0o94b8,Jay,Zouteriks,Jay,Zouteriks,Male,J. Zouteriks,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2005-01-19,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,left,2024-09-12Z,active,no,NaN,NaN,2025-02-04Z,NaN,26.0
9igl083xujm5sdl67rs6xkm50,Vladislavs,Razumejevs,Vladislavs,Razumejevs,Male,V. Razumejevs,Latvia,6s9bglosczqlp9cxh3ze5hdm5,Goalkeeper,player,2005-09-03,Daugavpils,Latvia,6s9bglosczqlp9cxh3ze5hdm5,197.0,NaN,right,2024-08-01Z,active,yes,NaN,NaN,NaN,NaN,31.0
9zttqmllo65i9g7mcbwjb6nai,John Kenneth,Hilton,John,Hilton,Male,J. Hilton,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2001-06-15,Long Beach,USA,7hr2f89v44y65dyu9k92vprwn,178.0,79.0,both,2023-07-01Z,active,yes,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,5.0
b5inu7vvj9462qfcbiaq8xdgq,Rick,Adjei,Rick,Adjei,Male,R. Adjei,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1983-08-30,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2024-06-15Z,active,yes,NaN,NaN,NaN,NaN,NaN
bbwz9ib9eyner42kds2wlck5w,Joseph,Amuzu,Joseph,Amuzu,Male,J. Amuzu,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2004-08-18,Mechelen,Belgium,4wbzjcclyefma1ourvjsu4q2j,170.0,64.0,right,2024-06-24Z,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,22.0
brx46bfwvu6mej8v6nu4zyiok,Senne,Vugts,Senne,Vugts,Male,S. Vugts,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2007-07-25,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2025-01-09Z,active,yes,NaN,NaN,NaN,NaN,25.0
cnvx18sthlstfgye1hy77yfis,Jan,Smolarczyk,Jan,Smolarczyk,Male,J. Smolarczyk,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2006-07-26,NaN,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,NaN,2025-01-01Z,active,no,NaN,NaN,2025-02-25Z,NaN,29.0
cz6ug2b35kmrr9hej8u1olatw,Melvin,Boel,Melvin,Boel,Male,M. Boel,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,coach,1987-01-26,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2024-06-03Z,active,yes,NaN,NaN,NaN,NaN,NaN
ddiob92kqdyndwhf4rxyh3huc,Rogier,van Gogh,Rogier,van Gogh,Male,R. van Gogh,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2005-05-03,Goes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,NaN,both,2023-10-19Z,active,yes,NaN,NaN,NaN,NaN,NaN
dfsaq5nx77rkcktyfkrfp9hjo,Kwame,Tabiri,Kwame,Tabiri,Male,K. Tabiri,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2006-06-10,Breda,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,NaN,right,2024-05-09Z,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,12.0
dhxpfe8e618lavr0915m9y2ju,Joep,van der Sluijs,Joep,van der Sluijs,Male,J. van der Sluijs,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2001-12-01,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,68.0,left,2024-07-04Z,active,yes,NaN,NaN,NaN,NaN,20.0
dla3c9obkgdkxyzwcqm78sst1,Brahim,Darri,Brahim,Darri,Male,B. Darri,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1994-09-14,Amersfoort,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,76.0,right,2024-08-01Z,active,no,Morocco,2xdcc39z1k79pnjbtn9x31wdh,2025-01-09Z,NaN,23.0
dwu5macjd0b6xzukitk40st4a,Oluwakorede David,Osundina,Oluwakorede David,Osundina,Male,K. Osundina,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2004-02-13,Naperville,USA,7hr2f89v44y65dyu9k92vprwn,183.0,75.0,both,2023-09-14Z,active,no,Nigeria,63pvdwrsiq5b07mzi8igqei9p,2025-01-31Z,Korede Osundina,NaN
e2nsy4zv5hw9x13mp604tr8ix,Celton,Anssumane Biai,Celton,Anssumane Biai,Male,Celton Biai,Guinea-Bissau,5ikz7810612v7a6l5u6gxa6vm,Goalkeeper,player,2000-08-13,Lisboa,Portugal,1nbm5i9a0403zzvltn17lxinc,188.0,88.0,right,2024-01-19Z,active,yes,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,Celton Biai,63.0
e5c8wtame01unosnz4zchwljo,Chiel,Olde Keizer,Chiel,Olde Keizer,Male,C. Olde Keizer,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2003-03-17,Denekamp,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,73.0,left,2024-07-05Z,active,yes,NaN,NaN,NaN,NaN,14.0
eqt598wenyzrxdl5y39ejab8q,Augustin,Drakpe,Augustin,Drakpe,Male,A. Drakpe,Togo,3jiuckrqd0zejkm452st5dyq7,Defender,player,2001-12-08,Kpime Hloma,Togo,3jiuckrqd0zejkm452st5dyq7,185.0,78.0,right,2025-01-15Z,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,4.0
etvy3xclggf666maud76epwd0,Lorenzo,Codutti,Lorenzo,Codutti,Male,L. Codutti,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,2003-06-27,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,183.0,72.0,NaN,2024-07-05Z,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,2.0
12y6tmd1yr04c0ed2klslpwb9,Joey,Sleegers,Joey,Sleegers,Male,J. Sleegers,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1994-07-20,Helmond,Netherlands,6hzi5pltnz67q4la8yli9qfv6,165.0,62.0,right,2023-07-17Z,active,yes,NaN,NaN,NaN,NaN,11.0
16px0ld6o8py9ofj3uk1fkzys,Lennon,Smulders,Lennon,Smulders,Male,L. Smulders,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2006-09-14,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2024-10-31Z,active,yes,NaN,NaN,NaN,NaN,29.0
1dx8v7a0w6ntiztba27ki579w,Shane,van Aarle,Shane,van Aarle,Male,S. van Aarle,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2006-06-05,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,195.0,NaN,left,2024-01-21Z,active,yes,NaN,NaN,NaN,NaN,24.0
1j835btnkq15067iuoe5teuvp,Rangelo Maria,Janga,Rangelo,Janga,Male,R. Janga,Curaçao,5im58ram567ao2fbnz39sm8vk,Attacker,player,1992-04-16,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,194.0,80.0,right,2024-08-22Z,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,32.0
1r67co8q0ktlqe5209xm6sxec,Dyon,Dorenbosch,Dyon,Dorenbosch,Male,D. Dorenbosch,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2003-01-10,Eindhoven,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,74.0,right,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN,6.0
2hui0abztwkuk36oehjok4r2s,Julian Francis,Kwaaitaal,Julian,Kwaaitaal,Male,J. Kwaaitaal,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2005-05-22,Eindhoven,Netherlands,6hzi5pltnz67q4la8yli9qfv6,174.0,69.0,right,2024-08-07Z,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,2025-06-30Z,NaN,43.0
2kdavfzjymb8uhgjj3c97e2uh,Sven Johannes Gerardus,Blummel,Sven,Blummel,Male,S. Blummel,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1996-09-08,Schijndel,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,71.0,left,2024-07-09Z,active,yes,NaN,NaN,NaN,NaN,7.0
2v12tmspdosmwic2h6itfz0x6,Jort,Borgmans,Jort,Borgmans,Male,J. Borgmans,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2002-09-20,Valkenswaard,Netherlands,6hzi5pltnz67q4la8yli9qfv6,190.0,82.0,both,2020-01-09Z,active,yes,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,1.0
41es2x265ddlzqjqa6wb9vey2,Boris,van Schuppen,Boris,van Schuppen,Male,B. van Schuppen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2001-11-22,Breda,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,70.0,right,2024-07-09Z,active,yes,NaN,NaN,NaN,NaN,10.0
4qof94upb3ikptsgjtvddnpm2,Maarten,Swerts,Maarten,Swerts,Male,M. Swerts,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2004-01-20,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,171.0,66.0,right,2023-07-07Z,active,yes,NaN,NaN,2025-06-30Z,NaN,5.0
5f8ajd8cgyvmmdzr0lzi1gtii,Evan,Rottier,Evan,Rottier,Male,E. Rottier,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2002-02-11,Maassluis,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,73.0,right,2022-07-01Z,active,no,NaN,NaN,2025-02-04Z,NaN,22.0
5h0gir3drk7kg04vywrawvok4,Luuk,Verheij,Luuk,Verheij,Male,L. Verheij,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2005-07-23,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2024-05-02Z,active,yes,NaN,NaN,NaN,NaN,20.0
5rn5ep2oqtwiahmtefwx43bpw,Bastiaan,Riemersma,Bastiaan,Riemersma,Male,B. Riemersma,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1979-07-10,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
67aokt39tp8frdrklc8a88d79,Maurice,Verberne,Maurice,Verberne,Male,M. Verberne,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,coach,1971-06-12,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2024-06-25Z,active,yes,NaN,NaN,NaN,NaN,NaN
7afaygi7b8fmxr885zaezaay1,Joey Petrus Martinus,Konings,Joey,Konings,Male,J. Konings,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1998-04-21,Schaijk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,77.0,left,2025-02-04Z,active,yes,NaN,NaN,NaN,NaN,23.0
7dy845yfs6ynwhdpd1myi02dw,Yaël,Gil y Muiños,Yael,Gil y Muiños,Male,Y. Gil y Muiños,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2004-06-22,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,left,2024-07-02Z,active,no,Spain,49ih1pwv3ahshdf8uzrimi54c,2024-09-02Z,NaN,NaN
7h7373macjibjv95o1q1p6dck,Tyrese,Simons,Tyrese,Simons,Male,T. Simons,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2002-10-19,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2024-01-25Z,active,yes,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN,Tyrese Simons,34.0
7hsyytjjg6zw5knvav9xybbh1,Collin Dean,Seedorf,Collin,Seedorf,Male,C. Seedorf,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1995-05-01,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,74.0,right,2021-02-01Z,active,yes,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN,NaN,33.0
8afjc5w0g2wk4hebm0lrcncb8,Dylan Nino,Fancito,Nino,Fancito,Male,N. Fancito,Curaçao,5im58ram567ao2fbnz39sm8vk,Goalkeeper,player,2004-09-30,NaN,Curaçao,5im58ram567ao2fbnz39sm8vk,184.0,69.0,right,2023-02-09Z,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,30.0
90vy8wwb2n7stq7fre8lrws9g,Evan,Driessen Mendez,Evan,Driessen Mendez,Male,E. Mendez,Mexico,5trdr3jf42i20zj1hnkvcytr6,Attacker,player,2006-09-30,NaN,Mexico,5trdr3jf42i20zj1hnkvcytr6,186.0,NaN,NaN,2025-03-02Z,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN
94msjqprwfsviylh3i0ss9m8l,Jorn,Brondeel,Jorn,Brondeel,Male,J. Brondeel,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,1993-09-07,Wetteren,Belgium,4wbzjcclyefma1ourvjsu4q2j,190.0,82.0,right,2023-07-11Z,active,yes,NaN,NaN,NaN,NaN,26.0
97p6b1r72br3soq4k7fpjnrl6,Tibo,Persyn,Tibo,Persyn,Male,T. Persyn,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2002-03-13,Kortrijk,Belgium,4wbzjcclyefma1ourvjsu4q2j,179.0,70.0,right,2023-07-15Z,active,yes,NaN,NaN,NaN,NaN,99.0
9dz0oepibhu71do7jtv0gbz10,Justin,Manders,Justin,Manders,Male,J. Manders,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2006-05-05,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,NaN,right,2023-08-24Z,active,yes,NaN,NaN,NaN,NaN,NaN
9e70uun80bdi4hedu45mo5vxl,Maarten,Peijnenburg,Maarten,Peijnenburg,Male,M. Peijnenburg,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1997-01-10,Boxtel,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,79.0,right,2019-07-01Z,active,yes,NaN,NaN,2025-06-30Z,NaN,4.0
a69sa0h7lgpmlav961cpejbe2,Daan,Huisman,Daan,Huisman,Male,D. Huisman,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2002-07-26,Arnhem,Netherlands,6hzi5pltnz67q4la8yli9qfv6,189.0,63.0,right,2024-08-10Z,active,yes,NaN,NaN,NaN,NaN,15.0
c9ntrr01c49aayo1d8x2ctc0k,Ruben,van Eijndhoven,Ruben,van Eijndhoven,Male,R. van Eijndhoven,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2004-04-03,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,65.0,right,2024-07-23Z,active,yes,NaN,NaN,NaN,NaN,19.0
dc897iic6p3j5s9hrhm3h25n8,David,Garden,David,Garden,Male,D. Garden,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2004-06-20,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,right,2023-06-13Z,active,no,NaN,NaN,2024-08-30Z,NaN,NaN
dij5ldlj2p6ltcsrdjrdbl72s,Thijs,Muller,Thijs,Muller,Male,T. Muller,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2007-04-16,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2024-07-23Z,active,yes,NaN,NaN,NaN,NaN,21.0
e0fd13f4bjrv0f3yvqijebh90,Farouq,Limouri,Farouq,Limouri,Male,F. Limouri,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2003-03-15,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,70.0,right,2023-06-13Z,active,yes,Morocco,2xdcc39z1k79pnjbtn9x31wdh,NaN,NaN,18.0
e5y1b7kqzzczpkl9hbt21v7jd,Achraf,El Bouchataoui,Achraf,El Bouchataoui,Male,A. El Bouchataoui,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2000-01-12,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,179.0,70.0,right,2024-01-11Z,active,yes,Morocco,2xdcc39z1k79pnjbtn9x31wdh,NaN,NaN,27.0
ebi648jr4h7usxc63i4ji3k0k,Hugo,Deenen,Hugo,Deenen,Male,H. Deenen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2004-07-14,Maastricht,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,74.0,right,2024-07-22Z,active,yes,NaN,NaN,NaN,NaN,28.0
ebpz8khdmrk33r88th290szdg,Matteo Wouter,Vandendaele,Matteo,Vandendaele,Male,M. Vandendaele,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2005-06-16,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,186.0,81.0,left,2024-09-02Z,active,no,NaN,NaN,2025-01-07Z,NaN,3.0
flc8eqe5425v5yg3eeeukges,Roel,van Zutphen,Roel,van Zutphen,Male,R. van Zutphen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2005-02-23,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2025-02-22Z,active,yes,NaN,NaN,NaN,NaN,NaN
ma3my4q4wln06xyl1z3v9fmy,Terrence John,Douglas,Terrence,Douglas,Male,T. Douglas,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2001-09-14,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,72.0,left,2024-08-29Z,active,yes,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN,NaN,25.0
yvkg7uyb2bxtqxvsyy41nthw,Sven,Simons,Sven,Simons,Male,S. Simons,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2004-03-02,Weert,Netherlands,6hzi5pltnz67q4la8yli9qfv6,168.0,64.0,left,2023-06-13Z,active,yes,NaN,NaN,NaN,Sven Simons,8.0
1ainxl6zw3ne3doloixspdez8,Pascal,Mulder,Pascal,Mulder,Male,P. Mulder,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1999-01-19,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,NaN,right,2024-06-24Z,active,yes,NaN,NaN,NaN,NaN,6.0
1r0yfm91fgngeillws3jfwa38,Kevin,Norder,Kevin,Norder,Male,K. Norder,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2007-09-07,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2024-12-12Z,active,yes,NaN,NaN,NaN,NaN,NaN
2086zxdb2ntif2jbqr4lzk3kk,Stan,van Manen,Stan,van Manen,Male,S. van Manen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2007-05-12,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,187.0,NaN,right,2025-01-31Z,active,yes,NaN,NaN,NaN,NaN,14.0
2dsh3fmie9xqp448e0dxudp4a,Michael,Martin,Michael,Martin,Male,M. Martin,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2000-07-10,Crailsheim,Germany,36min0qztu8eydwvpv8t1is0m,180.0,73.0,right,2024-09-05Z,active,yes,NaN,NaN,2025-06-30Z,NaN,22.0
2mfslxxrar9a5fbif0ulk7ze,Djenahro,Nunumete,Djenahro,Nunumete,Male,D. Nunumete,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2002-01-28,Groningen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,179.0,NaN,left,2024-06-24Z,active,yes,NaN,NaN,NaN,NaN,21.0
3y3krzx5g6hxunvllkgn34b8p,Luca,Unbehaun,Luca,Unbehaun,Male,L. Unbehaun,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2001-02-27,Bochum,Germany,36min0qztu8eydwvpv8t1is0m,185.0,82.0,right,2024-06-24Z,active,yes,NaN,NaN,NaN,NaN,38.0
4iurx3g3hajlatv5gcxsqwm7e,Dennis,Vos,Dennis,Vos,Male,D. Vos,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2001-11-28,Geldrop,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,NaN,left,2023-01-27Z,active,yes,NaN,NaN,NaN,NaN,3.0
4lf5375rzyy400rabvwgbcbmx,Faris,Hammouti,Faris,Hammouti,Male,F. Hammouti,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Defender,player,1997-01-21,Utrecht,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,80.0,right,2024-01-22Z,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,23.0
4yy4fl3wvjrmybopyua8invqi,Kelian,Nsona Wa Saka,Kelian,Nsona,Male,K. Nsona,France,7gww28djs405rfga69smki84o,Attacker,player,2002-05-11,Ivry-sur-Seine,France,7gww28djs405rfga69smki84o,189.0,74.0,right,2024-08-01Z,active,yes,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,2025-06-30Z,NaN,24.0
500mpw17194o3ztewqcqq4xsk,Tim Henri Victor,Geypens,Tim,Geypens,Male,T. Geypens,Indonesia,1zi2c00k6skx48tn692uem0n6,Defender,player,2005-06-21,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,69.0,left,2024-07-01Z,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,5.0
5t58neiqhud2d4h64owu8fwiy,Agon,Sadiku,Agon,Sadiku,Male,A. Sadiku,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2003-03-10,Raahe,Finland,2u07e54v5dprsugdvddpq5ync,184.0,73.0,right,2024-08-16Z,active,no,Kosovo,86u6edbqifdjsn49mbp2anw7p,2025-02-20Z,NaN,19.0
6ferzqtsot04cucvdh1cjex62,Chardi Mpindi,Landu,Chardi,Landu,Male,C. Landu,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2000-07-18,Enschede,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,75.0,right,2023-07-03Z,active,yes,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,2025-06-30Z,NaN,11.0
6u3xlhiukyu2cicymn8138b1l,Julius,Kade,Julius,Kade,Male,J. Kade,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1999-05-20,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,182.0,67.0,left,2024-06-27Z,active,yes,NaN,NaN,NaN,NaN,20.0
72fg7x4m31fzml7km1i5ayzh0,Gijs,Bolk,Gijs,Bolk,Male,G. Bolk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2005-01-06,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,189.0,NaN,left,2023-12-22Z,active,yes,NaN,NaN,NaN,NaN,34.0
