id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,startDate,status,active,secondNationality,secondNationalityId,position,shirtNumber,height,weight,foot,endDate,knownName
xyi2dnue9l6e4ug70a6f5fro,Nadir,El Jamali,Nadir,El Jamali,Male,N. El Jamali,France,7gww28djs405rfga69smki84o,player,2007-04-17,Paris,France,7gww28djs405rfga69smki84o,2025-08-08Z,active,yes,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,31.0,NaN,NaN,NaN,NaN,NaN
14shspwzw6jt6xbu43ox74ct1,Victor,Lobry,Victor,Lobry,Male,V. Lobry,France,7gww28djs405rfga69smki84o,player,1995-06-16,Soissons,France,7gww28djs405rfga69smki84o,2025-01-20Z,active,yes,NaN,NaN,Midfielder,8.0,181.0,74.0,left,NaN,NaN
1e2hez2ipfx9aqg6h18aao222,Skelly,Alvero,Skelly,Alvero,Male,S. Alvero,France,7gww28djs405rfga69smki84o,player,2002-05-04,Stains,France,7gww28djs405rfga69smki84o,2026-02-02Z,active,yes,Angola,3k53bkrjx5zsxchc6e3mcd834,Midfielder,80.0,202.0,93.0,right,2026-06-30Z,NaN
1k1zsipuhr1o3hv17j4uiz5uy,Nordine,Kandil,Nordine,Kandil,Male,N. Kandil,Morocco,2xdcc39z1k79pnjbtn9x31wdh,player,2001-10-31,Strasbourg,France,7gww28djs405rfga69smki84o,2024-08-30Z,active,yes,France,7gww28djs405rfga69smki84o,Attacker,10.0,167.0,63.0,left,NaN,NaN
1k6v6y154zpq2ivjembxgzdd6,Samuel,Ntamack,Samuel,Ntamack,Male,S. Ntamack,France,7gww28djs405rfga69smki84o,player,2001-04-27,NaN,France,7gww28djs405rfga69smki84o,2026-02-02Z,active,yes,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,90.0,178.0,74.0,right,2026-06-30Z,NaN
28c3df5gqd8wvi47px3zdxces,Yoan,Wakis Koré,Yoan,Koré,Male,Y. Koré,France,7gww28djs405rfga69smki84o,player,2004-11-16,Bourg-la-Reine,France,7gww28djs405rfga69smki84o,2026-02-02Z,active,yes,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Defender,88.0,187.0,75.0,right,2026-06-30Z,NaN
2w1xj4ixw4hw1cgiz44ihk36c,Ilyès,Hamache,Ilyès,Hamache,Male,I. Hamache,France,7gww28djs405rfga69smki84o,player,2003-02-11,Lille,France,7gww28djs405rfga69smki84o,2025-09-01Z,active,yes,Algeria,1ayprcriqhb8iv10ch70clppu,Attacker,7.0,178.0,74.0,right,2026-06-30Z,NaN
322alnzvuri56l4ydknu2qhp0,Enzo,Somon,Enzo,Somon,Male,E. Somon,France,7gww28djs405rfga69smki84o,player,2008-04-15,NaN,France,7gww28djs405rfga69smki84o,2025-06-20Z,active,yes,NaN,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN
3a3g5m2jdbmzf69uy0bju16qy,Ange Josué,Chibozo,Ange,Chibozo,Male,A. Chibozo,Benin,3o5wco7tkqgfmys9exmt5fo2h,player,2003-07-01,Adromè,Benin,3o5wco7tkqgfmys9exmt5fo2h,2024-07-01Z,active,no,NaN,NaN,Attacker,17.0,175.0,69.0,right,2026-01-21Z,NaN
3vevwy3xg81xjzv6ezr6dl8bu,Arvin Amoakoh,Appiah,Arvin,Appiah,Male,A. Appiah,England,1fk5l4hkqk12i7zske6mcqju6,player,2001-01-05,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,2025-07-30Z,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,25.0,173.0,63.0,right,2026-06-30Z,NaN
40rzvcdss138e6futx3bht3o5,Jérôme Xavier,Roussillon,Jérôme,Roussillon,Male,J. Roussillon,Guadeloupe,4u7nk4lz0pms78k7jjbjwvgce,player,1993-01-06,Sarcelles,France,7gww28djs405rfga69smki84o,2026-01-26Z,active,yes,France,7gww28djs405rfga69smki84o,Defender,21.0,175.0,80.0,left,NaN,NaN
46rikk8jzw470pa9gb99zyo7o,Corneille,Diarrassouba,Corneille,Diarrassouba,Male,C. Diarrassouba,France,7gww28djs405rfga69smki84o,player,2006-01-17,NaN,France,7gww28djs405rfga69smki84o,2025-11-28Z,active,yes,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Defender,NaN,NaN,NaN,left,NaN,NaN
46t5apniokz08yjuoz0e6mvbo,Ilan,Daf,Ilan,Daf,Male,I. Daf,France,7gww28djs405rfga69smki84o,player,2007-05-24,NaN,France,7gww28djs405rfga69smki84o,2025-05-09Z,active,yes,Senegal,6hhqyhr5cwq2pfprlazyposyk,Midfielder,77.0,184.0,NaN,right,NaN,NaN
49xug3bnh2bfiqmtl900e2exg,Mactar,Tine,Mactar,Tine,Male,M. Tine,Senegal,6hhqyhr5cwq2pfprlazyposyk,player,2002-06-18,Guédiawaye,Senegal,6hhqyhr5cwq2pfprlazyposyk,2024-01-05Z,active,yes,NaN,NaN,Midfielder,NaN,187.0,78.0,right,NaN,NaN
4hlqwq480qsrt31bx4qtvze1h,Jan,Mlakar,Jan,Mlakar,Male,J. Mlakar,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,player,1998-10-23,Ljubljana,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,2025-08-19Z,active,yes,NaN,NaN,Attacker,9.0,183.0,78.0,right,2026-06-30Z,NaN
4jpefmzlu5sb10pe97r7wauqc,Patrick Lassana,Carraro Injai,Patrick,Carraro Injai,Male,P. Carraro Injai,France,7gww28djs405rfga69smki84o,player,2006-06-03,Évry,France,7gww28djs405rfga69smki84o,2024-11-15Z,active,yes,Senegal,6hhqyhr5cwq2pfprlazyposyk,Midfielder,42.0,NaN,NaN,NaN,NaN,NaN
4kiu6lcnspn4lxunf8c48hmmt,Omar,Daf,Omar,Daf,Male,O. Daf,Senegal,6hhqyhr5cwq2pfprlazyposyk,coach,1977-02-12,Dakar,Senegal,6hhqyhr5cwq2pfprlazyposyk,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,177.0,70.0,both,NaN,NaN
4ub3k7tgpxtzdkxbt23h2w7x0,Rayan,Lutin,Rayan,Lutin,Male,R. Lutin,Comoros,40fy8dkxp9lwfufwmbnctzlz6,player,2003-01-16,Villepinte,France,7gww28djs405rfga69smki84o,2022-07-01Z,active,yes,France,7gww28djs405rfga69smki84o,Midfielder,27.0,170.0,NaN,left,NaN,NaN
569oxy3ov29ssewihysoupuj9,Thomas,Monconduit,Thomas,Monconduit,Male,T. Monconduit,France,7gww28djs405rfga69smki84o,player,1991-02-10,Drancy,France,7gww28djs405rfga69smki84o,2025-02-03Z,active,yes,NaN,NaN,Midfielder,6.0,184.0,83.0,right,NaN,NaN
5k4i7sf5t5k57024h57t470gk,Oscar,Aïssat,Oscar,Aïssat,Male,O. Aïssat,France,7gww28djs405rfga69smki84o,player,2007-02-15,Ivry-sur-Seine,France,7gww28djs405rfga69smki84o,2024-11-15Z,active,yes,Algeria,1ayprcriqhb8iv10ch70clppu,Midfielder,46.0,173.0,NaN,right,NaN,NaN
5xma0lv6nq2ry4h54q0ua2d49,Teddy Andami Jérémy,Averlant,Teddy,Averlant,Male,T. Averlant,Gabon,6jfjrlsdz5ns00g4gvk9a6xav,player,1999-10-02,Saint-Quentin,France,7gww28djs405rfga69smki84o,2025-06-16Z,active,yes,France,7gww28djs405rfga69smki84o,Attacker,11.0,180.0,NaN,right,NaN,NaN
6nxou8csgj8x8s48mkgd3vor8,Coleen,Louis,Coleen,Louis,Male,C. Louis,France,7gww28djs405rfga69smki84o,player,2005-06-30,NaN,France,7gww28djs405rfga69smki84o,2025-06-16Z,active,yes,Guadeloupe,4u7nk4lz0pms78k7jjbjwvgce,Defender,44.0,184.0,65.0,right,NaN,NaN
7dyjaa2dxsw8g8iymz8spp9ed,Alexis,Sauvage,Alexis,Sauvage,Male,A. Sauvage,France,7gww28djs405rfga69smki84o,player,1991-10-30,Charleville- Mézières,France,7gww28djs405rfga69smki84o,2023-07-20Z,active,yes,NaN,NaN,Goalkeeper,16.0,186.0,82.0,right,NaN,NaN
7hvpya2uk8qj13x09twoshm38,Nathan,Talbot,Nathan,Talbot,Male,N. Talbot,France,7gww28djs405rfga69smki84o,player,2007-09-12,Pontoise,France,7gww28djs405rfga69smki84o,2025-05-09Z,active,yes,NaN,NaN,Defender,59.0,NaN,NaN,right,NaN,NaN
7odoohwyitf9jxn83iqz7ktn8,Louis,Moussier,Louis,Moussier,Male,L. Moussier,France,7gww28djs405rfga69smki84o,player,2006-04-05,NaN,France,7gww28djs405rfga69smki84o,2024-09-11Z,active,yes,NaN,NaN,Midfielder,NaN,175.0,NaN,right,NaN,NaN
8dzj77484ksw50bmv97p6wlwp,Olivier,Lagarde,NaN,NaN,Male,O. Lagarde,France,7gww28djs405rfga69smki84o,assistant coach,NaN,NaN,France,7gww28djs405rfga69smki84o,2015-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8lpvbhknp7frkr6ylk8z7wxsk,Messy,Mubundu Manitu,Messy,Manitu,Male,M. Manitu,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,player,2006-01-05,Kinshasa,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,2024-07-01Z,active,yes,NaN,NaN,Midfielder,18.0,177.0,NaN,left,NaN,NaN
8r66a8r47loy7w44aqkz54utw,Joseph,Nduquidi Diazongua Nfingui,Joseph,Nduquidi,Male,J. Nduquidi,France,7gww28djs405rfga69smki84o,player,2004-10-31,Metz,France,7gww28djs405rfga69smki84o,2025-09-01Z,active,yes,Angola,3k53bkrjx5zsxchc6e3mcd834,Midfielder,15.0,187.0,74.0,right,2026-06-30Z,NaN
akq9hj97nxuynobvsvcvrabqh,Antoine Arthur,Léautey,Antoine,Léautey,Male,A. Léautey,France,7gww28djs405rfga69smki84o,player,1996-04-14,Versailles,France,7gww28djs405rfga69smki84o,2025-12-11Z,active,yes,NaN,NaN,Attacker,14.0,172.0,66.0,left,2026-06-30Z,NaN
as0dtrnilrm9n5qiibc462pzo,Yanis,Rafii,Yanis,Rafii,Male,Y. Rafii,France,7gww28djs405rfga69smki84o,player,2005-06-26,Reims,France,7gww28djs405rfga69smki84o,2025-02-13Z,active,yes,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Attacker,19.0,186.0,NaN,right,NaN,NaN
aw07l5d6hk6ucyazu1damahp0,Yvan,Ikia Dimi,Yvan,Ikia Dimi,Male,Y. Ikia Dimi,France,7gww28djs405rfga69smki84o,player,2004-09-26,Villeneuve-Saint-Georges,France,7gww28djs405rfga69smki84o,2025-07-01Z,active,no,Congo,1s2y6o0lwj69dj5ib5pid8f6r,Midfielder,26.0,170.0,56.0,left,2026-02-11Z,NaN
bst0ow933lxlr6ngq1nzzdk44,Peterson,Paul,Peterson,Paul,Male,P. Paul,France,7gww28djs405rfga69smki84o,player,2006-11-05,NaN,France,7gww28djs405rfga69smki84o,2025-07-01Z,active,yes,Haiti,5mp58o38d0mr5qt8g4o6l7efg,Attacker,74.0,171.0,NaN,left,NaN,NaN
bubiqvqopahio0kq32a7y2i38,Ibou,Sané,Ibou,Sané,Male,I. Sané,Senegal,6hhqyhr5cwq2pfprlazyposyk,player,2005-03-28,Diégoune,Senegal,6hhqyhr5cwq2pfprlazyposyk,2026-02-02Z,active,yes,NaN,NaN,Attacker,29.0,179.0,71.0,right,2026-06-30Z,Ibou Sané
bz1aa4f8q7oeb3ercdq21e13o,Alfoussen,Dramé,Alfoussen,Dramé,Male,A. Dramé,France,7gww28djs405rfga69smki84o,player,2006-03-07,NaN,France,7gww28djs405rfga69smki84o,2025-11-28Z,active,yes,Mali,d0v29nncgikdswlxpdq553zz,Defender,47.0,NaN,NaN,NaN,NaN,NaN
bzgbw5dozxsd28aybc9t6jgus,Daniel,Akinleye,Daniel,Akinleye,Male,D. Akinleye,France,7gww28djs405rfga69smki84o,player,2006-08-20,NaN,France,7gww28djs405rfga69smki84o,2026-01-09Z,active,yes,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,NaN,180.0,NaN,NaN,NaN,NaN
cgqunmh8aw465fna15rdve8d1,Paul Jean François,Bernardoni,Paul,Bernardoni,Male,P. Bernardoni,France,7gww28djs405rfga69smki84o,player,1997-04-18,Evry,France,7gww28djs405rfga69smki84o,2025-08-06Z,active,yes,NaN,NaN,Goalkeeper,40.0,193.0,92.0,left,NaN,NaN
cilrte00tf4ydflxa58zs2sr8,Amine Amar Omar,Chabane,Amine,Chabane,Male,A. Chabane,Morocco,2xdcc39z1k79pnjbtn9x31wdh,player,2006-08-15,Les Lilas,France,7gww28djs405rfga69smki84o,2024-05-17Z,active,yes,Algeria,1ayprcriqhb8iv10ch70clppu,Defender,39.0,183.0,80.0,right,NaN,NaN
cu2noj1tzmvl5unu2wazyiqs4,Ibrahim Cheick Junior,Fofana,Ibrahim,Fofana,Male,I. Fofana,Côte d'Ivoire,tin6kf561ywonqan0mettr98,player,2003-10-02,Divo,Côte d'Ivoire,tin6kf561ywonqan0mettr98,2022-07-01Z,active,yes,NaN,NaN,Midfielder,45.0,187.0,72.0,right,NaN,NaN
d02uxudioxez972krliidzyzt,Kylian,Kaïboué,Kylian,Kaïboué,Male,K. Kaïboué,France,7gww28djs405rfga69smki84o,player,1998-08-20,Firminy,France,7gww28djs405rfga69smki84o,2023-07-01Z,active,yes,Algeria,1ayprcriqhb8iv10ch70clppu,Defender,20.0,179.0,65.0,right,NaN,NaN
d2ozhqyr0go8wf3yfzxwqbe38,Aly,Traoré,Aly,Traore,Male,A. Traoré,France,7gww28djs405rfga69smki84o,player,2009-02-02,NaN,France,7gww28djs405rfga69smki84o,2025-10-31Z,active,yes,NaN,NaN,Attacker,23.0,NaN,NaN,NaN,NaN,NaN
d6hxqsctaye602vda5jxng6zu,Aboubacar Moustapha,Lô,Aboubacar,Lô,Male,A. Lô,Senegal,6hhqyhr5cwq2pfprlazyposyk,player,2000-01-02,Dakar,Senegal,6hhqyhr5cwq2pfprlazyposyk,2025-08-05Z,active,yes,NaN,NaN,Defender,28.0,183.0,76.0,right,NaN,NaN
dj74sk08nazmufcqkukne232s,Foly,Amegatse Ayika,Foly,Amegatse,Male,F. Amegatse,France,7gww28djs405rfga69smki84o,player,2006-09-20,NaN,France,7gww28djs405rfga69smki84o,2025-03-06Z,active,yes,Togo,3jiuckrqd0zejkm452st5dyq7,Defender,NaN,188.0,NaN,left,NaN,NaN
e7vw1y23q46yzmcq57v5ayjo4,Siaka,Bakayoko,Siaka,Bakayoko,Male,S. Bakayoko,France,7gww28djs405rfga69smki84o,player,2005-05-26,Abidjan,Côte d'Ivoire,tin6kf561ywonqan0mettr98,2023-08-01Z,active,yes,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Defender,34.0,188.0,55.0,left,NaN,NaN
ecugyt8z6gxpu3xsv81ritmok,Iliès,Abdelkrim,Iliès,Abdelkrim,Male,I. Abdelkrim,France,7gww28djs405rfga69smki84o,player,2006-12-05,Paris,France,7gww28djs405rfga69smki84o,2024-11-15Z,active,yes,Algeria,1ayprcriqhb8iv10ch70clppu,Midfielder,75.0,NaN,NaN,NaN,NaN,NaN
etnzcmyfpj385qcjt2fyhi2hg,Lou,Alexandre,Lou,Alexandre,Male,L. Alexandre,France,7gww28djs405rfga69smki84o,player,2005-12-17,NaN,France,7gww28djs405rfga69smki84o,2024-07-01Z,active,yes,NaN,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN
h5j0sa2iw35fkf83xo0b766s,Mathis,Touho,Mathis,Touho,Male,M. Touho,France,7gww28djs405rfga69smki84o,player,2004-11-24,NaN,France,7gww28djs405rfga69smki84o,2025-07-01Z,active,no,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,94.0,185.0,NaN,left,2025-12-31Z,NaN
163s8vp9sc2hqz8nas3o4dmac,Allan,Ackra,Allan,Ackra,Male,A. Ackra,France,7gww28djs405rfga69smki84o,player,2004-02-14,Paris,France,7gww28djs405rfga69smki84o,2024-07-01Z,active,yes,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,44.0,185.0,82.0,right,NaN,NaN
2mvu60a8kqdcqwcojetg97ys5,Theo,Guivarch,Theo,Guivarch,Male,T. Guivarch,France,7gww28djs405rfga69smki84o,player,1995-11-17,Lorient,France,7gww28djs405rfga69smki84o,2024-07-17Z,active,yes,NaN,NaN,Goalkeeper,30.0,195.0,89.0,right,NaN,NaN
32ehg1wm714059vyzgltxy28l,Abdoul Kader,Bamba,Abdoul Kader,Bamba,Male,K. Bamba,France,7gww28djs405rfga69smki84o,player,1994-04-25,Sarcelles,France,7gww28djs405rfga69smki84o,2025-01-20Z,active,yes,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,32.0,177.0,74.0,right,NaN,NaN
34o9pm7bfqrlfsh49vz4lfjmc,Abdellah,Baallal,Abdellah,Baallal,Male,A. Baallal,Morocco,2xdcc39z1k79pnjbtn9x31wdh,player,2004-11-07,Casablanca,Morocco,2xdcc39z1k79pnjbtn9x31wdh,2025-07-01Z,active,yes,NaN,NaN,Midfielder,2.0,NaN,NaN,right,NaN,NaN
3jk4cuj5y0wd8atd7i6zoeaui,Loïc Williams,Socka Bongué,Loïc,Socka,Male,L. Socka,France,7gww28djs405rfga69smki84o,player,1998-09-05,NaN,France,7gww28djs405rfga69smki84o,2025-07-01Z,active,no,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,94.0,193.0,95.0,right,2026-02-03Z,NaN
4f9cu6k87brnodww2l1u9rob9,Famara,Diédhiou,Famara,Diédhiou,Male,F. Diédhiou,Senegal,6hhqyhr5cwq2pfprlazyposyk,player,1992-12-15,Saint-Louis,Senegal,6hhqyhr5cwq2pfprlazyposyk,2024-09-13Z,active,yes,NaN,NaN,Attacker,18.0,192.0,80.0,right,NaN,NaN
4obcheuxcvbu6zo3fyq3b6x91,Johan,Gastien,Johan,Gastien,Male,J. Gastien,France,7gww28djs405rfga69smki84o,player,1988-01-25,Niort,France,7gww28djs405rfga69smki84o,2018-06-22Z,active,yes,NaN,NaN,Midfielder,25.0,179.0,69.0,right,NaN,NaN
4x3i34ph9f60jx25dp190p0wl,Grégory,Proment,Grégory,Proment,Male,G. Proment,France,7gww28djs405rfga69smki84o,coach,1978-12-10,Cormeilles-en-Parisis,France,7gww28djs405rfga69smki84o,2025-04-07Z,active,yes,NaN,NaN,NaN,NaN,176.0,69.0,right,NaN,NaN
4yyg20oz5bh3flvb730uco8pg,Saïdou,Sow,Saïdou,Sow,Male,S. Sow,Guinea,4i9sg55wigitrfx7290f59ceo,player,2002-07-04,Conakry,Guinea,4i9sg55wigitrfx7290f59ceo,2026-02-02Z,active,yes,France,7gww28djs405rfga69smki84o,Defender,4.0,187.0,87.0,right,2026-06-30Z,NaN
58u7xd9v9ul0l5j70hux00pp0,Yuliwes,Bellache,Yuliwes,Bellache,Male,Y. Bellache,Algeria,1ayprcriqhb8iv10ch70clppu,player,2002-09-29,Lyon,France,7gww28djs405rfga69smki84o,2025-04-10Z,active,yes,NaN,NaN,Midfielder,8.0,170.0,63.0,NaN,NaN,NaN
5o8ronmh77l8d4wihtngdxck,El Hadj Mory,Koné,El Hadj,Koné,Male,E. Koné,France,7gww28djs405rfga69smki84o,player,2006-05-04,NaN,France,7gww28djs405rfga69smki84o,2024-11-16Z,active,yes,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,38.0,174.0,NaN,right,NaN,NaN
64ilhcdmrnzuvx56n527k92hh,Sébastien,Mazeyrat,Sébastien,Mazeyrat,Male,S. Mazeyrat,France,7gww28djs405rfga69smki84o,assistant coach,1978-10-10,Riom,France,7gww28djs405rfga69smki84o,2025-09-21Z,active,yes,NaN,NaN,NaN,NaN,176.0,69.0,NaN,NaN,NaN
68myuhqknsvvf306thsv1oa38,Maïdine,Douane,Maïdine,Douane,Male,M. Douane,Algeria,1ayprcriqhb8iv10ch70clppu,player,2002-08-23,Thionville,France,7gww28djs405rfga69smki84o,2024-07-01Z,active,yes,France,7gww28djs405rfga69smki84o,Attacker,11.0,178.0,72.0,right,NaN,NaN
6d6to2z8pk2pd71gz3hl5slqs,Julien,Astic,Julien,Astic,Male,J. Astic,France,7gww28djs405rfga69smki84o,player,2005-03-20,NaN,France,7gww28djs405rfga69smki84o,2025-07-01Z,active,yes,NaN,NaN,Midfielder,13.0,NaN,NaN,NaN,NaN,NaN
6euu7oztc1jkxcgef0g75cq95,Maximiliano,Caufriez,Maximiliano,Caufriez,Male,M. Caufriez,Belgium,4wbzjcclyefma1ourvjsu4q2j,player,1997-02-16,Beveren,Belgium,4wbzjcclyefma1ourvjsu4q2j,2025-07-01Z,active,yes,NaN,NaN,Defender,5.0,189.0,81.0,right,NaN,NaN
82po88ekor7bhxfcnwmvsmdjo,Anis,Ouzenadji,Anis,Ouzenadji,Male,A. Ouzenadji,France,7gww28djs405rfga69smki84o,player,2006-11-04,NaN,France,7gww28djs405rfga69smki84o,2025-08-07Z,active,yes,NaN,NaN,Attacker,3.0,NaN,NaN,NaN,NaN,NaN
6nvfdm8etbhnez3r1msiggr9w,Ibrahim Moriba,Coulibaly,Ibrahim,Coulibaly,Male,I. Coulibaly,France,7gww28djs405rfga69smki84o,player,2005-12-07,Paris,France,7gww28djs405rfga69smki84o,2024-11-16Z,active,yes,Mali,d0v29nncgikdswlxpdq553zz,Defender,93.0,173.0,NaN,right,NaN,NaN
6p7umqi0pvhgsjxool9yrcx78,Cheick Oumar,Konaté,Cheick Oumar,Konaté,Male,C. Konaté,Mali,d0v29nncgikdswlxpdq553zz,player,2004-04-02,Bamako,Mali,d0v29nncgikdswlxpdq553zz,2023-02-10Z,active,no,NaN,NaN,Defender,15.0,173.0,66.0,right,2026-01-08Z,NaN
6q14i9c7uvo88fse414zb9gfe,Mathys,Tourraine,Mathys,Tourraine,Male,M. Tourraine,Morocco,2xdcc39z1k79pnjbtn9x31wdh,player,2001-01-14,Lyon,France,7gww28djs405rfga69smki84o,2026-01-14Z,active,yes,France,7gww28djs405rfga69smki84o,Defender,39.0,170.0,68.0,right,2026-06-30Z,NaN
756yojye1lx08kb3bcxokkqac,Matys,Donavin,Matys,Donavin,Male,M. Donavin,France,7gww28djs405rfga69smki84o,player,2006-11-22,Lyon,France,7gww28djs405rfga69smki84o,2024-08-01Z,active,yes,Guadeloupe,4u7nk4lz0pms78k7jjbjwvgce,Defender,45.0,186.0,75.0,left,NaN,NaN
75k004a2at62c3ntz77cs0ems,Mohamed-Amine,Bouchenna,Mohamed-Amine,Bouchenna,Male,M. Bouchenna,France,7gww28djs405rfga69smki84o,player,2006-06-15,NaN,France,7gww28djs405rfga69smki84o,2023-07-01Z,active,no,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,19.0,179.0,70.0,right,2025-09-05Z,NaN
7i2sz4me46ln3vgho0qijop9l,Andy Joseph,Pelmard,Andy,Pelmard,Male,A. Pelmard,Madagascar,4pidpq12frm06h0wij6mzhhdz,player,2000-03-12,Nice,France,7gww28djs405rfga69smki84o,2025-07-01Z,active,no,France,7gww28djs405rfga69smki84o,Defender,3.0,181.0,68.0,right,2025-09-08Z,NaN
9b49ygxmsd9v6uv7wbecr3hg4,Ivan Adnan Joshua,M'Bahia,Ivan,M'Bahia,Male,I. M'Bahia,Côte d'Ivoire,tin6kf561ywonqan0mettr98,player,2005-04-19,Abidjan,Côte d'Ivoire,tin6kf561ywonqan0mettr98,2024-03-30Z,active,yes,NaN,NaN,Defender,28.0,174.0,63.0,right,NaN,NaN
9fc2sivo46d1a4lkdmnvuv21g,Sumaila,Awudu Dramani,Sumaila,Awudu,Male,S. Awudu,Ghana,2q2sw72utw5gu9t5y4knckwba,player,2004-10-08,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,2023-07-01Z,active,yes,NaN,NaN,Defender,34.0,177.0,64.0,left,NaN,NaN
a3tustdda6w0vn54lujeinlec,Enzo,Cantero,Enzo,Cantero,Male,E. Cantero,France,7gww28djs405rfga69smki84o,player,2005-05-15,Sainte-Foy-lès-Lyon,France,7gww28djs405rfga69smki84o,2025-07-01Z,active,yes,Spain,49ih1pwv3ahshdf8uzrimi54c,Attacker,77.0,NaN,NaN,NaN,NaN,NaN
aldebe7qu65xgtgaoo7ho8x78,Mohamed Yaya,Guindo,Mohamed,Guindo,Male,M. Guindo,Mali,d0v29nncgikdswlxpdq553zz,player,2003-08-01,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,2026-01-19Z,active,yes,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,19.0,182.0,NaN,right,2026-06-30Z,NaN
bc9wvk43e3z7s15roxut4yhp0,Marks Zadi,Inchaud,Marks,Inchaud,Male,M. Inchaud,France,7gww28djs405rfga69smki84o,player,2002-06-03,Paris,France,7gww28djs405rfga69smki84o,2024-08-07Z,active,no,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,27.0,189.0,77.0,right,2025-08-24Z,NaN
bd4cjnn4k45ry7ci5tsaawf10,Habib Ali,Keïta,Habib,Keïta,Male,H. Keïta,Mali,d0v29nncgikdswlxpdq553zz,player,2002-02-05,Bamako,Mali,d0v29nncgikdswlxpdq553zz,2023-07-04Z,active,no,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,6.0,182.0,72.0,left,2025-09-12Z,NaN
bgnuwm6gjcy6dopdm2ge3yas4,Ilhan,Fakili,Ilhan,Fakili,Male,I. Fakili,France,7gww28djs405rfga69smki84o,player,2006-01-20,NaN,France,7gww28djs405rfga69smki84o,2024-05-03Z,active,yes,Türkiye,6kd6webenogylfgwt2aa9l6vx,Attacker,29.0,180.0,65.0,right,NaN,NaN
bk0uwug0kcpsu068w6lxkmtck,Amine,Saïd,Amine,Saïd,Male,A. Saïd,Algeria,1ayprcriqhb8iv10ch70clppu,player,2003-02-10,NaN,Algeria,1ayprcriqhb8iv10ch70clppu,2024-08-22Z,active,yes,France,7gww28djs405rfga69smki84o,Attacker,9.0,186.0,75.0,right,NaN,NaN
bqq4tqw6tp68c1fya04onf6c5,Adrien,Hunou,Adrien,Hunou,Male,A. Hunou,France,7gww28djs405rfga69smki84o,player,1994-01-19,Evry,France,7gww28djs405rfga69smki84o,2025-07-01Z,active,yes,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,23.0,179.0,66.0,right,NaN,NaN
c2wggnv99gy89ksj7djshjf85,Vital Manuel,N'Simba,Vital,N'Simba,Male,V. N'Simba,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,player,1993-07-08,Cacuaco,Angola,3k53bkrjx5zsxchc6e3mcd834,2025-10-15Z,active,yes,Angola,3k53bkrjx5zsxchc6e3mcd834,Defender,12.0,169.0,69.0,left,NaN,NaN
c9zpstta8uy4g5ojvz8krqb6c,Stan,Berkani,Stan,Berkani,Male,S. Berkani,Algeria,1ayprcriqhb8iv10ch70clppu,player,2003-08-13,Vichy,France,7gww28djs405rfga69smki84o,2025-07-01Z,active,no,France,7gww28djs405rfga69smki84o,Midfielder,24.0,178.0,NaN,right,2025-11-05Z,NaN
dac9zcryfwbq3xdik69gkpadx,Kenji-Van,Boto,Kenji-Van,Boto,Male,K. Boto,Madagascar,4pidpq12frm06h0wij6mzhhdz,player,1996-03-07,Saint-Denis,Réunion,6spv9c500ltz9ri5ssphj8fih,2025-07-07Z,active,yes,France,7gww28djs405rfga69smki84o,Defender,97.0,183.0,71.0,left,NaN,NaN
