id,firstName,lastName,shortFirstName,shortLastName,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active,knownName
bz64q1gkwqtlc749oqqqzm5wq,Matheus,Salgueiro Pains,Matheus,Salgueiro Pains,Matheus Índio,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Midfielder,player,1999-08-27,Rio de Janeiro,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,182.0,76.0,right,23.0,active,yes,Matheus Índio
c2093p6onh1ubiej4k99j94ic,Luka,Drobnjak,NaN,NaN,L. Drobnjak,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,2004-04-25,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,active,no,NaN
c99c4aealrjt3hhb8tm78wwve,Marko,Bjeković,Marko,Bjekovic,M. Bjeković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,2000-09-21,Novi Sad,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,2.0,active,yes,NaN
c9b03r84imtjhwuxzstmqvsnp,Asmir,Kajević,Asmir,Kajevic,A. Kajević,Montenegro,1411jebgwo2ja1erogsq81lg9,NaN,NaN,Midfielder,player,1990-02-15,Rožaje,Montenegro,1411jebgwo2ja1erogsq81lg9,187.0,73.0,left,16.0,active,yes,NaN
cc4tuhjgfl2q11s8720tlrjkl,Radoslav,Batak,Radoslav,Batak,R. Batak,Montenegro,1411jebgwo2ja1erogsq81lg9,NaN,NaN,NaN,coach,1977-08-15,Novi Sad,Serbia,5w4ve503bjdsshwx9ho6jxzx0,187.0,82.0,NaN,NaN,active,no,NaN
cen4ijboev18fxonhnoiyhpn8,Mihajlo,Butrakovic,NaN,NaN,M. Butrakovic,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2006-04-12,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,47.0,active,yes,NaN
cjvshdwnnx1mqa4lehttvjbo5,Vukan,Savićević,Vukan,Savicevic,V. Savićević,Montenegro,1411jebgwo2ja1erogsq81lg9,NaN,NaN,Midfielder,player,1994-01-29,Belgrade,Serbia,5w4ve503bjdsshwx9ho6jxzx0,179.0,72.0,right,26.0,active,yes,NaN
coy3xg11r57nh3r70iouo7o5w,Milan,Kovačev,Milan,Kovacev,M. Kovačev,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2005-08-10,Vrbas,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,31.0,active,yes,NaN
cuges2iczjivoms6mufuwwgr9,Božidar,Bandović,Bozidar,Bandovic,B. Bandović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,coach,1969-08-30,Nikšić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,active,yes,NaN
dfnzcdcgl25zxg2glfzh3mfvt,Nikola,Čumić,Nikola,Cumic,N. Čumić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,1998-11-20,Užice,Serbia,5w4ve503bjdsshwx9ho6jxzx0,173.0,66.0,NaN,24.0,active,no,NaN
e5ybp6sp5fx6ls34d9z067j3e,Ivan,Vukčević,Ivan,Vukcevic,I. Vukčević,Montenegro,1411jebgwo2ja1erogsq81lg9,NaN,NaN,Attacker,player,2001-12-04,NaN,Montenegro,1411jebgwo2ja1erogsq81lg9,NaN,NaN,NaN,99.0,active,yes,NaN
ebrypatsa4d5pbnpwcgiofnro,Petar,Sukacev,NaN,NaN,P. Sukacev,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Switzerland,3bh70jgvc5mn58x0byjkuda17,Attacker,player,2005-08-28,Kilchberg,Switzerland,3bh70jgvc5mn58x0byjkuda17,NaN,NaN,NaN,27.0,active,yes,NaN
yxriuh8decr39mzegj2tiitx,Radomir,Milosavljević,Radomir,Milosavljevic,R. Milosavljević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,1992-07-28,Ćuprija,Serbia,5w4ve503bjdsshwx9ho6jxzx0,183.0,73.0,both,7.0,active,no,NaN
17zcph3xmk6rhrzepsl2bmk4q,Andrija,Katić,Andrija,Katic,A. Katić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Goalkeeper,player,2002-02-17,Kruševac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,195.0,83.0,NaN,19.0,active,yes,NaN
1hqq9g0dy2n3plpvzvdvb20ic,Marko,Gudžulić,NaN,NaN,M. Gudžulić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Goalkeeper,player,2002-07-05,Kruševac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,right,88.0,active,yes,NaN
1kz3t51yrjorvxfm9ht7e34a2,Nikola,Savić,Nikola,Savic,N. Savić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,2001-02-12,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,1.0,active,yes,NaN
21kv8af1tcs5clq3r5y5q5edw,Filip,Jorgovanović,NaN,NaN,F. Jorgovanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2005-09-14,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,26.0,active,yes,NaN
31leidna24xmzhds7ycmkndyi,Vladan,Đekić,Vladan,Dekic,V. Đekić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Goalkeeper,player,1999-08-10,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,191.0,NaN,right,1.0,active,no,NaN
393m2pkn230v4049m3k30m9lg,Nikola,Skrobonja,NaN,NaN,N. Skrobonja,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2005-08-16,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,51.0,active,yes,NaN
3dzbfkmq3e4684x0pizc1zwx6,Mihajlo,Trajković,NaN,NaN,M. Trajković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,assistant coach,1987-12-10,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,active,yes,NaN
4f7bxpg1ptgtyn53i1bet53is,Vukašin,Pavlović,NaN,NaN,V. Pavlović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,2005-05-21,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,32.0,active,yes,NaN
4jh9isd0liy8m1epyr8wonnxl,Mihajlo,Nešković,NaN,NaN,M. Nešković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2000-02-09,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,177.0,60.0,right,77.0,active,yes,NaN
4oi7t62g5b8a6yyw72auwsis4,Vukašin,Đurđević,NaN,NaN,V. Đurđević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,2004-01-24,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,44.0,active,yes,NaN
593lnn803v6oi4ftqr6gn1b84,Andrija,Dimeski,NaN,NaN,A. Dimeski,Serbia,5w4ve503bjdsshwx9ho6jxzx0,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Defender,player,2005-02-05,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,184.0,NaN,right,NaN,active,yes,NaN
5fmbgbuw2j2onvumz5wed79t6,Matija,Mitrović,Matija,Mitrovic,M. Mitrović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2004-12-12,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,16.0,active,yes,NaN
5sobeblelb6fl7aafw833iwwk,Nikola,Zečević,Nikola,Zecevic,N. Zečević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,2004-06-16,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,192.0,78.0,right,18.0,active,no,NaN
6dn08w1t5ihd1mpq0fbeaz85w,Mateja,Đorđević,Mateja,Dordevic,M. Đorđević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,2003-01-17,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,20.0,active,no,NaN
7ayq5vzrjjm5yl9amc8zcpffu,Aleksa,Matić,Aleksa,Matic,A. Matić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2002-09-20,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,181.0,70.0,NaN,6.0,active,yes,NaN
7jn5h7jsuo99i3pvnodqhhpuc,Stefan,Pirgić,NaN,NaN,S. Pirgić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2003-02-09,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,17.0,active,yes,NaN
7mqvbaohur4oafcpah4kv8dn8,Sergej,Bjelica,NaN,NaN,S. Bjelica,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,Goalkeeper,player,2004-03-27,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,NaN,22.0,active,no,NaN
84m2vtqrfx9365qjzjwyvjb4k,Danilo,Teodorović,NaN,NaN,D. Teodorović,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,Attacker,player,2002-05-21,Banja Luka,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,NaN,9.0,active,yes,NaN
84n0fvsv064rqy5h6qynkdj6y,Aleksandar,Lukić,Aleksandar,Lukic,A. Lukić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,2002-02-27,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,5.0,active,yes,NaN
8dqi7xzfadwuwv9eew77zc4tm,Vladimir,Miletić,Vladimir,Miletic,V. Miletić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2003-03-05,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,24.0,active,yes,NaN
8f77gv4g044lpkgpik6pfrqlm,Nikša,Vujanović,NaN,NaN,N. Vujanović,Montenegro,1411jebgwo2ja1erogsq81lg9,NaN,NaN,Midfielder,player,2001-03-03,NaN,Montenegro,1411jebgwo2ja1erogsq81lg9,NaN,NaN,NaN,11.0,active,yes,NaN
8pfmcb97w9aydv7plqk27myac,Luka,Nedović,NaN,NaN,L. Nedović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2005-12-14,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,191.0,NaN,left,NaN,active,yes,NaN
8xh0es03nyvcdw0l30eh0qp78,Mihajlo,Dragićević,NaN,NaN,M. Dragićević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,2005-11-09,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,42.0,active,yes,NaN
8yvxvgfv6q6fwxzf3ue7oqfpw,Milan,Kolarevic,NaN,NaN,M. Kolarevic,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2004-04-07,Užice,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,7.0,active,yes,NaN
9g7vkxub5m5xvid6grg0t13pw,Sampson Ontedikachi,Agoha,NaN,NaN,S. Agoha,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,2002-05-11,Owerri,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,NaN,active,no,NaN
9iyevv7u7k8vrxl2temjch3x0,Dušan,Begović,NaN,NaN,D. Begović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Goalkeeper,player,2006-02-08,Ruma,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,76.0,active,yes,NaN
9mp1ufz8l1ganzv5sk5rg055g,Kelvin,Obude Agho,Kelvin,Agho,K. Agho,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Defender,player,2004-09-01,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,NaN,active,yes,NaN
9t0srv0104ihtk0ygtvsecf84,Isaac Kwabena,Arthur,NaN,NaN,I. Arthur,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Midfielder,player,2005-08-10,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,NaN,NaN,active,yes,NaN
a1nh7uovqmt2ynctjdo3lxa3u,Filip,Antonijević,Filip,Antonijevic,F. Antonijević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,2000-07-24,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,27.0,active,yes,NaN
a2qu883mibccm3ap7z9lvhai2,Borisav,Burmaz,Borisav,Burmaz,B. Burmaz,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2001-04-21,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,72.0,active,no,NaN
a4q9yjgjjcjq0qxqmg2nmijf9,Junior,Flemmings,Junior,Flemmings,J. Flemmings,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,NaN,NaN,Attacker,player,1996-01-16,Kingston,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,180.0,77.0,right,14.0,active,yes,NaN
a4v31d5mhhnectmowox2r21as,Lazar,Đurić,NaN,NaN,L. Đurić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2005-01-08,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,29.0,active,yes,NaN
afkoff28b47gw6niw07g8ii8l,Bogdan,Vaštšuk,Bogdan,Vastsuk,B. Vaštšuk,Estonia,64smib5liu1qh78iaylufxj99,NaN,NaN,Midfielder,player,1995-10-04,Tallinn,Estonia,64smib5liu1qh78iaylufxj99,185.0,NaN,right,10.0,active,no,NaN
aks9o5djzn28id11oxqj4a4no,Filip,Damjanović,Filip,Damjanovic,F. Damjanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,1998-07-02,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,3.0,active,no,NaN
aw1axrpxa0bad2mheke63i7oq,Andrej,Blagojević,NaN,NaN,A. Blagojević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2002-01-16,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,24.0,active,no,NaN
bffzlzfyqkqpzqgo8nsjnk9yi,Vladan Valda,Novevski,NaN,NaN,V. Novevski,North Macedonia,1lesyxylc5eza0a4z87t9azcc,NaN,NaN,Midfielder,player,2002-05-13,NaN,North Macedonia,1lesyxylc5eza0a4z87t9azcc,NaN,NaN,NaN,7.0,active,no,NaN
bnflngzmao61709snzl83rdyi,Dragan,Stoisavljević,NaN,NaN,D. Stoisavljević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2003-11-25,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,23.0,active,no,NaN
bnk9qcnik9l9muhbef5fa9kic,Bogdan,Petrovic,NaN,NaN,B. Petrovic,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2004-12-07,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,182.0,NaN,NaN,30.0,active,yes,NaN
bysqczy4zo4a2tpvwdo6yuc16,Bogdan,Jočić,Bogdan,Jocic,B. Jočić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2001-01-11,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,184.0,NaN,both,8.0,active,no,NaN
cie0jcq2y8x35nfnkzmlk52xg,Mateja,Bubanj,Mateja,Bubanj,M. Bubanj,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2005-01-03,Niš,Serbia,5w4ve503bjdsshwx9ho6jxzx0,184.0,NaN,right,23.0,active,yes,NaN
cjb5uvwxbn78ww4hsygb6iwb8,Miljan,Krpić,Miljan,Krpic,M. Krpić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2003-07-03,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,20.0,active,yes,NaN
cqw4dp4laid4xd6j7loicfjkl,Nikola,Mitić,NaN,NaN,N. Mitić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,coach,1991-04-29,Vranje,Serbia,5w4ve503bjdsshwx9ho6jxzx0,188.0,79.0,NaN,NaN,active,no,NaN
cweji9zppseyjpat0w5vd4t90,Andrija,Lazarević,NaN,NaN,A. Lazarević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2004-04-03,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,right,28.0,active,yes,NaN
cx7vlvy3bvbumnvto889l7m51,Marko,Savić,NaN,NaN,M. Savić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,coach,1984-07-19,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,active,no,NaN
d1hmp1uy22gnh3nbzbn5v85ih,Predrag,Medić,NaN,NaN,P. Medić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,1998-05-21,Bačka Topola,Serbia,5w4ve503bjdsshwx9ho6jxzx0,182.0,74.0,NaN,17.0,active,no,NaN
dc8ijwgfbwjg7y85l94tbjcpg,Novak,Tepšić,NaN,NaN,N. Tepšić,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,Defender,player,2002-03-16,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,185.0,75.0,right,97.0,active,yes,NaN
ddtxwpsqzbsycu2vdfxa5aeqc,Vuk,Bogdanović,Vuk,Bogdanovic,V. Bogdanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,2002-04-03,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,35.0,active,no,NaN
dihjiv31jec0pntx6dpkrihw4,Luka,Vidić,NaN,NaN,L. Vidić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2006-12-24,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,15.0,active,yes,NaN
e8502uff170w8bv460jf5x6y2,Nikola,Đuričić,NaN,NaN,N. Đuričić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,1999-12-12,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,180.0,NaN,NaN,33.0,active,yes,NaN
ehbti3c5cqzm2cgpdxt36un3e,Rodrigo Gary,Vilca Betetta,Rodrigo,Vilca,R. Vilca,Peru,2uib9hdovpcye4re2l3omr4dl,NaN,NaN,Midfielder,player,1999-03-12,Callao,Peru,2uib9hdovpcye4re2l3omr4dl,175.0,70.0,right,25.0,active,yes,NaN
iax337lluzn7aprfcrzm9b3e,Ilija,Babić,Ilija,Babic,I. Babić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2002-08-03,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,71.0,active,no,NaN
lpnzmq08vt2qscunm9xagyui,Lazar,Kojić,Lazar,Kojic,L. Kojić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,1999-12-11,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,4.0,active,yes,NaN
y7hh949i5xmq2alxiayf7ckq,Lazar,Pavlović,Lazar,Pavlovic,L. Pavlović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2001-11-02,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,10.0,active,yes,NaN
10liwah6v3x6og1vp3jgwu590,Ji-Un,Yoo,Ji-Un,Yoo,Yoo Ji-Un,Korea Republic,4vzpxtqkiwx0puygnmayr74di,NaN,NaN,Defender,player,2004-07-22,NaN,Korea Republic,4vzpxtqkiwx0puygnmayr74di,172.0,68.0,NaN,13.0,active,yes,Yoo Ji-Un
1f1k7m3jqf0kxqoy216bc97h0,Matija,Stojanović,Matija,Stojanovic,M. Stojanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2005-11-24,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,178.0,73.0,right,NaN,active,yes,NaN
1mtnt7pf3abcbglfqkxx3uml1,Luka,Stojanović,Luka,Stojanovic,L. Stojanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,1994-01-04,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,187.0,83.0,right,8.0,active,yes,NaN
1ufi8zv0ot0jkt4f5hpuj5hw5,Nemanja,Belić,Nemanja,Belic,N. Belić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Goalkeeper,player,1987-04-24,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,188.0,87.0,right,1.0,active,yes,NaN
1wkcr4473tca3yl1suywrwyne,Sambou,Sissoko,Sambou,Sissoko,S. Sissoko,Mali,d0v29nncgikdswlxpdq553zz,NaN,NaN,Midfielder,player,2000-06-29,NaN,Mali,d0v29nncgikdswlxpdq553zz,181.0,74.0,right,14.0,active,yes,NaN
218884p8ddlc9dwk2wah482dw,Mihajlo,Cvetković,Mihajlo,Cvetkovic,M. Cvetković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2007-01-10,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,91.0,active,yes,NaN
21xo32s6twsqs2ysnwf8v7hsl,Vukašin,Jovanović,Vukasin,Jovanovic,V. Jovanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,1996-05-17,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,189.0,88.0,right,18.0,active,yes,NaN
2bxgmxcs4vi15n9pkx80tj8x5,Guzmán,Corujo Bríccola,Guzmán,Corujo,G. Corujo,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,NaN,NaN,Defender,player,1996-08-02,Rodríguez,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,189.0,85.0,right,44.0,active,yes,NaN
2c9u00ltz3m7e6xj10u2mgpud,Gordan,Petrić,Gordan,Petric,G. Petrić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,coach,1969-07-30,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,active,no,NaN
2gek7fszetduo4r1ack7pmx3o,Stefan,Mitrović,Stefan,Mitrovic,S. Mitrović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2006-04-28,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,80.0,active,yes,NaN
2rrvmbqz8849p8tym2wmy5c0k,Uroš,Miladinović,Uros,Miladinovic,U. Miladinović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2004-06-16,Kruševac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,90.0,active,yes,NaN
2xnchtiqivtpgvw4mnwazf2dx,Marko,Docić,Marko,Docic,M. Docić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,1993-04-21,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,177.0,66.0,left,5.0,active,yes,NaN
304z9apjuxojqig41wgdq4cgk,Stefan,Tomović,Stefan,Tomovic,S. Tomović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2001-10-14,Kruševac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,183.0,75.0,right,7.0,active,no,NaN
3ufnrbai0xmk0808qazjx8tlh,Samuel Kwame,Owusu,Samuel,Owusu,S. Owusu,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Attacker,player,1996-03-28,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,168.0,65.0,left,55.0,active,no,NaN
46qc1sxwpfins1g418vwa9wd0,Mihajlo,Spasojević,Mihajlo,Spasojevic,M. Spasojević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2004-02-15,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,181.0,NaN,right,28.0,active,no,NaN
4br6dcczw5ud0vmnb7uuin1pm,Uroš,Drezgić,Uros,Drezgic,U. Drezgić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,2002-10-04,Šabac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,187.0,81.0,right,26.0,active,no,NaN
4uq36fy3xzfnstkq1sp7sqqjt,Luka,Adžić,Luka,Adzic,L. Adžić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,1998-09-17,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,184.0,74.0,left,11.0,active,yes,NaN
57xh6w1j0446ks4cpem2co5at,Miladin,Stevanović,Miladin,Stevanovic,M. Stevanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,1996-02-11,Bijeljina,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,180.0,80.0,right,6.0,active,yes,NaN
5e9kx9gzhreyzo1sxjgq0v4ve,Sunday,Adetunji,Sunday,Adetunji,S. Adetunji,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,1997-12-10,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,191.0,85.0,NaN,9.0,active,no,NaN
5gdmo9ls5lw6ji7auia0oahux,Đorđe,Ivanović,Djordje,Ivanovic,Đ. Ivanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,1995-11-20,Vukovar,Croatia,37hlakrwxyuzovaeoo4sezusp,177.0,77.0,right,10.0,active,yes,NaN
5lj4hrnh4yi207jm8f5unxx3p,Nenad,Filipović,Nenad,Filipovic,N. Filipović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Goalkeeper,player,1987-04-24,Užice,Serbia,5w4ve503bjdsshwx9ho6jxzx0,191.0,90.0,NaN,24.0,active,yes,NaN
