id,firstName,lastName,shortFirstName,shortLastName,gender,knownName,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,shirtNumber,startDate,status,active,foot,height,weight,placeOfBirth,endDate,secondNationality,secondNationalityId
4d8ioqs9dsi6mozeolmsgwil0,Hlynur Örn,Andrason,Hlynur,Andrason,Male,NaN,H. Andrason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2006-09-15,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,32.0,2024-09-20Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4viy0nok44vpnqvzrivuf22y2,Kyle Douglas,McLagan,Kyle,McLagan,Male,NaN,K. McLagan,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1995-10-14,USA,7hr2f89v44y65dyu9k92vprwn,5.0,2024-02-01Z,active,yes,NaN,183.0,NaN,NaN,NaN,NaN,NaN
5u6mc85m9e57oe6v4eb30t0yc,Þórhallur,Víkingsson,NaN,NaN,Male,NaN,Þ. Víkingsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,1968-05-07,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2022-04-24Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6t15ah5yehchej4hnuhhwh0ix,Aðalsteinn,Aðalsteinsson,NaN,NaN,Male,NaN,A. Aðalsteinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,1962-04-25,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2019-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6vzkxsust3h28ffsoarzhvg89,Frederico,Bello Saraiva,Frederico,Bello Saraiva,Male,Fred Saraiva,Fred Saraiva,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,1996-08-15,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,10.0,2018-03-13Z,active,yes,right,172.0,67.0,Rio Grande,NaN,Portugal,1nbm5i9a0403zzvltn17lxinc
7maoxa883kp9kcks5l5133xsl,Adam Örn,Arnarson,Adam,Arnarson,Male,NaN,A. Arnarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1995-08-27,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,17.0,2023-02-03Z,active,no,right,180.0,73.0,Akureyri,2025-06-30Z,NaN,NaN
7n8cr6jnb2qpyyszecoun9990,Jakob Karl,Byström,Jakob,Byström,Male,NaN,J. Byström,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2005-02-11,Sweden,1z6l2c33w2kyz9rdefs1d68nb,15.0,2025-02-15Z,active,yes,NaN,192.0,NaN,NaN,NaN,NaN,NaN
7tfg8cc5f727d1znzssm2t7f9,Guðmundur,Magnússon,Gudmundur,Magnússon,Male,NaN,G. Magnússon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,1991-06-10,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,7.0,2021-04-23Z,active,no,NaN,NaN,NaN,NaN,2025-08-13Z,NaN,NaN
7wskswq0tx48swdk0z6t4zw9g,Anton Ari,Bjarkason,Anton,Bjarkason,Male,NaN,A. Bjarkason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2004-04-08,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,18.0,2023-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8h54abpqp9ps4r6h0srvs0v84,Elmar Daði,Daði Davíðsson,Elmar,Davídsson,Male,NaN,E. Davíðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,38.0,2025-04-18Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8yfp4gpkk48ipospi5dry5dnu,Israel,García Moreno,Israel,García,Male,NaN,Israel García,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,1998-04-30,Spain,49ih1pwv3ahshdf8uzrimi54c,16.0,2025-01-24Z,active,yes,right,184.0,NaN,Sant Cugat del Valles,NaN,NaN,NaN
9li1b9tnewbe7273bdb8a90r8,Þengill,Orrason,Thengill,Orrason,Male,NaN,Þ. Orrason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2005-09-09,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,31.0,2023-01-01Z,active,no,right,176.0,NaN,NaN,2025-04-30Z,NaN,NaN
9s8mcj280ag3k0wh1tg9e2gkq,Magnús Ingi,Þórðarson,Magnús,Thórdarson,Male,NaN,M. Þórðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,1999-11-22,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,11.0,2021-10-16Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9shfh4hwnfdny8d38jj7x3j6x,Aron Kári,Aðalsteinsson,Aron,Adalsteinsson,Male,Aron Adalsteinsson,A. Aðalsteinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1999-07-09,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,14.0,2022-04-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a1q3qx9smyrvy53n8e30wcr85,Rúnar,Kristinsson,Rúnar,Kristinsson,Male,NaN,R. Kristinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,1969-09-05,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2024-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ahd13cmryzpkr2a447osizhn8,Freyr,Sigurðsson,Freyr,Sigurdsson,Male,Freyr Sigurdsson,F. Sigurðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2005-12-28,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,25.0,2024-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b2lzk8gda6ld78j210umtasph,Ólafur,Íshólm Ólafsson,Ólafur,Ólafsson,Male,NaN,Ó. Ólafsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,1995-05-08,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,1.0,2020-02-22Z,active,no,NaN,NaN,NaN,NaN,2025-04-28Z,NaN,NaN
b6i17jnpkow5bcssdxdnxpbai,Már,Ægisson,Már,Ægisson,Male,NaN,M. Ægisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2000-01-11,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,23.0,2018-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bolhq239atugpjpes5oijvnys,Þorri Stefán,Þorbjörnsson,Thorri,Thorbjörnsson,Male,NaN,Þ. Þorbjörnsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2006-08-04,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,3.0,2024-02-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c5cp8m7dagu09rr6vgwnp4tsl,Kennie,Knak Chopart,Kennie,Chopart,Male,NaN,K. Chopart,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1990-06-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,19.0,2024-02-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dk0qdrgpa56hh0eaxszfniz9w,Þorsteinn Örn,Kjartansson,Thorsteinn,Kjartansson,Male,NaN,Þ. Kjartansson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,2006-09-13,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,36.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
e72dw2frpobgcpq2bua12qi8l,Kristófer,Konráðsson,Kristófer,Konrádsson,Male,NaN,K. Konráðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1998-03-31,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,30.0,2025-02-05Z,active,yes,NaN,175.0,NaN,NaN,NaN,NaN,NaN
eddo52quepepxa37h2l3ny8h6,Róbert,Hauksson,Róbert,Hauksson,Male,NaN,R. Hauksson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2001-10-01,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,9.0,2025-02-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
edfsc7q83gpy1y9w3apjvwjbp,Simon Hjalmar Friedel,Tibbling,Simon,Tibbling,Male,NaN,S. Tibbling,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1994-09-07,Sweden,1z6l2c33w2kyz9rdefs1d68nb,12.0,2025-03-20Z,active,yes,right,175.0,74.0,Stockholm,NaN,NaN,NaN
een87rf08lhn9wmtojitp3ndg,Kajus,Pauzuolis,Kajus,Pauzuolis,Male,NaN,K. Pauzuolis,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,33.0,2025-04-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
emvch5bi808s5y92rb740xmnd,Vuk Oskar,Dimitrijevic,Vuk,Dimitrijevic,Male,NaN,V. Dimitrijevic,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2001-02-28,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,29.0,2025-02-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ep3hf2ww6epapo978sbn665be,Viktor Freyr,Sigurðsson,Viktor,Sigurdsson,Male,Viktor Sigurdsson,V. Sigurðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,2000-07-10,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,22.0,2025-02-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
w28d5hfi86ynsg35024ssnah,Alex Freyr,Elísson,Alex,Elísson,Male,NaN,A. Elísson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1997-10-09,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,71.0,2024-03-18Z,active,yes,right,NaN,NaN,NaN,NaN,NaN,NaN
1xjbm20gyit9ncx7pgyte9x7u,Kristoffer,Grauberg Lepik,Kristoffer,Grauberg,Male,NaN,K. Grauberg Lepik,Estonia,64smib5liu1qh78iaylufxj99,Attacker,player,2001-02-19,Sweden,1z6l2c33w2kyz9rdefs1d68nb,29.0,2025-02-27Z,active,no,NaN,197.0,NaN,Stockholm,2025-07-22Z,Sweden,1z6l2c33w2kyz9rdefs1d68nb
25uk6f92cspte2gz542tll1p1,Pétur,Bjarnason,Pétur,Bjarnason,Male,Pétur Bjarnason,P. Bjarnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,1997-01-25,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2025-08-13Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2xbhjoyw5jn93ah6uywcs2ns9,Sergine Modou,Fall,Sergine,Fall,Male,NaN,S. Fall,Senegal,6hhqyhr5cwq2pfprlazyposyk,Midfielder,player,1993-11-12,Senegal,6hhqyhr5cwq2pfprlazyposyk,77.0,2020-02-26Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3v860ugnls6i41g106ckqydw5,Morten,Ohlsen Hansen,Morten,Hansen,Male,NaN,M. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1993-09-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2.0,2023-03-02Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5j331zaswfvyw92jm5h94328k,Albert Ingi,Jóhannsson,Albert,Jóhannsson,Male,NaN,A. Jóhannsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2009-06-23,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,13.0,2024-10-04Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5m8hupo97b8ivix12uxouyyg9,Gustav,Kjeldsen,Gustav,Kjeldsen,Male,NaN,G. Kjeldsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1999-07-03,Denmark,5adf60vwiw2f2mibyq1k4ex7i,40.0,2023-03-04Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5vu2aexprkvmve8bp67voi3h0,Benedikt Jóhann,Snædal,Benedikt Jóhann,Snaedal,Male,NaN,B. Snædal,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,2006-07-21,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,33.0,2024-03-12Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6ugqeu9e26njijslbyxgeh2qc,Emil Leó,Jónþórsson,Emil Leó,Jónthórsson,Male,NaN,E. Jónþórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2009-02-05,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,21.0,2025-04-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6ysbvl2yr2rd6ekkzwtay611x,Eiður Aron,Sigurbjörnsson,Eidur,Sigurbjörnsson,Male,NaN,E. Sigurbjörnsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1990-02-26,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,32.0,2024-03-25Z,active,yes,right,187.0,NaN,Vestmannaeyjar,NaN,NaN,NaN
7165hb1x2ygl2j5weox7hy6i2,Jeppe,Pedersen,Jeppe,Pedersen,Male,NaN,J. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-03-03,Denmark,5adf60vwiw2f2mibyq1k4ex7i,28.0,2024-08-10Z,active,yes,right,180.0,72.0,Hirtshals,NaN,NaN,NaN
8p1mo7v6brshrnrv6bunxhs7o,Emmanuel,Agyemang Duah,Emmanuel,Duah,Male,NaN,E. Duah,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2003-01-13,Ghana,2q2sw72utw5gu9t5y4knckwba,19.0,2025-02-07Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9hufbc18q36y9z42mz3a9qd5g,Daði,Berg Jónsson,Dadi,Jónsson,Male,Dadi Jónsson,D. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2006-06-11,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,8.0,2025-02-28Z,active,no,left,183.0,NaN,NaN,2025-07-19Z,NaN,NaN
9ns0pt60vs9qk56qvqpmi33zd,Benjamin,Tonnesen Schubert,Benjamin,Schubert,Male,NaN,B. Schubert,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1996-09-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,1.0,2024-08-07Z,active,yes,right,184.0,NaN,NaN,NaN,NaN,NaN
9zh0c3ovxcpcyr16s82xlyaxh,Silas Dylan,Songani,Silas,Songani,Male,NaN,S. Songani,Zimbabwe,6pqqn8s3pvbryohnkxd4ch4kn,Attacker,player,1989-06-28,Zimbabwe,6pqqn8s3pvbryohnkxd4ch4kn,23.0,2022-02-21Z,active,yes,right,170.0,64.0,Harare,NaN,NaN,NaN
akub2tey4jxw4x9nr89jylzpw,Guðmundur Páll,Einarsson,Gudmundur Páll,Einarsson,Male,NaN,G. Einarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2005-01-16,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,17.0,2025-02-07Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bcs9mzz2nkv71nkgt01s3c76y,Fatai,Adebowale Gbadamosi,Fatai,Gbadamosi,Male,NaN,F. Gbadamosi,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,1998-11-11,Nigeria,63pvdwrsiq5b07mzi8igqei9p,4.0,2023-02-21Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bl86l1x3r0kgvwjowqpazfv2s,Marinó Steinar,Hagbarðsson,Marinó Steinar,Hagbardsson,Male,NaN,M. Hagbarðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2009-12-27,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,18.0,2025-04-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bou5dsz3pyym640uzpm17qjxm,Birkir,Eydal,Birkir,Eydal,Male,NaN,B. Eydal,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2000-06-03,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,14.0,2025-02-08Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bv0i0qpjcqls1ilr0ie56aled,Daniel,Osafo-Badu,Daniel,Osafo-Badu,Male,NaN,D. Osafo-Badu,England,1fk5l4hkqk12i7zske6mcqju6,NaN,assistant coach,1987-01-12,England,1fk5l4hkqk12i7zske6mcqju6,NaN,2024-06-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba
c4kaak2obhba287su1daraggl,Diego Nicolas,Montiel,Diego,Montiel,Male,NaN,D. Montiel,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,1995-04-26,Sweden,1z6l2c33w2kyz9rdefs1d68nb,10.0,2025-02-06Z,active,yes,right,180.0,75.0,NaN,NaN,Uruguay,286fwlvd6dzntv6ewv3cyvb0p
cdpk4oj8eo6g9b5kcfsojxt5h,Elmar Atli,Garðarsson,Elmar,Gardarsson,Male,NaN,E. Garðarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1997-03-08,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,22.0,2019-04-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cgtiys9a71wdpto6tfsg9efvt,Arnór Borg,Guðjohnsen,Arnór,Gudjohnsen,Male,NaN,A. Guðjohnsen,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2000-09-16,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,11.0,2025-04-30Z,active,yes,NaN,NaN,NaN,NaN,2025-12-31Z,NaN,NaN
cnib1yhnekquzxonyq2c41hw5,Vladimir,Tufegdžić,Vladimir,Tufegdzic,Male,NaN,V. Tufegdžić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,1991-06-12,Serbia,5w4ve503bjdsshwx9ho6jxzx0,7.0,2020-02-21Z,active,yes,NaN,NaN,NaN,Kraljevo,NaN,NaN,NaN
cqyn5wn9q9xfy58a5o9odzsa,Guðmundur Arnar,Svavarsson,Gudmundur,Svavarsson,Male,NaN,G. Svavarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2002-10-28,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,15.0,2021-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
crdcn1pqzctrppzhbh7qcyo2y,Gunnar Jónas,Hauksson,Gunnar,Hauksson,Male,NaN,G. Hauksson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1999-07-08,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,6.0,2024-03-12Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dbp5iiecbf26o1tbp276umd7u,Davíð Smári,Lamude,Davíd,Lamude,Male,NaN,D. Lamude,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,1984-04-01,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dpdltc5c29ijq3riz8iz1ao7o,Óskar Ingimar,Ómarsson,Óskar Ingimar,Ómarsson,Male,NaN,Ó. Ómarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2008-01-26,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,20.0,2025-04-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dxnjcku8xnrbu6j68dlf7ipjp,Thibang Sindile,Theophilus Phete,Thibang,Phete,Male,NaN,T. Phete,South Africa,1kiwby3xmt97m3ejw76qs4i6k,Midfielder,player,1994-04-04,South Africa,1kiwby3xmt97m3ejw76qs4i6k,5.0,2025-03-17Z,active,yes,right,186.0,78.0,Northern Cape,NaN,NaN,NaN
ek6hjim80fw059a7u0buqpw4p,Ágúst Eðvald,Hlynsson,Ágúst,Hlynsson,Male,NaN,Á. Hlynsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2000-03-28,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2025-07-25Z,active,yes,right,NaN,NaN,NaN,NaN,NaN,NaN
eqrymyds4rbsioa4vf7nctt61,Guy Martin,Smit,Guy,Smit,Male,NaN,G. Smit,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,1996-01-19,Netherlands,6hzi5pltnz67q4la8yli9qfv6,12.0,2025-02-07Z,active,yes,NaN,NaN,NaN,Nijmegen,NaN,NaN,NaN
ho67w2qq5s94d65ww3kji0ic,Abdourahmane,Diagne,Abdourahmane,Diagne,Male,NaN,A. Diagne,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,16.0,2025-04-29Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
leanv6m97ukx12n5aggvndud,Anton Sebastian,Kralj,Anton,Kralj,Male,NaN,A. Kralj,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1998-03-12,Sweden,1z6l2c33w2kyz9rdefs1d68nb,3.0,2025-02-16Z,active,yes,left,165.0,59.0,NaN,NaN,NaN,NaN
m4i2bmxp0ykvkobfzvfiy3md,Vladan,Đogatović,Vladan,Djogatovic,Male,NaN,V. Đogatović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,1984-11-03,Serbia,5w4ve503bjdsshwx9ho6jxzx0,12.0,2024-02-12Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rbk7g9mpasw3edltliscyzv8,Johannes Daniel Erik,Selvén,Johannes,Selvén,Male,NaN,J. Selvén,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2003-07-26,Sweden,1z6l2c33w2kyz9rdefs1d68nb,29.0,2025-07-31Z,active,yes,left,170.0,64.0,NaN,NaN,Philippines,2bn52u7dpgfatwqumx224cczx
1dlx1f8v5ais84i3i6hru31lh,Hallgrímur,Jónasson,Hallgrímur,Jónasson,Male,NaN,H. Jónasson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,1986-05-04,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2022-11-01Z,active,yes,right,184.0,80.0,Húsavík,NaN,NaN,NaN
1v1v7z7ej6broznjp1anupp90,Steingrímur,Örn Eiðsson,Steingrímur,Örn Eidsson,Male,NaN,S. Örn Eiðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,1972-08-06,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2022-10-13Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2fes9y2veaugv2v8eue9okf84,Valdimar Logi,Sævarsson,Valdimar,Sævarsson,Male,NaN,V. Sævarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2006-03-12,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,44.0,2022-05-25Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
381vrdne8tq32r6gu1hc5dp05,Steinþór Már,Auðunsson,Steinthór,Audunsson,Male,NaN,S. Auðunsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,1990-02-23,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,13.0,2021-02-18Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
385vnfpb2tpg3rd6yb4v0cout,Andri Fannar,Stefánsson,Andri,Stefánsson,Male,NaN,A. Stefánsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1991-04-22,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,14.0,2019-02-21Z,active,yes,right,176.0,NaN,NaN,NaN,NaN,NaN
49fkjnnyovc8604ticnzisxec,Snorri,Kristinsson,Snorri,Kristinsson,Male,NaN,S. Kristinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2009-03-06,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,80.0,2024-06-12Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4ilvnv8fsq1smurtjl81od7th,Jonathan,Ayola Ursin Rasheed,Jonathan,Rasheed,Male,NaN,J. Rasheed,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,1991-11-21,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,2025-02-11Z,active,yes,right,191.0,88.0,Göteborg,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb
4nrw2ukm5nf6n6a16qdlrb5rd,Ívar Örn,Árnason,Ívar,Árnason,Male,Ívar Árnason,Í. Árnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1996-04-12,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,5.0,2019-07-18Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53mxiv5qhs18va0u1kkdnvxg4,Máni,Dalstein Ingimarsson,Máni,Ingimarsson,Male,NaN,M. Ingimarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2006-10-09,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2024-08-14Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5733iw16239m83syv5dm8huj9,Marcel,Ibsen Rømer,Marcel,Rømer,Male,NaN,M. Rømer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1991-08-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,8.0,2025-04-14Z,active,yes,right,181.0,80.0,Køge,NaN,NaN,NaN
5htxts9xs8fxaz78eb1er4edx,Jóan Símun,Edmundsson,Jóan,Edmundsson,Male,Jóan Edmundsson,J. Edmundsson,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Midfielder,player,1991-07-26,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,7.0,2025-02-25Z,active,yes,left,185.0,83.0,Toftir,NaN,NaN,NaN
5lj21je19e3js9idy6mv35tzo,Dagbjartur Búi,Davíðsson,Dagbjartur,Davídsson,Male,NaN,D. Davíðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2006-05-28,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,88.0,2024-08-10Z,active,no,NaN,NaN,NaN,NaN,2025-07-17Z,NaN,NaN
6jli5yigbuue1iuzbpmqpm19l,Hans Viktor,Guðmundsson,Hans,Gudmundsson,Male,NaN,H. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1996-09-09,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,28.0,2024-02-01Z,active,yes,right,193.0,NaN,NaN,NaN,NaN,NaN
