id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,status,active,secondNationality,secondNationalityId,endDate,knownName
4hwlycgbyl3s2jtqzc9dxuyuh,Václav,Drchal,Václav,Drchal,Male,V. Drchal,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1999-07-25,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,187.0,NaN,NaN,20.0,2024-06-21Z,active,yes,NaN,NaN,NaN,NaN
4uqugfb16uig94zfi4kv656ju,Dominik,Pleštil,Dominik,Plestil,Male,D. Pleštil,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1999-08-09,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,186.0,70.0,right,24.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN
4x2pruxr0xnbly53li362s8np,Erich,Brabec,Erich,Brabec,Male,E. Brabec,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,assistant coach,1977-02-24,České Budějovice,Czechia,5md5tpwr2nmqao528prx43jr7,190.0,84.0,right,NaN,2019-10-10Z,active,yes,NaN,NaN,NaN,NaN
5ox853udgbhtmp40d1cgbx1ih,Vojtěch,Smrž,Vojtech,Smrz,Male,V. Smrž,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1997-01-20,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,75.0,NaN,42.0,2023-08-29Z,active,yes,NaN,NaN,NaN,NaN
5t9iyv0nltknsabsxcjehqr4l,Vlasiy,Sinyavskiy,Vlasiy,Sinyavskiy,Male,V. Sinyavskiy,Estonia,64smib5liu1qh78iaylufxj99,Defender,player,1996-11-27,Narva,Estonia,64smib5liu1qh78iaylufxj99,180.0,72.0,right,99.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
5u9sxfcws8lcjp02ws6wflw45,Michal,Reichl,Michal,Reichl,Male,M. Reichl,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,1992-09-14,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,189.0,83.0,NaN,12.0,2023-07-12Z,active,yes,NaN,NaN,NaN,NaN
5vr2kfap08lirtdgw0vh6mpsk,Tomáš,Frühwald,Tomás,Frühwald,Male,T. Frühwald,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2002-09-23,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,193.0,88.0,NaN,23.0,2024-09-05Z,active,yes,NaN,NaN,NaN,NaN
5ylvu8z3m6rgk3dxshx1c0duc,Vladimír,Zeman,NaN,NaN,Male,V. Zeman,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2000-09-13,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,13.0,2024-07-19Z,active,yes,NaN,NaN,NaN,NaN
61vqg8nghobdb5fhr6kbmnyll,Jan,Matoušek,Jan,Matousek,Male,J. Matoušek,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1998-05-09,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,176.0,NaN,right,10.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
660mbyebccgbjzc173h5hqs5w,Oliver,Mikuda,NaN,NaN,Male,O. Mikuda,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2005-06-01,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,66.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
76t06nb0hfzwo2gs6n0wmgf10,Šimon,Černý,NaN,NaN,Male,Š. Černý,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2006-07-23,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,70.0,2024-12-06Z,active,yes,NaN,NaN,NaN,NaN
9kjzskap2gy1pexzeeun8kq1h,Lukáš,Hůlka,Lukás,Hulka,Male,L. Hůlka,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1995-03-31,Mladá Boleslav,Czechia,5md5tpwr2nmqao528prx43jr7,182.0,70.0,NaN,28.0,2019-01-04Z,active,yes,NaN,NaN,NaN,NaN
9lgmu38j7uji6ia8jhqy5l785,Jan,Vondra,Jan,Vondra,Male,J. Vondra,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1995-09-13,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,22.0,2023-01-01Z,active,yes,NaN,NaN,NaN,NaN
babj40orc5toqwgircd8vmyac,Matěj,Kadlec,NaN,NaN,Male,M. Kadlec,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2002-04-04,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,3.0,2024-02-10Z,active,yes,NaN,NaN,NaN,NaN
blg56dgsdwg410mbybccbynf8,Nelson,Okeke,Nelson,Okeke,Male,N. Okeke,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2002-03-25,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,41.0,2025-01-26Z,active,yes,NaN,NaN,2025-12-31Z,NaN
bzx67izp5novcgm1zupcbieqc,Peter Oluwajuwonlo,Kareem,NaN,NaN,Male,P. Kareem,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,2003-08-10,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,25.0,2025-01-26Z,active,yes,NaN,NaN,NaN,NaN
cafkkaxe4b5ou0woqk1ul8zx1,Jan,Kovařík,Jan,Kovarík,Male,J. Kovařík,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1988-06-19,Most,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,82.0,left,19.0,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN
d4ckr6fsf7z62nx8bsfka6thx,Jakub,Šiman,Jakub,Siman,Male,J. Šiman,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,1995-01-07,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,197.0,NaN,NaN,71.0,2024-05-24Z,active,yes,NaN,NaN,NaN,NaN
dlhk63jxjq2lylne8g928b9hx,Aleš,Čermák,Ales,Cermák,Male,A. Čermák,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1994-10-01,Praha,Czechia,5md5tpwr2nmqao528prx43jr7,181.0,75.0,right,47.0,2024-06-21Z,active,yes,NaN,NaN,NaN,NaN
dmq733y857qtzc7tqwcudkpud,Robert,Hrubý,Robert,Hruby,Male,R. Hrubý,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1994-04-27,Praha,Czechia,5md5tpwr2nmqao528prx43jr7,184.0,78.0,right,88.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
drudrfd5ah2s4wyx6qa8d8stl,Eric Kleybel,Ramírez Matheus,Eric,Ramírez,Male,E. Ramírez,Venezuela,1er0616j12s9yghuzvsx76d5v,Attacker,player,1998-11-20,Barinas,Venezuela,1er0616j12s9yghuzvsx76d5v,190.0,85.0,right,NaN,2025-09-08Z,active,yes,NaN,NaN,2026-06-30Z,NaN
dy7cb7p6w222cxynpyu6jx1ih,Benson,Sakala,Benson,Sakala,Male,B. Sakala,Zambia,2dlu3zrfid7nl6ppmb04hjgot,Midfielder,player,1996-09-12,Lusaka,Zambia,2dlu3zrfid7nl6ppmb04hjgot,185.0,79.0,right,6.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
elpc7t9fht0m7sqnllnxi3utx,Milan,Ristovski,Milan,Ristovski,Male,M. Ristovski,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Attacker,player,1998-04-08,Skopje,North Macedonia,1lesyxylc5eza0a4z87t9azcc,188.0,77.0,right,77.0,2024-01-10Z,active,yes,NaN,NaN,NaN,NaN
f083847g81mziziz7yugnkmj8,Ondřej,Kukučka,Ondrej,Kukucka,Male,O. Kukučka,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2004-03-23,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,right,35.0,2025-06-21Z,active,yes,NaN,NaN,2026-06-30Z,NaN
153kk9y39c8lm57ng9mpvue50,Ondřej,Kričfaluši,Ondrej,Kricfalusi,Male,O. Kričfaluši,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2004-03-29,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,177.0,NaN,NaN,80.0,2025-09-08Z,active,yes,NaN,NaN,NaN,NaN
17kos5rsjahn9d5mm3nb6rxlh,Dominik,Holec,Dominik,Holec,Male,D. Holec,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1994-07-28,České Budějovice,Slovakia,7dybe8679n9bgyrcxi383pq3y,190.0,87.0,NaN,30.0,2024-07-16Z,active,yes,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN
218id1vq62nnast9v9nhcuajt,Giorgos,Kornezos,Giorgos,Kornezos,Male,G. Kornezos,Greece,6lpgd60z890no2v46zdecrcss,Defender,player,1998-02-23,NaN,Greece,6lpgd60z890no2v46zdecrcss,NaN,NaN,NaN,99.0,2025-01-30Z,active,yes,NaN,NaN,NaN,NaN
22vou2lwpbf3sucv1yux80bh0,Marek,Havran,Marek,Havran,Male,M. Havran,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2006-10-07,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,2.0,2025-06-21Z,active,yes,NaN,NaN,NaN,NaN
28qn9onfdwfycjtz58ff3sqmt,Michal,Šmarda,Michal,Smarda,Male,M. Šmarda,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,assistant coach,1971-01-31,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN
2hx4n3uyhyzpw2tgleov86uxg,David,Látal,David,Látal,Male,D. Látal,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2003-01-21,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,11.0,2025-01-26Z,active,yes,NaN,NaN,NaN,NaN
31cd32e2yteigp8uax3xbij8p,David,Buchta,David,Buchta,Male,D. Buchta,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1999-06-27,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,184.0,NaN,right,9.0,2019-04-06Z,active,yes,NaN,NaN,NaN,NaN
3y1hr2kxzhzcmv1dllixjbo5w,Artúr,Musák,NaN,NaN,Male,A. Musák,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Midfielder,player,2005-10-17,NaN,Ukraine,315w6fk6umfzf4qvba3t55u61,182.0,NaN,NaN,55.0,2025-09-05Z,active,yes,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN
40fv4116wara4uzasuvwswcbu,Eldar,Šehić,Eldar,Sehic,Male,E. Šehić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Defender,player,2000-04-28,Sarajevo,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,183.0,NaN,NaN,44.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
4fsu74aeogf53l2g1tx89vuok,Matěj,Šín,Matej,Sín,Male,M. Šín,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2004-06-02,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,2025-09-16Z,active,no,NaN,NaN,2025-09-18Z,NaN
5b2tbq19vxam77qz7y29utxt6,Matúš,Rusnák,Matús,Rusnák,Male,M. Rusnák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1999-12-19,Levice,Slovakia,7dybe8679n9bgyrcxi383pq3y,180.0,NaN,NaN,66.0,2024-02-07Z,active,yes,NaN,NaN,NaN,NaN
5ienp2aps4qph520jh9j1tw45,Pavel,Hapal,Pavel,Hapal,Male,P. Hapal,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,coach,1969-07-27,Kroměříž,Czechia,5md5tpwr2nmqao528prx43jr7,178.0,71.0,NaN,NaN,2022-10-01Z,active,yes,NaN,NaN,NaN,NaN
79psbn2bb9trp2vxi3iblq6tw,Emmanuel Chidubem,Ogbu,NaN,NaN,Male,E. Ogbu,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2005-08-30,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,3.0,2025-09-16Z,active,yes,NaN,NaN,NaN,NaN
7q70r3bphkjx3521kkmcss8ic,Tomáš,Sirotek,Tomás,Sirotek,Male,T. Sirotek,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2005-07-08,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,35.0,2025-07-30Z,active,yes,NaN,NaN,NaN,NaN
85xbqh2vhszr2aak3sut46x1x,Viktor,Budinský,Viktor,Budinsky,Male,V. Budinský,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1993-05-09,Banská Bystrica,Slovakia,7dybe8679n9bgyrcxi383pq3y,187.0,81.0,NaN,1.0,2025-06-21Z,active,yes,NaN,NaN,NaN,NaN
8d66eij88wfg6nal7s9xe5vjd,Ladislav,Almási,Ladislav,Almási,Male,L. Almási,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1999-03-06,Bratislava,Slovakia,7dybe8679n9bgyrcxi383pq3y,195.0,84.0,right,77.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
8qs49eo6g1c47tjabbns2elg4,Tomáš,Rigo,Tomás,Rigo,Male,T. Rigo,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2002-07-03,Poprad,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,76.0,right,NaN,2025-09-16Z,active,no,NaN,NaN,2025-09-18Z,NaN
8sbuwkh69iyiy3rtepgvlmu0a,Karel,Pojezný,Karel,Pojezny,Male,K. Pojezný,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2001-09-23,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,6.0,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN
8utfqkk9niq1xvdhsw0f4awut,Matěj,Chaluš,Matej,Chalus,Male,M. Chaluš,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1998-02-02,Praha,Czechia,5md5tpwr2nmqao528prx43jr7,189.0,80.0,right,37.0,2024-06-28Z,active,yes,NaN,NaN,NaN,NaN
95vh0twntwravpdrp97l5itwp,Christ Joël Junior,Tiéhi,Christ,Tiéhi,Male,C. Tiéhi,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,player,1998-06-16,Paris,France,7gww28djs405rfga69smki84o,180.0,78.0,right,4.0,2025-06-30Z,active,yes,France,7gww28djs405rfga69smki84o,2026-06-30Z,NaN
9jh6n6ztbudt5aluf0ibzls6h,Erik,Prekop,Erik,Prekop,Male,E. Prekop,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1997-10-08,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,77.0,NaN,NaN,2025-09-16Z,active,no,NaN,NaN,2025-09-18Z,NaN
9pjlcs2jfk49p4a7fge6299ii,Tomáš,Zlatohlávek,Tomás,Zlatohlávek,Male,T. Zlatohlávek,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2000-05-22,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,72.0,NaN,22.0,2025-01-26Z,active,yes,NaN,NaN,NaN,NaN
9udih61a8rpolajfiwzfu0bmd,Daniel,Holzer,Daniel,Holzer,Male,D. Holzer,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1995-08-18,Ostrava,Czechia,5md5tpwr2nmqao528prx43jr7,175.0,64.0,left,95.0,2024-06-21Z,active,yes,NaN,NaN,NaN,NaN
9vw2oyy2bom3l943iptf61v6c,Abdullahi Ibrahim,Bewene,Abdullahi,Bewene,Male,A. Bewene,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2004-11-29,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,NaN,2025-06-21Z,active,yes,NaN,NaN,NaN,NaN
ab4fxiut06r0lqk84gp00o6c4,Jakub,Pira,Jakub,Pira,Male,J. Pira,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2007-11-24,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,29.0,2025-06-21Z,active,yes,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN
ajjw65yizvdjj82h6oe15jpih,Michal,Kohút,Michal,Kohút,Male,M. Kohút,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2000-06-04,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,182.0,78.0,left,21.0,2025-01-26Z,active,yes,NaN,NaN,NaN,NaN
al0xun3agyi72gfyga9qogyxh,Srđan,Plavšić,Srdjan,Plavsic,Male,S. Plavšić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1995-12-03,Novi Sad,Serbia,5w4ve503bjdsshwx9ho6jxzx0,166.0,53.0,left,20.0,2025-08-20Z,active,yes,NaN,NaN,2026-06-30Z,NaN
b0tkmej1qmpzpychw9rpqhecp,Christian,Frýdek,Christian,Frydek,Male,C. Frýdek,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1999-02-01,Leverkusen,Germany,36min0qztu8eydwvpv8t1is0m,169.0,61.0,NaN,8.0,2025-07-01Z,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN
b1ap0otjnsb8ovezto8ah8k4p,Ewerton,Paixão da Silva,Ewerton,Paixão da Silva,Male,Ewerton,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,1996-12-28,São Bernardo do Campo,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,left,7.0,2024-07-01Z,active,no,NaN,NaN,2025-07-28Z,Ewerton
b8jbqdekui6r6ftp6gqcxknpw,Mikuláš,Kubný,Mikulás,Kubny,Male,M. Kubný,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,2004-09-12,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,41.0,2024-04-19Z,active,yes,NaN,NaN,NaN,NaN
bocqh11yx20xyy11g8ej6z7x1,Alexander,Munksgaard Nielsen,Alexander,Munksgaard,Male,A. Munksgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1997-12-13,Vind,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,75.0,right,31.0,2024-09-03Z,active,yes,NaN,NaN,NaN,NaN
bumtq0hqoqhpix62l3m6fy489,Patrick,Kpozo,Patrick,Kpozo,Male,P. Kpozo,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,1997-07-15,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,181.0,81.0,left,15.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
cen47oljunpmotfb2bgomqfbo,David,Planka,David,Planka,Male,D. Planka,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2005-07-28,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,18.0,2025-09-08Z,active,yes,NaN,NaN,NaN,NaN
cu414j6tqk82k4yc7rzd4rysp,Filip,Kubala,Filip,Kubala,Male,F. Kubala,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1999-09-02,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,182.0,78.0,NaN,28.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
e2tr6610dr5kvfl5ohu7sdzp,Michal,Frydrych,Michal,Frydrych,Male,M. Frydrych,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1990-02-27,Hustopeče nad Bečvou,Czechia,5md5tpwr2nmqao528prx43jr7,186.0,83.0,right,17.0,2022-06-25Z,active,yes,NaN,NaN,NaN,NaN
ea0xgdodlgctaxvwy5zd8gpgp,Jiří,Boula,Jirí,Boula,Male,J. Boula,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1999-04-08,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,180.0,67.0,NaN,5.0,2022-01-01Z,active,yes,NaN,NaN,NaN,NaN
nqq723jxgno3vkxe8gv6zbbo,Jiří,Míček,Jirí,Mícek,Male,J. Míček,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2007-06-07,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,42.0,2025-06-21Z,active,yes,NaN,NaN,NaN,NaN
qu18vd74g7279me6z0lcxmnd,David,Lischka,David,Lischka,Male,D. Lischka,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1997-08-15,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,188.0,82.0,left,19.0,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN
v4j80tzazpp0vs62ipa3af4k,Dennis,Owusu,Dennis,Owusu,Male,D. Owusu,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2001-01-05,Gießen,Germany,36min0qztu8eydwvpv8t1is0m,173.0,NaN,both,25.0,2025-01-26Z,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN
18b0j9f7f6wm1a7r90e960i6s,Jakub,Elbel,Jakub,Elbel,Male,J. Elbel,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2000-07-06,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,34.0,2025-09-08Z,active,yes,NaN,NaN,2026-06-30Z,NaN
1j9ty6ncoes22t954ygd6mpsk,David,Ludvíček,David,Ludvícek,Male,D. Ludvíček,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2001-08-24,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,2.0,2025-06-21Z,active,yes,NaN,NaN,NaN,NaN
1jgu6uwq3g43tmw63x32bbljp,Adrian,Rolko,NaN,NaN,Male,A. Rolko,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,assistant coach,1978-09-14,Hradec Králové,Czechia,5md5tpwr2nmqao528prx43jr7,202.0,95.0,NaN,NaN,2024-11-08Z,active,yes,NaN,NaN,NaN,NaN
1lxifyjlhxkcg0azk1jlmgmzu,Filip,Firbacher,NaN,NaN,Male,F. Firbacher,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2001-12-21,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,182.0,80.0,NaN,NaN,2026-01-01Z,active,no,NaN,NaN,NaN,NaN
2enfunw56fyi0fdnjr9qv7696,Jakub,Uhrinčať,Jakub,Uhrincat,Male,J. Uhrinčať,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2001-02-07,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,7.0,2025-06-26Z,active,yes,NaN,NaN,NaN,NaN
2gfrz7llszxg2i8ij1jqm8dlh,Václav,Pilař,Václav,Pilar,Male,V. Pilař,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1988-10-13,Chlumec nad Cidlinou,Czechia,5md5tpwr2nmqao528prx43jr7,171.0,71.0,both,6.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
38qfw1p4b31ui1ag996vghqt,Tomáš,Petrášek,Tomás,Petrásek,Male,T. Petrášek,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1992-03-02,Rychnov nad Kněžnou,Czechia,5md5tpwr2nmqao528prx43jr7,199.0,NaN,right,4.0,2024-08-05Z,active,yes,NaN,NaN,NaN,NaN
3bh2udfj5run303fagtx1s8vd,Daniel,Horák,Daniel,Horák,Male,D. Horák,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2000-05-10,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,26.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
3bigp3qyx0krlzzi6uonhmoh6,Stanislav,Hejkal,Stanislav,Hejkal,Male,S. Hejkal,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,assistant coach,1970-01-03,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,2022-04-17Z,active,yes,NaN,NaN,NaN,NaN
3od2va5fa9pj4q6n1sp45vs2d,David,Horejš,NaN,NaN,Male,D. Horejš,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,coach,1977-05-19,Prachatice,Czechia,5md5tpwr2nmqao528prx43jr7,185.0,76.0,NaN,NaN,2024-02-28Z,active,yes,NaN,NaN,NaN,NaN
469t34p8sqy2tgturoh4p266t,Juraj,Chvátal,Juraj,Chvátal,Male,J. Chvátal,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1996-07-13,Malacky,Slovakia,7dybe8679n9bgyrcxi383pq3y,180.0,74.0,right,30.0,2025-09-08Z,active,yes,NaN,NaN,NaN,NaN
4wbrkcm2bxeps49cjf747or2s,Tom,Slončík,Tom,Sloncík,Male,T. Slončík,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2004-12-21,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,19.0,2025-08-20Z,active,yes,NaN,NaN,2026-06-30Z,NaN
5ir834cntiq4qhlw8dqi6rowl,Vladimír,Darida,Vladimír,Darida,Male,V. Darida,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1990-08-08,Sokolov,Czechia,5md5tpwr2nmqao528prx43jr7,172.0,67.0,right,16.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
5rlyn13uzbrn3wevjkj8agzc9,Jakub,Kučera,NaN,NaN,Male,J. Kučera,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1997-01-28,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,184.0,78.0,NaN,28.0,2022-01-07Z,active,yes,NaN,NaN,NaN,NaN
5zlm5c7bgdms0370tbxewxeqx,Ondřej,Šašinka,Ondrej,Sasinka,Male,O. Šašinka,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1998-03-21,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,182.0,81.0,left,27.0,2023-07-06Z,active,no,NaN,NaN,2025-07-31Z,NaN
67sn4t5twr0ludex2p8nowr11,Adam,Vlkanova,Adam,Vlkanova,Male,A. Vlkanova,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1994-09-04,Hradec Králové,Czechia,5md5tpwr2nmqao528prx43jr7,169.0,60.0,both,58.0,2024-06-21Z,active,yes,NaN,NaN,NaN,NaN
6s2qnkbcscdmkhyx5r5787aqc,Daniil,Holovatskyi,NaN,NaN,Male,D. Holovatskyi,Ukraine,315w6fk6umfzf4qvba3t55u61,Defender,player,2003-06-29,NaN,Ukraine,315w6fk6umfzf4qvba3t55u61,187.0,NaN,left,NaN,2026-01-01Z,active,no,NaN,NaN,NaN,NaN
73zqbtqmj2afz2e4c2gu77xuc,Lucas,Kubr,Lucas,Kubr,Male,L. Kubr,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2004-02-25,Tongeren,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,75.0,left,77.0,2025-07-19Z,active,yes,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN
