id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,status,active,position,shirtNumber,secondNationality,secondNationalityId,height,weight,foot,knownName
1zo6iikznwkd2vuhqykt7jw7p,Filip,Uremović,Filip,Uremovic,Male,F. Uremović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1997-02-11,Požega,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,25.0,NaN,NaN,184.0,81.0,right,NaN
2g5q9zvme411ot0rnwz92svtg,Marko,Capan,Marko,Capan,Male,M. Capan,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-02-24,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,26.0,NaN,NaN,NaN,NaN,NaN,NaN
2gsq05yyxwe4f8t79j6d49q6t,Ivan,Perišić,Ivan,Perisic,Male,I. Perišić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1989-02-02,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,Attacker,4.0,NaN,NaN,186.0,80.0,both,NaN
2jak0xxn0306bv6vv1z5vdjbo,Šimun,Hrgović,Simun,Hrgovic,Male,Š. Hrgović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-03-20,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,32.0,NaN,NaN,NaN,NaN,NaN,NaN
31pehpmhelkgj06bivkkbxhm2,Madžid,Šošić,Madzid,Sosic,Male,M. Šošić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,2002-08-12,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,active,yes,Midfielder,16.0,NaN,NaN,NaN,NaN,NaN,NaN
3pmxeo3dvepq6a1s6dxvjeoh6,Abdoulie,Sanyang,Abdoulie,Sanyang,Male,A. Sanyang,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,player,1999-05-08,Serekunda,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,active,yes,Attacker,24.0,NaN,NaN,173.0,69.0,left,NaN
47cjl0i2130tlp7g5eaqjqqz8,Roko,Brajković,Roko,Brajkovic,Male,R. Brajković,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-07-03,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,28.0,NaN,NaN,NaN,NaN,NaN,NaN
4dufp5jq50z8ynbqag7hevswk,Tomislav,Arković,Tomislav,Arkovic,Male,T. Arković,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-09-21,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4gwn6uusz1t8p21kwhkm0bhn8,Toni,Silić,Toni,Silic,Male,T. Silić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-05-07,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,Goalkeeper,1.0,NaN,NaN,NaN,NaN,NaN,NaN
4qlsf99qrs3u0te0tgw6q6fis,Bruno,Durdov,Bruno,Durdov,Male,B. Durdov,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2007-12-11,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,34.0,NaN,NaN,NaN,NaN,NaN,NaN
4u5r1xxpted2mw8dyu1ryesk4,Noa,Skoko,Noa,Skoko,Male,N. Skoko,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-01-12,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,37.0,NaN,NaN,NaN,NaN,NaN,NaN
5dbc4z6crdygjznxmw76od33d,Yassine Otmane,Benrahou,Yassine,Benrahou,Male,Y. Benrahou,Morocco,2xdcc39z1k79pnjbtn9x31wdh,player,1999-01-24,Blanc-Mesnil,France,7gww28djs405rfga69smki84o,active,yes,Midfielder,45.0,France,7gww28djs405rfga69smki84o,170.0,68.0,right,NaN
69nyua713wmputebb4ifj0amt,Josip,Elez,Josip,Elez,Male,J. Elez,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1994-04-25,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,19.0,NaN,NaN,189.0,89.0,right,NaN
6gmfcfqd1o54zyepd9587nlqt,Fahd,Moufi,Fahd,Moufi,Male,F. Moufi,Morocco,2xdcc39z1k79pnjbtn9x31wdh,player,1996-05-05,Mulhouse,France,7gww28djs405rfga69smki84o,active,yes,Defender,18.0,France,7gww28djs405rfga69smki84o,179.0,70.0,right,NaN
6m2uqbr8e3v4hcg8r02ee1ec5,Aleksandar,Trajkovski,Aleksandar,Trajkovski,Male,A. Trajkovski,North Macedonia,1lesyxylc5eza0a4z87t9azcc,player,1992-09-05,Skopje,North Macedonia,1lesyxylc5eza0a4z87t9azcc,active,yes,Attacker,9.0,NaN,NaN,179.0,78.0,both,NaN
70g1fjgekjzh0i5bm69nh5wix,Zvonimir,Šarlija,Zvonimir,Sarlija,Male,Z. Šarlija,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1996-08-29,Koprivnica,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,31.0,NaN,NaN,189.0,80.0,right,NaN
7uw88nwfgndw5rwjdf3ok89hw,Niko Kristian,Sigur,Niko,Sigur,Male,N. Sigur,Canada,1iaoypzp6syf32cz9l15pzp7e,player,2003-09-09,Burnaby,Canada,1iaoypzp6syf32cz9l15pzp7e,active,yes,Midfielder,8.0,Croatia,37hlakrwxyuzovaeoo4sezusp,180.0,NaN,right,NaN
8f9u7fu8gti4bjyrgapo9c6qc,Dominik,Prpić,Dominik,Prpic,Male,D. Prpić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-05-19,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,3.0,NaN,NaN,NaN,NaN,NaN,NaN
8sp01319vyxst4lfxjjp91ii1,Emir,Sahiti,Emir,Sahiti,Male,E. Sahiti,Kosovo,86u6edbqifdjsn49mbp2anw7p,player,1998-11-29,Zemun,Serbia,5w4ve503bjdsshwx9ho6jxzx0,active,no,Attacker,77.0,Albania,17zsm8shejejls2on1ffil3op,174.0,65.0,NaN,NaN
9k2wyu8eigfg9o2pn5cs95kyy,Leon,Dajaku,Leon,Dajaku,Male,L. Dajaku,Germany,36min0qztu8eydwvpv8t1is0m,player,2001-04-12,Waiblingen,Germany,36min0qztu8eydwvpv8t1is0m,active,yes,Attacker,22.0,Kosovo,86u6edbqifdjsn49mbp2anw7p,182.0,75.0,right,NaN
a96zxags19ar98mllxetuk4b9,Dario,Melnjak,Dario,Melnjak,Male,D. Melnjak,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1992-10-31,Varaždin,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,17.0,NaN,NaN,179.0,NaN,left,NaN
aimd6wz2viggg0f3m8xxss7h1,Adnan,Čustović,Adnan,Custovic,Male,A. Čustović,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,assistant coach,1978-04-16,Mostar,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,active,yes,NaN,NaN,NaN,NaN,185.0,81.0,right,NaN
akxjvb02zugb5ytlw2jz1ku3u,Rokas,Pukštas,Rokas,Pukstas,Male,R. Pukštas,USA,7hr2f89v44y65dyu9k92vprwn,player,2004-08-25,Stillwater,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,Midfielder,21.0,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,181.0,75.0,right,NaN
axz61rnxy3k8eah7v9h87jklw,Mate,Antunović,Mate,Antunovic,Male,M. Antunović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-03-03,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,39.0,NaN,NaN,NaN,NaN,NaN,NaN
bbkcyugnxnw3urijhbnq27ytw,Borna,Buljan,Borna,Buljan,Male,B. Buljan,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-04-05,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Goalkeeper,40.0,NaN,NaN,NaN,NaN,NaN,NaN
bhtidrz3x054kpi4q0zqjo0r9,Filip,Krovinović,Filip,Krovinovic,Male,F. Krovinović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1995-08-29,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,23.0,NaN,NaN,175.0,69.0,right,NaN
bz25hdnyf6wslzyy2zpie025l,Mihael,Žaper,Mihael,Zaper,Male,M. Žaper,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1998-08-11,Osijek,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,6.0,NaN,NaN,NaN,NaN,NaN,NaN
c2akf8cn1t0uqjoqbf601cu6t,Ivan,Lučić,Ivan,Lucic,Male,I. Lučić,Austria,hcs1bd49qliqqity6o268jyt,player,1995-03-23,Wien,Austria,hcs1bd49qliqqity6o268jyt,active,yes,Goalkeeper,13.0,Croatia,37hlakrwxyuzovaeoo4sezusp,194.0,98.0,right,NaN
depu0zp8jqcyv0jzf5r9yums5,Ivan,Rakitić,Ivan,Rakitic,Male,I. Rakitić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1988-03-10,Rheinfelden,Switzerland,3bh70jgvc5mn58x0byjkuda17,active,yes,Midfielder,11.0,Switzerland,3bh70jgvc5mn58x0byjkuda17,184.0,78.0,right,NaN
e3xygujqh3vcfsmbppuqyc3dg,Jere,Vrcić,Jere,Vrcic,Male,J. Vrcić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-09-30,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN
e4p46n7ffr0u9l5kptgec2tjo,Niko,Đolonga,Niko,Djolonga,Male,N. Đolonga,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-05-24,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,43.0,NaN,NaN,NaN,NaN,NaN,NaN
eg7a54zuoulku6nho6pctnkt0,Luka,Jurak,Luka,Jurak,Male,L. Jurak,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-07-21,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,35.0,NaN,NaN,NaN,NaN,NaN,NaN
ekz6v26gdjjrx2ys7oh2obpjo,Ante,Kavelj,Ante,Kavelj,Male,A. Kavelj,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-08-26,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,Midfielder,42.0,NaN,NaN,NaN,NaN,NaN,NaN
eoxsyfrsq1x9xa2zxvw8ui0ru,Stipe,Biuk,Stipe,Biuk,Male,S. Biuk,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2002-12-26,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,27.0,NaN,NaN,NaN,NaN,NaN,NaN
eq8omfom9lanxegolqxpi8f6d,Ivan Gennaro,Gattuso,Gennaro,Gattuso,Male,G. Gattuso,Italy,25f2cmb2r8mk5rj92tzer6kvv,coach,1978-01-09,Corigliano Calabro,Italy,25f2cmb2r8mk5rj92tzer6kvv,active,yes,NaN,NaN,NaN,NaN,177.0,77.0,right,NaN
et3kmcduq447ai5xlmu7k0h04,Luka,Hodak,Luka,Hodak,Male,L. Hodak,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-06-10,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,38.0,NaN,NaN,NaN,NaN,NaN,NaN
fnuoc0rg4hy4u3o2liu9rl5h,Lovre,Kalinić,Lovre,Kalinic,Male,L. Kalinić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1990-04-03,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Goalkeeper,91.0,NaN,NaN,201.0,96.0,right,NaN
rngjqv2x2vfm5ggs1j3kcetw,Marino,Skelin,Marino,Skelin,Male,M. Skelin,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-09-18,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,36.0,NaN,NaN,190.0,NaN,right,NaN
1d965xsfn74agwk8smg0at6y2,Aleksa,Todorović,Aleksa,Todorovic,Male,A. Todorović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,player,2004-01-25,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,active,yes,Goalkeeper,99.0,NaN,NaN,NaN,NaN,NaN,NaN
233vl3xtuvy0n8rb6w4u6vtg5,Željko,Sopić,Zeljko,Sopic,Male,Ž. Sopić,Croatia,37hlakrwxyuzovaeoo4sezusp,coach,1974-07-26,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,NaN,NaN,NaN,NaN,188.0,88.0,NaN,NaN
35ptnccu64bgejzpkpg2l72ms,Domagoj Ivan,Marić,Domagoj,Maric,Male,D. Marić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-02-03,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Goalkeeper,25.0,NaN,NaN,NaN,NaN,NaN,NaN
3ct3yy0236jrcdd2qeox5d7mx,Mladen,Devetak,Mladen,Devetak,Male,M. Devetak,Serbia,5w4ve503bjdsshwx9ho6jxzx0,player,1999-03-12,Novi Sad,Serbia,5w4ve503bjdsshwx9ho6jxzx0,active,yes,Defender,34.0,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,NaN
3ocitiv3oxjqp2l2f1e52o55g,Noel,Jakac,Noel,Jakac,Male,N. Jakac,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-02-11,Rijeka,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,22.0,NaN,NaN,185.0,NaN,NaN,NaN
3p2ogpoplqaz93ijkcaez5qll,Martin,Zlomislić,Martin,Zlomislic,Male,M. Zlomislić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,1998-08-16,Posušje,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,active,yes,Goalkeeper,13.0,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,right,NaN
3xbgtth9h7ywlkpdzy8rwkbth,Komnen,Andrić,Komnen,Andric,Male,K. Andrić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,player,1995-07-01,Novi Pazar,Serbia,5w4ve503bjdsshwx9ho6jxzx0,active,yes,Attacker,9.0,NaN,NaN,189.0,84.0,both,NaN
4ag3shqnvofzt7j0ze0ltekx6,Niko,Janković,Niko,Jankovic,Male,N. Janković,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-08-25,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,4.0,NaN,NaN,186.0,NaN,right,NaN
4ao81gb9391cj85udgyfyg38q,Lindon,Selahi,Lindon,Selahi,Male,L. Selahi,Albania,17zsm8shejejls2on1ffil3op,player,1999-02-26,Namur,Belgium,4wbzjcclyefma1ourvjsu4q2j,active,yes,Midfielder,18.0,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,NaN,right,NaN
4qc4nurxsbudqmjbzr9dnq80k,Šimun,Butić,Simun,Butic,Male,Š. Butić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-04-07,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,27.0,NaN,NaN,NaN,NaN,NaN,NaN
56rmdrb8cf96r2e6c8bt5fug9,Näis,Djouahra,Näis,Djouahra,Male,N. Djouahra,France,7gww28djs405rfga69smki84o,player,1999-11-23,Bourgoin-Jallieu,France,7gww28djs405rfga69smki84o,active,yes,Midfielder,7.0,Algeria,1ayprcriqhb8iv10ch70clppu,171.0,67.0,right,NaN
5f1erzxtvzncvf1wtqnv3fgmh,Marijan,Čabraja,Marijan,Cabraja,Male,M. Čabraja,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1997-02-25,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,32.0,NaN,NaN,NaN,NaN,left,NaN
5sh5t0j4c7wfs2j4tv4jdg7v9,Josip,Posavec,Josip,Posavec,Male,J. Posavec,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1996-03-10,Varaždin,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Goalkeeper,1.0,NaN,NaN,190.0,85.0,right,NaN
63yryum0813b58ypffxkmzfu1,Emmanuel Justine Rabby,Banda,Emmanuel,Banda,Male,E. Banda,Zambia,2dlu3zrfid7nl6ppmb04hjgot,player,1997-09-29,Chililabombwe,Zambia,2dlu3zrfid7nl6ppmb04hjgot,active,no,Midfielder,12.0,NaN,NaN,178.0,73.0,left,NaN
6a0e28nxlyyw7ghe4wzumlzh1,Stipe,Perica,Stipe,Perica,Male,S. Perica,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1995-07-07,Zadar,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,77.0,NaN,NaN,192.0,76.0,right,NaN
6j0eifvmvd8pobhaiek7532wa,Dominik,Dogan,Dominik,Dogan,Male,D. Dogan,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1999-06-09,Vinkovci,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,20.0,NaN,NaN,NaN,NaN,NaN,NaN
6vlk7n6m7g38n5wa5zuvbsbxm,Toni,Fruk,Toni,Fruk,Male,T. Fruk,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-03-09,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,10.0,NaN,NaN,NaN,NaN,NaN,NaN
6xfee6dqsjz1p0v3al6o3rtgp,Bruno,Bogojević,Bruno,Bogojevic,Male,B. Bogojević,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1998-06-29,Koprivnica,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,30.0,NaN,NaN,186.0,72.0,right,NaN
71w4o1g2v04rp4l4j0dygnre2,Marco,Pašalić,Marco,Pasalic,Male,M. Pašalić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-09-14,Karlsruhe,Germany,36min0qztu8eydwvpv8t1is0m,active,yes,Midfielder,87.0,Germany,36min0qztu8eydwvpv8t1is0m,177.0,74.0,left,Marco Pasalic
7bp6bd64tdvt0r3osm26qxtcl,Dejan,Petrovič,Dejan,Petrovic,Male,D. Petrovič,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,player,1998-01-12,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,active,yes,Midfielder,8.0,NaN,NaN,179.0,78.0,right,NaN
81ugn04dq218l3yximasj6kmh,Bruno,Goda,Bruno,Goda,Male,B. Goda,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1998-04-17,Vinkovci,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,3.0,NaN,NaN,182.0,83.0,left,NaN
93urt7r1m44u5cjok4or1h889,Jorge Leonardo,Obregón Rojas,Jorge,Obregón,Male,J. Obregón,Colombia,6kby8rq1p01fg5ds38ckkrcs5,player,1997-03-29,Puerto Tejada,Colombia,6kby8rq1p01fg5ds38ckkrcs5,active,no,Attacker,NaN,NaN,NaN,182.0,80.0,NaN,NaN
94qw1jp87gqyvae89n11z05ey,Ivan,Smolčić,Ivan,Smolcic,Male,I. Smolčić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-08-17,Gospić,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,28.0,NaN,NaN,NaN,NaN,NaN,NaN
9hq2uyvs644x2343owzuhxfbp,Ante,Majstorović,Ante,Majstorovic,Male,A. Majstorović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1993-11-06,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,45.0,NaN,NaN,185.0,78.0,right,NaN
9jz0dmpw8lnorss1a4qbfanl5,Stjepan,Radeljić,Stjepan,Radeljic,Male,S. Radeljić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,1997-09-05,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,active,yes,Defender,6.0,Croatia,37hlakrwxyuzovaeoo4sezusp,189.0,NaN,left,NaN
9rsdkjn16mbp3eacqgkk1xtsk,Andro,Babić,Andro,Babic,Male,A. Babić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-09-08,Rijeka,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,29.0,NaN,NaN,NaN,NaN,NaN,NaN
aa39qmdltst984nw5q0pr8j8q,Niko,Galešić,Niko,Galesic,Male,N. Galešić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-03-26,NaN,Germany,36min0qztu8eydwvpv8t1is0m,active,yes,Defender,5.0,Germany,36min0qztu8eydwvpv8t1is0m,182.0,NaN,NaN,NaN
amuqk3xvo87ppk7fz39cg0pre,Franjo,Ivanović,Franjo,Ivanovic,Male,F. Ivanović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-10-01,Schwaz,Austria,hcs1bd49qliqqity6o268jyt,active,no,Attacker,11.0,Austria,hcs1bd49qliqqity6o268jyt,185.0,NaN,right,NaN
awt6b27t2f6oa9lyagyyj6mi2,Silvio,Ilinković,Silvio,Ilinkovic,Male,S. Ilinković,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,2002-10-05,Nova Bila,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,active,yes,Midfielder,21.0,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,right,NaN
c1jr3o09e9ptdttm6efe9yl7t,Darko,Raić Sudar,Darko,Raic-Sudar,Male,D. Raić,Croatia,37hlakrwxyuzovaeoo4sezusp,coach,1972-11-07,Buchsalm,Germany,36min0qztu8eydwvpv8t1is0m,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ch2r55ue6l0xp5c00rhwah3is,Bruno,Burčul,Bruno,Burcul,Male,B. Burčul,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-11-20,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,24.0,NaN,NaN,NaN,NaN,NaN,NaN
cr7kl1fbbrofodwdfh0ufnv85,Radomir,Đalović,Radomir,Djalovic,Male,R. Đalović,Montenegro,1411jebgwo2ja1erogsq81lg9,coach,1982-10-29,Bijelo Polje,Montenegro,1411jebgwo2ja1erogsq81lg9,active,yes,NaN,NaN,NaN,NaN,186.0,82.0,right,NaN
ctrru8tf68ltajgculumzdel0,Gabriel,Rukavina,Gabriel,Rukavina,Male,G. Rukavina,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-01-16,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,41.0,NaN,NaN,NaN,NaN,NaN,NaN
d8s56im7967mt4kfz1jzbozu2,Veldin,Hodža,Veldin,Hodza,Male,V. Hodža,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2002-10-15,Rijeka,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,Midfielder,25.0,NaN,NaN,183.0,NaN,NaN,NaN
e2vhgeqrw3uy0tstydc5nldxx,Amer,Gojak,Amer,Gojak,Male,A. Gojak,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,1997-02-13,Sarajevo,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,active,yes,Midfielder,14.0,NaN,NaN,184.0,78.0,NaN,NaN
ewm977x9zr1c6lj0s73429us4,Lovro,Kitin,Lovro,Kitin,Male,L. Kitin,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2007-02-03,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,2.0,NaN,NaN,NaN,NaN,NaN,NaN
144hwfhp22n747a8few6pc8b8,Ante,Grbelja,NaN,NaN,Male,A. Grbelja,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-09-05,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1c13zuow4k4g4tnvc2hexkiqd,Roberto,Punčec,Roberto,Puncec,Male,R. Punčec,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1991-10-27,Varaždin,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,24.0,NaN,NaN,186.0,80.0,right,NaN
2kedgspgw4g8cinoapsc6bufp,Stefan,Perić,Stefan,Peric,Male,S. Perić,Austria,hcs1bd49qliqqity6o268jyt,player,1997-02-13,Salzburg,Austria,hcs1bd49qliqqity6o268jyt,active,yes,Defender,55.0,NaN,NaN,185.0,80.0,right,NaN
2va7gchp87sb2d67udpdn37px,Ivan,Santini,Ivan,Santini,Male,I. Santini,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1989-05-21,Zadar,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,18.0,NaN,NaN,190.0,91.0,right,NaN
3dr5q6tyt6f6ha4abcwwa9izu,Toni,Kolega,Toni,Kolega,Male,T. Kolega,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1998-10-10,Zadar,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,22.0,NaN,NaN,NaN,NaN,NaN,NaN
3km8f9pgk9abjkui4orim8178,Sven,Sopić,NaN,NaN,Male,S. Sopić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-07-07,Osijek,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN
41imdq837fapbgvnrkimw6e39,Leonard,Zuta,Leonard,Zuta,Male,L. Zuta,North Macedonia,1lesyxylc5eza0a4z87t9azcc,player,1992-08-09,Göteborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,active,yes,Defender,44.0,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,72.0,left,NaN
49br3gmn71y8pd5wqkfkvrbah,Lucas Bradley,Falcão Cini,Lucas,Falcão Cini,Male,Lucas Falcão,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,player,1999-10-21,Cuiabá,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,active,yes,Attacker,17.0,Italy,25f2cmb2r8mk5rj92tzer6kvv,175.0,69.0,both,Falcao
4ev1ag4fi2mcty2dhjrqxte6s,Duje,Dujmović,Duje,Dujmovic,Male,D. Dujmović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-12-15,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,5.0,NaN,NaN,NaN,NaN,NaN,NaN
4wqyizece7yzpbshqw18gaga1,Iker,Pozo La Rosa,Iker,Pozo,Male,Iker Pozo,Spain,49ih1pwv3ahshdf8uzrimi54c,player,2000-08-06,Fuengirola,Spain,49ih1pwv3ahshdf8uzrimi54c,active,yes,Midfielder,21.0,NaN,NaN,173.0,NaN,NaN,NaN
5ko516sgn578kbaybzhs6pcoa,Patrik,Mohorović,NaN,NaN,Male,P. Mohorović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1999-05-24,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Goalkeeper,25.0,NaN,NaN,NaN,NaN,NaN,NaN
