id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active,secondNationality,secondNationalityId,knownName
eg5haueyvosx3euq9e0ogdj6y,Louis,Oppie,Louis,Oppie,Male,L. Oppie,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-05-17,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,4.0,active,yes,NaN,NaN,NaN
epo8egpuextf7o5923nnhjw2c,Julian,Kania,Julian,Kania,Male,J. Kania,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2001-10-10,NaN,Germany,36min0qztu8eydwvpv8t1is0m,192.0,NaN,right,NaN,active,yes,NaN,NaN,NaN
rspc37mv2ppgtkmuwz481k9h,Sebastian,Hille,Sebastian,Hille,Male,S. Hille,Germany,36min0qztu8eydwvpv8t1is0m,NaN,assistant coach,1980-10-19,Soest,Germany,36min0qztu8eydwvpv8t1is0m,178.0,68.0,NaN,NaN,active,yes,NaN,NaN,NaN
uhengvg5n2txd8zm6thm96cq,Tom,Geerkens,Tom,Geerkens,Male,T. Geerkens,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2000-10-07,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,20.0,active,yes,NaN,NaN,NaN
1c29pbwauuapst5nb2tels7l6,Elias,Bethke,Elias,Bethke,Male,E. Bethke,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2003-03-21,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,12.0,active,yes,NaN,NaN,NaN
1cj1xqd2yhrgc06u9pjtn8k16,Rudolf Dovny,Ndualu,Rudolf,Ndualu,Male,R. Ndualu,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1999-07-22,Brandenburg an der Havel,Germany,36min0qztu8eydwvpv8t1is0m,180.0,80.0,right,22.0,active,yes,NaN,NaN,NaN
1gg4p0zdem59907d21k0hnglx,Alexander,Sebald,Alexander,Sebald,Male,A. Sebald,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1996-07-27,NaN,Germany,36min0qztu8eydwvpv8t1is0m,189.0,86.0,right,1.0,active,yes,NaN,NaN,NaN
1hr5n8edwnm0u5qc6b2lqnw89,Yannik,Möker,Yannik,Möker,Male,Y. Möker,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1999-07-27,Wolfenbüttel,Germany,36min0qztu8eydwvpv8t1is0m,180.0,72.0,right,21.0,active,yes,NaN,NaN,NaN
1y7iaxc5qmfjyqq9993jnztd6,Niko,Bretschneider,Niko,Bretschneider,Male,N. Bretschneider,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1999-08-10,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,181.0,69.0,both,28.0,active,yes,NaN,NaN,NaN
2a01zwzcdlj4lpuuqhbrwsob8,Tobias,Röder,Tobias,Röder,Male,T. Röder,Germany,36min0qztu8eydwvpv8t1is0m,NaN,assistant coach,1997-09-19,Forst,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
2omhd6uq6i5osgygz0ikia9uy,Janis,Juckel,Janis,Juckel,Male,J. Juckel,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2004-07-29,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,right,36.0,active,yes,NaN,NaN,NaN
41nzghh1gkfy484gt8tvbk3bp,Jonas,Hofmann,Jonas,Hofmann,Male,J. Hofmann,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1997-02-07,Bamberg,Germany,36min0qztu8eydwvpv8t1is0m,174.0,74.0,right,6.0,active,yes,NaN,NaN,NaN
46zm5eu8y0av61e19var1kh5,Tim,Campulka,Tim,Campulka,Male,T. Campulka,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1999-04-28,NaN,Germany,36min0qztu8eydwvpv8t1is0m,186.0,76.0,NaN,4.0,active,yes,NaN,NaN,NaN
4ajp37qriye173bbam9rtjmne,Henry,Rorig,Henry,Rorig,Male,H. Rorig,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2000-03-03,Langenhagen,Germany,36min0qztu8eydwvpv8t1is0m,182.0,77.0,both,3.0,active,yes,NaN,NaN,NaN
4bmhqqbwt2g6izjysznsaepxx,Tobias,Hasse,Tobias,Hasse,Male,T. Hasse,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1996-01-03,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,174.0,72.0,right,14.0,active,yes,NaN,NaN,NaN
4gaps9cboki8yhrz46uq49v8q,Karl,Rajbeer Pischon,Karl,Pischon,Male,K. Pischon,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2004-03-02,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,30.0,active,yes,NaN,NaN,NaN
5zlfbrphymfs7ixs6z26i2lsl,Tolcay,Ciğerci,Tolcay,Cigerci,Male,T. Ciğerci,Türkiye,6kd6webenogylfgwt2aa9l6vx,Midfielder,player,1995-01-24,Nordenham,Germany,36min0qztu8eydwvpv8t1is0m,180.0,68.0,left,10.0,active,yes,NaN,NaN,NaN
7xxmckm5rqa1vo7id2dd97kkp,Filip,Kusić,Filip,Kusic,Male,F. Kusić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1996-06-03,Augsburg,Germany,36min0qztu8eydwvpv8t1is0m,186.0,80.0,both,19.0,active,yes,NaN,NaN,NaN
89a4stbr9bzgl9ataji0j4b85,Timmy Dennis Mario,Thiele,Timmy,Thiele,Male,T. Thiele,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1991-07-31,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,188.0,81.0,right,7.0,active,yes,NaN,NaN,NaN
8fdi0gz9c71vbkrq1m2ztzyz9,Dennis,Slamar,Dennis,Slamar,Male,D. Slamar,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1994-09-08,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,187.0,85.0,both,27.0,active,yes,NaN,NaN,NaN
8md1gwfetxnbqk0y4xmi5yjmd,Frank,Eulberg,Frank,Eulberg,Male,F. Eulberg,Germany,36min0qztu8eydwvpv8t1is0m,NaN,assistant coach,1963-01-13,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
93yjuql8xf9erffq7b0l9s4wl,Claus-Dieter,Wollitz,Claus-Dieter,Wollitz,Male,C. Wollitz,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1965-07-19,Brakel,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
93zkit2hwibyesz4vnhwr99sl,Maximilian,Zimmer,NaN,NaN,Male,M. Zimmer,Germany,36min0qztu8eydwvpv8t1is0m,NaN,assistant coach,1992-07-10,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,175.0,72.0,right,NaN,active,yes,NaN,NaN,NaN
9caj3cvv7wnh7roxccq74xsyx,Timo,Bornemann,Timo,Bornemann,Male,T. Bornemann,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2000-12-01,Ratingen,Germany,36min0qztu8eydwvpv8t1is0m,184.0,83.0,right,24.0,active,yes,NaN,NaN,NaN
9mggqqcv764pofjddtyqk37it,Maksimilian,Pronichev,Maximilian,Pronichev,Male,M. Pronichev,Russia,7kfg68kh6n16fs4ap3xjiudr,Attacker,player,1997-11-17,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,183.0,72.0,right,42.0,active,yes,NaN,NaN,NaN
9r5z3djkywj2puop0308dt9zp,Joshua,Putze,Joshua,Putze,Male,J. Putze,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1994-12-02,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,185.0,78.0,right,8.0,active,yes,NaN,NaN,NaN
9vf21ikobcmtguiaa7tukocfd,Maximilian,Krauß,Maximilian,Krauß,Male,M. Krauß,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1996-11-24,Münchberg,Germany,36min0qztu8eydwvpv8t1is0m,170.0,73.0,right,23.0,active,yes,NaN,NaN,NaN
ac1jvcspuk74m5nfmrl1f20kq,Edgar,Kaizer,Edgar,Kaizer,Male,E. Kaizer,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2004-04-07,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,15.0,active,yes,NaN,NaN,NaN
al65b81ctcjobatubyvjsrmxh,Paul,Milde,Paul,Milde,Male,P. Milde,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1995-01-25,Pirna,Germany,36min0qztu8eydwvpv8t1is0m,178.0,70.0,right,31.0,active,yes,NaN,NaN,NaN
b17ofpd1sahgtwq3vqwztvris,Arne,Seemann,Arne,Seemann,Male,A. Seemann,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2006-05-02,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
bfso7h0dvkheyz1npariwbb2t,Romario,Hajrulla,Romario,Hajrulla,Male,R. Hajrulla,Albania,17zsm8shejejls2on1ffil3op,Attacker,player,1998-12-01,NaN,Albania,17zsm8shejejls2on1ffil3op,NaN,NaN,NaN,9.0,active,yes,NaN,NaN,NaN
ckyg1eh3rmfmwzp3cy2k4me39,Axel,Borgmann,Axel,Borgmann,Male,A. Borgmann,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1994-07-08,Mülheim an der Ruhr,Germany,36min0qztu8eydwvpv8t1is0m,178.0,75.0,left,20.0,active,yes,NaN,NaN,NaN
d0yn10ti975e0qfe2a2jj5jhl,Phil,Halbauer,Phil,Halbauer,Male,P. Halbauer,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1998-08-17,Lübbecke,Germany,36min0qztu8eydwvpv8t1is0m,187.0,78.0,NaN,11.0,active,yes,NaN,NaN,NaN
dqgc99qzb5fqslmr3lhxfouay,Jan Rafael,Shcherbakovski,Jan,Shcherbakovski,Male,J. Shcherbakovski,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2001-03-24,Mogilev,Belarus,2vn7xzv9g752y1h5ufjzr27i8,174.0,58.0,both,33.0,active,yes,Belarus,2vn7xzv9g752y1h5ufjzr27i8,NaN
ejsbvwn25wudphrqrnd47zmqd,Maximilian,Oesterhelweg,Maximilian,Oesterhelweg,Male,M. Oesterhelweg,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1990-07-21,Gütersloh,Germany,36min0qztu8eydwvpv8t1is0m,180.0,73.0,both,17.0,active,yes,NaN,NaN,NaN
sm2ibccdn0ij8aft1417sl3p,Dominik Leon,Pelivan,Dominik,Pelivan,Male,D. Pelivan,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1996-06-08,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,184.0,73.0,right,5.0,active,yes,NaN,NaN,NaN
1k49gh6dsr9xxs1c159903310,Franco,Schädlich,Franco,Schädlich,Male,F. Schädlich,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2004-04-16,NaN,Germany,36min0qztu8eydwvpv8t1is0m,177.0,73.0,NaN,12.0,active,yes,NaN,NaN,NaN
1sl3e9ggat5c4trxtnbtjoqcq,Niko,Vukančić,Niko,Vukancic,Male,N. Vukančić,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-02-16,Hannover,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,4.0,active,yes,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN
2b7tv7av8eh9kzvf02rmp2dbd,Kilian,Jakob,Kilian,Jakob,Male,K. Jakob,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1998-01-25,Bad Neuenahr-Ahrweiler,Germany,36min0qztu8eydwvpv8t1is0m,181.0,72.0,left,26.0,active,yes,NaN,NaN,NaN
2f4v9fmdexa80he3syl39h3sa,Jonah Reinhard,Fabisch,Jonah,Fabisch,Male,J. Fabisch,Zimbabwe,6pqqn8s3pvbryohnkxd4ch4kn,Midfielder,player,2001-08-13,Nairobi,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,178.0,71.0,left,20.0,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
455bg314r7fmye2uiqd3tseeh,Can Hayri,Özkan,Can,Özkan,Male,C. Özkan,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1999-12-02,Bielefeld,Germany,36min0qztu8eydwvpv8t1is0m,182.0,88.0,right,6.0,active,yes,NaN,NaN,NaN
4a48zvmngcuqo8md5lit6sbth,Panagiotis,Stamatopoulos,Joti,Stamatopoulos,Male,P. Stamatopoulos,Greece,6lpgd60z890no2v46zdecrcss,NaN,assistant coach,1972-12-10,NaN,Greece,6lpgd60z890no2v46zdecrcss,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
4hqyl2wix5ey3dyvdlpkoz6z8,Ricky,Bornschein,Ricky,Bornschein,Male,R. Bornschein,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1999-09-17,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,9.0,active,yes,NaN,NaN,NaN
4phuoqqo0hjezzfzoz5gk6uxg,Mika,Clausen,Mika,Clausen,Male,M. Clausen,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2002-06-10,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,8.0,active,yes,NaN,NaN,NaN
5le2v8wx9wsn9w37dnxmvfz10,William,Kallenbach,William,Kallenbach,Male,W. Kallenbach,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2005-10-25,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,18.0,active,yes,NaN,NaN,NaN
5r37pnesvskh8dm8yg046g8gl,Borys,Tashchy,Borys,Tashchy,Male,B. Tashchy,Ukraine,315w6fk6umfzf4qvba3t55u61,Attacker,player,1993-07-26,Odesa,Ukraine,315w6fk6umfzf4qvba3t55u61,192.0,90.0,both,14.0,active,yes,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,NaN
64c501ni6g8kv9lrz2faxuv6y,Linus,Rosenlöcher,Linus,Rosenlöcher,Male,L. Rosenlöcher,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2000-09-09,München,Germany,36min0qztu8eydwvpv8t1is0m,183.0,67.0,left,29.0,active,yes,NaN,NaN,NaN
68hw12v1jwtxo3o0kh0sf1mac,Max,Uhlig,Max,Uhlig,Male,M. Uhlig,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2006-09-08,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,36.0,active,yes,NaN,NaN,NaN
6iukfqoku122l83yw10884g2y,Omar-Šarif,Sijarić,Omar,Sijaric,Male,O. Sijarić,Montenegro,1411jebgwo2ja1erogsq81lg9,Attacker,player,2001-11-02,Pfullendorf,Montenegro,1411jebgwo2ja1erogsq81lg9,179.0,69.0,right,11.0,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
77h7hjgb2fbbputgq43knrahh,Martin,Männel,Martin,Männel,Male,M. Männel,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1988-03-16,Henningsdorf,Germany,36min0qztu8eydwvpv8t1is0m,184.0,80.0,right,1.0,active,yes,NaN,NaN,NaN
77nvcao3rqd1bs58kar6nlmmt,Marc,Hensel,Marc,Hensel,Male,M. Hensel,Germany,36min0qztu8eydwvpv8t1is0m,NaN,assistant coach,1986-04-17,Dresden,Germany,36min0qztu8eydwvpv8t1is0m,188.0,86.0,right,NaN,active,yes,NaN,NaN,NaN
7vh98f3lex0pzg85lwbymopg5,Steffen,Nkansah,Steffen,Nkansah,Male,S. Nkansah,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1996-04-07,Münster,Germany,36min0qztu8eydwvpv8t1is0m,188.0,78.0,both,24.0,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN
7whh84acryffu30zznb8t425l,Tim Roby,Kips,Tim,Kips,Male,T. Kips,Luxembourg,f2r46apchse9eg3n9c9pupfs,Goalkeeper,player,2000-11-01,NaN,Luxembourg,f2r46apchse9eg3n9c9pupfs,NaN,NaN,NaN,25.0,active,yes,NaN,NaN,NaN
8e68m1jwzqha63cjvshvzntn9,Marcel,Bär,Marcel,Bär,Male,M. Bär,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1992-06-08,Gifhorn,Germany,36min0qztu8eydwvpv8t1is0m,184.0,80.0,right,15.0,active,yes,NaN,NaN,NaN
9ft8nuzmcvsfx9ogh60ph2dat,Pavel,Dochev,Pavel,Dotchev,Male,P. Dochev,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,NaN,coach,1965-09-28,Sofia,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,176.0,NaN,right,NaN,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
ahp00oh67dmv3sogii453tknp,Marvin,Stefaniak,Marvin,Stefaniak,Male,M. Stefaniak,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1995-02-03,Hoyerswerda,Germany,36min0qztu8eydwvpv8t1is0m,178.0,75.0,right,34.0,active,yes,NaN,NaN,NaN
asfebmju9z0nexrcjvboecv10,Tim,Hoffmann,Tim,Hoffmann,Male,T. Hoffmann,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2005-02-26,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,19.0,active,yes,NaN,NaN,NaN
b3t4pb1cc7bxpsnamkzfgau0a,Pascal Armando,Fallmann,Pascal,Fallmann,Male,P. Fallmann,Austria,hcs1bd49qliqqity6o268jyt,Defender,player,2003-11-07,NaN,Austria,hcs1bd49qliqqity6o268jyt,180.0,67.0,right,17.0,active,yes,NaN,NaN,NaN
bxy2ibwhdzbsvt5ro7h7ukis4,Erik,Emmerich,Erik,Emmerich,Male,E. Emmerich,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2006-10-18,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
bzloki5550uuavycdxkzhinkl,Mirnes,Pepić,Mirnes,Pepic,Male,M. Pepić,Montenegro,1411jebgwo2ja1erogsq81lg9,Midfielder,player,1995-12-19,Podgorica,Montenegro,1411jebgwo2ja1erogsq81lg9,178.0,79.0,both,10.0,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
cvbrc70bwed0cvuaptjp4z0et,Anthony,Barylla,Anthony,Barylla,Male,A. Barylla,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1997-06-01,Gera,Germany,36min0qztu8eydwvpv8t1is0m,180.0,75.0,right,23.0,active,yes,NaN,NaN,NaN
czhpzk696i2v54hpk9x2auw9,Erik,Majetschak,Erik,Majetschak,Male,E. Majetschak,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2000-03-01,Bad Neuenahr-Ahrweiler,Germany,36min0qztu8eydwvpv8t1is0m,185.0,80.0,both,13.0,active,yes,NaN,NaN,NaN
d9ittk7vshi5t9pjlnps1i42c,Maxim,Burghardt,Maxim,Burghardt,Male,M. Burghardt,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2004-11-30,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,21.0,active,yes,NaN,NaN,NaN
dvdg19amf0z7gxh5bpy92tqp6,Louis Sascha,Lord,Louis,Lord,Male,L. Lord,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2003-10-22,NaN,Germany,36min0qztu8eydwvpv8t1is0m,189.0,79.0,NaN,22.0,active,yes,NaN,NaN,NaN
ebr9v3bqkf7c6vqmtekn802ui,Sean-Andreas,Seitz,Sean-Andreas,Seitz,Male,S. Seitz,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2002-03-30,Karlsruhe,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,7.0,active,yes,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN
ez1uyj0i9166mt2sccivxxxhx,Jörg,Emmerich,Jörg,Emmerich,Male,J. Emmerich,Germany,36min0qztu8eydwvpv8t1is0m,NaN,assistant coach,1974-03-09,Halle an der Saale,Germany,36min0qztu8eydwvpv8t1is0m,180.0,74.0,right,NaN,active,yes,NaN,NaN,NaN
102nxc73wjdn8iykrr5hhpgr8,Elias Oliver,Höftmann,Elias,Höftmann,Male,E. Höftmann,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2004-02-07,NaN,Germany,36min0qztu8eydwvpv8t1is0m,183.0,75.0,NaN,38.0,active,yes,NaN,NaN,NaN
1chne6xc8kpto4usvnbifzt1x,Marco,Schuster,Marco,Schuster,Male,M. Schuster,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1995-10-10,Rögling,Germany,36min0qztu8eydwvpv8t1is0m,179.0,77.0,right,5.0,active,yes,NaN,NaN,NaN
1sjqj5n98n7gih0ns5ecjqf6y,Jonas Michel,Dirkner,Jonas,Dirkner,Male,J. Dirkner,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2002-07-15,Rostock,Germany,36min0qztu8eydwvpv8t1is0m,181.0,NaN,NaN,6.0,active,yes,NaN,NaN,NaN
3mg61nkpj9nh62ubw58ctyyy2,Jannis,Lang,Jannis,Lang,Male,J. Lang,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-07-12,NaN,Germany,36min0qztu8eydwvpv8t1is0m,188.0,83.0,NaN,17.0,active,yes,NaN,NaN,NaN
3pyk2x25897v9qn80mb525iei,Max,Hagemoser,Max,Hagemoser,Male,M. Hagemoser,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2003-01-07,NaN,Germany,36min0qztu8eydwvpv8t1is0m,190.0,87.0,left,30.0,active,yes,NaN,NaN,NaN
3r2j2j3v6kgmauw5yv9j3x1hx,Benjamin,Uphoff,Benjamin,Uphoff,Male,B. Uphoff,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1993-08-08,Burghausen,Germany,36min0qztu8eydwvpv8t1is0m,192.0,84.0,right,1.0,active,yes,NaN,NaN,NaN
3wgvj6kxs10gyba7ycspuxwr8,Benno Johannes,Dietze,Benno,Dietze,Male,B. Dietze,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2003-07-15,Rostock,Germany,36min0qztu8eydwvpv8t1is0m,183.0,82.0,right,42.0,active,yes,NaN,NaN,NaN
4eaxuh7y5l8ia1bwvuz00bcwk,Claas Leon,Zamzow,Claas,Zamzow,Male,C. Zamzow,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2006-03-21,Demmin,Germany,36min0qztu8eydwvpv8t1is0m,185.0,NaN,right,47.0,active,yes,NaN,NaN,NaN
4tzedbel2akkzzj3x3oohacx5,Nils Gustav Georg,Fröling,Nils,Fröling,Male,N. Fröling,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2000-04-20,NaN,USA,7hr2f89v44y65dyu9k92vprwn,181.0,80.0,right,10.0,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,NaN
4xjimn9zptf913fsh0obb2yju,Adrien,Lebeau,Adrien,Lebeau,Male,A. Lebeau,France,7gww28djs405rfga69smki84o,Midfielder,player,1999-07-08,Metz,France,7gww28djs405rfga69smki84o,175.0,67.0,right,14.0,active,yes,NaN,NaN,NaN
5revw8iy1mhgi4jbb5nae2ind,Christian,Kinsombi,Christian,Kinsombi,Male,C. Kinsombi,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1999-08-24,Dotzheim,Germany,36min0qztu8eydwvpv8t1is0m,177.0,70.0,both,27.0,active,yes,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN
63sjg3aolizv0j8zfwaog3z6d,Bernd,Hollerbach,Bernd,Hollerbach,Male,B. Hollerbach,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1969-12-08,Würzburg,Germany,36min0qztu8eydwvpv8t1is0m,177.0,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
6xq6wrediiepxepax2080wil0,Joshua,Krüger,Joshua,Krüger,Male,J. Krüger,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2004-05-17,NaN,Germany,36min0qztu8eydwvpv8t1is0m,180.0,70.0,right,35.0,active,yes,NaN,NaN,NaN
7dkwqglhtq0ji5q7lvigo0huy,Louis,Köster,Louis,Köster,Male,L. Köster,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2003-01-25,NaN,Germany,36min0qztu8eydwvpv8t1is0m,189.0,72.0,right,37.0,active,yes,NaN,NaN,NaN
7qnq1rhyfpfhesjz3c2rwej85,Dominik,Lanius,Dominik,Lanius,Male,D. Lanius,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1997-03-28,Köln,Germany,36min0qztu8eydwvpv8t1is0m,195.0,NaN,right,3.0,active,yes,NaN,NaN,NaN
7zr99nh7ax65huc24svdqlafo,Tim,Krohn,Tim,Krohn,Male,T. Krohn,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2005-10-07,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,both,44.0,active,yes,NaN,NaN,NaN
86ycpzud4hf06fqngc6t9x3p,Philipp,Mickel Klewin,Philipp,Klewin,Male,P. Klewin,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1993-09-30,Friedrichroda,Germany,36min0qztu8eydwvpv8t1is0m,192.0,86.0,right,25.0,active,yes,NaN,NaN,NaN
9j74va6ftcr9g3nan4b86l1t6,Dario Ndubuisi,Gebuhr,Dario,Gebuhr,Male,D. Gebuhr,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2003-05-06,Wiesbaden,Germany,36min0qztu8eydwvpv8t1is0m,188.0,86.0,both,24.0,active,yes,NaN,NaN,NaN
a9wje04sfwugv24p3ig11cted,Uwe,Ehlers,Uwe,Ehlers,Male,U. Ehlers,Germany,36min0qztu8eydwvpv8t1is0m,NaN,assistant coach,1975-03-08,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
aa4xta0xi8ke48hmzwcd8ho89,Kevin,Schumacher,Kevin,Schumacher,Male,K. Schumacher,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1997-12-24,NaN,Germany,36min0qztu8eydwvpv8t1is0m,182.0,72.0,left,13.0,active,yes,NaN,NaN,NaN
aipca8elkwdjql6fjyx57sxzo,Tristan,Wagner,Tristan,Wagner,Male,T. Wagner,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2005-07-06,NaN,Germany,36min0qztu8eydwvpv8t1is0m,186.0,NaN,right,43.0,active,yes,NaN,NaN,NaN
b3cvru8d951iupj1ai2wrnkyd,Nico,Neidhart,Nico,Neidhart,Male,N. Neidhart,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1994-09-27,Flensburg,Germany,36min0qztu8eydwvpv8t1is0m,177.0,64.0,both,7.0,active,yes,NaN,NaN,NaN
