id,firstName,lastName,gender,matchName,nationality,nationalityId,position,type,countryOfBirth,countryOfBirthId,status,active,shirtNumber,dateOfBirth,shortFirstName,shortLastName,foot,height,weight,placeOfBirth,secondNationality,secondNationalityId,knownName
7gjdc9jz6txiuz5s9jsdtq9zo,Ismael,Iraki,Male,I. Iraki,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,10.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7u6ivoajez7ihcp2orgqosh78,Samer,Osman,Male,S. Osman,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7w673wnan65xy3tnv31x5j7kk,Mohammed,Hundawi,Male,M. Hundawi,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,14.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
80bvg7cgjwyvrvx1a4hi9stn8,Ahmed,Said,Male,A. Said,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
944znrbdwg45sk9r4l9uklatw,Elias,Viftrup,Male,E. Viftrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,23.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9og9m5ibpcry7k1r6xou4egb8,Yehia,Kayed,Male,Y. Kayed,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9zs22a2cmcbbiqjbesgeu2pzo,Mohammed,Iraki,Male,M. Iraki,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9zvg74f8orgjj2q4bxlmo48wk,Tarek Omar,Kayed,Male,T. Kayed,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
akn8xca8qurq0q8mjtex0ajo4,Ali Badara,Ndiaye,Male,A. Ndiaye,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
aubz4ctzckkiayn3ksgfrjx90,Ahmad,Osman,Male,A. Osman,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,88.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bkw0jlu14gh4f2417gppbvaj8,Mohamed,Masudi,Male,M. Masudi,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,15.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dq8wq5of9nq5p2473thfktvro,Amir,Hussini,Male,A. Hussini,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
e6rgbjsp7v604il513yvaavx0,Ali,Wassim,Male,A. Wassim,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
e7srb9itgknj9rmajfkk17hn8,Mahmoud,Zaabout,Male,M. Zaabout,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,26.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
epxmnk86g2zo38pllezrkpkwk,Isaac,Kayemba,Male,I. Kayemba,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1ff871cvh5n7hojsrrgu085jo,Markus,Andersen,Male,M. Andersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24qlq481c5kjmhultot7dk36c,Kenneth,Kruse,Male,K. Kruse,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,15.0,1999-04-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3q1ltoa05i7da9me67ny62uqc,Anders,Nicolaisen,Male,A. Nicolaisen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2.0,2000-06-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58d5ijoirvujhakieiubk2hp0,Jakob,Petersen,Male,J. Petersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,17.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5afaim52a5xakp5uyai4zkh04,Mads-Emil Bro,Hemmer-Hansen,Male,M. Hemmer-Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,14.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5atu9f22qamrronus236bei38,Alexander,Plagborg,Male,A. Plagborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,11.0,1995-03-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5eqbz1ycro34u68l05veg6ec4,Kim Lindtoft,Kristiansen,Male,K. Kristiansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
606sx8y1pjmzj2b6nazwozt3o,Mikkel Fuglsang,Rasmussen,Male,M. Rasmussen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,2000-05-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6ib8v0aftmrkhr96gbvti8t0,Jonas,Buch Dahl,Male,J. Dahl,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,9.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6xgt8kiak4f9mqbmabrzievpw,Nicolaj,Knudsen,Male,N. Knudsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1996-07-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
71mxntm0udtzy1llgmr5gk45w,Christian,Abildgaard,Male,C. Abildgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,8.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7nkwmxyafq3vt43qqx52op1xw,Christian,Pinholt Olesen,Male,C. Pinholt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,12.0,2000-05-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8qped0ra9yn87pl3zucbtv8k4,Markus,Madsen,Male,M. Madsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a21j7gsfewr9c0kwxmf0kt5p0,Daniel,Bay-Smidt,Male,D. Bay-Smidt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a4qc5axx8nkll0m4kv508gems,Mads Lyder,Mortensen,Male,M. Mortensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bmme1hs6czf7mkqcmydrur3tg,Bo,Balder Berg,Male,B. Berg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,6.0,2000-05-25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c0rl5mnwuby6iav2ye268tvro,Luca,Frese,Male,L. Frese,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,18.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c9jaasp2x4lbaztd3xz19s55g,Thomas,Brejnholt Sønnichsen,Male,T. Sønnichsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,13.0,2001-12-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cdcoskf4pt3sh1691178ecv10,Andreas,Lauridsen,Male,A. Lauridsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,7.0,2000-02-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cuvdracxs4z6z8ojy8ncxdwd0,Jonas Dam,Hagemann-Madsen,Male,J. Hagemann-Madsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,16.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cwayhyl4b8i9ulbfvfaj692c4,Phillip,Mundt,Male,P. Mundt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dtj8mckiyo5w3a9px67a0raj8,Frederik Krogsgaard,Olesen,Male,F. Olesen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ekgm6qfj8p1bnxs9qopr8ch78,Mads,Egelind,Male,M. Egelind,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,10.0,1996-12-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
etcyhgvfove6aebkfc0orsoic,Christian Peter,Jørgensen,Male,C. Jørgensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,4.0,2003-06-25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
f4293h59uzefngnwezkhoaxw4,Gustav,Leth Juulsen,Male,G. Juulsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
f4skix916ej5ds1dxagmd8fmc,Kasper,Bank,Male,K. Bank,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1999-01-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
i1otkwpv8o1gf66ct46r0mqc,Daniel,Kristoffersen,Male,D. Kristoffersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1arzd8hqj73byhduozscqz5uy,Mathias,Jørgensen,Male,M. Jørgensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,11.0,2000-09-20,Mathias,Jørgensen,right,185.0,75.0,Hundested,NaN,NaN,Mathias Jørgensen
1dvhwhz4n5f9cf4ts58rfu21,Nils Daniel Erik,Ask,Male,D. Ask,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,Sweden,1z6l2c33w2kyz9rdefs1d68nb,active,no,NaN,1998-12-20,Daniel,Ask,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2o5atg0lz3jy7k86tyqda8h04,Eugene,Ampofoh Amankwah,Male,E. Amankwah,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,Ghana,2q2sw72utw5gu9t5y4knckwba,active,yes,35.0,2004-11-30,Eugene,Amankwah,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3q4tnk1z46lop4rbdpjtfoc2c,Viktor Melker,Widell,Male,M. Widell,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,Sweden,1z6l2c33w2kyz9rdefs1d68nb,active,yes,8.0,2002-04-19,Melker,Widell,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3tka46re2gsi9uw7pbxx5m0pg,Bertil Magne,Grønkjær Pedersen,Male,B. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,50.0,2007-07-24,Bertil,Pedersen,right,195.0,NaN,Aalborg,NaN,NaN,Bertil Pedersen
3xvocl5rk3rkgilofj2fplkyy,Menno,van Dam,Male,M. van Dam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,coach,Netherlands,6hzi5pltnz67q4la8yli9qfv6,active,yes,NaN,1983-06-19,Menno,van Dam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8cdy5auh6a65mxhtlf4arbs44,Morten,Kok Jensen,Male,M. Kok,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,12.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4sgxth7onhb5mu29bgyupby3u,Jubril,Adedeji,Male,J. Adedeji,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,England,1fk5l4hkqk12i7zske6mcqju6,active,yes,7.0,2000-05-25,Jubril,Adedeji,NaN,NaN,NaN,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN
5hw5sfiqhzg7mnghdp52f7fqi,John Warwick,Iredale,Male,J. Iredale,Australia,u5ieemi69z72c3bgczyy68lo,Attacker,player,Australia,u5ieemi69z72c3bgczyy68lo,active,yes,19.0,1999-08-01,John,Iredale,right,186.0,86.0,Sydney,NaN,NaN,NaN
5lz41celw55rz3zh8pohclw5w,Oliver,Ross,Male,O. Ross,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,10.0,2004-10-10,Oliver,Ross,right,186.0,74.0,Aalborg,NaN,NaN,NaN
5vrsflxiv2dgfa8199a2qxsve,Kelvin,Pius John,Male,K. John,Tanzania,3rramsla3ovuhxks28wq1kirb,Attacker,player,Tanzania,3rramsla3ovuhxks28wq1kirb,active,yes,27.0,2003-06-10,Kelvin,John,right,179.0,73.0,Morogoro,NaN,NaN,NaN
6v1kpakd3t0jhnoh1eh75ev4k,Kasper,Stie Davidsen,Male,K. Davidsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,16.0,2005-01-25,Kasper,Davidsen,right,NaN,NaN,NaN,NaN,NaN,NaN
7yst1mucy7jynmpzu1thox2i,Lars,Kramer,Male,L. Kramer,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,Netherlands,6hzi5pltnz67q4la8yli9qfv6,active,yes,4.0,1999-07-11,Lars,Kramer,right,192.0,75.0,Zaandam,NaN,NaN,NaN
8bi1tlz62rjwyak4pnnzgp562,Andres,Jasson,Male,A. Jasson,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,17.0,2002-01-17,Andres,Jasson,NaN,175.0,70.0,NaN,NaN,NaN,NaN
8mkrj5bnkyhx8kutc4656cy96,Mylian,Jiménez,Male,M. Jiménez,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,Netherlands,6hzi5pltnz67q4la8yli9qfv6,active,yes,6.0,2003-01-13,Mylian,Jiménez,left,176.0,NaN,Nijmegen,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN
8vi3l756ez0e96k7muvg4ekbu,Bjarne,Pudel,Male,B. Pudel,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,Germany,36min0qztu8eydwvpv8t1is0m,active,yes,13.0,2001-05-09,Bjarne,Pudel,left,188.0,83.0,Versmold,NaN,NaN,NaN
974s3rwvb2ls1k1no4hlaz8ph,Diego,Caballo Alonso,Male,Diego Caballo,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,Spain,49ih1pwv3ahshdf8uzrimi54c,active,yes,15.0,1994-02-17,Diego,Caballo,left,171.0,67.0,Salamanca,NaN,NaN,NaN
a2l4ep71txn2edtjjcgewai5m,Vincent Carsten Maria,Müller,Male,V. Müller,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,Germany,36min0qztu8eydwvpv8t1is0m,active,yes,1.0,2000-08-23,Vincent,Müller,right,190.0,91.0,Köln,NaN,NaN,NaN
bcdp9e3dezuaybm8ndrsanbx0,Marc,Nielsen,Male,M. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,5.0,2001-05-16,Marc,Nielsen,NaN,NaN,NaN,Rønne,NaN,NaN,Marc Nielsen
brinkgys7026490q3ixx6h9uc,Nóel Atli,Arnórsson,Male,N. Arnórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,active,yes,24.0,2006-09-30,Nóel,Arnórsson,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cul6phe87idi5dn1hsfywxhwp,Rody,de Boer,Male,R. de Boer,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,Netherlands,6hzi5pltnz67q4la8yli9qfv6,active,yes,22.0,1997-08-22,Rody,de Boer,right,191.0,89.0,Den Haag,NaN,NaN,NaN
cw6s5hf1tytvb98vjuosz9r6d,Rasmus,Thelander,Male,R. Thelander,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,no,NaN,1991-07-09,Rasmus,Thelander,right,190.0,87.0,København,NaN,NaN,NaN
de0dokhb6u6hts2hu5aupgiga,Kasper Poul,Mølgaard Jørgensen,Male,K. Jørgensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,20.0,1999-11-07,Kasper,Jørgensen,right,185.0,80.0,NaN,NaN,NaN,Kasper Jørgensen
dj2f6zk2cd8u9lt6odoei9cdl,Andreas,Bruus,Male,A. Bruus,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,14.0,1999-01-16,Andreas,Bruus,right,184.0,71.0,Greve Strand,NaN,NaN,NaN
dq2eqqywinhsh9ijg8amqyp78,Sebastian,Otoa,Male,S. Otoa,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,3.0,2004-05-13,Sebastian,Otoa,right,188.0,75.0,NaN,NaN,NaN,NaN
dv0suyzy1i57u7x1l1rm94bv8,Malthe,Kjølby,Male,M. Kjølby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,44.0,2006-01-13,Malthe,Kjølby,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ejixz16616b7krftxyzv9yiac,Mads,Bomholt,Male,M. Bomholt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,21.0,2005-12-30,Mads,Bomholt,left,NaN,NaN,Hadsund,NaN,NaN,NaN
eyx42tgneccybvhk8bfhtcaqy,Malthe,Højholt,Male,M. Højholt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,no,NaN,2001-04-16,Malthe,Højholt,right,182.0,65.0,Hjørring,NaN,NaN,NaN
ezi8426ran0bffeyfvloc2ihg,Mohamed Amar,Diagne,Male,A. Diagne,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,37.0,2006-01-02,Amar,Diagne,NaN,NaN,NaN,NaN,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN
hpzxgnwobdttfgd04dykf26t,Oumar,Diakhité,Male,O. Diakhité,Senegal,6hhqyhr5cwq2pfprlazyposyk,Defender,player,Senegal,6hhqyhr5cwq2pfprlazyposyk,active,yes,2.0,1993-12-09,Oumar,Diakhite,right,190.0,84.0,Kedougou,NaN,NaN,NaN
rv6r0bwbl75er38wklyfpsr9,Nicklas,Helenius Jensen,Male,N. Helenius,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,9.0,1991-05-08,Nicklas,Helenius,right,196.0,85.0,Svenstrup,NaN,NaN,NaN
18jrb69zepzc4yukfa4enubro,Andreas,Horskjær,Male,A. Horskjær,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,9.0,2000-09-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2sh9sdur1e7lfgqfk59vj30us,Tristan,Pilegaard-Pedersen,Male,T. Pilegaard-Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4ds0ug3y31y5x9nzktm2rjmc,Anders,Nygaard,Male,A. Nygaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,11.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4gdululkcfskjw51t9ssan8r8,Mathias,Høyner,Male,M. Høyner,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,13.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5msv47clfbkuyjtx4mn4h1xt6,Victor,Rafael Nørgaard,Male,V. Rafael,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1993-08-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6zafnhvxadlh6ov4ivy5l9444,Malthe,Laursen,Male,M. Laursen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,14.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72uu9n0oi9yhn9n75dw21vris,Casper,Duus,Male,C. Duus,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,10.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
85kc7126j3y8i1fegvs9kdy50,Jeppe,Rasbech,Male,J. Rasbech,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8hgo0c6r6u3tv91vod1b0n21g,Mathias,Gaarn Larsen Reberholt,Male,M. Reberholt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8l3ee42wfg1lvqi1p4zvapwd0,Christian,Winther Borup,Male,C. Borup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8p9infr8oxlpg6ppf7fmfkg7o,Kasper,Toft Bostrup,Male,K. Bostrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,2000-03-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9aqe3143aqkn1l7rmlvivx3bo,Jonas,Bjørn Mortensen,Male,J. Mortensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,15.0,1996-11-25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9ce5z78q3bpi8o0q32oe9tp90,Frederik,Winterberg,Male,F. Winterberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9ebcqtgmruraqkmquj45xjeok,Mikkel,Stagsted Larsen,Male,M. Larsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,16.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
