id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,startDate,endDate,status,active,shirtNumber,placeOfBirth,height,weight,foot,secondNationality,secondNationalityId,knownName
72yqcjf4p1i19cojhbaq1a5sl,Aleksandar,Pejović,Aleksandar,Pejovic,Male,A. Pejović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1990-12-28,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-01-19Z,2025-06-30Z,active,no,28.0,Požega,174.0,68.0,left,NaN,NaN,NaN
76b6xb7pjpxqyx4unyaw6d638,Nikola,Popović,Nikola,Popovic,Male,N. Popović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,2006-03-23,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2025-02-25Z,NaN,active,yes,NaN,Ivanjica,NaN,NaN,NaN,NaN,NaN,NaN
7m17n0hp8s7qeuk5ul1lg03bp,Nikola,Leković,Nikola,Lekovic,Male,N. Leković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1989-12-19,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2021-01-17Z,NaN,active,yes,35.0,NaN,177.0,73.0,left,NaN,NaN,NaN
7odi8hhe735shae0xg3pf77ro,Ognjen,Alempijević,NaN,NaN,Male,O. Alempijević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2007-05-31,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-05-07Z,NaN,active,yes,31.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a27fye98mtm7cesybb2xr13bo,Dognimani Yacouba,Silué,Yacouba,Silué,Male,Y. Silué,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,2002-01-01,Côte d'Ivoire,tin6kf561ywonqan0mettr98,2023-07-10Z,2024-07-29Z,active,no,42.0,NaN,185.0,NaN,NaN,NaN,NaN,NaN
a4znr410rksvns68ow7nv42ui,Luka,Savić,Luka,Savic,Male,L. Savić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,2001-06-17,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2025-01-18Z,2025-06-30Z,active,no,23.0,Užice,NaN,NaN,NaN,NaN,NaN,NaN
aebwimbgtcbglunuv7kp20vdh,Vladimir,Golemić,Vladimir,Golemic,Male,V. Golemić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1991-06-28,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2025-01-06Z,2025-06-30Z,active,no,43.0,Kruševac,192.0,83.0,right,Poland,27baqb7359ywdvsxxklx1kn11,NaN
amuy3aajjrtr1lgdeaazy45w5,Nikola,Andrić,Nikola,Andric,Male,N. Andrić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1992-05-23,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-01-19Z,NaN,active,yes,7.0,Beograd,183.0,72.0,NaN,NaN,NaN,NaN
an2wda4fuimlhhaqkudtykjbp,Ibrahima Mame,N'Diaye,Ibrahima,N'Diaye,Male,I. N'Diaye,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,player,1994-12-06,Senegal,6hhqyhr5cwq2pfprlazyposyk,2024-06-27Z,2025-01-17Z,active,no,72.0,Dakar,179.0,65.0,right,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN
ateiilcutksr1ey0puqvxjpqs,Miloš,Divac,NaN,NaN,Male,M. Divac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2004-08-08,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-02-01Z,2025-08-01Z,active,no,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b268aocn5m2swiupslpdpwclx,Nikola,Ćirković,Nikola,Cirkovic,Male,N. Ćirković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1991-12-04,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2022-07-26Z,NaN,active,yes,30.0,Čačak,NaN,NaN,NaN,NaN,NaN,NaN
b5fk5yog5i04t6yhfhzx8o3ys,Veljko,Todorović,NaN,NaN,Male,V. Todorović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2005-03-31,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-07-01Z,2024-08-02Z,active,no,NaN,Niš,NaN,NaN,NaN,NaN,NaN,NaN
bigusc83ycjgu3muvwbxxmqs4,Ognjen,Vucicevic,NaN,NaN,Male,O. Vucicevic,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2006-06-11,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-05-04Z,2025-06-30Z,active,no,20.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bqpebhiechzu406cci3afwdbe,Stefan,Stanisavljević,NaN,NaN,Male,S. Stanisavljević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2002-01-16,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-07-01Z,2024-07-22Z,active,no,9.0,Jagodina,NaN,NaN,NaN,NaN,NaN,NaN
buc11s6kueqgbm7czxeoxyfx0,Jovan,Ćirić,Jovan,Ciric,Male,J. Ćirić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2007-02-25,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-10-25Z,NaN,active,yes,25.0,Knjaževac,NaN,NaN,NaN,NaN,NaN,NaN
bwvwd1ftrycbvq3ggwg2y0bmd,Nenad,Lalatović,Nenad,Lalatovic,Male,N. Lalatović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,coach,1977-12-22,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-08-16Z,2024-10-06Z,active,no,NaN,Beograd,NaN,NaN,NaN,NaN,NaN,NaN
bzmx2oqvt3gsly5nepa5r57v8,Gabriel,Obekpa,Gabriel,Obekpa,Male,G. Obekpa,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2004-05-24,Nigeria,63pvdwrsiq5b07mzi8igqei9p,2024-06-27Z,2024-08-04Z,active,no,NaN,NaN,185.0,79.0,left,NaN,NaN,NaN
c2uvef8jg41iu9zg3tqgs2v4k,Bogdan,Matijašević,NaN,NaN,Male,B. Matijašević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,2004-05-27,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2022-02-01Z,NaN,active,yes,21.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cjl178sf0bqyozpdiqj6f6gyy,Željko,Samčović,Zeljko,Samcovic,Male,Ž. Samčović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,2002-09-12,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2020-07-13Z,2025-01-05Z,active,no,23.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cqcjexnp5u4usim1o0fb3uxn9,Saša,Stamenković,NaN,NaN,Male,S. Stamenković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,1985-01-05,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-03-23Z,NaN,active,yes,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
csanpltslvzuvv1to4i9a2eol,Janko,Tumbasević,Janko,Tumbasevic,Male,J. Tumbasević,Montenegro,1411jebgwo2ja1erogsq81lg9,Midfielder,player,1985-01-14,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-07-10Z,NaN,active,yes,8.0,Šabac,179.0,76.0,right,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN
cwbrii43d0i40nfghx6joqoyd,Nikola,Trajković,Nikola,Trajkovic,Male,N. Trajković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,coach,1981-01-05,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-10-17Z,2025-06-14Z,active,no,NaN,NaN,175.0,70.0,NaN,NaN,NaN,NaN
ddtxwpsqzbsycu2vdfxa5aeqc,Vuk,Bogdanović,Vuk,Bogdanovic,Male,V. Bogdanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2002-04-03,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2025-01-24Z,2025-06-30Z,active,no,39.0,Beograd,NaN,NaN,NaN,NaN,NaN,NaN
demj0v7b3jqe4on3nsjsmb55h,Milan,Joksimović,NaN,NaN,Male,M. Joksimović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1990-02-09,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-07-01Z,NaN,active,yes,12.0,Uzice,184.0,NaN,left,NaN,NaN,NaN
dr7b9imftjmz7trrgr6oimz9,Aleksandar,Varjačić,NaN,NaN,Male,A. Varjačić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1991-05-23,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-01-01Z,NaN,active,yes,17.0,Kragujevac,187.0,68.0,right,NaN,NaN,NaN
e8x7iqa2ajzfwtmoqmj41umzt,Radojica,Vasić,Radojica,Vasic,Male,R. Vasić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,assistant coach,1976-01-25,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2022-01-01Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eb4357q4uhuy2xqtecjtit250,Jagoš,Đurković,NaN,NaN,Male,J. Đurković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2008-03-05,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-05-24Z,2025-06-30Z,active,no,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
sftdrq0qyzgq0j7ka8rl7kk5,Đuro,Zec,Duro,Zec,Male,Đ. Zec,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,1990-03-06,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2025-01-08Z,2025-07-06Z,active,no,36.0,Novi Sad,178.0,72.0,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN
vly45k0166n06ripusti2g9h,Vladimir,Radivojević,Vladimir,Radivojevic,Male,V. Radivojević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1986-02-04,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2016-06-17Z,2025-01-30Z,active,no,27.0,Loznica,NaN,NaN,NaN,NaN,NaN,NaN
vz4wzg4ik68rglykpk3r6b4l,Žarko,Udovičić,Zarko,Udovicic,Male,Ž. Udovičić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1987-08-31,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2022-07-01Z,NaN,active,yes,33.0,Užice,185.0,72.0,right,NaN,NaN,NaN
wuqtmd76urn84ev0034ofis5,Petar,Bojić,Petar,Bojic,Male,P. Bojić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1991-09-04,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-01-19Z,NaN,active,yes,10.0,Užice,183.0,76.0,NaN,NaN,NaN,NaN
x7brobthe2k0uufk7wx8s1xx,Nermin,Useni,NaN,NaN,Male,N. Useni,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,coach,1980-03-13,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-05-01Z,2024-12-31Z,active,no,NaN,Prizren,174.0,71.0,left,Kosovo,86u6edbqifdjsn49mbp2anw7p,NaN
1fw6yfgnlahkm4cypt7zut7o4,Mihajlo,Petković,Mihajlo,Petkovic,Male,M. Petković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2004-05-27,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-07-02Z,2025-06-30Z,active,no,55.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1tixpuxn5zdycvoqsythuknis,Andrej,Smiljković,Andrej,Smiljkovic,Male,A. Smiljković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2007-09-29,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-08-24Z,NaN,active,yes,89.0,Niš,NaN,NaN,NaN,NaN,NaN,NaN
1u1rl8agbqr3wt6a6mj54ss0l,Andrija,Luković,Andrija,Lukovic,Male,A. Luković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1994-10-24,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-09-13Z,2025-07-04Z,active,no,31.0,Beograd,189.0,79.0,left,NaN,NaN,NaN
2h5igz4kvi43bxkew2zdvqxux,Marko,Šarić,Marko,Saric,Male,M. Šarić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,1998-11-28,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-06-27Z,NaN,active,yes,88.0,Beograd,188.0,75.0,left,NaN,NaN,NaN
2kpxzx7fn5lpaqnocq31pkul1,Dušan,Stoiljković,Dusan,Stoiljkovic,Male,D. Stoiljković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,1994-09-05,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-07-01Z,2025-06-30Z,active,no,33.0,Sombor,NaN,NaN,NaN,NaN,NaN,NaN
362ag2ud55nniwqnqfw4r7p5g,Mario,Marković,NaN,NaN,Male,M. Marković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2003-03-19,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-07-01Z,2024-08-05Z,active,no,16.0,NaN,181.0,70.0,NaN,NaN,NaN,NaN
3c966es9z5t8dcp8lsrzstkpg,Nemanja,Milinčić,Nemanja,Milincic,Male,N. Milinčić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,assistant coach,1988-02-19,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-12-04Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3s7nndedumtbc24ntyw8hj2l1,Mladen,Dodić,Mladen,Dodic,Male,M. Dodić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,coach,1969-10-17,Kosovo,86u6edbqifdjsn49mbp2anw7p,2025-03-04Z,2025-05-29Z,active,no,NaN,Đakovica,NaN,NaN,NaN,NaN,NaN,NaN
3wkeu872g8nhcivmbpjckgydw,Nemanja,Đeković,Nemanja,Dekovic,Male,N. Đeković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2003-05-09,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2020-12-10Z,NaN,active,yes,25.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5zwp50kl3aqoz2iz2ydmt5omh,Filip,Jović,Filip,Jovic,Male,F. Jović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1997-08-06,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-06-14Z,2025-06-30Z,active,no,8.0,Kruševac,180.0,NaN,right,NaN,NaN,NaN
6d63fl2jj91q95avyr5pne961,Nikola,Vukajlović,Nikola,Vukajlovic,Male,N. Vukajlović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1996-05-13,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2022-07-01Z,NaN,active,yes,7.0,Beograd,181.0,NaN,NaN,NaN,NaN,NaN
6jc1lajp54t89wwmmuo94bxg4,Nikola,Miličić,Nikola,Milicic,Male,N. Miličić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2004-07-04,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-06-28Z,2025-02-02Z,active,no,23.0,Kraljevo,186.0,74.0,right,NaN,NaN,NaN
6lj7fdsvjkwitqqd2x6ochcd1,Slavoljub,Đorđević,Slavoljub,Djordjevic,Male,S. Đorđević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,coach,1981-02-15,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-12-05Z,2025-03-04Z,active,no,NaN,NaN,NaN,NaN,right,NaN,NaN,NaN
6ow44n5z6tj6bc2vuf2agrglx,Despot,Višković,Despot,Viskovic,Male,D. Višković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,assistant coach,1980-03-03,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2022-06-01Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6tdvjlbc9jwxktllu7fa0dhbd,Jovan,Marinković,Jovan,Marinkovic,Male,J. Marinković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1996-09-12,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-07-04Z,2025-02-02Z,active,no,45.0,Niš,NaN,NaN,NaN,NaN,NaN,NaN
6wdfcsvyhh4vklo1cv06ab310,Mateja,Gajić,Mateja,Gajic,Male,M. Gajić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2005-12-18,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-04-27Z,NaN,active,yes,18.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
769dga0mx24popsxpqfzecyqd,Marko,Obradović,Marko,Obradovic,Male,M. Obradović,Montenegro,1411jebgwo2ja1erogsq81lg9,Attacker,player,1991-06-30,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-06-27Z,2025-06-30Z,active,no,91.0,Beograd,187.0,83.0,right,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN
51j8trgociiugs1ny5kr9zk7o,Mbouri Basile,Yamkam,Mbouri,Yamkam,Male,M. Yamkam,Cameroon,4eb9feio6u267dd1jcwaf38mt,Defender,player,1998-01-02,Cameroon,4eb9feio6u267dd1jcwaf38mt,2021-08-31Z,NaN,active,yes,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7k90cg73ynzkvsyomsnb40sx6,Nikola,Bogdanovski,Nikola,Bogdanovski,Male,N. Bogdanovski,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Attacker,player,1999-01-25,North Macedonia,1lesyxylc5eza0a4z87t9azcc,2025-02-14Z,NaN,active,yes,23.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7pqk20n7x51oqrp5k4t0v7ufp,Savo,Pavićević,Savo,Pavicevic,Male,S. Pavićević,Montenegro,1411jebgwo2ja1erogsq81lg9,NaN,assistant coach,1980-12-11,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2025-03-15Z,NaN,active,yes,NaN,Kikinda,186.0,NaN,NaN,NaN,NaN,NaN
7z1voom3km2krujry7vd1ilzp,Damir,Sadiković,Damir,Sadikovic,Male,D. Sadiković,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Midfielder,player,1995-04-07,Germany,36min0qztu8eydwvpv8t1is0m,2023-09-15Z,2024-08-08Z,active,no,44.0,Köln,188.0,84.0,right,NaN,NaN,NaN
8dqi7xzfadwuwv9eew77zc4tm,Vladimir,Miletić,Vladimir,Miletic,Male,V. Miletić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2003-03-05,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-08-16Z,NaN,active,yes,95.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
96fy7yu8m4aoju8n3gpm6prmc,Nikola,Marinković,Nikola,Marinkovic,Male,N. Marinković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2003-07-10,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2025-05-05Z,2025-09-10Z,active,no,NaN,Kruševac,NaN,NaN,NaN,NaN,NaN,Nikola Marinkovic
97hsd6xf3nlpl4a7t3dsd4cno,Zoran,Ristić,NaN,NaN,Male,Z. Ristić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,coach,1969-08-19,Yugoslavia,4tbxaicghm9l9p07quja51vfu,2024-11-30Z,2024-12-05Z,active,no,NaN,NaN,NaN,NaN,NaN,Yugoslavia,4tbxaicghm9l9p07quja51vfu,NaN
9uduh5r9ir4eqummoc4weiok,Miloš,Milivojević,NaN,NaN,Male,M. Milivojević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2002-02-10,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-06-27Z,2025-01-02Z,active,no,17.0,Vršac,NaN,NaN,NaN,NaN,NaN,NaN
a5rsje3kd8lffn27ydggth2ol,Ivan,Ostojić,Ivan,Ostojic,Male,I. Ostojić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1989-06-26,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-07-05Z,2025-06-30Z,active,no,15.0,Pančevo,190.0,81.0,right,NaN,NaN,NaN
aho1c5y14qnjf2kg6p94cgd4a,Vladimir,Savić,Vladimir,Savic,Male,V. Savić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,1996-03-12,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2022-01-21Z,NaN,active,yes,1.0,NaN,190.0,NaN,NaN,NaN,NaN,NaN
biel7l7d7j1tnf8yudyjh6dck,Luka,Laban,Luka,Laban,Male,L. Laban,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2004-04-07,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2025-01-01Z,NaN,active,yes,11.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bvnu0anv9s1v37k6olds5hwph,Miloje,Preković,Miloje,Prekovic,Male,M. Preković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,1991-06-07,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-07-05Z,2025-06-30Z,active,no,19.0,Aranđelovac,193.0,92.0,NaN,NaN,NaN,NaN
cie0jcq2y8x35nfnkzmlk52xg,Mateja,Bubanj,Mateja,Bubanj,Male,M. Bubanj,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2005-01-03,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-07-02Z,NaN,active,yes,2.0,Niš,184.0,NaN,right,NaN,NaN,NaN
cj3sn85dbm4vboy7dwt2ylhjo,Pavle,Mihajlović,Pavle,Mihajlovic,Male,P. Mihajlović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2006-07-13,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-11-05Z,NaN,active,yes,99.0,Kruševac,NaN,NaN,NaN,NaN,NaN,NaN
co7uf1899byfxlsj1myjyj9hx,Miloš,Tošeski,Milos,Toseski,Male,M. Tošeski,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Midfielder,player,1998-02-24,North Macedonia,1lesyxylc5eza0a4z87t9azcc,2024-06-27Z,NaN,active,yes,77.0,NaN,NaN,NaN,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN
czg5h7akb9mahh27y31lor9qs,Lazar,Balević,Lazar,Balevic,Male,L. Balević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,2007-08-24,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-12-02Z,NaN,active,yes,84.0,Kruševac,NaN,NaN,NaN,NaN,NaN,NaN
dbz44zzzr4i7kxja9kfclej9,Saša,Marjanović,Sasa,Marjanovic,Male,S. Marjanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1987-11-13,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-01-19Z,2025-06-30Z,active,no,10.0,Niš,182.0,75.0,right,NaN,NaN,NaN
dmrxj3r1t0xflqxrdx8966gut,Nebojša,Bastajić,Nebojsa,Bastajic,Male,N. Bastajić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,1990-08-20,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2022-07-29Z,NaN,active,yes,12.0,Beograd,184.0,78.0,NaN,NaN,NaN,NaN
dvlp1vflvspufytv6bnn70mqc,Đorđe,Kotlajić,NaN,NaN,Male,Đ. Kotlajić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2004-01-13,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2025-01-01Z,2025-01-02Z,active,no,14.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
e67bg2cqwytcigega5jf0w3bp,Nikola,Karaklajić,Nikola,Karaklajic,Male,N. Karaklajić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,1995-02-05,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-06-27Z,2025-07-31Z,active,no,9.0,Belgrade,NaN,NaN,NaN,NaN,NaN,NaN
ea72oy47i0futn8pyu87sm0wk,Strahinja,Ristić,NaN,NaN,Male,S. Ristić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2004-03-17,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-07-01Z,2024-08-15Z,active,no,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ebbwvcan8a5dk8uxivpe27is5,Stefan,Bukorac,Stefan,Bukorac,Male,S. Bukorac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1991-02-15,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-06-27Z,NaN,active,yes,5.0,Sremska Mitrovica,192.0,90.0,both,NaN,NaN,NaN
eo99bjcr7q0eo1vcz4ib2xwtm,Uroš,Lazić,Uros,Lazic,Male,U. Lazić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2003-03-15,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2025-01-05Z,2025-06-30Z,active,no,44.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ew1vvy90dvdjb9z4gxubil6ju,Petar,Ćirković,Petar,Cirkovic,Male,P. Ćirković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1999-11-19,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-09-11Z,2025-07-31Z,active,no,22.0,NaN,NaN,NaN,left,NaN,NaN,NaN
f3zf8j1j63x8fg0fjh6cbvdre,Uroš,Ignjatović,Uros,Ignjatovic,Male,U. Ignjatović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2001-02-18,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-06-27Z,NaN,active,yes,24.0,Beograd,171.0,60.0,NaN,NaN,NaN,NaN
f47497xw19znna1i3bwxl3xed,Goran,Stevanović,Goran,Stevanovic,Male,G. Stevanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,coach,1966-11-27,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-06-04Z,2024-12-01Z,active,no,NaN,Sremska Mitrovica,NaN,NaN,NaN,NaN,NaN,NaN
gshjz8lmpxqf1le94zutpgr8,Dragan,Čubra,NaN,NaN,Male,D. Čubra,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2002-06-04,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-06-27Z,2025-01-02Z,active,no,27.0,NaN,NaN,NaN,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN
nt2ddiawtszo6chmat9ox1bd,Filip,Krstić,Filip,Krstic,Male,F. Krstić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1997-08-29,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-06-06Z,NaN,active,yes,4.0,NaN,182.0,72.0,NaN,NaN,NaN,NaN
