id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,status,active,secondNationality,secondNationalityId,knownName,endDate
9w8j6xkrun0cpvpfe0mzteyuh,Juan de Dios,Rivas Margalef,Juan de Dios,Rivas Margalef,Male,Juande Rivas,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,1999-07-07,Córdoba,Spain,49ih1pwv3ahshdf8uzrimi54c,188.0,78.0,right,5.0,2025-07-20Z,active,yes,NaN,NaN,Juande Rivas,NaN
9wek84cn7z0ou46623nlo876y,Leandro Mário,Baldé Sanca,Leandro Mário,Baldé Sanca,Male,Leandro Sanca,Guinea-Bissau,5ikz7810612v7a6l5u6gxa6vm,Midfielder,player,2000-01-04,Lisboa,Portugal,1nbm5i9a0403zzvltn17lxinc,184.0,74.0,right,11.0,2025-07-18Z,active,yes,Portugal,1nbm5i9a0403zzvltn17lxinc,Leandro Sanca,NaN
at1udit1cr8dox9rgdvkya3je,Filip,Borowski,Filip,Borowski,Male,F. Borowski,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2003-10-06,Bydgoszcz,Poland,27baqb7359ywdvsxxklx1kn11,181.0,68.0,right,28.0,2025-07-10Z,active,yes,NaN,NaN,NaN,NaN
c13mrhlxqb421xscvv5e8gg7o,Dawid,Rychta,Dawid,Rychta,Male,D. Rychta,Poland,27baqb7359ywdvsxxklx1kn11,Goalkeeper,player,2006-03-04,Wołomin,Poland,27baqb7359ywdvsxxklx1kn11,192.0,82.0,right,79.0,2023-07-18Z,active,yes,NaN,NaN,NaN,NaN
czkfem9rq9t8p81g83hgvsa21,Andreas,Katsantonis,Andreas,Katsantonis,Male,A. Katsantonis,Cyprus,3om8cj5nhmq1rzzkykubm5icj,Attacker,player,2000-02-16,Nicosia,Cyprus,3om8cj5nhmq1rzzkykubm5icj,181.0,81.0,right,70.0,2024-09-01Z,active,yes,NaN,NaN,NaN,NaN
cztmb9a90siksck53emqdeb4l,Mateusz,Smuda,Mateusza,Smudy,Male,M. Smuda,Poland,27baqb7359ywdvsxxklx1kn11,NaN,assistant coach,1971-09-13,NaN,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,NaN,NaN,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN
d07nu8pupuvgpyku9jkvb1edw,Mateusz,Kopczyński,Mateusz,Kopczynski,Male,M. Kopczyński,Poland,27baqb7359ywdvsxxklx1kn11,Attacker,player,2007-12-17,NaN,Poland,27baqb7359ywdvsxxklx1kn11,186.0,75.0,NaN,16.0,2025-02-20Z,active,yes,NaN,NaN,NaN,NaN
d5hzf2vv84jfne8ijsdjqd52h,Quentin,Boisgard,Quentin,Boisgard,Male,Q. Boisgard,France,7gww28djs405rfga69smki84o,Midfielder,player,1997-03-17,Toulouse,France,7gww28djs405rfga69smki84o,174.0,75.0,right,17.0,2025-06-20Z,active,yes,NaN,NaN,NaN,NaN
dakv87na1mos0y7pzo20tcxnu,German,Barkovskiy,German,Barkovskiy,Male,G. Barkovskiy,Belarus,2vn7xzv9g752y1h5ufjzr27i8,Attacker,player,2002-06-25,Bobruysk,Belarus,2vn7xzv9g752y1h5ufjzr27i8,190.0,86.0,left,63.0,2025-07-17Z,active,yes,NaN,NaN,NaN,2026-06-30Z
dn1xzedh61k9dcrvd9rg6aove,Emmanuel,Kapo Twumasi,Ema,Twumasi,Male,E. Twumasi,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,1997-05-18,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,173.0,76.0,right,55.0,2025-06-25Z,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN
duxdphb0uj1nn1s48o85ku6tw,Jakub,Lewicki,Jakub,Lewicki,Male,J. Lewicki,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2005-09-17,Białystok,Poland,27baqb7359ywdvsxxklx1kn11,182.0,70.0,both,36.0,2024-09-07Z,active,yes,NaN,NaN,NaN,NaN
dv19gtc0jqvxmtxzxz3nw04wl,Jakub,Czerwiński,Jakub,Czerwinski,Male,J. Czerwiński,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1991-08-06,Krynica Zdrój,Poland,27baqb7359ywdvsxxklx1kn11,183.0,84.0,right,4.0,2018-06-14Z,active,yes,NaN,NaN,NaN,NaN
e9roqxv5v9c7rnu2n0v5eb5xx,Karol,Szymański,Karol,Szymanski,Male,K. Szymański,Poland,27baqb7359ywdvsxxklx1kn11,Goalkeeper,player,1993-06-25,Szczecinek,Poland,27baqb7359ywdvsxxklx1kn11,192.0,92.0,right,33.0,2020-08-01Z,active,yes,NaN,NaN,NaN,NaN
eo7j8m95en3u2zpwehwy7vjrp,Tomasz,Mokwa,Tomasz,Mokwa,Male,T. Mokwa,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1993-02-10,Słupsk,Poland,27baqb7359ywdvsxxklx1kn11,182.0,82.0,right,22.0,2018-08-08Z,active,yes,NaN,NaN,NaN,NaN
f4iz7rz0fdum9iz6r7llqtd78,Levis,Pitan,Levis,Pitan,Male,L. Pitan,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2005-05-24,Coventry,England,1fk5l4hkqk12i7zske6mcqju6,186.0,88.0,right,15.0,2024-08-07Z,active,yes,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN
kd98imbqfm5d80ykcjnvirdg,Szczepan,Mucha,Szczepan,Mucha,Male,S. Mucha,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2004-02-29,Bielsko-Biała,Poland,27baqb7359ywdvsxxklx1kn11,173.0,70.0,right,23.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
oyatrrl4rq1erkhluznzhi39,Jorge Félix,Muñoz García,Jorge,Félix,Male,Jorge Félix,Spain,49ih1pwv3ahshdf8uzrimi54c,Attacker,player,1991-08-22,Madrid,Spain,49ih1pwv3ahshdf8uzrimi54c,175.0,76.0,right,7.0,2022-08-02Z,active,yes,NaN,NaN,NaN,NaN
10oo5ya8jupb62jcm0poyv97u,Aleks,Ławniczak,Aleks,Lawniczak,Male,A. Ławniczak,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1999-05-05,Poznań,Poland,27baqb7359ywdvsxxklx1kn11,189.0,87.0,right,5.0,2022-02-01Z,active,yes,NaN,NaN,NaN,NaN
1fv3h5xbsw70cyxm4chcojg89,Adam,Radwański,Adam,Radwanski,Male,A. Radwański,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1998-04-10,Płock,Poland,27baqb7359ywdvsxxklx1kn11,170.0,63.0,right,18.0,2024-06-20Z,active,yes,NaN,NaN,NaN,NaN
1hs3qkf979mqerud6y20p67tg,Adam,Matysek,Adam,Matysek,Male,A. Matysek,Poland,27baqb7359ywdvsxxklx1kn11,Goalkeeper,player,2007-05-30,NaN,Poland,27baqb7359ywdvsxxklx1kn11,190.0,85.0,right,22.0,2024-12-04Z,active,yes,NaN,NaN,NaN,NaN
1vto9g1r7vobg2tb4lq6bzh79,Mateusz,Grzybek,Mateusz,Grzybek,Male,M. Grzybek,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1996-03-30,Tychy,Poland,27baqb7359ywdvsxxklx1kn11,178.0,68.0,right,13.0,2023-01-23Z,active,yes,NaN,NaN,NaN,NaN
2ehr8108qu2cltqkicscz3fmd,Luka,Lučić,Luka,Lucic,Male,L. Lučić,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1995-01-02,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,182.0,NaN,NaN,35.0,2025-07-01Z,active,yes,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN
2nqj02mp08bxdv11btt43isph,Jasmin,Burić,Jasmin,Buric,Male,J. Burić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Goalkeeper,player,1987-02-18,Zenica,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,193.0,80.0,right,1.0,2022-01-03Z,active,yes,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN
33ob92qa55cbqjiwyajv7dyvp,Josip,Ćorluka,Josip,Corluka,Male,J. Ćorluka,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Defender,player,1995-03-03,Grude,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,184.0,80.0,right,16.0,2025-02-13Z,active,yes,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN
34z8u14zr4c4m1d7dsm0pahyi,Jakub,Sypek,Jakub,Sypek,Male,J. Sypek,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2001-04-07,Nysa,Poland,27baqb7359ywdvsxxklx1kn11,180.0,72.0,right,19.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
3ipajudcmx3tm6r95qnbxz5zo,Michalis,Kosidis,Michalis,Kosidis,Male,M. Kosidis,Greece,6lpgd60z890no2v46zdecrcss,Attacker,player,2002-02-09,Thessaloniki,Greece,6lpgd60z890no2v46zdecrcss,191.0,80.0,right,9.0,2025-07-05Z,active,yes,NaN,NaN,NaN,NaN
3j8dy7bbcxi079r3cy4rdve5m,Kajetan,Szmyt,Kajetan,Szmyt,Male,K. Szmyt,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2002-05-29,Poznań,Poland,27baqb7359ywdvsxxklx1kn11,171.0,68.0,right,77.0,2024-06-21Z,active,yes,NaN,NaN,NaN,NaN
3km1i5ifkcrn1karrjwgk4no5,Tomasz,Fornalik,Tomasz,Fornalik,Male,T. Fornalik,Poland,27baqb7359ywdvsxxklx1kn11,NaN,assistant coach,1973-06-03,Bytom,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,NaN,NaN,2024-03-01Z,active,yes,NaN,NaN,NaN,NaN
4bplpmq7yvyjzc8eqplsv6lex,Tomasz,Makowski,Tomasz,Makowski,Male,T. Makowski,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1999-07-19,Zgierz,Poland,27baqb7359ywdvsxxklx1kn11,178.0,72.0,right,6.0,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN
4w4fnup47fnga68td9bu83sut,Nils Ludvig,Fritzson,Ludvig,Fritzson,Male,L. Fritzson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1995-08-25,Mölltorp,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,77.0,right,14.0,2025-01-28Z,active,yes,NaN,NaN,NaN,NaN
54i2f7iwciv7sev9zb440nw4q,Patryk,Kusztal,Patryk,Kusztal,Male,P. Kusztal,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2003-03-28,Legnica,Poland,27baqb7359ywdvsxxklx1kn11,176.0,71.0,right,23.0,2023-01-01Z,active,yes,NaN,NaN,NaN,NaN
5vcwbp1ogz2oc6mlcqc3v5xp1,Michał Jan,Nalepa,Michal,Nalepa,Male,M. Nalepa,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1993-01-22,Chrzanów,Poland,27baqb7359ywdvsxxklx1kn11,170.0,80.0,right,25.0,2023-07-06Z,active,yes,NaN,NaN,NaN,NaN
6qi3kjcejoa3qotg9hxjacr8,Tomasz,Pieńko,Tomasz,Pienko,Male,T. Pieńko,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2004-01-05,Wrocław,Poland,27baqb7359ywdvsxxklx1kn11,185.0,76.0,right,21.0,2021-07-01Z,active,no,NaN,NaN,NaN,2025-07-26Z
77ymwdtn567nm71rgbirpdvkk,Marcel Wojciech,Reguła,Marcel,Regula,Male,M. Reguła,Poland,27baqb7359ywdvsxxklx1kn11,Attacker,player,2006-10-26,Legnica,Poland,27baqb7359ywdvsxxklx1kn11,180.0,73.0,NaN,44.0,2024-07-16Z,active,yes,NaN,NaN,NaN,NaN
7ff3og1e9xcfw5b7uz74hoij9,Hubert,Adamczyk,Hubert,Adamczyk,Male,H. Adamczyk,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1998-02-23,Bydgoszcz,Poland,27baqb7359ywdvsxxklx1kn11,180.0,70.0,right,15.0,2024-08-23Z,active,yes,NaN,NaN,NaN,NaN
7mzujitqtv4jian7kxq5fbbl6,Roman,Yakuba,Roman,Yakuba,Male,R. Yakuba,Ukraine,315w6fk6umfzf4qvba3t55u61,Defender,player,2001-04-23,Lviv,Ukraine,315w6fk6umfzf4qvba3t55u61,191.0,85.0,left,3.0,2025-07-02Z,active,yes,NaN,NaN,NaN,NaN
8tkgdzqshk1ttwuk6mmit06j8,Krzysztof,Kolanko,Krzysztof,Kolanko,Male,K. Kolanko,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2006-08-03,NaN,Poland,27baqb7359ywdvsxxklx1kn11,163.0,57.0,right,24.0,2024-07-13Z,active,no,NaN,NaN,NaN,2025-08-01Z
97lsz7ljwbyhjr9qa2qshphat,Dominik,Hładun,Dominik,Hladun,Male,D. Hładun,Poland,27baqb7359ywdvsxxklx1kn11,Goalkeeper,player,1995-09-17,Lubin,Poland,27baqb7359ywdvsxxklx1kn11,190.0,77.0,right,30.0,2024-07-17Z,active,yes,NaN,NaN,NaN,NaN
9icjikaqrkb2rnzyijotv6f2t,Damian,Dąbrowski,Damian,Dabrowski,Male,D. Dąbrowski,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1992-08-27,Kamienna Góra,Poland,27baqb7359ywdvsxxklx1kn11,182.0,81.0,right,8.0,2023-06-16Z,active,yes,NaN,NaN,NaN,NaN
9j9royq4nk9ls9q30m7wpj4es,Bartłomiej,Kłudka,Bartlomiej,Kludka,Male,B. Kłudka,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2002-05-14,Lubin,Poland,27baqb7359ywdvsxxklx1kn11,186.0,72.0,right,27.0,2021-07-02Z,active,yes,NaN,NaN,NaN,NaN
9rcx3khadpfo3r0dfk9sv845w,Szymon,Karasiński,Szymon,Karasinski,Male,S. Karasiński,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2004-03-25,NaN,Poland,27baqb7359ywdvsxxklx1kn11,184.0,78.0,NaN,38.0,2025-07-01Z,active,no,NaN,NaN,NaN,2025-08-19Z
9s4ksymfybxigiq8vnmdvf7dg,Filip,Kocaba,Filip,Kocaba,Male,F. Kocaba,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2004-11-13,NaN,Poland,27baqb7359ywdvsxxklx1kn11,183.0,75.0,NaN,39.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
9tv1ztkm2d7x9kgg0nm13nrl6,Marek,Mróz,Marek,Mróz,Male,M. Mróz,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1999-02-18,Nowy Sącz,Poland,27baqb7359ywdvsxxklx1kn11,179.0,74.0,right,7.0,2023-06-21Z,active,yes,NaN,NaN,NaN,NaN
ah6vnv6ucqsj05pj9ofmmfhlh,Mateusz,Wdowiak,Mateusz,Wdowiak,Male,M. Wdowiak,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1996-08-28,Kraków,Poland,27baqb7359ywdvsxxklx1kn11,174.0,60.0,right,17.0,2023-08-08Z,active,yes,NaN,NaN,NaN,NaN
alqx9wrempk5fxvruv94sk2l0,Kamil,Sochań,Kamil,Sochan,Male,K. Sochań,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2004-02-04,Wrocław,Poland,27baqb7359ywdvsxxklx1kn11,186.0,82.0,right,2.0,2025-01-31Z,active,yes,NaN,NaN,NaN,NaN
aozrpd2znbrm7lex6xskpv8k4,Cyprian,Popielec,Cyprian,Popielec,Male,C. Popielec,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2007-03-07,Zamość,Poland,27baqb7359ywdvsxxklx1kn11,172.0,85.0,right,99.0,2023-08-04Z,active,yes,NaN,NaN,NaN,NaN
bmo56v7uvb34hdh25rgndo1ec,Jakub,Kolan,Jakub,Kolan,Male,J. Kolan,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2004-08-03,Prudnik,Poland,27baqb7359ywdvsxxklx1kn11,177.0,71.0,right,26.0,2022-10-18Z,active,yes,NaN,NaN,NaN,NaN
ci8x7nlhl8rkjenupa7tzihnt,Damian,Michalski,Damian,Michalski,Male,D. Michalski,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1998-05-17,Belchatow,Poland,27baqb7359ywdvsxxklx1kn11,189.0,90.0,right,4.0,2025-02-03Z,active,yes,NaN,NaN,NaN,NaN
ckkhqt7f8fuztisknimnqm7mc,Kamil,Nowogoński,Kamil,Nowogonski,Male,K. Nowogoński,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2007-02-18,NaN,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,NaN,71.0,2025-05-16Z,active,yes,NaN,NaN,NaN,NaN
d2g729gpz8ikd2l8o5pl66thx,Leszek,Ojrzynski,Leszek,Ojrzynski,Male,L. Ojrzynski,Poland,27baqb7359ywdvsxxklx1kn11,NaN,coach,1972-05-31,Ciechanow,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,NaN,NaN,2025-03-13Z,active,yes,NaN,NaN,NaN,NaN
doch4rktzt268o7tb0hj0bztg,Igor,Orlikowski,Igor,Orlikowski,Male,I. Orlikowski,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2006-02-09,Krotoszyn,Poland,27baqb7359ywdvsxxklx1kn11,178.0,70.0,right,31.0,2023-07-13Z,active,yes,NaN,NaN,NaN,NaN
ebn71lrsrf2ndlgjm17n04phw,Mateusz,Dziewiatowski,Mateusz,Dziewiatowski,Male,M. Dziewiatowski,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2007-06-28,Lubin,Poland,27baqb7359ywdvsxxklx1kn11,180.0,68.0,left,20.0,2024-02-09Z,active,yes,NaN,NaN,NaN,NaN
euvavfppzrgw6swh7syek8qmt,Arkadiusz,Woźniak,Arkadiusz,Wozniak,Male,A. Woźniak,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1990-06-01,Lubin,Poland,27baqb7359ywdvsxxklx1kn11,184.0,79.0,right,11.0,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN
1957std7hji9ca7bd29y8at7u,Jens Patrik,Wålemark,Patrik,Wålemark,Male,P. Wålemark,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2001-10-14,Göteborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,75.0,left,10.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
2gyzpo4amzw3ibxq47dyzvmx,João Gervásio,Bragança Moutinho,João Gervásio,Bragança Moutinho,Male,João Moutinho,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,1998-01-12,Lisbon,Portugal,1nbm5i9a0403zzvltn17lxinc,183.0,70.0,left,4.0,2025-07-16Z,active,yes,NaN,NaN,João Moutinho,NaN
2qz595mok077y4hye1qv8idw,Kornel,Lisman,Kornel,Lisman,Male,K. Lisman,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2006-02-20,Szczecin,Poland,27baqb7359ywdvsxxklx1kn11,186.0,74.0,right,56.0,2024-01-19Z,active,yes,NaN,NaN,NaN,NaN
2z5wtnsmcoo56atafsomynlec,Antoni,Kozubal,Antoni,Kozubal,Male,A. Kozubal,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2004-08-18,Krosno,Poland,27baqb7359ywdvsxxklx1kn11,177.0,68.0,right,43.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN
3cguasdf8d21sxsk537az9yax,Joel,Vieira Pereira,Joel,Vieira Pereira,Male,Joel Pereira,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,1996-09-28,Vila Nova de Gaia,Portugal,1nbm5i9a0403zzvltn17lxinc,178.0,73.0,right,2.0,2021-07-01Z,active,yes,NaN,NaN,Joel Pereira,NaN
3m30tv5kstuh92x69m8h4ins9,Bartosz,Mrozek,Bartosz,Mrozek,Male,B. Mrozek,Poland,27baqb7359ywdvsxxklx1kn11,Goalkeeper,player,2000-02-23,Katowice,Poland,27baqb7359ywdvsxxklx1kn11,192.0,82.0,right,41.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
4di5fe8ewh5fpduq6hobilvjd,Luis Enrique,Palma Oseguera,Luis,Palma,Male,L. Palma,Honduras,56ftnqeq3x3j77uone8qm5ow6,Midfielder,player,2000-01-17,La Ceiba,Honduras,56ftnqeq3x3j77uone8qm5ow6,178.0,71.0,right,77.0,2025-07-21Z,active,yes,NaN,NaN,NaN,2026-06-30Z
4gq339a5xixr87yvhfnyakk45,Bartosz,Salamon,Bartosz,Salamon,Male,B. Salamon,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1991-05-01,Poznań,Poland,27baqb7359ywdvsxxklx1kn11,196.0,84.0,right,18.0,2021-01-09Z,active,no,NaN,NaN,NaN,2025-08-27Z
4zypjoj5r2y9fqpqxn8cd7o16,Ian Jakob,Hoffmann,Ian,Hoffmann,Male,I. Hoffmann,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2001-09-08,Wilton,USA,7hr2f89v44y65dyu9k92vprwn,175.0,61.0,right,NaN,2026-01-01Z,active,no,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN
57sb1ucemao2x9b7zsvzb3i8k,Timothy Noor,Ouma,Timothy,Ouma,Male,T. Ouma,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,Midfielder,player,2004-06-10,Nairobi,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,183.0,75.0,right,6.0,2025-07-18Z,active,yes,NaN,NaN,NaN,2026-06-30Z
5arng6g4ietx2jwgcd2kpqdpl,Robert Krzysztof,Gumny,Robert,Gumny,Male,R. Gumny,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1998-06-04,Poznań,Poland,27baqb7359ywdvsxxklx1kn11,182.0,71.0,right,20.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
5zlp0xtvzcdvaqlphapj07nxl,Afonso Gamelas,de Pinho Sousa,Afonso Gamelas,de Pinho Sousa,Male,Afonso Sousa,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,player,2000-05-03,Aveiro,Portugal,1nbm5i9a0403zzvltn17lxinc,174.0,64.0,right,7.0,2022-06-17Z,active,no,NaN,NaN,Afonso Sousa,2025-08-15Z
5zozzqn4d3emub8vukqlqiwut,Niels,Frederiksen,Niels,Frederiksen,Male,N. Frederiksen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1970-11-05,Odense,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN
669nrwkw1894dlw8pf8105mfp,Denny,Landzaat,Denny,Landzaat,Male,D. Landzaat,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1976-05-06,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,70.0,NaN,NaN,2022-10-29Z,active,yes,NaN,NaN,NaN,NaN
66wxwyuqpe9fqd7pgj3u3lzah,Erik Martin Leo,Bengtsson,Leo,Bengtsson,Male,L. Bengtsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1998-05-26,Ingarö,Sweden,1z6l2c33w2kyz9rdefs1d68nb,179.0,71.0,right,14.0,2025-07-10Z,active,yes,NaN,NaN,NaN,NaN
68f1qv634p6nkrwg0iqf44y6s,Kamil,Jakóbczyk,Kamil,Jakóbczyk,Male,K. Jakóbczyk,Poland,27baqb7359ywdvsxxklx1kn11,Attacker,player,2007-10-23,NaN,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,NaN,54.0,2025-08-28Z,active,yes,NaN,NaN,NaN,NaN
6dioxrahqm3l316lwtvqstnxm,Pablo,Rodríguez Delgado,Pablo,Rodríguez,Male,Pablo Rodríguez,Spain,49ih1pwv3ahshdf8uzrimi54c,Attacker,player,2001-08-04,Las Palmas de Gran Canaria,Spain,49ih1pwv3ahshdf8uzrimi54c,178.0,70.0,right,99.0,2025-07-18Z,active,yes,NaN,NaN,NaN,NaN
7eerzaqbpm84ogq0y24cv1ck5,Filip Wojciech,Jagiełło,Filip,Jagiello,Male,F. Jagiełło,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1997-08-08,Lubin,Poland,27baqb7359ywdvsxxklx1kn11,180.0,70.0,both,24.0,2024-08-13Z,active,yes,NaN,NaN,NaN,NaN
7xw0h0pegzhoix5hb4hipj2l1,Ali,Gholizadeh Nojedeh,Ali,Gholizadeh,Male,A. Gholizadeh,Iran,e53g9hr2d3kasm34uumbg8r4,Midfielder,player,1996-03-10,Tehran,Iran,e53g9hr2d3kasm34uumbg8r4,175.0,66.0,left,8.0,2023-07-11Z,active,yes,NaN,NaN,NaN,NaN
82tw93trtvo45k8fzdr1tnthw,Mateusz,Pruchniewski,Mateusz,Pruchniewski,Male,M. Pruchniewski,Poland,27baqb7359ywdvsxxklx1kn11,Goalkeeper,player,2007-02-15,Katowice,Poland,27baqb7359ywdvsxxklx1kn11,185.0,77.0,right,33.0,2025-06-19Z,active,yes,NaN,NaN,NaN,NaN
88ltcmthybimleezmuyyrmqga,Bryan Benjamin,Solhaug Fiabema,Bryan,Fiabema,Male,B. Fiabema,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2003-02-16,Tromsø,Norway,7f16iy4w8u8ogyn6pfooqwv5z,183.0,72.0,right,19.0,2024-07-10Z,active,yes,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN
8af61do2dmxrr3ib9acck4aju,Mateusz,Skrzypczak,Mateusz,Skrzypczak,Male,M. Skrzypczak,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2000-08-22,Poznań,Poland,27baqb7359ywdvsxxklx1kn11,186.0,77.0,right,72.0,2025-06-20Z,active,yes,NaN,NaN,NaN,NaN
8t9x6qe02hvtupcej7q46fphx,Mikael,Ishak,Mikael,Ishak,Male,M. Ishak,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,1993-03-31,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,81.0,both,9.0,2020-07-20Z,active,yes,Syria,3tsnzfkszhsktmhsmwar1tvp8,NaN,NaN
8uzx6yb66zjn0ke2rwqlg7wus,Mel Yannick Joel,Agnero,Yannick,Agnero,Male,Y. Agnero,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,2003-02-20,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,184.0,NaN,right,7.0,2025-09-01Z,active,yes,NaN,NaN,NaN,NaN
96uzhuuez4q5pgxb566ryk53p,Nils Erik Elias,Andersson,Elias,Andersson,Male,E. Andersson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1996-01-31,Gothenburg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,75.0,left,5.0,2025-06-19Z,active,no,NaN,NaN,NaN,2025-08-26Z
99w23x9a9lmnrl2lu55fp9dnu,Taofeek,Ajibade Ismaheel,Taofeek,Ismaheel,Male,T. Ismaheel,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2000-07-16,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,172.0,62.0,NaN,88.0,2025-09-01Z,active,yes,NaN,NaN,NaN,2026-06-30Z
