id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,foot,shirtNumber,startDate,status,active,placeOfBirth,height,weight,endDate,knownName
a9h894p770w99g9q24ov6os2c,Alpha Amadou,Barry,Alpha,Barry,Male,A. Barry,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2007-07-26,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,72.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
akiclq4of0hue4gzghoq1ghlg,Robin,Mirisola,Robin,Mirisola,Male,R. Mirisola,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2006-12-08,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,59.0,2023-03-30Z,active,yes,NaN,NaN,NaN,NaN,NaN
b16xxxexqu3juqt0t3fm7evis,Myeong-Jun,Kim,Myeong-Jun,Kim,Male,Kim Myeong-Jun,Korea Republic,4vzpxtqkiwx0puygnmayr74di,NaN,NaN,Attacker,player,2006-03-21,Korea Republic,4vzpxtqkiwx0puygnmayr74di,NaN,89.0,2025-01-23Z,active,yes,NaN,183.0,73.0,NaN,Kim Myeong-Jun
b9swaz6cb0w97d2rimgh4jh90,Keo,Boets,Keo,Boets,Male,K. Boets,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2003-12-21,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,81.0,2024-07-01Z,active,yes,NaN,189.0,75.0,NaN,NaN
bee0xhqhgmssyi1ny68lc3w9g,August,De Wannemacker,August,De Wannemacker,Male,A. De Wannemacker,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2008-12-25,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,56.0,2024-10-18Z,active,yes,NaN,NaN,NaN,NaN,NaN
bo0ooppooioiw4l9wrvhjk0es,Aaron,Murenzi,Aaron,Murenzi,Male,A. Murenzi,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2008-05-23,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,57.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
bzf0mf21jsykjm9xbzilf1f6c,Kenan,Baban Haroun,Kenan,Haroun,Male,K. Haroun,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2006-07-05,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,86.0,2024-03-28Z,active,yes,NaN,NaN,NaN,NaN,NaN
c9rsmnwugw2z3ogobj2856i38,Yaimar Abel,Medina Ortiz,Yaimar,Medina,Male,Y. Medina,Ecuador,6pyj2bytt2osbjk69owzfehcg,NaN,NaN,Midfielder,player,2004-11-05,Ecuador,6pyj2bytt2osbjk69owzfehcg,NaN,19.0,2025-03-01Z,active,yes,Eloy Alfaro,177.0,73.0,NaN,NaN
cc658or105rz0rht4s4w9r76c,Lino,Decresson,Lino,Decresson,Male,L. Decresson,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2007-03-14,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,NaN,2025-03-01Z,active,yes,Hasselt,165.0,NaN,NaN,NaN
ckqafbby7ldpej8p04wjt1wyc,Manu,Mocsnik,Manu,Mocsnik,Male,M. Mocsnik,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2007-07-21,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,2025-03-13Z,active,yes,NaN,NaN,NaN,NaN,NaN
cnsgwetu53lcwxf5b8x3ecmc4,Luka,Lukanić,Luka,Lukanic,Male,L. Lukanić,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,Midfielder,player,2004-05-03,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,78.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
ctyeiw325fykxcejgbqksl1ck,Brad Ryan,Manguelle,Brad,Manguelle,Male,B. Manguelle,Belgium,4wbzjcclyefma1ourvjsu4q2j,Cameroon,4eb9feio6u267dd1jcwaf38mt,Defender,player,2007-11-27,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,22.0,2023-07-01Z,active,yes,NaN,185.0,74.0,NaN,NaN
6598dm683dw49mce66mxvzhg4,Bertan,Çalışkan,Bertan,Caliskan,Male,B. Çalışkan,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2005-02-07,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,61.0,2024-05-10Z,active,yes,NaN,NaN,NaN,NaN,NaN
d8d8xzpzhb4h79tjj2i4b11w,Faissal,Al Mazyani,Faissal,Al Mazyani,Male,F. Al Mazyani,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2005-01-18,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,63.0,2022-07-01Z,active,no,Antwerpen,180.0,69.0,2024-09-02Z,NaN
de4x27curp1n4bg1rfjcn2d5g,Cédric,Nuozzi,Cédric,Nuozzi,Male,C. Nuozzi,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2006-01-30,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,74.0,2022-09-16Z,active,yes,NaN,NaN,NaN,NaN,NaN
dkz1ffqe2zcg1ywmh38h7il1w,Matthias,Wamu Oyatambwe,Matthias,Wamu Oyatambwe,Male,M. Wamu Oyatambwe,Belgium,4wbzjcclyefma1ourvjsu4q2j,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Midfielder,player,2008-10-22,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,58.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
ea320c69ufl4qibwk9whz578,Lenn-Minh Quang,Tran,Lenn-Minh,Tran,Male,L. Tran,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2007-03-13,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,53.0,2024-08-24Z,active,yes,NaN,NaN,NaN,NaN,NaN
eb1rih67f03kwljbge37id1ck,Martin Jean,Wasinski,Martin,Wasinski,Male,M. Wasinski,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2004-04-07,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,63.0,2025-01-22Z,active,yes,Liege,185.0,73.0,2025-06-30Z,NaN
errumr0tp8wraymef8l7l27ai,Olivier Marc,Vliegen,Olivier,Vliegen,Male,O. Vliegen,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,1999-02-07,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,82.0,2024-07-28Z,active,yes,NaN,188.0,85.0,NaN,NaN
exjhsivjsyxlf8y292ibtyxas,Lucca,Brughmans,Lucca,Brughmans,Male,L. Brughmans,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2008-06-27,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,51.0,2023-08-31Z,active,yes,NaN,197.0,85.0,NaN,NaN
ez02h1tgmvsk1e3c8p22qxdsk,Ali,Camara,Ali,Camara,Male,A. Camara,Belgium,4wbzjcclyefma1ourvjsu4q2j,Guinea,4i9sg55wigitrfx7290f59ceo,Attacker,player,2008-01-13,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,67.0,2024-11-21Z,active,yes,NaN,NaN,NaN,NaN,NaN
lbmfn35gv1736jtzrc54df6c,Adrián José,Palacios Hernández,Adrian,Palacios,Male,A. Palacios,Venezuela,1er0616j12s9yghuzvsx76d5v,Colombia,6kby8rq1p01fg5ds38ckkrcs5,Defender,player,2004-06-07,Venezuela,1er0616j12s9yghuzvsx76d5v,left,34.0,2024-09-14Z,active,yes,Alberto Adriani,186.0,82.0,NaN,NaN
s4y4iktyk6vcknw5ctxn0hzo,Djoully,Nzoko,Djoully,Nzoko,Male,D. Nzoko,Finland,2u07e54v5dprsugdvddpq5ync,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Attacker,player,2007-10-11,Finland,2u07e54v5dprsugdvddpq5ync,right,79.0,2024-09-06Z,active,yes,NaN,NaN,NaN,NaN,NaN
123rroqbxqau7g1b86dyy4mqc,Andrea,Piron,Andrea,Piron,Male,A. Piron,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2005-10-26,Belgium,4wbzjcclyefma1ourvjsu4q2j,left,16.0,2024-05-10Z,active,yes,NaN,NaN,NaN,NaN,NaN
1dpz2wyzessv6nm7ljivmd3h1,Gaëtan,Hendrickx,Gaëtan,Hendrickx,Male,G. Hendrickx,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1995-03-30,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,22.0,2025-02-05Z,active,yes,Braine-l'Alleud,175.0,64.0,NaN,NaN
1ekfu3u2d9vh73lw2dzdcr1wq,Isaac,Nuhu,Isaac,Nuhu,Male,I. Nuhu,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Attacker,player,2001-09-30,Ghana,2q2sw72utw5gu9t5y4knckwba,right,7.0,2020-01-01Z,active,yes,NaN,171.0,60.0,NaN,NaN
1fu9y7gemoii89ejj7bkex78p,Regan,Evans Charles-Cook,Regan,Charles-Cook,Male,Regan Charles-Cook,Grenada,187lxllgvpivhdcyw002tue8m,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,1997-02-14,England,1fk5l4hkqk12i7zske6mcqju6,right,10.0,2022-07-01Z,active,yes,London,174.0,69.0,NaN,NaN
20oiek3wd33mihfp13csvq6i2,Tom,Roufosse,Tom,Roufosse,Male,T. Roufosse,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2001-03-28,Belgium,4wbzjcclyefma1ourvjsu4q2j,both,99.0,2020-01-01Z,active,yes,Liège,181.0,72.0,NaN,NaN
2dffynjkmslirpckd03al46c4,Karol Lorenzo,Youndje Sihom,Lorenzo,Youndje,Male,L. Youndje,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2005-04-12,Cameroon,4eb9feio6u267dd1jcwaf38mt,left,34.0,2023-07-01Z,active,no,Yaoundé,NaN,NaN,2025-01-08Z,NaN
2i6q4kt11g5cjf89ph6oj2k9g,Luca,Chavet,Luca,Chavet,Male,L. Chavet,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2004-01-11,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,36.0,2025-01-17Z,active,yes,NaN,NaN,NaN,NaN,NaN
2uykq79ck5bozg0tqvdzko6c4,Pape Youssou,Niang,Pape Youssou,Niang,Male,P. Niang,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Midfielder,player,2003-03-23,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,26.0,2023-10-10Z,active,yes,Dakar,NaN,NaN,NaN,NaN
2xletuhhaxmfqbjbgq4ehpyol,Jason Alan,Davidson,Jason,Davidson,Male,J. Davidson,Australia,u5ieemi69z72c3bgczyy68lo,Greece,6lpgd60z890no2v46zdecrcss,Midfielder,player,1991-06-29,Australia,u5ieemi69z72c3bgczyy68lo,left,3.0,2022-07-01Z,active,no,Melbourne,180.0,72.0,2024-08-31Z,NaN
3dvsozfd88bd3keskzd2n69sk,Raphael Augustin,Di Matteo,Raphael,Di Matteo,Male,R. Di Matteo,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2006-01-23,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,38.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
3uv2rliy0djrmi2q82x0j9x0q,Julian Elias,Renner,Julian,Renner,Male,J. Renner,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Goalkeeper,player,2003-06-07,Germany,36min0qztu8eydwvpv8t1is0m,NaN,44.0,2021-09-16Z,active,yes,NaN,189.0,NaN,NaN,NaN
3zhfewz13nux250u7t45krdp0,Gaël Domenico,Criminisi,Gaël,Criminisi,Male,G. Criminisi,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2006-06-27,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,77.0,2024-12-07Z,active,yes,NaN,NaN,NaN,NaN,NaN
42q5b24ulqzqwhy8lcbn9t8et,Mersad,Selimbegović,Mersad,Selimbegovic,Male,M. Selimbegović,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,NaN,coach,1982-04-29,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,2024-07-26Z,active,yes,NaN,180.0,78.0,NaN,NaN
4rkl9bef513htcb8toe8lvkyx,Jan,Král,Jan,Král,Male,J. Král,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1999-04-05,Czechia,5md5tpwr2nmqao528prx43jr7,left,21.0,2023-07-01Z,active,no,Česká Lípa,194.0,88.0,2024-09-09Z,NaN
50iwwx11r99cvce6x8cp52c16,Abdul,Manaf Nurudeen,Abdul,Nurudeen,Male,A. Nurudeen,Ghana,2q2sw72utw5gu9t5y4knckwba,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,1999-02-08,Ghana,2q2sw72utw5gu9t5y4knckwba,right,33.0,2019-02-20Z,active,yes,Accra,190.0,77.0,NaN,NaN
56akt1tmzo2adv8elthwfvt91,Kevin,Möhwald,Kevin,Möhwald,Male,K. Möhwald,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Midfielder,player,1993-07-03,Germany,36min0qztu8eydwvpv8t1is0m,right,8.0,2023-07-01Z,active,yes,Erfurt,182.0,75.0,NaN,NaN
5faeh0yyd61tczv6zminql5p0,Théo Simon,Maréchal,Théo,Maréchal,Male,T.  Maréchal,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2005-01-18,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,47.0,2024-03-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
5mdl34isp6ta4mz1btlzswk5w,David,Widlarz,David,Widlarz,Male,D. Widlarz,Poland,27baqb7359ywdvsxxklx1kn11,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2005-03-03,Germany,36min0qztu8eydwvpv8t1is0m,NaN,17.0,2024-06-28Z,active,yes,NaN,NaN,NaN,NaN,NaN
5phv874rxdk8ues3ef6hnd80l,Alfreð,Finnbogason,Alfred,Finnbogason,Male,A. Finnbogason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,Attacker,player,1989-02-01,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,right,27.0,2023-08-18Z,active,no,Reykjavík,184.0,80.0,2024-09-05Z,NaN
6gs4lheg1iy38w6ltyvmgzjdh,Ihor,Plastun,Igor,Plastun,Male,I. Plastun,Ukraine,315w6fk6umfzf4qvba3t55u61,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,Defender,player,1990-08-20,Ukraine,315w6fk6umfzf4qvba3t55u61,right,32.0,2025-02-05Z,active,yes,Kyiv,193.0,70.0,NaN,NaN
6o1kdj6orb69f9ilwimxlprvu,Shayne Elian Jay,Pattynama,Shayne,Pattynama,Male,S. Pattynama,Indonesia,1zi2c00k6skx48tn692uem0n6,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1998-08-11,Netherlands,6hzi5pltnz67q4la8yli9qfv6,left,20.0,2024-02-01Z,active,yes,Lelystad,185.0,82.0,NaN,NaN
6r9qf9hptfwyefpsk9douhnt,Jérôme,Déom,Jérôme,Déom,Male,J. Déom,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1999-04-19,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,14.0,2021-07-13Z,active,yes,NaN,175.0,65.0,NaN,NaN
6wt29oce6gsthhpmhq705vl9m,Yentl,Van Genechten,Yentl,Van Genechten,Male,Y. Van Genechten,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2000-08-18,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,2.0,2022-06-28Z,active,yes,NaN,191.0,75.0,NaN,NaN
77fldfqlxps1xbdg29anv4vai,Nathan,Bitumazala,Nathan,Bitumazala,Male,N. Bitumazala,France,7gww28djs405rfga69smki84o,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Midfielder,player,2002-12-10,France,7gww28djs405rfga69smki84o,right,11.0,2022-08-17Z,active,yes,Fontainebleau,178.0,68.0,NaN,NaN
8bh749b5p635490hik1pj40yd,Renaud,Emond,Renaud,Emond,Male,R. Emond,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,1991-12-05,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,9.0,2024-01-05Z,active,yes,Virton,186.0,73.0,NaN,NaN
8qa4s74yhn2u9n5tm4mfi934k,Rune,Paeshuyse,Rune,Paeshuyse,Male,R. Paeshuyse,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2002-03-28,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,28.0,2022-07-01Z,active,yes,NaN,187.0,79.0,NaN,NaN
94bgokq72drmf1a15aol9ez2s,Amadou,Keita,Amadou,Keita,Male,A. Keita,Guinea,4i9sg55wigitrfx7290f59ceo,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2001-10-28,Guinea,4i9sg55wigitrfx7290f59ceo,right,18.0,2021-07-01Z,active,yes,Conakry,170.0,78.0,NaN,NaN
94x11y9hqgv8i0presdqsq9ec,Matteo,Filorizzo,Matteo,Filorizzo,Male,M. Filorizzo,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2006-02-19,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,56.0,2024-02-24Z,active,yes,NaN,NaN,NaN,NaN,NaN
9eqfjexay90snhbl2sz8sf8r8,Jaden,Malhage,Jaden,Malhage,Male,J. Malhage,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2005-07-13,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,25.0,2024-05-10Z,active,yes,NaN,175.0,NaN,NaN,NaN
9q6ego1oq93k9fbx35baaqvx0,Luca,Dalla Costa,Luca,Costa,Male,L. Dalla Costa,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2007-02-08,Belgium,4wbzjcclyefma1ourvjsu4q2j,left,58.0,2024-08-17Z,active,yes,Hasselt,182.0,NaN,NaN,NaN
ag74mepy9fnmlykodxo0oxhwp,Brandon,Baiye,Brandon,Baiye,Male,B. Baiye,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2000-12-27,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,6.0,2023-01-23Z,active,yes,Liège,177.0,75.0,NaN,NaN
ai2ynevhekgxtqg5ig74vzi8k,Nicolas,Collubry,Nicolas,Collubry,Male,N. Collubry,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,assistant coach,1988-09-04,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,2024-10-18Z,active,yes,NaN,NaN,NaN,NaN,NaN
b3c7he0nawf4gaovhmn38j7u2,Scott,Fitzgerald Kennedy,Scott,Kennedy,Male,S. Kennedy,Canada,1iaoypzp6syf32cz9l15pzp7e,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1997-03-31,Canada,1iaoypzp6syf32cz9l15pzp7e,left,4.0,2024-09-06Z,active,yes,Calgary,193.0,80.0,NaN,NaN
bddveh7ctxqdthhn63olwb5sk,Ade,Oguns,Ade,Oguns,Male,A. Oguns,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,2001-04-14,Nigeria,63pvdwrsiq5b07mzi8igqei9p,right,70.0,2025-01-30Z,active,yes,Lagos,179.0,81.0,2025-06-30Z,NaN
bjmg69xipgocepwk89487klih,Jan,Gorenc,Jan,Gorenc,Male,J. Gorenc,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,Defender,player,1999-07-26,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,right,30.0,2024-07-01Z,active,yes,Brežice,192.0,85.0,NaN,NaN
bjtr35t49epv2yed1uavi4vf8,Philip Chinemerem,Ejike,Philip,Ejike,Male,P. Ejike,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,2002-04-18,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,24.0,2025-01-26Z,active,yes,NaN,NaN,NaN,2025-06-30Z,NaN
c1grrjf29wtfgbni2qkydf9ey,Boris Luc,Lambert,Boris,Lambert,Male,B. Lambert,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2000-04-10,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,35.0,2019-07-01Z,active,no,Han-sur-Lesse,187.0,78.0,2024-08-29Z,NaN
d8oaf6t7xda034381jipk2ycq,Emrehan,Gedikli,Emrehan,Gedikli,Male,E. Gedikli,Türkiye,6kd6webenogylfgwt2aa9l6vx,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2003-04-25,Germany,36min0qztu8eydwvpv8t1is0m,right,90.0,2024-09-06Z,active,yes,Oberhausen,187.0,84.0,2025-06-30Z,NaN
dadiwuzf33969g3808sdd9brp,Miloš,Pantović,Milos,Pantovic,Male,M. Pantović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1996-07-07,Germany,36min0qztu8eydwvpv8t1is0m,right,19.0,2023-08-28Z,active,yes,München,185.0,67.0,NaN,NaN
ditnpqgspoih5ich7c5vn44fe,Gary Jean,Magnée,Gary,Magnée,Male,G. Magnée,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1999-10-12,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,15.0,2019-07-01Z,active,no,NaN,175.0,67.0,2024-08-17Z,NaN
dxnhp97vrepkx0kcr0d46yb1m,Teddy,Alloh,Teddy,Alloh,Male,T. Alloh,France,7gww28djs405rfga69smki84o,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,player,2002-01-23,France,7gww28djs405rfga69smki84o,left,29.0,2022-09-17Z,active,yes,Paris,176.0,67.0,NaN,NaN
15hz6qslu7ovyn56a5w57xhbd,Lennart,Mertens,Lennart,Mertens,Male,L. Mertens,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,1992-08-14,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,9.0,2023-01-20Z,active,no,NaN,NaN,NaN,2024-11-27Z,NaN
16qat5vtngnl21zg5q7i4ij9,Mamadou,Koné,Mamadou,Koné,Male,M. Koné,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,Attacker,player,1991-12-25,Côte d'Ivoire,tin6kf561ywonqan0mettr98,right,19.0,2022-06-15Z,active,yes,Bingerville,176.0,69.0,NaN,NaN
1dpz2wyzessv6nm7ljivmd3h1,Gaëtan,Hendrickx,Gaëtan,Hendrickx,Male,G. Hendrickx,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1995-03-30,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,10.0,2021-08-14Z,active,no,Braine-l'Alleud,175.0,64.0,2024-12-04Z,NaN
1ezai0a0n3xem17lwhtxwaml1,Tuur,Dierckx,Tuur,Dierckx,Male,T. Dierckx,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,1995-05-09,Belgium,4wbzjcclyefma1ourvjsu4q2j,both,55.0,2024-07-01Z,active,yes,Broechem,171.0,68.0,NaN,NaN
1mj34jka4vo6usp3amdkkqo6h,Guillaume Luc,De Schryver,Guillerme,De Schryver,Male,G. De Schryver,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1996-11-04,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,8.0,2023-08-08Z,active,no,NaN,NaN,NaN,2025-01-16Z,NaN
1sum8qe49e3wyhg2viddt6vis,Tresor,Matanda,Tresor,Matanda,Male,T. Matanda,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,2004-02-29,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,78.0,2024-07-01Z,active,no,NaN,NaN,NaN,2025-01-24Z,NaN
2aoci58r7pgzm4unjl919yiuh,Laurent,Lemoine,Laurent,Lemoine,Male,L. Lemoine,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,1998-04-24,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,5.0,2023-06-15Z,active,no,La Louvière,186.0,75.0,2024-09-04Z,NaN
2pjdwst7uv0os05qmud2jy1as,Simon,Vervacke,Simon,Vervacke,Male,S. Vervacke,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2006-09-10,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,56.0,2023-07-01Z,active,no,NaN,NaN,NaN,2025-01-07Z,NaN
33p8094wbg3jyko9pqllem238,Tom,Moore,Tom,Moore,Male,T. Moore,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2007-04-19,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,75.0,2024-11-22Z,active,yes,NaN,NaN,NaN,NaN,NaN
3t4mkaeijdrid8dz888vj9905,Hernán Pablo,Losada,Hernán Pablo,Losada,Male,H. Losada,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,NaN,NaN,coach,1982-05-09,Argentina,2vovxa97k7v7ofa85dah2xktb,right,NaN,2024-06-27Z,active,yes,Buenos Aires,171.0,62.0,NaN,NaN
44yc73hes2d8zts6oucmmiz8p,Erdon,Daci,Erdon,Daci,Male,E. Daci,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Albania,17zsm8shejejls2on1ffil3op,Attacker,player,1998-07-04,North Macedonia,1lesyxylc5eza0a4z87t9azcc,left,14.0,2024-09-06Z,active,no,Skopje,187.0,75.0,2025-03-07Z,NaN
490bne54xcm4qtcon5d3oc7pw,Oscar,Payen,Oscar,Payen,Male,O. Payen,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2005-07-26,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,58.0,2024-11-22Z,active,no,NaN,NaN,NaN,2025-01-31Z,NaN
4takluoviws2rltarjgvk6fx0,Jarne,Herman,Jarne,Herman,Male,J. Herman,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2006-09-10,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,62.0,2024-11-22Z,active,yes,NaN,NaN,NaN,NaN,NaN
5kqtt06udrg6szweju31uq3h0,Ilian,Mhand Yamna,Ilian,Mhand,Male,I. Mhand,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2005-05-24,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,26.0,2022-11-07Z,active,yes,NaN,NaN,NaN,NaN,NaN
