id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,countryOfBirth,countryOfBirthId,shirtNumber,startDate,endDate,status,active,dateOfBirth,height,placeOfBirth,weight,foot,knownName,secondNationality,secondNationalityId
emvch5bi808s5y92rb740xmnd,Vuk Oskar,Dimitrijevic,Vuk,Dimitrijevic,Male,V. Dimitrijevic,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,29.0,2020-10-16Z,2024-12-31Z,active,no,2001-02-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
f2xpgtbb0ebfp250936anub1m,Ólafur Andrés,Guðmundsson,Ólafur,Gudmundsson,Male,Ó. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,4.0,2021-07-17Z,2024-12-31Z,active,no,2002-03-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1t6ifqjgdducyo4qmq1ocz8mi,Tryggvi Snær,Geirsson,Tryggvi,Geirsson,Male,T. Geirsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,20.0,2020-06-06Z,NaN,active,yes,2000-06-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2eyoucq3okoiri7azycltfdud,Ragnar,Sigurðsson,Ragnar,Sigurdsson,Male,R. Sigurðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-07-01Z,2023-12-31Z,active,no,1986-06-19,187.0,Reykjavík,77.0,right,NaN,NaN,NaN
32fospqs5sej7f33t7m4ioydw,Albert,Vésteinsson Östenberg,Albert,Vésteinsson Östenberg,Male,A. Vésteinsson Östenberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-08-17Z,2023-08-17Z,active,no,2004-01-13,NaN,NaN,NaN,NaN,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6
369jnvtugsvuhfzmlxqk13622,Jón Þórir,Sveinsson,Jon,Sveinsson,Male,J. Sveinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2019-01-01Z,2023-07-27Z,active,no,1965-08-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN
418pvntm5e5kcoeyjjnzm7hg4,Breki,Baldursson,Breki,Baldursson,Male,B. Baldursson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,15.0,2022-07-01Z,2024-08-11Z,active,no,2006-08-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
466qumqamxuvfxndm8aka5ega,Benjamín,Jónsson,Benjamín,Jónsson,Male,B. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,12.0,2019-07-01Z,2023-12-31Z,active,no,2003-10-03,NaN,NaN,NaN,NaN,Benjamín Jónsson,NaN,NaN
46fdm6q03j2ewxslx6g807efp,Daði,Lárusson,NaN,NaN,Male,D. Lárusson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2020-07-25Z,NaN,active,yes,1973-06-19,189.0,Hafnarfjörður,88.0,NaN,NaN,NaN,NaN
4pahxlj804u2yl4e43jci5jo5,Jannik,Holmsgaard Pohl,Jannik,Pohl,Male,J. Pohl,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,79.0,2022-03-29Z,2025-02-08Z,active,no,1996-04-06,183.0,NaN,77.0,NaN,NaN,NaN,NaN
4vsldm98td96dfsm5aj0isvvu,Aron Snær,Ingason,Aron Snær,Ingason,Male,A. Ingason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,32.0,2023-08-04Z,2024-07-10Z,active,no,2001-10-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55j2w17p3b5wplyaxyr1j05w5,Brynjar Gauti,Guðjónsson,Brynjar,Gudjónsson,Male,B. Guðjónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,69.0,2022-07-06Z,2024-10-26Z,active,no,1992-02-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5qeqfaisz051k2a8288wnafo5,Tiago Manuel,da Silva Fernandes,Tiago Manuel,da Silva Fernandes,Male,Tiago Fernandes,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,player,Portugal,1nbm5i9a0403zzvltn17lxinc,28.0,2022-02-17Z,2024-12-31Z,active,no,1995-03-31,178.0,Vila Franca de Xira,70.0,right,Tiago Fernandes,NaN,NaN
5u6mc85m9e57oe6v4eb30t0yc,Þórhallur,Víkingsson,NaN,NaN,Male,Þ. Víkingsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2022-04-24Z,NaN,active,yes,1968-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6t15ah5yehchej4hnuhhwh0ix,Aðalsteinn,Aðalsteinsson,NaN,NaN,Male,A. Aðalsteinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2019-07-01Z,NaN,active,yes,1962-04-25,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6vzkxsust3h28ffsoarzhvg89,Frederico,Bello Saraiva,Frederico,Bello Saraiva,Male,Fred Saraiva,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,10.0,2018-03-13Z,NaN,active,yes,1996-08-15,172.0,Rio Grande,67.0,right,Fred Saraiva,Portugal,1nbm5i9a0403zzvltn17lxinc
707j6nel8nqw8xi3tb4yb09ud,Albert,Hafsteinsson,Albert,Hafsteinsson,Male,A. Hafsteinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,8.0,2020-02-22Z,2023-07-27Z,active,no,1996-06-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN
79t23r0ikrthokheas3fljidx,Aron,Jóhannsson,Aron,Jóhannsson,Male,A. Jóhannsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,7.0,2023-02-02Z,2024-01-31Z,active,no,1994-01-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7maoxa883kp9kcks5l5133xsl,Adam Örn,Arnarson,Adam,Arnarson,Male,A. Arnarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,17.0,2023-02-03Z,NaN,active,yes,1995-08-27,180.0,Akureyri,73.0,right,NaN,NaN,NaN
7sevhbfjac3imtd4gxtup0sq2,Anton Hrafn,Hallgrímsson,Anton,Hallgrímsson,Male,A. Hallgrímsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,38.0,2022-10-16Z,2024-02-27Z,active,no,2002-10-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7t8k22hzxw9gc97d2ttxzj7px,Hlynur Atli,Magnússon,Hlynur Atli,Magnússon,Male,H. Magnússon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,14.0,2016-02-24Z,2024-07-10Z,active,no,1990-09-11,NaN,NaN,NaN,right,Hlynur Atli Magnússon,NaN,NaN
7tfg8cc5f727d1znzssm2t7f9,Guðmundur,Magnússon,Gudmundur,Magnússon,Male,G. Magnússon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,77.0,2021-04-23Z,NaN,active,yes,1991-06-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7wskswq0tx48swdk0z6t4zw9g,Anton Ari,Bjarkason,Anton,Bjarkason,Male,A. Bjarkason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,18.0,2023-01-01Z,NaN,active,yes,2004-04-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8axp5g3azgs1xgf9v6gfn70q2,Sigfús Árni,Guðmundsson,Sigfús,Gudmundsson,Male,S. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,27.0,2022-05-07Z,2025-03-25Z,active,no,2004-04-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8z2firh6bhuq9te8h9vglilzp,Orri,Sigurjónsson,Orri,Sigurjónsson,Male,O. Sigurjónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,4.0,2023-02-02Z,2025-02-05Z,active,no,1994-12-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
98z1h0zmjg3rdstu51p5qk8ic,Mikael Trausti,Viðarsson,Mikael,Vidarsson,Male,M. Viðarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,29.0,2021-09-02Z,2025-02-05Z,active,no,2005-01-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9li1b9tnewbe7273bdb8a90r8,Þengill,Orrason,Thengill,Orrason,Male,Þ. Orrason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-01-01Z,NaN,active,yes,2005-09-09,176.0,NaN,NaN,right,NaN,NaN,NaN
9s8mcj280ag3k0wh1tg9e2gkq,Magnús Ingi,Þórðarson,Magnús,Thórdarson,Male,M. Þórðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,11.0,2021-10-16Z,NaN,active,yes,1999-11-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9shfh4hwnfdny8d38jj7x3j6x,Aron Kári,Aðalsteinsson,Aron,Adalsteinsson,Male,A. Aðalsteinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,26.0,2022-04-01Z,NaN,active,yes,1999-07-09,NaN,NaN,NaN,NaN,Aron Adalsteinsson,NaN,NaN
9yvanqi097mgyaqvdyhkyb9ck,Viktor Bjarki,Daðason,Viktor,Dadason,Male,V. Daðason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,31.0,2023-07-06Z,2024-07-01Z,active,no,2008-06-30,193.0,NaN,NaN,right,NaN,NaN,NaN
a38r7o1r53fw45jx84nkp1al1,Delphin Dougie Jerk,Tshiembe,Delphin,Tshiembe,Male,D. Tshiembe,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,5.0,2022-04-19Z,2023-12-31Z,active,no,1991-12-07,188.0,Kinshasa,85.0,right,NaN,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9
ahd13cmryzpkr2a447osizhn8,Freyr,Sigurðsson,Freyr,Sigurdsson,Male,F. Sigurðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,33.0,2023-01-01Z,2023-05-20Z,active,no,2005-12-28,NaN,NaN,NaN,NaN,Freyr Sigurdsson,NaN,NaN
b2lzk8gda6ld78j210umtasph,Ólafur,Íshólm Ólafsson,Ólafur,Ólafsson,Male,Ó. Ólafsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,1.0,2020-02-22Z,NaN,active,yes,1995-05-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b6i17jnpkow5bcssdxdnxpbai,Már,Ægisson,Már,Ægisson,Male,M. Ægisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,23.0,2018-01-01Z,NaN,active,yes,2000-01-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cug9djx1up87epy92n8mla590,Alexander,Arnarsson,Alexander,Arnarsson,Male,A. Arnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-04-22Z,2023-12-31Z,active,no,2005-02-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dqc8fdy84mlml4dwwi2xous,Markús Páll,Ellertsson,Markús,Ellertsson,Male,M. Ellertsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-07-01Z,2025-02-03Z,active,no,2006-02-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dz6ir33bunw879ui9vf9txpm1,Óskar,Jónsson,Óskar,Jónsson,Male,Ó. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,22.0,2021-02-18Z,2024-12-31Z,active,no,1997-01-28,NaN,NaN,NaN,NaN,Óskar Jónsson,NaN,NaN
e1h0gtv0kpne5sy8ezafq6ehh,Þórir,Guðjónsson,Thórir,Gudjónsson,Male,Þ. Guðjónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,9.0,2020-02-22Z,2023-12-31Z,active,no,1991-04-07,NaN,NaN,NaN,NaN,Thórir Gudjónsson,NaN,NaN
f2zc80ehmj4zh5qimxnwno1sk,Egill Otti,Vilhjálmsson,Egill,Vilhjálmsson,Male,E. Vilhjálmsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,25.0,2023-01-01Z,2024-08-26Z,active,no,2004-09-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rpj2lnxwfmhnv3tf6x952y5m,Ion,Perelló Machí,Ion,Perelló,Male,Ion Perelló,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,Spain,49ih1pwv3ahshdf8uzrimi54c,8.0,2023-07-28Z,2023-10-25Z,active,no,1998-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1b7ni2ue7o4ap5zwkhcbcb7fu,Axel Máni,Guðbjörnsson,Axel,Gudbjörnsson,Male,Axel Guðbjörnsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,15.0,2020-06-23Z,NaN,active,yes,2002-07-05,NaN,NaN,NaN,NaN,Axel Gudbjörnsson,NaN,NaN
1pcc8wuqlin8l7kzlu4xv4xcl,Olgeir,Sigurgeirsson,Olgeir,Sigurgeirsson,Male,O. Sigurgeirsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2022-07-01Z,NaN,active,yes,1982-10-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1wlddp2l9xr7xmc42vzck0ine,Arnór Gauti,Jónsson,Arnór,Jónsson,Male,A. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,4.0,2020-06-11Z,2023-12-31Z,active,no,2002-05-31,NaN,NaN,NaN,NaN,Arnór Jónsson,NaN,NaN
25uk6f92cspte2gz542tll1p1,Pétur,Bjarnason,Pétur,Bjarnason,Male,P. Bjarnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,9.0,2023-02-02Z,2024-02-01Z,active,no,1997-01-25,NaN,NaN,NaN,NaN,Pétur Bjarnason,NaN,NaN
4w9lg2iydcj1kmlpfu5xgkqac,Ómar Björn,Stefánsson,Ómar,Stefánsson,Male,Ómar Stefánsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,22.0,2021-09-10Z,2024-07-31Z,active,no,2004-03-25,NaN,NaN,NaN,NaN,Ómar Stefánsson,NaN,NaN
5v8bab8hho1b02lkp15ijgmh,Jón Ívan,Rivine,Jón,Rivine,Male,J. Rivine,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,12.0,2023-02-02Z,2023-12-31Z,active,no,1996-06-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6a6w5v9pwh31mni0uhgpw3cic,Óskar,Borgþórsson,Óskar,Borgthórsson,Male,Ó. Borgþórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,77.0,2020-10-03Z,2023-07-30Z,active,no,2003-07-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6j6ojqfc7fm88hsmmhb06v5qt,Orri Sveinn,Stefánsson,Orri,Stefánsson,Male,Orri Stefánsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,5.0,2017-01-01Z,NaN,active,yes,1996-02-20,NaN,NaN,NaN,NaN,Orri Stefánsson,NaN,NaN
7dlkbqd6x4nhvqgu7qospuy21,Michael John,Kingdon,NaN,NaN,Male,M. Kingdon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2022-07-01Z,NaN,active,yes,1997-11-04,188.0,NaN,78.0,NaN,NaN,NaN,NaN
87tdo84gc13rr4gxq2qkkeeqc,Theodór Ingi,Óskarsson,Theodór,Óskarsson,Male,T. Óskarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,7.0,2023-05-31Z,NaN,active,yes,2006-01-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8edccxdv51iafg5z1leoidzbo,Stefán Gísli,Stefánsson,Stefán,Stefánsson,Male,Stefán Stefánsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,13.0,2023-02-02Z,NaN,active,yes,2006-05-16,NaN,NaN,NaN,NaN,Stefán Stefánsson,NaN,NaN
8hlbqayje1aqb2oznmsafcd79,Daði,Ólafsson,Dadi,Ólafsson,Male,D. Ólafsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2013-05-01Z,NaN,active,yes,1994-01-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8thyqx0nihdxoo314mxmjpot1,Ragnar Bragi,Sveinsson,Ragnar,Sveinsson,Male,R. Sveinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,8.0,2017-07-26Z,NaN,active,yes,1994-12-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8zpi3a29eds7h2svwos3kj5xx,Thorleifur,Óskarsson,NaN,NaN,Male,T. Óskarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2017-05-27Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
92pk383d104meguxaxh6ovmz8,Þóroddur,Víkingsson,Thóroddur,Víkingsson,Male,Þóroddur Víkingsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,25.0,2023-02-02Z,NaN,active,yes,2004-01-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9bk0d3pen9gjxogvrcvsryvvt,Arnór Breki,Ásþórsson,Arnór,Ásthorsson,Male,A. Ásþórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,27.0,2022-02-17Z,NaN,active,yes,1998-02-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9dl5nxvia4wxmu4sdqthvb23u,Frosti,Brynjólfsson,Frosti,Brynjólfsson,Male,F. Brynjólfsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,6.0,2022-02-17Z,2024-02-01Z,active,no,2000-04-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9udm0jhp7xd1dis8org2pglm2,Nikulás Val,Gunnarsson,Nikulás,Gunnarsson,Male,N. Gunnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,18.0,2020-06-15Z,NaN,active,yes,2000-01-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b8d82j8uf9gtvmkfqh1x4cjbp,Ólafur Karl,Finsen,Ólafur,Finsen,Male,Ó. Finsen,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,80.0,2023-02-11Z,2023-12-31Z,active,no,1992-03-30,180.0,NaN,NaN,right,NaN,NaN,NaN
bel9js6jo5bthqveflp9tmexg,Þorkell,Víkingsson,NaN,NaN,Male,Þorkell Víkingsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-01-01Z,2023-04-27Z,active,no,NaN,185.0,NaN,NaN,right,NaN,NaN,NaN
bmxuh8ep8s08173tlqhl0fa39,Elís Rafn,Björnsson,Elís,Björnsson,Male,E. Björnsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,24.0,2023-02-02Z,2023-12-31Z,active,no,1992-10-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bn6klx7ql8qh49jz37km977x1,Ásgeir,Eyþórsson,Ásgeir,Eythórsson,Male,Á. Eyþórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,2.0,2011-08-01Z,NaN,active,yes,1993-04-29,NaN,NaN,NaN,NaN,Ásgeir Eythórsson,NaN,NaN
c3fgn30eh2dlhaa0g46j9wtii,Birkir,Eyþórsson,Birkir,Eythórsson,Male,B. Eyþórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,17.0,2018-07-01Z,NaN,active,yes,2000-05-07,NaN,NaN,NaN,NaN,Birkir Eythórsson,NaN,NaN
c3syeig8njhifqyzfuh53zac4,Guðmundur Rafn,Ingason,Gudmundur,Ingason,Male,G. Ingason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,30.0,2022-05-04Z,2024-12-31Z,active,no,2004-08-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c81mnernwn4ki77vjkbg9z2wa,Benedikt Daríus,Garðarsson,Benedikt,Gardarsson,Male,B. Garðarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,10.0,2022-02-17Z,NaN,active,yes,1999-05-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN
canhiz7s7t4pnsegxqnyfjavp,Rúnar Páll,Sigmundsson,Rúnar,Sigmundsson,Male,R. Sigmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2021-09-10Z,NaN,active,yes,1974-05-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN
co3kf9ypaf86ybgd89yv0tyzu,Valgeir Árni,Svansson,Valgeir,Svansson,Male,V. Svansson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,21.0,2023-02-08Z,2023-07-20Z,active,no,1998-01-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cvkw667kybc5qqa481s3vtvqh,Unnar Steinn,Ingvarsson,Unnar,Ingvarsson,Male,U. Ingvarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,3.0,2021-02-18Z,2024-07-31Z,active,no,2000-11-12,NaN,NaN,NaN,right,NaN,NaN,NaN
dttyh3fpis2y1iy4tnvlcnpt6,Ólafur Kristófer,Helgason,Ólafur,Helgason,Male,Ó. Helgason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,1.0,2019-05-11Z,NaN,active,yes,2002-10-24,NaN,NaN,NaN,NaN,NaN,NaN,NaN
du437ll7tc2yeeng8ebxtmne1,Þórður Gunnar,Hafþórsson,Thórdur,Hafthórsson,Male,Þ. Hafþórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,11.0,2020-02-21Z,2024-12-31Z,active,no,2001-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
em4zanvckl4o7sj8y3njd4jro,Sveinn Gísli,Þorkelsson,Sveinn,Thorkelsson,Male,S. Þorkelsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,20.0,2023-07-17Z,2024-02-02Z,active,no,2003-08-19,NaN,NaN,NaN,NaN,Sveinn Thorkelsson,NaN,NaN
enbmsycw266wtfn67sf1fvz10,Stefán Logi,Sigurjónsson,Stefán,Sigurjónsson,Male,S. Sigurjónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-05-01Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eoy2ubqs4szlml11curgvf85w,Aron Snær,Guðbjörnsson,Aron,Gudbjörnsson,Male,Aron Guðbjörnsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,23.0,2022-05-13Z,NaN,active,yes,2004-04-22,NaN,NaN,NaN,NaN,Aron Gudbjörnsson,NaN,NaN
