id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,status,active,weight,placeOfBirth,knownName
1kmf6cvipol87w83cf6gb504,Alieu Sean,Atlee Manneh,Alieu,Atlee Manneh,Male,A. Atlee Manneh,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Defender,player,2006-08-20,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,left,NaN,active,no,69.0,NaN,NaN
1xmg6k4n9a6zmhmq6ysq6tch6,Jacob Mikael,Widell Zetterström,Jacob,Widell Zetterström,Male,J. Widell Zetterström,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,1998-07-11,Sweden,1z6l2c33w2kyz9rdefs1d68nb,197.0,right,35.0,active,no,NaN,Stockholm,NaN
23p0dby12ymf55wwi0xz2fnx1,Marcus Andreas,Danielson,Marcus,Danielson,Male,M. Danielson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1989-04-08,Sweden,1z6l2c33w2kyz9rdefs1d68nb,192.0,right,3.0,active,yes,80.0,Eskilstuna,NaN
26dlb4txygf7qzukjikr23mxh,Jacob Karl Anders,Rinne,Jacob,Rinne,Male,J. Rinne,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,1993-06-20,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,right,35.0,active,yes,87.0,Skövde,NaN
2zig83qo3taaei1xi0u97cfkl,Kim,Hilding Bergstrand,Kim,Bergstrand,Male,K. Bergstrand,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,coach,1968-04-18,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,active,no,NaN,Stockholm,NaN
2zjl0xu23wp9j6ciq25irsq38,Isak Alexander,Alemayehu Mulugeta,Isak,Alemayehu,Male,I. Alemayehu,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Ethiopia,5rbnsdndc8mp36d76dwuzd2ow,Midfielder,player,2006-10-11,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
370kkwnidcltqyooh51z6uzqi,Tobias,Fjeld Gulliksen,Tobias,Gulliksen,Male,T. Gulliksen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Attacker,player,2003-07-09,Norway,7f16iy4w8u8ogyn6pfooqwv5z,177.0,right,16.0,active,yes,NaN,Drammen,NaN
3bepi58wwope38a478y7jwlxw,August,Priske Flyger,August,Priske,Male,A. Priske,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2004-03-23,Belgium,4wbzjcclyefma1ourvjsu4q2j,187.0,right,26.0,active,yes,79.0,Genk,NaN
3leszpgxgiq8157tjrvi4fe21,Peter,Nysted Therkildsen,Peter,Therkildsen,Male,P. Therkildsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Defender,player,1998-06-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,right,17.0,active,yes,NaN,Solrød Strand,NaN
3xughe5ngeamjas70lyheyezu,Patric Karl Emil,Åslund,Patric,Åslund,Male,P. Åslund,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2002-08-01,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,22.0,active,yes,NaN,NaN,NaN
4oxlpwcwpa44hstpm70iep0id,Gustav,Mendonça Wikheim,Gustav,Wikheim,Male,G. Wikheim,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Midfielder,player,1993-03-18,Norway,7f16iy4w8u8ogyn6pfooqwv5z,182.0,right,23.0,active,yes,65.0,Drammen,NaN
505oa888m5vi62ez2tsmod6ju,Musa,Qurbanlı,Musa,Qurbanli,Male,M. Qurbanlı,Azerbaijan,52sufqqq7vid3xa6iljx6obcz,NaN,NaN,Attacker,player,2002-04-13,Azerbaijan,52sufqqq7vid3xa6iljx6obcz,185.0,left,22.0,active,no,NaN,Baku,NaN
5i2tc06romjqx7a7wlu1iye7e,Samuel Elias,Dahl,Samuel,Dahl,Male,S. Dahl,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2003-03-04,Sweden,1z6l2c33w2kyz9rdefs1d68nb,171.0,left,26.0,active,no,NaN,Västerås,NaN
5jos8v6hr086q8at9iuyhwded,Miro,Tenho,Miro,Tenho,Male,M. Tenho,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,Defender,player,1995-04-02,Finland,2u07e54v5dprsugdvddpq5ync,190.0,right,5.0,active,yes,NaN,Kaarina,NaN
5qyy2dueifcxubqljki7n9es4,Jack,Tagesson,Jack,Tagesson,Male,J. Tagesson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2005-01-01,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
5t5ib5l818gj98xrztrj0kbca,Lars Erik Oskar,Fallenius,Oskar,Fallenius,Male,O. Fallenius,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,2001-11-01,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,right,15.0,active,yes,70.0,NaN,NaN
6051gs5j7d6zss35h2twoqnd,Hampus,Finndell,Hampus,Finndell,Male,H. Finndell,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2000-06-06,Sweden,1z6l2c33w2kyz9rdefs1d68nb,177.0,NaN,13.0,active,no,74.0,Västerås,NaN
6736te1pno19jo5i82obbns2d,Magnus Lennart,Eriksson,Magnus,Eriksson,Male,M. Eriksson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1990-04-08,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,left,7.0,active,yes,79.0,Stockholm,NaN
6n7sw8r0fhcoa8hfuxrtm96tx,Albin,Ekdal,Albin,Ekdal,Male,A. Ekdal,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1989-07-28,Sweden,1z6l2c33w2kyz9rdefs1d68nb,186.0,right,8.0,active,yes,75.0,Stockholm,NaN
6u3k1pcpowzvy9qrngb3j3a39,Haris,Radetinac,Haris,Radetinac,Male,H. Radetinac,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1985-10-28,Serbia,5w4ve503bjdsshwx9ho6jxzx0,187.0,both,9.0,active,yes,76.0,Novi Pazar,NaN
71ewtolv8guf3m6sh01pf1nmx,Besard,Šabović,Besard,Sabovic,Male,B. Šabović,Sweden,1z6l2c33w2kyz9rdefs1d68nb,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Midfielder,player,1998-01-05,North Macedonia,1lesyxylc5eza0a4z87t9azcc,186.0,right,14.0,active,yes,77.0,Skopje,NaN
7pel84swlqfux6obt6lznze1h,Rasmus Vilhelm,Schüller,Rasmus,Schüller,Male,R. Schüller,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,Midfielder,player,1991-06-18,Finland,2u07e54v5dprsugdvddpq5ync,178.0,left,6.0,active,yes,73.0,Espoo,NaN
7pk2vyumro8ku45aar5dw7dw4,Lucas Erik Holger,Bergvall,Lucas,Bergvall,Male,L. Bergvall,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2006-02-02,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,right,21.0,active,no,74.0,Stockholm,NaN
7yld2a7aw6d3lmmwpu1wovxsl,Damian Piotr,Johansson,Piotr,Johansson,Male,P. Johansson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1995-02-28,Poland,27baqb7359ywdvsxxklx1kn11,185.0,right,2.0,active,yes,80.0,Gorlice,NaN
7yocn8krssddsjcnmpe1y9b10,Max Stewart,Croon,Max,Croon,Male,M. Croon,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,2005-11-26,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,right,40.0,active,yes,NaN,NaN,NaN
820rgu4x8w0jmh6v9d6udhwyc,Mohammed Kalipha,Jawla,Kalipha,Jawla,Male,K. Jawla,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Attacker,player,2006-04-11,Sweden,1z6l2c33w2kyz9rdefs1d68nb,176.0,right,NaN,active,no,NaN,NaN,NaN
9jszz4regvdvl0v4i8s41jbah,Erik Viktor,Bergh,Viktor,Bergh,Male,V. Bergh,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1999-07-26,Sweden,1z6l2c33w2kyz9rdefs1d68nb,172.0,NaN,19.0,active,yes,NaN,NaN,NaN
a3jetivxcnpp4z36nhboz5ysq,Santeri,Haarala,Santeri,Haarala,Male,S. Haarala,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,Attacker,player,1999-12-17,Finland,2u07e54v5dprsugdvddpq5ync,180.0,NaN,29.0,active,yes,NaN,Tampere,NaN
ab3og2sas7q4czd31wbdbnro,Keita,Kosugi,Keita,Kosugi,Male,K. Kosugi,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN,Defender,player,2006-03-18,Japan,lxyibh89lpdc0bfian1nx0xq,168.0,NaN,27.0,active,yes,NaN,NaN,NaN
bhaqw4112j43c753dlxhy61ud,Daniel Tom John,Stensson,Daniel,Stensson,Male,D. Stensson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1997-03-24,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,left,13.0,active,yes,76.0,NaN,NaN
bv57jiquzqjnzuxzw5r663aad,Adam Mikael Sven,Ståhl,Adam,Ståhl,Male,A. Ståhl,Finland,2u07e54v5dprsugdvddpq5ync,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1994-10-08,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,right,18.0,active,yes,75.0,Borås,NaN
cm6h40v4lws2jjbslwjjlvd1x,Deniz,Hümmet,Deniz,Hümmet,Male,D. Hümmet,Türkiye,6kd6webenogylfgwt2aa9l6vx,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,1996-09-13,Sweden,1z6l2c33w2kyz9rdefs1d68nb,189.0,right,11.0,active,yes,80.0,Malmö,NaN
csd7qb9u0a9am2ltse9w31uz8,Theo Andreas,Bergvall,Theo,Bergvall,Male,T. Bergvall,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2004-09-21,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,right,12.0,active,no,NaN,Stockholm,NaN
ds1am2mfzfb9yx55xs1a5y3th,Carl Roberth,Björknesjö,Robert,Bjorknesjo,Male,R. Björknesjö,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,coach,1973-04-30,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
dvl8q7nwvz3o6d73220d1ag2d,Tokmac,Chol Nguen,Tokmac,Nguen,Male,T. Nguen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,Attacker,player,1993-10-20,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,174.0,right,20.0,active,yes,60.0,Kakuma,NaN
dzdryjruyr4lpu3t7d5pgpn11,Oscar Erik,Jansson,Oscar,Jansson,Male,O. Jansson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,1990-12-23,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,right,45.0,active,yes,79.0,Örebro,NaN
e2bwgf3vzvv1rrfz39amdyrit,Malkolm Johan Henrik,Nilsson Säfqvist,Malkolm,Nilsson Säfqvist,Male,M. Nilsson Säfqvist,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,1993-08-03,Sweden,1z6l2c33w2kyz9rdefs1d68nb,193.0,right,30.0,active,yes,84.0,Stockholm,NaN
ebhyx7fm13sy9qjf4vylzg89h,Jacob Hugo,Une Larsson,Jacob,Une Larsson,Male,J. Une Larsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1994-04-08,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,right,4.0,active,yes,80.0,Stockholm,NaN
eq9x5pboy1dehdauroonsw3c9,Samuel Ruben,Leach Holm,Samuel,Leach Holm,Male,S. Leach Holm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,Midfielder,player,1997-10-09,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,right,10.0,active,no,75.0,NaN,NaN
etty4rrmwzwoana43ie2p7kt0,Rasmus Anders,Nehrman,Rasmus,Nehrman,Male,R. Nehrman,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2007-02-03,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,31.0,active,no,NaN,NaN,NaN
1bufat0ubgsc88lkybvxb1bs9,Chovanie Shakur,Amatkarijo,Chovanie,Amatkarijo,Male,C. Amatkarijo,Sint Maarten,gnkn1sv5xekg2ys63m9omyid,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1999-05-20,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,right,26.0,active,yes,69.0,Den Haag,NaN
1f03ggyn270enrrugwf06eaxh,Kenneth,Gustafsson,Kenneth,Gustafsson,Male,K. Gustafsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,assistant coach,1983-09-15,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,left,NaN,active,yes,84.0,NaN,NaN
26r92ir1kuhpz478ptjul5hqs,Mohamed Fathi,Bawa,Mohamed,Bawa,Male,M. Bawa,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2004-07-20,Sweden,1z6l2c33w2kyz9rdefs1d68nb,177.0,NaN,27.0,active,no,64.0,NaN,NaN
2hismnis73ehqkk5hv0pd7wq2,Jack,Cooper-Love,Jack,Cooper-Love,Male,J. Cooper-Love,Sweden,1z6l2c33w2kyz9rdefs1d68nb,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,2001-12-25,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,right,16.0,active,no,77.0,NaN,NaN
31qh1qls8koxu457kmvrgul4a,Richard Emeka,Friday,Richard,Friday,Male,R. Friday,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,2000-02-16,Nigeria,63pvdwrsiq5b07mzi8igqei9p,183.0,right,19.0,active,yes,NaN,Abuja,NaN
3s86186xnukjddv1sqf3pvl9m,Kees Edward,Smids Sims,Kees,Sims,Male,K. Sims,New Zealand,wcq2y28a27syx5do1k2i2nj8,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2003-03-27,New Zealand,wcq2y28a27syx5do1k2i2nj8,194.0,right,13.0,active,yes,82.0,NaN,NaN
4nx0njulsjs2hegiee011dxpl,Robin Sixten,Frej,Robin,Frej,Male,R. Frej,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1998-04-07,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,NaN,12.0,active,yes,NaN,NaN,NaN
4ul1huqggb5n4wbeiv8ghanf8,Carl Eskil Folke,Juhlin,Carl,Juhlin,Male,C. Juhlin,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2006-02-02,Sweden,1z6l2c33w2kyz9rdefs1d68nb,179.0,right,27.0,active,yes,72.0,NaN,NaN
507n9mr51v21q8isz9ll3m6eh,Axel Vilhelm,Lindberg Norén,Axel,Norén,Male,A. Norén,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1999-04-04,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,NaN,4.0,active,yes,80.0,NaN,NaN
5ijbt4bhic3y1zasavky12311,August Nils Tomas,Wängberg,August,Wängberg,Male,A. Wängberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Austria,hcs1bd49qliqqity6o268jyt,Defender,player,1993-12-30,Austria,hcs1bd49qliqqity6o268jyt,180.0,right,6.0,active,yes,NaN,Vienna,NaN
6dljoel48bfd9nsmmnkck3owl,Erik Lucas,Hedlund,Lucas,Hedlund,Male,L. Hedlund,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,1998-08-18,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,NaN,28.0,active,yes,70.0,NaN,NaN
6ivuk1j53ybmv5hhzp55ybzzd,Gustav Hans,Lundgren,Gustav,Lundgren,Male,G. Lundgren,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1995-04-18,Sweden,1z6l2c33w2kyz9rdefs1d68nb,190.0,left,9.0,active,yes,NaN,NaN,NaN
6nh2bvbggqul1m3t1gv9k7pqs,Anes,Čardaklija,Anes,Cardaklija,Male,A. Čardaklija,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2005-07-05,Sweden,1z6l2c33w2kyz9rdefs1d68nb,194.0,both,22.0,active,yes,75.0,NaN,NaN
7auvezsyrvqdu7vqir6r3n4lw,Elias Mohamed,Zemmale,Elias,Zemmale,Male,E. Zemmale,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2007-01-12,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,16.0,active,yes,NaN,NaN,NaN
7ctf2925tg7mc3a05unhxsd1w,Harun Mohammed,Ademnur Ibrahim,Harun,Ibrahim,Male,H. Ibrahim,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Ethiopia,5rbnsdndc8mp36d76dwuzd2ow,Midfielder,player,2003-02-26,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,right,32.0,active,yes,70.0,Gothenburg,NaN
7d9e5tvw9ghew36m4mh2nr23u,William,Milovanovic,William,Milovanovic,Male,W. Milovanovic,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2002-05-06,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,right,8.0,active,yes,75.0,Gothenburg,NaN
7dmds4lypujpabtrl4aef7sdm,Chisomnazu Chika,Chidi,Chisomnazu,Chidi,Male,C. Chidi,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,2000-08-24,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,right,20.0,active,no,75.0,NaN,NaN
8avm1vadcnc6nkjhwmok5dyhh,Filip Carl David,Gustafsson,Filip,Gustafsson,Male,F. Gustafsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2002-03-09,Sweden,1z6l2c33w2kyz9rdefs1d68nb,182.0,NaN,14.0,active,yes,NaN,NaN,NaN
8xzo0zbqjisgiyqdavswqzvmd,Fredrik Jakob,Holmberg,Fredrik,Holmberg,Male,F. Holmberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,coach,1979-11-03,Sweden,1z6l2c33w2kyz9rdefs1d68nb,180.0,NaN,NaN,active,yes,77.0,NaN,NaN
aybt4s09eeonv6pdk2v9c9v6c,Amin,Boudri,Amin,Boudri,Male,A. Boudri,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,player,2004-09-29,Morocco,2xdcc39z1k79pnjbtn9x31wdh,176.0,NaN,17.0,active,yes,75.0,NaN,NaN
b0b4rcf6wpahiakvu4nnwg4d0,Martin Jens Erik,Krantz,Erik,Krantz,Male,E. Krantz,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,1995-09-29,Sweden,1z6l2c33w2kyz9rdefs1d68nb,193.0,NaN,33.0,active,yes,91.0,NaN,NaN
b3jbj4ayr4x1x0ynt9dcu5u6s,Filip Ludwig,Beckman,Filip,Beckman,Male,F. Beckman,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2003-02-10,Sweden,1z6l2c33w2kyz9rdefs1d68nb,198.0,NaN,24.0,active,yes,NaN,NaN,NaN
bbripu6sojfgwvdahoparudey,Alexander Gustav Kent,Ahl-Holmström,Alex,Ahl-Holmström,Male,A. Ahl-Holmström,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,1999-04-04,Sweden,1z6l2c33w2kyz9rdefs1d68nb,191.0,NaN,18.0,active,yes,80.0,NaN,NaN
bi5afrvo7cv1elj9wxyn5vsut,Jonas Keijo Antti,Lindberg,Jonas,Lindberg,Male,J. Lindberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1989-03-24,Sweden,1z6l2c33w2kyz9rdefs1d68nb,177.0,left,25.0,active,yes,70.0,Göteborg,NaN
bk5jdu1bqve6hhxxtm7ecd9ed,Egzon,Binaku,Egzon,Binaku,Male,E. Binaku,Albania,17zsm8shejejls2on1ffil3op,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1995-08-27,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,left,2.0,active,yes,74.0,NaN,NaN
bqid9rom7z7zb9kf10ft9ao7o,Per Axel Nils,Henriksson,Axel,Henriksson,Male,A. Henriksson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2002-04-16,Sweden,1z6l2c33w2kyz9rdefs1d68nb,189.0,NaN,21.0,active,yes,NaN,NaN,NaN
bwnofj4ebzms77wozbfs6n651,Mervan,Çelik,Mervan,Çelik,Male,M. Çelik,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Türkiye,6kd6webenogylfgwt2aa9l6vx,Attacker,player,1990-05-26,Sweden,1z6l2c33w2kyz9rdefs1d68nb,180.0,both,10.0,active,yes,75.0,Göteborg,NaN
c8uz8jj2xzomls23oz4rcuiqy,Kent Joackim Håkon,Åberg,Joackim,Åberg,Male,J. Åberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1998-07-22,Sweden,1z6l2c33w2kyz9rdefs1d68nb,179.0,NaN,7.0,active,yes,NaN,NaN,NaN
cpamr0c0qq5lf5u6de1cbvgx6,Edvin,Becirovic,Edvin,Becirovic,Male,E. Becirovic,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,2000-03-29,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,right,11.0,active,yes,76.0,NaN,NaN
edatfi2nang3az8b8mf49o1ec,Denis,Krivosic,Denis,Krivosic,Male,D. Krivosic,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2007-01-09,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,20.0,active,yes,NaN,NaN,NaN
f10q2mnvhe30a9au85fjnnt3o,Mats Robin,Wendin Thomasson,Robin,Wendin Thomasson,Male,R. Wendin Thomasson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1999-03-26,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,left,5.0,active,yes,NaN,NaN,NaN
kod0xzh15xxa52700ufz7kyd,Mërgim,Krasniqi,Mërgim,Krasniqi,Male,M. Krasniqi,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Kosovo,86u6edbqifdjsn49mbp2anw7p,Goalkeeper,player,1992-08-23,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,left,1.0,active,yes,80.0,Borås,NaN
1j1fgb6yydw3ck6uaz42rohd5,Viktor Erik Vidar,Granath,Viktor,Granath,Male,V. Granath,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,1994-04-03,Sweden,1z6l2c33w2kyz9rdefs1d68nb,194.0,left,9.0,active,no,85.0,NaN,Viktor Granath
1oxiwrp4v3e7j5v5vz9fe31lh,Amir Fouad,Aboud Al Ammari,Amir Fouad,Aboud Al Ammari,Male,Amir Al Ammari,Iraq,1uzblzx1s42jn6zk6hivjzby8,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1997-07-27,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,left,24.0,active,no,71.0,Jönköping,Amir Al Ammari
2m7zps8hqiq6o09preuwz8frp,Joseph,Baffoe,Joseph,Baffoe,Male,J. Baffoe,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,1992-11-07,Ghana,2q2sw72utw5gu9t5y4knckwba,183.0,right,5.0,active,yes,79.0,Accra,NaN
2s9ra3bnhkcid5uz7abhdhr6d,Marcus Jonas,Munuhe Olsson,Marcus,Olsson,Male,M. Olsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1988-05-17,Sweden,1z6l2c33w2kyz9rdefs1d68nb,180.0,left,21.0,active,yes,68.0,Gävle,NaN
2trecv075gi4o78mfuyh4xiol,Anton Tim Gösta,Rönning,Tim,Rönning,Male,T. Rönning,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,1999-02-15,Sweden,1z6l2c33w2kyz9rdefs1d68nb,201.0,right,1.0,active,yes,91.0,NaN,NaN
2y26bumjhw3782apho4cx1ot1,Magnus,Haglund,Magnus,Haglund,Male,M. Haglund,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,coach,1973-04-15,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,active,no,NaN,Halmstad,NaN
2zdo4u2pwmr6azrzsc9uq2h1x,Per,Olsson,Per,Olsson,Male,P. Olsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,assistant coach,1966-08-25,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,active,yes,NaN,Skutskär,NaN
32bvga34o0hleev3duw2342ui,Noah Alexander,Söderberg,Noah,Söderberg,Male,N. Söderberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2001-08-21,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,right,24.0,active,yes,80.0,Borås,NaN
52a5br8e27u4mj5f4m3djjkd1,Philemon,Ofosu-Ayeh,Phil,Ofosu-Ayeh,Male,P. Ofosu-Ayeh,Ghana,2q2sw72utw5gu9t5y4knckwba,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1991-09-15,Germany,36min0qztu8eydwvpv8t1is0m,181.0,right,NaN,active,no,81.0,Moers,NaN
