id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,status,active,weight,placeOfBirth,secondNationality,secondNationalityId,knownName
9xxdec5pv5plas9ve4ehs4nop,Elias Fritjof,Grænge Sørensen,Elias,Sørensen,Male,E. Sørensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1999-09-18,Denmark,5adf60vwiw2f2mibyq1k4ex7i,189.0,right,9.0,active,no,NaN,Sjunkeby,NaN,NaN,NaN
aaen6ay582tscjs71i2wvfu1h,Jesper,Lange,NaN,NaN,Male,J. Lange,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1986-01-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,NaN,NaN,active,yes,71.0,Odense,NaN,NaN,NaN
alqojx5s6i7yi5116lzix02l0,Martin,Kjær Kruse,NaN,NaN,Male,M. Kruse,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
ate1ymumg2iwzn8uyyf3ts222,Andreas,Sejr Lausen,NaN,NaN,Male,A. Lausen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2002-10-15,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,12.0,active,yes,NaN,NaN,NaN,NaN,NaN
auv81snxkpk2ybxzi8giy5azt,Nicklas,Strunck Jakobsen,Nicklas,Strunck,Male,N. Strunck,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1999-08-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,right,19.0,active,yes,NaN,Ølstykke,NaN,NaN,NaN
bmkwmf5f2ssnw2cq7uga7yd5g,Andreas,Troelsen,NaN,NaN,Male,A. Troelsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-05-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,left,5.0,active,yes,NaN,NaN,NaN,NaN,NaN
bziblrmt2iq3eyv5b96trlwd0,Kalle Bjerregaard,Pedersen,NaN,NaN,Male,K. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
c7buy99bjqmkmno8w5t0189d6,Tobias Kirstrup,Stagaard,Tobias,Stagaard,Male,T. Stagaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-01-29,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,NaN,15.0,active,yes,NaN,NaN,NaN,NaN,NaN
cod92jjb3qqrg6n1tu15ciwpg,Marcus,Winther Hansen,NaN,NaN,Male,M. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2002-05-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,18.0,active,yes,NaN,NaN,NaN,NaN,NaN
dkuinrikn3htd1kilcsce2bit,Emil,Frost Holten,Emil,Holten,Male,E. Holten,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1996-08-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,195.0,NaN,11.0,active,no,78.0,NaN,NaN,NaN,NaN
eas91my7qw7etoha5plxfk9yi,Jonas,Søgaard Mortensen,Jonas,Mortensen,Male,J. Mortensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-01-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,179.0,right,2.0,active,yes,68.0,NaN,NaN,NaN,NaN
efh8bbfaqg4riyedthbbviuad,Jesper,Alkærsig Lauridsen,Jesper,Lauridsen,Male,J. Lauridsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1991-03-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,left,6.0,active,yes,78.0,Herning,NaN,NaN,NaN
23sc7wc7my7wes6cuaxw1v0no,Jonatan,Holm Lindekilde,Jonatan,Lindekilde,Male,J. Lindekilde,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-03-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,NaN,21.0,active,yes,NaN,NaN,NaN,NaN,NaN
289rctmvd5ppy9zqn98jbe4et,Agon Fatmir,Muçolli,Agon,Muçolli,Male,A. Muçolli,Albania,17zsm8shejejls2on1ffil3op,Attacker,player,1998-09-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,172.0,left,98.0,active,yes,72.0,Fredericia,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
2cup1vjw8n43kbzzxfflnmplg,Jagvir,Singh Sidhu,Jagvir,Singh Sidhu,Male,J. Singh,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-01-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,NaN,NaN,active,no,NaN,NaN,India,pu2isxryiewd7pvejah6oqex,NaN
2zt1yrfv8m2mhpo720n0uydck,Daniel,Bisgaard Haarbo,Daniel,Haarbo,Male,D. Haarbo,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2003-03-14,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,20.0,active,yes,NaN,NaN,NaN,NaN,NaN
3od63zrf6cay4d6ync9i2iuqc,Frederik,Thykær Rieper,Frederik,Rieper,Male,F. Rieper,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1999-06-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,196.0,right,5.0,active,yes,83.0,Aarhus,NaN,NaN,NaN
45ssaw51hm80y1tfalyesap9m,Emilio,Stuberg Simonsen,Emilio,Simonsen,Male,E. Simonsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1999-10-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,15.0,active,yes,NaN,NaN,NaN,NaN,NaN
4bojyjyvkdgm1lss6n37q2t5g,Daníel Freyr,Kristjánsson,Daníel,Kristjánsson,Male,D. Kristjánsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2005-08-30,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,left,17.0,active,yes,NaN,NaN,NaN,NaN,NaN
65g5cfsdr10378yvmkpm19444,Anders,Dahl,Anders,Dahl,Male,A. Dahl,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-05-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,right,14.0,active,yes,65.0,NaN,NaN,NaN,NaN
6htmvmk8hnaxx8cwhc91vz7ys,Lukas Mellin,Døssing,NaN,NaN,Male,L. Døssing,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2005-07-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
6lb4k3g75nzgi8bp1y1mzxkru,Patrick,Hessellund Egelund,Patrick,Egelund,Male,P. Egelund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-08-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,169.0,NaN,9.0,active,yes,63.0,NaN,NaN,NaN,NaN
6wfu6s6xo5zjeke21fgbouql0,Jakob,Vestergaard Jessen,NaN,NaN,Male,J. Jessen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-03-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,left,22.0,active,yes,NaN,NaN,NaN,NaN,NaN
6yev7nszmpylpqncom2gdkul1,Jeppe,Brinch-Vilhelmsen,Jeppe,Brinch,Male,J. Brinch,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1995-05-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,NaN,3.0,active,yes,79.0,NaN,NaN,NaN,NaN
7g5mtjc5bxy2oxtmghn85az9w,Mathias,Høgh Gammelgård,NaN,NaN,Male,M. Gammelgård,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,25.0,active,yes,NaN,NaN,NaN,NaN,NaN
7ztdirfvd9d0x2yw1v051xzbo,William,Madsen,NaN,NaN,Male,W. Madsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2002-04-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,13.0,active,yes,NaN,NaN,NaN,NaN,NaN
91xtn2wlot8g8ue89zn4iiyqy,Eskild,Munk Dall,Eskild,Dall,Male,E. Dall,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-01-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,186.0,right,19.0,active,yes,72.0,Aalborg,NaN,NaN,NaN
9jqox80arzpytv1b136jobhpm,Asbjørn Johnsen,Bøndergaard,Asbjørn,Bøndergaard,Male,A. Bøndergaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-05-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,right,16.0,active,yes,68.0,NaN,NaN,NaN,NaN
ayxi2m0g0pm6rl1ba5pto66z9,Gustav,Ølsted Marcussen,Gustav,Marcussen,Male,G. Marcussen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1998-06-12,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,right,7.0,active,yes,NaN,NaN,NaN,NaN,NaN
b1kyjkhaaiw32cb4bubbpm7tg,Jeppe,Kudsk Pedersen,Jeppe,Kudsk,Male,J. Kudsk,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-02-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,right,4.0,active,yes,NaN,Holstebro,NaN,NaN,NaN
bvc80w5ai425plu54nhgx5fxl,Daniel,Lønborg Thøgersen,Daniel,Thøgersen,Male,D. Thøgersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-01-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,left,2.0,active,yes,73.0,Esbjerg,NaN,NaN,NaN
cu2l7ju3t72stqhwaurrnqbqh,Mattias,Heðinsson Lamhauge,Mattias,Lamhauge,Male,M. Lamhauge,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Goalkeeper,player,1999-08-02,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,NaN,NaN,1.0,active,yes,NaN,NaN,NaN,NaN,NaN
di9i2ld6fdcqfcb9351peawgl,Michael,Hansen,NaN,NaN,Male,M. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1971-09-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
dmfdjb50l4kw3l634nt7g0xlg,Viggo,Pørtner,NaN,NaN,Male,V. Pørtner,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
e8ncg8zfaq9njkv7owyqh9yzu,Oscar William,Fuglsang,Oscar,Fuglsang,Male,O. Fuglsang,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-03-12,Denmark,5adf60vwiw2f2mibyq1k4ex7i,173.0,right,NaN,active,yes,64.0,Aarhus,NaN,NaN,NaN
ei3xmwfz8dah5e4lcbu4w98t1,Jesper,Lindorff Juelsgård,Jesper,Juelsgard,Male,J. Juelsgård,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1989-01-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,left,18.0,active,yes,82.0,Spjald,NaN,NaN,NaN
eiy7fhqxdx3ypg4dq4454hpbe,Valdemar,Birksø Thorsen,Valdemar,Birksø,Male,V. Birksø,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2001-03-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,90.0,active,yes,NaN,Brande,NaN,NaN,NaN
y4dl1rer075c9wz6zhx7skbt,Oscar,Buch,NaN,NaN,Male,O. Buch,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1997-02-14,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,97.0,active,yes,NaN,NaN,NaN,NaN,NaN
1el3mu4rgcx8tebrawgfvynf8,Selim,Baskaya,NaN,NaN,Male,S. Baskaya,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-06-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,11.0,active,yes,NaN,NaN,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN
35og29e19w0ykeqcvudhpgr8,Nichlas,Monefeldt Vesterbæk,NaN,NaN,Male,N. Vesterbæk,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-03-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,12.0,active,yes,NaN,NaN,NaN,NaN,NaN
3pl9bjh47loedh0xme4yyhs2y,Simon,Holden,NaN,NaN,Male,S. Holden,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2000-11-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,NaN,active,no,NaN,NaN,NaN,NaN,NaN
4ieyvppe24gqdkm2xv2xlaluc,Oscar,Hjorth Reenberg,NaN,NaN,Male,O. Hjorth,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2006-04-12,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,30.0,active,yes,NaN,NaN,NaN,NaN,NaN
4lac0f1ev5usxpka7gaev3hii,Marcus,Kristensen,Marcus,Kristensen,Male,M. Kristensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2003-01-14,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,8.0,active,yes,NaN,NaN,NaN,NaN,NaN
4rhxehi019n7z1z1m7a39w1sk,Kasper,Nyegaard,NaN,NaN,Male,K. Nyegaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-10-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,14.0,active,yes,NaN,NaN,NaN,NaN,NaN
65f1ckijc2btnprgz3s593dw4,Jonas,Horup Damkjær,NaN,NaN,Male,J. Damkjær,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-11-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,22.0,active,yes,NaN,NaN,NaN,NaN,NaN
6bkuzenpse2kzirt9q7qeisd0,Marc,Winkel,NaN,NaN,Male,M. Winkel,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-05-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,172.0,both,17.0,active,yes,NaN,NaN,NaN,NaN,NaN
6dtufsz4pcjgabw64ex64w3kk,Mikkel,Klarskov Dandanell Madsen,NaN,NaN,Male,M. Madsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-08-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN
7h02v4ymnko5fh01iylbh34es,Roni,Arabaci,Roni,Arabaci,Male,R. Arabaci,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-02-14,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,right,10.0,active,yes,NaN,København,NaN,NaN,NaN
7pnxa8wzxx5qxevcckxdd62tx,Lasse Emil,Nielsen,Emil,Nielsen,Male,E. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1993-11-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,left,7.0,active,yes,77.0,Store Merløse,NaN,NaN,NaN
81c40rn7lrb39qu0sam8kv6dw,Oliver,Skolnik,NaN,NaN,Male,O. Skolnik,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1999-06-03,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,4.0,active,yes,NaN,NaN,NaN,NaN,NaN
8r9iqig43yjty7l1oq6yg73mc,Marco,Brylov,NaN,NaN,Male,M. Brylov,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1995-11-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,1.0,active,yes,NaN,NaN,NaN,NaN,NaN
8rdndyl03uhh1u5id0qf3ymms,Victor,Svensson,NaN,NaN,Male,V. Svensson,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2005-01-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,24.0,active,yes,NaN,NaN,NaN,NaN,NaN
99tm7b6ux9s4qocz0y4pcahas,Valdemar,Montell,NaN,NaN,Male,V. Montell,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-07-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,19.0,active,yes,NaN,NaN,NaN,NaN,NaN
aejgqvdw1jftxaa538kaa15w4,Oliver,Astradsson Juul Jensen,NaN,NaN,Male,O. Juul,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-04-18,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,left,3.0,active,yes,NaN,NaN,NaN,NaN,NaN
ajq7c0j4c2fxq5h3mqu8nw1ec,Mads,Skøtt,NaN,NaN,Male,M. Skøtt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-07-14,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,21.0,active,yes,NaN,NaN,NaN,NaN,NaN
ass2un9by50uzrp6i9njn7nkk,Nikolaj,Rahr Zachariassen,NaN,NaN,Male,N. Zachariassen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-05-03,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,left,20.0,active,yes,NaN,NaN,NaN,NaN,NaN
bwozpgcm48s08t1glxfgjajmd,Nicklas,Halse,Nicklas,Halse,Male,N. Halse,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-05-03,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,6.0,active,yes,NaN,NaN,NaN,NaN,NaN
cf6zq49y8v1ekw07e7yi3uac,Andreas,Maarup Hansen,NaN,NaN,Male,A. Maarup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1999-05-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,18.0,active,yes,NaN,NaN,NaN,NaN,NaN
duvhbifjh37mvlm46akiy431m,Mikkel,Juhl Aagaard Andersen,Mikkel,Juhl,Male,M. Juhl,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-01-29,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,right,2.0,active,yes,NaN,Præstø,NaN,NaN,NaN
e0nkqbugb4xkpluu5e42zf2ms,Frederik,Engqvist,NaN,NaN,Male,F. Engqvist,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-05-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,25.0,active,yes,NaN,NaN,NaN,NaN,NaN
eig8tfw8wed1o72zp99fpyrit,Mikkel,Thygesen,NaN,NaN,Male,M. Thygesen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1984-10-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,right,NaN,active,yes,82.0,København,NaN,NaN,NaN
emakjdiju8z2peey3ytjahz6y,Alexander Hasmark,Jensen,Alexander Hasmark,Jensen,Male,A. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2000-04-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,16.0,active,yes,NaN,NaN,NaN,NaN,NaN
m031ocyfq011rual3olkegdm,Arman,Taranis,Armann,Taranis,Male,A. Taranis,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-07-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,15.0,active,yes,NaN,NaN,NaN,NaN,NaN
11ngumxajbizagbzpm5kompxx,Michael Steven,Chacón Ibargüen,Michael,Chacón,Male,M. Chacón,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1994-04-11,Colombia,6kby8rq1p01fg5ds38ckkrcs5,175.0,right,6.0,active,yes,72.0,Palmira,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN
18g25rcpd99fe1gvr48uoqmtw,Emil,Villumsen,NaN,NaN,Male,E. Villumsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-09-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,31.0,active,yes,NaN,NaN,NaN,NaN,NaN
1icurh5jrnw1e6jdgqxjnhdnu,Gabriël,Çulhacı,Gabriël,Culhaci,Male,G. Çulhacı,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1999-12-30,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,left,5.0,active,yes,NaN,Amsterdam,NaN,NaN,NaN
2lc9bt5639t572il73e9y044,Dulat,Talyspaev,NaN,NaN,Male,D. Talyspaev,Kazakhstan,6kewn14jj4ncyzghlbu61hna6,Goalkeeper,player,2005-08-23,Kazakhstan,6kewn14jj4ncyzghlbu61hna6,188.0,right,12.0,active,yes,NaN,NaN,NaN,NaN,NaN
2pm5oqzyonn0dysa5nszgq3xm,Hans Christian,Bonnesen,NaN,NaN,Male,H. Bonnesen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-03-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,4.0,active,yes,NaN,NaN,NaN,NaN,NaN
3mcj3wypzq3lno1ehc0vif1sl,Jafar Aurelio,Miguel Arias,Jafar,Arias,Male,J. Arias,Curaçao,5im58ram567ao2fbnz39sm8vk,Attacker,player,1995-06-16,Curaçao,5im58ram567ao2fbnz39sm8vk,191.0,right,26.0,active,yes,78.0,Willemstad,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN
3mgrufy83uhzs9liw8pwxi784,Gabriel M.,Larsen,NaN,NaN,Male,G. Larsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-12-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,28.0,active,yes,NaN,NaN,NaN,NaN,NaN
45b72f8szmqnv8tz06j7mj1wq,Patrick,Weah,Patrick,Weah,Male,P. Weah,Liberia,78fh41lat89a3xaqjqcdzb4ul,Attacker,player,2003-12-05,Liberia,78fh41lat89a3xaqjqcdzb4ul,185.0,NaN,NaN,active,yes,83.0,Monrovia,USA,7hr2f89v44y65dyu9k92vprwn,NaN
4m7gr5z6b40dj02yrmlwgeluc,Sebastian,Larsen,NaN,NaN,Male,S. Larsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-05-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,3.0,active,yes,NaN,NaN,NaN,NaN,NaN
4ti8pdx03j8dh4mdb626ltmvo,Niklas,Jakobsen,NaN,NaN,Male,N. Jakobsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-10-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,21.0,active,yes,NaN,NaN,NaN,NaN,NaN
5nved2kta2hk8103hkyhq33hm,Mattias,Jakobsen,Mattias,Jakobsen,Male,M. Jakobsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-01-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,22.0,active,yes,NaN,NaN,NaN,NaN,NaN
619s1phj5bkgkug3aszc1y9cl,Mike,Lindemann Jensen,Mike,Jensen,Male,M. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1988-02-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,177.0,right,7.0,active,yes,75.0,NaN,NaN,NaN,NaN
67p0s4o54xcmiustgy8k5gljo,Silas,Hald,NaN,NaN,Male,S. Hald,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-09-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,right,16.0,active,yes,NaN,NaN,NaN,NaN,NaN
69h930ebovyl7rut5dz4r2iok,Molik Jesse,Khan,Molik,Khan,Male,M. Khan,Trinidad and Tobago,635ed0499golbw7h62vt7g53j,Midfielder,player,2004-04-08,Trinidad and Tobago,635ed0499golbw7h62vt7g53j,183.0,right,NaN,active,yes,76.0,San Fernando,NaN,NaN,NaN
6orujbbswf771s9rv0dcd8kd0,Basem,Alkhoudari,NaN,NaN,Male,B. Alkhoudari,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-10-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,left,17.0,active,yes,NaN,NaN,Iraq,1uzblzx1s42jn6zk6hivjzby8,NaN
74m58jsznzu8l89b8h7rkh1bd,Christian Emil Tue,Jensen,Christian,Jensen,Male,C. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2000-03-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,10.0,active,yes,NaN,NaN,NaN,NaN,NaN
7tijn3mz3caivct99bmp0q68k,Vinicius Faloni,Degn Pedersen,NaN,NaN,Male,V. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2007-03-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
8qzac8nxm8nxbckdaisnooutw,Erkan,Semovski,NaN,NaN,Male,E. Semovski,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Attacker,player,2004-11-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,NaN,19.0,active,yes,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
8ypf9ih1936oqs0rb00k8cjkk,Mikkel,Rohde Durlev,NaN,NaN,Male,M. Durlev,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-03-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,174.0,right,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
98zlz2sscsf6vb7d52ici074k,Youssef,Dhaflaoui,NaN,NaN,Male,Y. Dhaflaoui,Tunisia,2um1icx6ftp1auliaxyw0ou6y,Attacker,player,2002-07-03,Denmark,5adf60vwiw2f2mibyq1k4ex7i,173.0,left,9.0,active,yes,NaN,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
am3509ake84cde1xhb9264i22,Marcus,Mustac Gudmann,Marcus,Gudmann,Male,M. Gudmann,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-02-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,2.0,active,yes,NaN,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN
