id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,foot,startDate,endDate,status,active,placeOfBirth,weight,knownName,shirtNumber
aynwkpiteltfei3x5txm84opg,Ryan Yang,Leijten,Ryan,Leijten,Male,R. Leijten,Netherlands,6hzi5pltnz67q4la8yli9qfv6,China PR,6e8huv1g6g173rptk3y6jsg5z,Midfielder,player,2003-09-18,Netherlands,6hzi5pltnz67q4la8yli9qfv6,189.0,right,2021-05-11Z,2024-06-30Z,active,no,'s-Hertogenbosch,71.0,NaN,20.0
b45qh0un7qkpfjspraw5khjpw,Bart,Kemmeren,Bart,Kemmeren,Male,B. Kemmeren,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,2007-04-22,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,right,2023-07-01Z,2024-06-30Z,active,no,NaN,NaN,NaN,35.0
b9l12zfckbywukn3ll0vok6lm,Tomas,Kalinauskas,Tomas,Kalinauskas,Male,T. Kalinauskas,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,NaN,NaN,Attacker,player,2000-04-27,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,178.0,NaN,2023-01-17Z,2024-06-30Z,active,no,NaN,NaN,NaN,17.0
bolhhhc1bwb83ttsbthdjxyxg,Yannick,Keijser,Yannick,Keijser,Male,Y. Keijser,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,2005-03-21,Netherlands,6hzi5pltnz67q4la8yli9qfv6,179.0,right,2023-06-01Z,2025-06-30Z,active,no,NaN,NaN,NaN,34.0
c3s5vyh6qumj0mv9jsgxrx82c,Ilias,Boumassaoudi,Ilias,Boumassaoudi,Male,I. Boumassaoudi,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2005-01-14,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,right,2023-05-07Z,NaN,active,yes,Eindhoven,72.0,NaN,40.0
d3w8uqjidykfgf6rh5pmks7sa,Jakub,Ojrzyński,Jakub,Ojrzynski,Male,J. Ojrzyński,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,Goalkeeper,player,2003-02-19,Poland,27baqb7359ywdvsxxklx1kn11,196.0,right,2023-08-08Z,2024-06-30Z,active,no,Warszawa,84.0,NaN,75.0
d5e6xduerytsgoz68ogm3rswk,Remi,Akanni,Remi,Akanni,Male,R. Akanni,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,2004-11-22,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,left,2023-04-27Z,2024-06-30Z,active,no,NaN,NaN,NaN,36.0
dlyvvajjdnmamaafnh5yp0pka,Shalva,Ogbaidze,Shalva,Ogbaidze,Male,S. Ogbaidze,Georgia,55mqz7j6585f2jhgfhn62lomr,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2002-08-01,Georgia,55mqz7j6585f2jhgfhn62lomr,177.0,right,2023-06-13Z,2024-09-23Z,active,no,Tbilisi,75.0,NaN,30.0
ed5sclhs7op7a2mdvetub4dwq,Yuya,Ikeshita,Yuya,Ikeshita,Male,Y. Ikeshita,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,2002-05-08,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,right,2023-06-18Z,2025-06-30Z,active,no,NaN,74.0,NaN,4.0
ewfgegdky9o8hww9m02dd30gk,William,van Overbeek,William,van Overbeek,Male,W. van Overbeek,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,coach,1975-01-27,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,2024-04-11Z,2024-06-30Z,active,no,'s-Hertogenbosch,NaN,NaN,NaN
j1762451by5wapyezx4qqr6c,Rein,van Hedel,Rein,van Hedel,Male,R. van Hedel,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,2004-11-06,Netherlands,6hzi5pltnz67q4la8yli9qfv6,187.0,right,2024-03-22Z,2025-08-25Z,active,no,NaN,80.0,NaN,NaN
155k661octn5lfy9h95hjrbo,Tino,Dimitrijevic,Tino,Dimitrijevic,Male,T. Dimitrijevic,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,2003-07-21,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,2023-12-18Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
1evsz02au0pu4a1tmzn5s27hm,Trevor Irving,Doornbusch,Trevor,Doornbusch,Male,T. Doornbusch,Curaçao,5im58ram567ao2fbnz39sm8vk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,1999-07-06,Netherlands,6hzi5pltnz67q4la8yli9qfv6,188.0,right,2022-08-03Z,2024-06-30Z,active,no,Haarlem,80.0,NaN,31.0
1s6yn52hlqtmmz4lerscf457u,Rocco Robert,Shein,Rocco,Shein,Male,R. Shein,Estonia,64smib5liu1qh78iaylufxj99,NaN,NaN,Midfielder,player,2003-07-14,Estonia,64smib5liu1qh78iaylufxj99,185.0,both,2023-07-26Z,2025-01-30Z,active,no,Tallinn,75.0,NaN,21.0
1tmihr54maqj0h7785cg9ez56,Mathis,Suray,Mathis,Suray,Male,M. Suray,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2001-07-26,Belgium,4wbzjcclyefma1ourvjsu4q2j,173.0,right,2020-09-28Z,2024-06-17Z,active,no,Charleroi,NaN,NaN,20.0
1ufzkfjcl53jun67ctdkxv3tg,Joey,de Bie,Joey,de Bie,Male,J. de Bie,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,2004-05-14,Netherlands,6hzi5pltnz67q4la8yli9qfv6,188.0,left,2022-07-01Z,2024-08-12Z,active,no,Houten,NaN,NaN,29.0
20ib1q65ul2h570xl6jpcx1jo,Daniël,van Vianen,Daniël,van Vianen,Male,D. van Vianen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,2003-04-28,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,both,2023-01-04Z,NaN,active,yes,Groot-Ammers,71.0,NaN,26.0
2f5hdor2uv8hfxnieyvivsesp,Luca Bastian,Plogmann,Luca,Plogmann,Male,L. Plogmann,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Goalkeeper,player,2000-03-10,Germany,36min0qztu8eydwvpv8t1is0m,188.0,both,2023-07-31Z,2024-06-30Z,active,no,Bremen,78.0,NaN,1.0
2imz9ikcnqdhrbdwmb8un53ze,Antef,Tsoungui,Antef,Tsoungui,Male,A. Tsoungui,Belgium,4wbzjcclyefma1ourvjsu4q2j,Cameroon,4eb9feio6u267dd1jcwaf38mt,Defender,player,2002-12-30,Belgium,4wbzjcclyefma1ourvjsu4q2j,185.0,right,2023-07-02Z,2024-06-30Z,active,no,Brussel,68.0,NaN,4.0
2ppvf1ywd1mxum1lgnn2pubdg,Bartłomiej,Smolarczyk,Bartlomiej,Smolarczyk,Male,B. Smolarczyk,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,Defender,player,2003-07-02,Poland,27baqb7359ywdvsxxklx1kn11,191.0,right,2022-08-03Z,2024-07-24Z,active,no,Warszawa,84.0,NaN,24.0
31u2tk3aha04kwphoucf4ze5m,Jop,van der Avert,Jop,van der Avert,Male,J. van der Avert,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,2000-05-11,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,left,2021-07-26Z,2025-01-21Z,active,no,Bergen op Zoom,NaN,NaN,3.0
37gw14qso08iq31lr2gerhb84,Tijn,Baltussen,Tijn,Baltussen,Male,T. Baltussen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Goalkeeper,player,2005-03-20,Netherlands,6hzi5pltnz67q4la8yli9qfv6,197.0,left,2022-07-01Z,NaN,active,yes,Bergen op Zoom,82.0,NaN,13.0
4euifsdw052r78vuwrvg795g,Boaz,Kroll,Boaz,Kroll,Male,B. Kroll,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Goalkeeper,player,2006-03-25,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,NaN,2023-12-18Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
4qjm6aqyjmbim8xburntsydw,Jeffrey,Owusu-Nyamekye,Jeffrey,Owusu,Male,J. Owusu,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2005-09-12,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,right,2023-07-01Z,2024-06-30Z,active,no,NaN,NaN,NaN,18.0
53g522ox4zpljnu57fcf4meei,Adrian,Segecic,Adrian,Segecic,Male,A. Segecic,Australia,u5ieemi69z72c3bgczyy68lo,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,2004-06-01,Australia,u5ieemi69z72c3bgczyy68lo,173.0,left,2023-08-30Z,2024-06-30Z,active,no,NaN,73.0,NaN,16.0
6eg8vaxpqsd6cyh736h7bq4x6,Dylan,Mbayo,Dylan,Mbayo,Male,D. Mbayo,Belgium,4wbzjcclyefma1ourvjsu4q2j,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Attacker,player,2001-10-11,Belgium,4wbzjcclyefma1ourvjsu4q2j,175.0,left,2024-01-05Z,2024-06-30Z,active,no,NaN,65.0,NaN,NaN
6gzpefxqcz2v4z95bnecilfpx,Jari,Schuurman van Klaveren,Jari,Schuurman,Male,J. Schuurman,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,1997-02-22,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,right,2019-07-01Z,2025-06-30Z,active,no,Gorinchem,65.0,NaN,10.0
6smqledi9xrrhifu9yi87kf6x,Malhory,Noc,Malhory,Noc,Male,M. Noc,France,7gww28djs405rfga69smki84o,Guadeloupe,4u7nk4lz0pms78k7jjbjwvgce,Attacker,player,1998-01-09,Guadeloupe,4u7nk4lz0pms78k7jjbjwvgce,178.0,right,2022-07-01Z,2024-01-11Z,active,no,Les Abymes,71.0,NaN,NaN
7e78647fbcn7noga5qlz46xux,Abdallah,Aberkane,Abdallah,Aberkane,Male,A. Aberkane,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Defender,player,2000-05-05,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,right,2023-01-19Z,2024-02-02Z,active,no,Gouda,79.0,NaN,NaN
7kntrrc80dcadt8umvqf6qfe2,Jaymillio,Pinas,Jaymillio,Pinas,Male,J. Pinas,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Attacker,player,2002-05-03,Netherlands,6hzi5pltnz67q4la8yli9qfv6,173.0,right,2022-01-28Z,2023-08-31Z,active,no,Amsterdam,72.0,NaN,NaN
7plnzzirl3q10vucy37p7b6ui,Pepijn,Doesburg,Pepijn,Doesburg,Male,P. Doesburg,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,2001-01-17,Netherlands,6hzi5pltnz67q4la8yli9qfv6,189.0,right,2022-07-01Z,2023-08-31Z,active,no,Rotterdam,75.0,NaN,19.0
7q0v538ed6j5xy3wgykh56w2x,Léo Louis,Seydoux,Léo,Seydoux,Male,L. Seydoux,Switzerland,3bh70jgvc5mn58x0byjkuda17,NaN,NaN,Defender,player,1998-03-16,Switzerland,3bh70jgvc5mn58x0byjkuda17,174.0,right,2024-01-05Z,2025-06-30Z,active,no,Riaz,68.0,NaN,2.0
88jqvur5bpyzb3wgyjd6li7ai,Michele,Santoni,Michele,Santoni,Male,M. Santoni,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,coach,1980-05-18,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2021-07-01Z,2024-05-29Z,active,no,NaN,NaN,NaN,NaN
8a0w8w24kw89hf93dj2pnsoic,Joey,van Gennip,Joey,van Gennip,Male,J. van Gennip,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,2002-10-31,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,NaN,2021-12-08Z,2024-06-30Z,active,no,Zwijndrecht,NaN,NaN,7.0
8kjj99vsq8xbp1fvchcie8rca,René,Kriwak,René,Kriwak,Male,R. Kriwak,Austria,hcs1bd49qliqqity6o268jyt,NaN,NaN,Attacker,player,1999-04-30,Austria,hcs1bd49qliqqity6o268jyt,198.0,right,2023-06-27Z,2025-06-30Z,active,no,NaN,85.0,NaN,9.0
9oxlenxa5z4yy8vbd71wzn3tg,Shiloh Kiesar,'t Zand,Shiloh,'t Zand,Male,S. 't Zand,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Midfielder,player,2003-05-14,Netherlands,6hzi5pltnz67q4la8yli9qfv6,177.0,right,2023-07-03Z,2024-06-24Z,active,no,Rotterdam,NaN,NaN,22.0
9rvoxzt3kugi4k9auam42bil1,Pascal,Bosschaart,Pascal,Bosschaart,Male,P. Bosschaart,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,assistant coach,1980-02-28,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,NaN,2023-06-23Z,2024-06-30Z,active,no,Rotterdam,69.0,NaN,NaN
9wo8twcbs1jnqzdy0c6y8adey,Ruben,Kluivert,Ruben,Kluivert,Male,R. Kluivert,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Defender,player,2001-05-21,Netherlands,6hzi5pltnz67q4la8yli9qfv6,187.0,right,2023-09-01Z,2024-06-30Z,active,no,Amsterdam,70.0,NaN,15.0
9zttqmllo65i9g7mcbwjb6nai,John Kenneth,Hilton,John,Hilton,Male,J. Hilton,USA,7hr2f89v44y65dyu9k92vprwn,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Defender,player,2001-06-15,USA,7hr2f89v44y65dyu9k92vprwn,178.0,both,2023-07-01Z,NaN,active,yes,Long Beach,79.0,NaN,5.0
ab8p14hbfeph28j3ig36nzob9,Tim Charles Pieter,Receveur,Tim,Receveur,Male,T. Receveur,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,1991-07-30,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,right,2023-01-27Z,2024-07-19Z,active,no,Amersfoort,75.0,NaN,6.0
aeue0dvxs088u4ucahccoe1as,Ilias,Sebaoui,Ilias,Sebaoui,Male,I. Sebaoui,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2001-10-04,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,right,2023-07-02Z,2024-06-30Z,active,no,Antwerpen,70.0,NaN,40.0
cdhqb1a4h246hu0u13pm0tqay,Ilias,Bronkhorst,Ilias,Bronkhorst,Male,I. Bronkhorst,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Defender,player,1997-05-10,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,right,2023-08-24Z,2024-06-30Z,active,no,Haarlem,79.0,NaN,14.0
cjuzhcgsj4mwwr4evn823hivp,Elso,Brito,Elso,Brito,Male,Elso Brito,Cabo Verde,7235kgq23bu1v4qwk491u58h0,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1994-04-02,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,left,2022-07-01Z,2024-06-30Z,active,no,Rotterdam,84.0,NaN,28.0
cktdin60q1omaa4gmjp08o76y,Boubakar,Camara,Boubakar,Camara,Male,B. Camara,France,7gww28djs405rfga69smki84o,Mali,d0v29nncgikdswlxpdq553zz,Attacker,player,2001-03-27,Mali,d0v29nncgikdswlxpdq553zz,173.0,left,2022-07-12Z,2024-02-02Z,active,no,NaN,65.0,NaN,11.0
ddiob92kqdyndwhf4rxyh3huc,Rogier,van Gogh,Rogier,van Gogh,Male,R. van Gogh,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,2005-05-03,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,both,2023-10-19Z,2025-06-30Z,active,no,Goes,NaN,NaN,12.0
dfsaq5nx77rkcktyfkrfp9hjo,Kwame,Tabiri,Kwame,Tabiri,Male,K. Tabiri,Ghana,2q2sw72utw5gu9t5y4knckwba,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2006-06-10,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,right,2024-05-09Z,2025-06-27Z,active,no,Breda,NaN,NaN,NaN
dsgea9ruo8blm2ppu19y1vod0,Benjamin,Reemst,Benjamin,Reemst,Male,B. Reemst,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,2000-03-29,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,right,2022-06-11Z,2024-06-30Z,active,no,NaN,NaN,NaN,8.0
dwu5macjd0b6xzukitk40st4a,Oluwakorede David,Osundina,Korede,Osundina,Male,K. Osundina,USA,7hr2f89v44y65dyu9k92vprwn,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2004-02-13,USA,7hr2f89v44y65dyu9k92vprwn,183.0,both,2023-09-14Z,2025-01-31Z,active,no,Naperville,75.0,NaN,17.0
e2nsy4zv5hw9x13mp604tr8ix,Celton,Anssumane Biai,Celton,Anssumane Biai,Male,Celton Biai,Guinea-Bissau,5ikz7810612v7a6l5u6gxa6vm,Portugal,1nbm5i9a0403zzvltn17lxinc,Goalkeeper,player,2000-08-13,Portugal,1nbm5i9a0403zzvltn17lxinc,188.0,right,2024-01-19Z,NaN,active,yes,Lisboa,88.0,Celton Biai,63.0
euajjkd7r76azux3hywqlzeqy,Guus,Baars,Guus,Baars,Male,G. Baars,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,2003-02-11,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,2023-06-26Z,2023-08-31Z,retired,no,NaN,NaN,NaN,12.0
12y6tmd1yr04c0ed2klslpwb9,Joey,Sleegers,Joey,Sleegers,Male,J. Sleegers,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,1994-07-20,Netherlands,6hzi5pltnz67q4la8yli9qfv6,165.0,right,2023-07-17Z,2025-06-30Z,active,no,Helmond,62.0,NaN,11.0
1dx8v7a0w6ntiztba27ki579w,Shane,van Aarle,Shane,van Aarle,Male,S. van Aarle,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Rwanda,12obgipj8u3vm1grf3jkrvqte,Defender,player,2006-06-05,Netherlands,6hzi5pltnz67q4la8yli9qfv6,195.0,left,2024-01-21Z,2025-06-30Z,active,no,NaN,NaN,NaN,NaN
1r67co8q0ktlqe5209xm6sxec,Dyon,Dorenbosch,Dyon,Dorenbosch,Male,D. Dorenbosch,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,2003-01-10,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,right,2022-07-01Z,NaN,active,yes,Eindhoven,74.0,NaN,6.0
24ydh2lcb5yej7ul0795c4xgq,Willem,Weijs,Willem,Weijs,Male,W. Weijs,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,coach,1987-02-19,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,2023-06-26Z,2024-06-25Z,active,no,NaN,NaN,NaN,NaN
2v12tmspdosmwic2h6itfz0x6,Jort,Borgmans,Jort,Borgmans,Male,J. Borgmans,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Spain,49ih1pwv3ahshdf8uzrimi54c,Goalkeeper,player,2002-09-20,Netherlands,6hzi5pltnz67q4la8yli9qfv6,190.0,both,2020-01-09Z,NaN,active,yes,Valkenswaard,82.0,NaN,12.0
3bepi58wwope38a478y7jwlxw,August,Priske Flyger,August,Priske,Male,A. Priske,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2004-03-23,Belgium,4wbzjcclyefma1ourvjsu4q2j,187.0,right,2023-08-22Z,2024-06-30Z,active,no,Genk,79.0,NaN,9.0
3j368501ogr8mt2jdb7mby8h6,Sven,van Doorm,Sven,van Doorm,Male,S. van Doorm,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,1997-04-29,Netherlands,6hzi5pltnz67q4la8yli9qfv6,172.0,right,2022-07-01Z,2024-06-30Z,active,no,Epe,67.0,NaN,8.0
3v2grfhuisr456ibcvqjfx4yy,Yassine,Azzagari,Yassine,Azzagari,Male,Y. Azzagari,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,player,2001-07-24,Netherlands,6hzi5pltnz67q4la8yli9qfv6,176.0,right,2022-06-09Z,2024-01-05Z,active,no,Goes,68.0,NaN,45.0
4o9svwvm0s8nzofh5jy0sn1sl,Mart,Lieder,Mart,Lieder,Male,M. Lieder,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,1990-05-01,Netherlands,6hzi5pltnz67q4la8yli9qfv6,188.0,right,2024-01-14Z,2024-06-30Z,retired,no,Purmerend,85.0,NaN,20.0
4qof94upb3ikptsgjtvddnpm2,Maarten,Swerts,Maarten,Swerts,Male,M. Swerts,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2004-01-20,Belgium,4wbzjcclyefma1ourvjsu4q2j,171.0,right,2023-07-07Z,2025-06-30Z,active,no,NaN,66.0,NaN,5.0
5f8ajd8cgyvmmdzr0lzi1gtii,Evan,Rottier,Evan,Rottier,Male,E. Rottier,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,2002-02-11,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,right,2022-07-01Z,2025-02-04Z,active,no,Maassluis,73.0,NaN,22.0
5h0gir3drk7kg04vywrawvok4,Luuk,Verheij,Luuk,Verheij,Male,L. Verheij,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,2005-07-23,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,2024-05-02Z,2025-06-30Z,active,no,NaN,NaN,NaN,NaN
5rn5ep2oqtwiahmtefwx43bpw,Bastiaan,Riemersma,Bastiaan,Riemersma,Male,B. Riemersma,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,assistant coach,1979-07-10,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,2023-07-01Z,2025-06-30Z,active,no,NaN,NaN,NaN,NaN
6rax023wzkkyo1yxbafx2kq2,Mitchel,van Rosmalen,Mitchel,van Rosmalen,Male,M. van Rosmalen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,2001-06-25,Netherlands,6hzi5pltnz67q4la8yli9qfv6,177.0,both,2023-07-01Z,2024-01-16Z,active,no,NaN,68.0,NaN,21.0
7h7373macjibjv95o1q1p6dck,Tyrese,Simons,Tyrese,Simons,Male,T. Simons,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Defender,player,2002-10-19,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,2024-01-25Z,NaN,active,yes,NaN,NaN,Tyrese Simons,21.0
7hsyytjjg6zw5knvav9xybbh1,Collin Dean,Seedorf,Collin,Seedorf,Male,C. Seedorf,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Defender,player,1995-05-01,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,right,2021-02-01Z,2025-06-30Z,active,no,Amsterdam,74.0,NaN,33.0
7rnxa9x6umr00dnpne8acyv4k,Jesse,Giebels,Jesse,Giebels,Male,J. Giebels,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,2003-04-29,Netherlands,6hzi5pltnz67q4la8yli9qfv6,189.0,left,2023-01-29Z,2024-04-22Z,active,no,Boxmeer,75.0,NaN,24.0
8afjc5w0g2wk4hebm0lrcncb8,Dylan Nino,Fancito,Nino,Fancito,Male,N. Fancito,Curaçao,5im58ram567ao2fbnz39sm8vk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2004-09-30,Curaçao,5im58ram567ao2fbnz39sm8vk,184.0,right,2023-02-09Z,NaN,active,yes,NaN,69.0,NaN,30.0
8ufhdk6um9mrrx88vds0pqrdg,Kwint,Erkelens,Kwint,Erkelens,Male,K. Erkelens,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,2003-02-11,Netherlands,6hzi5pltnz67q4la8yli9qfv6,192.0,right,2023-07-01Z,2024-08-03Z,active,no,Eindhoven,NaN,NaN,28.0
94msjqprwfsviylh3i0ss9m8l,Jorn,Brondeel,Jorn,Brondeel,Male,J. Brondeel,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,1993-09-07,Belgium,4wbzjcclyefma1ourvjsu4q2j,190.0,right,2023-07-11Z,NaN,active,yes,Wetteren,82.0,NaN,26.0
97p6b1r72br3soq4k7fpjnrl6,Tibo,Persyn,Tibo,Persyn,Male,T. Persyn,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2002-03-13,Belgium,4wbzjcclyefma1ourvjsu4q2j,179.0,right,2023-07-15Z,2025-06-30Z,active,no,Kortrijk,70.0,NaN,99.0
9dz0oepibhu71do7jtv0gbz10,Justin,Manders,Justin,Manders,Male,J. Manders,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Goalkeeper,player,2006-05-05,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,right,2023-08-24Z,2025-06-30Z,active,no,NaN,NaN,NaN,31.0
9e70uun80bdi4hedu45mo5vxl,Maarten,Peijnenburg,Maarten,Peijnenburg,Male,M. Peijnenburg,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,1997-01-10,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,right,2019-07-01Z,2025-06-30Z,active,no,Boxtel,79.0,NaN,4.0
b0yxbu9af1b0jc1odpwzvd7je,Pjotr,Kestens,Pjotr,Kestens,Male,P. Kestens,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2001-10-26,Belgium,4wbzjcclyefma1ourvjsu4q2j,172.0,left,2022-06-09Z,2024-06-22Z,active,no,Gent,74.0,NaN,14.0
bnkzwpd607re6s01oa77wcodm,Jasper,Dahlhaus,Jasper,Dahlhaus,Male,J. Dahlhaus,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,2001-11-27,Netherlands,6hzi5pltnz67q4la8yli9qfv6,176.0,right,2021-07-16Z,2024-06-16Z,active,no,Doetinchem,73.0,NaN,7.0
