id,firstName,lastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,startDate,status,active,shortFirstName,shortLastName,height,foot,shirtNumber,placeOfBirth,weight,secondNationality,secondNationalityId,endDate,knownName
rv6r0bwbl75er38wklyfpsr9,Nicklas,Helenius Jensen,Male,N. Helenius,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1991-05-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-01-17Z,active,yes,Nicklas,Helenius,196.0,right,9.0,Svenstrup,85.0,NaN,NaN,NaN,NaN
186mdd3akww1wyxdc9ouw6kno,Frederik,Grube Andersen,Male,F. Grube,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2000-05-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2022-08-24Z,active,yes,NaN,NaN,NaN,NaN,6.0,NaN,NaN,NaN,NaN,NaN,NaN
29y19vqfjkvlc8s9gr5v5atqs,Jashar,Beluli,Male,J. Beluli,Albania,17zsm8shejejls2on1ffil3op,Midfielder,player,2004-06-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-09-13Z,active,yes,Jashar,Beluli,180.0,left,70.0,Aabenraa,70.0,NaN,NaN,NaN,NaN
2lvlyvfvdoz7kyqtib6jm9btg,Andreas,Pisani Laugesen,Male,A. Pisani,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-09-03,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-01-02Z,active,yes,NaN,NaN,NaN,NaN,4.0,NaN,NaN,NaN,NaN,NaN,NaN
2n8fvjqe4es6a04l4ki18uvbo,Carl,Carøe Nygaard,Male,C. Nygaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-05-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-08-01Z,active,yes,Carl,Nygaard,182.0,right,NaN,NaN,69.0,NaN,NaN,NaN,NaN
2wwpfsducpmryacr17y8k70iy,Baptiste Jean,Rolland,Male,B. Rolland,France,7gww28djs405rfga69smki84o,Defender,player,2003-01-14,France,7gww28djs405rfga69smki84o,2025-09-01Z,active,yes,Baptiste,Rolland,186.0,right,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3b8zmft8guvxlwfl1ystmjzkl,Jonas,Søndberg Thorsen,Male,J. Thorsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1990-04-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-09-13Z,active,yes,Jonas,Thorsen,188.0,right,24.0,Skæring,77.0,NaN,NaN,NaN,NaN
4yfwo1ja5nchmj85dlml95o2c,Jonas,Østergaard,Male,J. Østergaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-08-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-08-22Z,active,yes,NaN,NaN,192.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5o1k2hd9rdooxpjgbnabuh94a,Simon,Bækgård,Male,S. Bækgård,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1999-10-14,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-07-01Z,active,yes,Simon,Baekgaard,179.0,NaN,8.0,NaN,73.0,NaN,NaN,NaN,NaN
5p2n0mqcwpho1q50bt790mxas,Simon,Rosenkilde,Male,S. Rosenkilde,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-02-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5q7msbcrmtsr3b7tykgb6l05w,Magnus,Kirchheiner,Male,Magnus Kirchheiner,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-08-12,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2020-07-01Z,active,yes,NaN,NaN,NaN,NaN,27.0,NaN,NaN,NaN,NaN,NaN,NaN
6yh22sf7jss7huppjtromrkes,Marcus,de Claville Berthelsen,Male,M. Berthelsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1998-07-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,21.0,NaN,NaN,NaN,NaN,NaN,NaN
6zxcmzp7w6esj54g05tvk7ai1,Kasper,Lunding Jakobsen,Male,K. Lunding,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1999-07-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-07-10Z,active,yes,Kasper,Lunding,178.0,left,11.0,NaN,69.0,NaN,NaN,NaN,NaN
7zb57r5m7lmvj3xlf9y1ldez8,Marcus,Løvenbalk Kirchheiner,Male,Marcus Kirchheiner,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1996-09-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN,10.0,NaN,NaN,NaN,NaN,NaN,NaN
8j0kqwkbqy2c6y7t5h7y6rbhl,Sebastian,Buch Jensen,Male,S. Buch,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1999-01-28,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2022-07-01Z,active,yes,Sebastian,Buch Jensen,182.0,right,22.0,Horsens,NaN,NaN,NaN,NaN,NaN
8rqctff92ui8fanzbk6skyyac,Elias,Caspersen Egerton,Male,E. Egerton,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-02-11,Norway,7f16iy4w8u8ogyn6pfooqwv5z,2025-02-26Z,active,yes,NaN,NaN,NaN,NaN,28.0,NaN,NaN,NaN,NaN,NaN,NaN
99518av3ju5u5wooeimy4x5hw,Oliver lykke,Andreasen,Male,O. Andreasen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-11-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-02-03Z,active,yes,NaN,NaN,NaN,NaN,23.0,NaN,NaN,NaN,NaN,NaN,NaN
9c4i56ysfw5sc7i0qq766347o,Mikkel Falk,Hansen,Male,M. Falk,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-06-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-02-01Z,active,yes,NaN,NaN,NaN,NaN,26.0,NaN,NaN,NaN,NaN,NaN,NaN
9delpquqv81o7ftrgefb0wpp0,Luka,Callø Carstensen,Male,L. Callø,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-05-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-09-01Z,active,yes,Luka,Callø,181.0,right,NaN,Skødstrup,71.0,NaN,NaN,2026-06-30Z,NaN
9nafz0c0x2qvmo5ldm0djmcq1,Magnus,Kaastrup Refstrup Lauritsen,Male,M. Kaastrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-12-28,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-06-27Z,active,yes,Magnus,Kaastrup,176.0,left,7.0,NaN,70.0,NaN,NaN,NaN,NaN
9w1wpf3tocn27ed1oaaoe5zsa,Martin,Agnarsson,Male,M. Agnarsson,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Defender,player,2003-12-07,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,2024-09-02Z,active,yes,Martin,Agnarsson,172.0,left,3.0,Tórshavn,64.0,NaN,NaN,NaN,NaN
a5alop4wg4qwwu812pfskfjtg,Ólafur,Dan Hjaltason,Male,Ó. Hjaltason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2005-11-05,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,20.0,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN
auanm2iykqvil46syj2c38vtg,Gustav,Junge,Male,G. Junge,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-04-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-08-01Z,active,no,NaN,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN,2025-08-28Z,NaN
az9olsp7tglzt73awei9a4cgk,Mathias,Nordestgaard Kubel,Male,M. Kubel,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-12-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN,17.0,NaN,NaN,NaN,NaN,NaN,NaN
bv78sm66yinm0hdoawecai5g4,Oluwasegun,Oluwatobi Olalere,Male,O. Olalere,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,1999-12-01,Nigeria,63pvdwrsiq5b07mzi8igqei9p,2023-10-19Z,active,yes,NaN,NaN,183.0,left,29.0,NaN,NaN,NaN,NaN,NaN,NaN
c0eo0t8an4ud07drvo5lk7ml0,Kasper,Hartly Kiilerich,Male,K. Kiilerich,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2005-11-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-01-06Z,active,yes,Kasper,Kiilerich,198.0,right,1.0,Viborg,78.0,NaN,NaN,2026-06-30Z,NaN
cxky7y1btlq0bf99zrjn59rtg,Marius,Løkke,Male,M. Løkke,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cyh8gyu1yernnwwzl0l41muqc,Frederik,Munk,Male,F. Munk,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dj68p55290zv0euqhihur71g4,Morten,Dahm Kjærgaard,Male,M. Dahm Kjærgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1984-01-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2020-01-13Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dv0suyzy1i57u7x1l1rm94bv8,Malthe,Kjølby,Male,M. Kjølby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-01-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,yes,Malthe,Kjølby,190.0,right,2.0,NaN,NaN,NaN,NaN,NaN,NaN
ecavckbyx6xmni5tglua8o25l,Erik,Nissen,Male,E. Nissen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1997-02-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-08-02Z,active,yes,NaN,NaN,193.0,NaN,5.0,NaN,82.0,NaN,NaN,NaN,NaN
f1mn7hl9ythw3bblz9lguqtjo,Kasper,Nygaard Andersen,Male,K. Andersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-09-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,9.0,NaN,NaN,NaN,NaN,NaN,NaN
f2hab1q8nrvah7j2k5ci0edxw,Viktor,Højbjerg,Male,V. Højbjerg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2002-08-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,yes,NaN,NaN,191.0,NaN,30.0,København,NaN,NaN,NaN,NaN,NaN
f5do9kh6590dwx2732iak0edx,Anders,Sølvsten Holvad,Male,A. Holvad,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1990-06-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-09-01Z,active,yes,Anders,Holvad,187.0,NaN,16.0,NaN,74.0,NaN,NaN,NaN,NaN
1j48dmn5tafd2gp4rjmjlbm6s,Muhammad,Huzaifa Khan,Male,Muhammad Huzaifa,Pakistan,4pjfgdjadjcfgts4nljt6mh0s,Defender,player,2006-08-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-02-03Z,active,yes,Muhammad,Huzaifa Khan,NaN,NaN,12.0,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,Muhammad Huzaifa
2k5289tevc2gxo04i83io5a3u,Emil,Rosberg Møller,Male,E. Møller,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-05-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-07-26Z,active,yes,Emil,Møller,NaN,NaN,24.0,NaN,NaN,NaN,NaN,NaN,NaN
3ngygpwrrb9ghyph2nmr8hb10,Karl,Noppen Bertelsen,Male,K. Noppen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2007-02-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-04-25Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3u184ybkonoa5ubxjzoy06ntg,Kristaps,Grabovskis,Male,K. Grabovskis,Latvia,6s9bglosczqlp9cxh3ze5hdm5,Midfielder,player,2005-06-14,Latvia,6s9bglosczqlp9cxh3ze5hdm5,2025-07-01Z,active,yes,Kristaps,Grabovskis,165.0,both,8.0,NaN,NaN,NaN,NaN,NaN,NaN
4a0jmv6qmwn01iuqp1mhnyzth,Nicolaj,Thomsen,Male,N. Thomsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1993-05-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-07-01Z,active,yes,Nicolaj,Thomsen,180.0,right,27.0,Skagen,75.0,NaN,NaN,NaN,NaN
4csz412vb3lquessbnf999ct0,Adam,Ahmad,Male,A. Ahmad,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-06-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,14.0,NaN,NaN,NaN,NaN,NaN,NaN
52xeb867n93p1wftf42wxu1w4,Yasin,Belhadj,Male,Y. Belhadj,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-10-12,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-02-20Z,active,yes,NaN,NaN,NaN,NaN,32.0,NaN,NaN,Morocco,2xdcc39z1k79pnjbtn9x31wdh,NaN,NaN
5mmgppapbchmcj9zdtyw0w5xw,Julius,Voldby Rosenberg Hansen,Male,J. Voldby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2005-06-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-08-30Z,active,no,Julius,Voldby,NaN,NaN,9.0,NaN,NaN,NaN,NaN,2025-09-01Z,NaN
61dwnjxkcocac94sqbk3u1jv9,Kasper,Wellemberg Lorentzen,Male,K. Lorentzen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1985-11-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-12-06Z,active,yes,Kasper,Lorentzen,180.0,NaN,NaN,Hvidovre,74.0,NaN,NaN,NaN,NaN
6dki65mdd3letfjjj51i0w3c9,Andreas,Heimer Hansen,Male,A. Heimer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-12-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2022-07-01Z,active,yes,Andreas,Heimer Hansen,183.0,NaN,20.0,København,75.0,NaN,NaN,NaN,NaN
6g671k5lvgoo2bgub2516q1w4,Ludvig,Fagersted Henriksen,Male,L. Henriksen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-11-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-06-15Z,active,yes,NaN,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,NaN
6otr0cifkk9jbmxc2ew2spka,Ahmed,Daghim,Male,Ahmed Daghim,Palestine,1iq272xbm8xx01hiu7thq4tgt,Midfielder,player,2001-04-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2022-07-08Z,active,yes,Ahmed,Daghim,NaN,right,7.0,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN
7h02v4ymnko5fh01iylbh34es,Roni,Arabaci,Male,R. Arabaci,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-02-14,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-14Z,active,yes,Roni,Arabaci,176.0,right,28.0,København,NaN,NaN,NaN,NaN,NaN
7k2c7wgoywy7boesjer5578q1,Frederik,Ibsen,Male,F. Ibsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1997-03-28,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-08-13Z,active,yes,Frederik,Ibsen,186.0,right,31.0,NaN,80.0,NaN,NaN,NaN,NaN
86mx27krl6c613x6e3t9g3cic,Fisnik,Isaki,Male,F. Isaki,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Midfielder,player,2003-04-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-07-21Z,active,yes,Fisnik,Isaki,178.0,left,18.0,NaN,68.0,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN
8i0o1b8rjsab9se3v6vteqmfo,Chukwuemeka Paul,Nnamani,Male,E. Nnamani,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-11-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-02-01Z,active,no,Emeka,Nnamani,183.0,both,11.0,Rødovre,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,2025-08-15Z,NaN
8xe0fufxfgf5cuwgysz3r2j85,Emil,Nørmark Christensen,Male,E. Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1997-07-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2022-07-01Z,active,yes,NaN,NaN,190.0,NaN,5.0,NaN,83.0,NaN,NaN,NaN,NaN
9213debwtuph6cjborx73sx78,Osvald Gabriel,Søe,Male,O. Søe,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-11-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-07-12Z,active,yes,NaN,NaN,187.0,NaN,4.0,NaN,NaN,NaN,NaN,NaN,NaN
9y3vs6l0mjj38z0kw062jlh3p,Aris Nikolaos,Halling Vaporakis,Male,A. Vaporakis,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1995-01-06,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2020-01-31Z,active,yes,Aris,Vaporakis,184.0,NaN,1.0,NaN,77.0,NaN,NaN,NaN,NaN
a8ccmy6j1xj2yvx324vws81lg,Oliver Konstantin,Thomassen,Male,O. Thomassen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-05-19,Norway,7f16iy4w8u8ogyn6pfooqwv5z,2025-07-13Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ab3nxxoj7bxlnhot9htoex1xw,Gustav,Højbjerg,Male,G. Højbjerg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-12-03,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-07-01Z,active,yes,NaN,NaN,187.0,left,21.0,NaN,NaN,NaN,NaN,NaN,NaN
broy5so32tobi4qohtwgomq6s,Mikail,Ergin,Male,M. Ergin,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ct7z1lwc3kc5oblzcewgipzl6,Andreas,Pedersen Bredahl,Male,A. Bredahl,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-03-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-08-21Z,active,yes,Andreas,Bredahl,NaN,NaN,19.0,NaN,NaN,NaN,NaN,NaN,NaN
dja68kdmhtsm9x5zqzgtpqas4,Tobias,Vedel Blidegn,Male,T. Blidegn,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-03-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-10-21Z,active,no,NaN,NaN,NaN,NaN,16.0,NaN,NaN,NaN,NaN,2025-09-01Z,NaN
dme4jqo3w3abg6z0vt1gnkpp0,Danis,Faljic,Male,D. Faljic,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2007-04-12,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-07-26Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
e3n8xatusmgu7ttqpfdjanp3p,Vito Edgar,Hammershøy-Mistrati,Male,V. Hammershøy-Mistrati,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1992-06-15,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-01-30Z,active,yes,Vito,Hammershøy-Mistrati,177.0,NaN,30.0,NaN,76.0,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN
e8vt8711wb40afht2v13omket,Mikkel,Wohlgemuth,Male,M. Wohlgemuth,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1995-06-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-06-28Z,active,yes,Mikkel,Wohlgemuth,179.0,right,6.0,NaN,75.0,NaN,NaN,NaN,NaN
ewncq8niyuy1y332aqzsbedck,Julius,Svarre Christensen,Male,J. Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eyvv6b94feknnp1uew6n0ytat,Nicklas Mouritz,Mouritsen,Male,N. Mouritsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1995-03-15,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-06-28Z,active,yes,Nicklas,Mouritsen,180.0,left,3.0,København,73.0,NaN,NaN,NaN,NaN
kqj7nh6pqmqbt0abyyu0fcpg,Osman Abdulkadir,Addo,Male,O. Addo,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-03-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-02-01Z,active,yes,NaN,NaN,NaN,right,10.0,NaN,NaN,NaN,NaN,NaN,NaN
x3ad9hfxts6jpfugy3kvq9d5,Carl Sebastian,Björk,Male,C. Björk,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2000-01-19,Sweden,1z6l2c33w2kyz9rdefs1d68nb,2025-02-03Z,active,yes,Carl,Björk,188.0,right,15.0,Umeå,74.0,NaN,NaN,2026-06-30Z,NaN
zpl7lyln792rt0b2oedamvbo,Jonathan,Mathys,Male,J. Mathys,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-01-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,no,NaN,NaN,185.0,right,NaN,NaN,NaN,NaN,NaN,2025-07-29Z,NaN
15yli690oxmbr4dl1ksti2p9m,Mikail,Maden,Male,M. Maden,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2002-01-17,Norway,7f16iy4w8u8ogyn6pfooqwv5z,2024-02-22Z,active,yes,Mikail,Maden,NaN,NaN,8.0,NaN,NaN,NaN,NaN,NaN,NaN
2idnu40p82nqrtjbgrfv0zfo4,Sancheev,Manoharan,Male,S. Manoharan,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,yes,Sancheev,Manoharan,NaN,NaN,NaN,NaN,NaN,India,pu2isxryiewd7pvejah6oqex,NaN,NaN
2j43111i22n9eex8hmdewek9g,Aksel,Lund Jørgensen,Male,A. Jørgensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2007-07-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-07-01Z,active,yes,Aksel,Jørgensen,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37mo55lynu3blqnb8k9ln8k16,Patrick,Lindholm Tjørnelund,Male,P. Tjørnelund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-04-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-06-30Z,active,yes,Patrick,Tjørnelund,NaN,NaN,4.0,NaN,NaN,NaN,NaN,NaN,NaN
418pvntm5e5kcoeyjjnzm7hg4,Breki,Baldursson,Male,B. Baldursson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2006-08-11,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,2024-08-11Z,active,yes,Breki,Baldursson,NaN,NaN,27.0,NaN,NaN,NaN,NaN,NaN,NaN
1znq0m3xloag4frfu715yy8lw,Malthe Boy,Kristensen,Male,M. Kristensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-07-03,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-07-18Z,active,yes,NaN,NaN,NaN,NaN,3.0,NaN,NaN,NaN,NaN,NaN,NaN
45bcgucg627rhrdgt8tn9hd9m,Kasper,Thiesson Kristensen,Male,K. Kristensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1999-08-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-07-05Z,active,yes,Kasper,Kristensen,191.0,right,16.0,Aarhus,75.0,NaN,NaN,NaN,NaN
4jve632xnmqujh4ioaxpaovai,Tim,Freriks,Male,T. Freriks,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1998-10-02,Netherlands,6hzi5pltnz67q4la8yli9qfv6,2024-06-28Z,active,no,Tim,Freriks,NaN,NaN,14.0,NaN,NaN,NaN,NaN,2025-08-04Z,NaN
4krwgfspxdgpq1pli11b04iga,Muamer,Brajanac,Male,M. Brajanac,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-02-15,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-08-15Z,active,yes,Muamer,Brajanac,189.0,right,NaN,NaN,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN
4mxciw9jsj9l437fd7bv78p91,Jakob,Svarrer Ankersen,Male,J. Ankersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1990-09-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-02-03Z,active,yes,Jakob,Ankersen,182.0,right,9.0,Esbjerg,70.0,NaN,NaN,NaN,NaN
4qrn5kj136e8h2do3wpv8wr9w,Emil,Larsen,Male,E. Larsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2007-10-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-25Z,active,yes,NaN,NaN,185.0,NaN,40.0,NaN,NaN,NaN,NaN,NaN,NaN
