id,firstName,lastName,shortFirstName,shortLastName,matchName,nationality,nationalityId,position,type,countryOfBirth,countryOfBirthId,shirtNumber,status,active,dateOfBirth,height,placeOfBirth,weight,foot,knownName,secondNationality,secondNationalityId
46fdm6q03j2ewxslx6g807efp,Daði,Lárusson,NaN,NaN,D. Lárusson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,1973-06-19,189.0,Hafnarfjörður,88.0,NaN,NaN,NaN,NaN
4pahxlj804u2yl4e43jci5jo5,Jannik,Holmsgaard Pohl,Jannik,Pohl,J. Pohl,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,79.0,active,yes,1996-04-06,183.0,NaN,77.0,NaN,NaN,NaN,NaN
4vsldm98td96dfsm5aj0isvvu,Aron Snær,Ingason,Aron Snær,Ingason,A. Ingason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,32.0,active,no,2001-10-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55j2w17p3b5wplyaxyr1j05w5,Brynjar Gauti,Guðjónsson,Brynjar,Gudjónsson,B. Guðjónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,69.0,active,yes,1992-02-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5qeqfaisz051k2a8288wnafo5,Tiago Manuel,da Silva Fernandes,Tiago Manuel,da Silva Fernandes,Tiago Fernandes,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,player,Portugal,1nbm5i9a0403zzvltn17lxinc,28.0,active,yes,1995-03-31,NaN,Vila Franca de Xira,NaN,right,Tiago Fernandes,NaN,NaN
5u6mc85m9e57oe6v4eb30t0yc,Þórhallur,Víkingsson,NaN,NaN,Þ. Víkingsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,1968-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6t15ah5yehchej4hnuhhwh0ix,Aðalsteinn,Aðalsteinsson,NaN,NaN,A. Aðalsteinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,1962-04-25,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6vzkxsust3h28ffsoarzhvg89,Frederico,Bello Saraiva,Frederico,Bello Saraiva,Fred Saraiva,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,10.0,active,yes,1996-08-15,172.0,Rio Grande,67.0,right,Fred Saraiva,Portugal,1nbm5i9a0403zzvltn17lxinc
707j6nel8nqw8xi3tb4yb09ud,Albert,Hafsteinsson,Albert,Hafsteinsson,A. Hafsteinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,8.0,active,no,1996-06-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN
79t23r0ikrthokheas3fljidx,Aron,Jóhannsson,Aron,Jóhannsson,A. Jóhannsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,7.0,active,no,1994-01-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7maoxa883kp9kcks5l5133xsl,Adam Örn,Arnarson,Adam Örn,Arnarson,A. Arnarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,17.0,active,yes,1995-08-27,180.0,Akureyri,73.0,right,NaN,NaN,NaN
7sevhbfjac3imtd4gxtup0sq2,Anton Hrafn,Hallgrímsson,Anton,Hallgrímsson,A. Hallgrímsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,38.0,active,no,2002-10-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7t8k22hzxw9gc97d2ttxzj7px,Hlynur Atli,Magnússon,Hlynur Atli,Magnússon,H. Magnússon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,14.0,active,no,1990-09-11,NaN,NaN,NaN,right,Hlynur Atli Magnússon,NaN,NaN
7tfg8cc5f727d1znzssm2t7f9,Guðmundur,Magnússon,Gudmundur,Magnússon,G. Magnússon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,77.0,active,yes,1991-06-10,NaN,NaN,NaN,NaN,Gudmundur Magnússon,NaN,NaN
7wskswq0tx48swdk0z6t4zw9g,Anton Ari,Bjarkason,Anton,Bjarkason,A. Bjarkason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,18.0,active,yes,2004-04-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8axp5g3azgs1xgf9v6gfn70q2,Sigfús Árni,Guðmundsson,Sigfús,Gudmundsson,S. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,27.0,active,yes,2004-04-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8z2firh6bhuq9te8h9vglilzp,Orri,Sigurjónsson,Orri,Sigurjónsson,O. Sigurjónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,4.0,active,yes,1994-12-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
98z1h0zmjg3rdstu51p5qk8ic,Mikael Trausti,Viðarsson,Mikael,Vidarsson,M. Viðarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,29.0,active,no,2005-01-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9li1b9tnewbe7273bdb8a90r8,Þengill,Orrason,Thengill,Orrason,Þ. Orrason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,2005-09-09,176.0,NaN,NaN,right,NaN,NaN,NaN
9s8mcj280ag3k0wh1tg9e2gkq,Magnús,Þórðarson,Magnús,Thórdarson,M. Þórðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,11.0,active,yes,1999-11-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9shfh4hwnfdny8d38jj7x3j6x,Aron Kári,Aðalsteinsson,Aron,Adalsteinsson,A. Aðalsteinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,26.0,active,yes,1999-07-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9yvanqi097mgyaqvdyhkyb9ck,Viktor Bjarki,Daðason,Viktor,Dadason,V. Daðason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,31.0,active,no,2008-06-30,193.0,NaN,NaN,right,NaN,NaN,NaN
a38r7o1r53fw45jx84nkp1al1,Delphin Dougie Jerk,Tshiembe,Delphin,Tshiembe,D. Tshiembe,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,5.0,active,no,1991-12-07,188.0,Kinshasa,85.0,right,NaN,NaN,NaN
ahd13cmryzpkr2a447osizhn8,Freyr,Sigurðsson,Freyr,Sigurdsson,F. Sigurðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,33.0,active,no,2005-12-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b2lzk8gda6ld78j210umtasph,Ólafur,Íshólm Ólafsson,Ólafur,Ólafsson,Ó. Ólafsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,1.0,active,yes,1995-05-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b6i17jnpkow5bcssdxdnxpbai,Már,Ægisson,Mar,Ægisson,M. Ægisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,23.0,active,yes,2000-01-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cug9djx1up87epy92n8mla590,Alexander,Arnarsson,Alexander,Arnarsson,A. Arnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dqc8fdy84mlml4dwwi2xous,Markús Páll,Ellertsson,Markús,Ellertsson,M. Ellertsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,no,2006-02-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dz6ir33bunw879ui9vf9txpm1,Óskar,Jónsson,Óskar,Jónsson,Ó. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,22.0,active,yes,1997-01-28,NaN,NaN,NaN,NaN,Óskar Jónsson,NaN,NaN
e1h0gtv0kpne5sy8ezafq6ehh,Þórir,Guðjónsson,Thórir,Gudjónsson,Þ. Guðjónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,9.0,active,no,1991-04-07,NaN,NaN,NaN,NaN,Thórir Gudjónsson,NaN,NaN
f2zc80ehmj4zh5qimxnwno1sk,Egill Otti,Vilhjálmsson,Egill,Vilhjálmsson,E. Vilhjálmsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,25.0,active,yes,2004-09-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rpj2lnxwfmhnv3tf6x952y5m,Ion,Perelló Machí,Ion,Perelló,Ion Perelló,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,Spain,49ih1pwv3ahshdf8uzrimi54c,8.0,active,no,1998-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1b7ni2ue7o4ap5zwkhcbcb7fu,Axel Máni,Guðbjörnsson,Axel,Gudbjörnsson,Axel Guðbjörnsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,15.0,active,yes,2002-07-05,NaN,NaN,NaN,NaN,Axel Gudbjörnsson,NaN,NaN
1pcc8wuqlin8l7kzlu4xv4xcl,Olgeir,Sigurgeirsson,Olgeir,Sigurgeirsson,O. Sigurgeirsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,1982-10-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1wlddp2l9xr7xmc42vzck0ine,Arnór Gauti,Jónsson,Arnór,Jónsson,A. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,4.0,active,no,2002-05-31,NaN,NaN,NaN,NaN,Arnór Jónsson,NaN,NaN
25uk6f92cspte2gz542tll1p1,Pétur,Bjarnason,Pétur,Bjarnason,P. Bjarnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,9.0,active,no,1997-01-25,NaN,NaN,NaN,NaN,Pétur Bjarnason,NaN,NaN
4w9lg2iydcj1kmlpfu5xgkqac,Ómar Björn,Stefánsson,Ómar,Stefánsson,Ómar Stefánsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,22.0,active,yes,2004-03-25,NaN,NaN,NaN,NaN,Ómar Stefánsson,NaN,NaN
5v8bab8hho1b02lkp15ijgmh,Jón Ívan,Rivine,Jón,Rivine,J. Rivine,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,12.0,active,no,1996-06-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6a6w5v9pwh31mni0uhgpw3cic,Óskar,Borgþórsson,Óskar,Borgthórsson,Ó. Borgþórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,77.0,active,no,2003-07-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6j6ojqfc7fm88hsmmhb06v5qt,Orri Sveinn,Stefánsson,Orri,Stefánsson,Orri Stefánsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,5.0,active,yes,1996-02-20,NaN,NaN,NaN,NaN,Orri Stefánsson,NaN,NaN
7dlkbqd6x4nhvqgu7qospuy21,Michael John,Kingdon,NaN,NaN,M. Kingdon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,1997-11-04,188.0,NaN,78.0,NaN,NaN,NaN,NaN
87tdo84gc13rr4gxq2qkkeeqc,Theodór Ingi,Óskarsson,Theodór,Óskarsson,T. Óskarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,7.0,active,yes,2006-01-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8edccxdv51iafg5z1leoidzbo,Stefán Gísli,Stefánsson,Stefán,Stefánsson,S. Stefánsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,13.0,active,yes,2006-05-16,NaN,NaN,NaN,NaN,Stefán Stefánsson,NaN,NaN
8hlbqayje1aqb2oznmsafcd79,Daði,Ólafsson,Dadi,Ólafsson,D. Ólafsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,1994-01-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8thyqx0nihdxoo314mxmjpot1,Ragnar Bragi,Sveinsson,Ragnar,Sveinsson,R. Sveinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,8.0,active,yes,1994-12-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8zpi3a29eds7h2svwos3kj5xx,Thorleifur,Óskarsson,NaN,NaN,T. Óskarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
92pk383d104meguxaxh6ovmz8,Þóroddur,Víkingsson,Thóroddur,Víkingsson,Þóroddur Víkingsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,25.0,active,yes,2004-01-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9bk0d3pen9gjxogvrcvsryvvt,Arnór Breki,Ásþórsson,Arnór,Ásthorsson,A. Ásþórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,27.0,active,yes,1998-02-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9dl5nxvia4wxmu4sdqthvb23u,Frosti,Brynjólfsson,Frosti,Brynjólfsson,F. Brynjólfsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,6.0,active,no,2000-04-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9udm0jhp7xd1dis8org2pglm2,Nikulás Val,Gunnarsson,Nikulás,Gunnarsson,N. Gunnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,18.0,active,yes,2000-01-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b8d82j8uf9gtvmkfqh1x4cjbp,Ólafur Karl,Finsen,Ólafur,Finsen,Ó. Finsen,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,80.0,active,no,1992-03-30,180.0,NaN,NaN,right,NaN,NaN,NaN
bel9js6jo5bthqveflp9tmexg,Þorkell,Víkingsson,NaN,NaN,Þorkell Víkingsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,no,NaN,185.0,NaN,NaN,right,NaN,NaN,NaN
bmxuh8ep8s08173tlqhl0fa39,Elís Rafn,Björnsson,Elís,Björnsson,E. Björnsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,24.0,active,no,1992-10-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bn6klx7ql8qh49jz37km977x1,Ásgeir,Eyþórsson,Ásgeir,Eythórsson,Á. Eyþórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,2.0,active,yes,1993-04-29,NaN,NaN,NaN,NaN,Ásgeir Eythórsson,NaN,NaN
c3fgn30eh2dlhaa0g46j9wtii,Birkir,Eyþórsson,Birkir,Eythórsson,B. Eyþórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,17.0,active,yes,2000-05-07,NaN,NaN,NaN,NaN,Birkir Eythórsson,NaN,NaN
c3syeig8njhifqyzfuh53zac4,Guðmundur Rafn,Ingason,Gudmundur,Ingason,G. Ingason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,30.0,active,yes,2004-08-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c81mnernwn4ki77vjkbg9z2wa,Benedikt Daríus,Garðarsson,Benedikt,Gardarsson,B. Garðarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,10.0,active,yes,1999-05-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN
canhiz7s7t4pnsegxqnyfjavp,Rúnar Páll,Sigmundsson,Rúnar,Sigmundsson,R. Sigmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,1974-05-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN
co3kf9ypaf86ybgd89yv0tyzu,Valgeir Árni,Svansson,Valgeir,Svansson,V. Svansson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,21.0,active,no,1998-01-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cvkw667kybc5qqa481s3vtvqh,Unnar Steinn,Ingvarsson,Unnar,Ingvarsson,U. Ingvarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,3.0,active,yes,2000-11-12,NaN,NaN,NaN,right,NaN,NaN,NaN
dttyh3fpis2y1iy4tnvlcnpt6,Ólafur Kristófer,Helgason,Ólafur,Helgason,Ó. Helgason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,1.0,active,yes,2002-10-24,NaN,NaN,NaN,NaN,NaN,NaN,NaN
du437ll7tc2yeeng8ebxtmne1,Þórður Gunnar,Hafþórsson,Thórdur,Hafthórsson,Þ. Hafþórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,11.0,active,yes,2001-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
em4zanvckl4o7sj8y3njd4jro,Sveinn Gísli,Þorkelsson,Sveinn,Thorkelsson,S. Þorkelsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,20.0,active,no,2003-08-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN
enbmsycw266wtfn67sf1fvz10,Stefán Logi,Sigurjónsson,Stefán,Sigurjónsson,S. Sigurjónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eoy2ubqs4szlml11curgvf85w,Aron Snær,Guðbjörnsson,Aron,Gudbjörnsson,Aron Guðbjörnsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,23.0,active,yes,2004-04-22,NaN,NaN,NaN,NaN,Aron Gudbjörnsson,NaN,NaN
pzeu4a7cgm5iklqinm7ls79x,Emil,Ásmundsson,Emil,Ásmundsson,E. Ásmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,16.0,active,yes,1995-01-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13nfbso78aicjh821y5h6se7d,Atli Hrafn,Andrason,Atli,Andrason,A. Andrason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,10.0,active,yes,1999-01-04,180.0,Reykjavík,NaN,right,NaN,NaN,NaN
15ja1q6ag424a00lwlv0blq3u,Ívar Orri,Gissurarson,Ívar,Gissurarson,Í. Gissurarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,3.0,active,no,2003-07-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN
166xiuq5kyfcrloue88mirm22,Marciano,Aziz,Marciano,Aziz,M. Aziz,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,Belgium,4wbzjcclyefma1ourvjsu4q2j,11.0,active,no,2001-07-13,172.0,Eupen,NaN,right,NaN,NaN,NaN
1933g3r03hylu5r9crvbkbvv8,Kristján Snær,Frostason,Kristján,Frostason,K. Frostason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,2.0,active,yes,2005-06-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1ax36nk137qy4ig6o5oihp68l,Leifur Andri,Leifsson,Leifur,Leifsson,L. Leifsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,4.0,active,yes,1989-10-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23qcsn2ydkdoytx15gtdoy6p6,Sigurbergur Áki,Jörundsson,Sigurbergur,Jörundsson,S. Jörundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,20.0,active,no,2004-03-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27dgoxmkzlopi4mifbhya5gr8,Ísak Aron,Ómarsson,Ísak,Ómarsson,Í. Ómarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,2004-06-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2929mm98e23a3v30h9d7z1pg4,Hassan,Jalloh,Hassan,Jalloh,H. Jalloh,Australia,u5ieemi69z72c3bgczyy68lo,Attacker,player,Australia,u5ieemi69z72c3bgczyy68lo,23.0,active,no,1998-08-29,185.0,NaN,NaN,NaN,NaN,Sierra Leone,7kilikg56sxc0dsd6168dr57b
2jsd8ju9v6l4dv8t1jcq5yjmd,Birkir Valur,Jónsson,Birkir,Jónsson,B. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,6.0,active,yes,1998-11-02,185.0,Reykjavík,NaN,right,Birkir Jónsson,NaN,NaN
2s3r5i0gq3tmx67y7o029nn6c,Stéfan,Stéfansson,Stéfan,Stéfansson,S. Stéfansson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,1.0,active,yes,2004-07-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3e3iornyvm03cbixgyfkvb9xw,Ahmad,Faqa,Ahmad,Faqa,Ahmad Faqa,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,Syria,3tsnzfkszhsktmhsmwar1tvp8,5.0,active,no,2003-01-10,187.0,Qamishli,83.0,NaN,Ahmad Faqa,Syria,3tsnzfkszhsktmhsmwar1tvp8
3v6g1fe8nzsagt0rd0tiqe5n8,Atli Þór,Jónasson,Atli,Jónasson,A. Jónasson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,30.0,active,yes,2002-08-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4e3ph3igta7s2siz5yeukzyms,Amin,Cosic,Amin,Cosic,A. Cosic,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,26.0,active,no,2005-10-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4tjcz5bw0uk76w52bs4ithwyc,Andri Már,Harðarson,Andri Már,Hardarson,A. Harðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,22.0,active,yes,2002-08-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5gc4aouty93b7kbin9cpgrdre,Anton,Søjberg Horup,Anton,Søjberg,A. Søjberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,9.0,active,no,2000-12-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66u08ddqjpfrb3f49czmb6b55,Oliver,Haurits,Oliver,Haurits,O. Haurits,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,active,yes,2000-12-12,186.0,NaN,80.0,NaN,NaN,NaN,NaN
