id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,startDate,endDate,status,active,secondNationality,secondNationalityId,position,shirtNumber,knownName,dateOfDeath
u7twvm3u037gv8xpna09de96,Dániel,Zsóri,Dániel,Zsóri,Male,D. Zsóri,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,player,2000-10-14,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,NaN,2024-09-22Z,NaN,active,yes,NaN,NaN,Attacker,17.0,NaN,NaN
1xwfjvbqgn3gnhzyfhhu7dzo5,Andrei,Prepeliță,Andrei,Prepelita,Male,A. Prepeliță,Romania,17oj2qrzqlkhdjvazum10sx2i,coach,1985-12-08,Slatina,Romania,17oj2qrzqlkhdjvazum10sx2i,178.0,76.0,both,2023-06-20Z,2024-09-04Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN
23s4aisecgbdh98q7yrg867rp,Dragan,Lovrić,Dragan,Lovric,Male,D. Lovrić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1996-01-03,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,2024-09-18Z,NaN,active,yes,NaN,NaN,Defender,25.0,NaN,NaN
2g1be3tb36kdnnws3r9w5ghd5,Ion,Gheorghe,Ion,Gheorghe,Male,I. Gheorghe,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1999-10-08,București,Romania,17oj2qrzqlkhdjvazum10sx2i,174.0,63.0,both,2024-07-24Z,2025-06-24Z,active,no,NaN,NaN,Midfielder,88.0,NaN,NaN
2s28r7f625hrj5fioyxn6apd5,Alessandro,Ciranni,Alessandro,Ciranni,Male,A. Ciranni,Belgium,4wbzjcclyefma1ourvjsu4q2j,player,1996-06-28,Genk,Belgium,4wbzjcclyefma1ourvjsu4q2j,172.0,66.0,both,2024-09-18Z,NaN,active,yes,NaN,NaN,Defender,14.0,NaN,NaN
2z6qn5j63163cpiw9w24gjp5g,Daniel,Iordache,Daniel,Iordache,Male,D. Iordache,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2007-02-20,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-05-01Z,NaN,active,yes,NaN,NaN,Attacker,15.0,NaN,NaN
3567d5ta064xgi7wxmxbbfys5,Israel,Puerto Pineda,Israel,Puerto Pineda,Male,Israel Puerto,Spain,49ih1pwv3ahshdf8uzrimi54c,player,1993-09-15,El Viso del Alcor,Spain,49ih1pwv3ahshdf8uzrimi54c,187.0,74.0,right,2024-12-05Z,2025-06-30Z,active,no,NaN,NaN,Defender,3.0,Israel Puerto,NaN
3fholzx4cl3wbry1mtrvihs0k,Dragoș Nicolas,Lazăr,Dragos,Lazar,Male,D. Lazăr,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2004-05-04,Cuenca,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-07-01Z,2024-07-14Z,active,no,NaN,NaN,Attacker,NaN,NaN,NaN
47x4wrmrtzvkrsrqvl8sa1adx,Denis Constantin,Dumitrașcu,Denis,Dumitrascu,Male,D. Dumitrașcu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1995-04-27,Râmnicu Vâlcea,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-01-30Z,2025-06-23Z,active,no,NaN,NaN,Defender,80.0,NaN,NaN
4kh6fkew5ktqq69izsqsdqmeh,Victor Emanuel,Araújo Ferreira,Victor Emanuel,Araújo Ferreira,Male,Vitó,Portugal,1nbm5i9a0403zzvltn17lxinc,player,1997-09-18,Barcelos,Portugal,1nbm5i9a0403zzvltn17lxinc,180.0,70.0,left,2024-09-30Z,NaN,active,yes,NaN,NaN,Midfielder,28.0,Vitó,NaN
4pg6wtf476govu630wziob6l0,Dragoș Marian,Horeboiu,Dragos,Horeboiu,Male,D. Horeboiu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2002-09-05,Câmpulung Muscel,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-07-01Z,NaN,active,yes,NaN,NaN,Goalkeeper,29.0,NaN,NaN
4uxg4logwxsbgg8qdtgs06fx0,Alexandru,Naziru,Alexandru,Naziru,Male,A. Naziru,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2007-08-02,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-05-02Z,NaN,active,yes,NaN,NaN,Attacker,16.0,NaN,NaN
4w9ebmnjgxg2pjr7pdmrph7f9,Dorian,Railean,Dorian,Railean,Male,D. Railean,Moldova,389mdnq78a55g2gr040a3mmtj,player,1993-10-13,Chișinău,Moldova,389mdnq78a55g2gr040a3mmtj,183.0,70.0,NaN,2024-06-18Z,NaN,active,yes,Romania,17oj2qrzqlkhdjvazum10sx2i,Goalkeeper,39.0,NaN,NaN
568t9np31z2iwbsfkissys3fu,Constantin Dragoș,Albu,Dragos,Albu,Male,D. Albu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2001-03-15,Plenița,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-09-05Z,2025-06-17Z,active,no,NaN,NaN,Midfielder,8.0,NaN,NaN
57nitrckw1rwe1phgqd09nllg,Cosmin Ștefan,Gladun,Cosmin,Gladun,Male,C. Gladun,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2002-01-10,Timișoara,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-06-18Z,2024-12-31Z,active,no,NaN,NaN,Defender,99.0,NaN,NaN
58is8czc40574utayec32bpxw,George Cristian,Chircu,George Cristian,Chircu,Male,G. Chircu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2007-04-09,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-05-15Z,NaN,active,yes,NaN,NaN,Midfielder,30.0,NaN,NaN
5b9mja145lbrrwogr9jc4v9at,Eugen,Neagoe,Eugen,Neagoe,Male,E. Neagoe,Romania,17oj2qrzqlkhdjvazum10sx2i,coach,1967-08-22,Cornu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-09-05Z,2025-03-10Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN
5bl0qe7l7juksox3s4u76hxat,James Edward Manfred,Léa Siliki,James,Léa Siliki,Male,J. Léa Siliki,Cameroon,4eb9feio6u267dd1jcwaf38mt,player,1996-06-12,Sarcelles,France,7gww28djs405rfga69smki84o,183.0,73.0,left,2025-02-25Z,2025-05-08Z,active,no,NaN,NaN,Midfielder,17.0,NaN,NaN
5cw5v1j6k7kkbw9runbp2ick4,Luca Alessandro,Mihai,Luca,Mihai,Male,L. Mihai,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2003-10-11,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-01-02Z,2025-06-30Z,active,no,NaN,NaN,Midfielder,4.0,NaN,NaN
5j9k3rz7a8z7zx91hxetr6v6y,Ricardo Manuel,Pinho Matos,Ricardo Manuel,Pinho Matos,Male,Ricardo Matos,Portugal,1nbm5i9a0403zzvltn17lxinc,player,2000-03-25,Vale de Figueira,Portugal,1nbm5i9a0403zzvltn17lxinc,182.0,77.0,right,2024-07-04Z,2025-05-08Z,active,no,NaN,NaN,Attacker,9.0,Ricardo Matos,NaN
5jqpaezbxkymi3lixcdjt3gtl,Rassambeck,Akhmatov,Rassambek,Akhmatov,Male,R. Akhmatov,France,7gww28djs405rfga69smki84o,player,1996-05-31,NaN,France,7gww28djs405rfga69smki84o,170.0,68.0,NaN,2024-01-17Z,2025-01-28Z,active,no,Russia,7kfg68kh6n16fs4ap3xjiudr,Midfielder,66.0,NaN,NaN
5sjmo3abpw2vj22nd5oto0nv9,Ilie,Stan,Ilie,Stan,Male,I. Stan,Romania,17oj2qrzqlkhdjvazum10sx2i,coach,1967-10-17,Pogoanele,Romania,17oj2qrzqlkhdjvazum10sx2i,177.0,NaN,NaN,2025-03-12Z,2025-05-30Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN
5vofddhtqsukm1m047fkq3tka,Vlad Iuliu,Prejmerean,Vlad,Prejmerean,Male,V. Prejmerean,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1998-03-25,Brașov,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-01-27Z,2024-08-28Z,active,no,NaN,NaN,Midfielder,23.0,NaN,NaN
6kutfpxazvpgedhlyoptpp1ih,Andreas Mircea,Mihaiu,Andreas,Mihaiu,Male,A. Mihaiu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1998-08-19,Slatina,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-09-06Z,2024-09-07Z,active,no,NaN,NaN,Midfielder,NaN,NaN,NaN
6l4e62w33wazhactud32s0icp,Dumitru Daniel,Benzar,Daniel Dumitru,Benzar,Male,D. Benzar,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1997-12-30,Timișoara,Romania,17oj2qrzqlkhdjvazum10sx2i,170.0,66.0,both,2024-01-01Z,2024-09-10Z,active,no,NaN,NaN,Attacker,8.0,NaN,NaN
6pket316r57za3p8efknoz7it,Alin,Dobrosavlevici,Alin,Dobrosavlevici,Male,A. Dobrosavlevici,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1994-10-24,Moldova Nouă,Romania,17oj2qrzqlkhdjvazum10sx2i,178.0,72.0,right,2023-07-16Z,2025-06-30Z,active,no,NaN,NaN,Defender,21.0,NaN,NaN
6rjpbkrfvohssisqj33mgf02c,Alexandru Cristian,Stan,Alexandru,Stan,Male,A. Stan,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2005-09-25,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-07-24Z,2025-01-10Z,active,no,NaN,NaN,Attacker,19.0,NaN,NaN
7t6quzwr4gh5x4uzlue6ccjc9,Aleksejs,Saveļjevs,Aleksejs,Saveljevs,Male,A. Saveļjevs,Latvia,6s9bglosczqlp9cxh3ze5hdm5,player,1999-01-30,NaN,Latvia,6s9bglosczqlp9cxh3ze5hdm5,184.0,NaN,right,2025-01-20Z,2025-06-30Z,active,no,NaN,NaN,Midfielder,24.0,NaN,NaN
89hii3nbtvm08wskpz9c3gewa,Darius Constantin,Grosu,Darius,Grosu,Male,D. Grosu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2002-06-07,Constanța,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-09-01Z,2025-01-20Z,active,no,NaN,NaN,Defender,23.0,NaN,NaN
8d64dicbo1jeypox3kgb41p90,Robert Ionuț,Sălceanu,Robert,Salceanu,Male,R. Sălceanu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2004-01-13,Călărași,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2022-07-01Z,2025-06-17Z,active,no,NaN,NaN,Defender,18.0,NaN,NaN
8hr3jk79yj13b1gjwdl4bu8oa,Dragoș Sebastian,Tescan,Dragos,Tescan,Male,D. Tescan,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1999-09-15,Craiova,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-06-18Z,2025-06-28Z,active,no,NaN,NaN,Attacker,11.0,NaN,NaN
8kogjtbi2kt3rzvcis7nlbsic,Gabriel,Jalba,Gabriel,Jalba,Male,G. Jalba,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2008-07-04,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-05-01Z,NaN,active,yes,NaN,NaN,Midfielder,NaN,NaN,NaN
8m2qb5je6yk0omwgnoprtdrdh,Constantin Valentin,Budescu,Constantin,Budescu,Male,C. Budescu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1989-02-19,Urziceni,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,80.0,right,2024-06-18Z,2025-05-08Z,active,no,NaN,NaN,Midfielder,10.0,NaN,NaN
9ify2ewoplr4t7bnsy5qzyaj9,Cristian,Benavente Bristol,Cristian,Benavente,Male,C. Benavente,Peru,2uib9hdovpcye4re2l3omr4dl,player,1994-05-19,Alcala de Henares,Spain,49ih1pwv3ahshdf8uzrimi54c,173.0,68.0,both,2025-02-15Z,NaN,active,yes,Spain,49ih1pwv3ahshdf8uzrimi54c,Attacker,19.0,NaN,NaN
9k79enyxg7azw6024hlo632dx,Diego Gustavo,Ferraresso Scheda,Diego,Ferraresso,Male,D. Ferraresso,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,player,1992-05-21,Serra Negra,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,171.0,71.0,right,2023-07-03Z,2025-06-24Z,active,no,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Defender,87.0,NaN,NaN
9urqk33bawjjw0dtxsummgt90,Florin,Buda,Florin,Buda,Male,F. Buda,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2007-08-22,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-04-05Z,NaN,active,yes,NaN,NaN,Attacker,99.0,NaN,NaN
9z9vjbvk33oepjhogd5i3nl78,Alexandru Daniel,Jipa,Alexandru,Jipa,Male,A. Jipa,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2002-08-14,Târgoviște,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-09-13Z,2025-06-30Z,active,no,NaN,NaN,Midfielder,98.0,NaN,NaN
a0qdsnx9v7uv7x6ejgwvo5j9x,Dario,Čanađija,Dario,Canadjija,Male,D. Čanađija,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1994-04-17,Bjelovar,Croatia,37hlakrwxyuzovaeoo4sezusp,176.0,71.0,right,2024-07-10Z,2025-01-05Z,active,no,NaN,NaN,Midfielder,27.0,NaN,NaN
a4zpmyhx261gzl0xop3kn8ogl,David Beniamin,Lazar,David,Lazar,Male,D. Lazar,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1991-08-08,Oradea,Romania,17oj2qrzqlkhdjvazum10sx2i,183.0,75.0,NaN,2024-09-13Z,2025-06-30Z,active,no,NaN,NaN,Goalkeeper,1.0,NaN,NaN
atlx6qg0sgyzv6phy9kmxvi1g,Sergiu Mihai,Pîrvulescu,Sergiu,Pîrvulescu,Male,S. Pîrvulescu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2003-07-21,Brașov,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2023-07-01Z,NaN,active,yes,NaN,NaN,Defender,22.0,NaN,NaN
awto95jltea19radsbt7zyvv9,Kevin,Brobbey,Kevin,Brobbey,Male,K. Brobbey,Netherlands,6hzi5pltnz67q4la8yli9qfv6,player,1993-07-26,Eindhoven,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,80.0,right,2025-02-04Z,NaN,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,42.0,NaN,NaN
cg0fo4wav9s7rtfue7haznemt,Alexandru Doru,Greab,Alexandru,Greab,Male,A. Greab,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1992-05-26,Bistrița,Romania,17oj2qrzqlkhdjvazum10sx2i,198.0,70.0,right,2023-06-23Z,2025-06-24Z,active,no,NaN,NaN,Goalkeeper,12.0,NaN,NaN
ci9167xn4qjwh7wc6jujbtkwk,Carmel,Barbulescu,Carmel,Barbulescu,Male,C. Barbulescu,Romania,17oj2qrzqlkhdjvazum10sx2i,coach,1969-09-12,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-03-10Z,2025-03-12Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN
cm8t6utyh2dxjuy46vsxai1hw,Bogdan-Nicușor,Brîncoveanu,Bogdan,Brîncoveanu,Male,B. Brîncoveanu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2006-04-15,Buzău,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-02-11Z,NaN,active,yes,NaN,NaN,Midfielder,77.0,NaN,NaN
cty9yt5v0mlcwo7w2o2pgamtw,Nicolas,Aprodu,Nicolas,Aprodu,Male,N. Aprodu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2007-02-22,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-05-01Z,NaN,active,yes,NaN,NaN,Attacker,NaN,NaN,NaN
cyzgcdcyeggepqvkgyri4t0ph,Mike,Botuli Cestor,Mike,Cestor,Male,M. Cestor,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,player,1992-04-30,Paris,France,7gww28djs405rfga69smki84o,182.0,78.0,left,2024-09-13Z,2025-05-08Z,active,no,France,7gww28djs405rfga69smki84o,Defender,92.0,NaN,NaN
d9zo7u9k5tyc29zn1sj1zuiy2,Cristian Cosmin,Dumitru,Cristian,Dumitru,Male,C. Dumitru,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2001-12-13,Buzău,Romania,17oj2qrzqlkhdjvazum10sx2i,173.0,70.0,NaN,2023-06-29Z,NaN,active,yes,NaN,NaN,Attacker,7.0,NaN,NaN
dmjmvyve2z2ntzpwksivmgi96,Alexandru Mihai,Ișfan,Alexandru,Isfan,Male,A. Ișfan,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2000-01-31,Mioveni,Romania,17oj2qrzqlkhdjvazum10sx2i,177.0,NaN,NaN,2024-07-24Z,2025-05-08Z,active,no,NaN,NaN,Midfielder,NaN,NaN,NaN
dmreepr3umb4vnsrfmzk99gid,Cheick Omar,Traoré,Cheick,Traoré,Male,C. Traoré,Mali,d0v29nncgikdswlxpdq553zz,player,1995-03-31,Paris,France,7gww28djs405rfga69smki84o,174.0,78.0,right,2024-07-05Z,2024-12-31Z,active,no,France,7gww28djs405rfga69smki84o,Defender,93.0,NaN,NaN
eag8s0xv8xkrmfru4yc0ykzfu,Tudor Dorin,Călin,Tudor,Calin,Male,T. Călin,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2000-10-08,Cluj-Napoca,Romania,17oj2qrzqlkhdjvazum10sx2i,187.0,NaN,NaN,2024-06-18Z,2025-06-24Z,active,no,NaN,NaN,Midfielder,6.0,NaN,NaN
egpo0v5fd2hi7tamjxrh4q21h,Alexandru Adrian,Dandea,Alexandru,Dandea,Male,A. Dandea,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1988-01-23,Drăgășani,Romania,17oj2qrzqlkhdjvazum10sx2i,188.0,81.0,right,2024-01-20Z,2024-08-03Z,active,no,NaN,NaN,Defender,NaN,NaN,NaN
es2kq5xrtz453zwpgmqmeu9nu,Mouhamadou,Keita,Mouhamadou,Keita,Male,M. Keita,Senegal,6hhqyhr5cwq2pfprlazyposyk,player,1999-09-18,Dakar,Senegal,6hhqyhr5cwq2pfprlazyposyk,165.0,57.0,right,2024-06-30Z,2025-01-23Z,active,no,NaN,NaN,Attacker,17.0,NaN,NaN
mf471kdl6wed3z8wlaazk82x,David José,Gomes de Oliveira Tavares,David José,Gomes de Oliveira Tavares,Male,David Tavares,Cabo Verde,7235kgq23bu1v4qwk491u58h0,player,1999-03-18,Lisboa,Portugal,1nbm5i9a0403zzvltn17lxinc,190.0,78.0,left,2024-07-26Z,2025-05-08Z,active,no,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,20.0,David Tavares,NaN
pmwod91mbs0bt425byjaabxl,Grigore Ioan,Turda,Grigore,Turda,Male,G. Turda,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1997-07-24,Sighetu Marmaţiei,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-06-18Z,2025-07-20Z,active,no,NaN,NaN,Defender,5.0,NaN,NaN
wxpy71far47tlezppjjzr2l1,Dragoș,Grigore,Dragos,Grigore,Male,D. Grigore,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1986-09-07,Vaslui,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,76.0,right,2024-06-18Z,2024-09-10Z,active,no,NaN,NaN,Defender,13.0,NaN,NaN
xpc4bsoeefnkxjyu7o9m6sq1,Bradley,de Nooijer,Bradley,de Nooijer,Male,B. de Nooijer,Netherlands,6hzi5pltnz67q4la8yli9qfv6,player,1997-11-07,Oost-Souburg,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,80.0,left,2025-01-24Z,2025-05-08Z,active,no,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Defender,26.0,NaN,NaN
13bvnh07j4arslhays0ui8h2i,Ștefan Teodor,Farcaș,Stefan,Farcas,Male,Ș. Farcaș,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2003-02-11,Galați,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2019-07-01Z,2024-08-28Z,active,no,NaN,NaN,Defender,18.0,NaN,NaN
1g1u7nfg7960d7ik9f3lzlh49,Stipe,Jurić,Stipe,Juric,Male,S. Jurić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,1998-11-19,Livno,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,185.0,79.0,right,2024-06-18Z,2025-01-04Z,active,no,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,9.0,NaN,NaN
1qc0n1mzdrfhrnjjxx4hg4nx0,Andreas,Burcea,Andreas,Burcea,Male,A. Burcea,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2005-01-27,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-01-14Z,2025-06-30Z,active,no,NaN,NaN,Midfielder,11.0,NaN,NaN
1s76mpe4z842w8dc0uznkg962,Stiven Ricardo,Plaza Castillo,Stiven,Plaza,Male,S. Plaza,Ecuador,6pyj2bytt2osbjk69owzfehcg,player,1999-03-11,Eloy Alfaro,Ecuador,6pyj2bytt2osbjk69owzfehcg,187.0,80.0,right,2025-02-10Z,2025-06-30Z,active,no,NaN,NaN,Attacker,91.0,NaN,NaN
28ydbmnuvh07a5uqgy13plqzt,Nikola,Stevanović,Nikola,Stevanovic,Male,N. Stevanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,player,1998-09-13,Niš,Serbia,5w4ve503bjdsshwx9ho6jxzx0,190.0,NaN,right,2024-06-30Z,2025-07-03Z,active,no,NaN,NaN,Defender,5.0,NaN,NaN
2apmtlukpp22b9hq5hrf19fpx,Frédéric,Ferreira Maciel,Frédéric,Ferreira Maciel,Male,Frédéric Maciel,Portugal,1nbm5i9a0403zzvltn17lxinc,player,1994-03-15,Grenoble,France,7gww28djs405rfga69smki84o,175.0,65.0,right,2023-07-13Z,2025-06-30Z,active,no,France,7gww28djs405rfga69smki84o,Midfielder,7.0,Frédéric Maciel,NaN
2qw1dcqutpngpmmn46mbutcyx,Jovan,Marković,Jovan,Markovic,Male,J. Marković,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2001-03-23,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,183.0,75.0,right,2025-02-10Z,2025-06-30Z,active,no,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,59.0,NaN,NaN
33yhhnmpldhbico7z0d99ygpg,Valerio,Gallo,Valerio,Gallo,Male,V. Gallo,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2004-12-07,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,180.0,NaN,right,2024-07-02Z,2025-02-03Z,active,no,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,NaN,NaN,NaN
3nj9kakt0m8ssaxtfr6bpx9be,Constantin Alexandru,Mitulețu,Constantin,Mituletu,Male,C. Mitulețu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2003-11-11,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-02-10Z,2025-06-30Z,active,no,NaN,NaN,Defender,16.0,NaN,NaN
3ssptffpq3obob3g6l108680k,Radu,Postelnicu,Radu,Postelnicu,Male,R. Postelnicu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2007-12-19,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-05-15Z,NaN,active,yes,NaN,NaN,Midfielder,18.0,NaN,NaN
49rvergkb1l4cjgjwko38pqfo,Denis Marian,Bordun,Denis,Bordun,Male,D. Bordun,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2005-09-24,Galați,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2022-01-01Z,2024-08-22Z,active,no,NaN,NaN,Midfielder,NaN,NaN,NaN
4ndnr6oqrl68wh5a87wvrxuqx,João Pedro,Santos Lameira,João Pedro,Santos Lameira,Male,João Lameira,Portugal,1nbm5i9a0403zzvltn17lxinc,player,1999-04-19,Santa Maria da Feira,Portugal,1nbm5i9a0403zzvltn17lxinc,175.0,73.0,right,2024-01-16Z,2025-07-01Z,active,no,NaN,NaN,Midfielder,66.0,João Lameira,NaN
5frmkufg8wohp3yeswrhls8ut,Juri,Cisotti,Juri,Cisotti,Male,J. Cisotti,Italy,25f2cmb2r8mk5rj92tzer6kvv,player,1993-05-05,Tolmezzo,Italy,25f2cmb2r8mk5rj92tzer6kvv,175.0,64.0,NaN,2021-08-21Z,2025-01-04Z,active,no,NaN,NaN,Midfielder,30.0,NaN,NaN
5oxdadepbvh2ig9tk01bm8ct1,Diego,Živulić,Diego,Zivulic,Male,D. Živulić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1992-03-23,Rijeka,Croatia,37hlakrwxyuzovaeoo4sezusp,187.0,NaN,right,2023-01-17Z,NaN,active,yes,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,31.0,NaN,NaN
5xqmj0zgpgvot92guwvjsnyfo,Silviu Andrei,Rus,Andrei,Rus,Male,A. Rus,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2002-05-14,Gherla,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2021-07-23Z,NaN,active,yes,NaN,NaN,Defender,14.0,NaN,NaN
62n20kkyjbwhbq0orc1ucb9w,Mihai Octavian Cristian,Chira,Cristian,Chira,Male,C. Chira,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2001-11-08,Dej,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-06-18Z,NaN,active,yes,NaN,NaN,Midfielder,23.0,NaN,NaN
6896gzawcgntkcfq8us6levo5,Neluț Stelian,Roșu,Nelut,Rosu,Male,N. Roșu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1993-07-05,Cluj-Napoca,Romania,17oj2qrzqlkhdjvazum10sx2i,175.0,69.0,left,2024-06-18Z,2025-06-13Z,active,no,NaN,NaN,Midfielder,20.0,NaN,NaN
69y7sr1101nyt6i7k2ogys6ax,Sorin,Haraga,Sorin,Haraga,Male,S. Haraga,Romania,17oj2qrzqlkhdjvazum10sx2i,assistant coach,1968-04-09,Suceava,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-01-01Z,2024-07-14Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN
6igyc192azq4bdbyr3kzav5qt,László György,Balint,László György,Balint,Male,L. Balint,Romania,17oj2qrzqlkhdjvazum10sx2i,coach,1979-03-29,Brașov,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-03-20Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
