id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,startDate,endDate,status,active,position,shirtNumber,secondNationality,secondNationalityId,height,weight,foot,knownName,dateOfDeath
41dpaf86yifqltfknko0ow9yi,Marko,Soldo,Marko,Soldo,Male,M. Soldo,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-11-22,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2023-07-14Z,2024-06-19Z,active,no,Midfielder,6.0,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,right,NaN,NaN
45x0h8s8x974yt6qvgd5he51w,Lovro,Nezirović,NaN,NaN,Male,L. Nezirović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-05-27,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-05-06Z,2024-07-24Z,active,no,Attacker,29.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47chagibu7ka5ywqp51mq8g7o,Ino,Vuko,NaN,NaN,Male,I. Vuko,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-03-22,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-08-24Z,2024-07-24Z,active,no,Defender,38.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4jkv3s4al1v03gggg13s1htk9,Martin,Šroler,Martin,Sroler,Male,M. Šroler,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1998-11-02,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-27Z,2024-01-04Z,active,no,Attacker,24.0,NaN,NaN,175.0,NaN,NaN,NaN,NaN
51wfpntyi5ijp2fj2hui8o00k,Patrik,Jug,NaN,NaN,Male,P. Jug,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2002-02-04,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-02-14Z,2024-02-14Z,active,no,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5356pzfoebmfrbloag47495w4,Sekou Matar,Sagna,NaN,NaN,Male,S. Sagna,Senegal,6hhqyhr5cwq2pfprlazyposyk,player,2004-01-06,Koubalan,Senegal,6hhqyhr5cwq2pfprlazyposyk,2023-11-25Z,2025-06-23Z,active,no,Midfielder,88.0,NaN,NaN,171.0,NaN,right,NaN,NaN
5ovspvzkgk4vn7rct4oa6xk6i,Tin,Janušić,NaN,NaN,Male,T. Janušić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2002-03-18,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-06-20Z,2023-08-07Z,active,no,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5r73kuy4vdv1epvmzrhb6nskq,Mateo,Leš,Mateo,Les,Male,M. Leš,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-03-25,Virovitica,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-06Z,NaN,active,yes,Defender,5.0,NaN,NaN,182.0,75.0,left,NaN,NaN
5tmutcvdeqhlbzpnpf8jvdudw,Caio,da Cruz Oliveira Queiroz,NaN,NaN,Male,Caio Cruz,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,player,2002-03-13,Serra,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,2023-07-01Z,2023-08-31Z,active,no,Attacker,19.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60t68exghgypvg8ez3aa06wa1,Merveil Valthy Streeker,Ndockyt,Merveil,Ndockyt,Male,M. Ndockyt,Congo,1s2y6o0lwj69dj5ib5pid8f6r,player,1998-07-20,Brazzaville,Congo,1s2y6o0lwj69dj5ib5pid8f6r,2022-07-27Z,2025-06-25Z,active,no,Midfielder,8.0,NaN,NaN,182.0,63.0,left,NaN,NaN
ewm977x9zr1c6lj0s73429us4,Lovro,Kitin,Lovro,Kitin,Male,L. Kitin,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2007-02-03,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-27Z,NaN,active,yes,Defender,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
64w1vt9268hrgij44dox135zo,Arona,Fall,Arona,Fall,Male,A. Fall,Senegal,6hhqyhr5cwq2pfprlazyposyk,player,2005-01-05,Boune,Senegal,6hhqyhr5cwq2pfprlazyposyk,2023-12-14Z,2024-12-31Z,active,no,Attacker,19.0,NaN,NaN,175.0,NaN,right,NaN,NaN
6nzv388p0t41i7uqx6p95f66s,Marko,Krnjić,NaN,NaN,Male,M. Krnjić,Croatia,37hlakrwxyuzovaeoo4sezusp,assistant coach,NaN,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-11-28Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
70rcsu6x71p5a3tvaajaveaz8,Lenny,Ilečić,Lenny,Ilecic,Male,L. Ilečić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-06-10,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-01Z,2024-06-21Z,active,no,Attacker,11.0,NaN,NaN,180.0,NaN,left,NaN,NaN
7zl4by24ezs8qi00b9erqe1p0,Luka,Vrzić,Luka,Vrzic,Male,L. Vrzić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2007-01-05,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-04-12Z,NaN,active,yes,Attacker,20.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8k112dsbknyl1usuq1x11mwut,Mensur,Mujdža,Mensur,Mujdza,Male,M. Mujdža,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,coach,1984-03-28,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-03-15Z,2024-03-18Z,active,no,NaN,NaN,NaN,NaN,185.0,77.0,right,NaN,NaN
8nlphjo32zk03s0f96kbx1lnt,Jurica,Pršir,Jurica,Prsir,Male,J. Pršir,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-05-29,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2020-10-16Z,NaN,active,yes,Midfielder,10.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9475n76yyu3sg1rev5t91d979,Ivan,Banić,Ivan,Banic,Male,I. Banić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1994-07-18,Sinj,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-07-01Z,2025-05-30Z,active,no,Goalkeeper,31.0,NaN,NaN,187.0,NaN,NaN,NaN,NaN
abnlg0s99hdankvo1xpcxstn8,Mario,Matković,Mario,Matkovic,Male,M. Matković,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-04-02,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-08-11Z,2025-06-23Z,active,no,Defender,34.0,NaN,NaN,195.0,NaN,NaN,NaN,NaN
ai6bc01pud41xlpoz4100f7px,Valentino,Majstorović,NaN,NaN,Male,V. Majstorović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1995-11-11,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-12-28Z,2025-06-23Z,active,no,Midfielder,77.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b9guj6lkzq24gtg3me7m43aol,Božidar,Radošević,Bozidar,Radosevic,Male,B. Radošević,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1989-04-04,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-08Z,2025-06-30Z,active,no,Goalkeeper,44.0,NaN,NaN,187.0,86.0,right,NaN,NaN
bocqh11yx20xyy11g8ej6z7x1,Alexander,Munksgaard Nielsen,Alexander,Munksgaard,Male,A. Munksgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,player,1997-12-13,Vind,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-08-04Z,2024-05-31Z,active,no,Defender,13.0,NaN,NaN,181.0,75.0,right,NaN,NaN
c934pf5w0mfnj2wxdz0q9q9zo,Vinko,Skrbin,NaN,NaN,Male,V. Skrbin,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-04-24,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-09-09Z,2023-07-27Z,active,no,Midfielder,17.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cbxju36whh2f6gnbzsy5jaj2s,Luka,Kapulica,Luka,Kapulica,Male,L. Kapulica,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-01-18,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-07-22Z,2025-09-04Z,active,no,Midfielder,23.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ch7mmugggh4btmz5gi21bknv9,Ivan,Fiolić,Ivan,Fiolic,Male,I. Fiolić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1996-04-29,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-10Z,NaN,active,yes,Midfielder,NaN,NaN,NaN,175.0,73.0,left,NaN,NaN
ctrru8tf68ltajgculumzdel0,Gabriel,Rukavina,Gabriel,Rukavina,Male,G. Rukavina,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-01-16,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-02-09Z,2024-06-30Z,active,no,Attacker,41.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
d1400j5m4favg8zd5njoe139x,Rajko,Vidović,NaN,NaN,Male,R. Vidović,Croatia,37hlakrwxyuzovaeoo4sezusp,coach,1975-03-04,Zavidovići,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2024-03-18Z,2024-10-08Z,active,no,NaN,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,184.0,79.0,left,NaN,NaN
dcqgc791jg5m9ona6uipxu76d,Dino,Štiglec,Dino,Stiglec,Male,D. Štiglec,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1990-10-03,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-02-11Z,2025-06-23Z,active,no,Defender,90.0,NaN,NaN,188.0,82.0,left,NaN,NaN
dcwscraf84m3ktjug7itfuwut,Mario,Maloča,Mario,Maloca,Male,M. Maloča,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1989-05-04,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-27Z,2025-06-30Z,active,no,Defender,22.0,NaN,NaN,190.0,82.0,right,NaN,NaN
dv5vvl5q1ll35ftysze6fozjd,Josip,Mitrović,Josip,Mitrovic,Male,J. Mitrović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-06-11,Osijek,Croatia,37hlakrwxyuzovaeoo4sezusp,2020-08-11Z,2024-07-05Z,active,no,Attacker,14.0,NaN,NaN,174.0,74.0,right,NaN,NaN
e092dr03feibeja6m4a6cett6,Jan Paolo,Debijađi,NaN,NaN,Male,J. Debijađi,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-04-16,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-01-01Z,2024-07-02Z,active,no,Goalkeeper,12.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ehjv6ko45zkpla59h673qx9lh,Nikola,Vujnović,Nikola,Vujnovic,Male,N. Vujnović,Montenegro,1411jebgwo2ja1erogsq81lg9,player,1997-01-11,Cetinje,Montenegro,1411jebgwo2ja1erogsq81lg9,2022-09-07Z,2024-07-13Z,active,no,Attacker,46.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eoi8f4u56a296mendn54yj7xl,Abdullah,Talal Hameed,NaN,NaN,Male,Abdullah Talal Hameed,Iraq,1uzblzx1s42jn6zk6hivjzby8,player,1995-11-20,Baghdad,Iraq,1uzblzx1s42jn6zk6hivjzby8,2023-08-09Z,2024-05-31Z,active,no,Attacker,99.0,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,NaN,NaN
es8ytjnblakzt8ylo2lvbzdhw,Ante Matej,Jurič,Ante,Juric,Male,A. Jurič,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2002-11-26,Osijek,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-09-09Z,2024-08-06Z,active,no,Attacker,7.0,NaN,NaN,190.0,NaN,right,NaN,NaN
ewlscrjtkjzbw4ki7sj0pkley,Krešimir,Krizmanić,Kresimir,Krizmanic,Male,K. Krizmanić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-07-03,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2018-03-01Z,2025-06-01Z,active,no,Defender,25.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mlpu1pokq418r882x84gv6ga,Andrej,Lazarov,NaN,NaN,Male,A. Lazarov,North Macedonia,1lesyxylc5eza0a4z87t9azcc,player,1999-09-08,NaN,North Macedonia,1lesyxylc5eza0a4z87t9azcc,2024-01-26Z,2024-08-29Z,died,no,Midfielder,16.0,NaN,NaN,NaN,NaN,NaN,NaN,2025-03-16
124myttw2y8hq8rf1t971mfh1,Anthony,Kalik,Anthony,Kalik,Male,A. Kalik,Australia,u5ieemi69z72c3bgczyy68lo,player,1997-11-05,Sydney,Australia,u5ieemi69z72c3bgczyy68lo,2022-08-26Z,NaN,active,yes,Midfielder,7.0,Croatia,37hlakrwxyuzovaeoo4sezusp,176.0,72.0,right,NaN,NaN
17wvcdn93q97q1l7w5caoy3h0,Raul,Bezeljak,Raul,Bezeljak,Male,R. Bezeljak,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-08-08,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-04-05Z,2024-06-30Z,active,no,Goalkeeper,41.0,NaN,NaN,185.0,67.0,left,NaN,NaN
1c7tr11lak5xwdw7s8b93zw7p,Marko,Livaja,Marko,Livaja,Male,M. Livaja,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1993-08-26,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2021-02-16Z,NaN,active,yes,Attacker,10.0,NaN,NaN,182.0,80.0,both,NaN,NaN
1e77it93nx78uu157mmksd71l,Ismaël Jean Chester,Diallo,Ismaël,Diallo,Male,I. Diallo,Côte d'Ivoire,tin6kf561ywonqan0mettr98,player,1997-01-29,Abidjan,Côte d'Ivoire,tin6kf561ywonqan0mettr98,2023-07-12Z,NaN,active,yes,Defender,5.0,NaN,NaN,178.0,74.0,left,NaN,NaN
1nfa7rzsp24riyhe9nc4lrkd1,László,Kleinheisler,László,Kleinheisler,Male,L. Kleinheisler,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,player,1994-04-08,Kazincbarcika,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,2024-01-01Z,2024-06-30Z,active,no,Midfielder,30.0,NaN,NaN,173.0,70.0,right,NaN,NaN
1zo6iikznwkd2vuhqykt7jw7p,Filip,Uremović,Filip,Uremovic,Male,F. Uremović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1997-02-11,Požega,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-08-31Z,2025-08-02Z,active,no,Defender,25.0,NaN,NaN,184.0,81.0,right,NaN,NaN
267bain4r3cj1ti6u8fn3sic,Niko,Pavić,Niko,Pavic,Male,N. Pavić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-06-21,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-05-11Z,2024-06-25Z,active,no,Defender,38.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2g5q9zvme411ot0rnwz92svtg,Marko,Capan,Marko,Capan,Male,M. Capan,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-02-24,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-01-21Z,2023-07-31Z,active,no,Midfielder,34.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2gsq05yyxwe4f8t79j6d49q6t,Ivan,Perišić,Ivan,Perisic,Male,I. Perišić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1989-02-02,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-19Z,2024-06-30Z,active,no,Attacker,4.0,NaN,NaN,186.0,80.0,both,NaN,NaN
2jak0xxn0306bv6vv1z5vdjbo,Šimun,Hrgović,Simun,Hrgovic,Male,Š. Hrgović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-03-20,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-04-28Z,NaN,active,yes,Defender,32.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2uoqktyygd6quotp195rvo6lm,Ivan,Ćubelić,Ivan,Cubelic,Male,I. Ćubelić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-06-02,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-01-24Z,2024-07-12Z,active,no,Midfielder,88.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47cjl0i2130tlp7g5eaqjqqz8,Roko,Brajković,Roko,Brajkovic,Male,R. Brajković,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-07-03,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-04-23Z,NaN,active,yes,Attacker,28.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4dufp5jq50z8ynbqag7hevswk,Tomislav,Arković,Tomislav,Arkovic,Male,T. Arković,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-09-21,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-04-25Z,2024-08-16Z,active,no,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4gwn6uusz1t8p21kwhkm0bhn8,Toni,Silić,Toni,Silic,Male,T. Silić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-05-07,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-01Z,2023-08-30Z,active,no,Goalkeeper,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4hlqwq480qsrt31bx4qtvze1h,Jan,Mlakar,Jan,Mlakar,Male,J. Mlakar,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,player,1998-10-23,Ljubljana,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,2021-07-01Z,2023-08-27Z,active,no,Attacker,29.0,NaN,NaN,183.0,78.0,right,NaN,NaN
4qlsf99qrs3u0te0tgw6q6fis,Bruno,Durdov,Bruno,Durdov,Male,B. Durdov,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2007-12-11,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-05-04Z,NaN,active,yes,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4u5r1xxpted2mw8dyu1ryesk4,Noa,Skoko,Noa,Skoko,Male,N. Skoko,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-01-12,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-02-16Z,NaN,active,yes,Midfielder,37.0,Australia,u5ieemi69z72c3bgczyy68lo,NaN,NaN,NaN,NaN,NaN
5359vqyrjf360hfy2e2zwdhjo,Mateo,Bačić,Mateo,Bacic,Male,M. Bačić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-02-28,Zadar,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-05-24Z,2024-06-25Z,active,no,Attacker,NaN,NaN,NaN,194.0,NaN,right,NaN,NaN
53wy9e305kwx4eeyso0rt7iz9,Jure,Ivanković,Jure,Ivankovic,Male,J. Ivanković,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,coach,1985-11-15,Široki Brijeg,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2024-04-08Z,2024-06-12Z,active,no,NaN,NaN,NaN,NaN,180.0,NaN,both,NaN,NaN
591dk1t1d09awfh7pet4lgf84,Ivan,Dominić,Ivan,Dominic,Male,I. Dominić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-01-07,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-06-29Z,2023-08-08Z,active,no,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5dbc4z6crdygjznxmw76od33d,Yassine Otmane,Benrahou,Yassine,Benrahou,Male,Y. Benrahou,Morocco,2xdcc39z1k79pnjbtn9x31wdh,player,1999-01-24,Blanc-Mesnil,France,7gww28djs405rfga69smki84o,2023-01-26Z,2025-01-27Z,active,no,Midfielder,11.0,France,7gww28djs405rfga69smki84o,170.0,68.0,right,NaN,NaN
5xwstpuw81wlmg1hziaix086i,Elvis,Letaj,Elvis,Letaj,Male,E. Letaj,Kosovo,86u6edbqifdjsn49mbp2anw7p,player,2003-09-26,Karlovac,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-08-31Z,2024-01-24Z,active,no,Defender,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,NaN,NaN
69nyua713wmputebb4ifj0amt,Josip,Elez,Josip,Elez,Male,J. Elez,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1994-04-25,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2021-05-29Z,2025-06-20Z,active,no,Defender,19.0,NaN,NaN,189.0,89.0,right,NaN,NaN
6gmfcfqd1o54zyepd9587nlqt,Fahd,Moufi,Fahd,Moufi,Male,F. Moufi,Morocco,2xdcc39z1k79pnjbtn9x31wdh,player,1996-05-05,Mulhouse,France,7gww28djs405rfga69smki84o,2023-07-11Z,2025-01-12Z,active,no,Defender,18.0,France,7gww28djs405rfga69smki84o,179.0,70.0,right,NaN,NaN
6gv1ex7srq021qwxymqp19u6s,Stipe,Zubanović,Stipe,Zubanovic,Male,S. Zubanović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-04-05,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-08-01Z,2023-08-31Z,active,no,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6m2uqbr8e3v4hcg8r02ee1ec5,Aleksandar,Trajkovski,Aleksandar,Trajkovski,Male,A. Trajkovski,North Macedonia,1lesyxylc5eza0a4z87t9azcc,player,1992-09-05,Skopje,North Macedonia,1lesyxylc5eza0a4z87t9azcc,2023-09-15Z,2025-05-31Z,active,no,Attacker,27.0,NaN,NaN,179.0,78.0,both,NaN,NaN
6vpthntyl1vu64ntbl0ymjpat,Lukas,Grgić,Lukas,Grgic,Male,L. Grgić,Austria,hcs1bd49qliqqity6o268jyt,player,1995-08-17,Wels,Austria,hcs1bd49qliqqity6o268jyt,2022-01-10Z,2023-08-04Z,active,no,Midfielder,14.0,NaN,NaN,183.0,84.0,left,NaN,NaN
6vy1ci3n2w1hkep8jrxytujca,Ivan,Dolček,Ivan,Dolcek,Male,I. Dolček,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-04-24,Koprivnica,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-01Z,2024-01-21Z,active,no,Attacker,26.0,NaN,NaN,181.0,76.0,left,NaN,NaN
70g1fjgekjzh0i5bm69nh5wix,Zvonimir,Šarlija,Zvonimir,Sarlija,Male,Z. Šarlija,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1996-08-29,Koprivnica,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-06-20Z,2025-01-31Z,active,no,Defender,31.0,NaN,NaN,189.0,80.0,right,NaN,NaN
73tf793pj4ed5zxncbj4u238,Tino Blaž,Lauš,Tino,Laus,Male,T. Lauš,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-03-17,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-01Z,2024-01-15Z,active,no,Midfielder,36.0,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,NaN,NaN,NaN
7uw88nwfgndw5rwjdf3ok89hw,Niko Kristian,Sigur,Niko,Sigur,Male,N. Sigur,Canada,1iaoypzp6syf32cz9l15pzp7e,player,2003-09-09,Burnaby,Canada,1iaoypzp6syf32cz9l15pzp7e,2023-04-21Z,NaN,active,yes,Midfielder,20.0,Croatia,37hlakrwxyuzovaeoo4sezusp,180.0,72.0,right,NaN,NaN
81qmlg0ttijhkywm55ejdr40k,Luka,Vušković,Luka,Vuskovic,Male,L. Vušković,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2007-02-24,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-02-25Z,2024-01-31Z,active,no,Defender,44.0,NaN,NaN,193.0,86.0,right,NaN,NaN
8f9u7fu8gti4bjyrgapo9c6qc,Dominik,Prpić,Dominik,Prpic,Male,D. Prpić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-05-19,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-17Z,2025-07-10Z,active,no,Defender,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8sp01319vyxst4lfxjjp91ii1,Emir,Sahiti,Emir,Sahiti,Male,E. Sahiti,Kosovo,86u6edbqifdjsn49mbp2anw7p,player,1998-11-29,Zemun,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2021-07-01Z,2024-08-30Z,active,no,Attacker,77.0,Albania,17zsm8shejejls2on1ffil3op,174.0,65.0,right,NaN,NaN
8wnvc4rzrjezjd3fayhehkftg,Mateo,Jurić-Petrašilo,Mateo,Petrasilo,Male,M. Jurić-Petrašilo,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-11-30,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-12-16Z,2024-07-19Z,active,no,Defender,34.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9hiut57u02lly1nfdixef8bth,Vadis,Odjidja-Ofoe,Vadis,Odjidja-Ofoe,Male,V. Odjidja-Ofoe,Belgium,4wbzjcclyefma1ourvjsu4q2j,player,1989-02-21,Gent,Belgium,4wbzjcclyefma1ourvjsu4q2j,2023-07-12Z,2024-06-06Z,active,no,Midfielder,8.0,Ghana,2q2sw72utw5gu9t5y4knckwba,185.0,79.0,right,NaN,NaN
9k2wyu8eigfg9o2pn5cs95kyy,Leon,Dajaku,Leon,Dajaku,Male,L. Dajaku,Germany,36min0qztu8eydwvpv8t1is0m,player,2001-04-12,Waiblingen,Germany,36min0qztu8eydwvpv8t1is0m,2023-07-01Z,2025-01-14Z,active,no,Attacker,22.0,Kosovo,86u6edbqifdjsn49mbp2anw7p,182.0,75.0,right,NaN,NaN
a96zxags19ar98mllxetuk4b9,Dario,Melnjak,Dario,Melnjak,Male,D. Melnjak,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1992-10-31,Varaždin,Croatia,37hlakrwxyuzovaeoo4sezusp,2021-09-23Z,NaN,active,yes,Defender,17.0,NaN,NaN,179.0,NaN,left,NaN,NaN
aimd6wz2viggg0f3m8xxss7h1,Adnan,Čustović,Adnan,Custovic,Male,A. Čustović,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,assistant coach,1978-04-16,Mostar,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2023-08-11Z,NaN,active,yes,NaN,NaN,NaN,NaN,185.0,81.0,right,NaN,NaN
akxjvb02zugb5ytlw2jz1ku3u,Rokas,Pukštas,Rokas,Pukstas,Male,R. Pukštas,USA,7hr2f89v44y65dyu9k92vprwn,player,2004-08-25,Stillwater,USA,7hr2f89v44y65dyu9k92vprwn,2022-01-28Z,NaN,active,yes,Midfielder,21.0,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,181.0,75.0,right,NaN,NaN
