id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,status,active,secondNationality,secondNationalityId,height,weight,shirtNumber,placeOfBirth,foot,knownName
cn92m5382tktbs6bt8pqhe0ut,Stephen,Hogan,Stephen,Hogan,Male,S. Hogan,Republic of Ireland,63nepb66un7juhglo2g6rezcl,NaN,assistant coach,1985-04-25,Republic of Ireland,63nepb66un7juhglo2g6rezcl,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
d50x000h9o6i8kd8aihie4lx,Maalique Nathanael,Foster,Maalique,Foster,Male,M. Foster,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Attacker,player,1996-11-05,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,170.0,70.0,99.0,NaN,NaN,NaN
dio84sg1k4gsedcpordxs69lg,Quentin Emeric,Huerman,Quenzi,Huerman,Male,Q. Huerman,France,7gww28djs405rfga69smki84o,Attacker,player,2000-07-21,France,7gww28djs405rfga69smki84o,active,yes,NaN,NaN,183.0,77.0,11.0,Vannes,NaN,NaN
drbcpa8qvrgin42q3it10nieh,Zachary,Zandi,Zach,Zandi,Male,Z. Zandi,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1996-07-18,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,Iran,e53g9hr2d3kasm34uumbg8r4,168.0,66.0,10.0,West Chester,NaN,NaN
duuhalibp64gdz6nub5ub0ovd,Christian,Herrera,Christian,Herrera,Male,C. Herrera,Mexico,5trdr3jf42i20zj1hnkvcytr6,Goalkeeper,player,1997-04-20,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,201.0,95.0,1.0,Las Cruces,NaN,NaN
ect3pxkbjycux4simxmzp9jze,Luis Enrique,Zamudio Lizardo Jr.,Luis,Zamudio,Male,L. Zamudio,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1998-06-24,USA,7hr2f89v44y65dyu9k92vprwn,active,no,Mexico,5trdr3jf42i20zj1hnkvcytr6,191.0,86.0,56.0,Las Vegas,NaN,NaN
ep3o4gaekm9i7gpe5nftk8bv8,Carlos,Estrada,Carlos,Estrada,Male,C. Estrada,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2006-11-04,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,NaN,NaN,48.0,NaN,NaN,NaN
ody1ty0csq2lnatvjwdrrv11,Jonas Stensrud,Fjeldberg,Jonas,Fjeldberg,Male,J. Fjeldberg,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1998-09-30,Norway,7f16iy4w8u8ogyn6pfooqwv5z,active,yes,NaN,NaN,178.0,75.0,8.0,Jessheim,NaN,NaN
1nw1tmtpagpr647obkvygwgr9,Ryan Anthony,Williams,Ryan,Williams,Male,Ryan Williams,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,1991-04-08,England,1fk5l4hkqk12i7zske6mcqju6,active,yes,NaN,NaN,173.0,75.0,4.0,Birkenhead,right,Ryan Williams
28a0n53jofx4bk7vd74yqcb11,Stephen,Carroll,Stephen,Carroll,Male,S. Carroll,Republic of Ireland,63nepb66un7juhglo2g6rezcl,Defender,player,1993-11-30,Republic of Ireland,63nepb66un7juhglo2g6rezcl,active,yes,NaN,NaN,185.0,84.0,5.0,NaN,NaN,NaN
3ldhrzekr0tztaxr3sc8mmg2x,Benjamin James,Morris,Ben,Morris,Male,B. Morris,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,1999-07-06,England,1fk5l4hkqk12i7zske6mcqju6,active,yes,NaN,NaN,175.0,68.0,9.0,Colchester,right,NaN
3nyl7lxka41yl4yep8rzj95d6,Victor,Bezerra,Victor,Bezerra,Male,V. Bezerra,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2000-02-05,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,188.0,79.0,7.0,Chicago,NaN,NaN
4r0zbax1d05w567i79t4c587p,Daniele Salvatore Ernest,Dichio,Danny,Dichio,Male,D. Dichio,England,1fk5l4hkqk12i7zske6mcqju6,NaN,coach,1974-10-19,England,1fk5l4hkqk12i7zske6mcqju6,active,yes,NaN,NaN,NaN,NaN,NaN,Hammersmith,NaN,NaN
51qv1bzk99p4plho3qkhxv5gq,Nathan Enrique,Steinwascher,Nathan,Steinwascher,Male,N. Steinwascher,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1993-02-15,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,180.0,82.0,1.0,NaN,NaN,NaN
597hrrj3moomrcd2d95yk12w9,Matthew,Sheldon,Matt,Sheldon,Male,M. Sheldon,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1992-08-23,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,183.0,79.0,13.0,Bellevue,NaN,NaN
5fhb206czgy2ul5j0tsqeo7ah,Elvis Takyi,Amoh,Elvis,Amoh,Male,E. Amoh,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,1992-02-02,Ghana,2q2sw72utw5gu9t5y4knckwba,active,yes,NaN,NaN,191.0,79.0,19.0,Accra,NaN,NaN
62d3tsany7t5t2bwm4cx9pbai,Alexander,Villanueva,Alex,Villanueva,Male,A. Villanueva,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2002-07-09,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,Mexico,5trdr3jf42i20zj1hnkvcytr6,175.0,77.0,3.0,Herriman,NaN,NaN
63td0sigm6tp2tg8yovf5npm2,Dominic,Gasso,Dominic,Gasso,Male,D. Gasso,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2003-08-18,USA,7hr2f89v44y65dyu9k92vprwn,active,no,NaN,NaN,188.0,84.0,24.0,NaN,NaN,NaN
70axpxvnx40ax7oxri5pmz9qs,Connor,Rutz,Connor,Rutz,Male,C. Rutz,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1997-04-09,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,185.0,72.0,11.0,NaN,NaN,NaN
711t32tk6qwl567dngcldfw15,Maximiliano,Rodriguez,Maxi,Rodriguez,Male,M. Rodriguez,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1995-08-09,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,180.0,77.0,21.0,San Antonio,NaN,NaN
7jizpx7yu2zxvcrnf9z4408vd,Rhys,Williams,Rhys,Williams,Male,Rhys Williams,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1995-08-09,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,183.0,79.0,2.0,White Plains,NaN,Rhys Williams
7lnb14nmxv9gggyedv3tydvdg,Devon,Amoo-Mensah,Devon,Amoo-Mensah,Male,D. Amoo-Mensah,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1995-11-27,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,183.0,84.0,30.0,NaN,NaN,NaN
7o3vvz5w2ftz08ba23b79mgkq,Abdoulaye,Diop,Abdoulaye,Diop,Male,A. Diop,Senegal,6hhqyhr5cwq2pfprlazyposyk,Midfielder,player,1999-09-17,Senegal,6hhqyhr5cwq2pfprlazyposyk,active,yes,NaN,NaN,183.0,79.0,8.0,Dakar,NaN,NaN
7v7c25arh4yqd7tz8demrxa6t,Brett,Levis,Brett,Levis,Male,B. Levis,Canada,1iaoypzp6syf32cz9l15pzp7e,Defender,player,1993-03-29,Canada,1iaoypzp6syf32cz9l15pzp7e,active,yes,NaN,NaN,175.0,76.0,17.0,Saskatoon,left,NaN
8fo1eg63j93qmtb4qy8u7xxck,Daniel Francisco,Espeleta Quirós,Daniel,Espeleta,Male,D. Espeleta,Costa Rica,48emauy3fucokp86skcs5alh8,Midfielder,player,1998-04-05,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,173.0,72.0,14.0,Georgia,NaN,NaN
8q0b0qnmebzt9v4he9o3k7rbo,Carlos Alberto,Saldaña Moreno,Carlos,Saldaña,Male,C. Saldaña,Mexico,5trdr3jf42i20zj1hnkvcytr6,Goalkeeper,player,1996-10-27,Mexico,5trdr3jf42i20zj1hnkvcytr6,active,yes,NaN,NaN,188.0,91.0,91.0,NaN,NaN,NaN
9irc1xmfpa2395qef78rfyjje,Jeciel Jair,Cedeño Benavides,Jeciel,Cedeño,Male,J. Cedeño,Ecuador,6pyj2bytt2osbjk69owzfehcg,Midfielder,player,2000-03-04,Ecuador,6pyj2bytt2osbjk69owzfehcg,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,173.0,64.0,NaN,NaN,NaN,NaN
9jc85hbpruze4v8u1pjzsjt62,Michael,Bryant,Michael,Bryant,Male,M. Bryant,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1995-04-02,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,188.0,82.0,12.0,NaN,NaN,NaN
cqlc423f6bid2uy3togwkvlgq,Abdi Muya,Salim,Abdi,Salim,Male,A. Salim,Somalia,5f1civs919ytka0t5h6fperc2,Defender,player,2001-04-01,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,185.0,NaN,NaN,Nairobi,NaN,NaN
cwtvxydk0a5itmpygna9ibe5m,Matthew,Lewis,Matt,Lewis,Male,M. Lewis,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1996-08-01,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,188.0,79.0,15.0,NaN,NaN,NaN
dkz41wgsey0h302smmrh3ds0k,Yazeed,Matthews,Yazeed,Matthews,Male,Y. Matthews,South Africa,1kiwby3xmt97m3ejw76qs4i6k,Attacker,player,1996-04-22,South Africa,1kiwby3xmt97m3ejw76qs4i6k,active,yes,NaN,NaN,183.0,82.0,27.0,Johannesburg,NaN,NaN
e93nozniig2wriw9doit6a4tl,James,Murphy,James,Murphy,Male,J. Murphy,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1997-09-17,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,Republic of Ireland,63nepb66un7juhglo2g6rezcl,180.0,77.0,6.0,Scotch Plains,NaN,NaN
ec0smr0qtiikutfhfksx7j3rp,Alistair Michael,Coote,Ali,Coote,Male,A. Coote,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,Midfielder,player,1998-06-11,England,1fk5l4hkqk12i7zske6mcqju6,active,no,England,1fk5l4hkqk12i7zske6mcqju6,173.0,66.0,10.0,Bedford,NaN,NaN
mmpt2ht7vkgaubwsz0pc7o5w,Trevor,James,Trevor,James,Male,T. James,England,1fk5l4hkqk12i7zske6mcqju6,NaN,coach,NaN,England,1fk5l4hkqk12i7zske6mcqju6,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1b6acix0zomqtocnuy713vi6t,Javier,Monsálvez Carazo,Javier,Monsálvez Carazo,Male,Yuma,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,1985-10-08,Spain,49ih1pwv3ahshdf8uzrimi54c,active,yes,NaN,NaN,178.0,75.0,24.0,Madrid,right,Yuma
28cixms5w9uu1e38kcc8o2j9w,Noah,Dollenmayer,Noah,Dollenmayer,Male,N. Dollenmayer,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1999-10-26,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,196.0,91.0,15.0,NaN,left,NaN
28tg535skvsusrlyp7jeqzk2y,Brian,Clarhaut,Brian,Clarhaut,Male,B. Clarhaut,USA,7hr2f89v44y65dyu9k92vprwn,NaN,coach,1986-04-11,USA,7hr2f89v44y65dyu9k92vprwn,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2dbik29e0m9bil2ofn2yhrget,José Antonio,Alfaro Vázquez,Tony,Alfaro,Male,T. Alfaro,Mexico,5trdr3jf42i20zj1hnkvcytr6,Defender,player,1993-06-15,Mexico,5trdr3jf42i20zj1hnkvcytr6,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,187.0,82.0,93.0,Michoacán,left,NaN
2gdltnnwgb273ujs51amjw3ro,Mario,Rodriguez,Mario,Rodriguez,Male,M. Rodriguez,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2004-02-19,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,170.0,72.0,58.0,NaN,NaN,NaN
2mgcta30puk8kuwb5mo4zvcnp,Amando Miguel,Moreno Magaña,Amando,Moreno,Male,A. Moreno,El Salvador,6jovhn8du7uhbedi92voitt3k,Midfielder,player,1995-09-10,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,170.0,63.0,10.0,Perth Amboy,right,NaN
85k1701p1ihv5ty1q457tjaqc,Jace,Sais,Jace,Sais,Male,J. Sais,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2006-01-17,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,175.0,66.0,42.0,NaN,NaN,NaN
2mxaagzu9rb92z9880yjllbzd,Wahab,Ackwei,Wahab,Ackwei,Male,W. Ackwei,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,1996-10-19,Ghana,2q2sw72utw5gu9t5y4knckwba,active,yes,NaN,NaN,183.0,75.0,NaN,Accra,NaN,NaN
2qzxclvvjklukgolxew07dkyy,Wilmar Estiven,Rivas Marcillo,Wilmar,Rivas,Male,E. Rivas,Colombia,6kby8rq1p01fg5ds38ckkrcs5,Midfielder,player,2001-05-05,Colombia,6kby8rq1p01fg5ds38ckkrcs5,active,yes,NaN,NaN,NaN,NaN,NaN,Palmira,NaN,NaN
31ee74eif8hmu4ux2egt8ot90,Santiago,Vargas,Santiago,Vargas,Male,S. Vargas,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2008-05-13,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,180.0,68.0,54.0,El Paso,NaN,NaN
3ak5660vbw0y07qva8albdqfo,Luis,Moreno,Luis,Moreno,Male,L. Moreno,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2006-04-01,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,Mexico,5trdr3jf42i20zj1hnkvcytr6,163.0,57.0,88.0,NaN,NaN,NaN
3lndo247f4br8t6xxdvlij4a2,Wilmer,Cabrera Jr.,Wilmer,Cabrera,Male,W. Cabrera,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2000-07-29,Colombia,6kby8rq1p01fg5ds38ckkrcs5,active,yes,NaN,NaN,173.0,68.0,NaN,Bogotá,NaN,NaN
492xymfeeamtb7ovbzs5q9lud,Dennis,Erdmann,Dennis,Erdmann,Male,D. Erdmann,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1990-11-22,Germany,36min0qztu8eydwvpv8t1is0m,active,yes,NaN,NaN,188.0,86.0,NaN,Kerpen,both,NaN
4ccmn07kk0thmg6apfxgivmc5,Justin Shane,Dhillon,Justin,Dhillon,Male,J. Dhillon,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1995-06-06,USA,7hr2f89v44y65dyu9k92vprwn,active,no,NaN,NaN,193.0,84.0,9.0,Rancho Santa Margarita,NaN,NaN
4lnqm0sn3mki6j3v8ecn019zp,Petar,Petrović,Petar,Petrovic,Male,P. Petrović,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1995-09-15,Sweden,1z6l2c33w2kyz9rdefs1d68nb,active,yes,Serbia and Montenegro,84ke4hrpy7uuwxt7o1hwn29qt,175.0,66.0,27.0,Malmö,right,NaN
4o2lk5bkmyxe8ji3lqjo69qtw,Diego,Abarca,Diego,Abarca,Male,D. Abarca,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2005-06-19,USA,7hr2f89v44y65dyu9k92vprwn,active,no,Chile,32tb8d7824xg4i0ybxzssczu0,170.0,61.0,77.0,NaN,NaN,NaN
5a6sqqiyle6aj7zh8ozwikqok,Raul,Vazquez,Raul,Vazquez,Male,R. Vazquez,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2005-10-21,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,170.0,53.0,NaN,NaN,NaN,NaN
5kxl3fn1tkzy8n831aql93a0a,Brandan Andrew,Craig,Brandan,Craig,Male,B. Craig,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2004-04-07,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,185.0,72.0,2.0,Philadelphia,right,NaN
5v83k5ukm1xt6fhuq8845euc4,Javier,Garcia,Javier,Garcia,Male,J. Garcia,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1998-03-23,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,185.0,81.0,13.0,NaN,NaN,NaN
63zi0rwl892iv2j66657mkg6h,Nicholas,Hinds,Nick,Hinds,Male,N. Hinds,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Defender,player,1997-10-15,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,178.0,74.0,31.0,Plantation,NaN,NaN
64amlcisr3cr924jwy25rjs9h,Lucas Ryan,Stauffer,Lucas,Stauffer,Male,L. Stauffer,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1995-04-21,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,170.0,71.0,4.0,NaN,NaN,NaN
6bypbwfkdebw240ddjg774ems,Axel,Valdivia,Axel,Valdivia,Male,A. Valdivia,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2006-03-29,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6tz5apnd7yajwhn6bcfhl9mtx,Arun,Basuljevic,Arun,Basuljevic,Male,A. Basuljevic,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1995-12-17,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,168.0,72.0,19.0,New York,right,NaN
6z4eha1ejqruj39ddvzvy0ju2,Jeremy Edmilson,Garay Solís,Jeremy,Garay,Male,J. Garay,El Salvador,6jovhn8du7uhbedi92voitt3k,Midfielder,player,2003-04-01,USA,7hr2f89v44y65dyu9k92vprwn,active,no,USA,7hr2f89v44y65dyu9k92vprwn,175.0,67.0,20.0,Woodbridge,NaN,NaN
7ctc1xui7wk89o5v00z8ijqw9,Eric Santana,Calvillo Ramírez,Eric,Calvillo,Male,E. Calvillo,El Salvador,6jovhn8du7uhbedi92voitt3k,Midfielder,player,1998-01-02,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,170.0,69.0,6.0,Palmdale,NaN,NaN
7isx6p69bwuqb3r7xsyrs3kh6,Jon,Burklo,Jon,Burklo,Male,J. Burklo,USA,7hr2f89v44y65dyu9k92vprwn,NaN,assistant coach,1984-03-08,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,NaN,NaN,NaN,Colorado,NaN,NaN
7op61uo7530iq0lf4gs0wry8k,Alejandro,Estrada,Alejandro,Estrada,Male,A. Estrada,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2005-01-30,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7vs1eqm82fwwuhwfqodb3dyw9,Ricardo,Ruiz,Ricky,Ruiz,Male,R. Ruiz,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1996-11-04,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,173.0,70.0,NaN,Lake Elsinore,NaN,NaN
7vu0r7tynhxov3qux51xp3ndg,Gonzalo Nahuel,Pelúa Páez,Gonzalo,Pelúa,Male,G. Pelúa,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,Defender,player,2003-06-05,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,active,yes,NaN,NaN,180.0,63.0,14.0,San Carlos,left,NaN
842oe3kyy2wgv8ryb7hrboxec,Andy,Cabrera,Andy,Cabrera,Male,A. Cabrera,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,NaN,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8gy9wgqywaqi9uy6i31i0q21h,Arturo,Ortíz Martínez,Arturo,Ortíz,Male,A. Ortíz,Mexico,5trdr3jf42i20zj1hnkvcytr6,Defender,player,1992-08-25,Mexico,5trdr3jf42i20zj1hnkvcytr6,active,yes,NaN,NaN,180.0,75.0,NaN,Monterrey,NaN,NaN
8up0rt8umisgqxxwq5vih60h5,Joaquín Antonio,Rivas Navarro,Joaquín,Rivas,Male,J. Rivas,El Salvador,6jovhn8du7uhbedi92voitt3k,Attacker,player,1992-04-26,El Salvador,6jovhn8du7uhbedi92voitt3k,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,183.0,77.0,7.0,Santa Ana,left,NaN
8y556fvv7asmfouaica4nbai1,Jahmali Dante,Waite,Jahmali,Waite,Male,J. Waite,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Goalkeeper,player,1998-12-24,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,185.0,79.0,23.0,Philadelphia,right,NaN
9cd0p49gcn7z273n0tnuqylsl,Liam Joseph,Rose,Liam,Rose,Male,L. Rose,Australia,u5ieemi69z72c3bgczyy68lo,Midfielder,player,1997-04-07,Australia,u5ieemi69z72c3bgczyy68lo,active,no,NaN,NaN,178.0,72.0,22.0,Sydney,NaN,NaN
9ij293r1mbtygl6v3u2s43i3u,Miles,Lyons,Miles,Lyons,Male,M. Lyons,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2002-10-08,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,170.0,70.0,16.0,NaN,NaN,NaN
9lucpehmfe4z2vdlica1kc9d6,Itumeleng Robinson,Moshobane,Tumi,Moshobane,Male,T. Moshobane,South Africa,1kiwby3xmt97m3ejw76qs4i6k,Attacker,player,1994-09-17,South Africa,1kiwby3xmt97m3ejw76qs4i6k,active,yes,NaN,NaN,178.0,75.0,18.0,NaN,NaN,NaN
9r13h659y198n0hyqdokg36qd,Éder Nicolás,Borelli Cap,Éder,Borelli,Male,E. Borelli,Mexico,5trdr3jf42i20zj1hnkvcytr6,Defender,player,1990-11-25,Mexico,5trdr3jf42i20zj1hnkvcytr6,active,yes,Argentina,2vovxa97k7v7ofa85dah2xktb,168.0,74.0,5.0,Monterrey,right,NaN
a68xtvrj1by5ok15zu73pzjyt,Wílmer,Cabrera Linares,Wilmer,Cabrera,Male,W. Cabrera,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,coach,1967-09-15,Colombia,6kby8rq1p01fg5ds38ckkrcs5,active,yes,NaN,NaN,NaN,NaN,NaN,Cartagena,NaN,NaN
amox10k225ryauu7wvsnn5q1g,Finnley,O'Brien,Finnley,O'Brien,Male,F. O'Brien,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2006-08-15,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bmksla3jbr2ckq9mp20s1t979,Elijah Kain,Martin,Elijah,Martin,Male,E. Martin,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1996-07-04,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,168.0,70.0,3.0,Fresno,NaN,NaN
by5ik2pgnl7qbrol8x6pvenoq,Ricardo,Zacarías Ortíz,Ricardo,Zacarías,Male,R. Zacarías,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1995-08-31,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,Mexico,5trdr3jf42i20zj1hnkvcytr6,178.0,82.0,17.0,NaN,NaN,NaN
c4g35kho1qirnu4q420knnl9m,Robert,Coronado,Robert,Coronado,Male,R. Coronado,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1996-08-03,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,178.0,73.0,NaN,La Habra,NaN,NaN
cyk7xdzz5rnxunr3uh9c2tejt,Ramón,Pasquel Colín,Ramón,Pasquel,Male,R. Pasquel,Mexico,5trdr3jf42i20zj1hnkvcytr6,Goalkeeper,player,1996-06-22,Mexico,5trdr3jf42i20zj1hnkvcytr6,active,yes,NaN,NaN,180.0,73.0,1.0,Ciudad de México,right,NaN
d539xjkdwt1i77f0czbvo8ull,Boluwatife,Akinyode,Bolu,Akinyode,Male,B. Akinyode,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,1994-05-30,Nigeria,63pvdwrsiq5b07mzi8igqei9p,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,188.0,84.0,21.0,Lagos,left,NaN
d5v66qyfnyed52vg60c8xblxx,Amaury Gabriel,Escoto Ruíz,Amaury,Escoto,Male,A. Escoto,Mexico,5trdr3jf42i20zj1hnkvcytr6,Attacker,player,1992-11-30,Mexico,5trdr3jf42i20zj1hnkvcytr6,active,yes,NaN,NaN,180.0,70.0,NaN,Zapopan,NaN,NaN
ezratbmd12n6w0exn0uvlc4fe,Francisco Javier,Nevárez Pulgarín,Francisco,Nevárez,Male,F. Nevárez,Mexico,5trdr3jf42i20zj1hnkvcytr6,Defender,player,2000-12-03,Mexico,5trdr3jf42i20zj1hnkvcytr6,active,yes,NaN,NaN,180.0,65.0,99.0,Juárez,NaN,NaN
f2b7v7nmrut4y8vwc4ddtwv10,Ivan,Escobedo,Ivan,Escobedo,Male,I. Escobedo,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2006-04-24,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1eriurm89scnacrnhpi0la3o4,Mario,Sanchez,Mario,Sanchez,NaN,M. Sanchez,USA,7hr2f89v44y65dyu9k92vprwn,NaN,coach,1975-01-28,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1o7iht0ow216jvo5qm64akup6,Stefan,Stojanovic,Stefan,Stojanovic,NaN,S. Stojanovic,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2001-03-03,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,Serbia,5w4ve503bjdsshwx9ho6jxzx0,183.0,79.0,19.0,NaN,NaN,NaN
1yszyfo2vvro5hq0tjsj4znmy,Sebastian,Sanchez,Sebastian,Sanchez,NaN,Sebastian Sanchez,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2003-12-20,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,188.0,75.0,63.0,Akron,right,Sebastian Sanchez
2imizu6je16b3ssheijycxjh1,Harvey William,St Clair,Harvey,St Clair,NaN,H. St Clair,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,Defender,player,1998-11-13,England,1fk5l4hkqk12i7zske6mcqju6,active,yes,England,1fk5l4hkqk12i7zske6mcqju6,183.0,72.0,47.0,NaN,right,NaN
